microcebus gene name,human gene name
PAK1,PAK1
RGS7,RGS7
SNORD16,SNORD16
SUPT6H,SUPT6H
SUPT5H,SUPT5H
UGDH,UGDH
MSANTD4,MSANTD4
HPSE2,HPSE2
ATP6V1D,ATP6V1D
ANGPTL2,ANGPTL2
DYNC1LI2,DYNC1LI2
NAPA,NAPA
SFRP2,SFRP2
FBXL7,FBXL7
PLS3,PLS3
MIR652,MIR652
SPRYD7,SPRYD7
TEX261,TEX261
RIMKLA,RIMKLA
NAP1L1,NAP1L1
DLX6,DLX6
RBPJ,RBPJ
DHX40,DHX40
ZMIZ1,ZMIZ1
ZNF146,ZNF146
FITM1,FITM1
ARFGEF1,ARFGEF1
MIR127,MIR127
ZNF639,ZNF639
CADM4,CADM4
HNRNPU,HNRNPU
AP1G1,AP1G1
KCND2,KCND2
LRRTM3,LRRTM3
ATP1B2,ATP1B2
METTL3,METTL3
AAMP,AAMP
PPME1,PPME1
CDC40,CDC40
CSRP1,CSRP1
PDE7A,PDE7A
TXNL1,TXNL1
PHYHIP,PHYHIP
ZNF189,ZNF189
C9orf72,C9orf72
PRKCB,PRKCB
SEC11C,SEC11C
STX1A,STX1A
NKIRAS1,NKIRAS1
AKT1,AKT1
NR6A1,NR6A1
FUT8,FUT8
SMARCA5,SMARCA5
ATP6V1C1,ATP6V1C1
EPC2,EPC2
MIR340,MIR340
MIR628,MIR628
DCTN6,DCTN6
VPS41,VPS41
CCDC6,CCDC6
TNKS,TNKS
SULT4A1,SULT4A1
MEF2D,MEF2D
CYFIP2,CYFIP2
ATP5MC3,ATP5MC3
DGKB,DGKB
KCTD15,KCTD15
PSMD4,PSMD4
GABBR2,GABBR2
MIR331,MIR331
MIR432,MIR432
ACTR1B,ACTR1B
ARMC1,ARMC1
TRIM33,TRIM33
PELI3,PELI3
SF3B3,SF3B3
KLHL20,KLHL20
PLCB1,PLCB1
LANCL3,LANCL3
ATG9A,ATG9A
SLC23A2,SLC23A2
YBX1,YBX1
UBASH3B,UBASH3B
NRXN2,NRXN2
PSMC5,PSMC5
PIK3R3,PIK3R3
PRKCE,PRKCE
RAP1A,RAP1A
S100B,S100B
MIR1296,MIR1296
MIR191,MIR191
CTDSPL,CTDSPL
HAS2,HAS2
HS3ST2,HS3ST2
POLR2C,POLR2C
SSR2,SSR2
GTF2H1,GTF2H1
ZNF143,ZNF143
NKX2-2,NKX2-2
ZNF32,ZNF32
ARL3,ARL3
ZDHHC9,ZDHHC9
USP34,USP34
LRFN4,LRFN4
OLIG3,OLIG3
COPB2,COPB2
ATF3,ATF3
TMEM47,TMEM47
SEPTIN2,SEPTIN2
POU3F4,POU3F4
PLCL2,PLCL2
NR5A2,NR5A2
NIP7,NIP7
CSK,CSK
MIR9-3,MIR9-3
MIR129-2,MIR129-2
EIF2S1,EIF2S1
MAP2K5,MAP2K5
ADGRB3,ADGRB3
BCL11B,BCL11B
GDI1,GDI1
PCMTD1,PCMTD1
XPO1,XPO1
MED30,MED30
MIR181B2,MIR181B2
MINDY3,MINDY3
PSMD3,PSMD3
RPE65,RPE65
PTCHD1,PTCHD1
DENND5A,DENND5A
SLC35D1,SLC35D1
PIAS2,PIAS2
SMARCD2,SMARCD2
WNT11,WNT11
GNAI3,GNAI3
SLC12A6,SLC12A6
SNN,SNN
VPS25,VPS25
MIR708,MIR708
EIF3H,EIF3H
IKZF2,IKZF2
SPTAN1,SPTAN1
NPR2,NPR2
RCOR2,RCOR2
RIT2,RIT2
CALB1,CALB1
MIRLET7D,MIRLET7D
STK40,STK40
TRIM71,TRIM71
KLHL10,KLHL10
PPP3CA,PPP3CA
FNBP1L,FNBP1L
ENO2,ENO2
VEZF1,VEZF1
FLNC,FLNC
TMEM240,TMEM240
PCGF1,PCGF1
TRPC7,TRPC7
SYT11,SYT11
SMG1,SMG1
SAP18,SAP18
C1QL1,C1QL1
MIR28,MIR28
SNORD127,SNORD127
TTC13,TTC13
MIR203B,MIR203B
MON2,MON2
MAPK10,MAPK10
RHOJ,RHOJ
TMEM101,TMEM101
RGS7BP,RGS7BP
YIPF5,YIPF5
NONO,NONO
SLC41A1,SLC41A1
CHMP2B,CHMP2B
ZC3H15,ZC3H15
INHBA,INHBA
TLK1,TLK1
SFXN5,SFXN5
MIR452,MIR452
PSMA3,PSMA3
MIR124-1,MIR124-1
MATR3,MATR3
MAP4K5,MAP4K5
GNA12,GNA12
CDK2AP2,CDK2AP2
FGFR1OP2,FGFR1OP2
ERI3,ERI3
TBC1D22B,TBC1D22B
TRRAP,TRRAP
MIRLET7G,MIRLET7G
CDC42SE2,CDC42SE2
MIR487B,MIR487B
ANAPC11,ANAPC11
VPS37D,VPS37D
AKTIP,AKTIP
EXTL3,EXTL3
UFC1,UFC1
SRGAP1,SRGAP1
KIFAP3,KIFAP3
PGK1,PGK1
TRAPPC13,TRAPPC13
EFNB2,EFNB2
SHOC2,SHOC2
MED14,MED14
TNKS2,TNKS2
PLEKHF2,PLEKHF2
PHACTR1,PHACTR1
GDAP2,GDAP2
SUPT7L,SUPT7L
GGT7,GGT7
PRKAG1,PRKAG1
NMT1,NMT1
ZFR,ZFR
SIAH1,SIAH1
ZRANB2,ZRANB2
HOXC13,HOXC13
ABHD17B,ABHD17B
KCNH1,KCNH1
RNF182,RNF182
DNAJC7,DNAJC7
CNN3,CNN3
HS6ST1,HS6ST1
KLHL28,KLHL28
TLE3,TLE3
LDB1,LDB1
FZD7,FZD7
MIR216B,MIR216B
TMEM39B,TMEM39B
CBLL1,CBLL1
FAXC,FAXC
KRIT1,KRIT1
TENM2,TENM2
EMP3,EMP3
PDK2,PDK2
RNF20,RNF20
RBMS1,RBMS1
RWDD1,RWDD1
MIR876,MIR876
NCDN,NCDN
MIR105-2,MIR105-2
RCAN2,RCAN2
MAFG,MAFG
MIR494,MIR494
PRKD3,PRKD3
PSMC3,PSMC3
SLC32A1,SLC32A1
OLFM1,OLFM1
OSBPL8,OSBPL8
TMEM151B,TMEM151B
MYF6,MYF6
LRP6,LRP6
POLR2A,POLR2A
LAMTOR1,LAMTOR1
MTMR2,MTMR2
VPS50,VPS50
GJD2,GJD2
USP9X,USP9X
BCLAF1,BCLAF1
WWTR1,WWTR1
CNIH3,CNIH3
SNORD20,SNORD20
EIF3G,EIF3G
RIC8B,RIC8B
SMARCA4,SMARCA4
PCSK2,PCSK2
ATL1,ATL1
SP5,SP5
CNNM2,CNNM2
EFNA3,EFNA3
SMNDC1,SMNDC1
MIR409,MIR409
RBM45,RBM45
CPLX3,CPLX3
NBEA,NBEA
RAD21,RAD21
SNX14,SNX14
ATP1A1,ATP1A1
TLN1,TLN1
ATXN7L3,ATXN7L3
FEZ1,FEZ1
SPOPL,SPOPL
TRAF4,TRAF4
CLP1,CLP1
ERF,ERF
HECTD3,HECTD3
ANKRD13B,ANKRD13B
CRY1,CRY1
MIR301B,MIR301B
LHX4,LHX4
SGCZ,SGCZ
TRPC5,TRPC5
MTCH1,MTCH1
WNT10B,WNT10B
MED27,MED27
DDX41,DDX41
RNF122,RNF122
GAPVD1,GAPVD1
FAM199X,FAM199X
PLXNA4,PLXNA4
CCT5,CCT5
CSMD3,CSMD3
VPS36,VPS36
INTS6,INTS6
RXRG,RXRG
EIF4G2,EIF4G2
PCDH10,PCDH10
UXS1,UXS1
HS3ST5,HS3ST5
GMPS,GMPS
MIR208B,MIR208B
C16orf87,C16orf87
PELO,PELO
GPR88,GPR88
NMNAT2,NMNAT2
RNF141,RNF141
ORMDL2,ORMDL2
NEUROD2,NEUROD2
LMX1A,LMX1A
TSPAN12,TSPAN12
CRK,CRK
TRIAP1,TRIAP1
ENHO,ENHO
QKI,QKI
TEF,TEF
RAB3C,RAB3C
FAM3C,FAM3C
YEATS4,YEATS4
UBTD1,UBTD1
TP63,TP63
ZNF512,ZNF512
NGB,NGB
FLI1,FLI1
KCTD1,KCTD1
FAM76B,FAM76B
TRPC4,TRPC4
DYRK2,DYRK2
BRK1,BRK1
MIR101-1,MIR101-1
BECN1,BECN1
API5,API5
TMEFF2,TMEFF2
DNAJC13,DNAJC13
CRX,CRX
HOXB6,HOXB6
TMED7,TMED7
PSPC1,PSPC1
SLC25A6,SLC25A6
CTNND1,CTNND1
DAGLA,DAGLA
CDK9,CDK9
SMG9,SMG9
USP3,USP3
BMP4,BMP4
PDS5A,PDS5A
TMEM164,TMEM164
GAD1,GAD1
OTX2,OTX2
MIRLET7A3,MIRLET7A3
RING1,RING1
FAM98A,FAM98A
PCYT1B,PCYT1B
LRRTM2,LRRTM2
VPS28,VPS28
TAF5L,TAF5L
PPARD,PPARD
PPP1R14B,PPP1R14B
NDST1,NDST1
ZBTB2,ZBTB2
ZNF711,ZNF711
TIMP2,TIMP2
SNRNP70,SNRNP70
SETD7,SETD7
RIT1,RIT1
LRATD1,LRATD1
SRRT,SRRT
MIR383,MIR383
WNT6,WNT6
RAB3B,RAB3B
MIR134,MIR134
LRRC8C,LRRC8C
GRIK1,GRIK1
WNT9A,WNT9A
HSP90AA1,HSP90AA1
RALGPS2,RALGPS2
EEF1G,EEF1G
VPS4A,VPS4A
ACVR1,ACVR1
KCNG3,KCNG3
ETNK1,ETNK1
COPS6,COPS6
INTS2,INTS2
EMX1,EMX1
DLX5,DLX5
C10H9orf78,C9orf78
CPSF7,CPSF7
RAPGEF4,RAPGEF4
PCMTD2,PCMTD2
CDH12,CDH12
FLRT3,FLRT3
PPIB,PPIB
TMEM198,TMEM198
MIR21,MIR21
STXBP5,STXBP5
TOX3,TOX3
ABCG4,ABCG4
CDK19,CDK19
FBXO42,FBXO42
ARHGAP35,ARHGAP35
OSTF1,OSTF1
KCTD16,KCTD16
GTF2I,GTF2I
FOXA2,FOXA2
CUL2,CUL2
PLPPR5,PLPPR5
MIR1-1,MIR1-1
MIR30A,MIR30A
PHOX2A,PHOX2A
MIR31,MIR31
GTF2H5,GTF2H5
NRN1,NRN1
MIR20A,MIR20A
KCTD10,KCTD10
FXR2,FXR2
PSKH1,PSKH1
RHOQ,RHOQ
B3GALT2,B3GALT2
FGF20,FGF20
ERGIC3,ERGIC3
THOC3,THOC3
WNT8B,WNT8B
MBTPS1,MBTPS1
TPP2,TPP2
POP7,POP7
MIR369,MIR369
COPZ2,COPZ2
GNG8,GNG8
MIR30D,MIR30D
CTNND2,CTNND2
GUCY1B1,GUCY1B1
RNF19A,RNF19A
VAT1L,VAT1L
FAM120A,FAM120A
ADAMTS6,ADAMTS6
HIF1AN,HIF1AN
PTPRM,PTPRM
KLHL23,KLHL23
AP3M2,AP3M2
ZER1,ZER1
CNIH4,CNIH4
TRAPPC2L,TRAPPC2L
GSKIP,GSKIP
TUBA8,TUBA8
VPS53,VPS53
SNX18,SNX18
TANC2,TANC2
KHDRBS3,KHDRBS3
MARCHF9,MARCHF9
STX12,STX12
TMOD4,TMOD4
MIR302A,MIR302A
FGF16,FGF16
SMARCA2,SMARCA2
HDAC9,HDAC9
MTSS1,MTSS1
SF3B2,SF3B2
ATG13,ATG13
CRABP1,CRABP1
CHST1,CHST1
HOXC10,HOXC10
MARK4,MARK4
CBLN3,CBLN3
GRIK4,GRIK4
CHODL,CHODL
SPSB4,SPSB4
PAQR4,PAQR4
PTPRK,PTPRK
DHX38,DHX38
EFR3B,EFR3B
POU4F2,POU4F2
MIR302D,MIR302D
EFNB3,EFNB3
SLC10A7,SLC10A7
BMERB1,BMERB1
SRSF7,SRSF7
AP1B1,AP1B1
CALB2,CALB2
PIP4K2A,PIP4K2A
RAD51,RAD51
FBRS,FBRS
EML6,EML6
SNORA16A,SNORA16A
NHLH2,NHLH2
BICD1,BICD1
CORO6,CORO6
LIX1L,LIX1L
ANAPC4,ANAPC4
KLHL29,KLHL29
ZBTB16,ZBTB16
DDX1,DDX1
FCHSD2,FCHSD2
SURF4,SURF4
HOXB5,HOXB5
NR2F6,NR2F6
PANK3,PANK3
ENY2,ENY2
CBLN4,CBLN4
PFKFB4,PFKFB4
TADA1,TADA1
PSMB2,PSMB2
IGF2BP2,IGF2BP2
DNM2,DNM2
PPP1R16B,PPP1R16B
MCM5,MCM5
ZIC3,ZIC3
ZBTB43,ZBTB43
IRF6,IRF6
LHFPL6,LHFPL6
ITGB1BP1,ITGB1BP1
TBC1D13,TBC1D13
CCDC28B,CCDC28B
IGF1R,IGF1R
CLK2,CLK2
PLAG1,PLAG1
RASD2,RASD2
TMEM60,TMEM60
UNC80,UNC80
BSX,BSX
PITPNC1,PITPNC1
MARK1,MARK1
PRDX1,PRDX1
RNGTT,RNGTT
ZNF148,ZNF148
KIF1B,KIF1B
VPS33A,VPS33A
TMEM170B,TMEM170B
MIR378A,MIR378A
CACNG4,CACNG4
ELF2,ELF2
CASTOR2,CASTOR2
DET1,DET1
TBC1D19,TBC1D19
KCTD2,KCTD2
HIKESHI,HIKESHI
CA11,CA11
ZMYM2,ZMYM2
WDR45,WDR45
SIX2,SIX2
MMGT1,MMGT1
TCERG1,TCERG1
GPS2,GPS2
TRIP12,TRIP12
CHMP1A,CHMP1A
HOOK3,HOOK3
EIF3C,EIF3C
ZBTB7C,ZBTB7C
PIAS1,PIAS1
LMNB1,LMNB1
PPP2R2A,PPP2R2A
ABLIM3,ABLIM3
ARL14EP,ARL14EP
SNX2,SNX2
BICC1,BICC1
VPS18,VPS18
PEX11B,PEX11B
FGF7,FGF7
DESI2,DESI2
CHD8,CHD8
PAPOLA,PAPOLA
ASAP1,ASAP1
SLC9A8,SLC9A8
DUSP7,DUSP7
SOCS3,SOCS3
GPR61,GPR61
WASHC5,WASHC5
SFPQ,SFPQ
PRPSAP1,PRPSAP1
INTS7,INTS7
MIR455,MIR455
RAC2,RAC2
TMEM11,TMEM11
SNRK,SNRK
RUNDC3A,RUNDC3A
RNU2-2P,RNU2-2P
PRPF18,PRPF18
PIK3C3,PIK3C3
SLC6A8,SLC6A8
BARX1,BARX1
SMC1A,SMC1A
ZNF771,ZNF771
ZBTB37,ZBTB37
CERS2,CERS2
SEC63,SEC63
NCK2,NCK2
MARCHF3,MARCHF3
PAXBP1,PAXBP1
LRRC73,LRRC73
TNFAIP1,TNFAIP1
SAMD4B,SAMD4B
MED12,MED12
ZBED5,ZBED5
CYTH2,CYTH2
RBM26,RBM26
CADM1,CADM1
FBXO3,FBXO3
ZDHHC16,ZDHHC16
PIAS3,PIAS3
PITX1,PITX1
USP39,USP39
TAF9B,TAF9B
TFAP2A,TFAP2A
FOXL2,FOXL2
ANTXR1,ANTXR1
SLC30A7,SLC30A7
CUL4B,CUL4B
NALCN,NALCN
HOXA11,HOXA11
USP27X,USP27X
MAP1LC3B,MAP1LC3B
CRNKL1,CRNKL1
SELENOK,SELENOK
MIR337,MIR337
JADE1,JADE1
TNNI1,TNNI1
GOSR1,GOSR1
GLRA3,GLRA3
USP24,USP24
TENM4,TENM4
DPYSL3,DPYSL3
ERC1,ERC1
PPP2R5B,PPP2R5B
TLE1,TLE1
C14orf28,C14orf28
CMAS,CMAS
GPR22,GPR22
STC1,STC1
LHFPL4,LHFPL4
VPS33B,VPS33B
UBE2F,UBE2F
TMEM196,TMEM196
TFG,TFG
SPG21,SPG21
SAP30BP,SAP30BP
SESTD1,SESTD1
CACUL1,CACUL1
ITSN1,ITSN1
VPS39,VPS39
CDC27,CDC27
PRKAA2,PRKAA2
IMP3,IMP3
PDE4B,PDE4B
SMAP2,SMAP2
MBTPS2,MBTPS2
ZMYND11,ZMYND11
LMBR1L,LMBR1L
RHOBTB3,RHOBTB3
DLGAP1,DLGAP1
JAGN1,JAGN1
USP46,USP46
SCFD1,SCFD1
JAG1,JAG1
TMEM161B,TMEM161B
SLC8A1,SLC8A1
ELP3,ELP3
RSPO2,RSPO2
B4GALT3,B4GALT3
ATP2B1,ATP2B1
TENM1,TENM1
VAX1,VAX1
RARG,RARG
STUB1,STUB1
KLHL41,KLHL41
SLC6A17,SLC6A17
TTLL1,TTLL1
DHRS3,DHRS3
KLF7,KLF7
ROCK2,ROCK2
IGFBP5,IGFBP5
NIPBL,NIPBL
TSG101,TSG101
GGPS1,GGPS1
TASP1,TASP1
HAT1,HAT1
EVI5L,EVI5L
THOC1,THOC1
NIPA1,NIPA1
EPHA3,EPHA3
MAP4K3,MAP4K3
ZDHHC5,ZDHHC5
ID3,ID3
YPEL1,YPEL1
C1QL4,C1QL4
PTOV1,PTOV1
RXRB,RXRB
B4GAT1,B4GAT1
KCNJ4,KCNJ4
RAB23,RAB23
RBM46,RBM46
KIRREL1,KIRREL1
SLCO3A1,SLCO3A1
EMC2,EMC2
PTDSS1,PTDSS1
MBOAT7,MBOAT7
VAMP1,VAMP1
EIF2S3B,EIF2S3B
SMCO4,SMCO4
MXI1,MXI1
RALGAPB,RALGAPB
PWP1,PWP1
NDST2,NDST2
SLIT2,SLIT2
AREL1,AREL1
VAMP2,VAMP2
FAM117B,FAM117B
PCIF1,PCIF1
CHST11,CHST11
MCM6,MCM6
KCTD5,KCTD5
PRKACA,PRKACA
ERCC2,ERCC2
MIR425,MIR425
MIR125B1,MIR125B1
CCND3,CCND3
DLGAP4,DLGAP4
GRAMD1B,GRAMD1B
ADCY8,ADCY8
UBA2,UBA2
KHDRBS2,KHDRBS2
GRM2,GRM2
GBX2,GBX2
RND1,RND1
CDKN2AIPNL,CDKN2AIPNL
GET1,GET1
GRK6,GRK6
LASP1,LASP1
ATP2A2,ATP2A2
NPLOC4,NPLOC4
SMARCA1,SMARCA1
KCTD7,KCTD7
HMGCS1,HMGCS1
TMEM183A,TMEM183A
TPH2,TPH2
FBXL19,FBXL19
TMEM208,TMEM208
RYR2,RYR2
RBM17,RBM17
LRP4,LRP4
PRP4K,PRP4K
BCL11A,BCL11A
ASB8,ASB8
TBC1D9,TBC1D9
NPEPPS,NPEPPS
CACNA2D3,CACNA2D3
PAN2,PAN2
ZNF580,ZNF580
EXOC1L,EXOC1L
EYA3,EYA3
PAFAH1B2,PAFAH1B2
CDH20,CDH20
CAPZA1,CAPZA1
CAPZA2,CAPZA2
BRD2,BRD2
SMU1,SMU1
TMEM117,TMEM117
LRRC4B,LRRC4B
TAB3,TAB3
MIR431,MIR431
SAT1,SAT1
FRMD5,FRMD5
COPS9,COPS9
ESRP1,ESRP1
TMED1,TMED1
RC3H2,RC3H2
NOL4L,NOL4L
LMO2,LMO2
ATP6V1E1,ATP6V1E1
RNF7,RNF7
GJB2,GJB2
FAM50A,FAM50A
SRF,SRF
RAD1,RAD1
MAP3K2,MAP3K2
EEF1B2,EEF1B2
CEBPE,CEBPE
RBFOX2,RBFOX2
GTF2H3,GTF2H3
RAB21,RAB21
CLDN19,CLDN19
TMEM147,TMEM147
GREM2,GREM2
ENTPD4,ENTPD4
PHF14,PHF14
DLGAP3,DLGAP3
SRSF1,SRSF1
MED23,MED23
SLITRK3,SLITRK3
7SK,7SK
MYO1D,MYO1D
BIRC6,BIRC6
B3GAT3,B3GAT3
SP2,SP2
UBA1,UBA1
GIPC1,GIPC1
RABGAP1,RABGAP1
OSBP,OSBP
VPS11,VPS11
CCNK,CCNK
RAB4B,RAB4B
MXD1,MXD1
HERC1,HERC1
KDM5B,KDM5B
SESN1,SESN1
MIR216A,MIR216A
GADD45A,GADD45A
TOMM7,TOMM7
MIER3,MIER3
DNTTIP1,DNTTIP1
USP47,USP47
KDM6A,KDM6A
MYCBP2,MYCBP2
CNRIP1,CNRIP1
UBQLN4,UBQLN4
TSSK6,TSSK6
DNAJC27,DNAJC27
MED13L,MED13L
GJA1,GJA1
E2F3,E2F3
KATNA1,KATNA1
ACTN4,ACTN4
GRIN2D,GRIN2D
RPRM,RPRM
HPRT1,HPRT1
MAP2K4,MAP2K4
RN7SL2,RN7SL2
KATNAL1,KATNAL1
MYH9,MYH9
MIR185,MIR185
OLA1,OLA1
FBXO21,FBXO21
SLC35F1,SLC35F1
ALX1,ALX1
TCF12,TCF12
NPRL2,NPRL2
FAM168A,FAM168A
AP1M1,AP1M1
PRPF40B,PRPF40B
NECAB1,NECAB1
ITPR2,ITPR2
FKBP1A,FKBP1A
STMN4,STMN4
SLC2A13,SLC2A13
SP3,SP3
USP13,USP13
GNA13,GNA13
PLCG1,PLCG1
SCN3B,SCN3B
PIK3R1,PIK3R1
SLC24A3,SLC24A3
FBXW11,FBXW11
GTF3C3,GTF3C3
PSMA1,PSMA1
VDAC2,VDAC2
RASA1,RASA1
PIK3CB,PIK3CB
SERTM1,SERTM1
NLK,NLK
DDR2,DDR2
EML5,EML5
KBTBD4,KBTBD4
NR1D1,NR1D1
CDH2,CDH2
SLC4A8,SLC4A8
GLUL,GLUL
PEX3,PEX3
P2RY1,P2RY1
SLITRK5,SLITRK5
SOST,SOST
RAB25,RAB25
JUP,JUP
TRPC4AP,TRPC4AP
NOL4,NOL4
CNTFR,CNTFR
PRKACB,PRKACB
STRN3,STRN3
PI4KB,PI4KB
SRSF6,SRSF6
ELOVL6,ELOVL6
MIR143,MIR143
IGIP,IGIP
ANKRD50,ANKRD50
TOMM70,TOMM70
HMG20B,HMG20B
PHAF1,PHAF1
MTX2,MTX2
TFDP2,TFDP2
MID2,MID2
TSPAN31,TSPAN31
RGS17,RGS17
NAB2,NAB2
CDK5R2,CDK5R2
CDC34,CDC34
DYNC1LI1,DYNC1LI1
LCP1,LCP1
CTDSP1,CTDSP1
CALN1,CALN1
KLHL18,KLHL18
C2orf42,C2orf42
PCDH19,PCDH19
SAP30L,SAP30L
CKMT1A,CKMT1A
NAA10,NAA10
PDCD4,PDCD4
DPYSL2,DPYSL2
KAT14,KAT14
NELFCD,NELFCD
RAB6A,RAB6A
CHN2,CHN2
SYS1,SYS1
PALS1,PALS1
CLASRP,CLASRP
GMEB1,GMEB1
VIM,VIM
GRM3,GRM3
RANBP10,RANBP10
SYT9,SYT9
MBD5,MBD5
IGFBP4,IGFBP4
MNAT1,MNAT1
RAPSN,RAPSN
ZNF821,ZNF821
FBXO41,FBXO41
CACHD1,CACHD1
DNM1L,DNM1L
PIP4P2,PIP4P2
GABRA5,GABRA5
TECR,TECR
CHAD,CHAD
CTR9,CTR9
USH1G,USH1G
DVL3,DVL3
RNF145,RNF145
AP2A1,AP2A1
SMOC1,SMOC1
FAM222B,FAM222B
SIM1,SIM1
PYGB,PYGB
ORMDL3,ORMDL3
STX6,STX6
HMX3,HMX3
CNOT11,CNOT11
VIRMA,VIRMA
NLGN2,NLGN2
TTC39C,TTC39C
LRRC41,LRRC41
ATP6V0A1,ATP6V0A1
GSK3B,GSK3B
PAF1,PAF1
GALNT16,GALNT16
VASH2,VASH2
GNA14,GNA14
ABCD3,ABCD3
KLHL22,KLHL22
ACTG1,ACTG1
ABCF3,ABCF3
SAMTOR,SAMTOR
DENND11,DENND11
PAIP2,PAIP2
CRKL,CRKL
ARK2N,ARK2N
JOSD1,JOSD1
TRIR,TRIR
KCNA6,KCNA6
U2SURP,U2SURP
CBLB,CBLB
CPNE9,CPNE9
FERMT2,FERMT2
ENTPD7,ENTPD7
PJVK,PJVK
SH3GL2,SH3GL2
TNRC6B,TNRC6B
SNAP91,SNAP91
RAB9A,RAB9A
SNX10,SNX10
SNORA28,SNORA28
GPD1L,GPD1L
CDC5L,CDC5L
MSTN,MSTN
ZFPM2,ZFPM2
AGO2,AGO2
RNU12,RNU12
INPP4A,INPP4A
ZMYM4,ZMYM4
KLHL1,KLHL1
INA,INA
ACTR8,ACTR8
CASD1,CASD1
SOBP,SOBP
GTF2F2,GTF2F2
ZYG11B,ZYG11B
TAGLN3,TAGLN3
DIRAS2,DIRAS2
ERLIN1,ERLIN1
TXNL4B,TXNL4B
NRF1,NRF1
SCN1A,SCN1A
MAP2K3,MAP2K3
PI4KA,PI4KA
DENR,DENR
DHH,DHH
CNN1,CNN1
RRM1,RRM1
MIR342,MIR342
USP14,USP14
TBX5,TBX5
MCMBP,MCMBP
CAPN6,CAPN6
DICER1,DICER1
STRIP2,STRIP2
NDRG1,NDRG1
GNAS,GNAS
EFEMP2,EFEMP2
TMEM151A,TMEM151A
PCDH17,PCDH17
LIN37,LIN37
ZNF513,ZNF513
RMND5B,RMND5B
PRCC,PRCC
KCNC2,KCNC2
IP6K1,IP6K1
MAPK1IP1L,MAPK1IP1L
MIR744,MIR744
MIR15B,MIR15B
TMEM120A,TMEM120A
PLK2,PLK2
ARX,ARX
TENT5C,TENT5C
RACK1,RACK1
FZD5,FZD5
GFOD1,GFOD1
CREB1,CREB1
STK4,STK4
UBA3,UBA3
RWDD2A,RWDD2A
MORN4,MORN4
RAP1GDS1,RAP1GDS1
PPP2R5A,PPP2R5A
GNE,GNE
CPNE5,CPNE5
EMSY,EMSY
SNX30,SNX30
INO80,INO80
ATL2,ATL2
NPY,NPY
MIR23B,MIR23B
CELF5,CELF5
SLC17A6,SLC17A6
ATXN7L3B,ATXN7L3B
KDM1A,KDM1A
VCL,VCL
TRAPPC14,TRAPPC14
DGCR8,DGCR8
ZBTB5,ZBTB5
TFAP4,TFAP4
FIBP,FIBP
DYM,DYM
ARFGEF2,ARFGEF2
ZCCHC24,ZCCHC24
FEZF2,FEZF2
RDX,RDX
PSIP1,PSIP1
CCND2,CCND2
CAB39L,CAB39L
GFOD2,GFOD2
SYNJ2BP,SYNJ2BP
PEX5L,PEX5L
TMEM168,TMEM168
RNY4,RNY4
HOXD3,HOXD3
MIX23,MIX23
TMEM170A,TMEM170A
AP4S1,AP4S1
SLC6A1,SLC6A1
ZIC1,ZIC1
OXSR1,OXSR1
PI4K2A,PI4K2A
TFCP2L1,TFCP2L1
ROGDI,ROGDI
DDX19A,DDX19A
EIF5,EIF5
MIR361,MIR361
CPNE4,CPNE4
UNK,UNK
AGPAT1,AGPAT1
DOLPP1,DOLPP1
MECP2,MECP2
EIF2S2,EIF2S2
NRAS,NRAS
DDAH2,DDAH2
FEZF1,FEZF1
DDX39A,DDX39A
MAPK8,MAPK8
FBXO45,FBXO45
UBR3,UBR3
HYCC1,HYCC1
LONP2,LONP2
BLOC1S2,BLOC1S2
COTL1,COTL1
KCNH2,KCNH2
FLNA,FLNA
PSME4,PSME4
CDK13,CDK13
PGM5,PGM5
TRAPPC11,TRAPPC11
STX8,STX8
FOXA1,FOXA1
KCNK2,KCNK2
SMURF1,SMURF1
HDAC8,HDAC8
BTBD9,BTBD9
KLHL13,KLHL13
PPIA,PPIA
FAM43B,FAM43B
MIR339,MIR339
RPL18,RPL18
PIGH,PIGH
VAMP4,VAMP4
ASTN2,ASTN2
CTNNBL1,CTNNBL1
IFFO2,IFFO2
POLD2,POLD2
SRC,SRC
LBX1,LBX1
RASD1,RASD1
PIK3R4,PIK3R4
REPS1,REPS1
GABRG3,GABRG3
ATRNL1,ATRNL1
CIB2,CIB2
MIR335,MIR335
ZNF652,ZNF652
PDZD11,PDZD11
RTN4RL2,RTN4RL2
TRIM32,TRIM32
NLGN1,NLGN1
SARNP,SARNP
HMGB2,HMGB2
WDR7,WDR7
KCNAB1,KCNAB1
PYGO1,PYGO1
NEK9,NEK9
ZNF385D,ZNF385D
MIR433,MIR433
MED17,MED17
SLC26A5,SLC26A5
ARPC1B,ARPC1B
COL2A1,COL2A1
ME3,ME3
PRKAR2B,PRKAR2B
ALDOA,ALDOA
NDUFV1,NDUFV1
GALNT10,GALNT10
PCBP3,PCBP3
SIN3A,SIN3A
DHX16,DHX16
MSMP,MSMP
NSG1,NSG1
CCT6A,CCT6A
WAC,WAC
INTS11,INTS11
SEZ6L2,SEZ6L2
OPA1,OPA1
SOX9,SOX9
PORCN,PORCN
IDH1,IDH1
SOCS7,SOCS7
SOS2,SOS2
YAP1,YAP1
DEPTOR,DEPTOR
LRRC28,LRRC28
SLC25A33,SLC25A33
TAB1,TAB1
HERC4,HERC4
RAB33B,RAB33B
TMED5,TMED5
GKAP1,GKAP1
TGFBR1,TGFBR1
ZNF330,ZNF330
