mice gene name,pig gene name
Gas2,GAS2
Gabbr2,GABBR2
Cxcl14,CXCL14
Arel1,AREL1
Appl1,APPL1
Srrt,SRRT
Ipo5,IPO5
Capza2,CAPZA2
Trim39,TRIM39
Thoc2,THOC2
Mapk8,MAPK8
Extl3,EXTL3
Ola1,OLA1
Slc2a1,SLC2A1
Cul3,CUL3
Rnd2,RND2
Hlf,HLF
Unc5c,UNC5C
Klhdc10,KLHDC10
Cbll1,CBLL1
Fst,FST
Chmp1a,CHMP1A
Daam1,DAAM1
Eif3j1,EIF3J
Ctdsp1,CTDSP1
Tbcel,TBCEL
Arl2bp,ARL2BP
Rgp1,RGP1
Nipbl,NIPBL
Stmn2,STMN2
Ddx47,DDX47
Grm8,GRM8
Pax6,PAX6
Lratd1,LRATD1
Tmem63b,TMEM63B
Cnbp,CNBP
Tada2b,TADA2B
Mafb,MAFB
Hnrnpd,HNRNPD
Hypk,HYPK
Ctxn3,CTXN3
Abcf3,ABCF3
Med12,MED12
Ss18,SS18
Tex30,TEX30
Tmem101,TMEM101
BC005624,C9orf78
Mdga2,MDGA2
Lgi2,LGI2
Gata2,GATA2
Dynlrb2,DYNLRB2
Nop10,NOP10
Czib,CZIB
Eif4g2,EIF4G2
Rfx4,RFX4
Prkab2,PRKAB2
Tiprl,TIPRL
Bmp7,BMP7
Thbs3,THBS3
Zfp362,ZNF362
Srf,SRF
Lrfn4,LRFN4
Fbxo41,FBXO41
Ckb,CKB
Tef,TEF
Cct4,CCT4
Tnmd,TNMD
Pias2,PIAS2
Rad21,RAD21
Dock4,DOCK4
Rasal2,RASAL2
Smarce1,SMARCE1
Pip4p1,PIP4P1
Yipf3,YIPF3
Rbm26,RBM26
Cox17,COX17
Slc12a4,SLC12A4
Fzd2,FZD2
Myo1d,MYO1D
Pggt1b,PGGT1B
Pals2,PALS2
Pias3,PIAS3
Cadm1,CADM1
Mob1b,MOB1B
Pdcd4,PDCD4
Myo1c,MYO1C
Dhx8,DHX8
Cdh2,CDH2
Smarcd2,SMARCD2
Gapvd1,GAPVD1
Ccnl1,CCNL1
Bnip3l,BNIP3L
Zbtb20,ZBTB20
G3bp2,G3BP2
Phlda3,PHLDA3
Sgk3,SGK3
Klhl23,KLHL23
Pcp4,PCP4
Anapc15,ANAPC15
Nlgn1,NLGN1
Clcn3,CLCN3
Gnb4,GNB4
Hnrnpu,HNRNPU
Zfp521,ZNF521
Gpbp1,GPBP1
Lsm4,LSM4
Clta,CLTA
Tmem39b,TMEM39B
Rnf141,RNF141
Snx2,SNX2
Impdh2,IMPDH2
Usp7,USP7
Gphn,GPHN
Smim12,SMIM12
Dok5,DOK5
Chn1,CHN1
Zbtb16,ZBTB16
Abtb2,ABTB2
Flot2,FLOT2
Usp21,USP21
Dlgap3,DLGAP3
Ythdf2,YTHDF2
Ssr2,SSR2
Cbfa2t2,CBFA2T2
Ywhaz,YWHAZ
Nr2c2,NR2C2
Phf12,PHF12
Plk2,PLK2
Ablim3,ABLIM3
Cdh10,CDH10
Med20,MED20
Pdha1,PDHA1
Sgtb,SGTB
Tmem117,TMEM117
Ror1,ROR1
Ephb3,EPHB3
Ehd2,EHD2
Atf3,ATF3
Rab38,RAB38
Timp3,TIMP3
Gm26265,SNORA50A
Ubr4,UBR4
Adcy8,ADCY8
Acta1,ACTA1
Vps33a,VPS33A
Lrrc4,LRRC4
Shox2,SHOX2
Ube2c,UBE2C
Sestd1,SESTD1
Uchl5,UCHL5
Dip2c,DIP2C
Ino80,INO80
C1ql4,C1QL4
Copa,COPA
Ccdc25,CCDC25
Mex3a,MEX3A
Plcg1,PLCG1
Psma1,PSMA1
Ptpn9,PTPN9
Fam222b,FAM222B
Acsl4,ACSL4
Hapln1,HAPLN1
Cpeb4,CPEB4
Wnt11,WNT11
Atf2,ATF2
Srgap3,SRGAP3
Pde4b,PDE4B
Rock1,ROCK1
Doc2b,DOC2B
Cpsf3,CPSF3
Hif1an,HIF1AN
Tnks2,TNKS2
Lmnb1,LMNB1
Tppp3,TPPP3
Pik3c3,PIK3C3
Cnot6,CNOT6
Map2k6,MAP2K6
Gatad2b,GATAD2B
Btrc,BTRC
Ctcf,CTCF
Kctd2,KCTD2
Eya4,EYA4
B9d2,B9D2
Tra2a,TRA2A
Brd2,BRD2
Myl9,MYL9
Map2k4,MAP2K4
Prkaa2,PRKAA2
Unc5a,UNC5A
Zyg11b,ZYG11B
Gtf2a1,GTF2A1
Ank,ANKH
Trappc14,TRAPPC14
Mettl3,METTL3
Taf6,TAF6
Homer1,HOMER1
Grm4,GRM4
Abcc9,ABCC9
Stub1,STUB1
Dlx5,DLX5
Mest,MEST
Faf1,FAF1
Zfp503,ZNF503
Spon1,SPON1
Raf1,RAF1
Prkci,PRKCI
Tnfaip1,TNFAIP1
Arfrp1,ARFRP1
Kdm2a,KDM2A
Usp34,USP34
C1ql2,C1QL2
Cdk19,CDK19
Vcl,VCL
Sp3,SP3
Gata3,GATA3
Tbc1d22b,TBC1D22B
Stat5b,STAT5B
Dnttip1,DNTTIP1
Srsf6,SRSF6
Stat3,STAT3
Pip4p2,PIP4P2
Cpne6,CPNE6
Dipk1a,DIPK1A
Dazap1,DAZAP1
Gys1,GYS1
Iffo2,IFFO2
Herc4,HERC4
Prkch,PRKCH
Bloc1s2,BLOC1S2
Rerg,RERG
Trim2,TRIM2
Ddx41,DDX41
Cpeb3,CPEB3
Ppfia2,PPFIA2
Epc2,EPC2
Abcc8,ABCC8
Stag2,STAG2
Bmp1,BMP1
Sf3b2,SF3B2
Ppil4,PPIL4
Arfgef1,ARFGEF1
Ugdh,UGDH
Ckm,CKM
Wasl,WASL
Atp6v1h,ATP6V1H
Zdhhc2,ZDHHC2
Sec63,SEC63
Snx13,SNX13
Clcn5,CLCN5
Grm2,GRM2
Epha3,EPHA3
Ppwd1,PPWD1
Lix1l,LIX1L
Abhd13,ABHD13
Kcng3,KCNG3
Fbrs,FBRS
Nxt1,NXT1
Hnrnpdl,HNRNPDL
Pop7,POP7
Map4k3,MAP4K3
Rdx,RDX
Rbmx,RBMX
Ints9,INTS9
Hoxb3,HOXB3
Kat2a,KAT2A
Gtsf1,GTSF1
Syt6,SYT6
Map4k5,MAP4K5
Rab21,RAB21
Sp8,SP8
Dnm2,DNM2
Zfp143,ZNF143
Marchf9,MARCHF9
H1f0,H1-0
Unc80,UNC80
Dtx1,DTX1
Fam131b,FAM131B
Mmp14,MMP14
Acly,ACLY
Glud1,GLUD1
Gnpda2,GNPDA2
Dnmt3a,DNMT3A
Tia1,TIA1
Fbn2,FBN2
Ksr2,KSR2
Mycbp2,MYCBP2
Slitrk4,SLITRK4
Slitrk5,SLITRK5
Sp5,SP5
Acvr2b,ACVR2B
Dync1li2,DYNC1LI2
Ctxn1,CTXN1
Dph3,DPH3
Fbxo32,FBXO32
Jmjd6,JMJD6
Nkx2-2,NKX2-2
Rbm42,RBM42
Rbfox2,RBFOX2
Arid1a,ARID1A
Stk40,STK40
Foxa2,FOXA2
Stip1,STIP1
Dctn6,DCTN6
Ddr2,DDR2
Pid1,PID1
Porcn,PORCN
Grin2a,GRIN2A
Chd8,CHD8
Sbno1,SBNO1
Fbxl7,FBXL7
Nhlh2,NHLH2
Smad2,SMAD2
Clpx,CLPX
Vps29,VPS29
Calhm2,CALHM2
Olig2,OLIG2
Lrrc4b,LRRC4B
Slc35b1,SLC35B1
Ankrd34a,ANKRD34A
Trio,TRIO
Fibp,FIBP
Trip12,TRIP12
Kif1a,KIF1A
Dpf2,DPF2
Npepps,NPEPPS
Klhl11,KLHL11
Lrfn5,LRFN5
Ebf4,EBF4
Tlx1,TLX1
Chd2,CHD2
Naa50,NAA50
Neto1,NETO1
Ppp2r2b,PPP2R2B
Lhx8,LHX8
Zfp821,ZNF821
Mid2,MID2
Atl1,ATL1
Dnajc3,DNAJC3
Atf7,ATF7
Abcf2,ABCF2
Ppp4r3b,PPP4R3B
Dram1,DRAM1
Ndp,NDP
Tfcp2,TFCP2
Dusp4,DUSP4
Hmx3,HMX3
Yars1,YARS1
Chmp2b,CHMP2B
Washc5,WASHC5
Cplx3,CPLX3
Fev,FEV
Ctr9,CTR9
Pip5k1b,PIP5K1B
Mip,MIP
Imp3,IMP3
Poldip2,POLDIP2
Ap1b1,AP1B1
Traf7,TRAF7
Hmgb2,HMGB2
Klhl12,KLHL12
Rhov,RHOV
Slc6a11,SLC6A11
Api5,API5
Tafa2,TAFA2
Coro6,CORO6
Vps72,VPS72
Foxg1,FOXG1
Atg9a,ATG9A
Ipo11,IPO11
Timm23,TIMM23B
Strn3,STRN3
Pspc1,PSPC1
Napg,NAPG
Myh1,MYH1
Fzd7,FZD7
Tac1,TAC1
Mafk,MAFK
Sys1,SYS1
Grm5,GRM5
Sh3gl2,SH3GL2
Sp6,SP6
Crhr1,CRHR1
Lin28a,LIN28A
Tcp1,TCP1
Cdh18,CDH18
Slc25a36,SLC25A36
Dgkb,DGKB
Kctd16,KCTD16
Phyhipl,PHYHIPL
Mstn,MSTN
Astn2,ASTN2
Cldn11,CLDN11
Myh11,MYH11
Psmd14,PSMD14
Ppp1r16b,PPP1R16B
Isca1,ISCA1
Tmem164,TMEM164
Zfp513,ZNF513
Ip6k1,IP6K1
Sox6,SOX6
Ralb,RALB
Pomgnt1,POMGNT1
Sema3a,SEMA3A
Cpne5,CPNE5
Mtmr2,MTMR2
Snx30,SNX30
Hs6st1,HS6ST1
4921524J17Rik,C16orf87
Ints6,INTS6
Plcl2,PLCL2
Pabpc4,PABPC4
Msl1,MSL1
Crybb2,CRYBB2
Slc25a44,SLC25A44
Hs3st5,HS3ST5
Lrfn3,LRFN3
Tssk2,TSSK2
Tcf21,TCF21
Osbpl9,OSBPL9
Hoxc12,HOXC12
Btaf1,BTAF1
Nr6a1,NR6A1
Pcnp,PCNP
Scn3a,SCN3A
Rnf152,RNF152
Nkx6-1,NKX6-1
Cacna1e,CACNA1E
Gfpt1,GFPT1
Cep76,CEP76
Fen1,FEN1
Med14,MED14
Actn3,ACTN3
Tspan3,TSPAN3
Tbx5,TBX5
Kcnq4,KCNQ4
Socs3,SOCS3
Crkl,CRKL
Slc4a10,SLC4A10
Efhd2,EFHD2
Wdr33,WDR33
Dnajb1,DNAJB1
Gna13,GNA13
Alx1,ALX1
Tmod2,TMOD2
Adipor1,ADIPOR1
Hspa8,HSPA8
Men1,MEN1
Matr3,MATR3
Snn,SNN
Zswim5,ZSWIM5
Atg5,ATG5
Batf,BATF
Insig2,INSIG2
Msantd3,MSANTD3
Ccdc28b,CCDC28B
Slit2,SLIT2
Hectd4,HECTD4
Phf14,PHF14
Clasp1,CLASP1
Stat4,STAT4
Slu7,SLU7
Gclm,GCLM
Vezf1,VEZF1
Washc4,WASHC4
Rps3,RPS3
Aldh18a1,ALDH18A1
Txnl4b,TXNL4B
Traf3,TRAF3
Fgf20,FGF20
Gpr88,GPR88
Mcrs1,MCRS1
Ndrg2,NDRG2
Rbm15b,RBM15B
Cryaa,CRYAA
Cmip,CMIP
Anapc13,ANAPC13
Vdac3,VDAC3
Igfbp5,IGFBP5
Pan2,PAN2
Taf5,TAF5
Actbl2,ACTBL2
Ezh1,EZH1
Rpl35,RPL35
Prkg2,PRKG2
Kirrel3,KIRREL3
Rab27a,RAB27A
Fbxl19,FBXL19
Ccdc6,CCDC6
Syt3,SYT3
Fbn1,FBN1
Fbxo8,FBXO8
Zfp24,ZNF24
Tcf15,TCF15
Pcgf2,PCGF2
Tm9sf3,TM9SF3
Lmbr1,LMBR1
Lhfpl3,LHFPL3
Rptor,RPTOR
Igf1r,IGF1R
Septin1,SEPTIN1
Prkd3,PRKD3
Xkr6,XKR6
Swap70,SWAP70
Myh7,MYH7
Ssrp1,SSRP1
Usp27x,USP27X
Wnt10b,WNT10B
Wnt3a,WNT3A
Ehd1,EHD1
Mgat5,MGAT5
Fitm1,FITM1
Hoxa11,HOXA11
Slc35f4,SLC35F4
Slc6a17,SLC6A17
Edc3,EDC3
Itpr3,ITPR3
Jph4,JPH4
Fzd9,FZD9
Mdh2,MDH2
Gpc6,GPC6
Dcc,DCC
Cldn9,CLDN9
Myo6,MYO6
Paip1,PAIP1
Acvr1b,ACVR1B
Lrp4,LRP4
Dimt1,DIMT1
Top2b,TOP2B
Mir425,ssc-mir-425
Far1,FAR1
Deptor,DEPTOR
Src,SRC
Ppp1r9b,PPP1R9B
Lin9,LIN9
Lcp1,LCP1
Tmem170,TMEM170A
Fam168b,FAM168B
Bmpr1b,BMPR1B
Tecta,TECTA
Ythdf3,YTHDF3
Plp1,PLP1
Drgx,DRGX
Egln3,EGLN3
Frmd4a,FRMD4A
Hmg20a,HMG20A
Ift172,IFT172
Cib1,CIB1
Usp14,USP14
Gipc1,GIPC1
Mex3c,MEX3C
Dexi,DEXI
Hs2st1,HS2ST1
Lrrtm1,LRRTM1
Dcun1d5,DCUN1D5
Zbtb44,ZBTB44
Cav1,CAV1
Mfn2,MFN2
Syn1,SYN1
Zfp207,ZNF207
Clstn3,CLSTN3
Atp6v1g2,ATP6V1G2
Pds5b,PDS5B
Bmpr2,BMPR2
Dlg3,DLG3
Khdc4,KHDC4
Gls,GLS
Hoxa2,HOXA2
Rbm10,RBM10
Apex1,APEX1
Socs7,SOCS7
Arf4,ARF4
Khsrp,KHSRP
Csnk2b,CSNK2B
Naa10,NAA10
Ebf3,EBF3
Tab2,TAB2
Glyr1,GLYR1
Myo1e,MYO1E
Med11,MED11
Rps6ka4,RPS6KA4
Pip4k2c,PIP4K2C
Dcun1d3,DCUN1D3
Tm9sf4,TM9SF4
Sri,SRI
Eif3e,EIF3E
Gucy1b1,GUCY1B1
Rac1,RAC1
Smarca1,SMARCA1
Pcdh10,PCDH10
Hoxa3,HOXA3
Klhl41,KLHL41
Gabrg1,GABRG1
Abhd16a,ABHD16A
Zfp618,ZNF618
Csde1,CSDE1
Sec22b,SEC22B
Cs,CS
Ndufv1,NDUFV1
Cdkn2aipnl,CDKN2AIPNL
Zswim6,ZSWIM6
Pgk1,PGK1
Ankra2,ANKRA2
Cyth2,CYTH2
Slc8a1,SLC8A1
Kbtbd8,KBTBD8
Spopl,SPOPL
Pik3r3,PIK3R3
Ush1g,USH1G
Mdga1,MDGA1
Dhx30,DHX30
Tmem184b,TMEM184B
Rnf2,RNF2
Ap3m1,AP3M1
Pak3,PAK3
Adra1b,ADRA1B
Ehd3,EHD3
Pgrmc1,PGRMC1
Cdh6,CDH6
Dgki,DGKI
Spns2,SPNS2
Ldb1,LDB1
Vcpip1,VCPIP1
Fzd4,FZD4
Glg1,GLG1
Rplp1,RPLP1
Clasrp,CLASRP
Wdfy3,WDFY3
Smc1a,SMC1A
Mtss1,MTSS1
Zfand3,ZFAND3
Ing3,ING3
Pjvk,PJVK
Epha5,EPHA5
Smim45,SMIM45
Gfod2,GFOD2
Zfp771,ZNF771
Ndst4,NDST4
Nmt2,NMT2
Erg,ERG
Pdap1,PDAP1
Bhmt,BHMT
Hey1,HEY1
Rasa1,RASA1
Chst11,CHST11
Srgap1,SRGAP1
Chic1,CHIC1
Grm3,GRM3
Fosl2,FOSL2
Creb5,CREB5
Cog4,COG4
Vps53,VPS53
Igsf9b,IGSF9B
Cxxc1,CXXC1
Dhx16,DHX16
Adgrb2,ADGRB2
Atp8b2,ATP8B2
Wdr1,WDR1
Dusp10,DUSP10
Atp6v1c1,ATP6V1C1
Angptl2,ANGPTL2
Fam32a,FAM32A
Erc1,ERC1
Wdr59,WDR59
Flrt3,FLRT3
Bltp1,BLTP1
Sox12,SOX12
Usp13,USP13
Celf6,CELF6
Psmb2,PSMB2
Wnt2b,WNT2B
Limk1,LIMK1
Junb,JUNB
Abcg4,ABCG4
Rgs2,RGS2
Kif3a,KIF3A
Cdh20,CDH20
Med30,MED30
Psmd4,PSMD4
Rc3h2,RC3H2
Ppa1,PPA1
Myh3,MYH3
Atp2b3,ATP2B3
Maneal,MANEAL
Map3k2,MAP3K2
Fgf1,FGF1
Tmem39a,TMEM39A
Usp39,USP39
Nprl2,NPRL2
Flnb,FLNB
Mnat1,MNAT1
Kpna6,KPNA6
Slc1a6,SLC1A6
Gmeb1,GMEB1
Kpna2,KPNA2
Adgrl3,ADGRL3
Chpf2,CHPF2
Ubash3b,UBASH3B
Samd4,SAMD4A
Fubp1,FUBP1
Chmp7,CHMP7
Virma,VIRMA
Dnm1l,DNM1L
Celsr2,CELSR2
Sec22a,SEC22A
Zdhhc16,ZDHHC16
Ptpru,PTPRU
Snrpa,SNRPA
Gem,GEM
Sptan1,SPTAN1
Cct7,CCT7
Mmgt1,MMGT1
Igf2bp2,IGF2BP2
Aldh6a1,ALDH6A1
Tmem168,TMEM168
Chrm4,CHRM4
Stxbp1,STXBP1
Jag1,JAG1
Mir10a,MIR10A
Sobp,SOBP
Lrrc57,LRRC57
Sstr2,SSTR2
Kifap3,KIFAP3
Tunar,TUNAR
Cdc23,CDC23
Heatr5b,HEATR5B
Gas7,GAS7
Lim2,LIM2
Vps18,VPS18
Ntrk3,NTRK3
Tbca,TBCA
Zfp319,ZNF319
Kdm6a,KDM6A
Hs3st2,HS3ST2
Dkk2,DKK2
Unc50,UNC50
Map2k7,MAP2K7
Prr7,PRR7
Idh2,IDH2
Ythdc1,YTHDC1
Mospd1,MOSPD1
Ckap5,CKAP5
Pcna,PCNA
Scn3b,SCN3B
Sgcz,SGCZ
Adamts6,ADAMTS6
Tuba1a,TUBA1A
Mblac2,MBLAC2
Mta1,MTA1
Trim32,TRIM32
Ehf,EHF
Dusp23,DUSP23
Rpl3l,RPL3L
Rab14,RAB14
Mtcp1,MTCP1
Chordc1,CHORDC1
Kcnv1,KCNV1
Evi5l,EVI5L
Klhdc2,KLHDC2
Hspa1a,HSP70.2
Nt5dc2,NT5DC2
Barhl2,BARHL2
Cps1,CPS1
Nudt3,NUDT3
Psmb7,PSMB7
Dhx35,DHX35
Ahcyl2,AHCYL2
Slitrk3,SLITRK3
Lrfn1,LRFN1
Wdr7,WDR7
Gad2,GAD2
Adcy2,ADCY2
Arglu1,ARGLU1
Rabgef1,RABGEF1
Metap2,METAP2
Thoc5,THOC5
Lck,LCK
Eif3h,EIF3H
App,APP
Jak1,JAK1
Fbxo21,FBXO21
Btbd1,BTBD1
Myo7a,MYO7A
Lrrc8c,LRRC8C
Nfia,NFIA
Snx10,SNX10
Spag9,SPAG9
Med23,MED23
Rspo2,RSPO2
Lin54,LIN54
Syt12,SYT12
Pcif1,PCIF1
Ptk2b,PTK2B
Fzd5,FZD5
Btg3,BTG3
Rtn4rl2,RTN4RL2
Ccin,CCIN
Camk2g,CAMK2G
Birc6,BIRC6
Rnf128,RNF128
Stat5a,STAT5A
Zbtb26,ZBTB26
Peli2,PELI2
Mark3,MARK3
Pcbp1,PCBP1
Ambra1,AMBRA1
Sephs1,SEPHS1
Cdh12,CDH12
Arhgap26,ARHGAP26
Morn4,MORN4
Zfp146,ZNF146
Exoc1,EXOC1
Lix1,LIX1
Stimate,STIMATE
Rplp2,RPLP2
Gnat3,GNAT3
Gapdh,GAPDH
Gtf2e2,GTF2E2
Il1rapl2,IL1RAPL2
Strn,STRN
Riok3,RIOK3
Chd5,CHD5
Nrbp2,NRBP2
Rps21,RPS21
Ube4a,UBE4A
Ecel1,ECEL1
Tmem161b,TMEM161B
Macir,MACIR
Edil3,EDIL3
Hcn4,HCN4
Capn6,CAPN6
Mindy3,MINDY3
Eno1,ENO1
Scube3,SCUBE3
Rabep1,RABEP1
Hnf1a,HNF1A
Slc9a5,SLC9A5
Pi4kb,PI4KB
Hcrtr2,HCRTR2
Eya1,EYA1
Bnc2,BNC2
Ypel5,YPEL5
Eif6,EIF6
Zmym3,ZMYM3
Hipk2,HIPK2
Taf8,TAF8
Mapk6,MAPK6
Rbm4,RBM4
Ddx25,DDX25
Srp19,SRP19
Rce1,RCE1
Mvb12b,MVB12B
Med8,MED8
Arpc1a,ARPC1A
Chst1,CHST1
Ovol1,OVOL1
Mcm6,MCM6
Pcbp4,PCBP4
Atp5f1a,ATP5F1A
Ndst1,NDST1
Smarcc1,SMARCC1
Ctnnd2,CTNND2
Bgn,BGN
Spock1,SPOCK1
Csdc2,CSDC2
Fosb,FOSB
Hid1,HID1
Mfsd5,MFSD5
Twist1,TWIST1
Stxbp5l,STXBP5L
Exosc4,EXOSC4
Rnf138,RNF138
Cnga2,CNGA2
Hspe1,HSPE1
Efna3,EFNA3
Jak2,JAK2
Hecw2,HECW2
Ide,IDE
Usp47,USP47
Ryr3,RYR3
Tmem248,TMEM248
Cbln2,CBLN2
Prpsap1,PRPSAP1
Hic1,HIC1
Golph3l,GOLPH3L
Thbs1,THBS1
Tec,TEC
Csk,CSK
Taf7,TAF7
Actg2,ACTG2
Myh13,MYH13
Rasl10a,RASL10A
Sema3c,SEMA3C
Tmod4,TMOD4
Zc3h15,ZC3H15
Stoml2,STOML2
Klhl5,KLHL5
Unk,UNK
Ptprf,PTPRF
Orai2,ORAI2
Cacna1d,CACNA1D
Tnni2,TNNI2
Tnks,TNKS
Nle1,NLE1
Nr1d1,NR1D1
Lhx9,LHX9
Actr1a,ACTR1A
Aph1a,APH1A
Akt3,AKT3
Pmm1,PMM1
Rsbn1,RSBN1
Neurl4,NEURL4
Mcts1,MCTS1
Nkrf,NKRF
Mon2,MON2
Arf3,ARF3
Gys2,GYS2
Itpr2,ITPR2
Epha8,EPHA8
Slc25a15,SLC25A15
Btg2,BTG2
Vsx2,VSX2
Mknk2,MKNK2
Syvn1,SYVN1
Zfyve1,ZFYVE1
Drd2,DRD2
Galntl6,GALNTL6
Psme4,PSME4
Tmem185b,TMEM185B
Elfn2,ELFN2
Actr2,ACTR2
Strip2,STRIP2
Dnajb5,DNAJB5
Hnf4a,HNF4A
Polr2b,POLR2B
Ints5,INTS5
Cnot11,CNOT11
Ranbp10,RANBP10
Sema6a,SEMA6A
Gspt1,GSPT1
Sipa1l1,SIPA1L1
Fbxl16,FBXL16
Vps50,VPS50
Gucd1,GUCD1
Lrrn1,LRRN1
Slc6a7,SLC6A7
Gadd45g,GADD45G
Chrna1,CHRNA1
Slc25a4,SLC25A4
Plekhd1,PLEKHD1
Dolk,DOLK
Tmem250,TMEM250
Psma4,PSMA4
Ssbp2,SSBP2
Meaf6,MEAF6
Wdr47,WDR47
Rnf144a,RNF144A
Denr,DENR
Clcn6,CLCN6
Fmod,FMOD
Pim3,PIM3
Tmeff1,TMEFF1
Wdr24,WDR24
Rexo2,REXO2
Dmrta2,DMRTA2
Inpp4a,INPP4A
Zcrb1,ZCRB1
Gpr85,GPR85
Snrnp70,SNRNP70
Cntn4,CNTN4
Hcn3,HCN3
Dlg2,DLG2
Vps33b,VPS33B
Sptlc2,SPTLC2
Smco4,SMCO4
Atp6v1g1,ATP6V1G1
Klhdc8b,KLHDC8B
Cacna2d2,CACNA2D2
Tent5a,TENT5A
Pdp1,PDP1
Brinp2,BRINP2
Glce,GLCE
Crebbp,CREBBP
Stard3nl,STARD3NL
Klhl29,KLHL29
Ubr3,UBR3
Eri3,ERI3
Nptx2,NPTX2
Cimap1a,CIMAP1A
Npm1,NPM1
Nampt,NAMPT
Cdh24,CDH24
Tbx2,TBX2
Syngr1,SYNGR1
Ralyl,RALYL
Ahdc1,AHDC1
Ccar1,CCAR1
Tesc,TESC
Klhdc8a,KLHDC8A
Nab2,NAB2
Cblb,CBLB
Atp1a1,ATP1A1
Adgrl2,ADGRL2
Vangl1,VANGL1
Vps39,VPS39
Rragd,RRAGD
Rpf1,RPF1
Dennd11,DENND11
Bmerb1,BMERB1
Shc1,SHC1
Rab25,RAB25
Mylip,MYLIP
Nat10,NAT10
Arfgef2,ARFGEF2
Bsx,BSX
Ptov1,PTOV1
Cisd2,CISD2
Csnk1g2,CSNK1G2
Dnajc11,DNAJC11
Chd3,CHD3
Ap3m2,AP3M2
Pfdn2,PFDN2
Rab34,RAB34
Hoxd3,HOXD3
Rab4b,RAB4B
Ass1,ASS1
Osbp,OSBP
Tm9sf2,TM9SF2
Otof,OTOF
Nkiras1,NKIRAS1
Morf4l2,MORF4L2
Klhl17,KLHL17
Pik3cd,PIK3CD
Trpc4,TRPC4
Cad,CAD
Sidt2,SIDT2
2510009E07Rik,C3orf70
Drp2,DRP2
Btbd9,BTBD9
Chpf,CHPF
Taok3,TAOK3
Bzw1,BZW1
Arl4d,ARL4D
Rnf150,RNF150
Cltb,CLTB
Pcnx3,PCNX3
Ranbp9,RANBP9
Agap2,AGAP2
Kcnc3,KCNC3
Snx27,SNX27
Lrrc7,LRRC7
Trhde,TRHDE
Lmbrd2,LMBRD2
Sfxn3,SFXN3
Patl1,PATL1
Scfd1,SCFD1
Pparg,PPARG
Kctd8,KCTD8
Fis1,FIS1
Lypd6,LYPD6
Dnal1,DNAL1
Rnf182,RNF182
Tbck,TBCK
Bnip1,BNIP1
Sstr1,SSTR1
Rap1gds1,RAP1GDS1
Uba1,UBA1
Nup93,NUP93
Adcy5,ADCY5
Nipa2,NIPA2
Cdk4,CDK4
Ggt7,GGT7
Fgf6,FGF6
Cdip1,CDIP1
Mkln1,MKLN1
Myh9,MYH9
Efnb3,EFNB3
Lsm3,LSM3
Syt9,SYT9
B4gat1,B4GAT1
Smarca5,SMARCA5
Slc30a7,SLC30A7
Pax5,PAX5
Kcnd1,KCND1
Fam98a,FAM98A
Mapk10,MAPK10
Cherp,CHERP
Tfe3,TFE3
Purb,PURB
Aars1,AARS1
Txnip,TXNIP
Phf8,PHF8
Rad54l2,RAD54L2
Med19,MED19
Ranbp17,RANBP17
Thap12,THAP12
Myh8,MYH8
Ccnk,CCNK
B3gat3,B3GAT3
Atrnl1,ATRNL1
Adam11,ADAM11
Ppp3r1,PPP3R1
Col2a1,COL2A1
Adamts10,ADAMTS10
Stxbp5,STXBP5
Ccdc85c,CCDC85C
Ppfia4,PPFIA4
Efnb1,EFNB1
Tmem209,TMEM209
Uqcr11,UQCR11
Foxo3,FOXO3
Ptn,PTN
Syt2,SYT2
Dapk1,DAPK1
Brsk1,BRSK1
Sos2,SOS2
Azin1,AZIN1
Lrrc41,LRRC41
P2ry1,P2RY1
Sh3bgrl3,SH3BGRL3
Dpagt1,DPAGT1
Dock7,DOCK7
Zfp609,ZNF609
Mchr1,MCHR1
B4galt3,B4GALT3
Serpinh1,SERPINH1
Zbtb8os,ZBTB8OS
Slc22a17,SLC22A17
Paxbp1,PAXBP1
Rhobtb3,RHOBTB3
Fam219a,FAM219A
Peli3,PELI3
Papolg,PAPOLG
Cyb561d2,CYB561D2
Negr1,NEGR1
Tox3,TOX3
B4galt5,B4GALT5
Arx,ARX
Aqr,AQR
Mbtps1,MBTPS1
Tbc1d9,TBC1D9
Myl2,MYL2
Klhl18,KLHL18
Vcp,VCP
Tcf12,TCF12
Carmil3,CARMIL3
Pim1,PIM1
Chtop,CHTOP
Gatm,GATM
Carhsp1,CARHSP1
Ptch1,PTCH1
Fbxo42,FBXO42
Tgfbr1,TGFBR1
Banp,BANP
Prdm4,PRDM4
Rgs7bp,RGS7BP
Keap1,KEAP1
Dpf1,DPF1
Slc25a12,SLC25A12
Vps26a,VPS26A
Myl3,MYL3
Shisa3,SHISA3
Chek1,CHEK1
Nipsnap1,NIPSNAP1
Hdlbp,HDLBP
Braf,BRAF
Ift81,IFT81
Myo5a,MYO5A
Lrrc14,LRRC14
Ankrd28,ANKRD28
Fam118b,FAM118B
Nup155,NUP155
Map3k3,MAP3K3
Ccnd3,CCND3
Taf9,TAF9
Prdm6,PRDM6
Prkag1,PRKAG1
Mmp24,MMP24
Ptbp3,PTBP3
Hmx2,HMX2
Sfpq,SFPQ
Aqp3,AQP3
B4galt6,B4GALT6
Snx12,SNX12
Tiam1,TIAM1
Nop58,NOP58
Prcc,PRCC
