human gene name,chimpanzee gene name
MIR1285-1,ptr-mir-1285
MIR7152,MIR7152
SLC25A13,SLC25A13
ZNF569,ZNF569
ARAF,ARAF
RNU4ATAC11P,RNU4ATAC11P
SNORD121B,SNORD121B
CHRDL1,CHRDL1
CTSL,CTSL
USP30,USP30
PTGES2,PTGES2
SNORA60,SNORA71
LYSMD2,LYSMD2
C1GALT1C1,C1GALT1C1
MIR6516,MIR6516
ANXA5,ANXA5
AHSP,AHSP
SNORA5A,SNORA5A
MIR1287,MIR1287
SNORA54,SNORA54
SWAP70,SWAP70
RNF121,RNF121
FBXO45,FBXO45
VWC2L,VWC2L
DCTN5,DCTN5
MIR505,ptr-mir-505
UGDH,UGDH
DEXI,DEXI
PYDC2,PYDC2
PHOX2A,PHOX2A
SYCP3,SYCP3
FGFR1OP2,FGFR1OP2
ATP6V1G1,ATP6V1G1
MIR25,ptr-mir-25
MIR106B,ptr-mir-106b
NUF2,NUF2
YEATS4,YEATS4
NDUFAB1,NDUFAB1
MIR4682,MIR4682
LIPA,LIPA
CDK6,CDK6
B3GNT5,B3GNT5
UBE2R2,UBE2R2
GPR37,GPR37
COPS6,COPS6
PLPP7,PLPP7
SNORA74D,SNORA74
MIR7154,MIR7154
NR5A2,NR5A2
NOVA2,NOVA2
MIR4699,MIR4699
MIR331,ptr-mir-331
MIR4495,MIR4495
NMNAT2,NMNAT2
MIR4310,MIR4310
TMUB1,TMUB1
MIR1302-1,ptr-mir-1302-1
ADIPOR2,ADIPOR2
MIR99B,ptr-mir-99b
MIRLET7E,ptr-let-7e
MIR584,ptr-mir-584
CENPW,CENPW
MIR548O2,MIR548O
MIR1587,MIR1587
RPL9,RPL9
MIR3152,MIR3152
EIF5A2,EIF5A2
LGALS1,LGALS1
LAMTOR1,LAMTOR1
GPS2,GPS2
ALDH18A1,ALDH18A1
ZCCHC24,ZCCHC24
MIR204,ptr-mir-204
NRBP2,NRBP2
NIPSNAP3A,NIPSNAP3A
SIGMAR1,SIGMAR1
MIR3135A,MIR3135A
BATF,BATF
PGPEP1,PGPEP1
YIPF6,YIPF6
MIR6768,MIR6768
MIR4445,MIR4445
GGCT,GGCT
CCL27,CCL27
MIR6799,MIR6799
FUZ,FUZ
MIR6125,MIR6125
MIR3913-1,MIR3913-1
MIR617,ptr-mir-617
MIR128-2,ptr-mir-128-2
KCNJ4,KCNJ4
MIR3685,MIR3685
MIR652,ptr-mir-652
ADM,ADM
SNORA69,SNORA69
DDX39B,DDX39B
PIGH,PIGH
RAB9A,RAB9A
ERG28,ERG28
MIR6506,MIR6506
MIR484,ptr-mir-484
GPATCH2L,GPATCH2L
ELFN2,ELFN2
M6PR,M6PR
LMX1A,LMX1A
HINT1,HINT1
RNU6ATAC41P,RNU6ATAC41P
PABPC1,PABPC1
MIR653,ptr-mir-653
MIR489,ptr-mir-489
RPP25L,RPP25L
ABCF2,ABCF2
ARG2,ARG2
SMIM6,SMIM6
VTI1B,VTI1B
SAP30BP,SAP30BP
FOSL1,FOSL1
MIR4688,MIR4688
MIR7853,MIR7853
TMEM60,TMEM60
ENHO,ENHO
TMEFF2,TMEFF2
MPV17L2,MPV17L2
EIF2S1,EIF2S1
RAB3A,RAB3A
WBP2,WBP2
MPP1,MPP1
SNORA38,SNORA38
ATP6V1D,ATP6V1D
SMIM10L2A,SMIM10L2B
PRDX4,PRDX4
EMC2,EMC2
MRPS33,MRPS33
RAB1B,RAB1B
DUS4L,DUS4L
RHOU,RHOU
FANCD2OS,FANCD2OS
BRK1,BRK1
UNK,UNK
CLDN2,CLDN2
MIR6832,MIR6832
PRRX1,PRRX1
CRYGA,CRYGA
ITM2C,ITM2C
RALA,RALA
H1-4,H1-4
MIR7705,MIR7705
MIR944,ptr-mir-944
MIR3614,MIR3614
MIR6758,MIR6758
MIR425,ptr-mir-425
SYT4,SYT4
MIR378B,MIR378B
SLC25A20,SLC25A20
MEST,MEST
UBL5,UBL5
TM2D2,TM2D2
FEN1,FEN1
SNORD38D,SNORD38D
TIAL1,TIAL1
RBX1,RBX1
MIR6776,MIR6776
MIR1253,ptr-mir-1253
PALS1,PALS1
ETDB,ETDB
ILDR2,ILDR2
MIR191,ptr-mir-191
THOC7,THOC7
TMEM258,TMEM258
KCNK9,KCNK9
SRP54,FAM177A1
BANF1,BANF1
DRAP1,DRAP1
LYRM7,LYRM7
PSMD14,PSMD14
RDH12,RDH12
DYNLL2,DYNLL2
EEF1AKMT3,EEF1AKMT3
PDZD9,PDZD9
NDUFA7,NDUFA7
DHX9,DHX9
RPS28,RPS28
FADS3,FADS3
MIR452,ptr-mir-452
PARP2,PARP2
SPACA4,SPACA4
CDK4,CDK4
COP1,COP1
MIR6746,MIR6746
RAB3IL1,RAB3IL1
TMEM151A,TMEM151A
TEN1,TEN1
BRMS1,BRMS1
DTYMK,DTYMK
NDEL1,NDEL1
ZMAT2,ZMAT2
NDUFB6,NDUFB6
MIR224,ptr-mir-224
B4GAT1,B4GAT1
PRPF6,PRPF6
LHX9,LHX9
SNORD24,SNORD24
SNORD36A,SNORD36
CNIH2,CNIH2
SOAT1,SOAT1
GNG4,GNG4
SOSTDC1,SOSTDC1
KCNMB4,KCNMB4
CA11,CA11
SAT1,SAT1
TMEM205,TMEM205
SPACA5B,SPACA5
RABL3,RABL3
GTPBP2,GTPBP2
ELAVL3,ELAVL3
SMARCD3,SMARCD3
YWHAG,YWHAG
FGF18,FGF18
FGF8,FGF8
YIPF3,YIPF3
PAFAH1B2,PAFAH1B2
HSPB6,HSPB6
TADA1,TADA1
SCFD1,SCFD1
SNORA24B,SNORA24B
PPP2R5A,PPP2R5A
POLB,POLB
MIR4442,MIR4442
FSCN1,FSCN1
MIR335,ptr-mir-335
HSPA5,HSPA5
BTF3L4,BTF3L4
DTX3,DTX3
STRIT1,STRIT1
MIR5571,MIR5571
PSENEN,PSENEN
C1orf53,C1H1orf53
SNORD32A,SNORD33
MIR1224,ptr-mir-1224
LSM2,LSM2
HSD17B10,HSD17B10
SNORD52,SNORD52
ZDHHC6,ZDHHC6
GPC4,GPC4
GPR173,GPR173
DNMT3B,DNMT3B
PSMD2,PSMD2
EIF4EBP2,EIF4EBP2
MIR1266,ptr-mir-1266
SMAD4,SMAD4
CPSF2,CPSF2
CCNL1,CCNL1
SPG21,SPG21
TMEM35A,TMEM35A
MIR4762,MIR4762
CSDC2,CSDC2
RPS11,RPS11
KCNC2,KCNC2
MIR150,ptr-mir-150
MIR6812,MIR6812
MTMR2,MTMR2
PDCD7,PDCD7
RPL18,RPL18
GTF3C4,GTF3C4
TMEM63B,TMEM63B
KCNC1,KCNC1
REXO2,REXO2
B3GNT2,B3GNT2
PIGU,PIGU
DOLPP1,DOLPP1
PPP2CB,PPP2CB
RRAS,RRAS
DGCR8,DGCR8
MIR4504,MIR4504
DEFB131B,DEFB131B
MIR628,ptr-mir-628
RSL24D1,RSL24D1
KLHL14,KLHL14
GABRB2,GABRB2
RGS1,RGS1
SYNJ2BP,SYNJ2BP
SSRP1,SSRP1
VCP,VCP
RNU4ATAC16P,RNU4ATAC16P
LRRC8A,LRRC8A
ITCH,ITCH
FGF17,FGF17
MTX2,MTX2
MIR6124,MIR6124
DYRK2,DYRK2
CAMK2N2,CAMK2N2
TECTB,TECTB
MIR6715A,MIR6715A
CYSTM1,CYSTM1
SRP19,SRP19
SARM1,SARM1
ZNF32,ZNF32
MIR3157,MIR3157
FCF1,FCF1
MIR6772,MIR6772
CYLD,CYLD
POLR3F,POLR3F
MIR3192,MIR3192
RBBP9,RBBP9
FKBP14,FKBP14
SNORD66,SNORD66
FAM131A,FAM131A
XPR1,XPR1
HNRNPF,HNRNPF
MIR320C2,ptr-mir-320c-2
TAB3,TAB3
ANGEL2,ANGEL2
NEK7,NEK7
PCBD1,PCBD1
MIR4325,MIR4325
CETN2,CETN2
RAE1,RAE1
PHYHIP,PHYHIP
PYGB,PYGB
PHF14,PHF14
MIR8057,MIR8057
METTL3,METTL3
NOS1AP,NOS1AP
MIR4662B,MIR4662B
MIR107,ptr-mir-107
CSGALNACT2,CSGALNACT2
CLDN3,CLDN3
MIR1323,ptr-mir-1323
MIR520E,ptr-mir-520e
DEFB123,DEFB123
STX1A,STX1A
MIR138-2,ptr-mir-138
WNT2B,WNT2B
MIR518F,ptr-mir-518f
MIR520B,ptr-mir-520b
MIR518B,ptr-mir-518b
KIF3B,KIF3B
MYO1B,MYO1B
NOL4L,NOL4L
BRMS1L,BRMS1L
MIR599,ptr-mir-599
KCNJ2,KCNJ2
CHP1,CHP1
GINS1,GINS1
MIR515-1,ptr-mir-515-1
MIR520F,ptr-mir-520f
MIR519C,ptr-mir-519c
MIR519B,ptr-mir-519b
TRAPPC6B,TRAPPC6B
TOMM6,TOMM6
ITPKA,ITPKA
SNORD42B,SNORD42
SNORD4A,SNORD4A
SNORD4B,SNORD4B
DOLK,DOLK
LSM7,LSM7
ACAA1,ACAA1
MIR516A2,ptr-mir-516a-2
MIR519A2,ptr-mir-519a
SCN4B,SCN4B
HERPUD1,HERPUD1
YWHAB,YWHAB
DEFB116,DEFB116
NOL7,NOL7
MIR450B,ptr-mir-450b
MIR450A1,ptr-mir-450a-1
MIR450A2,ptr-mir-450a-2
MIR542,MIR542
MIR424,ptr-mir-424
MYL7,MYL7
SNRNP70,SNRNP70
VPS37D,VPS37D
TIMM13,TIMM13
ATOH7,ATOH7
HNRNPH3,HNRNPH3
PI3,PI3
LINGO1,LINGO1
TM9SF4,TM9SF4
SPA17,SPA17
LIN7B,LIN7B
POLR3D,POLR3D
MIR454,ptr-mir-454
MIR301A,ptr-mir-301a
TNFAIP8L1,TNFAIP8L1
MIRLET7I,ptr-let-7i
MIR3119-2,MIR3119-2
MIR4671,MIR4671
MIR205,ptr-mir-205
MIR30E,ptr-mir-30e
MIR30C1,ptr-mir-30c-1
MIR378G,MIR378G
MIR760,ptr-mir-760
MIR320B1,ptr-mir-320b-1
CAMK2N1,CAMK2N1
MUL1,MUL1
TFG,TFG
MIR1255B2,ptr-mir-1255b
MIR521-1,ptr-mir-521-1
MIR522,ptr-mir-522
MIR516A1,ptr-mir-516a-1
PHAF1,PHAF1
FZD3,FZD3
FGF7,FGF7
HILPDA,HILPDA
HPRT1,HPRT1
MIR526A1,ptr-mir-526a-1
MIR520C,ptr-mir-520c
MIR524,ptr-mir-524
MIR517A,ptr-mir-517a
MIR518E,ptr-mir-518e
POP5,POP5
XAB2,XAB2
TIMP3,TIMP3
RPL11,RPL11
DCN,DCN
RBP4,RBP4
CAV1,CAV1
LIMD2,LIMD2
TBX21,TBX21
MDGA1,MDGA1
WNT10B,WNT10B
TRIAP1,TRIAP1
KPNB1,KPNB1
DYNLL1,DYNLL1
PSMA2,PSMA2
ARL2BP,ARL2BP
MIR4254,MIR4254
CMTR1,CMTR1
ASB7,ASB7
MIR6128,ptr-mir-6128
MIR942,ptr-mir-942
MIR34A,ptr-mir-34a
MIR552,ptr-mir-552
MIR4255,MIR4255
MIR6732,MIR6732
SNORD89,SNORD89
SCARNA22,SCARNA22
SLC50A1,SLC50A1
MIR548S,MIR548S
MIR4774,MIR4774
MIR1258,ptr-mir-1258
MIR4780,MIR4780
MIR590,ptr-mir-590
PSMC2,PSMC2
TRADD,TRADD
TMEM185A,TMEM185A
CAMK1D,CAMK1D
MIR933,ptr-mir-933
MIR4437,MIR4437
MIR548AE1,MIR548AE1
MIR5705,MIR5705
DUSP23,DUSP23
COX6A1,COX6A1
FAM43B,FAM43B
CDA,CDA
TMEM165,TMEM165
MIR6084,MIR6084
CLDN12,CLDN12
MIR130A,ptr-mir-130a
TTC9C,TTC9C
CTXN1,CTXN1
HSD11B2,HSD11B2
AGRP,AGRP
E2F6,E2F6
DDX5,DDX5
NXF1,NXF1
GPR162,GPR162
DNAJC5,DNAJC5
NAB1,NAB1
RGS19,RGS19
MIR6813,MIR6813
ACVR2B,ACVR2B
RHOQ,RHOQ
IL21,IL21
EFNA3,EFNA3
EFNA1,EFNA1
TMEM179B,TMEM179B
SNCB,SNCB
PPIA,PPIA
MIR4432,MIR4432
MIR4455,MIR4455
ZBTB41,ZBTB41
SMC3,SMC3
EFNA4,EFNA4
DHH,DHH
ENO2,ENO2
GNG10,GNG10
YPEL4,YPEL4
HEXIM1,HEXIM1
NMT1,NMT1
GNB4,GNB4
POFUT1,POFUT1
BHLHE40,BHLHE40
FNTB,FNTB
MIR95,ptr-mir-95
NPM1,NPM1
MID1IP1,MID1IP1
FAM168B,FAM168B
RANBP1,RANBP1
MIR3133,MIR3133
UGCG,UGCG
ARMC7,ARMC7
PGAM2,PGAM2
EEIG2,EEIG2
PRKD3,PRKD3
NIP7,NIP7
PCMTD2,PCMTD2
MIR5702,MIR5702
MIR3064,MIR3064
MIR5047,MIR5047
RPL8,RPL8
H3C12,H3C12
H2BC17,H2BC17
CDC42EP3,CDC42EP3
AKIRIN2,AKIRIN2
ZDHHC22,ZDHHC22
ZNF771,ZNF771
PPP1R11,PPP1R11
C3orf70,C3H3orf70
KHDC4,KHDC4
MIR200C,MIR200C
KLF9,KLF9
ZNF689,ZNF689
CLCF1,CLCF1
NDUFAF2,NDUFAF2
SNORD22,SNORD22
SNORD30,SNORD30
POLR1H,POLR1H
RNU11-5P,RNU11-5P
RPL13A,RPL13A
GNB3,GNB3
ISG20,ISG20
MIR1182,ptr-mir-1182
H2AZ2,H2AZ2
SAMD10,SAMD10
SHOX,SHOX
MIR6514,MIR6514
PQBP1,PQBP1
PRDX2,PRDX2
GRB2,GRB2
INHBA,INHBA
WDR83OS,WDR83OS
RAB25,RAB25
TMEM134,TMEM134
COCH,COCH
SRPRA,SRPRA
MIR6795,MIR6795
TRIR,TRIR
GET3,GET3
ERAS,ERAS
PCSK1N,PCSK1N
ZNF189,ZNF189
PRPF38B,PRPF38B
MIR4790,MIR4790
MIR6794,MIR6794
BLCAP,BLCAP
NNAT,NNAT
MIR624,ptr-mir-624
TMEM167B,TMEM167B
POLD4,POLD4
MIR4706,MIR4706
ARL8B,ARL8B
YKT6,YKT6
GPSM3,GPSM3
MED11,MED11
MIR3606,MIR3606
MIR9-1,ptr-mir-9-1
MEX3A,MEX3A
HAO1,HAO1
PAPOLA,PAPOLA
CNOT8,CNOT8
TUBB,TUBB
MAPK9,MAPK9
POP7,POP7
PBX2,PBX2
SLC31A1,SLC31A1
ACTL6B,ACTL6B
CDC26,CDC26
GNB2,GNB2
MIR7855,MIR7855
SCARNA15,SCARNA15
RS1,RS1
MIR4680,MIR4680
CDC42SE2,CDC42SE2
POLE3,POLE3
SHOC2,SHOC2
RAB28,RAB28
PCGF1,PCGF1
SUV39H1,SUV39H1
SNORD41,SNORD41
MIR6738,MIR6738
ZNF490,ZNF490
CLDN1,CLDN1
CSNK2A2,CSNK2A2
BTAF1,BTAF1
PDLIM4,PDLIM4
SCUBE3,SCUBE3
PDE6D,PDE6D
GDF11,GDF11
SARNP,SARNP
BAD,BAD
MIR5010,MIR5010
MIR27A,ptr-mir-27a
DDX49,DDX49
GATA4,GATA4
MIR562,ptr-mir-562
MIR6875,MIR6875
MIR1199,ptr-mir-1199
ASF1B,ASF1B
MIR8063,MIR8063
MRPL11,MRPL11
MTMR9,MTMR9
WASL,WASL
SNORA11G,SNORA11G
ADPGK,ADPGK
MIR4766,MIR4766
ST13,ST13
TM6SF1,TM6SF1
PLCB1,PLCB1
RNF5,RNF5
LRRTM3,LRRTM3
SHKBP1,SHKBP1
NDUFA5,NDUFA5
G3BP2,G3BP2
KIF3A,KIF3A
THPO,THPO
DIRAS1,DIRAS1
MIR3610,MIR3610
MIR4679-2,MIR4679-2
DRG1,DRG1
TGFB1,TGFB1
KCNE3,KCNE3
GAS7,GAS7
VAPB,VAPB
CCND2,CCND2
EPHB4,EPHB4
MRPS16,MRPS16
OTX2,OTX2
LAGE3,LAGE3
MIR23A,ptr-mir-23a
MIR181C,ptr-mir-181c
ILKAP,ILKAP
MIR4779,MIR4779
EGR2,EGR2
ELOVL6,ELOVL6
IFNA21,IFNA21
NGB,NGB
VIM,VIM
MIR199A1,ptr-mir-199a-1
UBE2L6,UBE2L6
PLA2G12A,PLA2G12A
CDKN2D,CDKN2D
SLC40A1,SLC40A1
CRIP1,CRIP1
BTK,BTK
IFT27,IFT27
KIF4A,KIF4A
MIR1236,ptr-mir-1236
QTRT1,QTRT1
SNORD104,SNORD104
PPY,PPY
POU4F3,POU4F3
MRPS18C,MRPS18C
WWTR1,WWTR1
MIR6793,MIR6793
TMED1,TMED1
TMEM101,TMEM101
PDZD11,PDZD11
MIR5690,MIR5690
TSPAN33,TSPAN33
CCNC,CCNC
RPL10A,RPL10A
MIR626,ptr-mir-626
MIR7111,MIR7111
TRPC5,TRPC5
MIR375,ptr-mir-375
MIR4323,MIR4323
C4orf46,C4H4orf46
PPP1R27,PPP1R27
MAFG,MAFG
BMI1,BMI1
CKB,CKB
MIR548AG2,MIR548AG2
RBM3,RBM3
ACTG1,ACTG1
H2AC7,H2AC7
WNT10A,WNT10A
FEV,FEV
KEAP1,KEAP1
TIMM10,TIMM10
CYBB,CYBB
PFDN4,PFDN4
FAM217B,FAM217B
MIR211,ptr-mir-211
RRH,RRH
GPR15LG,GPR15LG
LRRC14,LRRC14
NAB2,NAB2
MIR23C,ptr-mir-23c
RPS6KA3,RPS6KA3
SRD5A3,SRD5A3
LGI2,LGI2
LHX2,LHX2
PAFAH1B3,PAFAH1B3
KLHL42,KLHL42
HSPB8,HSPB8
UBE2A,UBE2A
SLC39A8,SLC39A8
VEGFB,VEGFB
SNORA81,SNORA81
SNORA4,SNORA4
RPRD1B,RPRD1B
TUBG1,TUBG1
CCR10,CCR10
CNTNAP1,CNTNAP1
EZH1,EZH1
IL5,IL5
MIR6782,MIR6782
CTXND1,CTXND1
MIR8082,MIR8082
RAD21,RAD21
MIR490,ptr-mir-490
CHRM2,CHRM2
SNORD2,SNORD2
MIR1248,ptr-mir-1248
BIN3,BIN3
H2AC6,H2AC6
LRRC20,LRRC20
SNORA75,SNORA75
SNORD20,SNORD20
SNORD82,SNORD82
MIR6818,MIR6818
CSK,CSK
PATE4,PATE4
DIMT1,DIMT1
BMP7,BMP7
UPF3B,UPF3B
MSN,MSN
KPNA4,KPNA4
CENPM,CENPM
ORC5,ORC5
EFNA5,EFNA5
CDK7,CDK7
MIR3139,MIR3139
MPPED2,MPPED2
MIR3667,MIR3667
AP5S1,AP5S1
NTRK2,NTRK2
SNAP25,SNAP25
IGFBPL1,IGFBPL1
AK6,AK6
MIR15B,ptr-mir-15b
MIR6851,MIR6851
MIR6503,MIR6503
PRMT1,PRMT1
MIR642A,ptr-mir-642
SIT1,SIT1
ARHGAP5,ARHGAP5
ASF1A,ASF1A
PGRMC1,PGRMC1
BRD4,BRD4
PPOX,PPOX
RNF146,RNF146
MIR1912,MIR1912
MIR1298,ptr-mir-1298
MIR448,ptr-mir-448
MIR302D,ptr-mir-302d
MIR302A,ptr-mir-302a
MIR302C,ptr-mir-302c
HPCA,HPCA
CXCL11,CXCL11
IMP3,IMP3
MIR548H5,MIR548H5
SGCD,SGCD
Vault,Vault
SNORA51,SNORA51
SNORD86,SNORD86
GNPDA2,GNPDA2
MIR367,ptr-mir-367
AMMECR1,AMMECR1
DKC1,DKC1
EIF3K,EIF3K
TRIM71,TRIM71
MIR6780A,MIR6780A
ZNF146,ZNF146
VPS25,VPS25
PDCD10,PDCD10
MIR199B,ptr-mir-199b
STX17,STX17
SNAPC5,SNAPC5
HSD17B8,HSD17B8
NXNL1,NXNL1
VPS52,VPS52
CASP2,CASP2
MIR6834,MIR6834
UBALD2,UBALD2
RPS18,RPS18
SNORA46,SNORA46
SNORA50A,SNORA50A
RNF208,RNF208
FAM240B,FAM240B
SH2D1A,SH2D1A
MLANA,MLANA
ID1,ID1
MIRLET7G,ptr-let-7g
MIR6873,MIR6873
PFDN6,PFDN6
RPL4,RPL4
MIR135A1,ptr-mir-135a-1
FAM162B,FAM162B
CXCL9,CXCL9
CHMP2B,CHMP2B
ACER2,ACER2
DPY30,DPY30
RBBP4,RBBP4
EPGN,EPGN
ETFRF1,ETFRF1
SNORD46,SNORD46
EIF4H,EIF4H
MIR6743,MIR6743
MIR3917,MIR3917
MIR5584,MIR5584
KCTD14,KCTD14
ACVR2A,ACVR2A
RSPRY1,RSPRY1
CTXN2,CTXN2
ZNF319,ZNF319
ZNF688,ZNF688
MIR5187,MIR5187
PCP4L1,PCP4L1
SNORD38A,SNORD38A
SCN3B,SCN3B
ITPRIPL2,ITPRIPL2
TMEM126A,TMEM126A
TSN,TSN
EXOSC2,EXOSC2
ALAS1,ALAS1
MAP2K1,MAP2K1
MIR302B,ptr-mir-302b
RHOG,RHOG
TOMM40L,TOMM40L
ISOC1,ISOC1
MIR4633,MIR4633
SNORD50B,SNORD50B
YWHAE,YWHAE
NSG1,NSG1
MIR548AH,MIR548AH
SGMS2,SGMS2
ERCC8,ERCC8
RBM17,RBM17
C19orf53,C19H19orf53
MIR1260B,MIR1260B
SNORA7A,SNORA7A
MRFAP1L1,MRFAP1L1
MIR2467,MIR2467
BEX4,BEX4
CARHSP1,CARHSP1
GRIK2,GRIK2
PPM1G,PPM1G
RAB30,RAB30
GOT1,GOT1
TRPC5OS,TRPC5OS
AIDA,AIDA
PMP2,PMP2
FABP4,FABP4
PPP1R14A,PPP1R14A
PLK2,PLK2
CLDN4,CLDN4
ALKBH7,ALKBH7
KRTAP17-1,KRTAP17-1
SNORD18B,SNORD18
SNORD16,SNORD16
HDAC3,HDAC3
SNRPA1,SNRPA1
NDUFA3,NDUFA3
CLIP3,CLIP3
POLR2I,POLR2I
COL1A1,COL1A1
TBCB,TBCB
FERD3L,FERD3L
SNORD59A,SNORD59A
RNF114,RNF114
JPH4,JPH4
MIR4673,MIR4673
TMEM9B,TMEM9B
LRRC59,LRRC59
PCBP4,PCBP4
STX12,STX12
BAHD1,BAHD1
PPP1R8,PPP1R8
DMTN,DMTN
PRPF31,PRPF31
NKX2-2,NKX2-2
PADI2,PADI2
MIR3065,MIR3065
MIR1250,ptr-mir-1250
IGFBP3,IGFBP3
INAFM2,INAFM2
PHGR1,PHGR1
HOXA2,HOXA2
HOXA6,HOXA6
PDIA3,PDIA3
RUNDC3A,RUNDC3A
CHP2,CHP2
LRATD2,LRATD2
PRKCB,PRKCB
TCEAL8,TCEAL8
HAPSTR1,HAPSTR1
NUDT21,NUDT21
CACNG3,CACNG3
MIR151A,ptr-mir-151
RAB13,RAB13
FGF20,FGF20
CTHRC1,CTHRC1
PDK2,PDK2
MIR4271,MIR4271
UBE2F,UBE2F
MOSPD1,MOSPD1
C1orf52,C1H1orf52
MIR196B,ptr-mir-196b
HOXA11,HOXA11
SMIM10,SMIM10
MIR936,ptr-mir-936
ZBTB43,ZBTB43
CLP1,CLP1
BLOC1S4,BLOC1S4
ERP44,ERP44
TNPO1,TNPO1
PIERCE1,PIERCE1
RAB6B,RAB6B
GPM6A,GPM6A
SNORD95,SNORD95
NPM3,NPM3
NAA10,NAA10
FZD9,FZD9
MIR190A,ptr-mir-190a
SCG5,SCG5
C1orf21,C1H1orf21
CDK1,CDK1
MIR3621,MIR3621
PLGRKT,PLGRKT
MIR1302-8,ptr-mir-1302-8
MIR555,ptr-mir-555
FDPS,FDPS
TFPT,TFPT
RTF1,RTF1
CUTC,CUTC
COX15,COX15
PITX2,PITX2
CCDC6,CCDC6
TFAP2C,TFAP2C
JTB,JTB
MIR1273H,MIR1273H
RPS9,RPS9
EZH2,EZH2
MTA3,MTA3
MAPK6,MAPK6
MIR6737,MIR6737
GAPDH,GAPDH
CISD1,CISD1
ZNF709,ZNF709
MIR876,ptr-mir-876
MIR873,ptr-mir-873
ZBTB34,ZBTB34
KCNK2,KCNK2
MIR6747,MIR6747
MIR935,ptr-mir-935
ZNF821,ZNF821
CKS2,CKS2
RAB24,RAB24
SEC61B,SEC61B
H2AC14,H2AC14
H2BC14,H2BC14
MIR451A,ptr-mir-451
DHRS13,DHRS13
HPN,HPN
TNPO3,TNPO3
MIR371A,ptr-mir-371
MIR372,ptr-mir-372
MIR4661,MIR4661
CACNG7,CACNG7
MIR31,ptr-mir-31
PROK1,PROK1
SNRPD2,SNRPD2
MIR4638,MIR4638
ENOPH1,ENOPH1
CASTOR2,CASTOR2
ISL2,ISL2
ANAPC13,ANAPC13
DVL2,DVL2
TRA2A,TRA2A
LEAP2,LEAP2
C2orf69,C2orf69
TYW5,TYW5
MIR195,ptr-mir-195
ARL15,ARL15
TMEM233,TMEM233
TP63,TP63
C9orf78,C9H9orf78
PPP1R17,PPP1R17
CLK4,CLK4
ZCRB1,ZCRB1
MIR324,ptr-mir-324
MIR148B,ptr-mir-148b
MOB3B,MOB3B
GTF2H5,GTF2H5
NEUROG2,NEUROG2
MOB4,MOB4
CGGBP1,CGGBP1
SOD3,SOD3
RNU6ATAC6P,RNU6ATAC6P
ATP5PD,ATP5PD
C8orf88,C8H8orf88
PIP4P2,PIP4P2
SLC25A28,SLC25A28
MMGT1,MMGT1
ZC4H2,ZC4H2
CXCL1,CXCL1
DAB2IP,DAB2IP
TUSC3,TUSC3
VAMP1,VAMP1
FER,FER
CHRM1,CHRM1
RHOV,RHOV
ATP5ME,ATP5ME
RPS25,RPS25
BTF3,BTF3
TSPAN3,TSPAN3
MIRLET7A1,ptr-let-7a-1
MIRLET7F1,ptr-let-7f-1
MIRLET7D,ptr-let-7d
WARS2,WARS2
MIR4635,MIR4635
UQCRQ,UQCRQ
RPP14,RPP14
MAB21L2,MAB21L2
HNRNPA1,HNRPA1LK1
POU5F1,POU5F1
HMG20B,HMG20B
CCDC124,CCDC124
NEUROD6,NEUROD6
MIR3688-1,MIR3688-1
ELF2,ELF2
SCARNA11,SCARNA11
FZR1,FZR1
ASPA,ASPA
UBE2D4,UBE2D4
CCDC25,CCDC25
DUSP1,DUSP1
SNCA,SNCA
OTOS,OTOS
MIR548Z,ptr-mir-548c
NANS,NANS
PDHB,PDHB
NDUFB5,NDUFB5
UBE2G1,UBE2G1
CDK2AP2,CDK2AP2
USP5,USP5
IK,IK
SLC7A8,SLC7A8
URGCP,URGCP
MSMO1,MSMO1
MIR6855,MIR6855
NME3,NME3
PHB2,PHB2
RPL26L1,RPL26L1
RAD9A,RAD9A
GTF2A2,GTF2A2
ATP6V0E1,ATP6V0E1
TCF7L2,TCF7L2
GCG,GCG
PRKAB1,PRKAB1
GABARAP,GABARAP
CTDNEP1,CTDNEP1
SSB,SSB
RCOR3,RCOR3
ZNF800,ZNF800
PHOX2B,PHOX2B
MED20,MED20
MXD4,MXD4
H2BC9,H2BC9
H2BC5,H2BC5
MIR4800,MIR4800
SLC35A1,SLC35A1
ARL14EPL,ARL14EPL
TNPO2,TNPO2
H2AC12,H2AC12
PNOC,PNOC
MIR4313,MIR4313
RAB14,RAB14
RHBDD2,RHBDD2
DIRAS2,DIRAS2
MIR4786,MIR4786
KRTAP3-3,KRTAP3-3
GTF2E2,GTF2E2
MIR6842,MIR6842
GRK2,GRK2
ATP5F1D,ATP5F1D
ABCG4,ABCG4
LSM1,LSM1
XPOT,XPOT
BAG4,BAG4
MAT2B,MAT2B
PEF1,PEF1
CRISPLD2,CRISPLD2
KLHL41,KLHL41
FADS2,FADS2
MVP,MVP
KLK9,KLK9
DEFB106A,DEFB106A
LYRM1,LYRM1
DEFB104A,DEFB104
PRMT6,PRMT6
AZIN1,AZIN1
NOP10,NOP10
MIR4733,MIR4733
TINAGL1,TINAGL1
SREK1IP1,SREK1IP1
ERGIC1,ERGIC1
GDPD1,GDPD1
MIR8067,MIR8067
IGLON5,IGLON5
PLEKHO2,PLEKHO2
MIR4729,MIR4729
NUDT8,NUDT8
PLEKHA3,PLEKHA3
CREBRF,CREBRF
IPO13,IPO13
