chimpanzee gene name,gorilla gene name
ATP6V1H,ATP6V1H
FBXO28,FBXO28
JAGN1,JAGN1
MSI2,MSI2
POLR2K,POLR2K
YIPF5,YIPF5
PLRG1,PLRG1
PSMD8,PSMD8
DUOXA2,DUOXA2
RPL11,RPL11
SLC17A2,SLC17A2
KLHL9,KLHL9
TEFM,TEFM
RABL3,RABL3
PIP4P2,PIP4P2
OPRD1,OPRD1
PSMC2,PSMC2
PPP1R8,PPP1R8
FBXO3,FBXO3
KAT7,KAT7
TRAPPC6B,TRAPPC6B
RAB25,RAB25
MTCP1,MTCP1
DUSP22,DUSP22
TRIM23,TRIM23
FBXL19,FBXL19
MBTD1,MBTD1
RGS8,RGS8
MAPK9,MAPK9
APOA1,APOA1
MCMBP,MCMBP
ABHD4,ABHD4
VAMP3,VAMP3
RGS1,RGS1
BBLN,BBLN
SSR3,SSR3
PRELID1,PRELID1
ABRACL,ABRACL
CTNNBIP1,CTNNBIP1
SYT2,SYT2
NAA15,NAA15
PRKCH,PRKCH
ORAI3,ORAI3
PLD3,PLD3
SERPINH1,SERPINH1
TMEM147,TMEM147
MTX3,MTX3
KLF3,KLF3
RIDA,RIDA
SLC6A1,SLC6A1
MB21D2,MB21D2
FBXO8,FBXO8
FAM133B,FAM133B
CADM2,CADM2
CDK2AP2,CDK2AP2
SOST,SOST
ARNT,ARNT
ARF4,ARF4
SOAT1,SOAT1
SH3BGRL,SH3BGRL
SLC35E3,SLC35E3
EIF4A1,EIF4A1
RPS25,RPS25
ACSL3,ACSL3
CTNNA2,CTNNA2
TRIM40,TRIM40
HSPE1,HSPE1
RPS6KA3,RPS6KA3
SLC39A2,SLC39A2
GJD2,GJD2
MED27,MED27
MED11,MED11
DUSP6,DUSP6
SEC23A,SEC23A
CELF1,CELF1
MTFP1,MTFP1
OTX1,OTX1
EDARADD,EDARADD
ZER1,ZER1
SHOC2,SHOC2
IRF6,IRF6
CDC40,CDC40
UBASH3B,UBASH3B
ARHGAP42,ARHGAP42
PKNOX1,PKNOX1
PPM1L,PPM1L
SLC25A46,SLC25A46
SLC36A4,SLC36A4
RPS7,RPS7
UFSP2,UFSP2
ISL2,ISL2
ERLEC1,ERLEC1
TRIM71,TRIM71
KRT85,KRT85
RBMS3,RBMS3
HNRNPA3,HNRNPA3
TAF5L,TAF5L
HYPK,HYPK
YWHAH,YWHAH
INSYN1,INSYN1
RALYL,RALYL
TBXT,TBXT
SP4,SP4
KCNK4,KCNK4
TMUB1,TMUB1
LIPA,LIPA
C2orf69,C2orf69
MYL12A,MYL12A
KRT18,KRT18
CREG1,CREG1
GPX3,GPX3
THAP1,THAP1
SNU13,SNU13
TEX261,TEX261
POLDIP2,POLDIP2
ITM2B,ITM2B
SAMD4A,SAMD4A
UBALD1,UBALD1
GTF2H4,GTF2H4
KLHL20,KLHL20
CHTF8,CHTF8
CRISPLD1,CRISPLD1
JDP2,JDP2
SATB2,SATB2
UNK,UNK
CRYGC,CRYGC
BMI1,BMI1
PRKCB,PRKCB
CCDC126,CCDC126
MAFG,MAFG
TUBB,TUBB
PARD6B,PARD6B
ICOS,ICOS
HAS3,HAS3
ASGR1,ASGR1
MTMR2,MTMR2
ANAPC10,ANAPC10
RNF41,RNF41
PACSIN1,PACSIN1
RPP14,RPP14
CYFIP1,CYFIP1
HAPSTR1,HAPSTR1
PCTP,PCTP
LSM6,LSM6
PLPP5,PLPP5
KCNMB4,KCNMB4
TPRKB,TPRKB
ARPP19,ARPP19
SUPT16H,SUPT16H
NUDT21,NUDT21
MAP3K3,MAP3K3
C14orf28,C14orf28
VPS25,VPS25
VIM,VIM
TRIM39,TRIM39
TRAF6,TRAF6
PATE1,PATE1
RPLP2,RPLP2
KLHL15,KLHL15
CKS2,CKS2
TADA1,TADA1
PPP1R17,PPP1R17
RASD2,RASD2
CTNNBL1,CTNNBL1
CISD1,CISD1
SELENOM,SELENOM
CAV3,CAV3
MYL1,MYL1
DDX5,DDX5
SRSF4,SRSF4
SELENOK,SELENOK
ARIH2,ARIH2
SLC16A2,SLC16A2
PRIMA1,PRIMA1
PKIG,PKIG
SGCD,SGCD
MYF6,MYF6
TSPAN7,TSPAN7
BABAM1,BABAM1
NEK7,NEK7
KLHL29,KLHL29
HPSE2,HPSE2
EIF1,EIF1
FAU,FAU
SPRYD4,SPRYD4
MOGS,MOGS
ARHGEF25,ARHGEF25
AGBL4,AGBL4
SAR1A,SAR1A
GNPNAT1,GNPNAT1
CST8,CST8
SNX10,SNX10
C15orf61,C15orf61
TRA2B,TRA2B
ARF1,ARF1
SCRG1,SCRG1
CFL2,CFL2
RNF2,RNF2
TMEM233,TMEM233
FEM1C,FEM1C
TWSG1,TWSG1
ARPC5,ARPC5
EMC7,EMC7
CCNL1,CCNL1
CDK8,CDK8
RBFOX2,RBFOX2
PRKX,PRKX
PTP4A1,PTP4A1
WDR37,WDR37
DMTN,DMTN
AMD1,AMD1
TENT5B,TENT5B
ATG3,ATG3
PCMTD1,PCMTD1
RAB24,RAB24
TMEM150C,TMEM150C
PDGFD,PDGFD
PSMA1,PSMA1
LIN28A,LIN28A
SSRP1,SSRP1
NDUFA4L2,NDUFA4L2
VCP,VCP
CYB5R1,CYB5R1
TXNDC17,TXNDC17
NIPSNAP1,NIPSNAP1
S100A16,S100A16
PPIL3,PPIL3
CNOT7,CNOT7
NXPH2,NXPH2
ARHGAP44,ARHGAP44
TMEM198,TMEM198
PHF19,PHF19
SLC8A2,SLC8A2
TBR1,TBR1
LDB2,LDB2
FKBP2,FKBP2
FLI1,FLI1
KLHDC2,KLHDC2
SATB1,SATB1
CFAP20,CFAP20
PGAP2,PGAP2
CHST11,CHST11
B9D2,B9D2
TIMP3,TIMP3
DOM3Z,DXO
FOXP1,FOXP1
GABRA1,GABRA1
KCNG3,KCNG3
LIN7A,LIN7A
KLHL18,KLHL18
RTCB,RTCB
SMAGP,SMAGP
PGAM2,PGAM2
HBE1,HBE1
DRG1,DRG1
RAD1,RAD1
DIP2A,DIP2A
MRPS12,MRPS12
ID1,ID1
CA7,CA7
DEFB119,DEFB119
TFPT,TFPT
PIGP,PIGP
VASH2,VASH2
EIF1B,EIF1B
FFAR4,FFAR4
DAD1,DAD1
ZBTB18,ZBTB18
TIMM10,TIMM10
NAPG,NAPG
HIBADH,HIBADH
ATP2B2,ATP2B2
KDELR3,KDELR3
TRIQK,TRIQK
CCDC25,CCDC25
PIAS4,PIAS4
PLPP7,PLPP7
PCP4,PCP4
RIT2,RIT2
LRRC39,LRRC39
COX7C,COX7C
IL5,IL5
TNPO1,TNPO1
PDCL,PDCL
EMC8,EMC8
SERP2,SERP2
KCNK12,KCNK12
FGF9,FGF9
ENOX2,ENOX2
CD52,CD52
NUP35,NUP35
KCNK2,KCNK2
MED31,MED31
EIF5A2,EIF5A2
STX4,STX4
TSPAN5,TSPAN5
MOSPD1,MOSPD1
DRAM1,DRAM1
BUB3,BUB3
SPSB4,SPSB4
KCNJ3,KCNJ3
CLIP3,CLIP3
RPL9,RPL9
CLOCK,CLOCK
SUB1,SUB1
SCAMP5,SCAMP5
SRSF7,SRSF7
MRPL14,MRPL14
HOXA5,HOXA5
GIPC1,GIPC1
ZDHHC23,ZDHHC23
ASB17,ASB17
SRPX,SRPX
RIMS3,RIMS3
CELF4,CELF4
DMAP1,DMAP1
ACADS,ACADS
MED24,MED24
GOLGA7,GOLGA7
RCVRN,RCVRN
TMEM178B,TMEM178B
IPO9,IPO9
SNRPC,SNRPC
DCLK2,DCLK2
SNW1,SNW1
NRSN1,NRSN1
BCL2L1,BCL2L1
GNA14,GNA14
SSBP1,SSBP1
ATP2B3,ATP2B3
PI4K2A,PI4K2A
UBTF,UBTF
CD53,CD53
LAPTM4A,LAPTM4A
SAE1,SAE1
PRPF6,PRPF6
PRELID3B,PRELID3B
CZIB,CZIB
CXCL8,CXCL8
DPAGT1,DPAGT1
RTF1,RTF1
EFNA5,EFNA5
DYNC1I1,DYNC1I1
LHX2,LHX2
PLEKHA1,PLEKHA1
ADIPOR2,ADIPOR2
KCNMB1,KCNMB1
PPM1K,PPM1K
SCHIP1,SCHIP1
C1orf115,C1orf115
DCAF11,DCAF11
TLE3,TLE3
HSF2,HSF2
COX6A2,COX6A2
TRIB2,TRIB2
PRPF31,PRPF31
NUDT1,NUDT1
DESI2,DESI2
RBM39,RBM39
RUFY2,RUFY2
PRDX2,PRDX2
TRIAP1,TRIAP1
GNG3,GNG3
EVL,EVL
SERINC5,SERINC5
SCAMP3,SCAMP3
ACTC1,ACTC1
TMEM167A,TMEM167A
DNAJC19,DNAJC19
RPRD1A,RPRD1A
MEF2D,MEF2D
PDC,PDC
CCND3,CCND3
UBE2G2,UBE2G2
CKM,CKM
TNNC2,TNNC2
ZDHHC15,ZDHHC15
IMMP1L,IMMP1L
PFDN4,PFDN4
SIRT2,SIRT2
PDIK1L,PDIK1L
RTN4RL2,RTN4RL2
ENO1,ENO1
ZNF326,ZNF326
STARD4,STARD4
C1orf146,C1orf146
UBE2A,UBE2A
UNC50,UNC50
GLYR1,GLYR1
SMAP2,SMAP2
CSNK1G3,CSNK1G3
ILDR2,ILDR2
COX7A2L,COX7A2L
PHOX2B,PHOX2B
SPINK6,SPINK6
SMG8,SMG8
IL21,IL21
TMEM35B,TMEM35B
LCMT1,LCMT1
SIX1,SIX1
CNIH1,CNIH1
ERGIC1,ERGIC1
TM9SF2,TM9SF2
MSTN,MSTN
OSBPL2,OSBPL2
LRRC59,LRRC59
DIPK2A,DIPK2A
IQGAP1,IQGAP1
HPGD,HPGD
ZDHHC21,ZDHHC21
KATNBL1,KATNBL1
FOS,FOS
NR5A2,NR5A2
CSK,CSK
APOBEC2,APOBEC2
TSPAN3,TSPAN3
MS4A8,MS4A8
GRB2,GRB2
NPM1,NPM1
ADIRF,ADIRF
FEM1B,FEM1B
NUTF2,NUTF2
TMEM54,TMEM54
POLR2L,POLR2L
VCL,VCL
ANXA2,ANXA2
KLK9,KLK9
HUS1,HUS1
LHX5,LHX5
HIKESHI,HIKESHI
CLNS1A,CLNS1A
TRIR,TRIR
SEC22A,SEC22A
XPOT,XPOT
ITPK1,ITPK1
TRMT61A,TRMT61A
WASF1,WASF1
GADD45B,GADD45B
ZFP64,ZFP64
SLC25A4,SLC25A4
PTGER4,PTGER4
DOK5,DOK5
PPT1,PPT1
RPL35,RPL35
NOVA1,NOVA1
DCAKD,DCAKD
CARHSP1,CARHSP1
PRPS1,PRPS1
EEIG2,EEIG2
CCT5,CCT5
SRA1,SRA1
ZBTB14,ZBTB14
USP30,USP30
FGF4,FGF4
FXYD6,FXYD6
TMSB15A,TMSB15A
ETS1,ETS1
ERH,ERH
TAF13,TAF13
TMT1B,TMT1B
GLRB,GLRB
CDH10,CDH10
RNF24,RNF24
GADD45G,GADD45G
VAPB,VAPB
CIDEB,CIDEB
WFDC2,WFDC2
G3BP2,G3BP2
SYT4,SYT4
RAB19,RAB19
ANGPT1,ANGPT1
NDUFA1,NDUFA1
CSDC2,CSDC2
CNEP1R1,CNEP1R1
SNRPD2,SNRPD2
FAP,FAP
RBM4B,RBM4B
ESRRG,ESRRG
TNNT3,TNNT3
FMOD,FMOD
VAMP2,VAMP2
ZNF189,ZNF189
MDK,MDK
RAB22A,RAB22A
SPIN1,SPIN1
CPLX3,CPLX3
DERL1,DERL1
CD40LG,CD40LG
RRAGB,RRAGB
ENTPD4,ENTPD4
SRSF5,SRSF5
TTC9B,TTC9B
UQCR10,UQCR10
CBLN4,CBLN4
PROK1,PROK1
SFRP2,SFRP2
YWHAB,YWHAB
SPPL2A,SPPL2A
ELOVL5,ELOVL5
BCL6,BCL6
STXBP3,STXBP3
STXBP6,STXBP6
AKIRIN2,AKIRIN2
GNG13,GNG13
BCL11A,BCL11A
SPCS3,SPCS3
NCK2,NCK2
CTDNEP1,CTDNEP1
OXLD1,OXLD1
RALGPS1,RALGPS1
CWC15,CWC15
STN1,STN1
EHD3,EHD3
DNAJC3,DNAJC3
SF3B6,SF3B6
INIP,INIP
NAA20,NAA20
YIPF6,YIPF6
RAD21,RAD21
MMD,MMD
TMEM263,TMEM263
WWTR1,WWTR1
HOXC9,HOXC9
PROKR1,PROKR1
RBIS,RBIS
CTLA4,CTLA4
LMO1,LMO1
TUSC3,TUSC3
FGF1,FGF1
FOSL1,FOSL1
EXOC1L,EXOC1L
CPLX2,CPLX2
VGLL4,VGLL4
GPM6B,GPM6B
AP3M1,AP3M1
FOSB,FOSB
GPAT4,GPAT4
C6orf62,C6orf62
DNAJB5,DNAJB5
HSPA5,HSPA5
CNRIP1,CNRIP1
SCN8A,SCN8A
AMMECR1L,AMMECR1L
ID3,ID3
CHMP5,CHMP5
SMAD5,SMAD5
NCALD,NCALD
SOCS2,SOCS2
CIBAR1,CIBAR1
WDR82,WDR82
STARD3NL,STARD3NL
SPRED1,SPRED1
WNT2,WNT2
MGAT4C,MGAT4C
ELAVL4,ELAVL4
COPS5,COPS5
TGFB1,TGFB1
CPLX1,CPLX1
GNB2,GNB2
MRAS,MRAS
TMEM182,TMEM182
ASF1A,ASF1A
LLPH,LLPH
CRYAA,CRYAA
NLK,NLK
CAB39,CAB39
WFDC9,WFDC9
DMC1,DMC1
DEF6,DEF6
PMM1,PMM1
DYNC1I2,DYNC1I2
PSMC5,PSMC5
ZNF367,ZNF367
CPNE9,CPNE9
PRKG2,PRKG2
IL7,IL7
GTF2E2,GTF2E2
BAD,BAD
PCBP2,PCBP2
OSTF1,OSTF1
JPT2,JPT2
WASL,WASL
KCNIP2,KCNIP2
S100A3,S100A3
STRIT1,STRIT1
MYL11,MYL11
FAM78B,FAM78B
PIP4K2B,PIP4K2B
ATP5ME,ATP5ME
NCBP1,NCBP1
ZDHHC6,ZDHHC6
GSX1,GSX1
IDH2,IDH2
GNAZ,GNAZ
GOT1,GOT1
FAM107A,FAM107A
TNPO3,TNPO3
ZDHHC22,ZDHHC22
KEAP1,KEAP1
ST8SIA4,ST8SIA4
STAG2,STAG2
MRPS21,MRPS21
TERF2IP,TERF2IP
RPL27,RPL27
USF1,USF1
METTL3,METTL3
INSL4,INSL4
SMU1,SMU1
STMP1,STMP1
RCBTB2,RCBTB2
FDPS,FDPS
DEPTOR,DEPTOR
AP1G1,AP1G1
RNF214,RNF214
DGAT2,DGAT2
MAL,MAL
RASL10A,RASL10A
RPE65,RPE65
RUNDC3B,RUNDC3B
POLR1D,POLR1D
SLC50A1,SLC50A1
ARL4C,ARL4C
BOD1,BOD1
CYLD,CYLD
FABP3,FABP3
MTURN,MTURN
PRDX6,PRDX6
SNRPA1,SNRPA1
PRKD3,PRKD3
RBBP5,RBBP5
DESI1,DESI1
MYH3,MYH3
C19orf53,C19orf53
DCAF7,DCAF7
C4orf36,C4orf36
RIC8B,RIC8B
MAPRE2,MAPRE2
RPS27A,RPS27A
RGS13,RGS13
FBXO21,FBXO21
OLFM3,OLFM3
CYB5D1,CYB5D1
ZIC3,ZIC3
EBF1,EBF1
CCNC,CCNC
LHFPL5,LHFPL5
KHDRBS2,KHDRBS2
SAT1,SAT1
ILRUN,ILRUN
MAT2A,MAT2A
SLC18A2,SLC18A2
SDHB,SDHB
PPM1G,PPM1G
CRYGD,CRYGD
LINGO1,LINGO1
GNG11,GNG11
ATP6V1A,ATP6V1A
LYRM7,LYRM7
TIMM8A,TIMM8A
SYF2,SYF2
MOB2,MOB2
CNPY2,CNPY2
S100P,S100P
THOC5,THOC5
RHBDL2,RHBDL2
MT4,MT4
UBE2E2,UBE2E2
HES5,HES5
RHO,RHO
POLR2C,POLR2C
LYPD1,LYPD1
GTF2F2,GTF2F2
MPC2,MPC2
POU5F1,POU5F1
RAB10,RAB10
SLC7A8,SLC7A8
WFDC10A,WFDC10A
RBFOX3,RBFOX3
AGO3,AGO3
NOS1AP,NOS1AP
RAB3C,RAB3C
PRKAA2,PRKAA2
DDX46,DDX46
NDRG1,NDRG1
MFN2,MFN2
TUBG2,TUBG2
LEPROT,LEPROT
DHRS3,DHRS3
TMTC3,TMTC3
PPM1A,PPM1A
CHRNB2,CHRNB2
CDK1,CDK1
TXNL4B,TXNL4B
NR4A2,NR4A2
RBM3,RBM3
JAKMIP2,JAKMIP2
FAM168B,FAM168B
DR1,DR1
LMX1A,LMX1A
NKAIN3,NKAIN3
BAMBI,BAMBI
AGPAT1,AGPAT1
COMMD8,COMMD8
LAP3,LAP3
PSIP1,PSIP1
CDK4,CDK4
PLGRKT,PLGRKT
CACNG5,CACNG5
RGS7,RGS7
LUC7L,LUC7L
PANK3,PANK3
NEGR1,NEGR1
CHP2,CHP2
MGAT4A,MGAT4A
LEAP2,LEAP2
TGFB3,TGFB3
CNIH2,CNIH2
FTH1,FTH1
PSMA4,PSMA4
DHRS7C,DHRS7C
KCNK9,KCNK9
GCM1,GCM1
TMEM9B,TMEM9B
MLANA,MLANA
ZNF136,ZNF136
KIF3A,KIF3A
CMTR1,CMTR1
STOML2,STOML2
FABP4,FABP4
RCN1,RCN1
HCRTR1,HCRTR1
GABRA2,GABRA2
CXCR5,CXCR5
ABCD3,ABCD3
MPP1,MPP1
TFAP2A,TFAP2A
RPL22,RPL22
RUVBL2,RUVBL2
PSMB2,PSMB2
ARCN1,ARCN1
BAK1,BAK1
TMBIM4,TMBIM4
EBPL,EBPL
TSPAN18,TSPAN18
EIF3D,EIF3D
EDC3,EDC3
NUDT3,NUDT3
SMAD9,SMAD9
FAM167B,FAM167B
ACTG1,ACTG1
HMGN3,HMGN3
GNG12,GNG12
TMEM35A,TMEM35A
MRPS16,MRPS16
PITPNB,PITPNB
UQCC5,UQCC5
ERCC3,ERCC3
ATG16L1,ATG16L1
FBXO44,FBXO44
KLHL42,KLHL42
BABAM2,BABAM2
CD28,CD28
FOXN3,FOXN3
KCNJ13,KCNJ13
API5,API5
WBP2,WBP2
TUBA4A,TUBA4A
PPIA,PPIA
STK17B,STK17B
ERG28,ERG28
SF3A3,SF3A3
CSTF2,CSTF2
LMO4,LMO4
ZMAT5,ZMAT5
SH3GL2,SH3GL2
SLC39A8,SLC39A8
LYPLA2,LYPLA2
CLDN7,CLDN7
EDIL3,EDIL3
GLRA3,GLRA3
SEC61A2,SEC61A2
RNF5,RNF5
ZNF821,ZNF821
ACOT8,ACOT8
TMEM101,TMEM101
VTI1A,VTI1A
COPZ1,COPZ1
PSMC3,PSMC3
RPL5,RPL5
LRRC8C,LRRC8C
CETN2,CETN2
RBP5,RBP5
MAGT1,MAGT1
ATP5MC3,ATP5MC3
EAF1,EAF1
MOV10,MOV10
ATP1B2,ATP1B2
CHAD,CHAD
RNF181,RNF181
SELENOT,SELENOT
PET117,PET117
TPT1,TPT1
MPV17L2,MPV17L2
STUB1,STUB1
BZW2,BZW2
MAGOH,MAGOH
LSM5,LSM5
MFAP1,MFAP1
RBP4,RBP4
FAM240A,FAM240A
GMPR,GMPR
BARHL1,BARHL1
AKT3,AKT3
IFT56,IFT56
PNO1,PNO1
OTX2,OTX2
KDM1A,KDM1A
BATF,BATF
ZNF668,ZNF668
POMGNT1,POMGNT1
CHMP2A,CHMP2A
SNRPD3,SNRPD3
USP5,USP5
CLIC2,CLIC2
CIAO2A,CIAO2A
RNF4,RNF4
DCUN1D5,DCUN1D5
PIK3AP1,PIK3AP1
BTLA,BTLA
KCNJ8,KCNJ8
TSPAN15,TSPAN15
RAB14,RAB14
PTDSS1,PTDSS1
RAB11A,RAB11A
BANF1,BANF1
LIX1L,LIX1L
QKI,QKI
HNRNPLL,HNRNPLL
LRRC41,LRRC41
PROX1,PROX1
TLX2,TLX2
SUV39H1,SUV39H1
INA,INA
RASL10B,RASL10B
SERP1,SERP1
CERS2,CERS2
GSK3B,GSK3B
TFCP2L1,TFCP2L1
GADD45A,GADD45A
DNASE1L1,DNASE1L1
RPS6KA1,RPS6KA1
GLS,GLS
VSNL1,VSNL1
LYNX1,LYNX1
TNNC1,TNNC1
DOK6,DOK6
SPINK7,SPINK7
MED10,MED10
BAG2,BAG2
PRR16,PRR16
GABARAPL2,GABARAPL2
TAGLN,TAGLN
TMEM106B,TMEM106B
MARCKSL1,MARCKSL1
ZNF330,ZNF330
S100A4,S100A4
ISOC1,ISOC1
EIF4EBP2,EIF4EBP2
LAMTOR2,LAMTOR2
NDUFB3,NDUFB3
RAB8B,RAB8B
VWC2,VWC2
MORN4,MORN4
DNAL4,DNAL4
HYAL2,HYAL2
NPHS2,NPHS2
CDC42,CDC42
MDFIC2,MDFIC2
SMIM13,SMIM13
NUCB2,NUCB2
OAZ1,OAZ1
CHD4,CHD4
BIN3,BIN3
SUDS3,SUDS3
AZIN1,AZIN1
PLK2,PLK2
SPON2,SPON2
CLDN18,CLDN18
RPS11,RPS11
MRPS33,MRPS33
FCF1,FCF1
TIMM10B,TIMM10B
FGF18,FGF18
ADAT2,ADAT2
SRC,SRC
TMEM33,TMEM33
PRKCE,PRKCE
FGF8,FGF8
RNF166,RNF166
CHTOP,CHTOP
ATAD1,ATAD1
GPR139,GPR139
CHST3,CHST3
HSPBP1,HSPBP1
MRPL33,MRPL33
YIPF4,YIPF4
RPRD1B,RPRD1B
IKZF1,IKZF1
GLRX,GLRX
FAXC,FAXC
RBM25,RBM25
DDB1,DDB1
CALY,CALY
NFKBIA,NFKBIA
PSMD13,PSMD13
SIRT6,SIRT6
PSAT1,PSAT1
STC1,STC1
CNOT6,CNOT6
LMBRD2,LMBRD2
CCNG1,CCNG1
TXN,TXN
COA6,COA6
MXD1,MXD1
FAF1,FAF1
PTPN9,PTPN9
VPS26C,VPS26C
TMED5,TMED5
GABPA,GABPA
LIF,LIF
TRIM44,TRIM44
HNF4G,HNF4G
LRRC14,LRRC14
CSTF1,CSTF1
GOLT1B,GOLT1B
MAPDA,ADAL
SF3A2,SF3A2
OTOS,OTOS
SPX,SPX
PPP1R14A,PPP1R14A
VWC2L,VWC2L
BUD31,BUD31
PARVA,PARVA
MTPN,MTPN
SH2D1A,SH2D1A
VOPP1,VOPP1
GSC,GSC
WNT8B,WNT8B
YES1,YES1
IFITM1,IFITM1
ISG20,ISG20
PNOC,PNOC
COPS8,COPS8
PAFAH1B1,PAFAH1B1
TADA2A,TADA2A
HMGN2,HMGN2
CRCP,CRCP
MED21,MED21
CAMK2N2,CAMK2N2
SNRPN,SNRPN
ZDHHC9,ZDHHC9
TXNDC9,TXNDC9
HNF1A,HNF1A
GSKIP,GSKIP
HS2ST1,HS2ST1
THY1,THY1
TBPL1,TBPL1
TIMM13,TIMM13
ANKRA2,ANKRA2
LHFPL3,LHFPL3
PFDN1,PFDN1
MRPS25,MRPS25
IK,IK
C9orf78,C9orf78
MED18,MED18
IGFBP7,IGFBP7
HPCA,HPCA
DUSP3,DUSP3
SS18L2,SS18L2
HINT1,HINT1
CNN3,CNN3
SKA1,SKA1
PHB1,PHB1
WDR45B,WDR45B
FKBP3,FKBP3
GFRA1,GFRA1
ARMC8,ARMC8
SLC7A6,SLC7A6
FGFR1OP2,FGFR1OP2
CENPK,CENPK
MAPK1IP1L,MAPK1IP1L
CHN2,CHN2
UBLCP1,UBLCP1
FHL3,FHL3
CXCL14,CXCL14
PIGF,PIGF
TMEM160,TMEM160
ATG101,ATG101
SRP9,SRP9
NMNAT2,NMNAT2
GABRB1,GABRB1
TAX1BP3,TAX1BP3
ATP5F1C,ATP5F1C
CELF6,CELF6
RIMKLA,RIMKLA
SNAP25,SNAP25
CXorf38,CXorf38
SHFL,SHFL
KCNC2,KCNC2
KRTAP22-2,KRTAP22-2
GABRB2,GABRB2
TSPO2,TSPO2
DCTN4,DCTN4
WSB2,WSB2
RAB28,RAB28
PHB2,PHB2
PRADC1,PRADC1
SAMD13,SAMD13
CAMK2N1,CAMK2N1
UBE2K,UBE2K
FAM210A,FAM210A
KIF4A,KIF4A
PUM1,PUM1
SAPCD1,SAPCD1
CCND2,CCND2
ZNF32,ZNF32
NUF2,NUF2
LRRC57,LRRC57
ANKRD1,ANKRD1
GALE,GALE
KLF15,KLF15
ABCF3,ABCF3
SPSB1,SPSB1
SINHCAF,SINHCAF
PAIP2B,PAIP2B
KCNJ5,KCNJ5
SCGB3A2,SCGB3A2
CA11,CA11
SNIP1,SNIP1
PPP3CA,PPP3CA
HOXB13,HOXB13
IP6K1,IP6K1
DEPDC1B,DEPDC1B
PRRG1,PRRG1
IMPDH2,IMPDH
C22orf23,C22orf23
GSX2,GSX2
NDUFB5,NDUFB5
TUBA1A,TUBA1A
LDHAL6A,LDHAL6A
CYRIB,CYRIB
ARRB1,ARRB1
TNFAIP6,TNFAIP6
TRAPPC1,TRAPPC1
DSTN,DSTN
CIB4,CIB4
ZNF148,ZNF148
NAA35,NAA35
ATP6V1C1,ATP6V1C1
TSPAN31,TSPAN31
DLX2,DLX2
RPL13A,RPL13A
KCNJ9,KCNJ9
SLC16A13,SLC16A13
BET1,BET1
ZBTB25,ZBTB25
LRRTM3,LRRTM3
TOX2,TOX2
PRPF38A,PRPF38A
UGCG,UGCG
SLC35A1,SLC35A1
EMP3,EMP3
PSMA3,PSMA3
DLGAP1,DLGAP1
TCF21,TCF21
PPP2CB,PPP2CB
CRLF3,CRLF3
MED28,MED28
PITX3,PITX3
PPY,PPY
DPT,DPT
KLF7,KLF7
ATP6V1G1,ATP6V1G1
LRRC8A,LRRC8A
NR1H2,NR1H2
FKBP7,FKBP7
GAS2,GAS2
PSMD14,PSMD14
HERC3,HERC3
CALN1,CALN1
KBTBD6,KBTBD6
SRGAP3,SRGAP3
GAPDH,GAPDH
DCTN5,DCTN5
EBF2,EBF2
ACAP1,ACAP1
CCDC6,CCDC6
CERS6,CERS6
NAB2,NAB2
PRPF38B,PRPF38B
ANKRD13C,ANKRD13C
CACNB4,CACNB4
TEX30,TEX30
PRMT8,PRMT8
HS6ST1,HS6ST1
LDB1,LDB1
DCUN1D3,DCUN1D3
DENR,DENR
MACROD1,MACROD1
LRRC7,LRRC7
MARCHF5,MARCHF5
MSL2,MSL2
BRINP3,BRINP3
YWHAZ,YWHAZ
ANAPC13,ANAPC13
MRPL35,MRPL35
TOMM40L,TOMM40L
TMED2,TMED2
UBXN7,UBXN7
SMG9,SMG9
SLC7A7,SLC7A7
TMEM170B,TMEM170B
FAM81A,FAM81A
CTDSP1,CTDSP1
EMC4,EMC4
ZNHIT1,ZNHIT1
CXCL1,CXCL1
S100A13,S100A13
ADI1,ADI1
CRHBP,CRHBP
CPEB4,CPEB4
IFFO2,IFFO2
GLO1,GLO1
CXCL11,CXCL11
HSPB8,HSPB8
SMIM35,SMIM35
SARNP,SARNP
CYTIP,CYTIP
CTDSP2,CTDSP2
PEX3,PEX3
RAB5C,RAB5C
WNT10B,WNT10B
LHFPL4,LHFPL4
FAM76B,FAM76B
CPNE5,CPNE5
PIP4K2C,PIP4K2C
PRKAR1B,PRKAR1B
MAP2K2,MAP2K2
TUSC2,TUSC2
ATP5PD,ATP5PD
NCK1,NCK1
MBNL1,MBNL1
SNX27,SNX27
CA12,CA12
NOL4,NOL4
ACHE,ACHE
SLC23A2,SLC23A2
PVALB,PVALB
TRIM62,TRIM62
PLEKHA3,PLEKHA3
PAPOLA,PAPOLA
KIFAP3,KIFAP3
RNF220,RNF220
PGGT1B,PGGT1B
MCTS1,MCTS1
PRCD,PRCD
CSNK1D,CSNK1D
HSPH1,HSPH1
CCDC3,CCDC3
ZBTB37,ZBTB37
PLPPR1,PLPPR1
CYP26B1,CYP26B1
SIGMAR1,SIGMAR1
GFPT1,GFPT1
PEDS1,PEDS1
IPO13,IPO13
CDC42SE2,CDC42SE2
SIM2,SIM2
ARL8A,ARL8A
LGALSL,LGALSL
IL26,IL26
RBM8A,RBM8A
TMED1,TMED1
ZMAT2,ZMAT2
SF3B4,SF3B4
POLR1C,POLR1C
TSR2,TSR2
CBR1,CBR1
