human gene name,mice gene name
LMX1B,Lmx1b
LHFPL4,Lhfpl4
ATP6V1D,Atp6v1d
RNF182,Rnf182
HSPA9,Hspa9
NSG1,Nsg1
USP12,Usp12
LPAR4,Lpar4
FZR1,Fzr1
ANKH,Ank
RPL35,Rpl35
PROX1,Prox1
CDK5R1,Cdk5r1
FAM76A,Fam76a
FBXL7,Fbxl7
GNPNAT1,Gnpnat1
USP5,Usp5
VEZF1,Vezf1
PRDM12,Prdm12
MLX,Mlx
ADGRB3,Adgrb3
RBM14,Rbm14
HOXB8,Hoxb8
ZDHHC9,Zdhhc9
ARL3,Arl3
OLFM1,Olfm1
KCNJ8,Kcnj8
OLIG3,Olig3
ENSA,Ensa
PITX3,Pitx3
HOXA9,Hoxa9
CLIC1,Clic1
G3BP2,G3bp2
PPIE,Ppie
ABI1,Abi1
RGS8,Rgs8
AKT1,Akt1
TRAPPC3,Trappc3
BTK,Btk
ZNF362,Zfp362
MLLT3,Mllt3
SPTBN1,Sptbn1
KHSRP,Khsrp
VAT1L,Vat1l
AP3M2,Ap3m2
GAN,Gan
ANO4,Ano4
DNAJB11,Dnajb11
MYH10,Myh10
SLC25A5,Slc25a5
ATP6V1F,Atp6v1f
SRSF7,Srsf7
TMEM178A,Tmem178
PPARG,Pparg
RAB33A,Rab33a
ATP2B2,Atp2b2
DOK4,Dok4
PUF60,Puf60
GNAI2,Gnai2
GNAZ,Gnaz
DCAF1,Dcaf1
NAPA,Napa
GNAI3,Gnai3
PRPF6,Prpf6
FLNC,Flnc
SGF29,Sgf29
POU4F2,Pou4f2
FXR2,Fxr2
COPB2,Copb2
CHD4,Chd4
SESTD1,Sestd1
GBX2,Gbx2
TUSC3,Tusc3
KIF5C,Kif5c
TUBGCP4,Tubgcp4
RXRG,Rxrg
MCRS1,Mcrs1
RARA,Rara
IPO5,Ipo5
SNX5,Snx5
NLGN2,Nlgn2
STX1A,Stx1a
PGAP4,Pgap4
UCHL3,Uchl3
RORB,Rorb
DOCK4,Dock4
KAT8,Kat8
TRIB2,Trib2
WDFY2,Wdfy2
NRXN2,Nrxn2
FLOT1,Flot1
ISY1,Isy1
WDR20,Wdr20
CCNY,Ccny
PALS2,Pals2
FERMT2,Fermt2
EI24,Ei24
PPP2R3C,Ppp2r3c
VDAC3,Vdac3
SF3A1,Sf3a1
UBR5,Ubr5
ANAPC7,Anapc7
FAM50A,Fam50a
ARMC1,Armc1
SRGAP2,Srgap2
ESRRA,Esrra
SCAMP1,Scamp1
UGCG,Ugcg
ZNF423,Zfp423
NEUROD6,Neurod6
BECN1,Becn1
ACVR1B,Acvr1b
DUSP7,Dusp7
NCDN,Ncdn
HNRNPL,Hnrnpl
NAP1L1,Nap1l1
BMPR1B,Bmpr1b
PDHA1,Pdha1
GFOD1,Gfod1
CGGBP1,Cggbp1
KCNJ4,Kcnj4
VPS52,Vps52
MTCH1,Mtch1
NFIX,Nfix
FZD3,Fzd3
TMEM63B,Tmem63b
ATP2B3,Atp2b3
MYH3,Myh3
PPIL1,Ppil1
PCDH17,Pcdh17
METAP1,Metap1
SNRNP40,Snrnp40
TIMP2,Timp2
MIR199B,Mir199b
PBRM1,Pbrm1
SLC12A6,Slc12a6
TRAPPC4,Trappc4
LHFPL5,Lhfpl5
GABPB1,Gabpb1
MIOS,Mios
GPM6B,Gpm6b
SMARCA4,Smarca4
EEF1G,Eef1g
NKX2-2,Nkx2-2
PPM1A,Ppm1a
ATP6V1C1,Atp6v1c1
RNF121,Rnf121
CACNG4,Cacng4
APPL1,Appl1
DUSP6,Dusp6
DNM2,Dnm2
RSL24D1,Rsl24d1
MPPED1,Mpped1
GNA12,Gna12
SCN1A,Scn1a
LRRTM2,Lrrtm2
EIF4E,Eif4e
NRXN3,Nrxn3
PIP4K2A,Pip4k2a
MOB3B,Mob3b
TRPC7,Trpc7
RAB5A,Rab5a
TLE3,Tle3
ID4,Id4
PPIL3,Ppil3
EAF1,Eaf1
SIX2,Six2
GJD2,Gjd2
C9orf72,C9orf72
AKT2,Akt2
DOCK3,Dock3
CORO2B,Coro2b
SMAD7,Smad7
NSF,Nsf
ZYG11B,Zyg11b
PTPRD,Ptprd
CDC42SE1,Cdc42se1
SMARCD2,Smarcd2
SOX2,Sox2
UBLCP1,Ublcp1
KCNS2,Kcns2
ATP8A1,Atp8a1
COPS7B,Cops7b
RPL13,Rpl13
PITHD1,Pithd1
PCYT1B,Pcyt1b
ASIC1,Asic1
GABRB1,Gabrb1
TMEM50B,Tmem50b
PSMA1,Psma1
EPHA7,Epha7
CALU,Calu
ACLY,Acly
SUPT6H,Supt6
PTCHD1,Ptchd1
UCK2,Uck2
PRKRA,Prkra
SCN2A,Scn2a
OSR2,Osr2
PLN,Pln
MAFK,Mafk
NCBP2,Ncbp2
STK26,Stk26
NAPG,Napg
KCNH5,Kcnh5
CACNA2D3,Cacna2d3
PPFIA3,Ppfia3
SNX2,Snx2
KCNAB2,Kcnab2
HNRNPF,Hnrnpf
ARIH2,Arih2
JKAMP,Jkamp
MED27,Med27
PCGF1,Pcgf1
PIAS2,Pias2
LIN7B,Lin7b
ARRDC3,Arrdc3
TLNRD1,Tlnrd1
SNRNP27,Snrnp27
KLHL32,Klhl32
FAR1,Far1
GMPPB,Gmppb
ATP6V1A,Atp6v1a
TMEM101,Tmem101
GNA11,Gna11
DVL3,Dvl3
TENM3,Tenm3
TLK1,Tlk1
NEUROD2,Neurod2
XPO1,Xpo1
DDA1,Dda1
DOK5,Dok5
SNRPA1,Snrpa1
POLR3H,Polr3h
RBM5,Rbm5
TSPAN12,Tspan12
DNM1,Dnm1
PCDHGC4,Pcdhgc4
BRSK2,Brsk2
NME2,Nme2
CDK2AP2,Cdk2ap2
MMP16,Mmp16
GNAO1,Gnao1
ABLIM3,Ablim3
ACTN1,Actn1
GLRA1,Glra1
ATP4A,Atp4a
CSNK1G3,Csnk1g3
LRP6,Lrp6
PDS5A,Pds5a
SPTAN1,Sptan1
RAB9B,Rab9b
KLHL18,Klhl18
PRKACA,Prkaca
FAM118B,Fam118b
PIAS1,Pias1
PDE6D,Pde6d
KDM1A,Kdm1a
SIAH2,Siah2
SLC6A1,Slc6a1
ATP9A,Atp9a
KIF3B,Kif3b
GTF2F2,Gtf2f2
UXS1,Uxs1
MAP2K4,Map2k4
CHMP1B,Chmp1b
LRP1,Lrp1
GDI1,Gdi1
DOCK7,Dock7
POLR3A,Polr3a
DPY30,Dpy30
FCF1,Fcf1
GMPS,Gmps
USF2,Usf2
CPNE5,Cpne5
NCBP1,Ncbp1
ATG9A,Atg9a
RNF24,Rnf24
PIK3C3,Pik3c3
STRIP1,Strip1
SRSF9,Srsf9
DIP2B,Dip2b
DMAP1,Dmap1
INTS14,Ints14
SIX6,Six6
SFRP2,Sfrp2
MARCHF6,Marchf6
FST,Fst
PRKCE,Prkce
CNOT4,Cnot4
CDH7,Cdh7
SIN3A,Sin3a
EIF6,Eif6
LHX6,Lhx6
PRMT5,Prmt5
GRIN1,Grin1
XPO6,Xpo6
CPSF2,Cpsf2
MOB1B,Mob1b
SLC41A1,Slc41a1
HDLBP,Hdlbp
MORN4,Morn4
PSMD6,Psmd6
TP63,Trp63
IMP4,Imp4
CSRP3,Csrp3
KCTD10,Kctd10
BMPR1A,Bmpr1a
KBTBD4,Kbtbd4
NXN,Nxn
EZH2,Ezh2
CCDC47,Ccdc47
PPME1,Ppme1
ZCCHC24,Zcchc24
STX3,Stx3
ERI3,Eri3
ZDHHC15,Zdhhc15
GATA2,Gata2
MED21,Med21
DYNLRB2,Dynlrb2
SEC11C,Sec11c
IGLON5,Iglon5
ASTN1,Astn1
DLX3,Dlx3
GRIK4,Grik4
PBX2,Pbx2
UBTF,Ubtf
CBX5,Cbx5
USP22,Usp22
MAP2K6,Map2k6
LDHB,Ldhb
ETV1,Etv1
CAPZA2,Capza2
ZDHHC5,Zdhhc5
ST8SIA3,St8sia3
FIGN,Fign
TRIM46,Trim46
SYT7,Syt7
GMFB,Gmfb
MYO1B,Myo1b
SULT4A1,Sult4a1
SLCO3A1,Slco3a1
RIMS3,Rims3
CDC5L,Cdc5l
RNF220,Rnf220
GAPVD1,Gapvd1
AIDA,Aida
UGDH,Ugdh
PRADC1,Pradc1
STUM,Stum
DPYSL5,Dpysl5
ST8SIA2,St8sia2
NIPA1,Nipa1
TNNI1,Tnni1
CLVS2,Clvs2
BARHL1,Barhl1
MEOX2,Meox2
BMAL1,Bmal1
ERG28,Erg28
BCL2L1,Bcl2l1
MLST8,Mlst8
GLUD1,Glud1
GRIA1,Gria1
PCDH7,Pcdh7
CPNE6,Cpne6
GFPT1,Gfpt1
ASB13,Asb13
PGK1,Pgk1
MIEF1,Mief1
VPS29,Vps29
SET,Set
CNNM2,Cnnm2
GREM1,Grem1
PRKAA2,Prkaa2
RTF1,Rtf1
PFKM,Pfkm
KLHL17,Klhl17
MIR377,Mir377
PI4KB,Pi4kb
KIF5A,Kif5a
JAGN1,Jagn1
ANKRD46,Ankrd46
WDFY1,Wdfy1
ZMIZ1,Zmiz1
OTUD5,Otud5
SPSB4,Spsb4
GFPT2,Gfpt2
CTPS1,Ctps1
ARHGAP35,Arhgap35
PPP5C,Ppp5c
SNAPIN,Snapin
H3-4,H3f4
TMEM203,Tmem203
HECTD3,Hectd3
KIFAP3,Kifap3
GABRA2,Gabra2
KLHL7,Klhl7
KIF2A,Kif2a
BRINP3,Brinp3
LRRC4,Lrrc4
TMEM198,Tmem198
NHLH2,Nhlh2
RNF5,Rnf5
HOXA5,Hoxa5
WDR45,Wdr45
NIP7,Nip7
ASIC4,Asic4
ST8SIA4,St8sia4
HOOK3,Hook3
ATL2,Atl2
KPNA1,Kpna1
HOXB6,Hoxb6
MAP2K5,Map2k5
JMJD6,Jmjd6
ZFR,Zfr
TSSK3,Tssk3
ARL4C,Arl4c
HUWE1,Huwe1
CPSF7,Cpsf7
STT3B,Stt3b
PLXNA4,Plxna4
RGS6,Rgs6
ARPC3,Arpc3
TIMM9,Timm9
FAF2,Faf2
LARGE1,Large1
UBXN7,Ubxn7
PAQR3,Paqr3
DENND5A,Dennd5a
SYT1,Syt1
FAU,Fau
LSM1,Lsm1
OSR1,Osr1
SYT2,Syt2
RANBP10,Ranbp10
RNF20,Rnf20
PKM,Pkm
KLHDC8B,Klhdc8b
SINHCAF,Sinhcaf
PPP2R5A,Ppp2r5a
ZDHHC21,Zdhhc21
TRIM23,Trim23
NDST1,Ndst1
SPG21,Spg21
SNN,Snn
TOMM40L,Tomm40l
TMEM170B,Tmem170b
MIRLET7G,Mirlet7g
CNN3,Cnn3
CEP76,Cep76
PCGF3,Pcgf3
DDX6,Ddx6
CRYAB,Cryab
STRAP,Strap
MYO1D,Myo1d
RMND5B,Rmnd5b
MTURN,Mturn
MED31,Med31
RAB4A,Rab4a
ZBTB20,Zbtb20
PSPC1,Pspc1
CTR9,Ctr9
HOXC11,Hoxc11
DCUN1D3,Dcun1d3
CAMK2G,Camk2g
MBTD1,Mbtd1
ENO3,Eno3
LINGO2,Lingo2
SCAI,Scai
TMEM240,Tmem240
HIPK1,Hipk1
MOB3C,Mob3c
RAF1,Raf1
CLCN4,Clcn4
TEF,Tef
RASD1,Rasd1
DNM3,Dnm3
NEK7,Nek7
FAM199X,Fam199x
NUP93,Nup93
COP1,Cop1
PSMD7,Psmd7
SAP18,Sap18
DIPK2A,Dipk2a
MIR323A,Mir323
ZMYND11,Zmynd11
SCN3B,Scn3b
SSRP1,Ssrp1
SMARCA5,Smarca5
WNT6,Wnt6
ENOX1,Enox1
KBTBD8,Kbtbd8
SMG1,Smg1
EZH1,Ezh1
TLE1,Tle1
CAMK1D,Camk1d
KAT2A,Kat2a
ALDOC,Aldoc
PRKCH,Prkch
USP15,Usp15
DHX8,Dhx8
VPS33A,Vps33a
DHX30,Dhx30
PUM2,Pum2
CHN2,Chn2
SUPT5H,Supt5
CPNE8,Cpne8
MPP2,Mpp2
IRF6,Irf6
PDE4D,Pde4d
CNN1,Cnn1
PSKH1,Pskh1
PTPRK,Ptprk
TRIM8,Trim8
ANXA2,Anxa2
FAM76B,Fam76b
MTF2,Mtf2
TFAP4,Tfap4
UBL7,Ubl7
STK38L,Stk38l
RAB18,Rab18
HLF,Hlf
SUFU,Sufu
C12orf57,Grcc10
GMPPA,Gmppa
PTN,Ptn
H2BC3,H2bc3
GRID2,Grid2
TRPC4AP,Trpc4ap
NEUROD1,Neurod1
KLHL3,Klhl3
DERL1,Derl1
ZNF148,Zfp148
MARK4,Mark4
HNRNPM,Hnrnpm
RRM1,Rrm1
MTREX,Mtrex
NKAIN2,Nkain2
RHOBTB2,Rhobtb2
NRBP1,Nrbp1
TIMM8B,Timm8b
PLEKHF2,Plekhf2
CRHR1,Crhr1
RARG,Rarg
COPG2,Copg2
KIF3A,Kif3a
PSMD12,Psmd12
GPAT4,Gpat4
LDB2,Ldb2
RHBDL1,Rhbdl1
SFN,Sfn
CDK16,Cdk16
LAMTOR3,Lamtor3
KCTD7,Kctd7
MARK2,Mark2
SP4,Sp4
TGFB3,Tgfb3
TMEM33,Tmem33
CCT2,Cct2
DDX1,Ddx1
KCTD1,Kctd1
SLC6A7,Slc6a7
BMP7,Bmp7
IER3IP1,Ier3ip1
TUBG2,Tubg2
GSK3B,Gsk3b
CNOT6L,Cnot6l
PSMD3,Psmd3
SBNO1,Sbno1
SLITRK1,Slitrk1
HSPD1,Hspd1
SYT9,Syt9
VPS11,Vps11
GPS2,Gps2
YIPF4,Yipf4
EFR3B,Efr3b
DES,Des
THOC7,Thoc7
CIAO2B,Ciao2b
PDK2,Pdk2
IDH3A,Idh3a
PFDN1,Pfdn1
RNF152,Rnf152
TBX20,Tbx20
KCNT2,Kcnt2
CTNNBIP1,Ctnnbip1
PGM5,Pgm5
STUB1,Stub1
SLC25A28,Slc25a28
KCTD15,Kctd15
ENY2,Eny2
TM9SF1,Tm9sf1
PHOX2A,Phox2a
MYH7,Myh7
PCBP4,Pcbp4
CSMD3,Csmd3
PTPRT,Ptprt
RABGAP1,Rabgap1
ATF7,Atf7
ABTB3,Abtb3
RCOR2,Rcor2
HES1,Hes1
LRRTM3,Lrrtm3
PACS1,Pacs1
TBC1D13,Tbc1d13
ERCC2,Ercc2
HMGB3,Hmgb3
ERLIN2,Erlin2
DDX19A,Ddx19a
LEF1,Lef1
SP5,Sp5
KIAA1958,E130308A19Rik
ZNF521,Zfp521
DYNC1I2,Dync1i2
SSNA1,Ssna1
FBXL19,Fbxl19
GRM2,Grm2
HS2ST1,Hs2st1
PAX8,Pax8
TNKS,Tnks
ATP5F1A,Atp5f1a
CORO1C,Coro1c
TRAPPC6B,Trappc6b
MIR409,Mir409
CTNND1,Ctnnd1
HPSE2,Hpse2
VASH2,Vash2
ACTN4,Actn4
EVI5L,Evi5l
THOC2,Thoc2
WNT11,Wnt11
ELOB,Elob
TMEM243,Tmem243
SLITRK2,Slitrk2
TRIM2,Trim2
ATG3,Atg3
CHMP1A,Chmp1a
GRM7,Grm7
EIF5,Eif5
PFKFB4,Pfkfb4
CAMK2N1,Camk2n1
SYS1,Sys1
TMEM151A,Tmem151a
MED11,Med11
USP24,Usp24
MIR340,Mir340
DHX40,Dhx40
KIF1A,Kif1a
VIM,Vim
LAPTM4A,Laptm4a
GDAP1L1,Gdap1l1
SLC17A6,Slc17a6
RAB22A,Rab22a
STIP1,Stip1
PAX7,Pax7
MIR874,Mir874
TAF6,Taf6
TAB1,Tab1
SEPTIN8,Septin8
ARNT2,Arnt2
DAGLA,Dagla
ATF2,Atf2
TSPAN14,Tspan14
TBCEL,Tbcel
PPTC7,Pptc7
PRPSAP1,Prpsap1
ZNHIT1,Znhit1
PCDH9,Pcdh9
DLG3,Dlg3
PHF6,Phf6
RYR2,Ryr2
ANGPT1,Angpt1
AP2A2,Ap2a2
EXTL3,Extl3
ORMDL2,Ormdl2
ZBTB12,Zbtb12
PRRT1,Prrt1
LRRC8C,Lrrc8c
EHD3,Ehd3
SNCB,Sncb
NAA35,Naa35
NMT1,Nmt1
SKIC8,Skic8
PABIR1,Pabir1
KCMF1,Kcmf1
ARFGEF1,Arfgef1
KDM2A,Kdm2a
CTNNA2,Ctnna2
ARHGAP5,Arhgap5
RPE,Rpe
NPLOC4,Nploc4
SZRD1,Szrd1
PKIA,Pkia
PLCB1,Plcb1
HOXC10,Hoxc10
HERC1,Herc1
SRRT,Srrt
PRKAR2B,Prkar2b
SND1,Snd1
CDH11,Cdh11
SEPTIN5,Septin5
FBXL14,Fbxl14
RAB3C,Rab3c
IKZF2,Ikzf2
MTMR2,Mtmr2
CBLL1,Cbll1
PPP2R2D,Ppp2r2d
KCNC2,Kcnc2
EWSR1,Ewsr1
TBC1D19,Tbc1d19
LGI2,Lgi2
SRPRA,Srpra
TMEM121,Tmem121
PGM1,Pgm1
FAM222B,Fam222b
STK4,Stk4
RAPGEF4,Rapgef4
CIB2,Cib2
ZDHHC3,Zdhhc3
ERBB4,Erbb4
HS6ST1,Hs6st1
SMARCE1,Smarce1
SAMD4B,Samd4b
KCNA4,Kcna4
TRIP12,Trip12
FAM32A,Fam32a
RIC8B,Ric8b
HSP90B1,Hsp90b1
GK,Gk
TXNL4B,Txnl4b
CUL2,Cul2
CTDSPL2,Ctdspl2
FAM20B,Fam20b
SMG9,Smg9
EMC2,Emc2
PCBP3,Pcbp3
BMP4,Bmp4
PTPN9,Ptpn9
ST7,St7
GNGT1,Gngt1
SNORD67,Snord67
DYRK1B,Dyrk1b
KCTD4,Kctd4
RPL27A,Rpl27a
ALDH1A2,Aldh1a2
DAPK2,Dapk2
TADA2A,Tada2a
GAS2,Gas2
SOS1,Sos1
FRG1,Frg1
RBM42,Rbm42
DDX19B,Ddx19b
NDFIP1,Ndfip1
MIR218-1,Mir218-1
FLRT2,Flrt2
DHX38,Dhx38
OGA,Oga
TMEM9,Tmem9
SSR2,Ssr2
CASTOR2,Castor2
INTS9,Ints9
BTBD10,Btbd10
WNT9A,Wnt9a
RAB3B,Rab3b
CTBP1,Ctbp1
USP39,Usp39
COPG1,Copg1
MAPK11,Mapk11
CNPY2,Cnpy2
LPAR1,Lpar1
HSPB2,Hspb2
ARRB1,Arrb1
SLITRK4,Slitrk4
GABRB3,Gabrb3
PTDSS1,Ptdss1
BRCC3,Brcc3
KLHL5,Klhl5
CCT3,Cct3
RPRM,Rprm
VPS33B,Vps33b
SOX9,Sox9
PCID2,Pcid2
ATP1B2,Atp1b2
PIGU,Pigu
STK40,Stk40
ALX1,Alx1
CACNB1,Cacnb1
PRKAB2,Prkab2
CLDN9,Cldn9
RAB39A,Rab39
TSPAN3,Tspan3
GTPBP1,Gtpbp1
BMI1,Bmi1
MGAT5,Mgat5
NPEPPS,Npepps
PAIP2,Paip2
SRSF6,Srsf6
FKBP1B,Fkbp1b
FKBP1A,Fkbp1a
TMEM167A,Tmem167
GNG12,Gng12
GJC1,Gjc1
ASB8,Asb8
GAD1,Gad1
STK24,Stk24
PPWD1,Ppwd1
MAFB,Mafb
MBD2,Mbd2
KALRN,Kalrn
ESRP1,Esrp1
AREL1,Arel1
PHYHIPL,Phyhipl
H2AX,H2ax
VBP1,Vbp1
TUBB6,Tubb6
SBDS,Sbds
FOXA2,Foxa2
ST3GAL3,St3gal3
FBXL3,Fbxl3
EFR3A,Efr3a
GIT1,Git1
DDAH2,Ddah2
RFC3,Rfc3
GOSR1,Gosr1
DDX39A,Ddx39a
MAPK8,Mapk8
VAPA,Vapa
SNURF,Snurf
NRN1,Nrn1
EBAG9,Ebag9
GABBR2,Gabbr2
CLCN5,Clcn5
KLF7,Klf7
PORCN,Porcn
SNX13,Snx13
THBS3,Thbs3
CLVS1,Clvs1
FAM78A,Fam78a
MED20,Med20
METTL9,Mettl9
GTF2H1,Gtf2h1
ACTN3,Actn3
CPEB4,Cpeb4
CCNL1,Ccnl1
DYRK2,Dyrk2
INTS11,Ints11
DNAJC7,Dnajc7
KLHDC10,Klhdc10
ZSWIM8,Zswim8
VAMP4,Vamp4
FLNA,Flna
SUZ12,Suz12
VKORC1L1,Vkorc1l1
EIF3H,Eif3h
RAB38,Rab38
SLC2A1,Slc2a1
TNFAIP1,Tnfaip1
GRM4,Grm4
PDE4B,Pde4b
GSX1,Gsx1
SIX3,Six3
HNRNPDL,Hnrnpdl
PDZD11,Pdzd11
ATP8B2,Atp8b2
RFX4,Rfx4
HACE1,Hace1
ERC1,Erc1
PAK2,Pak2
HIF1AN,Hif1an
KLHL23,Klhl23
SEC23B,Sec23b
RTRAF,Rtraf
VPS41,Vps41
TOP1,Top1
MAPKAP1,Mapkap1
LRRTM1,Lrrtm1
HOXA11,Hoxa11
ZC3H10,Zc3h10
MEX3B,Mex3b
SGMS1,Sgms1
LMX1A,Lmx1a
ACTR8,Actr8
RSU1,Rsu1
SV2C,Sv2c
KHDRBS3,Khdrbs3
NAA60,Naa60
PICALM,Picalm
GRIN2D,Grin2d
NBEA,Nbea
HECTD4,Hectd4
TRPM3,Trpm3
GNPDA2,Gnpda2
RAB8A,Rab8a
MBTPS2,Mbtps2
GTF2I,Gtf2i
GTF2H2,Gtf2h2
KIF5B,Kif5b
MYH9,Myh9
CACNG5,Cacng5
MAPRE2,Mapre2
CLK4,Clk4
EML6,Eml6
CDH6,Cdh6
INPP5A,Inpp5a
LSM7,Lsm7
ALKBH5,Alkbh5
STXBP1,Stxbp1
TRPC4,Trpc4
FUBP1,Fubp1
GSC,Gsc
NSG2,Nsg2
ACTBL2,Actbl2
CRYBB2,Crybb2
MDGA2,Mdga2
TSPAN9,Tspan9
SEMA3C,Sema3c
TSSK6,Tssk6
METTL3,Mettl3
SFXN5,Sfxn5
ZDHHC16,Zdhhc16
GNB3,Gnb3
SLC35F1,Slc35f1
KRTCAP2,Krtcap2
ARHGDIA,Arhgdia
DMC1,Dmc1
ARL15,Arl15
UBAP2L,Ubap2l
RCL1,Rcl1
LIN9,Lin9
WDTC1,Wdtc1
GMDS,Gmds
EHD4,Ehd4
SNX24,Snx24
IVNS1ABP,Ivns1abp
LUC7L,Luc7l
MAPKAPK5,Mapkapk5
LIX1L,Lix1l
PYGM,Pygm
PTK2,Ptk2
JOSD1,Josd1
KLHL29,Klhl29
USP34,Usp34
KIF1B,Kif1b
BNIP3L,Bnip3l
FBXO41,Fbxo41
DESI1,Desi1
KLHL28,Klhl28
ZNF143,Zfp143
FZD4,Fzd4
VPS16,Vps16
VPS45,Vps45
MAPRE1,Mapre1
ARFRP1,Arfrp1
PFDN4,Pfdn4
CPLX1,Cplx1
TAGLN,Tagln
KLF12,Klf12
UBTD2,Ubtd2
TMEM35A,Tmem35a
UFC1,Ufc1
MYH8,Myh8
NAE1,Nae1
MED12,Med12
LHFPL6,Lhfpl6
CAMK2B,Camk2b
CDH8,Cdh8
MED7,Med7
SNORD98,Snord98
DCTN1,Dctn1
AHCY,Ahcy
SAP30L,Sap30l
SOX5,Sox5
MYH6,Myh6
LBX1,Lbx1
TENM1,Tenm1
DLGAP4,Dlgap4
PIAS3,Pias3
TMEM263,Tmem263
MLF2,Mlf2
UPF2,Upf2
CDK1,Cdk1
LCP1,Lcp1
MIR668,Mir668
ZRANB2,Zranb2
RALGAPB,Ralgapb
EPC2,Epc2
DIPK1A,Dipk1a
ADCY8,Adcy8
MANF,Manf
MTX2,Mtx2
MOSPD1,Mospd1
HIKESHI,Hikeshi
DLX6,Dlx6
DYNC1LI2,Dync1li2
CA11,Car11
INO80,Ino80
CARHSP1,Carhsp1
LGI1,Lgi1
PIN4,Pin4
TAFA2,Tafa2
CDK10,Cdk10
PTBP1,Ptbp1
PLCG1,Plcg1
SMURF1,Smurf1
MINK1,Mink1
TMOD1,Tmod1
NELFCD,Nelfcd
CDK11B,Cdk11b
WBP2,Wbp2
PCNA,Pcna
CNR1,Cnr1
RGP1,Rgp1
TTLL1,Ttll1
ABTB2,Abtb2
MEX3A,Mex3a
GPR89A,Gpr89
UBR4,Ubr4
PHAF1,Phaf1
STXBP5,Stxbp5
SPAG7,Spag7
WNT10B,Wnt10b
BTBD1,Btbd1
DESI2,Desi2
GNA14,Gna14
HYPK,Hypk
ISCA1,Isca1
DHCR24,Dhcr24
HMGB2,Hmgb2
CCT8,Cct8
IKZF5,Ikzf5
ABCF3,Abcf3
SEC13,Sec13
CTNND2,Ctnnd2
CAPRIN1,Caprin1
INSIG2,Insig2
SOCS3,Socs3
FGF11,Fgf11
CLCF1,Clcf1
AGFG1,Agfg1
PELO,Pelo
SEC14L3,Sec14l3
GPR22,Gpr22
GLRB,Glrb
DAAM1,Daam1
DYNLRB1,Dynlrb1
CHST11,Chst11
ATP1A1,Atp1a1
ATP6V1H,Atp6v1h
GRAMD1B,Gramd1b
CYTH1,Cyth1
TMEM11,Tmem11
BRPF1,Brpf1
SOX6,Sox6
USP14,Usp14
RHOH,Rhoh
LCK,Lck
GADD45G,Gadd45g
PLK2,Plk2
PRKG2,Prkg2
PRKAR1A,Prkar1a
LRP4,Lrp4
GAS7,Gas7
ABCG1,Abcg1
ASS1,Ass1
JUN,Jun
ASTN2,Astn2
RAD21,Rad21
SRF,Srf
TLX1,Tlx1
INTS4,Ints4
ACACA,Acaca
MYH1,Myh1
CDH10,Cdh10
EXOC1,Exoc1
HIPK2,Hipk2
MIR299,Mir299a
DNAJC3,Dnajc3
BCAS3,Bcas3
PRKAG1,Prkag1
UBASH3B,Ubash3b
HS3ST5,Hs3st5
EIF3C,Eif3c
TSPAN33,Tspan33
GPR27,Gpr27
TRPC5,Trpc5
GNA13,Gna13
PGGT1B,Pggt1b
SLITRK5,Slitrk5
TAF5,Taf5
TM9SF4,Tm9sf4
TRAF4,Traf4
RASAL2,Rasal2
UCHL5,Uchl5
ERGIC3,Ergic3
PDCD4,Pdcd4
LRFN5,Lrfn5
DSCAML1,Dscaml1
ADIPOR1,Adipor1
HOXB9,Hoxb9
CDH2,Cdh2
ROR1,Ror1
KLHDC2,Klhdc2
DYNC1I1,Dync1i1
STRN,Strn
ACO2,Aco2
ARPC1B,Arpc1b
SF3B2,Sf3b2
PRELID1,Prelid1
HPRT1,Hprt1
ATP2C1,Atp2c1
SMAD2,Smad2
CIT,Cit
PCSK2,Pcsk2
SERBP1,Serbp1
LRFN4,Lrfn4
MBLAC2,Mblac2
RNF122,Rnf122
PCP4,Pcp4
SGK3,Sgk3
SMARCA2,Smarca2
WDR37,Wdr37
GRIK1,Grik1
CKMT1A,Ckmt1
RIMKLB,Rimklb
KCNQ4,Kcnq4
GNB4,Gnb4
PLCL2,Plcl2
WASHC4,Washc4
SLC7A14,Slc7a14
GPC6,Gpc6
UBE2F,Ube2f
VPS53,Vps53
TRIM39,Trim39
CLASP1,Clasp1
LSM4,Lsm4
NIPBL,Nipbl
NKX6-2,Nkx6-2
KCNJ12,Kcnj12
PPIL4,Ppil4
CBLN4,Cbln4
SEC22A,Sec22a
PALS1,Pals1
RCOR3,Rcor3
PC,Pcx
ELAVL4,Elavl4
ARPC5L,Arpc5l
ORMDL3,Ormdl3
ZBTB16,Zbtb16
TESC,Tesc
ATG5,Atg5
KLF9,Klf9
ADSS1,Adss1
ISCU,Iscu
NDST2,Ndst2
ADSS2,Adss2
TCERG1,Tcerg1
ADGRL1,Adgrl1
MYO1C,Myo1c
MAPK3,Mapk3
ARRB2,Arrb2
TNNI2,Tnni2
PURG,Purg
RSPRY1,Rspry1
GRK6,Grk6
GRM3,Grm3
CRKL,Crkl
AP1M2,Ap1m2
ZSWIM6,Zswim6
C1orf21,1700025G04Rik
UNC80,Unc80
MYL6,Myl6
KDM5A,Kdm5a
ROCK2,Rock2
PDAP1,Pdap1
EHD2,Ehd2
FZD7,Fzd7
DUSP26,Dusp26
FAM120A,Fam120a
PLPPR2,Plppr2
FLI1,Fli1
