gorilla gene name,rhesus_macaque gene name
TMEM117,TMEM117
PIP4P2,PIP4P2
ATP6V1B1,ATP6V1B1
KCNG1,KCNG1
SNRK,SNRK
ETV5,ETV5
DLX1,DLX1
STX6,STX6
PSME3IP1,PSME3IP1
TOM1L2,TOM1L2
FAP,FAP
MARCHF3,MARCHF3
TRIM46,TRIM46
CUL4A,CUL4A
KLHL42,KLHL42
TAB1,TAB1
RHOT1,RHOT1
DARS1,DARS1
BRPF1,BRPF1
EPHB3,EPHB3
CDC20,CDC20
PLEKHF2,PLEKHF2
PLAGL2,PLAGL2
SFN,SFN
NUCKS1,NUCKS1
RNF182,RNF182
MGAT5,MGAT5
DDX1,DDX1
ANGPTL2,ANGPTL2
ATG14,ATG14
LIN37,LIN37
GABRA3,GABRA3
EPHB1,EPHB1
MB21D2,MB21D2
ABTB3,ABTB3
RNF138,RNF138
PRRX1,PRRX1
SLC35F3,SLC35F3
NEK9,NEK9
ELAVL3,ELAVL3
FGF8,FGF8
YIPF4,YIPF4
RND3,RND3
TRPC5,TRPC5
HNRNPM,HNRNPM
CTHRC1,CTHRC1
RWDD1,RWDD1
NCDN,NCDN
EMC7,EMC7
ADD2,ADD2
HOXC8,HOXC8
ATP6V1H,ATP6V1H
UPF3B,UPF3B
CLIC1,CLIC1
MICU1,MICU1
INTS7,INTS7
CELF6,CELF6
RUNX1,RUNX1
GATA2,GATA2
OLFM3,OLFM3
EGLN3,EGLN3
UBE2R2,UBE2R2
ACSL4,ACSL4
HNF4A,HNF4A
REXO2,REXO2
RNF166,RNF166
GABRB1,GABRB1
RAB33A,RAB33A
RUNDC3B,RUNDC3B
FBXO3,FBXO3
TCF12,TCF12
TMED9,TMED9
SYN1,SYN1
PELI3,PELI3
GABRG3,GABRG3
ZBTB43,ZBTB43
DCTN4,DCTN4
HHIP,HHIP
BCL2L1,BCL2L1
SRPX2,Srpx2
MKNK2,MKNK2
BSX,BSX
C2orf49,C13H2orf49
SEZ6L2,SEZ6L2
CHRM1,CHRM1
ZBTB12,ZBTB12
SLTM,SLTM
SRSF6,SRSF6
TMED5,TMED5
MON2,MON2
CACYBP,CACYBP
GRM4,GRM4
GPAT4,GPAT4
DPYSL3,DPYSL3
CLDN10,CLDN10
METTL14,METTL14
EFNA5,EFNA5
MARK1,MARK1
FAM3C,FAM3C
TMED1,TMED1
ZMYND19,ZMYND19
PSMD2,PSMD2
CTNNA1,CTNNA1
PIK3R4,PIK3R4
GLRA2,GLRA2
ZBTB5,ZBTB5
TEAD2,TEAD2
INSIG2,INSIG2
XPO6,XPO6
TENM3,TENM3
PICALM,PICALM
ZBTB16,ZBTB16
SPC25,SPC25
EMSY,EMSY
ENTREP3,ENTREP3
PRKD3,PRKD3
FADS3,FADS3
LRP1,LRP1
FZD3,FZD3
CRLF3,CRLF3
MXD1,MXD1
NDST2,NDST2
KDM3B,KDM3B
MTMR7,MTMR7
WIPF2,WIPF2
ggo-mir-196-2,mml-mir-196a-2
CEP76,CEP76
RAB3B,RAB3B
TIPARP,TIPARP
STK40,STK40
ADGRB3,ADGRB3
RIT2,RIT2
ZCRB1,ZCRB1
GRPEL1,GRPEL1
CMAS,CMAS
KCNH3,KCNH3
UBE3C,UBE3C
CCNA2,CCNA2
MOB3B,MOB3B
USP13,USP13
MYT1L,MYT1L
CHD8,CHD8
SLC25A27,SLC25A27
OSTF1,OSTF1
KDELR3,KDELR3
TESC,TESC
MCMBP,MCMBP
SCFD1,SCFD1
PPIP5K2,PPIP5K2
ZFAND5,ZFAND5
INHBA,INHBA
PSKH1,PSKH1
KCNJ8,KCNJ8
RGS2,RGS2
GFI1,GFI1
CLDN1,CLDN1
PRDM10,PRDM10
HSPA4,HSPA4
PPP3CB,PPP3CB
KCNAB1,KCNAB1
COL1A1,COL1A1
SS18,SS18
ZNF189,ZNF189
UBQLN2,UBQLN2
MED18,MED18
RLIM,RLIM
EPHA5,EPHA5
B4GAT1,B4GAT1
FGF16,FGF16
UBE2E3,UBE2E3
PDS5B,PDS5B
CDC16,CDC16
RASGRF2,RASGRF2
ZNF821,ZNF821
ST8SIA5,ST8SIA5
FGF4,FGF4
NLGN1,NLGN1
FBN1,FBN1
PPP1R2,PPP1R2
DEPTOR,DEPTOR
ARL15,ARL15
INHBB,INHBB
KLHDC2,KLHDC2
LINGO2,LINGO2
SPON1,SPON1
PHF23,PHF23
ME3,ME3
ASAP2,ASAP2
RAB9A,RAB9A
CBLN4,CBLN4
LRRC8B,LRRC8B
PRDM4,PRDM4
EDC4,EDC4
TFG,TFG
DCAF15,DCAF15
RRAGD,RRAGD
KLHL21,KLHL21
ESR1,ESR1
WTAP,WTAP
DENR,DENR
TMEM9B,TMEM9B
PTPN9,PTPN9
TANC2,TANC2
PRKCZ,PRKCZ
GEM,GEM
NDRG1,NDRG1
VBP1,VBP1
CTPS1,CTPS1
CDH10,CDH10
DUSP4,DUSP4
KLHL25,KLHL25
FAM53C,FAM53C
SPRYD7,SPRYD7
CERS6,CERS6
SPOPL,SPOPL
SLITRK3,SLITRK3
RGP1,RGP1
WASHC4,WASHC4
RIMKLA,RIMKLA
TRPC4,TRPC4
LMNB1,LMNB1
SLU7,SLU7
CTPS2,CTPS2
FZD5,FZD5
L3MBTL3,L3MBTL3
EXOC4,EXOC4
PRPF8,PRPF8
SHC1,SHC1
VPS18,VPS18
PHF21A,PHF21A
ggo-mir-19b-2,mml-mir-19b-2
DESI2,DESI2
NAP1L4,NAP1L4
CHPF2,CHPF2
PRPSAP1,PRPSAP1
JAK1,JAK1
ZCCHC10,ZCCHC10
SEC23B,SEC23B
TFE3,TFE3
THBS3,THBS3
CYLD,CYLD
CETN3,CETN3
RHOG,RHOG
CKM,CKM
PRKAR1A,PRKAR1A
ST8SIA3,ST8SIA3
DAGLA,DAGLA
SCN8A,SCN8A
HRAS,HRAS
THOC1,THOC1
FZD2,FZD2
RPL18,RPL18
USP25,USP25
PRMT6,PRMT6
COL5A2,COL5A2
RRAGB,RRAGB
KLHL1,KLHL1
ERBB4,ERBB4
ARFIP1,ARFIP1
WDR7,WDR7
UNC5C,UNC5C
ADAMTS6,ADAMTS6
TRIM3,TRIM3
KLHL23,KLHL23
ARHGEF3,ARHGEF3
TBX3,TBX3
FAM219A,FAM219A
IFT56,IFT56
SOX6,SOX6
ARL2,ARL2
CHAC2,CHAC2
SEC13,SEC13
TNFAIP8L2,TNFAIP8L2
CACNA2D1,CACNA2D1
HS3ST2,HS3ST2
GTF2H1,GTF2H1
LMCD1,LMCD1
LPAR1,LPAR1
SV2C,SV2C
LGI2,LGI2
EGR1,EGR1
FIG4,FIG4
EXOC8,EXOC8
ITSN1,ITSN1
ATF3,ATF3
TRIM26,TRIM26
ZNF513,ZNF513
NIP7,NIP7
RNF5,RNF5
EEIG2,EEIG2
STAM,STAM
LMAN2L,LMAN2L
RO60,RO60
PTBP2,PTBP2
MPLKIP,MPLKIP
GDAP1,GDAP1
TCF21,TCF21
SOCS5,SOCS5
PCMTD1,PCMTD1
MGAT4A,MGAT4A
BCL9,BCL9
PCNP,PCNP
MED28,MED28
VASH2,VASH2
GNA14,GNA14
SHOX2,SHOX2
BMPR1B,BMPR1B
VPS39,VPS39
GNAT2,GNAT2
KLHDC8B,KLHDC8B
OTX1,OTX1
CLVS1,CLVS1
RBM27,RBM27
DEPDC1B,DEPDC1B
GTF3C5,GTF3C5
PCIF1,PCIF1
NACC1,NACC1
TMEM115,TMEM115
TOX,TOX
RP2,RP2
NETO2,NETO2
B9D2,B9D2
ATP8B2,ATP8B2
TNRC6B,TNRC6B
ATP2B3,ATP2B3
TMEM168,TMEM168
CLCN6,CLCN6
LMBRD2,LMBRD2
HMG20A,HMG20A
HERC1,HERC1
G6PC3,G6PC3
STK3,STK3
MARVELD1,MARVELD1
LDLRAD3,LDLRAD3
NR2C1,NR2C1
PPAT,PPAT
CETN2,CETN2
PCGF2,PCGF2
NRXN1,NRXN1
DENND5A,DENND5A
PLRG1,PLRG1
CHD7,CHD7
HNRNPUL1,HNRNPUL1
RADX,RADX
LYPD6,LYPD6
IGF1R,IGF1R
CYP26B1,CYP26B1
GABRA2,GABRA2
EFNB3,EFNB3
MIR196B,MIR196B
SOX9,SOX9
SPAG6,SPAG6
PPP2R2B,PPP2R2B
KRT85,KRT85
EHMT2,EHMT2
ZNF703,ZNF703
CDC37L1,CDC37L1
ZDHHC15,ZDHHC15
ABHD6,ABHD6
LIX1L,LIX1L
MLLT6,MLLT6
RTCB,RTCB
WASL,WASL
RBM26,RBM26
DNAJC3,DNAJC3
HIBADH,HIBADH
DAZAP2,DAZAP2
ZBTB37,ZBTB37
GLRX3,GLRX3
OSGEP,OSGEP
TRAF7,TRAF7
WASF3,WASF3
MEST,MEST
WDR47,WDR47
CGGBP1,CGGBP1
AMD1,AMD1
EVA1B,EVA1B
TMEM229B,TMEM229B
ZNF689,ZNF689
SPTAN1,SPTAN1
IMMP1L,IMMP1L
CDKN2D,CDKN2D
ANKRD34A,ANKRD34A
YWHAQ,YWHAQ
COL2A1,COL2A1
GADD45A,GADD45A
HSDL1,HSDL1
GPR3,GPR3
NPAS2,NPAS2
MBD2,MBD2
BABAM1,BABAM1
KCTD13,KCTD13
FAM133B,FAM133B
KDM1B,KDM1B
ANAPC2,ANAPC2
GPBP1,GPBP1
SLC12A6,SLC12A6
TFDP1,TFDP1
MIR320A,mml-mir-320a
SENP3,SENP3
SBNO1,SBNO1
RALBP1,RALBP1
BRWD3,BRWD3
RSL24D1,RSL24D1
RBL2,RBL2
IRF1,IRF1
PLPPR1,PLPPR1
JKAMP,JKAMP
AKR1A1,AKR1A1
INO80E,INO80E
STK4,STK4
PCDH18,PCDH18
UNK,UNK
ATF7,ATF7
KIF5B,KIF5B
IVNS1ABP,IVNS1ABP
FGD1,FGD1
HSPB6,HSPB6
MPHOSPH6,MPHOSPH6
GADD45B,GADD45B
MYPOP,MYPOP
TERF2IP,TERF2IP
FBXL16,FBXL16
FBXO8,FBXO8
SRPRA,SRPRA
GCLC,GCLC
ASB12,ASB12
GADD45G,GADD45G
SLC25A42,SLC25A42
LRFN4,LRFN4
ESS2,ESS2
TMEM127,TMEM127
WAPL,WAPL
KCNQ5,KCNQ5
POU1F1,POU1F1
GALNT3,GALNT3
BTG2,BTG2
RBM45,RBM45
MIR887,mml-mir-887
DEF6,DEF6
TMCC2,TMCC2
SNX14,SNX14
KCND2,KCND2
SECISBP2L,SECISBP2L
PLS1,PLS1
HECW2,HECW2
VPS11,VPS11
ZNF462,ZNF462
PFKFB4,PFKFB4
RELCH,RELCH
GRHL2,GRHL2
NEURL4,NEURL4
SGCZ,SGCZ
KDM5C,KDM5C
MTX3,MTX3
TRIM11,TRIM11
NAPG,NAPG
MIR301B,mml-mir-301b
ERO1B,ERO1B
IFT80,IFT80
GCK,GCK
VIM,VIM
SEMA6D,SEMA6D
KLHL6,KLHL6
CHPF,CHPF
KLHL8,KLHL8
FGF1,FGF1
C14orf28,C7H14orf28
LINGO1,LINGO1
MEIS1,MEIS1
SAP130,SAP130
GRHL1,GRHL1
MNAT1,MNAT1
DCAF12L2,DCAF12L2
DAAM2,DAAM2
COL5A1,COL5A1
EXTL3,EXTL3
RNF181,RNF181
WDR20,WDR20
CSDC2,CSDC2
DOK5,DOK5
AHCYL2,AHCYL2
TSPAN12,TSPAN12
THAP12,THAP12
KBTBD7,KBTBD7
TOMM70,TOMM70
OARD1,OARD1
KLHL41,KLHL41
ARAF,ARAF
MTCH2,MTCH2
STX17,STX17
PLPPR2,PLPPR2
EML6,EML6
PDCL,PDCL
IFRD1,IFRD1
BZW1,BZW1
GPR27,GPR27
KBTBD8,KBTBD8
U12,U12
DUSP23,DUSP23
DHX9,DHX9
INTS15,INTS15
SEMA6A,SEMA6A
PHB2,PHB2
AZIN1,AZIN1
CTNNA3,CTNNA3
UBE2D3,UBE2D3
CALML3,CALML3
PKP4,PKP4
MVP,MVP
KIAA1958,KIAA1958
VPS26C,VPS26C
GDI2,GDI2
MYLIP,MYLIP
ELF2,ELF2
NDUFS1,NDUFS1
VPS4B,VPS4B
CANX,CANX
SPRED1,SPRED1
SNORA79B,SNORA79B
STK24,STK24
NIPBL,NIPBL
ASB17,ASB17
KMT5B,KMT5B
PPP1R14A,PPP1R14A
AIF1,AIF1
MGST2,MGST2
LRRC7,LRRC7
CTR9,CTR9
AMPD2,AMPD2
FMNL2,FMNL2
VAV2,VAV2
KLHL28,KLHL28
LRATD1,LRATD1
MCFD2,MCFD2
DLX6,DLX6
ME2,ME2
RNF144A,RNF144A
CADM2,CADM2
ELMO1,ELMO1
ZBTB10,ZBTB10
ARHGEF33,ARHGEF33
SETBP1,SETBP1
POMGNT2,POMGNT2
PIR,PIR
PPP1R10,PPP1R10
DLX5,DLX5
STK11,STK11
DDX42,DDX42
SPRY3,SPRY3
STOM,STOM
SELENOM,SELENOM
HOXD3,HOXD3
PCDHAC2,PCDHAC2
SYT11,SYT11
MSH2,MSH2
CREBBP,CREBBP
SNX33,SNX33
TRNAU1AP,TRNAU1AP
SMAP2,SMAP2
SMYD3,SMYD3
CDK16,CDK16
SYNPR,SYNPR
CNEP1R1,CNEP1R1
SGPL1,SGPL1
SIX1,SIX1
ZDHHC24,ZDHHC24
TLX2,TLX2
POLR2D,POLR2D
PHF1,PHF1
USP34,USP34
FAM78A,FAM78A
TSPAN33,TSPAN33
RASGRF1,RASGRF1
EPHB4,EPHB4
LYPD1,LYPD1
WNT3A,WNT3A
FAM222B,FAM222B
LBX1,LBX1
TAFA4,TAFA4
CLTC,CLTC
GPR63,GPR63
AP3M2,AP3M2
ZC3H12B,ZC3H12B
TRAPPC13,TRAPPC13
ALDOA,ALDOA
MSMP,MSMP
STRIP2,STRIP2
CALR,CALR
CHTOP,CHTOP
SOX13,SOX13
DPP8,DPP8
GPATCH2L,GPATCH2L
ADAMTS10,ADAMTS10
POU6F2,POU6F2
ZBTB7C,ZBTB7C
COPS7A,COPS7A
MALT1,MALT1
GLCE,GLCE
MIR181D,mml-mir-181d
KIF4A,KIF4A
CORO2B,CORO2B
ZRSR2,ZRSR2
PHKB,PHKB
TMEM94,TMEM94
PRPF38B,PRPF38B
TSSK6,TSSK6
MVB12A,MVB12A
SPSB4,SPSB4
SLC49A4,SLC49A4
THRAP3,THRAP3
RAD23B,RAD23B
FAM20B,FAM20B
TMEM203,TMEM203
ESRP1,ESRP1
SRRT,SRRT
NXPH1,NXPH1
AQP2,AQP2
TMEM150A,TMEM150A
RIC1,RIC1
KLHDC1,KLHDC1
ANKRD13C,ANKRD13C
ZFTRAF1,CYHR1
GPR75,GPR75
MED10,MED10
BMT2,BMT2
ATF1,ATF1
RPA2,RPA2
SNX5,SNX5
ANXA6,ANXA6
ARL4C,ARL4C
ZBTB33,ZBTB33
ENTPD7,ENTPD7
CPNE3,CPNE3
ROR1,ROR1
P4HA2,P4HA2
UHRF2,UHRF2
RSBN1,RSBN1
XPO5,XPO5
BEND4,BEND4
ZBTB17,ZBTB17
PDSS2,PDSS2
OSR1,OSR1
RNF139,RNF139
TTC8,TTC8
ELF5,ELF5
FLRT2,FLRT2
SEPTIN2,SEPTIN2
RPS12,RPS12
SNAI1,SNAI1
SNORA69,SNORA69
PSMB4,PSMB4
TCF15,TCF15
COG4,COG4
ZDHHC22,ZDHHC22
CDH9,CDH9
MITF,MITF
ATRNL1,ATRNL1
SLC32A1,SLC32A1
DHX16,DHX16
B4GALT3,B4GALT3
MMGT1,MMGT1
JRKL,JRKL
NALF1,NALF1
POGLUT1,POGLUT1
FOSL2,FOSL2
ENOPH1,ENOPH1
DCLK2,DCLK2
MYO7A,MYO7A
HYCC1,HYCC1
TUBA1A,TUBA1A
SNORA65,SNORA65
YTHDC2,YTHDC2
KCTD21,KCTD21
NSA2,NSA2
UPK1B,UPK1B
BAMBI,BAMBI
ZBTB41,ZBTB41
QRICH1,QRICH1
TUBA8,TUBA8
BPGM,BPGM
UBE2O,UBE2O
H2AJ,H2AJ
SNORA35B,SNORA35B
PCDH17,PCDH17
MTMR2,MTMR2
COPS2,COPS2
MED6,MED6
APCDD1,APCDD1
TMEM101,TMEM101
KLHL18,KLHL18
SMARCAD1,SMARCAD1
HSPA1L,HSPA1L
RPL22,RPL22
EEIG1,EEIG1
ALAS1,ALAS1
SNORA35,SNORA35
MIR490,mml-mir-490
GRPR,GRPR
MRPS14,MRPS14
HPCAL4,HPCAL4
TOP1,TOP1
DLK2,DLK2
SLC30A5,SLC30A5
UNC5D,UNC5D
PSMC3,PSMC3
IDE,IDE
INTS5,INTS5
LTBP1,LTBP1
MPC2,MPC2
LIMD2,LIMD2
BARX1,BARX1
FEN1,FEN1
GTF3C3,GTF3C3
ODF1,ODF1
AP1B1,AP1B1
ZNF608,ZNF608
PPARG,PPARG
FLNA,FLNA
MLH1,MLH1
CDK2AP2,CDK2AP2
MYCBP,MYCBP
PRPF4B,PRP4K
EPHA6,EPHA6
DNM2,DNM2
CHRNB2,CHRNB2
CAMKV,CAMKV
ZNF184,ZNF184
SEMA3C,SEMA3C
PHPT1,PHPT1
PSMA8,PSMA8
SCN3A,SCN3A
DEK,DEK
TRMT112,TRMT112
PDE5A,PDE5A
ADIPOR1,ADIPOR1
NSD3,NSD3
EZH1,EZH1
ANKS1B,ANKS1B
INA,INA
NDST4,NDST4
GRM2,GRM2
SPIN4,SPIN4
P2RY1,P2RY1
COL8A1,COL8A1
OSBPL9,OSBPL9
TRIB1,TRIB1
PPM1K,PPM1K
SMG8,SMG8
DGKB,DGKB
UGDH,UGDH
PCYOX1L,PCYOX1L
PHKA2,PHKA2
NAA16,NAA16
THBS1,THBS1
FSCN1,FSCN1
USP9X,USP9X
TOP3B,TOP3B
SLIT2,SLIT2
PPIL4,PPIL4
SESN3,SESN3
KCNH8,KCNH8
TXNDC17,TXNDC17
PMM2,PMM2
GYS1,GYS1
ANGPTL1,ANGPTL1
KRIT1,KRIT1
UBXN7,UBXN7
KBTBD3,KBTBD3
AFF4,AFF4
DUSP1,DUSP1
MCM5,MCM5
KLK6,KLK6
XRCC6,XRCC6
WNT6,WNT6
WNT16,WNT16
LIMS2,LIMS2
SLC8A1,SLC8A1
SSPN,SSPN
NAA25,NAA25
ALDOB,ALDOB
UXS1,UXS1
GPD2,GPD2
BRD3,BRD3
TENT2,TENT2
SNORC,SNORC
SARM1,SARM1
GPR4,GPR4
MTM1,MTM1
DCC,DCC
SH3BP4,SH3BP4
LDHA,LDHA
OSBPL7,OSBPL7
NCOA1,NCOA1
MYEF2,MYEF2
Metazoa_SRP,Metazoa_SRP
PHF19,PHF19
DAAM1,DAAM1
CHRM4,CHRM4
FLNB,FLNB
CKAP5,CKAP5
OLFM2,OLFM2
CDC23,CDC23
MDGA1,MDGA1
GPR87,GPR87
FEV,FEV
SHISA3,SHISA3
ACSS2,ACSS2
CCN3,CCN3
ASCL1,ASCL1
PRPH,PRPH
NOP56,NOP56
ARHGAP15,ARHGAP15
PTPN14,PTPN14
SLC44A2,SLC44A2
PDZRN3,PDZRN3
STXBP3,STXBP3
PREP,PREP
SIRT6,SIRT6
ACADS,ACADS
ZNF532,ZNF532
ABL2,ABL2
MBOAT7,MBOAT7
CDC34,CDC34
SERTAD1,SERTAD1
TMEM243,TMEM243
ATP6V1G1,ATP6V1G1
HNRNPU,HNRNPU
UBQLN1,UBQLN1
HTR2A,HTR2A
KCNA6,KCNA6
RGS9BP,RGS9BP
DSCAML1,DSCAML1
EOMES,EOMES
COL8A2,COL8A2
EIF2B2,EIF2B2
SWAP70,SWAP70
C8orf88,C8H8orf88
PTPRE,PTPRE
PLEK,PLEK
SYN2,SYN2
SIX2,SIX2
ZIC3,ZIC3
LAPTM4A,LAPTM4A
ERAS,ERAS
POU4F2,POU4F2
TRPC6,TRPC6
KHDRBS2,KHDRBS2
ONECUT1,ONECUT1
HACD4,HACD4
RND1,RND1
SYN3,SYN3
PYGO2,PYGO2
NUFIP2,NUFIP2
MSL3,MSL3
ARMH3,ARMH3
GABRA5,GABRA5
KCNC4,KCNC4
CORO1A,CORO1A
USH1G,USH1G
CDS1,CDS1
RSPRY1,RSPRY1
DHCR24,DHCR24
LRAT,LRAT
CCDC97,CCDC97
ARID2,ARID2
HK2,HK2
CHSY1,CHSY1
TMEM182,TMEM182
RAB33B,RAB33B
PRXL2A,PRXL2A
CHRDL1,CHRDL1
TRAPPC10,TRAPPC10
FOXA2,FOXA2
OAZ1,OAZ1
EXOSC9,EXOSC9
TENM1,TENM1
NFIB,NFIB
TIAM1,TIAM1
DGKE,DGKE
PDX1,PDX1
IREB2,IREB2
MCM2,MCM2
SMG5,SMG5
PARP11,PARP11
UBIAD1,UBIAD1
ITGB6,ITGB6
SNRPB2,SNRPB2
CSMD3,CSMD3
MFSD11,MFSD11
PC,PC
SLC38A9,SLC38A9
CDH7,CDH7
CDC123,CDC123
ZNF22,ZNF22
SLC9A5,SLC9A5
HOXB6,HOXB6
BRINP2,BRINP2
ACTN2,ACTN2
TBX20,TBX20
HOXA1,HOXA1
MYO10,MYO10
MEN1,MEN1
GINS4,GINS4
ELMOD1,ELMOD1
KCNJ4,KCNJ4
GEMIN6,GEMIN6
MIR365B,mml-mir-365-2
GPR174,GPR174
SNORD90,SNORD90
SNORD67,SNORD67
HOXC5,HOXC5
LEO1,LEO1
PACSIN1,PACSIN1
HELZ,HELZ
SEMA3E,SEMA3E
KDSR,KDSR
HNRNPAB,HNRNPAB
NUDC,NUDC
CHD2,CHD2
LOXL2,LOXL2
PTPRO,PTPRO
PLCB1,PLCB1
SLC50A1,SLC50A1
MYMK,MYMK
PSMD6,PSMD6
GGT7,GGT7
LRRC17,LRRC17
SOX11,SOX11
TPPP,TPPP
FBXO42,FBXO42
CNOT2,CNOT2
ggo-mir-217,mml-mir-217
ATG13,ATG13
ggo-mir-222,mml-mir-222
ggo-mir-181a-1,mml-mir-181a-1
SNORD8,SNORD8
ggo-mir-218,mml-mir-218-1
ggo-mir-7-1,mml-mir-7-1
ggo-mir-181b,mml-mir-181b-1
IPO9,IPO9
MIOS,MIOS
H1-4,H1-4
RAB3D,RAB3D
CACNA1C,CACNA1C
E2F1,E2F1
TXLNA,TXLNA
TNFRSF21,TNFRSF21
CIAO2B,CIAO2B
RSRC2,RSRC2
OLIG3,OLIG3
RAB27B,RAB27B
RPRM,RPRM
CALY,CALY
CCT3,CCT3
NAIF1,NAIF1
TMEM233,TMEM233
RRAS,RRAS
NRP2,NRP2
AKR1D1,AKR1D1
BIRC6,BIRC6
TMC1,TMC1
HECTD1,HECTD1
GAR1,GAR1
TRIM71,TRIM71
DUSP19,DUSP19
FAF1,FAF1
MTMR14,MTMR14
CCNB1,CCNB1
PWWP2A,PWWP2A
SAFB,SAFB
TRPC7,TRPC7
CALHM2,CALHM2
AJUBA,AJUBA
TMEM131,TMEM131
DNMT3A,DNMT3A
RHOJ,RHOJ
PTPRD,PTPRD
CAPN6,CAPN6
MCC,MCC
ZNF330,ZNF330
PGAP3,PGAP3
GABRR1,GABRR1
H1-10,H1-10
SYT13,SYT13
ASB4,ASB4
MOSPD1,MOSPD1
PAF1,PAF1
SLC1A4,SLC1A4
CNTNAP1,CNTNAP1
REPS1,REPS1
TCERG1,TCERG1
SCG5,SCG5
BORCS7,BORCS7
ggo-mir-143,mml-mir-143
ZBTB6,ZBTB6
PHF8,PHF8
BTAF1,BTAF1
SYK,SYK
AP1S1,AP1S1
TNMD,TNMD
SDF2,SDF2
DUSP26,DUSP26
PHAF1,PHAF1
FKBP14,FKBP14
RAB38,RAB38
POLE2,POLE2
CSDE1,CSDE1
NR1D2,NR1D2
VARS1,VARS1
RACGAP1,RACGAP1
RNF103,RNF103
PIP4K2C,PIP4K2C
KANSL1,KANSL1
GTF2B,GTF2B
ZSWIM8,ZSWIM8
CWC27,CWC27
RNF123,RNF123
DCP2,DCP2
CYCS,CYCS
RHOD,RHOD
SLC6A4,SLC6A4
MBD5,MBD5
CACNA2D2,CACNA2D2
ZFC3H1,ZFC3H1
GDPD1,GDPD1
CRYM,CRYM
ATG3,ATG3
PSPC1,PSPC1
XRCC5,XRCC5
SGMS1,SGMS1
CLDN4,CLDN4
TPD52L1,TPD52L1
SLC25A46,SLC25A46
ELMO2,ELMO2
TESK1,TESK1
PRDM12,PRDM12
ACTR10,ACTR10
MAGED1,MAGED1
CREB3L2,CREB3L2
SNORD46,SNORD46
ATG16L1,ATG16L1
SNORD124,SNORD124
MIR137,mml-mir-137
BLTP2,KIAA0100
PREPL,PREPL
PTPN2,PTPN2
ADRA1B,ADRA1B
BEND3,BEND3
SCYL2,SCYL2
FOXN4,FOXN4
PRKAG2,PRKAG2
ITK,ITK
ZDHHC6,ZDHHC6
UBR2,UBR2
SLC35G2,SLC35G2
BLVRB,BLVRB
SMIM32,SMIM32
KCNE3,KCNE3
PRR15L,PRR15L
ELAPOR2,ELAPOR2
ZBTB34,ZBTB34
ZBTB2,ZBTB2
SBF2,SBF2
ZBTB44,ZBTB44
ELFN2,ELFN2
AMELX,AMELX
LRRN1,LRRN1
DET1,DET1
ANKRD50,ANKRD50
GLDC,GLDC
HKDC1,HKDC1
SLC9A1,SLC9A1
ZFHX4,ZFHX4
RHOBTB3,RHOBTB3
UST,UST
ARHGAP26,ARHGAP26
TACR1,TACR1
TAB3,TAB3
TDO2,TDO2
HIPK3,HIPK3
PLEKHD1,PLEKHD1
ATXN7L3,ATXN7L3
FOXO4,FOXO4
AP1AR,AP1AR
SDC2,SDC2
GPC3,GPC3
ANKRD29,ANKRD29
SEPSECS,SEPSECS
BACE1,BACE1
ZC3HAV1L,ZC3HAV1L
VSTM5,VSTM5
LHFPL6,LHFPL6
TCEAL7,TCEAL7
PLEKHA3,PLEKHA3
MYBL2,MYBL2
PTCH1,PTCH1
FOXA3,FOXA3
CIPC,CIPC
WASF2,WASF2
WDR91,WDR91
TRHR,TRHR
RETREG1,RETREG1
ALDH18A1,ALDH18A1
ISOC1,ISOC1
NAV3,NAV3
PHC3,PHC3
ANGPT2,ANGPT2
PRPF40B,PRPF40B
U2,U2
MIR342,mml-mir-342
RRM1,RRM1
SOCS2,SOCS2
BMP2,BMP2
DHH,DHH
ZNF606,ZNF606
KRTDAP,KRTDAP
CDK1,CDK1
RGS8,RGS8
SRI,SRI
ELOVL2,ELOVL2
GUCY1A1,GUCY1A1
HORMAD1,HORMAD1
FZD9,FZD9
ZNF581,ZNF581
CYTH4,CYTH4
CEBPB,CEBPB
CCNG1,CCNG1
FAM110A,FAM110A
KCNK4,KCNK4
NAPEPLD,NAPEPLD
KATNAL1,KATNAL1
ggo-mir-15b,mml-mir-15b
VAPA,VAPA
PLD3,PLD3
MIR652,mml-mir-652
SERTAD3,SERTAD3
ILKAP,ILKAP
CHP2,CHP2
MIR582,mml-mir-582
MAMDC2,MAMDC2
VPS53,VPS53
ATR,ATR
TXNIP,TXNIP
NUS1,NUS1
PRKD2,PRKD2
SMOX,SMOX
LAMC1,LAMC1
SORCS1,SORCS1
GARRE1,GARRE1
FOXP4,FOXP4
SNRNP70,SNRNP70
SLC9A7,SLC9A7
ZFP14,ZFP14
MIR584,mml-mir-584
SLC30A3,SLC30A3
POPDC3,POPDC3
PRELID3B,PRELID3B
EPHB6,EPHB6
FGF7,FGF7
MIR449B,mml-mir-449b
MMP14,MMP14
MIR127,mml-mir-127
MIR660,mml-mir-660
KDR,KDR
PRDM1,PRDM1
BCL9L,BCL9L
GRXCR1,GRXCR1
TSNAX,TSNAX
PERP,PERP
PIK3R1,PIK3R1
PPP2R5C,PPP2R5C
CAB39L,CAB39L
MIR653,mml-mir-653
DUSP9,DUSP9
MIR569,mml-mir-569
MIR33B,mml-mir-33b
MIR551A,mml-mir-551a
EHMT1,EHMT1
FOXB2,FOXB2
