rhesus_macaque gene name,human gene name
CTDSPL2,CTDSPL2
USP9X,USP9X
TEX10,TEX10
FZD8,FZD8
SLC8A2,SLC8A2
CHRM1,CHRM1
SLC39A8,SLC39A8
FEZF2,FEZF2
ZBTB12,ZBTB12
CHN1,CHN1
GRM7,GRM7
GRM4,GRM4
FLNC,FLNC
GABPA,GABPA
CHMP7,CHMP7
TFAP2D,TFAP2D
POU3F1,POU3F1
CSK,CSK
GLRA1,GLRA1
PSEN2,PSEN2
MAP2K5,MAP2K5
SF3B2,SF3B2
TBX20,TBX20
BCL11B,BCL11B
DRD1,DRD1
TUBB6,TUBB6
FAF2,FAF2
PTCHD1,PTCHD1
INTS6,INTS6
POU3F2,POU3F2
IP6K1,IP6K1
GPR180,GPR180
PSMC3,PSMC3
MFAP1,MFAP1
KLHL29,KLHL29
SNX30,SNX30
ZNF521,ZNF521
EEF1G,EEF1G
TEAD3,TEAD3
ENO1,ENO1
AAMP,AAMP
ASTN1,ASTN1
HECTD3,HECTD3
KCNK12,KCNK12
KCNB1,KCNB1
FBXL3,FBXL3
THAP1,THAP1
ABHD2,ABHD2
SMAD3,SMAD3
PSKH1,PSKH1
FBXL2,FBXL2
SLITRK2,SLITRK2
B3GALT2,B3GALT2
PRICKLE2,PRICKLE2
NUCB2,NUCB2
KCNAB1,KCNAB1
UHMK1,UHMK1
HAT1,HAT1
RAB5C,KAT2A
PELI1,PELI1
AP3M1,AP3M1
ING3,ING3
CYFIP1,CYFIP1
ADCY8,ADCY8
CALR,CALR
PGK1,PGK1
CEPT1,CEPT1
JAKMIP1,JAKMIP1
SAMD8,SAMD8
YY1,YY1
ARRDC3,ARRDC3
TARDBP,TARDBP
MAP3K2,MAP3K2
ZBTB7C,ZBTB7C
ADAM17,ADAM17
TGFB3,TGFB3
MCM6,MCM6
JAKMIP2,JAKMIP2
SUV39H2,SUV39H2
RING1,RING1
LHX1,LHX1
LHX2,LHX2
PDE4D,PDE4D
ZNF711,ZNF711
DSCAM,DSCAM
LHX5,LHX5
LRRC8C,LRRC8C
CDC5L,CDC5L
PRDM4,PRDM4
TFG,TFG
LANCL1,LANCL1
CYTH1,CYTH1
PRKACB,PRKACB
FBXO38,FBXO38
GJC1,GJC1
SPTBN1,SPTBN1
STAT5B,STAT5B
MAP2K1,MAP2K1
SERBP1,SERBP1
LHX6,LHX6
SPOPL,SPOPL
ERCC3,ERCC3
RBMX,RBMX
TGFB1,TGFB1
SELENOT,SELENOT
MTCH1,MTCH1
KIRREL3,KIRREL3
AKIRIN1,AKIRIN1
VPS36,VPS36
NFE2L1,NFE2L1
TIA1,TIA1
GABBR1,GABBR1
CARD11,CARD11
XPO4,XPO4
ZER1,ZER1
CHD4,CHD4
NEUROD2,NEUROD2
KLHDC3,KLHDC3
B4GALT6,B4GALT6
PRKAR1A,PRKAR1A
DUSP6,DUSP6
TRIM46,TRIM46
KCNC3,KCNC3
HNRNPA3,HNRNPA3
IKBKB,IKBKB
CCR7,CCR7
VCL,VCL
NCKAP1,NCKAP1
ZNF512,ZNF512
PHYHIPL,PHYHIPL
SLC30A7,SLC30A7
MSTN,MSTN
PRMT6,PRMT6
ARHGAP35,ARHGAP35
SMURF2,SMURF2
EZH1,EZH1
ARFIP1,ARFIP1
FAM120A,FAM120A
KIF2A,KIF2A
MACROH2A2,MACROH2A2
RBM10,RBM10
SV2A,SV2A
TRAM2,TRAM2
WNT1,WNT1
GPR85,GPR85
SUZ12,SUZ12
PCYT1B,PCYT1B
DDX50,DDX50
CXCR3,CXCR3
SAP30L,SAP30L
MID2,MID2
SCN1A,SCN1A
NCDN,NCDN
PPM1G,PPM1G
ALDOC,ALDOC
MAPK11,MAPK11
LPAR1,LPAR1
MTOR,MTOR
CTCF,CTCF
MED14,MED14
RAD23A,RAD23A
ADD2,ADD2
HACD3,HACD3
POU3F4,POU3F4
MAPK14,MAPK14
WNT2,WNT2
PPM1L,PPM1L
ARL5B,ARL5B
ABCC5,ABCC5
ISL2,ISL2
RBFOX3,RBFOX3
ST8SIA4,ST8SIA4
PIK3CB,PIK3CB
NEUROD1,NEUROD1
RFC3,RFC3
ST8SIA1,ST8SIA1
HS2ST1,HS2ST1
HCN1,HCN1
UBE4A,UBE4A
FBXO32,FBXO32
NTM,NTM
CLVS1,CLVS1
GNAT2,GNAT2
KLHDC8B,KLHDC8B
PAQR8,PAQR8
SFPQ,SFPQ
PNMA1,PNMA1
INTS13,INTS13
MUL1,MUL1
WNT3A,WNT3A
THOC3,THOC3
SMARCA5,SMARCA5
TRIM24,TRIM24
HERC3,HERC3
WNT7A,WNT7A
GBX2,GBX2
SCRT1,SCRT1
IL1RAPL1,IL1RAPL1
ZEB2,ZEB2
TAB2,TAB2
CDK7,CDK7
HS3ST5,HS3ST5
KHDRBS3,KHDRBS3
IPO8,IPO8
LDLRAD3,LDLRAD3
FST,FST
HOXD13,HOXD13
TRIB2,TRIB2
PLK2,PLK2
CPSF3,CPSF3
CAB39,CAB39
ARFIP2,ARFIP2
NOL4L,NOL4L
HOXD10,HOXD10
HSPA9,HSPA9
AHSA1,AHSA1
FOSB,FOSB
SCAMP1,SCAMP1
PARP11,PARP11
LSAMP,LSAMP
ONECUT2,ONECUT2
GRID1,GRID1
KCNK1,KCNK1
GRID2,GRID2
OSGEP,OSGEP
STX18,STX18
MYH10,MYH10
EMSY,EMSY
RPTOR,RPTOR
DHDDS,DHDDS
GIPC1,GIPC1
INTS8,INTS8
PRKAG1,PRKAG1
JPH1,JPH1
STT3B,STT3B
SPTAN1,SPTAN1
DOCK4,DOCK4
RCE1,RCE1
CXXC1,CXXC1
EPHB1,EPHB1
BARHL1,BARHL1
GPS2,GPS2
TMCC1,TMCC1
NUP35,NUP35
ADORA1,ADORA1
FOSL2,FOSL2
FBXL12,FBXL12
DEDD2,DEDD2
KCTD12,KCTD12
VPS18,VPS18
MYH1,MYH3
SP9,SP9
SRSF11,SRSF11
HSP90B1,HSP90B1
BTBD1,BTBD1
MCMBP,MCMBP
PI4K2A,PI4K2A
TANC2,TANC2
SLITRK5,SLITRK5
GPR171,GPR171
SNX13,SNX13
PCSK2,PCSK2
KIF5C,KIF5C
C1GALT1C1,C1GALT1C1
LRFN4,LRFN4
NFKBIA,NFKBIA
XRN2,XRN2
PLXNA4,PLXNA4
ABTB3,ABTB3
PRDM5,PRDM5
ANKRA2,ANKRA2
RPRD1A,RPRD1A
ACTR8,ACTR8
PURB,PURB
PAPSS1,PAPSS1
INO80,INO80
RPIA,RPIA
MED27,MED27
FOXJ3,FOXJ3
PAQR3,PAQR3
GPN2,GPN2
ELF1,ELF1
CDK8,CDK8
PCDH9,PCDH9
AASDHPPT,AASDHPPT
TOMM40L,TOMM40L
GTF2H3,GTF2H3
RIMS3,RIMS3
CDK5R1,CDK5R1
LRRC59,LRRC59
SEC22A,SEC22A
SLC25A53,SLC25A53
BTBD9,BTBD9
SLIT2,SLIT2
AHCYL2,AHCYL2
NALF1,NALF1
PPP6C,PPP6C
DMTF1,DMTF1
PPTC7,PPTC7
KLHL10,KLHL10
DCUN1D3,DCUN1D3
SZRD1,SZRD1
CDK4,CDK4
LINGO2,LINGO2
SRM,SRM
DHRS3,DHRS3
STX17,STX17
KLF7,KLF7
PITX3,PITX3
ENTPD7,ENTPD7
GALNT10,GALNT10
ORAI1,ORAI1
ZMYND11,ZMYND11
DYRK2,DYRK2
UBQLN4,UBQLN4
GID4,GID4
TENM3,TENM3
FSBP,FSBP
RNGTT,RNGTT
PTPN11,PTPN11
JUP,JUP
GAD1,GAD1
SLC25A51,SLC25A51
ELF2,ELF2
BLVRA,BLVRA
UBR5,UBR5
SFRP2,SFRP2
TMEM178B,TMEM178B
NPM1,NPM1
SGF29,SGF29
VAV2,VAV2
KCNC1,KCNC1
LRATD1,LRATD1
RWDD2A,RWDD2A
SRRT,SRRT
HUWE1,HUWE1
RALGPS2,RALGPS2
ARHGAP42,ARHGAP42
SLC17A6,SLC17A6
ENOX2,ENOX2
EMX1,EMX1
METTL3,METTL3
WASHC5,WASHC5
CDC40,CDC40
PDCD6IP,PDCD6IP
PGAM5,PGAM5
SPRY3,SPRY3
STX1A,STX1A
MORF4L2,MORF4L2
ARHGEF7,ARHGEF7
ROGDI,ROGDI
GALNT2,GALNT2
VPS45,VPS45
VPS41,VPS41
SGPL1,SGPL1
PHOX2A,PHOX2A
ICMT,ICMT
SULT4A1,SULT4A1
KCNT2,KCNT2
TMEM151B,TMEM151B
TSPAN33,TSPAN33
KLF6,KLF6
OTUD5,OTUD5
SNRPA,SNRPA
XPO6,XPO6
USP25,USP25
RASD1,RASD1
PYGM,PYGM
FHL3,FHL3
ATL1,ATL1
IK,IK
CNOT6,CNOT6
TRPC5,TRPC5
TCP1,TCP1
DAB1,DAB1
NEURL1B,NEURL1B
RSU1,RSU1
ITPR1,ITPR1
INTS4,INTS4
COCH,COCH
HNRNPU,HNRNPU
CACNG5,CACNG5
MED23,MED23
MBD2,MBD2
ELP3,ELP3
SLC4A8,SLC4A8
SPSB1,SPSB1
CUTC,CUTC
PAQR4,PAQR4
ZNF32,ZNF32
TSSK6,TSSK6
SLC35F1,SLC35F1
CLCN5,CLCN5
TIPRL,TIPRL
YES1,YES1
KCNK10,KCNK10
NEFL,NEFL
EXOC6B,EXOC6B
ROCK1,ROCK1
UBE3C,UBE3C
LRRC41,LRRC41
NR5A2,NR5A2
HHEX,HHEX
HOXB5,HOXB5
DOLK,DOLK
FOXO3,FOXO3
RIMS4,RIMS4
SURF4,SURF4
LRP6,LRP6
OSBP,OSBP
RXRB,RXRB
SOCS5,SOCS5
CAPNS1,CAPNS1
RPS6KA5,RPS6KA5
OPHN1,OPHN1
RABGAP1,RABGAP1
NETO1,NETO1
BMPR1A,BMPR1A
LMNA,LMNA
TNKS,TNKS
SF3A1,SF3A1
NXPH2,NXPH2
GSX1,GSX1
CDH6,CDH6
PDS5B,PDS5B
TOX,TOX
LRFN2,LRFN2
MTX2,MTX2
NAB2,NAB2
USP22,USP22
NETO2,NETO2
LRRC1,LRRC1
NRXN3,NRXN3
SP4,SP4
PIK3CD,PIK3CD
CALN1,CALN1
LRRTM1,LRRTM1
KPNA3,KPNA3
MEF2D,MEF2D
ANKRD17,ANKRD17
VEZF1,VEZF1
MEX3A,MEX3A
HOXC9,HOXC9
HECTD4,HECTD4
KALRN,KALRN
TBX5,TBX5
PCGF1,PCGF1
USP30,USP30
PLCG1,PLCG1
CHD8,CHD8
EIF3J,EIF3J
RHOU,RHOU
PI15,PI15
KLHL17,KLHL17
PIP4P2,PIP4P2
YIPF5,YIPF5
SCFD1,SCFD1
ATP6V1B1,ATP6V1B1
KCNG1,KCNG1
RASAL2,RASAL2
NPY1R,NPY1R
SAV1,SAV1
BRINP3,BRINP3
ETV5,ETV5
RBCK1,RBCK1
CNOT11,CNOT11
STX6,STX6
SOX9,SOX9
BARX1,BARX1
ARID1A,ARID1A
TOM1L2,TOM1L2
FAP,FAP
USP34,USP34
CLIC4,CLIC4
MARCHF3,MARCHF3
ACVR1B,ACVR1B
KLHL42,KLHL42
MFN2,MFN2
KLF16,KLF16
WASF3,WASF3
CDK19,CDK19
BACE1,BACE1
PSMA8,PSMA8
CDC20,CDC20
PLEKHF2,PLEKHF2
LRP5,LRP5
PLAGL2,PLAGL2
PSMA7,PSMA7
SFN,SFN
EIF4H,EIF4H
SGK3,SGK3
ANKRD34A,ANKRD34A
KCNA1,KCNA1
LHFPL4,LHFPL4
RNF182,RNF182
DDX1,DDX1
ANGPTL2,ANGPTL2
GABRA3,GABRA3
LIN37,LIN37
CBLB,CBLB
ZC3H14,ZC3H14
PDE4B,PDE4B
MON2,MON2
RNF138,RNF138
FBRS,FBRS
SLC35F3,SLC35F3
MKLN1,MKLN1
DLGAP1,DLGAP1
TBCB,TBCB
YIPF4,YIPF4
MED19,MED19
COL1A1,COL1A1
FGF8,FGF8
STK4,STK4
DDX17,DDX17
DNAJC6,DNAJC6
EFHD2,EFHD2
EMC7,EMC7
HOXC8,HOXC8
EXOC8,EXOC8
UPF3B,UPF3B
PGD,PGD
ATP6V1H,ATP6V1H
CLIC1,CLIC1
VPS50,VPS50
C9orf72,C9orf72
INTS7,INTS7
CORO2B,CORO2B
RUNX1,RUNX1
AKT1,AKT1
EGLN3,EGLN3
ZMYM4,ZMYM4
RC3H2,RC3H2
TRIO,TRIO
SMNDC1,SMNDC1
U2AF2,U2AF2
TBX2,TBX2
GABRB1,GABRB1
RNF166,RNF166
RBM45,RBM45
GABRB3,GABRB3
SMG1,SMG1
MBOAT7,MBOAT7
FBXO3,FBXO3
TCF12,TCF12
RNF187,RNF187
AP2A2,AP2A2
WASHC4,WASHC4
CTR9,CTR9
PFKFB4,PFKFB4
PELI3,PELI3
ROR1,ROR1
PSEN1,PSEN1
ZBTB43,ZBTB43
HHIP,HHIP
ZNF367,ZNF367
BCL2L1,BCL2L1
CPNE1,RBM12
UNC5C,UNC5C
ONECUT1,ONECUT1
MFSD1,MFSD1
E2F3,E2F3
MKNK2,MKNK2
KDM2A,KDM2A
TMEM168,TMEM168
GFRA2,GFRA2
DHX16,DHX16
DAGLA,DAGLA
SAMD4B,SAMD4B
TRPC3,TRPC3
EXTL3,EXTL3
SRSF6,SRSF6
CHRDL1,CHRDL1
SYNGR3,SYNGR3
PPP1R12A,PPP1R12A
MYO10,MYO10
LRRC49,LRRC49
CACYBP,CACYBP
EFNA5,EFNA5
DPYSL3,DPYSL3
BNIP1,BNIP1
CLDN10,CLDN10
METTL14,METTL14
IGF1R,IGF1R
GPR89A,GPR89B
SND1,SND1
TMED1,TMED1
FAM3C,FAM3C
ZFAND3,ZFAND3
RND2,RND2
PHF21A,PHF21A
PCDH18,PCDH18
FIG4,FIG4
PPP2R3C,PPP2R3C
PPP2R2D,PPP2R2D
COPB2,COPB2
PIK3R4,PIK3R4
IDH2,IDH2
MCM2,MCM2
ZBTB5,ZBTB5
PLCL2,PLCL2
INSIG2,INSIG2
EEF1B2,EEF1B2
LDHB,LDHB
INTS15,INTS15
FBN2,FBN2
PRPF39,PRPF39
ADAMTS6,ADAMTS6
ARFGEF2,ARFGEF2
TWSG1,TWSG1
CCDC124,CCDC124
GRIN2D,GRIN2D
ENTREP3,ENTREP3
GDI2,GDI2
CDS2,CDS2
PRKD3,PRKD3
VPS4B,VPS4B
HOXC5,HOXC5
UBE2S,UBE2S
PTMA,PTMA
EPHB3,EPHB3
CRLF3,CRLF3
TENT5A,TENT5A
MXD1,MXD1
PPARD,PPARD
CLDN6,CLDN6
FLRT2,FLRT2
INTS9,INTS9
GRM3,GRM3
THOC1,THOC1
TRAPPC4,TRAPPC4
H1-4,H1-4
PRELID1,PRELID1
GALNT7,GALNT7
KDM1A,KDM1A
SEPTIN7,SEPTIN7
KATNB1,KATNB1
RRAS,RRAS
ERBB4,ERBB4
TRIM32,TRIM32
STK40,STK40
SLC20A2,SLC20A2
CMAS,CMAS
GRPEL1,GRPEL1
ZCRB1,ZCRB1
GAR1,GAR1
RIT2,RIT2
KCNH3,KCNH3
UBASH3B,UBASH3B
KCTD1,KCTD1
NPTX1,NPTX1
USP13,USP13
MYT1L,MYT1L
ZNF503,ZNF503
SLC25A27,SLC25A27
PBX2,PBX2
FBL,FBL
RHOJ,RHOJ
IVNS1ABP,IVNS1ABP
DIPK1A,DIPK1A
HNRNPUL1,HNRNPUL1
TESC,TESC
OSTF1,OSTF1
WBP11,WBP11
UBA2,UBA2
INHBA,INHBA
SRPRA,SRPRA
KCNJ8,KCNJ8
RGS2,RGS2
CLDN1,CLDN1
RAB38,RAB38
GFI1,GFI1
DUSP26,DUSP26
TES,TES
KCND2,KCND2
TSPAN31,TSPAN31
ZNF362,ZNF362
HSPA4,HSPA4
PPP3CB,PPP3CB
VAT1L,VAT1L
SLITRK4,SLITRK4
CAMTA1,CAMTA1
ALDOA,ALDOA
AP3M2,AP3M2
PEX5L,PEX5L
ZNF189,ZNF189
STRIP2,STRIP2
GRHL2,GRHL2
RLIM,RLIM
MED18,MED18
SLC39A10,SLC39A10
B4GAT1,B4GAT1
UBE2E3,UBE2E3
KLHL6,KLHL6
ZNF821,ZNF821
SOSTDC1,SOSTDC1
BTF3,BTF3
IHH,IHH
UPF1,UPF1
CRYBB2,CRYBB2
STARD4,STARD4
DRAP1,DRAP1
SLC35E1,SLC35E1
NUP93,NUP93
DEPTOR,DEPTOR
AGTPBP1,AGTPBP1
HDAC5,HDAC5
THOC7,THOC7
POLR3H,POLR3H
BMP4,BMP4
MRGBP,MRGBP
IDE,IDE
KCTD3,KCTD3
PRR12,PRR12
TACR1,TACR1
ELK3,ELK3
ERP44,ERP44
RNF152,RNF152
RASL10B,RASL10B
KLHDC2,KLHDC2
CYHR1,ZFTRAF1
CARM1,CARM1
MEOX2,MEOX2
ITSN1,ITSN1
MCM3,MCM3
ZNF652,ZNF652
SNX5,SNX5
CCDC85B,CCDC85B
MAF,MAF
PHF23,PHF23
NRXN2,NRXN2
RAB9A,RAB9A
MTM1,MTM1
PLCB4,PLCB4
TAGLN,TAGLN
CBLN4,CBLN4
LRRC8B,LRRC8B
COL11A1,COL11A1
NPAS4,NPAS4
RSBN1,RSBN1
KBTBD8,KBTBD8
GALNTL6,GALNTL6
EDC4,EDC4
ITPR2,ITPR2
CCDC28B,CCDC28B
ARL4A,ARL4A
RRAGD,RRAGD
ILF3,ILF3
PRDX1,PRDX1
NPTN,NPTN
KLHL21,KLHL21
PHC3,PHC3
SRI,SRI
DENR,DENR
WTAP,WTAP
APOO,APOO
TMEM9B,TMEM9B
DUSP14,DUSP14
PTPN9,PTPN9
PRKCZ,PRKCZ
BMP1,BMP1
GEM,GEM
CDH10,CDH10
VBP1,VBP1
KCNK3,KCNK3
PRMT8,PRMT8
CTPS1,CTPS1
ZMYM2,ZMYM2
TM9SF3,TM9SF3
NEK9,NEK9
BRINP2,BRINP2
IRF2BP2,IRF2BP2
KDM3B,KDM3B
SLITRK3,SLITRK3
RIMKLA,RIMKLA
VAC14,VAC14
TRPC4,TRPC4
CRY1,CRY1
L3MBTL3,L3MBTL3
CSRNP3,CSRNP3
FZD5,FZD5
PRPF8,PRPF8
SIX2,SIX2
mml-mir-19b-2,MIR19B2
BNIP3,BNIP3
PRELID3B,PRELID3B
DESI2,DESI2
KAZN,KAZN
PCDH17,PCDH17
CHPF2,CHPF2
NR1D2,NR1D2
TNRC6B,TNRC6B
PELO,PELO
PRPSAP1,PRPSAP1
STAU1,STAU1
JAK1,JAK1
GPR88,GPR88
TMEM11,TMEM11
SEC23B,SEC23B
TFE3,TFE3
DLK2,DLK2
SIM1,SIM1
KLHL18,KLHL18
SNRK,SNRK
CYLD,CYLD
RHOG,RHOG
RHOH,RHOH
GJA1,GJA1
MDGA1,MDGA1
SLC41A2,SLC41A2
CKM,CKM
IFFO1,IFFO1
RBL2,RBL2
ST8SIA3,ST8SIA3
DNAL1,DNAL1
CUL4A,CUL4A
MAPK3,MAPK3
DNAJB14,DNAJB14
CADM1,CADM1
MARK4,MARK4
TRAPPC5,TRAPPC5
CREBBP,CREBBP
ZNF436,ZNF436
KCNJ15,KCNJ15
COL5A2,COL5A2
KLHL1,KLHL1
TNNI1,TNNI1
SOX10,SOX10
RCL1,RCL1
ERC1,ERC1
MSANTD2,MSANTD2
CHUK,CHUK
RBBP9,RBBP9
GMDS,GMDS
LRP1,LRP1
COL2A1,COL2A1
NSFL1C,NSFL1C
CPNE6,CPNE6
XPO5,XPO5
FAM219A,FAM219A
ARFGEF1,ARFGEF1
ZNF24,ZNF24
CHAC2,CHAC2
TNFAIP8L2,TNFAIP8L2
WDR47,WDR47
TRIM8,TRIM8
KCNN3,KCNN3
HS3ST2,HS3ST2
PTPRM,PTPRM
SMS,SMS
RAP2A,RAP2A
C14H11orf58,C11orf58
GKAP1,GKAP1
RHEBL1,RHEBL1
JAGN1,JAGN1
FTH1,FTH1
NECTIN3,NECTIN3
GTF2H1,GTF2H1
ELMO1,ELMO1
LGI2,LGI2
SLC9A7,SLC9A7
ELAC1,ELAC1
EGR1,EGR1
CTNNA1,CTNNA1
ATF3,ATF3
LIN9,LIN9
GPR183,GPR183
ATF1,ATF1
SPI1,SPI1
EHD4,EHD4
KIF21B,KIF21B
ZNF513,ZNF513
TSHZ3,TSHZ3
TMEM198,TMEM198
PIP5K1B,PIP5K1B
NIP7,NIP7
RNF5,RNF5
UBP1,UBP1
EEIG2,EEIG2
NUDT4,NUDT4
NBEA,NBEA
SLC16A2,SLC16A2
RO60,RO60
PCDH7,PCDH7
ZNF574,ZNF574
GDAP1,GDAP1
TCF21,TCF21
MPLKIP,MPLKIP
MAP4K3,MAP4K3
MVP,MVP
DNAAF10,DNAAF10
PCMTD1,PCMTD1
MGAT4A,MGAT4A
LMAN2,LMAN2
NPM3,NPM3
MED28,MED28
NAE1,NAE1
TAB3,TAB3
PSMD3,PSMD3
PCNP,PCNP
VASH2,VASH2
SETBP1,SETBP1
PTHLH,PTHLH
OTX1,OTX1
RCBTB1,RCBTB1
OPN5,OPN5
RBM27,RBM27
NDST2,NDST2
SMARCA2,SMARCA2
KPNA2,KPNA2
SYN1,SYN1
OXSR1,OXSR1
NACC1,NACC1
WNT8B,WNT8B
DHX38,DHX38
TMEM185B,TMEM185B
CAPN2,CAPN2
STRAP,STRAP
CRYAB,CRYAB
FBXO41,FBXO41
GLIS2,GLIS2
NDST3,NDST3
GLT8D2,GLT8D2
DYNC1LI1,DYNC1LI1
ATP2B3,ATP2B3
SBNO1,SBNO1
EPHA6,EPHA6
DBN1,DBN1
KAT14,KAT14
NEURL4,NEURL4
SMYD2,SMYD2
HMGCS1,HMGCS1
TMEM208,TMEM208
MARVELD1,MARVELD1
ALDH1A2,ALDH1A2
PPAT,PPAT
CETN2,CETN2
NOL10,NOL10
PATZ1,PATZ1
DENND5A,DENND5A
LRRC8D,LRRC8D
RADX,RADX
LYPD6,LYPD6
ATP1A1,ATP1A1
INTS2,INTS2
ABTB2,ABTB2
MYO7A,MYO7A
ARCN1,ARCN1
PKP4,PKP4
SLC30A5,SLC30A5
ESRP1,ESRP1
MIR196B,MIR196B
DHX9,DHX9
MSH2,MSH2
SHB,SHB
SPAG6,SPAG6
FAM76B,FAM76B
ARPP21,ARPP21
SP8,SP8
SRF,SRF
ADGRB3,ADGRB3
TFAP4,TFAP4
FBN1,FBN1
ZNF703,ZNF703
PLEKHD1,PLEKHD1
MFSD14B,MFSD14B
GPR26,GPR26
HEY2,HEY2
ABHD6,ABHD6
LIX1L,LIX1L
WASL,WASL
PFKFB2,PFKFB2
RTCB,RTCB
ZBTB16,ZBTB16
PAX7,PAX7
ZBTB33,ZBTB33
HIBADH,HIBADH
DAZAP2,DAZAP2
SRP72,SRP72
ZBTB37,ZBTB37
ASAP2,ASAP2
TRAF7,TRAF7
GTPBP1,GTPBP1
MEST,MEST
CGGBP1,CGGBP1
AMD1,AMD1
TMEM229B,TMEM229B
ISCU,ISCU
MOSMO,MOSMO
ZNF689,ZNF689
LEO1,LEO1
FZD3,FZD3
WRNIP1,WRNIP1
MZT1,MZT1
IMMP1L,IMMP1L
KDSR,KDSR
CDC27,CDC27
ADPGK,ADPGK
MDM2,MDM2
WDR7,WDR7
SMAD6,SMAD6
SNAP91,SNAP91
GPR3,GPR3
EIF1AD,EIF1AD
MTMR7,MTMR7
GADD45A,GADD45A
MED24,MED24
EML5,EML5
CEP76,CEP76
PCYOX1L,PCYOX1L
UGDH,UGDH
EPHB4,EPHB4
KCTD13,KCTD13
FAM133B,FAM133B
ANAPC2,ANAPC2
FSCN1,FSCN1
SLC12A6,SLC12A6
TIPARP,TIPARP
mml-mir-320a,MIR320A
SESN3,SESN3
NUDT10,NUDT10
ATG14,ATG14
UBALD2,UBALD2
SENP3,SENP3
LARP6,LARP6
MB21D2,MB21D2
ANGPTL1,ANGPTL1
MAPRE2,MAPRE2
ZFP91,ZFP91
LMBR1,LMBR1
EMP3,EMP3
NCOR1,NCOR1
PLPPR1,PLPPR1
FRZB,FRZB
AKR1A1,AKR1A1
DLG2,DLG2
VWC2,VWC2
PRKAG2,PRKAG2
RANBP9,RANBP9
EXOC4,EXOC4
CHD7,CHD7
ZNF385B,ZNF385B
UNK,UNK
HERC1,HERC1
WEE1,WEE1
OLIG2,OLIG2
SPON1,SPON1
ATF7,ATF7
SLC24A3,SLC24A3
GPATCH2L,GPATCH2L
MKRN1,MKRN1
HECW1,HECW1
CELF6,CELF6
GADD45B,GADD45B
HSPB6,HSPB6
NR6A1,NR6A1
ACTR2,ACTR2
ZNF143,ZNF143
FBXO8,FBXO8
STRN3,STRN3
THBS3,THBS3
GCLC,GCLC
CDH11,CDH11
THRAP3,THRAP3
CDK13,CDK13
MARK1,MARK1
TCEAL1,TCEAL1
UNC5D,UNC5D
CDH12,CDH12
ESS2,ESS2
CPE,CPE
TNMD,TNMD
CLPX,CLPX
GALNT3,GALNT3
mml-mir-887,MIR887
CPLX3,CPLX3
WDR24,WDR24
BTG2,BTG2
SNX14,SNX14
SLC25A31,SLC25A31
SECISBP2L,SECISBP2L
PLS1,PLS1
CDH7,CDH7
TMEM50A,TMEM50A
DIRAS1,SLC39A3
CRYM,CRYM
JPH4,JPH4
GLRX5,GLRX5
VPS11,VPS11
PPP1R10,PPP1R10
RERE,RERE
CDK11B,CDK11B
ETS2,ETS2
CKAP5,CKAP5
HOXA11,HOXA11
UBQLN2,UBQLN2
TRIM11,TRIM11
NAPG,NAPG
MTX3,MTX3
mml-mir-301b,MIR301B
DHX40,DHX40
ERO1B,ERO1B
GABRG3,GABRG3
IFT80,IFT80
ZFYVE1,ZFYVE1
VIM,VIM
ZCCHC14,ZCCHC14
BSX,BSX
MED7,MED7
CDC16,CDC16
SEMA3E,SEMA3E
FGF1,FGF1
SCYL2,SCYL2
LINGO1,LINGO1
RB1,RB1
RASGRF2,RASGRF2
THAP7,THAP7
PHKA2,PHKA2
DOCK11,DOCK11
UBE2L5,UBE2L5
GABRA5,GABRA5
GLIPR2,GLIPR2
BPNT1,BPNT1
MAP4K5,MAP4K5
ITPKA,ITPKA
KDM5A,KDM5A
WDFY3,WDFY3
DOK5,DOK5
ITFG1,ITFG1
KBTBD3,KBTBD3
CSDC2,CSDC2
SAFB,SAFB
MEN1,MEN1
EIF2B1,EIF2B1
TSPAN12,TSPAN12
THAP12,THAP12
KBTBD7,KBTBD7
ALKAL2,ALKAL2
TOMM70,TOMM70
HEY1,HEY1
GPAT4,GPAT4
ABLIM3,ABLIM3
HNF4G,HNF4G
MTCH2,MTCH2
MSX1,MSX1
ZBTB41,ZBTB41
KLHL41,KLHL41
ARAF,ARAF
EGFR,EGFR
NTN1,NTN1
AP1AR,AP1AR
ME3,ME3
NGB,NGB
GLRA2,GLRA2
PLPPR2,PLPPR2
ANKRD29,ANKRD29
TEAD2,TEAD2
GPR61,GPR61
GPR27,GPR27
SEMA3C,SEMA3C
CEBPG,CEBPG
MFSD11,MFSD11
PHB2,PHB2
AZIN1,AZIN1
CTNNA3,CTNNA3
ADCY1,ADCY1
EXOC3,EXOC3
CALML3,CALML3
TRIM3,TRIM3
CXXC4,CXXC4
MSL3,MSL3
PRPF40B,PRPF40B
VPS26C,VPS26C
CNN1,CNN1
FOXF2,FOXF2
FADS3,FADS3
KCNJ4,KCNJ4
SNORA79B,SNORA79B
SPRED1,SPRED1
CRIM1,CRIM1
MAGOHB,MAGOHB
DHCR24,DHCR24
NIPBL,NIPBL
KLHL25,KLHL25
UBQLN1,UBQLN1
KRIT1,KRIT1
FLNA,FLNA
SNORA12,SNORA12
MGST2,MGST2
PPP1R14A,PPP1R14A
AIF1,AIF1
MCM5,MCM5
CTPS2,CTPS2
SLU7,SLU7
LMNB1,LMNB1
EXOSC2,EXOSC2
