crab_eating_macaque gene name,mice gene name
FBXL15,Fbxl15
PRKAB1,Prkab1
EIF4G2,Eif4g2
LIN54,Lin54
GRIA4,Gria4
DDX19B,Ddx19b
CYTH2,Cyth2
TIMM23,Timm23
PGAM1,Pgam1
MRAS,Mras
CDK1,Cdk1
EPHA5,Epha5
NPLOC4,Nploc4
STAT5B,Stat5b
KCTD9,Kctd9
BANF1,Banf1
PSMA1,Psma1
DNAJC3,Dnajc3
SNX13,Snx13
ALX1,Alx1
TAF5,Taf5
DCUN1D5,Dcun1d5
HNRNPC,Hnrnpc
DNAJC13,Dnajc13
CAPRIN1,Caprin1
ING2,Ing2
SRSF6,Srsf6
CPNE5,Cpne5
HECTD3,Hectd3
USP34,Usp34
ABCG4,Abcg4
HOXB9,Hoxb9
PALS1,Pals1
GABBR2,Gabbr2
SLC1A3,Slc1a3
WDFY1,Wdfy1
GNE,Gne
PTPRM,Ptprm
DRGX,Drgx
PURB,Purb
PAN2,Pan2
CRYAB,Cryab
FERMT2,Fermt2
PLXNA2,Plxna2
CHRM2,Chrm2
MMP14,Mmp14
SLC6A17,Slc6a17
CLCN6,Clcn6
RBM4,Rbm4
PRPF40A,Prpf40a
KLHDC2,Klhdc2
CARTPT,Cartpt
RND1,Rnd1
KLHL11,Klhl11
MAP2K3,Map2k3
LMNA,Lmna
BMPR2,Bmpr2
TMEM208,Tmem208
PIK3R3,Pik3r3
MIX23,Mix23
CHD2,Chd2
TRPC4,Trpc4
LRFN5,Lrfn5
PC,Pcx
FUT8,Fut8
TAGLN,Tagln
PSMB2,Psmb2
CHN1,Chn1
CDK19,Cdk19
SPRY2,Spry2
GALNTL6,Galntl6
TOP2B,Top2b
OSTF1,Ostf1
COP1,Cop1
EHD2,Ehd2
THOC1,Thoc1
SLC25A11,Slc25a11
MCRS1,Mcrs1
KIF1A,Kif1a
CACHD1,Cachd1
DNMT3A,Dnmt3a
TAGLN2,Tagln2
RGS7,Rgs7
MYH9,Myh9
KCNQ4,Kcnq4
FAM110B,Fam110b
HOXA11,Hoxa11
RASGRP2,Rasgrp2
RNF7,Rnf7
SLC9A8,Slc9a8
WDR45,Wdr45
FLRT3,Flrt3
KCNF1,Kcnf1
SLC12A4,Slc12a4
INSIG2,Insig2
FBN2,Fbn2
LCP1,Lcp1
DLX6,Dlx6
FGF11,Fgf11
GCHFR,Gchfr
SLC4A8,Slc4a8
UST,Ust
STEAP2,Steap2
SEC22A,Sec22a
SCFD1,Scfd1
MSTN,Mstn
CNIH4,Cnih4
NOL4L,Nol4l
UBAP2L,Ubap2l
EPHB3,Ephb3
GSX1,Gsx1
SYT17,Syt17
PCDH19,Pcdh19
TARDBP,Tardbp
RAF1,Raf1
DUSP10,Dusp10
SGK3,Sgk3
MAP3K2,Map3k2
ATP6V0A1,Atp6v0a1
GABBR1,Gabbr1
ARHGAP1,Arhgap1
USP27X,Usp27x
RBM26,Rbm26
FBN1,Fbn1
UNC5C,Unc5c
DPH3,Dph3
CNRIP1,Cnrip1
GABRA3,Gabra3
CACNA2D1,Cacna2d1
USP13,Usp13
GUCY1B1,Gucy1b1
PAQR4,Paqr4
MYH13,Myh13
VPS53,Vps53
ADGRL3,Adgrl3
IP6K2,Ip6k2
DCTN6,Dctn6
KCNG3,Kcng3
CAP1,Cap1
CALB2,Calb2
PLPPR1,Plppr1
HEATR5B,Heatr5b
CCT5,Cct5
DHX35,Dhx35
AP1B1,Ap1b1
RAB40C,Rab40c
HAS3,Has3
MYL12B,Myl12a
BTAF1,Btaf1
STRN3,Strn3
TMEM185B,Tmem185b
IFT172,Ift172
STAT5A,Stat5a
XAB2,Xab2
GLCE,Glce
PIK3R1,Pik3r1
ADIPOR1,Adipor1
ANKRD28,Ankrd28
RPL10L,Rpl10l
DENND11,Dennd11
OVOL1,Ovol1
MYO1E,Myo1e
WDR33,Wdr33
BTK,Btk
KCNK2,Kcnk2
SLC25A12,Slc25a12
FMNL2,Fmnl2
EPHA3,Epha3
GRIK5,Grik5
PCDH10,Pcdh10
EGLN3,Egln3
CCT6A,Cct6a
STIMATE,Stimate
CNOT6,Cnot6
CAMK1D,Camk1d
FAF1,Faf1
CHD8,Chd8
EXOSC7,Exosc7
USP46,Usp46
IFT56,Ift56
DUSP26,Dusp26
TIMP3,Timp3
BACE1,Bace1
GABPB1,Gabpb1
UBE4A,Ube4a
OXSR1,Oxsr1
IMP3,Imp3
DLX5,Dlx5
RPS6KA5,Rps6ka5
MMGT1,Mmgt1
MYO7A,Myo7a
PDS5A,Pds5a
SLC25A44,Slc25a44
TRIM32,Trim32
SPOPL,Spopl
ZNF207,Zfp207
PDS5B,Pds5b
LMNB1,Lmnb1
MYO6,Myo6
XRN2,Xrn2
SPON1,Spon1
NPTX2,Nptx2
SLU7,Slu7
DCAF1,Dcaf1
INIP,Inip
PSMC5,Psmc5
CRNKL1,Crnkl1
WNT10B,Wnt10b
UNC50,Unc50
TBX5,Tbx5
DKK2,Dkk2
APP,App
CLDN11,Cldn11
MAP2K6,Map2k6
CLPX,Clpx
CPNE4,Cpne4
YIPF3,Yipf3
HID1,Hid1
ICMT,Icmt
NTF3,Ntf3
TMEM117,Tmem117
PFDN2,Pfdn2
TSPAN33,Tspan33
TECTA,Tecta
MID2,Mid2
MED23,Med23
VCL,Vcl
HDDC3,Hddc3
GABRB2,Gabrb2
ZER1,Zer1
BCLAF1,Bclaf1
TADA3,Tada3
HDGFL3,Hdgfl3
EZR,Ezr
AKTIP,Aktip
PHF12,Phf12
MGAT4B,Mgat4b
ADAM10,Adam10
GALNT16,Galnt16
SEC23B,Sec23b
EXOC1,Exoc1
AAMP,Aamp
ZNF771,Zfp771
C1orf43,4933434E20Rik
DDX47,Ddx47
FEZF2,Fezf2
MTFR1L,Mtfr1l
ARMCX3,Armcx3
ZMYM2,Zmym2
GPC6,Gpc6
ZSWIM6,Zswim6
KLHL28,Klhl28
CLSTN3,Clstn3
PJVK,Pjvk
SLC30A7,Slc30a7
TUBA1B,Tuba1b
MEN1,Men1
MARK3,Mark3
BRD2,Brd2
BATF,Batf
MATR3,Matr3
AP1M2,Ap1m2
NDST4,Ndst4
SVOP,Svop
CACNB3,Cacnb3
AZIN1,Azin1
RS1,Rs1
FHL3,Fhl3
FBXL2,Fbxl2
PRDX1,Prdx1
COPS4,Cops4
DHX16,Dhx16
SRP72,Srp72
TBP,Tbp
ADAMTS6,Adamts6
MIR744,Mir744
TBC1D9,Tbc1d9
KLC2,Klc2
SMG8,Smg8
GPN2,Gpn2
PTPN11,Ptpn11
PI4KA,Pi4ka
OSBP,Osbp
PAIP1,Paip1
LRRN1,Lrrn1
NEFL,Nefl
ANAPC13,Anapc13
CSNK2B,Csnk2b
B4GALT3,B4galt3
MINK1,Mink1
GEM,Gem
HS3ST2,Hs3st2
NPAS3,Npas3
STXBP5L,Stxbp5l
TENT5C,Tent5c
TTC9C,Ttc9c
BMP1,Bmp1
ATRNL1,Atrnl1
PTN,Ptn
IDH1,Idh1
LRATD1,Lratd1
SCN3A,Scn3a
TCERG1,Tcerg1
PLPPR4,Plppr4
INTS8,Ints8
WDR1,Wdr1
SUPT7L,Supt7l
PRELID1,Prelid1
DOCK1,Dock1
FBXW2,Fbxw2
KCNH1,Kcnh1
EDC3,Edc3
ELOVL6,Elovl6
CORO6,Coro6
PHEX,Phex
TFAP2B,Tfap2b
MCM6,Mcm6
ZEB2,Zeb2
FAM120A,Fam120a
MCM2,Mcm2
DIMT1,Dimt1
ABHD13,Abhd13
CDH12,Cdh12
MINDY3,Mindy3
ARFGEF2,Arfgef2
TAF9,Taf9
FAM168B,Fam168b
DIP2C,Dip2c
PAK3,Pak3
CHRM4,Chrm4
SNX6,Snx6
BMERB1,Bmerb1
YTHDF3,Ythdf3
INTS2,Ints2
MBTPS1,Mbtps1
TADA1,Tada1
DDX42,Ddx42
LRRC57,Lrrc57
SOX6,Sox6
GABPA,Gabpa
CRYBA1,Cryba1
VANGL1,Vangl1
SMARCD1,Smarcd1
LHX9,Lhx9
TNFAIP1,Tnfaip1
PIK3R4,Pik3r4
DMTN,Dmtn
PMM1,Pmm1
NAE1,Nae1
GDAP1L1,Gdap1l1
HNRNPA2B1,Hnrnpa2b1
PABPC4,Pabpc4
HSPA1L,Hspa1l
ANAPC7,Anapc7
MYL2,Myl2
SEPTIN2,Septin2
PGGT1B,Pggt1b
RNF128,Rnf128
FAM89B,Fam89b
SLC25A17,Slc25a17
AARS1,Aars1
ATP6V1G1,Atp6v1g1
PRPF40B,Prpf40b
GRK2,Grk2
LRRC8D,Lrrc8d
WWP2,Wwp2
JOSD2,Josd2
ATP5MC3,Atp5mc3
ANGPTL2,Angptl2
GPBP1,Gpbp1
VPS41,Vps41
WNT3A,Wnt3a
USP7,Usp7
FGF20,Fgf20
RGS2,Rgs2
SDF2,Sdf2
PRKD3,Prkd3
PICALM,Picalm
C8orf88,Gm11837
MYO5A,Myo5a
VPS50,Vps50
RAB30,Rab30
WTAP,Wtap
GABRG3,Gabrg3
PFN1,Pfn1
ECPAS,Ecpas
ACLY,Acly
HERC4,Herc4
ATP5F1B,Atp5f1b
SMARCC1,Smarcc1
SH3BGRL3,Sh3bgrl3
TMC1,Tmc1
TRAPPC3,Trappc3
FLRT1,Flrt1
DHH,Dhh
TMTC2,Tmtc2
FZD4,Fzd4
WDR48,Wdr48
BSX,Bsx
VPS33A,Vps33a
LIMD2,Limd2
ITPR2,Itpr2
NETO1,Neto1
STRAP,Strap
RABAC1,Rabac1
ADGRL2,Adgrl2
RASA1,Rasa1
SGCZ,Sgcz
CETN2,Cetn2
CRYAA,Cryaa
POLDIP2,Poldip2
LDLRAD3,Ldlrad3
GLYR1,Glyr1
CDS2,Cds2
NCBP1,Ncbp1
SLC1A6,Slc1a6
PSMD11,Psmd11
EML5,Eml5
MCM5,Mcm5
SEPTIN11,Septin11
ADRA1B,Adra1b
FLNB,Flnb
WASL,Wasl
PCGF2,Pcgf2
NAB2,Nab2
NIPBL,Nipbl
PLRG1,Plrg1
TAF1,Taf1
VCPIP1,Vcpip1
MMP2,Mmp2
VIRMA,Virma
TNNI2,Tnni2
DRD2,Drd2
HOXB4,Hoxb4
PPARG,Pparg
WASHC5,Washc5
KHDC4,Khdc4
TMED1,Tmed1
ING3,Ing3
KLHDC3,Klhdc3
HSPA9,Hspa9
EFNB3,Efnb3
R3HDM2,R3hdm2
NT5DC2,Nt5dc2
VPS18,Vps18
GOT2,Got2
FLNC,Flnc
HNF4A,Hnf4a
GRM5,Grm5
TRIM2,Trim2
HYCC2,Hycc2
FOSB,Fosb
MAPRE1,Mapre1
BLTP1,Bltp1
TFE3,Tfe3
ABHD17C,Abhd17c
ZNF146,Zfp146
AQP3,Aqp3
TMCC1,Tmcc1
PTK2B,Ptk2b
SNX30,Snx30
PIWIL1,Piwil1
TCF21,Tcf21
EFR3A,Efr3a
SNX10,Snx10
GNG13,Gng13
PIR,Pir
SEMA3A,Sema3a
LMBR1L,Lmbr1l
MED22,Med22
CCDC28B,Ccdc28b
RAC1,Rac1
DHX8,Dhx8
FRY,Fry
CIAO2B,Ciao2b
PIP4K2C,Pip4k2c
EFEMP2,Efemp2
HOXA6,Hoxa6
TMEM39A,Tmem39a
GNAT2,Gnat2
GNAT3,Gnat3
TOP3B,Top3b
BCL9,Bcl9
RAB28,Rab28
SP1,Sp1
ANTXR1,Antxr1
CHMP7,Chmp7
SMARCC2,Smarcc2
SPOCK1,Spock1
MIR218-2,Mir218-2
MYF6,Myf6
ARPC3,Arpc3
CDS1,Cds1
HOXA2,Hoxa2
FAM98A,Fam98a
GOLPH3L,Golph3l
SYNPR,Synpr
PRP4K,Prpf4b
ZNF32,Zfp637
COG3,Cog3
TFCP2,Tfcp2
CERS6,Cers6
EDC4,Edc4
RPS6KB1,Rps6kb1
KLHDC10,Klhdc10
RHO,Rho
ERLIN1,Erlin1
AMPD2,Ampd2
EIF4EBP2,Eif4ebp2
FOSL2,Fosl2
EPHA6,Epha6
METAP2,Metap2
KLHL1,Klhl1
IGFBP5,Igfbp5
OARD1,Oard1
HNRNPUL1,Hnrnpul1
ZCRB1,Zcrb1
FUBP1,Fubp1
RYR3,Ryr3
ZNF513,Zfp513
MARCHF9,Marchf9
ADCY2,Adcy2
RBM27,Rbm27
CDK7,Cdk7
SYP,Syp
GABRA1,Gabra1
PACSIN1,Pacsin1
PCNX3,Pcnx3
DHRS3,Dhrs3
GMPR,Gmpr
MIR425,Mir425
ANKRA2,Ankra2
GALNT10,Galnt10
SETD7,Setd7
SLC38A7,Slc38a7
NAA15,Naa15
SCUBE3,Scube3
SLC25A27,Slc25a27
SEMA6D,Sema6d
EXOC3,Exoc3
COPG2,Copg2
WDR7,Wdr7
JKAMP,Jkamp
GLG1,Glg1
GPR162,Gpr162
SERTM1,Sertm1
CHPF2,Chpf2
CHORDC1,Chordc1
TOX4,Tox4
KCNV1,Kcnv1
NEK9,Nek9
MEGF8,Megf8
PLAG1,Plag1
SNX12,Snx12
RCC2,Rcc2
TIAM1,Tiam1
THOC5,Thoc5
GALNT7,Galnt7
ZFYVE1,Zfyve1
SOBP,Sobp
SPOP,Spop
CHN2,Chn2
UNC45B,Unc45b
SLITRK1,Slitrk1
NOL10,Nol10
FBXO45,Fbxo45
PIAS1,Pias1
PLCB4,Plcb4
GTPBP4,Gtpbp4
CNOT11,Cnot11
AHSA1,Ahsa1
SIPA1L1,Sipa1l1
BTBD9,Btbd9
OSBPL8,Osbpl8
BARX1,Barx1
API5,Api5
KIAA1958,E130308A19Rik
ITPR3,Itpr3
GREM2,Grem2
FBXO11,Fbxo11
CDC23,Cdc23
CKAP5,Ckap5
ZDHHC2,Zdhhc2
INTS4,Ints4
PBX2,Pbx2
COPS8,Cops8
RELN,Reln
TMEM9B,Tmem9b
HACE1,Hace1
SLC8A1,Slc8a1
KLF3,Klf3
ANKFY1,Ankfy1
TMEM229B,Tmem229b
CCAR1,Ccar1
KCNJ2,Kcnj2
GMEB1,Gmeb1
NKX2-1,Nkx2-1
BNIP3L,Bnip3l
DRP2,Drp2
LIN7C,Lin7c
NFIA,Nfia
XPR1,Xpr1
WDR59,Wdr59
SLC49A4,Slc49a4
ANXA2,Anxa2
TRPV4,Trpv4
XPOT,Xpot
USP47,Usp47
AGAP3,Agap3
SOS2,Sos2
COL2A1,Col2a1
PPP1R8,Ppp1r8
EXOC7,Exoc7
ZFAND3,Zfand3
BRINP2,Brinp2
FGF2,Fgf2
KLHDC8A,Klhdc8a
GPR139,Gpr139
RFC5,Rfc5
CTNNBL1,Ctnnbl1
RC3H2,Rc3h2
DMTF1,Dmtf1
RCE1,Rce1
DENND6A,Dennd6a
ZBTB2,Zbtb2
ABCA1,Abca1
INTS7,Ints7
ROGDI,Rogdi
MARCHF2,Marchf2
IER3IP1,Ier3ip1
LRRC41,Lrrc41
UNK,Unk
TMEM164,Tmem164
LINGO4,Lingo4
C1QL2,C1ql2
STARD3NL,Stard3nl
SKIC8,Skic8
TEC,Tec
SCAI,Scai
CPS1,Cps1
MSANTD4,Msantd4
SMAD7,Smad7
KAT14,Kat14
FLI1,Fli1
SRPRA,Srpra
CXXC1,Cxxc1
TAB1,Tab1
FBXO42,Fbxo42
ESRRG,Esrrg
C11orf58,1110004F10Rik
ALDOB,Aldob
STRIP2,Strip2
VPS4B,Vps4b
CYB561D2,Cyb561d2
MANEAL,Maneal
FLII,Flii
SH3GL2,Sh3gl2
CHUK,Chuk
STOX2,Stox2
SLC30A5,Slc30a5
ITSN1,Itsn1
B4GALT6,B4galt6
ARL4D,Arl4d
RAB9A,Rab9
AP2A1,Ap2a1
EIF3H,Eif3h
PEX5L,Pex5l
SHFL,Shfl
GABRG2,Gabrg2
SYT11,Syt11
UNC5A,Unc5a
FGD1,Fgd1
HMGCS1,Hmgcs1
CIAO2A,Ciao2a
CNIH1,Cnih1
SGCB,Sgcb
RXRG,Rxrg
DSP,Dsp
STAC2,Stac2
CUL4A,Cul4a
TAL1,Tal1
DYRK2,Dyrk2
BECN1,Becn1
GPR27,Gpr27
PSME4,Psme4
CLK2,Clk2
KCTD6,Kctd6
EHD1,Ehd1
TAC1,Tac1
CASD1,Casd1
RAB3D,Rab3d
UCP2,Ucp2
RNGTT,Rngtt
ZNF330,Zfp330
ARCN1,Arcn1
LMAN2,Lman2
HOXB5,Hoxb5
ATP2C1,Atp2c1
RAB27B,Rab27b
RNF103,Rnf103
ERGIC3,Ergic3
FUS,Fus
RICTOR,Rictor
INTS5,Ints5
RGS7BP,Rgs7bp
KCNK1,Kcnk1
GRAMD1B,Gramd1b
THAP12,Thap12
TMEM94,Tmem94
MMUT,Mmut
FAM91A1,Fam91a1
IDH2,Idh2
DLG1,Dlg1
ACER2,Acer2
TMEM50A,Tmem50a
KIF3C,Kif3c
STX6,Stx6
PLEK2,Plek2
NTRK3,Ntrk3
EFNA3,Efna3
SMYD1,Smyd1
ILKAP,Ilkap
FEZ1,Fez1
CLPTM1,Clptm1
PHIP,Phip
JAG1,Jag1
SFRP1,Sfrp1
PHF21A,Phf21a
RUFY2,Rufy2
HIPK2,Hipk2
YTHDC2,Ythdc2
PDZRN3,Pdzrn3
TFDP1,Tfdp1
ARAF,Araf
PAXBP1,Paxbp1
EDA,Eda
ZNF384,Zfp384
MED19,Med19
PRR7,Prr7
TSHZ3,Tshz3
SWAP70,Swap70
DPP8,Dpp8
PLK1,Plk1
RNF150,Rnf150
B9D2,B9d2
PLA2G4A,Pla2g4a
AIP,Aip
ADCY3,Adcy3
JAK1,Jak1
PPFIA4,Ppfia4
ZNF24,Zfp24
ZBTB26,Zbtb26
MYLIP,Mylip
BCAS3,Bcas3
CARMIL3,Carmil3
MCM4,Mcm4
SMARCE1,Smarce1
FMNL3,Fmnl3
TAB3,Tab3
NPTN,Nptn
PRPH,Prph
PSMC6,Psmc6
SLC9A5,Slc9a5
KCNH7,Kcnh7
TAB2,Tab2
ACTR6,Actr6
SAMTOR,Bmt2
SSR4,Ssr4
GHSR,Ghsr
CORO1A,Coro1a
INTS9,Ints9
FOXO3,Foxo3
VAX1,Vax1
NR1D1,Nr1d1
E2F3,E2f3
GPR26,Gpr26
ADORA1,Adora1
OTX1,Otx1
PATL1,Patl1
PSME1,Psme1
MAGI2,Magi2
FAM53C,Fam53c
ALDH6A1,Aldh6a1
PEX3,Pex3
CDC40,Cdc40
SMG7,Smg7
ATP8B2,Atp8b2
IL1RAPL2,Il1rapl2
BNC2,Bnc2
TSG101,Tsg101
IGF2BP2,Igf2bp2
VPS36,Vps36
OTOF,Otof
TTC17,Ttc17
SNX2,Snx2
TKT,Tkt
RRAGD,Rragd
PPM1H,Ppm1h
KCNN3,Kcnn3
ZFHX3,Zfhx3
EHMT2,Ehmt2
NCBP3,Ncbp3
SACM1L,Sacm1l
SEC14L1,Sec14l1
CYLD,Cyld
C1QTNF7,C1qtnf7
PRKCB,Prkcb
TMED4,Tmed4
BHMT,Bhmt
B4GALT5,B4galt5
FBXO28,Fbxo28
NANS,Nans
DEPDC1B,Depdc1b
FGFR2,Fgfr2
ERC2,Erc2
EIF4H,Eif4h
KCNS3,Kcns3
NDP,Ndp
ITM2B,Itm2b
MTMR9,Mtmr9
CMIP,Cmip
RASAL2,Rasal2
MTMR7,Mtmr7
CA7,Car7
CAPN6,Capn6
CHIC1,Chic1
CIAO1,Ciao1
USP9X,Usp9x
DHX38,Dhx38
MON2,Mon2
LHFPL3,Lhfpl3
NT5C1A,Nt5c1a
LIX1,Lix1
ARNT2,Arnt2
MDH2,Mdh2
ELFN2,Elfn2
PRKRA,Prkra
ZNF711,Zfp711
STRADA,Strada
THBS1,Thbs1
COL5A2,Col5a2
EIF2C4,Ago4
NRM,Nrm
LEPROT,Leprot
DOCK9,Dock9
DEPDC5,Depdc5
HECW2,Hecw2
NAMPT,Nampt
SEMA3F,Sema3f
PDE11A,Pde11a
CTDSP2,Ctdsp2
GAS2,Gas2
P2RY1,P2ry1
PYGL,Pygl
GJB6,Gjb6
STX7,Stx7
BCL6,Bcl6
PLXNA3,Plxna3
UBP1,Ubp1
MAP3K5,Map3k5
DACH1,Dach1
SLC4A3,Slc4a3
FOXJ3,Foxj3
SMAP2,Smap2
SCAMP1,Scamp1
PIGC,Pigc
ERCC3,Ercc3
MAT2A,Mat2a
TM9SF2,Tm9sf2
DNAJB9,Dnajb9
CDC20,Cdc20
ING5,Ing5
VMP1,Vmp1
IMMP1L,Immp1l
PAPOLA,Papola
PAK5,Pak5
KPNA6,Kpna6
ENOX2,Enox2
FCHSD2,Fchsd2
GRIA1,Gria1
ATP6AP2,Atp6ap2
ST3GAL2,St3gal2
TNKS2,Tnks2
TRHR,Trhr
CHTOP,Chtop
CSDE1,Csde1
CSMD2,Csmd2
RPF1,Rpf1
ENOX1,Enox1
ME3,Me3
TUBA8,Tuba8
ERO1B,Ero1b
MME,Mme
TNRC6B,Tnrc6b
ZBTB1,Zbtb1
RPS6KA1,Rps6ka1
MTREX,Mtrex
PALS2,Pals2
DCTN2,Dctn2
RBM38,Rbm38
MYH6,Myh6
TFDP2,Tfdp2
INO80,Ino80
MAP2K2,Map2k2
BRSK1,Brsk1
DGKB,Dgkb
H2BC1,H2bc1
TOX,Tox
MEGF10,Megf10
TMEM209,Tmem209
CTXN2,Ctxn2
TOM1L2,Tom1l2
MFHAS1,Mfhas1
TMED9,Tmed9
ARFIP2,Arfip2
IFT80,Ift80
AQR,Aqr
PPIP5K2,Ppip5k2
SLC8A2,Slc8a2
CCT8,Cct8
ELP3,Elp3
SYT3,Syt3
MED1,Med1
LMBRD2,Lmbrd2
ATL3,Atl3
TRPM7,Trpm7
LRFN2,Lrfn2
MORF4L2,Morf4l2
ANKRD29,Ankrd29
LASP1,Lasp1
ETV1,Etv1
LSM4,Lsm4
TMEM115,Tmem115
DDX23,Ddx23
RABGAP1,Rabgap1
INO80D,Ino80d
MAPKAPK2,Mapkapk2
KRIT1,Krit1
DLGAP3,Dlgap3
SNX33,Snx33
RASGRP3,Rasgrp3
KLHL5,Klhl5
PTPRG,Ptprg
SDK2,Sdk2
TRHDE,Trhde
KCTD8,Kctd8
PPP3R1,Ppp3r1
PPWD1,Ppwd1
SHC1,Shc1
SLC12A2,Slc12a2
PGD,Pgd
PCIF1,Pcif1
MARK1,Mark1
STRN4,Strn4
SOCS5,Socs5
ALDH1B1,Aldh1b1
PHKA1,Phka1
PPIL3,Ppil3
MTCP1,Mtcp1
FIG4,Fig4
CDH20,Cdh20
HSPB8,Hspb8
STAT4,Stat4
CHD7,Chd7
DHX30,Dhx30
TCEA1,Tcea1
MED28,Med28
ZDHHC16,Zdhhc16
FBXO38,Fbxo38
COL5A1,Col5a1
COTL1,Cotl1
TOMM22,Tomm22
MAP3K3,Map3k3
JRKL,Jrkl
ARHGAP44,Arhgap44
PLS1,Pls1
NCKAP1L,Nckap1l
TFG,Tfg
ARPC4,Arpc4
NTMT2,Ntmt2
PAPSS1,Papss1
GTF2E2,Gtf2e2
GPC4,Gpc4
PACSIN3,Pacsin3
GIGYF2,Gigyf2
FGF7,Fgf7
CRY1,Cry1
KIF1C,Kif1c
WIPF2,Wipf2
PSMB4,Psmb4
BIRC6,Birc6
STX16,Stx16
IPO11,Ipo11
B3GALT2,B3galt2
CLSTN2,Clstn2
JMJD6,Jmjd6
ADCY6,Adcy6
BTG2,Btg2
RSBN1,Rsbn1
KANSL3,Kansl3
BNIP1,Bnip1
NIPA2,Nipa2
RNF139,Rnf139
ABHD5,Abhd5
POP7,Pop7
YTHDF1,Ythdf1
SUZ12,Suz12
CACNA1D,Cacna1d
LRRC7,Lrrc7
ATP6V1H,Atp6v1h
SLC4A10,Slc4a10
VBP1,Vbp1
IGF2BP3,Igf2bp3
WNT5A,Wnt5a
TOB1,Tob1
RBM15,Rbm15
SHOX2,Shox2
PIM1,Pim1
RAD54L,Rad54l
GRHL2,Grhl2
TBK1,Tbk1
CHD5,Chd5
KAT7,Kat7
CCND1,Ccnd1
EIF3L,Eif3l
EML1,Eml1
CDIP1,Cdip1
GTF3C3,Gtf3c3
PPP4R3B,Ppp4r3b
ZNF609,Zfp609
HOXD10,Hoxd10
PPM1G,Ppm1g
THRB,Thrb
PTCH1,Ptch1
OGDH,Ogdh
CPNE3,Cpne3
NCK2,Nck2
PCBP3,Pcbp3
RYK,Ryk
PLCL1,Plcl1
EXOSC2,Exosc2
RTL6,Rtl6
RHOT1,Rhot1
NR6A1,Nr6a1
RPN1,Rpn1
SNORD86,Gm23187
SLC1A2,Slc1a2
PARP11,Parp11
BICDL1,Bicdl1
ASIC1,Asic1
APEX1,Apex1
TULP4,Tulp4
NTMT1,Ntmt1
LRRC58,Lrrc58
CACNB1,Cacnb1
PELI2,Peli2
ORAI2,Orai2
KCNJ15,Kcnj15
KLHL20,Klhl20
LYPD6,Lypd6
TRPM3,Trpm3
ARK2N,Ark2n
ARHGAP42,Arhgap42
UBE2O,Ube2o
ALDH1A3,Aldh1a3
OSBPL9,Osbpl9
IREB2,Ireb2
TCF15,Tcf15
TARBP2,Tarbp2
ID3,Id3
SHISA3,Shisa3
EP300,Ep300
NEO1,Neo1
MED12L,Med12l
WDR20,Wdr20
TRPM8,Trpm8
PFKFB1,Pfkfb1
NFE2L1,Nfe2l1
EIF3A,Eif3a
MDH1,Mdh1
TACR1,Tacr1
SLIT3,Slit3
STK16,Stk16
PARP8,Parp8
POLR3C,Polr3c
INA,Ina
SLC44A1,Slc44a1
REXO2,Rexo2
MAP3K11,Map3k11
OLFML3,Olfml3
BRAF,Braf
HCN3,Hcn3
STX5,Stx5a
PSMA8,Psma8
CLINT1,Clint1
GFUS,Gfus
STMN3,Stmn3
KATNAL1,Katnal1
CLOCK,Clock
DOCK2,Dock2
KCNK10,Kcnk10
DNAJB4,Dnajb4
AKIRIN2,Akirin2
STARD3,Stard3
MYL3,Myl3
MYO1F,Myo1f
TUBGCP4,Tubgcp4
TMEM215,Tmem215
UBE2F,Ube2f
RRAS,Rras
PACSIN2,Pacsin2
BAP1,Bap1
CUL5,Cul5
NEGR1,Negr1
CLCN2,Clcn2
C2CD5,C2cd5
NUFIP2,Nufip2
CNEP1R1,Cnep1r1
MAT2B,Mat2b
GCN1,Gcn1
ADGRB2,Adgrb2
ITGB1BP1,Itgb1bp1
LEF1,Lef1
IFFO1,Iffo1
CNOT4,Cnot4
SBF2,Sbf2
SPTLC2,Sptlc2
NAA50,Naa50
DOK5,Dok5
PPIB,Ppib
ABCB9,Abcb9
DESI2,Desi2
C3orf70,2510009E07Rik
TCF12,Tcf12
SLC18A3,Slc18a3
DROSHA,Drosha
SGCD,Sgcd
FURIN,Furin
BRD3,Brd3
RASL11B,Rasl11b
FOS,Fos
EDRF1,Edrf1
RC3H1,Rc3h1
THAP11,Thap11
GRIN3A,Grin3a
GARRE1,Garre1
UBXN1,Ubxn1
CRHR1,Crhr1
STOML2,Stoml2
SH3KBP1,Sh3kbp1
WASHC4,Washc4
TRIM39,Trim39
NDST3,Ndst3
TMCC2,Tmcc2
RANBP10,Ranbp10
BTBD10,Btbd10
TAF7,Taf7
SMYD3,Smyd3
WASF3,Wasf3
PRDM10,Prdm10
SPTBN2,Sptbn2
MMP24,Mmp24
POLR3F,Polr3f
KEAP1,Keap1
CNTN1,Cntn1
CBFA2T2,Cbfa2t2
CCNI,Ccni
LRRC8B,Lrrc8b
HNF1B,Hnf1b
ADNP,Adnp
ZBTB41,Zbtb41
DPAGT1,Dpagt1
KLC1,Klc1
FOXK2,Foxk2
ZMIZ1,Zmiz1
RNF123,Rnf123
SAMD14,Samd14
TSPAN6,Tspan6
MAPK9,Mapk9
PIK3C2B,Pik3c2b
DOCK5,Dock5
TMEM248,Tmem248
CASR,Casr
ADAM11,Adam11
CAMTA1,Camta1
