human gene name,pig gene name
NIP7,NIP7
RASSF8,RASSF8
DUSP7,DUSP7
PHB2,PHB2
MYO1B,MYO1B
MED12,MED12
MLLT3,MLLT3
ING3,ING3
SRSF7,SRSF7
HMX3,HMX3
FIBP,FIBP
DPYSL3,DPYSL3
TMEM164,TMEM164
MED30,MED30
PCNP,PCNP
AP1B1,AP1B1
KLHL32,KLHL32
STX5,STX5
HNRNPD,HNRNPD
ABCF3,ABCF3
COPS2,COPS2
SMCO4,SMCO4
CACNA2D3,CACNA2D3
CTXND1,CTXND1
ATP6V1G2,ATP6V1G2
ATP6V1G1,ATP6V1G1
BRINP3,BRINP3
FBXW7,FBXW7
LIMK1,LIMK1
CDC34,CDC34
NPM1,NPM1
STIMATE,STIMATE
TRAF4,TRAF4
SMARCE1,SMARCE1
SOX10,SOX10
ADGRB3,ADGRB3
MED11,MED11
TLN1,TLN1
MTMR2,MTMR2
ARHGEF3,ARHGEF3
SNN,SNN
ARHGAP42,ARHGAP42
BCL2L1,BCL2L1
MED7,MED7
ABTB3,ABTB3
TTC39C,TTC39C
VSTM2L,VSTM2L
PDK2,PDK2
WDR33,WDR33
METTL3,METTL3
TRAPPC14,TRAPPC14
POLR3A,POLR3A
HMG20A,HMG20A
C9orf78,C9orf78
FBRS,FBRS
FBXL19,FBXL19
CMTM8,CMTM8
LHX8,LHX8
MORF4L2,MORF4L2
KCNK2,KCNK2
RNF20,RNF20
EXOC1L,EXOC1L
SAP18,SAP18
SNX10,SNX10
ARL4D,ARL4D
PARP6,PARP6
STT3A,STT3A
CYTH3,CYTH3
TMEM63B,TMEM63B
MANEAL,MANEAL
FBXO11,FBXO11
COPS9,COPS9
SAT1,SAT1
TSN,TSN
NRARP,NRARP
SUPT16H,SUPT16H
TENM1,TENM1
ANKRD17,ANKRD17
ZFAND3,ZFAND3
TMED1,TMED1
SOX9,SOX9
PPP2R3C,PPP2R3C
DHX8,DHX8
CELF6,CELF6
TMEM98,TMEM98
ETV6,ETV6
RXRB,RXRB
BCAS2,BCAS2
SYT3,SYT3
ZDHHC15,ZDHHC15
YAP1,YAP1
ZBTB34,ZBTB34
FAM32A,FAM32A
MTLN,MTLN
LUC7L2,LUC7L2
SRSF1,SRSF1
EML6,EML6
ATP4A,ATP4A
FSTL1,FSTL1
DYNC1I1,DYNC1I1
KLHL23,KLHL23
EMSY,EMSY
VPS52,VPS52
ELMOD1,ELMOD1
ERBB4,ERBB4
MINDY3,MINDY3
ZNF711,ZNF711
MID1,MID1
WNT10B,WNT10B
FZD3,FZD3
ZBED5,ZBED5
KDM2A,KDM2A
PPP3CB,PPP3CB
TBC1D19,TBC1D19
TUBGCP4,TUBGCP4
CSRP2,CSRP2
ATP2B1,ATP2B1
VPS28,VPS28
PRKAA2,PRKAA2
RPL7A,RPL7A
MPP2,MPP2
PDK3,PDK3
DOK4,DOK4
PLPPR4,PLPPR4
EMC6,EMC6
TOMM7,TOMM7
UGDH,UGDH
IGF2BP2,IGF2BP2
LHFPL5,LHFPL5
EBF4,EBF4
UBQLN4,UBQLN4
GJA1,GJA1
GPS2,GPS2
EFR3B,EFR3B
STEAP2,STEAP2
HOXA9,HOXA9
ZNF189,ZNF189
ARFGEF1,ARFGEF1
PHF14,PHF14
JDP2,JDP2
PID1,PID1
ZCRB1,ZCRB1
TRPC3,TRPC3
TRIP12,TRIP12
COP1,COP1
EHD4,EHD4
ZNF513,ZNF513
SLC41A1,SLC41A1
MAFG,MAFG
GRB14,GRB14
DNM3,DNM3
PDE4D,PDE4D
SPON1,SPON1
PIAS2,PIAS2
GMPS,GMPS
ST8SIA2,ST8SIA2
GLRA1,GLRA1
LRRC7,LRRC7
CRY1,CRY1
CUL1,CUL1
GADD45B,GADD45B
CIB2,CIB2
PI4K2A,PI4K2A
IPO7,IPO7
ZIC2,ZIC2
WASHC4,WASHC4
CEBPB,CEBPB
ZSWIM8,ZSWIM8
DLX6,DLX6
PSKH1,PSKH1
ZDHHC21,ZDHHC21
TOMM70,TOMM70
DSCAM,DSCAM
FST,FST
TNMD,TNMD
NDST4,NDST4
CLPX,CLPX
RRM1,RRM1
ARHGAP5,ARHGAP5
WASHC5,WASHC5
CPLX3,CPLX3
TRIM71,TRIM71
FNBP1L,FNBP1L
PTDSS1,PTDSS1
RFX4,RFX4
TASP1,TASP1
HNRNPDL,HNRNPDL
CCAR1,CCAR1
VPS11,VPS11
CTDSP1,CTDSP1
CALB1,CALB1
LRRTM1,LRRTM1
CPNE4,CPNE4
PCIF1,PCIF1
GAPVD1,GAPVD1
SNX6,SNX6
ZDHHC9,ZDHHC9
KEAP1,KEAP1
FOSB,FOSB
CLK3,CLK3
ZIC3,ZIC3
PLXNA4,PLXNA4
CHD1,CHD1
FGF16,FGF16
DYM,DYM
FGF1,FGF1
ASTN1,ASTN1
C1QL1,C1QL1
PI15,PI15
FXR2,FXR2
POU3F4,POU3F4
ZNF821,ZNF821
CHPF2,CHPF2
PDS5B,PDS5B
TMEM198,TMEM198
RGS7BP,RGS7BP
TMEM101,TMEM101
TMEM117,TMEM117
CHST1,CHST1
GRM2,GRM2
ISL2,ISL2
KIRREL1,KIRREL1
PELO,PELO
CRYBB2,CRYBB2
PIK3R3,PIK3R3
EPHB3,EPHB3
RAD1,RAD1
GRIN2B,GRIN2B
SIX3,SIX3
ZC3H10,ZC3H10
FZD4,FZD4
PCDH7,PCDH7
ZDHHC5,ZDHHC5
JAKMIP2,JAKMIP2
CSMD3,CSMD3
FUBP1,FUBP1
RFC3,RFC3
HS2ST1,HS2ST1
MEN1,MEN1
TSPAN12,TSPAN12
SLC4A8,SLC4A8
PRKAR1A,PRKAR1A
ATL1,ATL1
GNA14,GNA14
KCNT2,KCNT2
CLVS1,CLVS1
HERC1,HERC1
USP34,USP34
PSENEN,PSENEN
CDK4,CDK4
GPC6,GPC6
ZNF384,ZNF384
RANBP9,RANBP9
TBC1D20,TBC1D20
CDH2,CDH2
THBS3,THBS3
TNPO3,TNPO3
FOSL2,FOSL2
SLC6A1,SLC6A1
SCN1A,SCN1A
ANKRD13B,ANKRD13B
WNT8B,WNT8B
PALS2,PALS2
KCNV1,KCNV1
RASAL2,RASAL2
ACTR1B,ACTR1B
UBR4,UBR4
CDH20,CDH20
BTBD3,BTBD3
LHFPL6,LHFPL6
RNU12,U12
BTAF1,BTAF1
TMEM106B,TMEM106B
SLC8A1,SLC8A1
KHDRBS2,KHDRBS2
SLITRK2,SLITRK2
MGAT4B,MGAT4B
RBM4,RBM4
TMEM168,TMEM168
MAPK6,MAPK6
RERG,RERG
DIRAS2,DIRAS2
KDM5A,KDM5A
SLC25A5,SLC25A5
AP1G1,AP1G1
SGK3,SGK3
SLMAP,SLMAP
USF2,USF2
GRIN2D,GRIN2D
IGFBP5,IGFBP5
NLGN1,NLGN1
CLCN4,CLCN4
MSANTD4,MSANTD4
SLITRK5,SLITRK5
DDX5,DDX5
CTPS1,CTPS1
LRRC4B,LRRC4B
STRIP2,STRIP2
PRCC,PRCC
ZNF143,ZNF143
TMEM121,TMEM121
NELFCD,NELFCD
RNASEK,RNASEK
MIR15B,ssc-mir-15b
CCT4,CCT4
PHF12,PHF12
RBPJ,RBPJ
PLK2,PLK2
MBNL2,MBNL2
ACTN4,ACTN4
SLC6A8,SLC6A8
ADGRL2,ADGRL2
IPO5,IPO5
IPO11,IPO11
GFOD1,GFOD1
GFPT2,GFPT2
AKTIP,AKTIP
CCND3,CCND3
PSMD3,PSMD3
FITM1,FITM1
FBN2,FBN2
SLC9A6,SLC9A6
TIMM8A,TIMM8A
MON2,MON2
AP2S1,AP2S1
AREL1,AREL1
NIPBL,NIPBL
STK40,STK40
PIAS3,PIAS3
IRX5,IRX5
DCTN1,DCTN1
SMARCD2,SMARCD2
ZNF740,ZNF740
MIR340,MIR340
CAB39L,CAB39L
HEY2,HEY2
RUNX1,RUNX1
BMP7,BMP7
INO80D,INO80D
LMX1A,LMX1A
NEUROD2,NEUROD2
NAB2,NAB2
VIRMA,VIRMA
CDC23,CDC23
MTA2,MTA2
UNK,UNK
GIPC1,GIPC1
SRSF12,SRSF12
CCT7,CCT7
FMNL2,FMNL2
NAA40,NAA40
COTL1,COTL1
DAGLA,DAGLA
CAPRIN1,CAPRIN1
SOBP,SOBP
CNR1,CNR1
INTS14,INTS14
NR2C2,NR2C2
DNTTIP1,DNTTIP1
AGO2,AGO2
NAA10,NAA10
KCNMB2,KCNMB2
ATXN7L3,ATXN7L3
BCL11B,BCL11B
MSTN,MSTN
FGF20,FGF20
SMC3,SMC3
GRM4,GRM4
ZNF319,ZNF319
ROCK1,ROCK1
POP7,POP7
LAPTM4A,LAPTM4A
TMCC1,TMCC1
TEF,TEF
STAG1,STAG1
MBLAC2,MBLAC2
ARL6,ARL6
RND1,RND1
AP1S1,AP1S1
FLRT3,FLRT3
MGAT5,MGAT5
DNAJC19,DNAJC19
ARB2A,ARB2A
B4GAT1,B4GAT1
PORCN,PORCN
PLEKHD1,PLEKHD1
DAZAP1,DAZAP1
PAN2,PAN2
INO80,INO80
CPNE8,CPNE8
BIRC6,BIRC6
TM9SF4,TM9SF4
VPS33A,VPS33A
ATG5,ATG5
RAB33B,RAB33B
ZMAT4,ZMAT4
IDH3A,IDH3A
EPHA3,EPHA3
ZBTB37,ZBTB37
PRKD3,PRKD3
RPL28,RPL28
CXXC1,CXXC1
PRKCH,PRKCH
HRK,HRK
BLTP1,BLTP1
FAM20B,FAM20B
MAP2K4,MAP2K4
UBTD1,UBTD1
PBX3,PBX3
SNAPIN,SNAPIN
LRRC4,LRRC4
NOL4L,NOL4L
TMEM203,TMEM203
ATF3,ATF3
PDAP1,PDAP1
LMNB1,LMNB1
PIP5K1B,PIP5K1B
DDR2,DDR2
RC3H2,RC3H2
RHOC,RHOC
ZMYM4,ZMYM4
ZBTB16,ZBTB16
ANKH,ANKH
DPF2,DPF2
FBXO42,FBXO42
UBE3A,UBE3A
HOXB6,HOXB6
UBE2C,UBE2C
DYNC1LI2,DYNC1LI2
GAS2,GAS2
RASA2,RASA2
ZBTB1,ZBTB1
BRD2,BRD2
LMBR1,LMBR1
STOML2,STOML2
DLGAP3,DLGAP3
VAX1,VAX1
AEBP2,AEBP2
RBM46,RBM46
PTCHD4,PTCHD4
E2F3,E2F3
KIF1B,KIF1B
C14orf28,C14orf28
STK4,STK4
RRAGD,RRAGD
C2orf42,C2orf42
PIK3C3,PIK3C3
TAFA5,TAFA5
CTCF,CTCF
BTBD1,BTBD1
TTC17,TTC17
ADCY8,ADCY8
MIR7-1,ssc-mir-7-2
KCTD2,KCTD2
PARVA,PARVA
DHX38,DHX38
DAAM1,DAAM1
SNU13,SNU13
NETO2,NETO2
KLHDC8A,KLHDC8A
MIR145,ssc-mir-145
HERC4,HERC4
SLIT2,SLIT2
MAPK10,MAPK10
USP14,USP14
MITF,MITF
LGI2,LGI2
GJB1,GJB1
HDAC9,HDAC9
KCNG3,KCNG3
EFHD2,EFHD2
UBE4A,UBE4A
PDE6G,PDE6G
TINCR,TINCR
DHX16,DHX16
NR2F6,NR2F6
TRIM41,TRIM41
MDGA1,MDGA1
KCTD12,KCTD12
BCL7C,BCL7C
ADGRL3,ADGRL3
THBS1,THBS1
SLC23A2,SLC23A2
ARL14EP,ARL14EP
RGS7,RGS7
KLHL41,KLHL41
RBM10,RBM10
PCDH19,PCDH19
LIN9,LIN9
TMEM240,TMEM240
STK24,STK24
UNC50,UNC50
LDLRAD3,LDLRAD3
TMOD4,TMOD4
DCAF1,DCAF1
EIF4G2,EIF4G2
COL2A1,COL2A1
PPWD1,PPWD1
PLCG1,PLCG1
FCER1G,FCER1G
SLC25A15,SLC25A15
LRRTM2,LRRTM2
RAB5A,RAB5A
SOX6,SOX6
ADAMTS6,ADAMTS6
MYH11,MYH11
TFIP11,TFIP11
RBMX,RBMX
CTNNB1,CTNNB1
ADGRB2,ADGRB2
DACH1,DACH1
EPHA8,EPHA8
ANXA5,ANXA5
RBFOX2,RBFOX2
MDGA2,MDGA2
MED1,MED1
ATF7,ATF7
BBS5,BBS5
THAP1,THAP1
RAB25,RAB25
ROR1,ROR1
MAP4K3,MAP4K3
SLC25A6,SLC25A6
PLCL2,PLCL2
SNORD92,SNORD92
SMAD3,SMAD3
ESRP1,ESRP1
RAB15,RAB15
UPF2,UPF2
ARID1A,ARID1A
ATG13,ATG13
MAP4K5,MAP4K5
ZMYND11,ZMYND11
INTS9,INTS9
MTMR9,MTMR9
AP2A1,AP2A1
FBN1,FBN1
FKBP14,FKBP14
TFPT,TFPT
C1orf43,C1orf43
SLC22A17,SLC22A17
FMR1,FMR1
DNAJB14,DNAJB14
HNRNPU,HNRNPU
PPP1R16B,PPP1R16B
SNORD11,SNORD11
C12orf57,C12orf57
MIR25,MIR25
HERC3,HERC3
DNAJC3,DNAJC3
TADA2B,TADA2B
LANCL3,LANCL3
DSCAML1,DSCAML1
PDE7A,PDE7A
TBC1D9,TBC1D9
SEC62,SEC62
LARGE1,LARGE1
PLCB1,PLCB1
RNF141,RNF141
MBNL1,MBNL1
FOXA2,FOXA2
ZDHHC16,ZDHHC16
GNA13,GNA13
NCK1,NCK1
OSGEP,OSGEP
SOX12,SOX12
NELL2,NELL2
CDK17,CDK17
TRIM2,TRIM2
B3GAT1,B3GAT1
GRM7,GRM7
PCNA,PCNA
PREX2,PREX2
CSGALNACT2,CSGALNACT2
C3orf70,C3orf70
ZNF503,ZNF503
RBM42,RBM42
SNX13,SNX13
ADNP,ADNP
CCDC25,CCDC25
EPHA5,EPHA5
GOSR1,GOSR1
ZBTB20,ZBTB20
YTHDC1,YTHDC1
RAF1,RAF1
MIR488,MIR488
TBX5,TBX5
GATAD1,GATAD1
ANAPC4,ANAPC4
TARDBP,TARDBP
DOK6,DOK6
PJVK,PJVK
TSPAN18,TSPAN18
ZBTB7C,ZBTB7C
DSTN,DSTN
NSFL1C,NSFL1C
ARIH1,ARIH1
CHST11,CHST11
ANGPTL2,ANGPTL2
ITPR1,ITPR1
MCM6,MCM6
YIPF3,YIPF3
OSR1,OSR1
PSMB3,PSMB3
ABTB2,ABTB2
SLC2A1,SLC2A1
SIX6,SIX6
RPL35,RPL35
TRIM23,TRIM23
GSK3B,GSK3B
MYO1C,MYO1C
EIF4A1,EIF4A1
ARHGDIA,ARHGDIA
BTBD9,BTBD9
WDR7,WDR7
PSIP1,PSIP1
RPP25L,RPP25L
ALX1,ALX1
PIN1,PIN1
CDK6,CDK6
SF3B2,SF3B2
FBXO41,FBXO41
KLHDC2,KLHDC2
KAT2A,KAT2A
KCNJ4,KCNJ4
CDH18,CDH18
UNC80,UNC80
C9orf72,C9orf72
CMIP,CMIP
DNAJC13,DNAJC13
DAB2IP,DAB2IP
ARK2N,ARK2N
CCDC85B,CCDC85B
TWIST1,TWIST1
SEC23B,SEC23B
HCRTR2,HCRTR2
USP21,USP21
DOCK4,DOCK4
PIANP,PIANP
HOXC12,HOXC12
SLC35B1,SLC35B1
YTHDC2,YTHDC2
MYO1D,MYO1D
RCOR2,RCOR2
GNA12,GNA12
LBX1,LBX1
PRKG2,PRKG2
GFPT1,GFPT1
GALNTL6,GALNTL6
CAPN6,CAPN6
RUVBL1,RUVBL1
NKX2-1,NKX2-1
SNORD20,SNORD20
ING5,ING5
EIF3J,EIF3J
HECTD4,HECTD4
MAPK3,MAPK3
FAM98A,FAM98A
SESTD1,SESTD1
TMOD1,TMOD1
GATAD2B,GATAD2B
CASD1,CASD1
XAB2,XAB2
MBD5,MBD5
BNIP3L,BNIP3L
SNRNP70,SNRNP70
CDH12,CDH12
ATP6V1F,ATP6V1F
ZNF771,ZNF771
HMG20B,HMG20B
TAF10,TAF10
BRPF1,BRPF1
GNAZ,GNAZ
ITPR2,ITPR2
JAZF1,JAZF1
PHF8,PHF8
CYP26B1,CYP26B1
MYL12A,MYL12A
RABL3,RABL3
HOXD3,HOXD3
BCAS3,BCAS3
MCHR1,MCHR1
HIF1AN,HIF1AN
CHMP1A,CHMP1A
LEO1,LEO1
OLA1,OLA1
PEX5L,PEX5L
PDCD4,PDCD4
EDC3,EDC3
CLIP3,CLIP3
ZNF710,ZNF710
PIK3CB,PIK3CB
PAXBP1,PAXBP1
SGCZ,SGCZ
SYS1,SYS1
SNORD53,SNORD53
SELENOT,SELENOT
NKX2-2,NKX2-2
PTPRS,PTPRS
KCTD16,KCTD16
POU4F2,POU4F2
RDX,RDX
SLC25A36,SLC25A36
PAQR3,PAQR3
PRKAB2,PRKAB2
NKX6-1,NKX6-1
CA11,CA11
MMP14,MMP14
HM13,HM13
ITPR3,ITPR3
MAB21L1,MAB21L1
CDKN2AIPNL,CDKN2AIPNL
OSBPL8,OSBPL8
SNTB2,SNTB2
RNY4,Y_RNA
UBFD1,UBFD1
PERP,PERP
LSM14A,LSM14A
MCM5,MCM5
GFOD2,GFOD2
C16orf87,C16orf87
PFDN2,PFDN2
PWP1,PWP1
TCP1,TCP1
LIN52,LIN52
PPP5C,PPP5C
WNT6,WNT6
CDK2AP1,CDK2AP1
SLITRK3,SLITRK3
BTRC,BTRC
HEY1,HEY1
APPL1,APPL1
EXTL3,EXTL3
FZD7,FZD7
DOK5,DOK5
CSDC2,CSDC2
ORMDL2,ORMDL2
MYCBP2,MYCBP2
PCGF2,PCGF2
GRM3,GRM3
SSRP1,SSRP1
KLHDC3,KLHDC3
CLTB,CLTB
MAU2,MAU2
BIN1,BIN1
IL1RAPL2,IL1RAPL2
PHF21A,PHF21A
CKB,CKB
SFPQ,SFPQ
RNF19A,RNF19A
SLC25A14,SLC25A14
HOXC10,HOXC10
HOXC11,HOXC11
HSBP1,HSBP1
FIS1,FIS1
DCUN1D3,DCUN1D3
USP47,USP47
COPA,COPA
AGPAT1,AGPAT1
SOCS3,SOCS3
SOCS7,SOCS7
PTPRU,PTPRU
DDX47,DDX47
GRM8,GRM8
ALDH18A1,ALDH18A1
HOXA2,HOXA2
BMP5,BMP5
TAF6,TAF6
EYA4,EYA4
SAMD4A,SAMD4A
KPNA2,KPNA2
GNB3,GNB3
CRHR1,CRHR1
NXPH2,NXPH2
TEX30,TEX30
KATNAL1,KATNAL1
USP39,USP39
SGIP1,SGIP1
RPS6KA4,RPS6KA4
VPS50,VPS50
MIR330,MIR330
TMEM183A,TMEM183A
TEAD2,TEAD2
PITX3,PITX3
SCAMP1,SCAMP1
RALGAPB,RALGAPB
LIX1,LIX1
RMND5A,RMND5A
NOL4,NOL4
STAT5B,STAT5B
UNC5D,UNC5D
BECN1,BECN1
SMARCA1,SMARCA1
STAT4,STAT4
CHURC1,CHURC1
SNX2,SNX2
KLHL3,KLHL3
OLFM1,OLFM1
THOC5,THOC5
PSPC1,PSPC1
MYH1,MYH1
CPSF3,CPSF3
TXNL4B,TXNL4B
JAK1,JAK1
TMEM248,TMEM248
RSPRY1,RSPRY1
SP2,SP2
RSRC1,RSRC1
PRDM5,PRDM5
PRKCI,PRKCI
JUN,JUN
GRIK1,GRIK1
CBLB,CBLB
TPST1,TPST1
BPGM,BPGM
EZH2,EZH2
KAT2B,KAT2B
WAC,WAC
SYMPK,SYMPK
GRK5,GRK5
USP25,USP25
CHRM4,CHRM4
HHIP,HHIP
PDE4B,PDE4B
ANKRD28,ANKRD28
SERBP1,SERBP1
UBE2D2,UBE2D2
CDH6,CDH6
YIPF5,YIPF5
GDAP1L1,GDAP1L1
ABCF1,ABCF1
C1orf122,C1orf122
YIF1A,YIF1A
TARBP2,TARBP2
MED13L,MED13L
PPIL4,PPIL4
TRA2A,TRA2A
FEV,FEV
MEX3C,MEX3C
CNOT11,CNOT11
WNT9A,WNT9A
RWDD2A,RWDD2A
ABCE1,ABCE1
MECOM,MECOM
CASK,CASK
VPS39,VPS39
VPS72,VPS72
HAT1,HAT1
SYN1,SYN1
MAP2K2,MAP2K2
SPAG6,SPAG6
SPSB4,SPSB4
UBR3,UBR3
ETNK1,ETNK1
SRSF6,SRSF6
USP7,USP7
SNORD14B,SNORD14
STRN3,STRN3
CHERP,CHERP
ZNF609,ZNF609
DCC,DCC
EIF4E,EIF4E
ZNF436,ZNF436
GYS1,GYS1
EMX1,EMX1
PSME4,PSME4
DLX5,DLX5
FRZB,FRZB
STARD3NL,STARD3NL
CSNK1G2,CSNK1G2
TMEM161B,TMEM161B
AMBRA1,AMBRA1
MCRS1,MCRS1
TMEM170A,TMEM170A
SOS2,SOS2
FAM131B,FAM131B
FCHO2,FCHO2
ZYG11B,ZYG11B
MYH7B,MYH7B
RHOBTB3,RHOBTB3
TFE3,TFE3
SYNGR1,SYNGR1
TUBB4A,TUBB4A
CPNE6,CPNE6
LRP4,LRP4
WEE1,WEE1
ATP8B2,ATP8B2
LRFN3,LRFN3
SCN3B,SCN3B
PDHA1,PDHA1
SFXN1,SFXN1
BSX,BSX
IPO8,IPO8
KCNB1,KCNB1
DNAJB1,DNAJB1
EXOC6,EXOC6
NDUFV1,NDUFV1
COL5A2,COL5A2
CHD3,CHD3
FLNB,FLNB
FEZ1,FEZ1
TRPC4,TRPC4
TNRC6B,TNRC6B
FOXP2,FOXP2
NETO1,NETO1
PAIP1,PAIP1
SNURF,SNURF
STAG2,STAG2
L3MBTL3,L3MBTL3
SPRY1,SPRY1
SFN,SFN
CNBP,CNBP
HAPLN1,HAPLN1
RASA1,RASA1
RASGRF2,RASGRF2
CKAP5,CKAP5
LRRC41,LRRC41
CAD,CAD
POGZ,POGZ
RC3H1,RC3H1
TPPP3,TPPP3
PPM1G,PPM1G
FAM222B,FAM222B
RARG,RARG
TMOD2,TMOD2
C7orf25,C7orf25
SYT12,SYT12
PIP4K2C,PIP4K2C
DNMT3A,DNMT3A
TCF12,TCF12
HNF1A,HNF1A
SLC2A13,SLC2A13
TNRC6A,TNRC6A
HOXA11,HOXA11
SMG5,SMG5
NTRK3,NTRK3
TAFA4,TAFA4
STRAP,STRAP
RTN4RL2,RTN4RL2
ST3GAL2,ST3GAL2
CTR9,CTR9
BRSK2,BRSK2
MYL9,MYL9
PCDH18,PCDH18
UBASH3B,UBASH3B
TRPV4,TRPV4
SERPINH1,SERPINH1
PRDM4,PRDM4
CNOT6,CNOT6
UAP1,UAP1
WDR82,WDR82
PGK1,PGK1
JUNB,JUNB
KHSRP,KHSRP
S100A14,S100A14
YWHAZ,YWHAZ
SLC35F4,SLC35F4
BMP1,BMP1
CPNE5,CPNE5
NAA60,NAA60
SP5,SP5
HSF2,HSF2
RANBP6,RANBP6
INTS5,INTS5
GNPDA2,GNPDA2
TOP2B,TOP2B
HSP90B1,HSP90B1
PPME1,PPME1
HOXB3,HOXB3
CACNG4,CACNG4
TIMM10B,TIMM10B
ANAPC5,ANAPC5
COG4,COG4
HS6ST1,HS6ST1
MCM7,MCM7
FAF1,FAF1
SUV39H2,SUV39H2
RBM38,RBM38
CUTC,CUTC
WDR47,WDR47
ACACA,ACACA
CLASP1,CLASP1
SRGAP3,SRGAP3
COL1A1,COL1A1
MYO7A,MYO7A
EZH1,EZH1
WNT2B,WNT2B
SRF,SRF
GPHN,GPHN
CHEK1,CHEK1
EFNB3,EFNB3
SMIM45,SMIM45
GNG7,GNG7
BMERB1,BMERB1
CACNA1D,CACNA1D
CREB5,CREB5
STIP1,STIP1
EVX2,EVX2
IP6K1,IP6K1
ACO2,ACO2
HEATR5B,HEATR5B
TRIM24,TRIM24
ST8SIA1,ST8SIA1
RBM45,RBM45
RNF152,RNF152
TPH2,TPH2
PARD6B,PARD6B
SENP3,SENP3
NHLH2,NHLH2
SLC25A44,SLC25A44
ZNF703,ZNF703
FBXO33,FBXO33
RHOV,RHOV
SUMO1,SUMO1
SNX30,SNX30
SGTB,SGTB
SOCS5,SOCS5
TRAF7,TRAF7
HCN1,HCN1
ACLY,ACLY
DHX35,DHX35
TRIM32,TRIM32
POLDIP2,POLDIP2
TRIM33,TRIM33
KBTBD8,KBTBD8
TMEM185B,TMEM185B
MSX2,MSX2
FBXL15,FBXL15
CRISPLD1,CRISPLD1
VTI1A,VTI1A
SGMS1,SGMS1
SNORD98,SNORD98
MIER1,MIER1
AIF1L,AIF1L
OGDH,OGDH
MAP2K7,MAP2K7
FRMD3,FRMD3
CEBPE,CEBPE
DMTF1,DMTF1
CKM,CKM
ASTN2,ASTN2
GJC1,GJC1
SNORA72,SNORA72
DHH,DHH
TBL1XR1,TBL1XR1
MYO6,MYO6
PTPN9,PTPN9
TMEM209,TMEM209
ACVR1C,ACVR1C
MARCHF9,MARCHF9
GEM,GEM
CAPZA2,CAPZA2
NPEPPS,NPEPPS
SLITRK4,SLITRK4
CDX2,CDX2
CUL3,CUL3
TOX3,TOX3
KIFAP3,KIFAP3
SLC12A5,SLC12A5
PPFIA2,PPFIA2
CCNG1,CCNG1
GRM5,GRM5
SNORA24,SNORA24
LEPROT,LEPROT
PAK2,PAK2
GSPT1,GSPT1
SP6,SP6
CACYBP,CACYBP
GPT2,GPT2
DMRTA2,DMRTA2
WDFY3,WDFY3
NEURL1B,NEURL1B
CLCN5,CLCN5
MXI1,MXI1
FBP2,FBP2
RNF150,RNF150
VPS54,VPS54
STMN2,STMN2
CHD5,CHD5
REPS1,REPS1
NEURL4,NEURL4
ARFGEF2,ARFGEF2
CCDC6,CCDC6
RBM15B,RBM15B
NAA25,NAA25
KRIT1,KRIT1
DKK2,DKK2
AHDC1,AHDC1
FGF7,FGF7
OSBP,OSBP
MCM3,MCM3
FBXL7,FBXL7
NTRK2,NTRK2
SGCD,SGCD
TAB2,TAB2
CLCN6,CLCN6
MFSD5,MFSD5
GABRB2,GABRB2
DUSP10,DUSP10
SCN3A,SCN3A
PACRG,PACRG
MAP2K6,MAP2K6
SP3,SP3
SP1,SP1
JAG1,JAG1
DYNLRB2,DYNLRB2
MIR370,ssc-mir-370
NOP10,NOP10
ZNF330,ZNF330
ZNF207,ZNF207
FBXO28,FBXO28
DLGAP1,DLGAP1
MYO5A,MYO5A
WDR1,WDR1
ETV5,ETV5
ANAPC1,ANAPC1
DDX19A,DDX19A
UCHL1,UCHL1
LIN54,LIN54
AGAP2,AGAP2
NR5A2,NR5A2
ZNF362,ZNF362
GADD45G,GADD45G
CPSF6,CPSF6
KLHL8,KLHL8
MPC2,MPC2
GALNT10,GALNT10
GAS7,GAS7
HARBI1,HARBI1
PPP2R1A,PPP2R1A
SRC,SRC
ZNF32,ZNF32
DOC2B,DOC2B
GPX2,GPX2
DEXI,DEXI
FEN1,FEN1
UBL7,UBL7
SMARCAD1,SMARCAD1
SFRP5,SFRP5
SLC6A17,SLC6A17
MIER3,MIER3
KCND1,KCND1
SCYL2,SCYL2
TM9SF2,TM9SF2
SAP130,SAP130
KLHL5,KLHL5
RAPGEFL1,RAPGEFL1
SPRY2,SPRY2
MIR761,MIR761
BTG3,BTG3
HOMER1,HOMER1
CHSY1,CHSY1
EFNB1,EFNB1
CACNA1E,CACNA1E
FOXF1,FOXF1
KIF1A,KIF1A
VPS29,VPS29
CEP76,CEP76
VPS8,VPS8
MED23,MED23
SLC30A7,SLC30A7
RWDD4,RWDD4
OPA1,OPA1
MIR204,ssc-mir-204
ANKRA2,ANKRA2
SIPA1L1,SIPA1L1
DDX41,DDX41
MIR196A2,ssc-mir-196a-2
SLC9A8,SLC9A8
SAMTOR,SAMTOR
CHMP7,CHMP7
PRPF31,PRPF31
HBP1,HBP1
TAF9,TAF9
UBA1,UBA1
FOXJ3,FOXJ3
ORC5,ORC5
HCN3,HCN3
TRPC6,TRPC6
ARL4C,ARL4C
TBX2,TBX2
ANKRD34A,ANKRD34A
ABHD16A,ABHD16A
SRPX2,SRPX2
ANAPC15,ANAPC15
EYA1,EYA1
ELFN2,ELFN2
WDR59,WDR59
PPM1B,PPM1B
SLU7,SLU7
TUG1,TUG1
ROBO1,ROBO1
NKX6-2,NKX6-2
