crab_eating_macaque gene name,rhesus_macaque gene name
PLRG1,PLRG1
SFN,SFN
ERBIN,ERBIN
SLC30A9,SLC30A9
EVA1C,EVA1C
DRD1,DRD1
SMLR1,SMLR1
SFXN1,SFXN1
JCHAIN,JCHAIN
SNORD96A,SNORD96
THOC3,THOC3
AMTN,AMTN
GRXCR1,GRXCR1
MIR628,mml-mir-628
RNaseP_nuc,RNaseP_nuc
OPRPN,OPRPN
HOPX,HOPX
GABRG3,GABRG3
PYGO1,PYGO1
SPMAP2L,SPMAP2L
SRP72,SRP72
SNORA80A,SNORA80A
DUS4L,BCAP29
CD74,CD74
TDO2,TDO2
SLC26A4,SLC26A4
KIAA1191,KIAA1191
ARG1,ARG1
PPAT,PPAT
SNORD115,SNORD115
CBLL1,CBLL1
SLC27A6,SLC27A6
GLRB,GLRB
GABRA2,GABRA2
CD52,CD52
MED23,MED23
UBXN11,UBXN11
TMEM33,TMEM33
DLD,DLD
CEP135,CEP135
RTF1,RTF1
RNF144B,RNF144B
GABRA4,GABRA4
DEK,DEK
GABRB1,GABRB1
EXOC1,EXOC1
CATSPER4,CATSPER4
DAD1,DAD1
TMEM144,TMEM144
ZNF593OS,ZNF593OS
ARB2A,ARB2A
PDIK1L,PDIK1L
TRIM63,TRIM63
SLC30A2,SLC30A2
TRAJ18,TRAJ18
PGGT1B,PGGT1B
MIR626,mml-mir-626
ETFDH,ETFDH
GPR22,GPR22
STX7,STX7
CCNB1,CCNB1
CDK7,CDK7
TAAR1,TAAR1
PAQR7,PAQR7
FEM1C,FEM1C
EYA4,EYA4
ATG12,ATG12
SNORD39,SNORD39
MRPL52,MRPL52
MMP14,MMP14
EHD4,EHD4
SNORD101,SNORD101
VPS39,VPS39
SNORA33,SNORA33
IMP3,IMP3
MARVELD2,MARVELD2
SNX33,SNX33
RAPGEF2,RAPGEF2
SLC36A1,SLC36A1
IMMP2L,IMMP2L
ADAD1,ADAD1
TMEM50A,TMEM50A
GOLPH3,GOLPH3
NIPAL1,NIPAL1
IL2,IL2
IL21,IL21
TCF21,TCF21
TBPL1,TBPL1
DNAJB9,DNAJB9
MTMR12,MTMR12
SLC2A12,SLC2A12
C14orf93,C7H14orf93
ATOX1,ATOX1
PSMB5,PSMB5
APH1B,APH1B
MIR579,mml-mir-579
ARG2,ARG2
GRIA1,GRIA1
NPR3,NPR3
AQP9,AQP9
SAMTOR,BMT2
SPATA9,SPATA9
MIR3662,MIR3662
SNORD100,SNORD100
CAPN3,CAPN3
CEBPE,CEBPE
TMEM168,TMEM168
SNORD116-26,SNORD116
SLC7A8,SLC7A8
MIR583,mml-mir-583
GPR85,GPR85
MIR3666,MIR3666
RICTOR,RICTOR
PCSK1,PCSK1
GALNT10,GALNT10
SNAP23,SNAP23
OCIAD2,OCIAD2
HAND1,HAND1
ALDH1A2,ALDH1A2
SNORA25B,SNORA25B
LRRC57,LRRC57
PDE7B,PDE7B
TES,TES
MIR95,mml-mir-95
SH2D7,SH2D7
H2AC6,H2AC6
RPL10L,RPL10L
CIB2,CIB2
SNORD18A,SNORD18
GMPR,GMPR
CNOT8,CNOT8
FAM81A,FAM81A
CMTM5,CMTM5
CCNB2,CCNB2
MYO1E,MYO1E
LRR1,LRR1
SLC17A2,SLC17A2
PNMA1,PNMA1
MIR208A,mml-mir-208a
H2BC1,H2BC1
MIR208B,mml-mir-208b
NGDN,NGDN
PTGR2,PTGR2
SLC12A6,SLC12A6
SMAD3,SMAD3
GRPEL1,GRPEL1
ASZ1,ASZ1
PTGER4,PTGER4
RNF182,RNF182
ZNF410,ZNF410
ERH,ERH
SNORD72,SNORD72
HYKK,HYKK
KLHDC2,KLHDC2
SCGN,SCGN
RAD1,RAD1
SLC39A9,SLC39A9
CPSF2,CPSF2
NOL7,NOL7
WNT2,WNT2
FOXB1,FOXB1
PEX7,PEX7
ANXA2,ANXA2
GFOD1,GFOD1
NOP10,NOP10
TBC1D7,TBC1D7
MIR422A,mml-mir-422a
ACTC1,ACTC1
MRFAP1L1,MRFAP1L1
SUSD6,SUSD6
S100P,S100P
ALDH6A1,ALDH6A1
SRSF5,SRSF5
RASGRF1,RASGRF1
CIAO2A,CIAO2A
LIX1,LIX1
TUBGCP4,TUBGCP4
LSM8,LSM8
GJD2,GJD2
VRTN,VRTN
CTSH,CTSH
PSME1,PSME1
SLC8A3,SLC8A3
KCND2,KCND2
CNIH1,CNIH1
ISCA2,ISCA2
TSPAN12,TSPAN12
DEFB1,DEFB1
ING3,ING3
CGRRF1,CGRRF1
TMEM170B,TMEM170B
DEFA6,DEFA6
FITM1,FITM1
ZNF770,ZNF770
FAM174A,FAM174A
ERVFRD-1,ERVFRD-1
C6orf62,C4H6orf62
MOAP1,MOAP1
MIR184,mml-mir-184
ANKRD34C,ANKRD34C
TMED3,TMED3
FCF1,FCF1
PPIB,PPIB
ATL1,ATL1
SKP2,SKP2
BRF2,BRF2
NR2C2,NR2C2
CSNK1G1,CSNK1G1
ST8SIA4,ST8SIA4
WNT16,WNT16
CCDC174,CCDC174
SAV1,SAV1
FEM1B,FEM1B
C3orf20,C2H3orf20
MAPK1IP1L,MAPK1IP1L
EIF2B2,EIF2B2
SPESP1,SPESP1
RANBP3L,RANBP3L
TRIP4,TRIP4
KLHL25,KLHL25
MRPS25,MRPS25
CTDSPL2,CTDSPL2
OAZ2,OAZ2
TSSK4,TSSK4
MIR1282,MIR1282
PAQR5,PAQR5
NFATC4,NFATC4
NRSN1,NRSN1
KIF23,KIF23
TMCC1,TMCC1
DDHD2,DDHD2
NIM1K,NIM1K
CCL28,CCL28
FOS,FOS
THBS1,THBS1
MED6,MED6
GIN1,GIN1
EIF3J,EIF3J
OTUB2,OTUB2
PPIP5K2,PPIP5K2
MRPS11,MRPS11
FLVCR2,FLVCR2
CDKAL1,CDKAL1
STXBP6,STXBP6
DET1,DET1
NNT,NNT
DHRS1,DHRS1
LETM2,LETM2
CMA1,CMA1
SIPA1L1,SIPA1L1
OTX2,OTX2
PPP4R4,PPP4R4
MIR190A,mml-mir-190a
SHC4,SHC4
ZNF774,ZNF774
TTLL5,TTLL5
MIR654,mml-mir-654
CLPX,CLPX
SECISBP2L,SECISBP2L
SERPINA12,SERPINA12
NOVA1,NOVA1
COPG1,COPG1
RTRAF,RTRAF
HYPK,HYPK
ABHD2,ABHD2
MIR323A,MIR323A
SNORA24B,SNORA24B
CNBP,CNBP
UACA,UACA
RNU11-5P,RNU11-5P
MIR381,MIR381
MIR487B,mml-mir-487b
MIR544A,mml-mir-544
TGFB3,TGFB3
FAF2,FAF2
IFT43,IFT43
MIR323B,MIR323B
MIR154,mml-mir-154
MIR496,mml-mir-496
MIR541,mml-mir-541
PTGDR,PTGDR
MIR412,mml-mir-412
MIR147B,mml-mir-147b
PELO,PELO
HACD3,HACD3
INTS14,INTS14
HIGD2A,HIGD2A
FGF7,FGF7
ITGA2,ITGA2
RASL12,RASL12
PSMA3,PSMA3
SCFD1,SCFD1
FZD3,FZD3
CIPC,CIPC
HSP90AA1,HSP90AA1
EXTL3,EXTL3
SNCB,SNCB
HK3,HK3
RAB7A,RAB7A
SLC30A4,SLC30A4
NDUFS4,NDUFS4
WDR93,WDR93
NGB,NGB
BLOC1S6,BLOC1S6
RUVBL1,RUVBL1
MIR624,mml-mir-624
MIR581,mml-mir-581
SQOR,SQOR
SCARNA13,SCARNA13
GATA2,GATA2
GABPB1,GABPB1
TCL1A,TCL1A
HECTD1,HECTD1
ESM1,ESM1
AP5M1,AP5M1
GZMK,GZMK
HMBOX1,HMBOX1
PLEKHA2,PLEKHA2
SLC24A5,SLC24A5
KBTBD12,KBTBD12
CTXN2,CTXN2
SCARNA14,SCARNA14
GPX8,GPX8
MIR449A,mml-mir-449a
MIR449B,mml-mir-449b
MGLL,MGLL
DAAM1,DAAM1
DCTN6,DCTN6
SPATA4,SPATA4
L3HYPDH,L3HYPDH
SNORD16,SNORD16
GSKIP,GSKIP
LBHD2,LBHD2
SPCS3,SPCS3
SNORD38D,SNORD38D
JKAMP,JKAMP
RAB24,RAB24
PLPP1,PLPP1
RBM25,RBM25
ARL15,ARL15
SLC38A9,SLC38A9
LRRC9,LRRC9
DDX4,DDX4
TNFAIP8L3,TNFAIP8L3
EGLN3,EGLN3
CYP19A1,CYP19A1
SPTSSA,SPTSSA
TMED9,TMED9
CHD2,CHD2
SLC52A2,SLC52A2
EAPP,EAPP
CLDN24,CLDN24
ANKRD55,ANKRD55
TMEM202,TMEM202
ZMAT4,ZMAT4
ING2,ING2
ARIH1,ARIH1
SNORA28,SNORA28
PPM1A,PPM1A
SETD9,SETD9
MIR582,mml-mir-582
GPBP1,GPBP1
PPP2CB,PPP2CB
R3HCC1,R3HCC1
GAPT,GAPT
TCIM,TCIM
NR2F2,NR2F2
SYCP2L,SYCP2L
TM2D2,TM2D2
PDE4D,PDE4D
NHP2,NHP2
SNORD65B,SNORD65B
YIPF5,YIPF5
CFL2,CFL2
LEO1,LEO1
ACSL1,ACSL1
BAZ1A,BAZ1A
GINS4,GINS4
DEPDC1B,DEPDC1B
CERS3,CERS3
HELT,HELT
MTX3,MTX3
HMHB1,HMHB1
GNB5,GNB5
NTAQ1,NTAQ1
FAM151B,FAM151B
NDUFAF2,NDUFAF2
PPP2R3C,PPP2R3C
KCTD16,KCTD16
FBXO32,FBXO32
LRRC28,LRRC28
ZFYVE21,ZFYVE21
PLAC8L1,PLAC8L1
ZNF250,ZNF250
NFKBIA,NFKBIA
NEFL,NEFL
INSM2,INSM2
ASB7,ASB7
LYSMD4,LYSMD4
CKMT2,CKMT2
RNF122,RNF122
ALDH1A3,ALDH1A3
ANKRD34B,ANKRD34B
DUSP26,DUSP26
PHF20L1,PHF20L1
PDLIM3,PDLIM3
SSBP2,SSBP2
RNF139,RNF139
ZMYND11,ZMYND11
CAGE1,CAGE1
CCN4,CCN4
MIR486-1,MIR486-1
AP3M2,AP3M2
OR4F15,OR4F15
CIBAR1,CIBAR1
PNMA2,PNMA2
FAM110B,FAM110B
UBXN2B,UBXN2B
WASHC5,WASHC5
CYP7A1,CYP7A1
C8orf76,C8H8orf76
MIR30B,mml-mir-30b
MIR30D,mml-mir-30d
BRMS1L,BRMS1L
BMPR1A,BMPR1A
OR4F6,OR4F6
TMEM167A,TMEM167A
SNAPC1,SNAPC1
LRATD2,LRATD2
NSMAF,NSMAF
MIR1204,MIR1204
MIR346,MIR346
DEFB136,DEFB136
RPS23,RPS23
KCNH5,KCNH5
GEM,GEM
POLB,POLB
RHOJ,RHOJ
SSTR1,SSTR1
SCARNA18,SCARNA18
CA8,CA8
XRCC4,XRCC4
GRID1,GRID1
ARPP19,ARPP19
GPHB5,GPHB5
SLC38A6,SLC38A6
VIRMA,VIRMA
RBM27,RBM27
SNORA79B,SNORA79B
SNORD126,SNORD126
PMP2,PMP2
CLVS1,CLVS1
FABP9,FABP9
FABP4,FABP4
FABP12,FABP12
ONECUT1,ONECUT1
SEC23A,SEC23A
TRBV5-1,TRBV5-1
OSR2,OSR2
RALYL,RALYL
PSCA,PSCA
OSGEP,OSGEP
MIR1307,MIR1307
SLC29A3,SLC29A3
APEX1,APEX1
DEFB135,DEFB135
UNC5B,UNC5B
SNX16,SNX16
NUGGC,NUGGC
PCBD1,PCBD1
MIR598,MIR598
TRBV19,TRBV19
MIR599,mml-mir-599
INTS8,INTS8
CYP11B2,CYP11B2
ERLIN1,ERLIN1
EDDM3A,EDDM3A
EDDM3B,EDDM3B
CHUK,CHUK
TP53INP1,TP53INP1
RNASE1,RNASE1
TMEM161B,TMEM161B
PLEKHF2,PLEKHF2
TRBV24-1,TRBV24-1
YTHDF3,YTHDF3
PRSS51,PRSS51
NODAL,NODAL
MIR124-1,mml-mir-124a-2
BCL2A1,BCL2A1
MIR124-2,mml-mir-124a-1
ARHGAP12,ARHGAP12
CYP7B1,CYP7B1
ANKRD46,ANKRD46
WWP1,WWP1
ARMC1,ARMC1
ERI1,ERI1
SNORD77B,SNORD77B
MIR9-2,mml-mir-9-2
DCAF4L2,DCAF4L2
RMDN1,RMDN1
PDE7A,PDE7A
NAPRT,NAPRT
DPYSL3,DPYSL3
RSPO2,RSPO2
MACROH2A2,MACROH2A2
CETN3,CETN3
SLC45A4,SLC45A4
MBLAC2,MBLAC2
PRXL2A,PRXL2A
VDAC2,VDAC2
MMP16,MMP16
POLR3G,POLR3G
GPX2,GPX2
MESD,MESD
C14orf28,C7H14orf28
DYDC1,DYDC1
ARRDC3,ARRDC3
RRS1,RRS1
GFUS,GFUS
SPINK1,SPINK1
ZNF623,ZNF623
ADHFE1,ADHFE1
MIR609,mml-mir-609
ENY2,ENY2
SNORD127,SNORD127
GSTO1,GSTO1
TMEM74,TMEM74
TAS2R40,TAS2R40
EPC1,EPC1
TRHR,TRHR
RPL30,RPL30
NUDCD1,NUDCD1
GSTO2,GSTO2
FAM241B,FAM241B
SPINK6,SPINK6
ITPRIP,ITPRIP
MIR151A,MIR151A
VCPIP1,VCPIP1
SPINK7,SPINK7
CFAP58,CFAP58
FUT8,FUT8
CALB1,CALB1
SGK3,SGK3
FBXO38,FBXO38
SNORA71,SNORA71
TMEM64,TMEM64
ZCCHC24,ZCCHC24
C8orf88,C8H8orf88
PIP4P2,PIP4P2
SNORD87,SNORD87
TCF24,TCF24
NPM3,NPM3
PLAU,PLAU
PPP1R42,PPP1R42
RNU6ATAC8P,RNU6ATAC8P
ODF1,ODF1
COPS5,COPS5
SRGN,SRGN
ELOVL3,ELOVL3
KCNIP2,KCNIP2
AZIN1,AZIN1
MIR584,mml-mir-584
KCNS2,KCNS2
VCL,VCL
SGCZ,SGCZ
ATP6V1C1,ATP6V1C1
MIR383,MIR383
POLR3A,POLR3A
BAALC,BAALC
MIR143,mml-mir-143
EIF2S1,EIF2S1
FZD6,FZD6
NPTN,NPTN
PLEK2,PLEK2
SNORD98,SNORD98
TMEM229B,TMEM229B
INSYN1,INSYN1
FGF20,FGF20
CDC45,CDC45
SH3GL3,SH3GL3
PCYOX1L,PCYOX1L
ZDHHC2,ZDHHC2
SLC25A32,SLC25A32
SCARNA15,SCARNA15
CPA6,CPA6
MIR145,mml-mir-145
RUFY2,RUFY2
HNRNPH3,HNRNPH3
MIR146B,mml-mir-146b
SYCE3,SYCE3
RAD21,RAD21
KCNV1,KCNV1
MIR3610,MIR3610
ZSWIM8,ZSWIM8
EXT1,EXT1
NCAPH2,NCAPH2
ADM2,ADM2
FGL1,FGL1
COLEC10,COLEC10
RTL6,RTL6
CCN3,CCN3
RD3L,RD3L
CYP11A1,CYP11A1
LRRTM3,LRRTM3
BORCS7,BORCS7
MYOZ1,MYOZ1
ENPP2,ENPP2
AKR1E2,AKR1E2
FLRT3,FLRT3
SEL1L2,SEL1L2
PCGF6,PCGF6
ARFGEF1,ARFGEF1
MRPS16,MRPS16
UBE2D2,UBE2D2
FAM149B1,FAM149B1
TASP1,TASP1
AKT1,AKT1
EDC3,EDC3
LRMDA,LRMDA
AKR1C8,AKR1C8
CXCL12,CXCL12
SPTLC3,SPTLC3
NAT1,NAT1
ANGPT1,ANGPT1
CYSTM1,CYSTM1
DEPP1,DEPP1
NUDT13,NUDT13
CALML3,CALML3
NDRG2,NDRG2
SNORA11F,SNORA11F
TMEM253,TMEM253
ZNF248,ZNF248
PLA2G12B,PLA2G12B
PRNP,PRNP
TPPP2,TPPP2
TSPO,TSPO
RNASE7,RNASE7
HAS2,HAS2
BRF1,BRF1
RNF24,RNF24
MIR631,mml-mir-631
DDIT4,DDIT4
ANAPC16,ANAPC16
GGA1,GGA1
MIR103A2,mml-mir-103-2
ASCC1,ASCC1
AP5S1,AP5S1
DHX15,DHX15
CRIP1,CRIP1
BID,BID
RNU12,U12
IGLV10-54,IGLV10-54
IGLV11-55,IGLV11-55
LPL,LPL
TOP3B,TOP3B
RAB2B,RAB2B
MAPK1,MAPK1
RBM17,RBM17
LAMP5,LAMP5
SLC35A4,SLC35A4
SPEF1,SPEF1
CD14,CD14
CHD8,CHD8
SLC39A2,SLC39A2
PLCB4,PLCB4
MFNG,MFNG
SNORD8,SNORD8
MIR301B,mml-mir-301b
NDUFA2,NDUFA2
TRAV5,TRAV5
TBC1D19,TBC1D19
TOX4,TOX4
SLCO5A1,SLCO5A1
METTL3,METTL3
TIMM23,TIMM23
CSGALNACT2,CSGALNACT2
HNRNPF,HNRNPF
PI4KA,PI4KA
PARG,PARG
STIM2,STIM2
SMDT1,SMDT1
HARS2,HARS2
OR4E2,OR4E2
THAP7,THAP7
TRAV10,TRAV10
PLCB1,PLCB1
C10orf53,C9H10orf53
TFIP11,TFIP11
VTRNA1-1,Vault
GNAZ,GNAZ
TRAV9-2,TRAV9-2
NUDT18,NUDT18
PPARA,PPARA
TST,TST
NANOG,NANOG
TRAV41,TRAV41
CENPM,CENPM
MIRLET7A3,MIRLET7A3
PCDHAC2,PCDHAC2
DRGX,DRGX
UBOX5,UBOX5
TMEM74B,TMEM74B
ZFP64,ZFP64
TRAV30,TRAV30
PVALB,PVALB
ZNF485,ZNF485
TRAV38-1,TRAV38-1
VSTM4,VSTM4
TAS2R10,TAS2R10
MED15,MED15
CACNG2,CACNG2
DNAJC1,DNAJC1
MIR33A,mml-mir-33a
LRRC18,LRRC18
PITPNB,PITPNB
EIF3D,EIF3D
GATA3,GATA3
GRK3,GRK3
SPAG6,SPAG6
PHYHIP,PHYHIP
MIR320A,mml-mir-320a
CBLN4,CBLN4
OXT,OXT
TAS2R7,TAS2R7
AICDA,AICDA
YBX3,YBX3
PIWIL2,PIWIL2
CLEC4E,CLEC4E
ENDOU,ENDOU
PFDN4,PFDN4
TAF7,TAF7
MYH9,MYH9
AMIGO2,AMIGO2
MAGOHB,MAGOHB
MCRS1,MCRS1
CELF2,CELF2
RDH10,RDH10
AURKA,AURKA
FAM118A,FAM118A
CSTF1,CSTF1
RANBP1,RANBP1
C20orf202,C10H20orf202
TRMT2A,TRMT2A
FOXJ2,FOXJ2
ACO2,ACO2
DGCR8,DGCR8
MIR1306,MIR1306
MIR3618,MIR3618
C20orf141,C10H20orf141
RBM38,RBM38
SLC48A1,SLC48A1
BMP7,BMP7
PTPN20,PTPN20
TRMT6,TRMT6
DEFB125,DEFB125
DEFB115,DEFB115
PHF5A,PHF5A
MIR2052,MIR2052
TOB2,TOB2
ELOC,ELOC
CRYBB2,CRYBB2
DEFB123,DEFB123
NANP,NANP
LY96,LY96
GABARAPL1,GABARAPL1
AQP2,AQP2
IDH3B,IDH3B
RBP3,RBP3
CTCFL,CTCFL
SLC25A2,SLC25A2
PI15,PI15
TXNRD2,TXNRD2
RACGAP1,RACGAP1
PCNA,PCNA
BCL2L1,BCL2L1
HMGXB4,HMGXB4
SNORD57,SNORD57
SNORD56,SNORD56
TMEM230,TMEM230
SNORD86,SNORD86
SNORA51,SNORA51
SNORD110,SNORD110
VAPB,VAPB
CLEC7A,CLEC7A
SNAI2,SNAI2
ZNF596,ZNF596
CIMIP1,CIMIP1
PEX2,PEX2
BORCS5,BORCS5
FBXO25,FBXO25
HEBP1,HEBP1
EP300,EP300
LIMK2,LIMK2
LARGE1,LARGE1
CLEC1B,CLEC1B
APOLD1,APOLD1
SNORA50B,SNORA50B
STMN2,STMN2
CRYBB3,CRYBB3
SYN3,SYN3
GPRC5A,GPRC5A
PARP11,PARP11
TIMP3,TIMP3
PFKM,PFKM
POFUT1,POFUT1
PDYN,PDYN
MRPS28,MRPS28
CLEC2B,CLEC2B
STX16,STX16
ZNF70,ZNF70
VPREB3,VPREB3
HDAC3,HDAC3
LALBA,LALBA
CD69,CD69
FGF6,FGF6
PLAGL2,PLAGL2
RTCB,RTCB
ASB8,ASB8
SMARCB1,SMARCB1
ZDHHC17,ZDHHC17
CCDC184,CCDC184
PCMTD1,PCMTD1
GRIN2B,GRIN2B
KLRB1,KLRB1
OSBPL8,OSBPL8
CLXN,CLXN
PCDH1,PCDH1
CST9L,CST9L
SNORA2A,SNORA2A
SNORA2B,SNORA2B
PRTFDC1,PRTFDC1
TMPRSS12,TMPRSS12
KLRG1,KLRG1
ALKAL1,ALKAL1
AKAP3,AKAP3
HIGD1C,HIGD1C
RB1CC1,RB1CC1
THNSL1,THNSL1
KCNA1,KCNA1
H2AJ,H2AJ
NXT1,NXT1
CSRNP2,CSRNP2
RND1,RND1
CD93,CD93
MGP,MGP
LIF,LIF
ARHGDIB,ARHGDIB
TFCP2,TFCP2
RERG,RERG
XRN2,XRN2
WNT10B,WNT10B
SELENOM,SELENOM
WNT1,WNT1
SMAGP,SMAGP
PDSS1,PDSS1
MRPL15,MRPL15
SUN5,SUN5
ABI1,ABI1
NF2,NF2
MIR342,mml-mir-342
SLC4A8,SLC4A8
SNORD54,SNORD54
POC1B,POC1B
LIN7A,LIN7A
DEGS2,DEGS2
PLAG1,PLAG1
PRPH,PRPH
TSN,TSN
SCARNA10,SCARNA10
MIR431,mml-mir-431
SGK2,SGK2
ACVRL1,ACVRL1
CLASP1,CLASP1
DCN,DCN
MYF6,MYF6
OR6C2,OR6C2
MYF5,MYF5
WBP11,WBP11
MED7,MED7
IFT52,IFT52
MIR770,mml-mir-770
ACSS3,ACSS3
OR2AP1,OR2AP1
MIR337,MIR337
SNORD113-8,SNORD113-8
FNDC9,FNDC9
MIR433,mml-mir-433
MIR127,mml-mir-127
ATG101,ATG101
MIR432,mml-mir-432
MIR136,mml-mir-136
SNORD112,SNORD112
SNORD114-4,SNORD114-4
SNORD43,SNORD43
SNORD113-3,SNORD113-3
SNORD83A,SNORD83A
SNORD113-4,SNORD113-4
KRT80,KRT80
SNORD113-5,SNORD113-5
SNORD113-7,SNORD113-7
SNORD114-15,SNORD114-15
SNORD113-9,SNORD113-9
SNORD114-1,SNORD114-1
NFYB,NFYB
HAT1,HAT1
SNORD114-3,SNORD114-3
KRT7,KRT7
MOS,MOS
SNORD114-5,SNORD114-5
THOC5,THOC5
SNORD114-7,SNORD114-7
SNORD114-9,SNORD114-9
SNORD114-11,SNORD114-11
SNORD114-14,SNORD114-14
ACBD5,ACBD5
SNORD114-16,SNORD114-16
PPFIA2,PPFIA2
SNORD114-17,SNORD114-17
SNORD114-18,SNORD114-18
SNORD114-19,SNORD114-19
THG1L,THG1L
DLX1,DLX1
SNORD125,SNORD125
SNORD114-25,SNORD114-25
SNORD114-26,SNORD114-26
KRT86,KRT86
SNORD114-27,SNORD114-27
ACRBP,ACRBP
SNORD114-28,SNORD114-28
SNORD114-29,SNORD114-29
CD63,CD63
SNORD114-30,SNORD114-30
SNORD114-31,SNORD114-31
KRT85,KRT85
LYPD6,LYPD6
EBF1,EBF1
HNF4A,HNF4A
KRT82,KRT82
PTPRO,PTPRO
RDH5,RDH5
PTCHD3,PTCHD3
SHMT2,SHMT2
CEP83,CEP83
RND3,RND3
TTPAL,TTPAL
RNU4ATAC2P,RNU4ATAC2P
CRADD,CRADD
PIANP,PIANP
TNFAIP6,TNFAIP6
SERINC3,SERINC3
FAM200C,FAM200C
COPS7A,COPS7A
ORMDL2,ORMDL2
PKIG,PKIG
MKX,MKX
MIR1251,MIR1251
CHST11,CHST11
MIR135A2,mml-mir-135a-2
SLC41A2,SLC41A2
PYM1,PYM1
RIMS4,RIMS4
NOPCHAP1,NOPCHAP1
MIR5700,MIR5700
GPR162,GPR162
SNORD114-22,SNORD114-22
NUDT5,NUDT5
SLU7,SLU7
YWHAB,YWHAB
PTTG1,PTTG1
FGFR2,FGFR2
GNB3,GNB3
CDC123,CDC123
LRRC23,LRRC23
CDCA3,CDCA3
PIWIL1,PIWIL1
OPALIN,OPALIN
TOMM22,TOMM22
KAT14,KAT14
LMO3,LMO3
RAB5B,RAB5B
TSPAN19,TSPAN19
SUOX,SUOX
KREMEN1,KREMEN1
GABRB2,GABRB2
IKZF4,IKZF4
TM9SF3,TM9SF3
C12orf57,C11H12orf57
SNORA53,SNORA53
C22orf31,C10H22orf31
FGD6,FGD6
ENO2,ENO2
ERBB3,ERBB3
MAP3K20,MAP3K20
OPTN,OPTN
STEAP3,STEAP3
DDIT3,DDIT3
MBD6,MBD6
CDCA7,CDCA7
GABRG2,GABRG2
BANF2,BANF2
NSMCE4A,NSMCE4A
NTS,NTS
FARSB,FARSB
PTPN6,PTPN6
MIR331,MIR331
MYL6B,MYL6B
INSIG2,INSIG2
METAP2,METAP2
NUDCD2,NUDCD2
SEPHS1,SEPHS1
SNORD17,SNORD17
SCARNA12,SCARNA12
GPR155,GPR155
TP53TG5,TP53TG5
LPCAT3,LPCAT3
MIR6812,MIR6812
POLR3B,POLR3B
LLPH,LLPH
WFDC6,WFDC6
PIP4K2C,PIP4K2C
DERA,DERA
NTN4,NTN4
SNORA40B,SNORA40B
WDFY1,WDFY1
WFDC10A,WFDC10A
AMDHD1,AMDHD1
GARIN6,GARIN6
ZDHHC16,ZDHHC16
WFDC11,WFDC11
WFDC10B,WFDC10B
DSTN,DSTN
WFDC13,WFDC13
SPINT4,SPINT4
FAM240C,FAM240C
CCDC38,CCDC38
CRY1,CRY1
CUL3,CUL3
CAPZA3,CAPZA3
GRIP1,GRIP1
RIC8B,RIC8B
CCDC195,CCDC195
PLEKHA1,PLEKHA1
CACNB4,CACNB4
NABP2,NABP2
PCSK2,PCSK2
SUV39H2,SUV39H2
OTOR,OTOR
CAND1,CAND1
MTERF2,MTERF2
KIF5A,KIF5A
DUSP6,DUSP6
PLEKHA5,PLEKHA5
COQ10A,COQ10A
IFNG,IFNG
MMS19,MMS19
TACR1,TACR1
MEIG1,MEIG1
IL22,IL22
CHN1,CHN1
IL23A,IL23A
ZSWIM1,ZSWIM1
POLR2F,POLR2F
NEURL2,NEURL2
R3HDM1,R3HDM1
ATF2,ATF2
LYPD1,LYPD1
UBTD1,UBTD1
RAP1B,RAP1B
PRDM4,PRDM4
FAM24A,FAM24A
TSPAN31,TSPAN31
CTDSP2,CTDSP2
WSCD2,WSCD2
MIP,MIP
CMKLR1,CMKLR1
FICD,FICD
SART3,SART3
AVPI1,AVPI1
MIR218-2,mml-mir-218-2
ATP5MC3,ATP5MC3
ATAD1,ATAD1
PCGF1,PCGF1
SLC35E3,SLC35E3
MIR26A2,mml-mir-26a-2
ARL6IP6,ARL6IP6
SNRNP200,SNRNP200
MGAT5,MGAT5
C20orf144,C10H20orf144
USP15,USP15
SNORD59A,SNORD59A
RPRM,RPRM
UBXN4,UBXN4
MINDY3,MINDY3
CHMP4B,CHMP4B
ACMSD,ACMSD
RTKN,RTKN
LBX2,LBX2
MIR10B,mml-mir-10b
MCM6,MCM6
CHST15,CHST15
CXCR4,CXCR4
MRPL53,MRPL53
CTSA,CTSA
RSU1,RSU1
ELMO2,ELMO2
USP30,USP30
SLCO1A2,SLCO1A2
CCT2,CCT2
IAPP,IAPP
HNRNPA3,HNRNPA3
NXPH2,NXPH2
EIF2S2,EIF2S2
ATP6V1B1,ATP6V1B1
AHCY,AHCY
SDR9C7,SDR9C7
RASSF8,RASSF8
ZRANB1,ZRANB1
STAM,STAM
CH25H,CH25H
MIRLET7I,mml-let-7i
VIM,VIM
HPSE2,HPSE2
SPOPL,SPOPL
FOXN4,FOXN4
IFT70A,IFT70A
SRGAP1,SRGAP1
FGFR1OP2,FGFR1OP2
ZNF26,ZNF26
NEMP1,NEMP1
SLCO1C1,SLCO1C1
SLC16A12,SLC16A12
RBM45,RBM45
LDHB,LDHB
NAB2,NAB2
ACVR1,ACVR1
DYNLRB1,DYNLRB1
ARHGAP15,ARHGAP15
MIR107,mml-mir-107
MED21,MED21
UROS,UROS
MAP1LC3A,MAP1LC3A
ABCC9,ABCC9
ENTPD7,ENTPD7
CCDC172,CCDC172
AGFG1,AGFG1
CNOT2,CNOT2
HTR7,HTR7
XPOT,XPOT
CUTC,CUTC
MIR4785,MIR4785
SLC18A2,SLC18A2
