mice gene name,frog gene name
2300009A05Rik,c15orf61
Stard10,stard10
Bet1,bet1
Plekha8,plekha8
Gusb,gusb
Smim8,smim8
Tmem68,tmem68
Acot11,acot11
Scyl1,scyl1
Pyroxd1,pyroxd1
Ube2o,ube2o
Mapk8ip1,mapk8ip1
Ak7,ak7
Hapln3,hapln3
Eepd1,eepd1
Iqgap3,iqgap3
S100a1,s100a1
Bag5,bag5
Clip4,clip4
Trp53rka,tp53rk
Pop4,pop4
Mtx2,mtx2
Eya3,eya3
Colec10,colec10
Rnf146,rnf146
Gucd1,gucd1
Bloc1s1,bloc1s1
Cacna1g,cacna1g
Hsf2,hsf2
Zc3h10,zc3h10
Vps37a,vps37a
Tsr1,tsr1
Mmp15,mmp15
P2rx4,p2rx4
Klhl38,klhl38
Kcnj14,kcnj14
Lhpp,lhpp
Nr3c1,nr3c1
Usp5,usp5
Pgap3,pgap3
Slc16a14,slc16a14
Cttnbp2nl,cttnbp2nl
Stc1,stc1
Supv3l1,supv3l1
Gss,gss
Plp1,plp1
Cables1,cables1
Hhipl1,hhipl1
Anxa13,anxa13
Adam11,adam11
Col14a1,alox15b
Slc13a1,slc13a1
Sncaip,sncaip
Smim20,smim20
Emp2,emp2
Cadm1,cadm1
Vwc2,vwc2
Tgds,tgds
Pbk,pbk
Rxfp3,rxfp3
Tyrp1,tyrp1
Srr,srr
Rapgefl1,rapgefl1
Slc16a6,slc16a6
Nrap,nrap
Fuca2,fuca2
Slc27a6,slc27a6
Ppp1r9b,ppp1r9b
Snrnp35,snrnp35
Adamts16,adamts16
Sox3,sox3
Fars2,fars2
Grk1,grk1
Eif4g3,eif4g3
Mtfp1,mtfp1
Dhx40,dhx40
Dgkz,dgkz
Tekt2,tekt2
Fktn,fktn
Ifrd1,ifrd1
Adamts18,adamts18
Lmod2,lmod2
Kcnj13,kcnj13
Cav2,cav2
Mid1ip1,mid1ip1
Pld1,pld1
Sec23ip,sec23ip
Lgmn,lgmn
Manea,manea
Msh6,msh6
Cacna1h,cacna1h
Parp11,parp11
Lfng,lfng
Mettl1,mettl1
Fxyd6,fxyd6
Ctsd,ctsd
Fgf5,fgf5
Nenf,nenf
Col4a1,col4a1
Sfrp4,sfrp4
Ptar1,ptar1
Marveld2,marveld2
Ndfip2,ndfip2
Arhgef10,arhgef10
Prok1,PROK1
Cldn1,cldn1
Nup88,nup88
Mrpl41,mrpl41
Eps8,eps8
Med19,med19
Schip1,schip1
Trappc12,trappc12
Pcyox1l,pcyox1l
Dnajc15,dnajc15
Epn1,epn1
Ano2,ano2
Scrn2,scrn2
Acad11,acad11
Pcsk7,pcsk7
Ung,ung
Reep5,reep5
Zbtb41,zbtb41
Pdc,pdc
Bace2,bace2
Zmat3,zmat3
Olig2,olig2
Soat1,soat1
Hepacam,hepacam
Zfp367,znf367
Gpr155,gpr155
Lama2,lama2
Galc,galc
Npbwr1,npbwr2
Npy,npy
Sgcg,sgcg
Nhlrc2,nhlrc2
Slc24a5,slc24a5
Wipf1,wipf1
Slc11a1,slc11a1
Pdxdc1,pdxdc1
Usp31,usp31
Camk2n1,camk2n1
Uqcr11,uqcr11
Crybb3,crybb3
Sugt1,sugt1
Nsun6,nsun6
Dexi,DEXI
Filip1l,filip1l
Cir1,cir1
Pcdh11x,pcdh11x
Car1,ca1
Alg2,alg2
Rbl2,rbl2
Ctse,ctse
Otx1,otx1
Fgf8,fgf8
Tmem233,tmem233
Itga5,itga5
Gsta4,gsta4
Fam50a,fam50a
Stau2,stau2
Met,met
Tbk1,mgc69493
Adck1,adck1
Tshr,tshr
Ids,ids
Zbtb7c,zbtb7c
Nucb2,nucb2
Vgll2,vgll2
Zfyve28,zfyve28
Trmt6,trmt6
Usp10,usp10
Vps18,vps18
Dhh,dhh
Exoc1l,exoc1l
Sbno2,sbno2
Nt5dc2,NT5DC2
Dpm3,dpm3
Ppard,ppard
Clpb,clpb
Pik3r2,pik3r2
Zfp131,znf131
Irx4,irx4
Pabpc1l,pabpc1l
Adgrb2,adgrb2
Bola2,bola2
Dap,dap
Fgb,fgb
Egflam,egflam
Pum3,pum3
Mgat2,mgat2
Cbr1,cbr1.3
Hspb7,hspb7
Cep104,cep104
Echdc2,echdc2
Neurl2,neurl2
Actr5,actr5
Txlna,txlna
Tpcn1,TPCN1
Pex12,pex12
Usp37,usp37
Afg2a,spata5
Rnf208,rnf208
Naa38,naa38
Pdzrn4,pdzrn4
Yod1,yod1
Carhsp1,carhsp1
Pigq,pigq
Pea15a,pea15
Shisa9,shisa9
Mogat1,mogat1
Cbr4,cbr4
Dmc1,dmc1
Ripor2,ripor2
Gde1,gde1
Tgfbrap1,tgfbrap1
Tox4,tox4
Nelfe,nelfe
Lrrc38,lrrc38
Lpp,lpp
F13a1,f13a1
Rsrc1,rsrc1
Ackr3,ackr3
Ddx10,ddx10
Ddx56,ddx56
Foxl2,foxl2
Syne1,syne1
Kif2c,kif2c
Dusp19,dusp19
Sirt7,sirt7
Gadd45g,gadd45g
Rasgrp2,rasgrp2
Xylb,xylb
Tmem231,tmem231
Slc15a1,slc15a1
Plcb2,plcb2
Sugp1,sugp1
Gpr107,gpr107
Asb11,asb11
Klf9,klf9
Klc4,klc4
Ggcx,ggcx
Aspa,aspa
Rflnb,rflnb
Dtwd2,dtwd2
Sdr16c5,sdr16c5
Myo18a,MYO18A
Dtx3,dtx3
Plekha1,plekha1
1600014C10Rik,c19orf12
Slc16a7,slc16a7
Ibtk,ibtk
Uox,uox
Nos3,nos3
Npffr1,npffr1.1
Pam,pam
Chaf1b,chaf1b
Tmem45b,tmem45b
Cyp24a1,cyp24a1
Zfat,zfat
Aga,aga
Ppm1e,ppm1e
Kat6a,kat6a
Gdf5,gdf5
Ngly1,ngly1
Slain2,slain2
Atp7b,atp7b
Trim36,trim36
Bco1,bco1
Fbxo10,fbxo10
Itfg1,itfg1
Lrp8,lrp8
Chst14,chst14
Scml4,scml4
Loxl4,loxl4
Gadd45a,gadd45a
Hoxb3,hoxb3
Tdrd9,tdrd9
Mon1a,mon1a
Pitpnc1,pitpnc1
Mrpl14,mrpl14
Acoxl,acoxl
Galm,galm
Sfrp1,sfrp1
Cldn7,cldn7
Setbp1,setbp1
Cgrrf1,cgrrf1
Vgll3,cfap70
Ppl,ppl
Wdr33,wdr33
Adra2c,adra2c
Sdhc,sdhc
Trim55,trim55
Sp5,sp5
Socs7,socs7
Ccnh,ccnh
Miga1,miga1
Slc16a10,slc16a10
Crispld1,crispld1
Unc119,unc119
Bicdl1,bicdl1
Fgf6,fgf6
Mia,mia
Camkmt,camkmt
Amot,amot
Mrps9,mrps9
Nr1h4,nr1h4
Adrb2,adrb2
Mfsd5,mfsd5
Rbm19,rbm19
Taf4,taf4
Aarsd1,aarsd1
Sigmar1,sigmar1
Mctp2,mctp2
Smim18,smim18
Fes,fes
Mfsd11,mfsd11
Nars2,nars2
Ttc27,ttc27
Kl,kl
Gpr180,gpr180
Stac2,stac2
Atp23,atp23
Dapp1,dapp1
Ak3,ak3
Nebl,nebl
Parp16,parp16
Dlc1,dlc1
Amacr,amacr
Mir129b,xtr-mir-129-2
Nt5e,nt5e
Maml3,maml3
Lhcgr,lhcgr
Piwil2,piwil2
Plekhf1,plekhf1
Srpk1,srpk1
Ankrd13a,ankrd13a
Sptbn4,sptbn4
Cilp,cilp
Gstcd,gstcd
Stard4,stard4
Tent5b,tent5b
Dok4,dok4
Scara3,scara3
Fmod,fmod
Gas6,gas6
Nob1,nob1
Usp44,usp44
Micu3,micu3
Ebpl,ebpl
Gpr183,gpr183.2
Arhgap19,arhgap19
Chpt1,chpt1
Map3k10,map3k10
Rhag,rhag
Rassf1,rassf1
Lactb2,lactb2
Cpt1b,cpt1b
Sgpl1,sgpl1
Nsmf,nsmf
Gtdc1,gtdc1
Fanci,fanci
Best2,best2
Gh,gh1
Tesk2,tesk2
Smg6,smg6
Olfml2a,olfml2a
Corin,rbm42
Lrrc49,lrrc49
Phf24,phf24
Brd8,brd8
Pgm3,pgm3
Insc,insc
Bves,bves
Sag,sag
Gm23946,SNORA74
Atp5po,atp5po
Dph1,dph1
Fgf10,fgf10
Ccnd2,tigar
Col6a2,col6a2
Galr2,galr2
Map1b,map1b
Nectin1,nectin1
Rhpn2,rhpn2
Mrps5,mrps5
Erap1,erap1
Pkia,pkia
Dipk1b,dipk1b
Usf1,usf1
Nalf1,nalf1
Ufsp2,ufsp2
Cip2a,cip2a
Polr3d,polr3d
Rad51c,rad51c
Alg3,alg3
P3h2,p3h2
Mir22,xtr-mir-22
Sox11,sox11
Smchd1,smchd1
Fibin,fibin
Wars2,wars2
Arhgef38,arhgef38
Jag2,jag2
Ell,ell
Depdc7,depdc7
Ankrd54,ankrd54
Vsx2,vsx2
Nckipsd,nckipsd
Ccdc85b,ccdc85b
Jade3,rgn
Aurkb,aurkb
Cdkn2d,cdkn2d
Plekha6,plekha6
Rassf4,rassf4
Abhd3,abhd3
Gpr171,gpr171
Plxnd1,plxnd1
Slc9b2,slc9b2
Kcnj16,kcnj16
Decr2,decr2
Atm,atm
Slco2a1,slco2a1
Surf1,surf1
Smarcad1,smarcad1
mt-Nd4,nd4
Mn1,mn1
Shc2,shc2
Ctsz,ctsz
Clrn2,clrn2
Clrn1,clrn1
Slc2a2,slc2a2
Lrig1,lrig1
Mok,mok
Coq10a,coq10a
Lctl,lctl
0610010K14Rik,c17orf49
Cdr2,cdr2
Tmbim4,tmbim4
Kazald1,kazald1
Bche,bche
Tnr,tnr
Traf2,traf2
Nudt5,nudt5
Cby1,cby1
Lnx1,lnx1
Abat,mettl22
Srbd1,XB5903316 [provisional:slc66a1]
Osgin2,osgin2
Yipf1,yipf1
Trappc14,trappc14
Htra1,htra1
Afap1l1,afap1l1
Galk1,galk1
Desi1,desi1
Tmco4,tmco4
Ptf1a,ptf1a
Sumf2,sumf2
Hspb1,hspb1
Prpf40b,prpf40b
Pip5k1b,pip5k1b
Serpind1,serpind1
Exosc10,exosc10
Entrep1,fam189a2
Hs3st2,hs3st2
Tm7sf2,tm7sf2
Zfyve9,zfyve9
Lsg1,lsg1
Bcar3,bcar3
Ccdc3,ccdc3
Tmem132c,tmem132c
Lrpap1,slc17a6
Tmem241,tmem241
Cryl1,cryl1
Vps13c,vps13c
Mmgt1,mmgt1
Ehmt2,ehmt2
Nr1d2,nr1d2
Duox1,duox1
Tmbim1,tmbim1
Arid3a,arid3a
Tbl3,tbl3
Atp10a,atp10a
Nme7,nme7
Prmt3,prmt3
Slc25a26,slc25a26
Baiap2l1,baiap2l1
Aqp8,aqp8
Ddx54,ddx54
Pcdhac2,pcdhac2
Phyhd1,phyhd1
Fahd1,fahd1
Gdf6,gdf6
Piezo1,piezo1
Dnaaf9,dnaaf9
Zzef1,zzef1
Rprml,rprml
Spo11,spo11
Dnajc25,dnajc25
Slc16a9,slc16a9
Dtymk,dtymk
Crybb1,crybb1
Aagab,aagab
Ankrd55,ankrd55
Cc2d2a,cc2d2a
Col13a1,col13a1
Nr1d1,nr1d1
Mamdc2,mamdc2
Arhgap15,arhgap15
Glcci1,glcci1
Dcaf5,dcaf5
Hmx2,hmx2
Ggt7,ggt7
Mindy2,mindy2
Pde1c,pde1c
Dgka,dgka
Chtf8,chtf8
Ccm2l,ccm2l
Melk,melk
Shc3,shc3
L3mbtl2,l3mbtl2
Sem1,sem1
Gpr26,gpr26
Rd3l,rd3l
Mak,mak
Aurka,aurka
Adora2b,adora2b
Cep290,cep290
Chrna4,chrna4
Col10a1,col10a1
Pogz,pogz
Tmf1,tmf1
Rev1,rev1
Large2,large2
Htr3a,htr3a
Tor1a,tor1a
Utp20,utp20
Smim1,smim1
Arhgap18,arhgap18
Slc25a32,slc25a32
Tmc1,tmc2
Blvrb,blvrb
Hic2,hic2
Arpin,arpin
Coq6,coq6
1600012H06Rik,c6orf120
Mrps6,mrps6
Gcsh,gcsh
Ncor2,ncor2
Ankrd6,ankrd6
Arhgef10l,arhgef10l
Mxi1,mxi1
Dynlt3,dynlt3
Fpgs,fpgs
Eif4g1,eif4g1
Timeless,timeless
Rgs12,rgs12
Fgfrl1,fgfrl1
Zfp148,znf148
Gpr87,gpr87
Gfra1,gfra1
Gcnt1,gcnt1
Lyst,lyst
Nr4a1,nr4a1
Eif2b3,eif2b3
Iars2,iars2
Lrmda,lrmda
Abraxas2,abraxas2
Mir146,xtr-mir-146a
Slc26a9,slc26a9
Cpa6,cpa6
Atp10d,atp10d
Usp30,usp30
Dennd6b,dennd6b
Vipr1,vipr1
Agap3,agap3
Acsl3,awat1
Mtmr3,mtmr3
Arid4b,arid4b
Zbtb47,zbtb47
Ppp6r2,ppp6r2
Pou6f1,pou6f1
Ncf1,ncf1
Tm4sf1,tm4sf1
Gm525,c17orf67
Samsn1,samsn1
Zc2hc1a,zc2hc1a
Numb,numb
Serinc3,serinc3
P2rx5,p2rx5
Nfkb1,nfkb1
Fgg,fgg
Plch1,plch1
Uqcrq,uqcrq
Ncoa5,ncoa5
Depdc1b,depdc1b
Nxnl2,nxnl2
Sfmbt2,sfmbt2
Ttpa,ttpa
Nfat5,nfat5
Dcps,dcps
Tbc1d30,tbc1d30
Aebp2,aebp2
Mrps21,mrps21
Raly,raly
Aifm2,aifm2
Bcl7a,bcl7a
Tpp1,tpp1
Ina,ina
Otogl,otogl2
Ripk4,ripk4
Slc25a43,slc25a43
Ccn4,ccn4
Tango2,tango2
Dlx3,dlx3
Pigb,pigb
Sp2,sp2
Ppcs,ppcs
Myadml2,myadml2
Ltbp1,ltbp1
Asb2,asb2
R3hdml,r3hdml
Eea1,eea1
Mettl5,mettl5
Lrrk2,lrrk2
Mxd4,mxd4
Adam12,adam12
Yipf7,yipf7
Cux2,cux2
Sorbs2,sorbs2
Kmt2a,kmt2a
Alg6,alg6
Pdia5,pdia5
Scara5,scara5
Rtn4ip1,rtn4ip1
Plekhg5,plekhg5
Mycn,mycn
Nid1,nid1
Rasl12,rasl12
Mfsd6,mfsd6
Slc26a4,slc26a4.1
Cda,cda
Spon2,spon2
Hoxd11,hoxd10
Ddx25,ddx25
Hhipl2,hhipl2
Mpi,mpi
Larp7,larp7
Syt5,syt5
Tbc1d31,tbc1d31
Numbl,numbl
Evl,evl
Rad54b,rad54b
Agtr1b,agtr1
Itga1,itga1
Acad10,acad10
Kdm4c,kdm4c
Epas1,epas1
Smarcd3,smarcd3
Ntng1,ntng1
Tmem144,tmem144
Pck1,pck1
Mpnd,mpnd
Pou3f1,pou3f1
Chmp6,chmp6
Fgd1,fgd1
Pgc,MGC108380
Cdin1,cdin1
Uqcc1,uqcc1
Alkbh3,alkbh3
Agmo,efhc1
Tpgs2,tpgs2
Ubr7,ubr7
Tbc1d14,tbc1d14
Pomt2,pomt2
Mir449a,xtr-mir-449a
Nqo1,nqo1
Tmem170b,TMEM170B
Carnmt1,nmrk1
Phax,phax
Upp2,upp2
Kcnmb4,kcnmb4
Phospho2,phospho2
Mmel1,mmel1
Ptges,ptges
Ube2d1,tfam
Dmrt1,dmrt1
Pkp3,pkp3
Frmpd4,frmpd4
Adam9,adam9
Ankrd34b,ankrd34b
Bmp10,bmp10
Phox2a,phox2a
Pstpip1,pstpip1
Alg12,alg12
Mif,mif
Plekhm3,plekhm3
Dlgap3,dlgap3
Ptpn6,ptpn6
Foxl3,foxl3-ot1
Evx1,evx1
Ccdc85a,ccdc85a
Irx5,irx5
Def6,def6
Dennd2a,dennd2a
Rfxank,rfxank
Cbx7,cbx7
Cog1,cog1
Slc10a4,slc10a4
Cdc14a,cdc14a
Myc,myc
Enpp3,enpp3
Ermp1,ermp1
Crip3,crip3
Sec24b,sec24b
Arsg,arsg
Socs2,socs2
Tmem43,tmem43
Gja4,gja4
Ptpn9,ptpn9
Epb41l5,epb41l5
Aaas,aaas
Dhx34,dhx34
Svep1,svep1
Mir20a,xtr-mir-20a
Zcchc14,zcchc14
Chrng,chrng
Dnajb5,dnajb5
En2,en2
Myoz2,myoz2
Prdm8,prdm8
Rgs4,rgs4
Epg5,epg5
Slc7a3,slc7a3
Ash1l,ash1l
Adcy7,adcy7
Myb,myb
Sh3kbp1,sh3kbp1
Atp8b5,XB994119 [provisional:atp8b2]
Cd9,cd9
Wdhd1,wdhd1
Slc13a2,slc13a2
Reep4,reep4
Msantd4,msantd4
Slc36a4,slc36a4
Amigo2,amigo2
Cyb5r2,cyb5r2
Itgb5,itgb5
Atp13a4,atp13a4
Agxt,agxt
Fra10ac1,fra10ac1
Gsg1l,gsg1l
Atp6v0a2,atp6v0a2
Trpm6,trpm6
Cilk1,cilk1
Gigyf2,gigyf2
Stard13,stard13
Moxd1,moxd1
Sdr42e1,sdr42e1
Rfc1,rfc1
Tmem184c,tmem184c
Gpbp1l1,gpbp1l1
Top3a,top3a
Tmem64,tmem64
Hic1,hic1
Wdr18,wdr18
Slc35f2,slc35f2
Suv39h2,suv39h2
Ret,ret
Steap3,steap3
Amd1,amd1
Zc3h13,zc3h13
Ccdc65,ccdc65
Plcd1,plcd1
Cdh24,cdh24
Slc26a2,slc26a2
Ndufa12,ndufa12
Slk,slk
Dapk2,dapk2
Cables2,cables2
Enpp6,enpp6
Kcnv2,kcnv2
Cela1,cela1.2
Pla2g1b,pla2g1b
Nt5c3b,nt5c3b
Atp10b,atp10b
Rbm15,rbm15
Mfap2,mfap2
Tfeb,neu3.3
Ngef,ngef
Ubxn2b,ubxn2b
Nhs,nhs
Cnnm4,cnnm4
Ascc1,ascc1
Srxn1,SRXN1
Mboat1,mboat1
Ttc21a,ttc21a
Dtd2,dtd2
Batf3,BATF3
Myo3a,myo3a
Stx19,stx19
Mnt,mnt
Mttp,mttp.1
Gatad2a,gatad2a
Ankrd49,ankrd49
Ubxn4,ubxn4
Arid4a,arid4a
Dennd1b,dennd1b
Psme1,psme1
Zic5,zic5
Rspo3,rspo3
Lrch1,lrch1
Dot1l,dot1l
Scrn1,scrn1
Ppig,ppig
Ndufa9,ndufa9
Ap1ar,ap1ar
Arr3,arr3
Chrac1,chrac1
Pigf,pigf
Tmem67,tmem67
Fermt3,fermt3
Pcsk5,pcsk5
Vps13a,vps13a
Eps15,eps15
C2cd4c,c2cd4c
Car13,ca13
Panx1,panx1
Cdk5r2,cdk5r2
Mpst,mpst
Scrg1,scrg1
Hoxc4,hoxc4
Hoxd8,hoxd8
Capn8,capn8.1
Xrcc5,tmem169
Sgpp1,sgpp1
Polr1c,polr1c
Rnaseh2a,rnaseh2a
Snta1,snta1
Pld2,pld2
Csrnp2,csrnp2
Pcsk6,snrpa1
Slc2a9,slc2a15a
Adamts14,adamts14
Dennd2c,dennd2c
Aif1l,aif1l
Armc3,armc3
Tafa5,tafa5
Nfe2l1,nfe2l1
Rnf207,rnf207
Trim63,trim63
Gla,gla
Tal2,TAL2
Opa3,opa3
Acsbg1,acsbg1
Abcb9,abcb9
Trdmt1,trdmt1
Atp6v1g3,atp6v1g3
Utp23,utp23
Rars2,rars2
Fam222a,fam222a
Ikzf4,ikzf4
Insyn2a,insyn2a
Plk3,plk3
Syngr3,syngr3
Ache,ache
Adh4,adh4
Rab20,rab20
Ippk,ippk
St18,st18
Epyc,epyc
Tiparp,tiparp
Lpcat2,lpcat2
Dcaf17,dcaf17
Trmt1,trmt1
Hinfp,hinfp
P2ry12,p2ry12
Eef1akmt1,eef1akmt1
Rsad1,rsad1
Commd10,commd10
Tbx22,tbx22
Uggt2,uggt2
Nkx2-5,nkx2-5
B3glct,b3glct
Podn,podn
Ndufb2,ndufb2
Gripap1,gripap1
Ctsc,ctsc
Ropn1l,ropn1l
Gngt2,gngt2
Padi2,padi2
Hck,hck
Tc2n,tc2n
Ilkap,ilkap
Plscr1,plscr2
Xkr7,XKR7
Klf13,klf13
1110059G10Rik,kiaa1143
Sarnp,sarnp
Mboat7,mboat7
Dmtn,dmtn
Adamts20,adamts20
Hcn4,hcn4
Iah1,iah1
Nrdc,nrdc
Dll4,dll4
Marchf11,marchf11
Deaf1,deaf1
Hsd17b12,hsd17b12
Tmem179,tmem179
Prkdc,prkdc
Npffr2,npffr2
Sema3b,sema3b
Emp3,emp3
Zbtb48,zbtb48
D16Ertd472e,c21orf91
Nudt6,nudt6
Lrrc40,lrrc40
Ndufb4,ndufb4
Crls1,crls1
Ccna2,ccna2
Orc3,orc3
Fam8a1,fam8a1
Dlg5,dlg5
Foxb2,foxb2
Brs3,brs3
Lama1,lama1
Tcf3,tcf3
Rcor2,rcor2
Arhgap21,arhgap21
Zfp395,znf395
Prss12,prss12
Twnk,twnk
Ptpn2,ptpn2
Lrrc17,lrrc17
Stard7,stard7
Tspan1,tspan1
Mfsd4a,mfsd4a
Dusp5,dusp5
Ppef2,ppef2
Irs1,irs1
Hltf,hltf
Dhx32,dhx32
Tdg,tdg
Lrrc3,lrrc3
Foxred2,foxred2
Smpdl3a,smpdl3a
Anxa1,anxa1.2
Ptch2,ptch2
Aprt,aprt
Psmd9,psmd9
Il17rd,il17rd
Pdlim3,pdlim3
Mxd3,mxd3
Agxt2,agxt2
Pdcd5,pdcd5
D5Ertd579e,kiaa0232
Poll,poll
Snx16,snx16
Cep83,cep83
Mrps12,mrps12
Rnf10,rnf10
Trmt112,trmt112
Cyb561,cyb561
S1pr2,s1pr2
Trit1,trit1
Cysltr1,cysltr1
Ccdc174,ccdc174
Bri3bp,bri3bp
Pdlim7,pdlim7
Chst8,kctd15
Aak1,aak1
Mrpl23,mrpl23
Fam135a,fam135a
Slc39a13,slc39a13
Sbspon,sbspon
Serac1,serac1
Gja3,gja3
Ica1,ica1
Cybrd1,cybrd1
Man1c1,man1c1
Cramp1,cramp1
Arhgef12,arhgef12
Cdkl2,cdkl2
Rag2,rag2
Meiob,meiob
Psme3ip1,psme3ip1
Baz1a,baz1a
Rgs11,rgs9
Gpr37,gpr37
F2rl1,f2rl1
5730480H06Rik,pacrgl
Nrip3,NRIP3
Nme4,nme4
Kif20a,kif20a
Osgepl1,osgepl1
Mtif2,mtif2
Gm24453,SNORD28
Kcng2,kcng2
Rasal1,rasal1
Commd1,commd1
mt-Nd3,nd3
Umps,umps
Dap3,dap3
Frk,frk
Spire2,spire2
Agpat1,agpat1
Lum,lum
Ncapd2,ncapd2
Mfsd10,mfsd10
Wdr41,wdr41
Ctxn3,ctxn3
Zdhhc8,pgam5
Cel,cel.1
Tmem132b,tmem132b
Sptlc3,sptlc3
Cldn14,cldn14
Eif1ad,eif1ad
Elmo3,elmo3
Masp1,masp1
Ppp1r3b,ppp1r3b
Tmem267,tmem267
Ndufs6,ndufs6
Psmg2,psmg2
Tmc3,tmc3
Ercc6,ercc6
Tlcd3b,tlcd3b
Prcp,prcp
Slc25a40,slc25a40
Adat2,adat2
Slc29a2,slc29a2
AU040320,kiaa0319l
Agr2,agr2
Syt3,syt3
Mtnr1b,MTNR1B
Slc8b1,slc8b1
Nherf2,slc9a3r2
Dbh,dbh
Bud23,bud23
Etfrf1,etfrf1
Prrc2b,prrc2b
Tent2,tent2
Btg2,btg2
Sema4c,sema4c
Trpv1,trpv1
Plbd2,plbd2
Phlda1,phlda1
Cldn5,cldn5
Ctdp1,ctdp1
Igsf11,igsf11
Ipmk,ipmk
Nxpe3,nxpe3
Fhip1a,pnpla3
Cryaa,cryaa
Ascc2,ascc2
Atrx,cox17
Pcm1,pcm1
B3gnt7,b3gnt7
Qtrt2,qtrt2
Mfap3l,hpf1
Ano8,ano8
Ntsr1,NTSR1
Xrcc2,xrcc2
Fancl,fancl
P2rx1,p2rx1
Mtcl3,MTCL3
Best3,best3
Smad6,smad6
Abcd4,abcd4
Npnt,npnt
Homer3,homer3
Mmp11,mmp11
Elf5,elf5
Rwdd2a,rwdd2a
Bhlhe41,bhlhe41
Xpnpep2,xpnpep2
Zc3h18,zc3h18
Tef,tef
Grin2d,grin2d
Slc2a5,slc2a5
Ctbp2,ctbp2
Rrp9,rrp9
Stx2,stx2
Scrib,scrib
Dmrt2,dmrt2
Pxn,pxn
P2ry10,p2ry10
Nat8l,nat8l
Hoxd9,hoxd9
Kif7,kif7
Slc44a4,slc44a4
Veph1,veph1
Pkdcc,pkdcc.2
Sh2d1a,sh2d1a
Adgrl4,adgrl4
Fhl5,fhl5
Hexb,hexb
Sncg,sncg
Zbtb12,zbtb12
Aqp5,aqp5
Rpusd1,rpusd1
Myo1a,myo1a
Prmt7,prmt7
Smc1b,smc1b
Bmp3,bmp3
Tns1,tns1
Kcnk9,kcnk9
Ace2,ace2
Mrtfb,mrtfb
Zfp385a,znf385a
Lsm4,lsm4
Pde3a,PDE3A
Anpep,anpep
Lipg,lipg
Mad1l1,mad1l1
Tmem260,tmem260
Akp3,alpi.1
Zfp341,znf341
Zranb3,zranb3
Slc34a2,slc34a2
Sh3pxd2b,sh3pxd2b
Megf8,megf8
Lrr1,lrr1
Irf5,irf5
Nipal1,nipal1
Snx1,snx1
Mtg2,mtg2
Ngdn,ngdn
Ttr,ttr
Agrn,agrn
Ucp1,ucp1
Drc3,drc3
Pcgf6,pcgf6
Midn,midn
Fgf3,fgf3
Mpz,mpz
Plch2,plch2
Heatr5a,heatr5a
Plekha7,plekha7
Tmem87b,tmem87b
Zbtb1,zbtb1
Gkap1,gkap1
Phc3,phc3
Msh3,msh3
Fgl1,fgl1a
Dhx36,dhx36
Usp8,usp8
Jam3,jam3
Eri3,eri3
Matn2,matn2
Adck5,adck5
Shisal1,shisal1
Fkbp7,fam166c
Ddrgk1,paip2b
Adora2a,adora2a
Mrc2,mrc2
Rgs9bp,rgs9bp
Usp28,usp28
Slc44a5,slc44a5
Cox5b,cox5b.1
Kif9,kif9
Ankrd42,ankrd42
Kcnh4,kcnh4
Bcat2,bcat2
Trpv3,trpv3
Grb7,grb7
Mettl21a,mettl21a
Rwdd2b,rwdd2b
Rgs8,rgs8
Stard5,stard5
Ankrd2,ankrd2
mt-Nd5,nd5
Ggnbp2,ggnbp2
Hsd3b7,hsd3b7
Rpp40,rpp40
Gjb4,GJB4
Ppp1r1c,ppp1r1c
Cyp4v3,cyp4v2.2
Atf2,chn1
Phactr3,phactr3
Rpa3,rpa3
Rft1,rft1
Rb1,rb1
Zfp865,znf865
Dnajc22,dnajc22
Nsun3,nsun3
Thsd7b,thsd7b
Traf5,traf5
Smpx,smpx
Rpl29,rpl29
Antxr2,antxr2
Donson,donson
Rab36,rab36
Atp6v0d2,atp6v0d2
Tecpr2,tecpr2
Mep1b,mep1b
Dek,dek
Trim13,trim13
Thnsl2,thnsl2
Celsr3,celsr3
Gpr157,gpr157
Dlgap4,dlgap4
Ar,ar
Gcnt4,gcnt4
Kdr,kdr
Men1,men1
Gm55795,Y_RNA
Usp19,usp19
Wdpcp,wdpcp
Klhdc1,klhdc1
Rnf4,rnf4
Grtp1,grtp1
Enpep,enpep
Notch3,notch3
H6pd,h6pd
Hars1,hars1
Trhr2,trhr2
Osgin1,osgin1
Rnf149,rnf149
Ldlr,glp2r
Ppm1d,ppm1d
Car2,ca3
Dynlt5,dynlt5
Lyplal1,lyplal1
Mrpl54,mrpl54
Pcdh15,pcdh15
Ulk4,ulk4
Rhcg,rhcg
St6galnac4,st6galnac4
Cln5,cln5
Fmo9,fmo5.1
Setd5,setd5
Htra4,htra4
Phtf1,rsbn1
Ncapg2,ncapg2
Cacng1,cacng1
Wdsub1,wdsub1
Plxnb2,plxnb2
Sltm,sltm
Rsbn1l,rsbn1l
Klhdc4,klhdc4
Nkx6-3,nkx6-3
Ppp1r37,ppp1r37
Scnn1b,scnn1b
Slc38a9,slc38a9
Ptpn12,ptpn12
Krt90,krt59
Nudt2,nudt2
Calhm3,calhm3
Klhl17,klhl17
Ltn1,ltn1
Hba-a1,hba1
Alg10b,alg10
Yju2b,yju2b
Zfyve27,zfyve27
Pald1,pald1
Brd7,brd7
Snip1,snip1
