rhesus_macaque gene name,commonmarmoset gene name
WASHC5,WASHC5
CBLN1,CBLN1
CLASP1,CLASP1
ASB8,ASB8
PRPF39,PRPF39
CTNNA1,CTNNA1
GAL3ST3,GAL3ST3
C13H2orf42,C2orf42
ZNF428,ZNF428
ARID1A,ARID1A
PIAS2,PIAS2
ANKRD50,ANKRD50
PRKAR1A,PRKAR1A
XRN2,XRN2
ATP6V1A,ATP6V1A
DNAL1,DNAL1
KSR2,KSR2
COPA,COPA
RAB33A,RAB33A
ANAPC5,ANAPC5
MTMR7,MTMR7
NCK1,NCK1
FBXO3,FBXO3
EML5,EML5
SUV39H1,SUV39H1
RPL18,RPL18
AGPAT3,AGPAT3
JOSD2,JOSD2
ARFGEF2,ARFGEF2
ZMYM4,ZMYM4
SLMAP,SLMAP
PFKFB4,PFKFB4
DCTN4,DCTN4
SLC25A27,SLC25A27
PPID,PPID
GINS2,GINS2
CTNND1,CTNND1
SEC13,SEC13
TNFAIP8L2,TNFAIP8L2
SOBP,SOBP
PAXBP1,C21ORF66
NECAP1,NECAP1
ATG13,ATG13
COL1A1,COL1A1
RHEBL1,RHEBL1
RANBP9,RANBP9
PPIP5K2,PPIP5K2
SLITRK5,SLITRK5
PPM1G,PPM1G
SLC35F1,SLC35F1
PAQR4,PAQR4
CADPS,CADPS
VSX2,VSX2
LRP1,LRP1
ANKRD13C,ANKRD13C
RAD21,RAD21
SLU7,SLU7
ZNF827,ZNF827
S100A6,S100A6
RNF5,RNF5
NIP7,NIP7
BRWD3,BRWD3
HDAC5,HDAC5
KLHDC10,KLHDC10
UNC5A,UNC5A
SURF4,SURF4
LUC7L3,LUC7L3
MPLKIP,MPLKIP
HOXA11,HOXA11
NKX2-4,NKX2-4
RPE65,RPE65
CNTNAP1,CNTNAP1
HS2ST1,HS2ST1
TAF5,TAF5
KLHL18,KLHL18
ITK,ITK
STRN3,STRN3
NAA25,NAA25
ZDHHC21,ZDHHC21
ARHGAP5,ARHGAP5
HMGB1,HMGB1
GRM3,GRM3
VAV2,VAV2
MTX2,MTX2
DRGX,DRGX
ZDHHC22,ZDHHC22
TOB1,TOB1
B9D2,B9D2
HARBI1,HARBI1
PI4K2A,PI4K2A
DHX8,DHX8
POLR2B,POLR2B
RASGRP2,RASGRP2
RHO,RHO
mml-mir-425,MIR425
PDE6G,PDE6G
CYLD,CYLD
VAC14,VAC14
HDAC11,HDAC11
ZNF652,ZNF652
DNM3,DNM3
KCTD21,KCTD21
MARCHF9,MARCH9
MYL5,MYL5
PCGF1,PCGF1
TCERG1,TCERG1
FOXF1,FOXF1
TOP3B,TOP3B
DOCK4,DOCK4
NOL10,NOL10
PANK4,PANK4
NFE2L1,NFE2L1
ZNF398,ZNF398
TMEM117,TMEM117
HNRNPUL1,HNRNPUL1
LYPD6,LYPD6
ABTB2,ABTB2
CDC23,CDC23
UBA2,UBA2
QKI,QKI
PKP4,PKP4
INTS5,INTS5
ACVR1,ACVR1
DPF1,DPF1
IRF6,IRF6
NYAP2,NYAP2
CUL4A,CUL4A
ADCY2,ADCY2
CANX,CANX
WASL,WASL
ESRRA,ESRRA
LIX1L,LIX1L
ASB6,ASB6
CSDE1,CSDE1
mml-mir-500a,MIR500A
IRF2BP2,IRF2BP2
DUSP7,DUSP7
RNF19A,RNF19A
C2H3orf70,C3orf70
LRRC4B,LRRC4B
CRY1,CRY1
WASF3,WASF3
PCDH7,PCDH7
HECA,HECA
THBS1,THBS1
HOXA1,HOXA1
EVA1B,EVA1B
RAF1,RAF1
DARS1,DARS1
BIRC6,BIRC6
STRIP2,STRIP2
SRRT,SRRT
GJA4,GJA4
ANKS1B,ANKS1B
CDC20,CDC20
TSHZ3,TSHZ3
STAM,STAM
BMPR2,BMPR2
AFF4,AFF4
IMMP1L,IMMP1L
TUBA4A,TUBA4A
STAT5B,STAT5B
TSPAN18,TSPAN18
JPH1,JPH1
TRIP12,TRIP12
PIK3CB,PIK3CB
ZNF618,ZNF618
LIN37,LIN37
mml-mir-106b,MIR106B
SIX6,SIX6
DEPTOR,DEPTOR
SYNCRIP,SYNCRIP
TLCD5,TLCD5
KATNAL1,KATNAL1
RNF138,RNF138
AGO1,AGO1
GMEB1,GMEB1
FBXO45,FBXO45
PIAS1,PIAS1
RASSF2,RASSF2
RSL24D1,RSL24D1
ADORA1,ADORA1
SLC20A2,SLC20A2
GALNT1,GALNT1
USP34,USP34
INHBB,INHBB
TBCB,TBCB
ZDHHC14,ZDHHC14
CLDN12,CLDN12
RTRAF,RTRAF
FGF8,FGF8
NPRL3,MARE
RAP1GDS1,RAP1GDS1
CARM1,CARM1
SNRPN,SNRPN
TMEM151B,TMEM151B
RWDD1,RWDD1
VAPB,VAPB
PHF1,PHF1
ZNF512,ZNF512
KCNJ4,KCNJ4
GPRC5B,GPRC5B
SV2C,SV2C
MYF6,MYF6
MYH9,MYH9
TBC1D20,TBC1D20
PHF23,PHF23
CCDC47,CCDC47
CRBN,CRBN
KCNH3,KCNH3
DUSP10,DUSP10
MICU1,MICU1
CLIC1,CLIC1
TNRC6A,TNRC6A
XPO4,XPO4
CCAR1,CCAR1
CPSF2,CPSF2
KLHL7,KLHL7
NECTIN1,NECTIN1
CAMTA1,CAMTA1
KALRN,KALRN
MED25,MED25
SYMPK,SYMPK
TMEM184C,TMEM184C
KPNB1,KPNB1
SLC6A8,SLC6A8
PPAT,PPAT
NPTN,NPTN
TGIF2,TGIF2
RAB23,RAB23
CPLX3,CPLX3
CDC42SE1,CDC42SE1
SNAP91,SNAP91
TRIM71,TRIM71
HNF4A,HNF4A
NDRG1,NDRG1
RIT1,RIT1
RHOV,RHOV
CDC34,CDC34
ATXN7L3,ATXN7L3
SIPA1L1,SIPA1L1
PEX5L,PEX5L
PCIF1,PCIF1
SLC22A15,SLC22A15
MCU,MCU
OLIG3,OLIG3
CCNY,CCNY
BCL2L1,BCL2L1
INTS2,INTS2
MKNK2,MKNK2
POLR3A,POLR3A
GRHL1,GRHL1
DAGLA,DAGLA
NALCN,NALCN
KIAA0100,BLTP2
ZMYM3,ZMYM3
SNORD126,SNORD126
ARMH3,ARMH3
RASGRF1,RASGRF1
SEZ6L2,SEZ6L2
CLCN3,CLCN3
PROKR2,PROKR2
SAV1,SAV1
SEC23B,SEC23B
NPY1R,NPY1R
RNF181,RNF181
HK2,HK2
KLHDC3,KLHDC3
TNRC6B,TNRC6B
SRSF6,SRSF6
PLPPR4,PLPPR4
EIF2B1,EIF2B1
NEUROD2,NEUROD2
CCN1,CCN1
CKM,CKM
XRCC6,XRCC6
THAP12,PRKRIR
KLHL10,KLHL10
FEN1,FEN1
ARHGEF33,ARHGEF33
TMC1,TMC1
GPX2,GPX2
KLHL17,KLHL17
CDR2,CDR2
SCFD1,SCFD1
CLCN6,CLCN6
RC3H1,RC3H1
ENTPD7,ENTPD7
VPS11,VPS11
TENT4A,TENT4A
FOXL2,FOXL2
SP6,SP6
TOX,TOX
CEBPG,CEBPG
PLEKHA3,PLEKHA3
MYEF2,MYEF2
KCNJ15,KCNJ15
VPS41,VPS41
CRX,CRX
SPTLC2,SPTLC2
FOXO3,FOXO3
ZBTB33,ZBTB33
PSPC1,PSPC1
GMDS,GMDS
OSBPL6,OSBPL6
TWSG1,TWSG1
STYX,STYX
TCF12,TCF12
OTX2,OTX2
PPP1R21,PPP1R21
GDI2,GDI2
RIOK3,RIOK3
CAMK2B,CAMK2B
OPRL1,OPRL1
CYB561D2,CYB561D2
PACSIN1,PACSIN1
USP30,USP30
DDB1,DDB1
DDX46,DDX46
SHISA2,SHISA2
CCNG1,CCNG1
ZBTB34,ZBTB34
KIF1A,KIF1A
MYO10,MYO10
POLE3,POLE3
SAP30,SAP30
SBNO1,SBNO1
EXOSC2,EXOSC2
FZD5,FZD5
CSNK1G1,CSNK1G1
RWDD2A,RWDD2A
TMED10,TMED10
LRATD1,FAM84A
CUL2,CUL2
EDEM3,EDEM3
NPAS4,NPAS4
PRDM4,PRDM4
MIR592,MIR592
CADPS2,CADPS2
ADGRL2,ADGRL2
PRDM10,PRDM10
NUDT4,NUDT4
ESRRG,ESRRG
IQSEC2,IQSEC2
NCOA1,NCOA1
SLC2A13,SLC2A13
DCAF16,DCAF16
BICRAL,GLTSCR1L
PRP4K,PRPF4B
MYO1D,MYO1D
ZBTB37,ZBTB37
PMEPA1,PMEPA1
COG4,COG4
ZNF503,ZNF503
FOXP2,FOXP2
MAPRE3,MAPRE3
FOXP4,FOXP4
ARNT2,ARNT2
TM2D2,TM2D2
RHOJ,RHOJ
POGLUT1,POGLUT1
ARSI,ARSI
ALAS1,ALAS1
RIC1,RIC1
FGFR1,FGFR1
EXOC2,EXOC2
KAT14,KAT14
COTL1,COTL1
SPTSSA,SPTSSA
GNAT2,GNAT2
PRKD1,PRKD1
MTA2,MTA2
WNT7B,WNT7B
PCNX3,PCNX3
PIANP,PIANP
ATP5MC3,ATP5MC3
HERC4,HERC4
CHPF,CHPF
ANAPC7,ANAPC7
CLPX,CLPX
CLDN1,CLDN1
B3GALT2,B3GALT2
PRR12,PRR12
ARX,ARX
SLC6A11,SLC6A11
CRLF1,CRLF1
ANGPTL1,ANGPTL1
FBRS,FBRS
TSPAN31,TSPAN31
POP7,POP7
PRDM5,PRDM5
NOS1,NOS1
RBM47,RBM47
ADAMTS6,ADAMTS6
KHDRBS2,KHDRBS2
PPP1R3E,PPP1R3E
RSBN1,RSBN1
GPX8,GPX8
ZNF703,ZNF703
RASD1,RASD1
ACTR10,ACTR10
GSKIP,GSKIP
FCHSD2,FCHSD2
HMGB2,HMGB2
SAMD4B,SAMD4B
DDX42,DDX42
DNAJC6,DNAJC6
SFRP4,SFRP4
PDK3,PDK3
CTDSP2,CTDSP2
SP3,SP3
EMC7,EMC7
EFHD2,EFHD2
CKAP5,CKAP5
TMOD4,TMOD4
FGF18,FGF18
CSRNP3,CSRNP3
PRR7,PRR7
CELF6,CELF6
BROX,BROX
NSD3,NSD3
SNX17,SNX17
WDFY1,WDFY1
NWD2,NWD2
METAP2,METAP2
HMX2,HMX2
NR2C2,NR2C2
TEF,TEF
DYNC1H1,DYNC1H1
MME,MME
LRP4,LRP4
GNG7,GNG7
EFNB3,EFNB3
SLC9A1,SLC9A1
LTA4H,LTA4H
RHOBTB3,RHOBTB3
ZMPSTE24,ZMPSTE24
VMP1,VMP1
POGK,POGK
SCAMP1,SCAMP1
TOMM70,TOMM70A
SNORA50B,SNORA50B
NHLH2,NHLH2
ATF1,ATF1
CISD2,CISD2
FABP5,FABP5
STK40,STK40
GUCA1A,GUCA1A
DOLK,DOLK
CDK4,CDK4
PRPH,PRPH
ZFX,ZFX
ARMC8,ARMC8
MYO5A,MYO5A
PIK3C3,PIK3C3
PCYT1B,PCYT1B
H2BC18,H2BC18
SCX,SCX
KCNG3,KCNG3
WWP2,WWP2
GLS,GLS
P4HA2,P4HA2
GPR12,GPR12
AGFG1,AGFG1
ACER3,ACER3
CDH22,CDH22
MAGI1,MAGI1
LHFPL6,LHFP
SOS2,SOS2
GIPC1,GIPC1
ANKRD44,ANKRD44
CSGALNACT1,CSGALNACT1
INTS9,INTS9
HERC3,HERC3
TEX10,TEX10
REPS1,REPS1
HECTD3,HECTD3
NTRK3,NTRK3
FBN2,FBN2
KIF3C,KIF3C
ZBTB20,ZBTB20
DHH,DHH
SLC9A8,SLC9A8
UNC5D,UNC5D
CORO1C,CORO1C
KCTD13,KCTD13
SIDT2,SIDT2
PRKCZ,PRKCZ
PTPRG,PTPRG
GEM,GEM
NETO2,NETO2
PLXNA4,PLXNA4
SDAD1,SDAD1
INHBA,INHBA
RNF146,RNF146
PPP1R9B,PPP1R9B
LHFPL2,LHFPL2
RNF208,RNF208
CTR9,CTR9
XKR4,XKR4
FAM168B,FAM168B
JKAMP,JKAMP
STX16,STX16
SMKR1,SMKR1
PAX8,PAX8
LAP3,LAP3
AQR,AQR
LRRN2,LRRN2
EIF3J,EIF3J
ZFP64,ZFP64
ADRA1B,ADRA1B
ZNF449,ZNF449
H1-0,H1F0
MTFR1L,MTFR1L
CALHM2,CALHM2
MBD3,MBD3
GSC,GSC
MED1,MED1
PI15,PI15
RPS6KA4,RPS6KA4
INTS15,INTS15
ADCY1,ADCY1
SLC9A5,SLC9A5
SLC6A5,SLC6A5
RYR3,RYR3
HCN2,HCN2
MYLIP,MYLIP
ESS2,DGCR14
EDC3,EDC3
MRFAP1L1,MRFAP1L1
TRIM9,TRIM9
DAAM1,DAAM1
GIGYF2,GIGYF2
METTL23,METTL23
TFPT,TFPT
RACGAP1,RACGAP1
VWC2L,VWC2L
SOGA3,SOGA3
PRKCH,PRKCH
ELFN2,ELFN2
BRD3,BRD3
COX17,COX17
C11H12orf57,C12orf57
KLF16,KLF16
BTAF1,BTAF1
SMO,SMO
RUNDC3B,RUNDC3B
KDM2A,KDM2A
GLRA3,GLRA3
CRYM,CRYM
PAIP2,PAIP2
CAPN7,CAPN7
MOV10,MOV10
MPP2,MPP2
PDCD5,PDCD5
LY6G6C,LY6G6C
ARHGAP26,ARHGAP26
NEURL4,NEURL4
SEC14L1,SEC14L1
SGCZ,SGCZ
TRAM1,TRAM1
FBXO42,FBXO42
NXN,NXN
NDST4,NDST4
GRM2,GRM2
PSME1,PSME1
YLPM1,YLPM1
IER5L,IER5L
FRMD6,FRMD6
TAF10,TAF10
RIC8B,RIC8B
DTX1,DTX1
EXOC3,EXOC3
SFN,SFN
PCP4,PCP4
ITSN1,ITSN1
NXF1,NXF1
STK11,STK11
GLCE,GLCE
MNAT1,MNAT1
UHRF2,UHRF2
HOXD3,HOXD3
ACVR1C,ACVR1C
SHISA6,SHISA6
BLTP1,BLTP1
PPIL4,PPIL4
HP1BP3,HP1BP3
TNPO1,TNPO1
WDR20,WDR20
DUSP1,DUSP1
SECISBP2L,SECISBP2L
LRRC28,LRRC28
CELSR2,CELSR2
COCH,COCH
POU6F1,POU6F1
LGI3,LGI3
JAK1,JAK1
SZRD1,SZRD1
ZNF639,ZNF639
PACSIN3,PACSIN3
CSE1L,CSE1L
KCNK10,KCNK10
GGT7,GGT7
HOXA9,HOXA9
TRAPPC3L,TRAPPC3L
PIK3R1,PIK3R1
CMIP,CMIP
EMC1,EMC1
IREB2,IREB2
TOMM40,TOMM40
ADCY5,ADCY5
SNX27,SNX27
SMG8,SMG8
KCNJ13,KCNJ13
HSPA4,HSPA4
EIF4EBP2,EIF4EBP2
UNC119,UNC119
L3MBTL3,L3MBTL3
XYLT1,XYLT1
ROCK2,ROCK2
HECTD2,HECTD2
KCNH8,KCNH8
NAV2,NAV2
KCNH1,KCNH1
LRRC57,LRRC57
KLHL21,KLHL21
THRAP3,THRAP3
ZBTB8OS,ZBTB8OS
TCF21,TCF21
RELN,RELN
VCPIP1,VCPIP1
SLC30A3,SLC30A3
RBM38,RBM38
PLD5,PLD5
NEK9,NEK9
SSNA1,SSNA1
FEV,FEV
PCMTD1,PCMTD1
VPS26C,VPS26C
CDK1,CDK1
RFC3,RFC3
TAB3,TAB3
ASCL1,ASCL1
SLC44A2,SLC44A2
KBTBD4,KBTBD4
HMGCR,HMGCR
CHST12,CHST12
EXOC5,EXOC5
GRK5,GRK5
MBOAT7,MBOAT7
CCT6A,CCT6A
USP12,USP12
UBQLN1,UBQLN1
PSME4,PSME4
ZBTB5,ZBTB5
ZFHX4,ZFHX4
DEPDC1B,DEPDC1B
SACM1L,SACM1L
WNT3A,WNT3A
TRIR,C19orf43
KMT5A,KMT5A
PDCD4,PDCD4
INSYN1,INSYN1
ABHD3,ABHD3
LRRC10B,LRRC10B
FITM1,FITM1
AQP3,AQP3
IVNS1ABP,IVNS1ABP
ST3GAL2,ST3GAL2
FKBP10,FKBP10
NDST3,NDST3
POPDC3,POPDC3
ABHD5,ABHD5
GPD1,GPD1
CYHR1,ZFTRAF1
CDR2L,CDR2L
EWSR1,EWSR1
CHD7,CHD7
EIF5B,EIF5B
BSX,BSX
FBLN5,FBLN5
DLX5,DLX5
TRMT61A,TRMT61A
PKN2,PKN2
NFIL3,NFIL3
ARK2N,ARK2N
TPH2,TPH2
CREB3L1,CREB3L1
PRKG2,PRKG2
PLCL1,PLCL1
CORO1A,CORO1A
PLA2G4A,PLA2G4A
UTP15,UTP15
CREBBP,CREBBP
ZMIZ2,ZMIZ2
YES1,YES1
KDM4A,KDM4A
VPS53,VPS53
EGR2,EGR2
CENPB,CENPB
EXOC1L,EXOC1L
TBX4,TBX4
OPHN1,OPHN1
VPS18,VPS18
FAR1,FAR1
CSRNP2,CSRNP2
LSM14A,LSM14A
mml-mir-188,MIR188
CDH20,CDH20
LANCL1,LANCL1
KCNG1,KCNG1
NRARP,NRARP
DIXDC1,DIXDC1
BLMH,BLMH
PPM1A,PPM1A
TRAF3,TRAF3
CBL,CBL
TMED1,TMED1
FIG4,FIG4
CACNA1D,CACNA1D
SRGAP3,SRGAP3
EML2,EML2
TSPAN33,TSPAN33
RRM1,RRM1
IKZF3,IKZF3
FGD1,FGD1
IDH2,IDH2
NATD1,C17orf103
TAF6,TAF6
RNF7,RNF7
FBXL4,FBXL4
WDR24,WDR24
KLHL6,KLHL6
CHST15,CHST15
AZIN1,AZIN1
ZNF22,ZNF22
PALS1,PALS1
MYT1L,MYT1L
DCLK2,DCLK2
ADAMTS15,ADAMTS15
RERE,RERE
PPIG,PPIG
CCDC124,CCDC124
ITPR2,ITPR2
SDK2,SDK2
TAOK1,TAOK1
MFAP3,MFAP3
ALDH18A1,ALDH18A1
SMYD5,SMYD5
GRM1,GRM1
ZNF689,ZNF689
ERCC3,ERCC3
ZC3H7A,ZC3H7A
EFNB2,EFNB2
SPRED1,SPRED1
ASH1L,ASH1L
SLC12A1,SLC12A1
KDSR,KDSR
EML6,EML6
OSBP,OSBP
RAD54L,RAD54L
TM9SF2,TM9SF2
CRLF3,CRLF3
CHD9,CHD9
ADPGK,ADPGK
ADAMTS10,ADAMTS10
SALL1,SALL1
PPARD,PPARD
ECPAS,ECPAS
SEMA6A,SEMA6A
PIK3CG,PIK3CG
TBP,TBP
SLC7A14,SLC7A14
KDM3B,KDM3B
OMG,OMG
YTHDC2,YTHDC2
FBXO46,FBXO46
CLEC2L,CLEC2L
TAF1,TAF1
PLK1,PLK1
SPSB4,SPSB4
CUTC,CUTC
MAP3K9,MAP3K9
KCNS3,KCNS3
DCAF15,DCAF15
SNRNP70,SNRNP70
KCNJ14,KCNJ14
TMEM233,TMEM233
UBE2Z,UBE2Z
TNR,TNR
FOS,FOS
UBR3,UBR3
PGGT1B,PGGT1B
SHANK1,SHANK1
FOXA2,FOXA2
USO1,USO1
NR1H4,NR1H4
CDH18,CDH18
KCND1,KCND1
PTPRT,PTPRT
MAP3K1,MAP3K1
CACNA2D3,CACNA2D3
ASTN2,ASTN2
TMEM267,C5orf28
PDE6A,PDE6A
DOCK9,DOCK9
FZD9,FZD9
DMRTA2,DMRTA2
CSMD2,CSMD2
SLC30A4,SLC30A4
SOCS5,SOCS5
VAPA,VAPA
GARRE1,GARRE1
ANXA4,ANXA4
DVL3,DVL3
SMG5,SMG5
KCNN2,KCNN2
SCAF4,SCAF4
GSX1,GSX1
EZH1,EZH1
SACS,SACS
MPHOSPH6,MPHOSPH6
CIAO2A,CIAO2A
CPLX4,CPLX4
EIF4B,EIF4B
TGFBR1,TGFBR1
PDPR,PDPR
PCSK2,PCSK2
KIF21A,KIF21A
DBX1,DBX1
GMEB2,GMEB2
C1GALT1C1,C1GALT1C1
SLC25A42,SLC25A42
NAV3,NAV3
KCNK3,KCNK3
NDUFS1,NDUFS1
RBM4B,RBM4B
CPEB3,CPEB3
APP,APP
MAGI2,MAGI2
LUC7L,LUC7L
DUSP26,DUSP26
NABP2,NABP2
NEO1,NEO1
BTG2,BTG2
CLEC16A,CLEC16A
KANSL1,KANSL1
TENM1,TENM1
WDR83,WDR83
HIPK2,HIPK2
TMEM151A,TMEM151A
FAM91A1,FAM91A1
MGAT5,MGAT5
HS3ST2,HS3ST2
SYT10,SYT10
EOMES,EOMES
SLC12A6,SLC12A6
SLC25A13,SLC25A13
TESK1,TESK1
SLC35E3,SLC35E3
PDE5A,PDE5A
DNAJC16,DNAJC16
SLC41A2,SLC41A2
UNC80,UNC80
USP32,USP32
ZFAND6,ZFAND6
UPK1B,UPK1B
VPS72,VPS72
DGCR8,DGCR8
COL8A2,COL8A2
PHF19,PHF19
HEY2,HEY2
ZFHX3,ZFHX3
KDM5B,KDM5B
SPTBN1,SPTBN1
JADE1,JADE1
GPR4,GPR4
SLC18A2,SLC18A2
ACTN2,ACTN2
NFKBIE,NFKBIE
DGKE,DGKE
MYH14,MYH14
TLNRD1,MESDC1
TGFB3,TGFB3
S100A16,S100A16
SMIM32,SMIM32
SOSTDC1,SOSTDC1
PIP4P2,PIP4P2
YIPF5,YIPF5
APCDD1,APCDD1
ENTREP3,ENTREP3
SNTB1,SNTB1
IHH,IHH
MARCHF4,MARCH4
SCN2A,SCN2A
APPL2,APPL2
PFDN2,PFDN2
PPP1R27,PPP1R27
SAP30BP,SAP30BP
USH1G,USH1G
LRFN1,LRFN1
ARPP21,ARPP21
RBBP6,RBBP6
THOC5,THOC5
ZBTB45,ZBTB45
RELCH,RELCH
ORMDL2,ORMDL2
FBXO44,FBXO44
CNOT11,C2orf29
HTR5A,HTR5A
NHP2,NHP2
ANO4,ANO4
PCDH19,PCDH19
PHC1,PHC1
TCP11L1,TCP11L1
CNTN1,CNTN1
TMCC2,TMCC2
TACR1,TACR1
NCOA2,NCOA2
STOML2,STOML2
SYN2,SYN2
HACD2,PTPLB
NIPAL3,NIPAL3
PHKG2,PHKG2
TMEM255A,TMEM255A
TUBA8,TUBA8
AMMECR1L,AMMECR1L
HOXC11,HOXC11
TTC28,TTC28
PGAM2,PGAM2
SETD5,SETD5
EDRF1,EDRF1
LIN9,LIN9
SLC4A2,SLC4A2
KRT81,KRT81
PLEKHA1,PLEKHA1
NR1D2,NR1D2
PHF8,PHF8
CASR,CASR
MSH2,MSH2
TMEM87A,TMEM87A
GRM8,GRM8
ESRRB,ESRRB
ST6GALNAC4,ST6GALNAC4
ABL2,ABL2
PHC3,PHC3
JPH4,JPH4
MBD6,MBD6
DPT,DPT
LHX3,LHX3
LAMC1,LAMC1
EPC2,EPC2
PCDH10,PCDH10
GYS2,GYS2
ALS2,ALS2
SLC25A20,SLC25A20
EDC4,EDC4
RRM2B,RRM2B
CHSY1,CHSY1
RASA2,RASA2
FAM171A2,FAM171A2
GMFG,GMFG
SH3GLB1,SH3GLB1
BRMS1L,BRMS1L
ATP6V1D,ATP6V1D
HOXA2,HOXA2
GLT8D2,GLT8D2
LZTFL1,LZTFL1
TBX19,TBX19
ZBTB44,ZBTB44
PIKFYVE,PIKFYVE
COL5A1,COL5A1
ATP5F1C,ATP5F1C
KCNQ4,KCNQ4
NSD2,NSD2
CLASP2,CLASP2
CDK12,CDK12
LZTR1,LZTR1
AICDA,AICDA
PIGC,PIGC
CSGALNACT2,CSGALNACT2
PRKAG2,PRKAG2
PRPH2,PRPH2
PCYOX1L,PCYOX1L
KDM6A,KDM6A
KCNH2,KCNH2
FAT4,FAT4
BRAP,BRAP
KAT6B,KAT6B
DMXL2,DMXL2
NCKAP1L,NCKAP1L
FBXO28,FBXO28
ACTA2,ACTA2
TCF15,TCF15
RORB,RORB
UBLCP1,UBLCP1
DHCR24,DHCR24
ANGPTL7,ANGPTL7
ASPHD2,ASPHD2
BCL9L,BCL9L
KMT5B,KMT5B
SEMA5A,SEMA5A
WDR11,WDR11
HSPA12B,HSPA12B
BORCS5,BORCS5
CHSY3,CHSY3
RCHY1,RCHY1
NADK2,NADK2
SMARCC2,SMARCC2
PAX9,PAX9
ASH2L,ASH2L
YIF1A,YIF1A
ANXA7,ANXA7
UBL3,UBL3
ARL10,ARL10
MLLT6,MLLT6
SWAP70,SWAP70
E2F3,E2F3
GAR1,GAR1
WNT10B,WNT10B
RSPO2,RSPO2
CTHRC1,CTHRC1
SLC25A12,SLC25A12
CYSTM1,CYSTM1
FOXO1,FOXO1
ANP32E,ANP32E
ORC4,ORC4
NIM1K,NIM1K
STAC2,STAC2
LOXL2,LOXL2
TSNAX,TSNAX
SLC4A5,SLC4A5
ARID2,ARID2
CASK,CASK
ZNF608,ZNF608
MTREX,MTREX
PRICKLE1,PRICKLE1
PSMB1,PSMB1
DDX39B,DDX39B
HERC2,HERC2
FURIN,FURIN
MARK1,MARK1
CACNA1F,CACNA1F
ACSL3,ACSL3
HIBADH,HIBADH
SESN2,SESN2
BHLHE41,BHLHE41
DHRS7C,DHRS7C
CHRNA9,CHRNA9
SP7,SP7
NPTX2,NPTX2
DGKH,DGKH
ROGDI,ROGDI
BTBD17,BTBD17
RHOH,RHOH
USP14,USP14
DPY19L3,DPY19L3
LRP12,LRP12
TNPO3,TNPO3
LIN54,LIN54
SPEGNB,SPEGNB
FAM110B,FAM110B
DCAF6,DCAF6
ABCC9,ABCC9
ETNK1,ETNK1
NUP43,NUP43
STRN4,STRN4
GTF2H3,GTF2H3
SYVN1,SYVN1
MOSPD1,MOSPD1
SCARNA3,SCARNA3
MC4R,MC4R
TXLNA,TXLNA
USH1C,USH1C
MYL2,MYL2
CNOT10,CNOT10
PRDM6,PRDM6
NFASC,NFASC
ING1,ING1
ORAI2,ORAI2
SRF,SRF
GRM7,GRM7
ZBTB6,ZBTB6
LOXL3,LOXL3
SGTB,SGTB
SLC12A5,SLC12A5
BABAM1,BABAM1
ACTBL2,ACTBL2
PL-5283,C7orf73
TMED9,TMED9
PHIP,PHIP
PTPRR,PTPRR
PANK2,PANK2
OTUD7B,OTUD7B
FAM222B,FAM222B
FRY,FRY
STAU1,STAU1
PIP4K2C,PIP4K2C
DENND6A,DENND6A
PHEX,PHEX
MYH4,MYH4
AGAP2,AGAP2
NAIF1,NAIF1
DENND4A,DENND4A
DAPP1,DAPP1
CIAO2B,CIAO2B
P2RY1,P2RY1
ARHGAP12,ARHGAP12
MPP1,MPP1
TBC1D24,TBC1D24
FBXL12,FBXL12
PSD,PSD
DTX3,DTX3
Srpx2,SRPX2
BARX2,BARX2
TRIB1,TRIB1
ME3,ME3
ING3,ING3
STRADB,STRADB
RND1,RND1
MYH7B,MYH7B
FH,FH
ASCC3,ASCC3
MSMP,MSMP
OGDH,OGDH
EI24,EI24
RABAC1,RABAC1
IFT22,IFT22
GPC6,GPC6
RAB40B,RAB40B
CUL1,CUL1
ELP3,ELP3
PSMB7,PSMB7
HNRNPH3,HNRNPH3
NPR1,NPR1
ZNF287,ZNF287
CLCN2,CLCN2
NCK2,NCK2
PTCH1,PTCH1
OSBPL8,OSBPL8
INTS10,INTS10
GNS,GNS
METTL1,METTL1
SLC4A4,SLC4A4
RBL2,RBL2
ZDHHC2,ZDHHC2
NR3C2,NR3C2
LRRC75A,FAM211A
RAB33B,RAB33B
ESR1,ESR1
RFX3,RFX3
ZDHHC8,ZDHHC8
GAPVD1,GAPVD1
ZEB2,ZEB2
SBF2,SBF2
CHRNB2,CHRNB2
DTL,DTL
CHPF2,CHPF2
BNIP1,BNIP1
SLC38A4,SLC38A4
GTF3C2,GTF3C2
KAT6A,KAT6A
ATIC,ATIC
C1H1orf52,C7H1orf52
CDC42BPB,CDC42BPB
ZRSR2,ZRSR2
TMED4,TMED4
SYT3,SYT3
BMP4,BMP4
MAPKAPK5,MAPKAPK5
RB1,RB1
MED13,MED13
PHKA1,PHKA1
GBX1,GBX1
SH3RF3,SH3RF3
GNAL,GNAL
RIMS1,RIMS1
IRF4,IRF4
BRPF1,BRPF1
PRKAG1,PRKAG1
PTPRO,PTPRO
HMGN4,HMGN4
FRMD4B,FRMD4B
ZFP36L2,ZFP36L2
TAOK2,TAOK2
ADD2,ADD2
ZNF777,ZNF777
RRAGD,RRAGD
