zebrafish gene name,frog gene name
TMEM184B,tmem184b
SNRPB2,snrpb2
BCAS2,bcas2
RAPSN,rapsn
CLCN5,clcn5
STIP1,stip1
ARNT2,arnt2
flot1b,flot1
CRABP1,crabp1
TMED7,tmed7
mthfd2,mthfd2
SCAMP1,scamp1
NDST1,ndst1
MIR10B,xtr-mir-10b
SNORD16,SNORD16
DHRS3,dhrs3
ORAI2,orai1
CRHR1,crhr1.2
hpda,hpd-like.2
CWC15,cwc15
TSPAN9,tspan9
PTDSS2,ptdss2
DCUN1D5,dcun1d5
ARGLU1,arglu1
ATP5MC3,atp5mc3
SLC25A25,slc25a25
PRPF19,prpf19
FBXL7,fbxl7
ATP6V1G1,atp6v1g1
fth1a,ftmt
STYX,styx
MIR204,xtr-mir-204-2
PDS5B,pds5b
ARCN1,arcn1
ILK,ilk
ppip5k2,ppip5k2
camk2d2,camk2d
NAT10,nat10
pdha1a,atg16l2
SLITRK3,slitrk3
AHCYL1,ahcyl1
MAP4K3,map4k3
TUBGCP3,tubgcp3
LIN52,lin52
PDE4A,pde4a
MYH11,myh11
ARVCF,arvcf
RIMS3,rims3
UBA5,uba5
HEATR5B,heatr5b
SOX3,sox3
EXOC8,exoc8
PRKAB1,prkab1
RPL6,rpl6
RAD54L,rad54l
CSNK1D,csnk1d
COPS3,cops3
TENT5D,tent5d
SDF4,sdf4
EIF2B2,eif2b2
RXRB,rxrb
VPS25,vps25
ALAD,alad
BLMH,blmh
RAB15,rab15
KLHL26,klhl26
PICK1,pick1
SHMT2,shmt2
eif4e2rs1,eif4e2
DICER1,dicer1
TGFB2,tgfb2
GTF2H4,gtf2h4
GAR1,gar1
QARS1,qars1
GNG12,gng12
PLXNA2,plxna2
SLC2A1,slc2a1
RPS6KA1,rps6ka1
KCNJ8,kcnj8
ALDOB,aldob
TADA3,tada3
CRYBA4,cryba4
ME3,me3
CAMK1,camk1
DHCR24,dhcr24
kcnj12a,kcnj12
ACVR1B,acvr1b
PAX2,pax2
YKT6,ykt6
CCND1,ccnd1
stk26,stk26
CNN3,cnn3
GINS2,gins2
C1QL4,c1ql4
HECTD4,hectd4
PSKH1,pskh1
mir210,xtr-mir-210
PKNOX2,pknox2
MMUT,mmut
HES1,hes1
RPL27,rpl27
ZMAT2,zmat2
ZIC2,zic2
CDC16,cdc16
TXNL1,txnl1
MSN,msn
rab3da,rab3d
FZD2,fzd2
TAF1L,taf1
pln2,pln
KARS1,kars1
BUB3,bub3
PDIK1L,pdik1l
PLRG1,plrg1
RAB13,rab13
RNPS1,rnps1
MID1,mid1
ARPC3,arpc3
mir9-4,xtr-mir-9b
FBXW7,fbxw7
CAT,cat.2
HMGCS1,hmgcs1
dync1i2a,dync1i2
GPD2,gpd2
TMEM127,tmem127
CRYBA1,cryba1
WNT2B,wnt2b
NDUFS1,ndufs1
TMED10,tmed10
PRKCD,prkcd
CPSF1,cpsf1
GJE1,gje1
EBF2,ebf2
metap2b,metap2
ZRANB1,zranb1
TOLLIP,tollip
GTPBP1,gtpbp1
ABHD17A,abhd17a
CABP7,cabp7
SHOX2,shox2
TRAPPC11,trappc11
mir130a-2,xtr-mir-130a
GINS1,gins1
SLC8A3,slc8a3
NXPH1,nxph1
SLC25A44,slc25a44
TRPC1,trpc1
PMPCA,pmpca
KCNH5,kcnh5
BECN1,becn1
ctdsp1,ctdsp1
OPA1,opa1
KLHL7,klhl7
ADARB1,adarb1
UROC1,uroc1
ndufa5,ndufa5
RND1,rnd1
PFKM,pfkm
TOP1,top1.1
DNM1L,dnm1l
BRAP,brap
ATP2C1,atp2c1
ADSL,adsl
KATNAL1,katnal1
SLC25A42,slc25a42
TKTL2,tktl2
KLHL8,klhl8
mir203b,xtr-mir-203
GMPR2,gmpr2
SET,set
FARSA,farsa
FBXW2,fbxw2
SMARCD2,smarcd2
ALDH2,aldh2
VAC14,vac14
SMC2,smc2
PAX7,pax7
ZIC3,zic3
KAT8,kat8
EPHA3,epha3
ZDHHC7,zdhhc7
PSMB6,psmb6
DUSP7,dusp7
KDSR,kdsr
DTD1,dtd1
CDK6,cdk6
SLC25A11,slc25a11
ADCY5,adcy5
tdo2b,tdo2
NLE1,nle1
PPME1,ppme1
LUC7L,luc7l
CALU,calu
FH,map1lc3c
COPE,cope
SNX30,snx30
MAF,maf
pfkfb4a,pfkfb4
MAGT1,magt1
C5H9orf78,c9orf78
ATP11A,atp11a
RAB3C,rab3c
ptp4a3b,ptp4a3
SLC20A2,slc20a2
IFT56,ttc26
ANO3,ano3
MPC2,mpc2
FAM168B,fam168b
AARS1,aars1
SGSM3,sgsm3
VPS41,vps41
PTDSS1,ptdss1
MAFA,mafa
CKMT1B,ckmt1b
TRAPPC1,trappc1
JAKMIP2,jakmip2
SLC7A7,slc7a7
GJA1,gja1
EXOSC2,exosc2
HAS2,has2
DNALI1,dnali1
NDST2,ndst2
GMFB,gmfb
VAV2,vav2
NIP7,nip7
RNF121,rnf121
EEIG2,fam102b
NSG2,nsg2
VPS39,vps39
LRRC4C,lrrc4c
NDNF,ndnf
nlk1,nlk.2
GRM6,grm8l
GDAP1L1,gdap1l1
SCAI,scai
CPNE5,cpne9
ATP13A1,atp13a1
DPYSL2,dpysl2
IPO13,ipo13
GPAT4,gpat4
SLC17A8,slc17a8
DSCAM,dscam
NDUFS8,ndufs8
KCNG3,kcng3
ANAPC11,anapc11
GNG13,gng13
RPRD1B,rprd1b
CBFB,cbfb
DDOST,ddost
EXOSC4,exosc4
DAPK3,dapk3
BUD31,bud31
POLR2I,polr2i
RABGAP1,rabgap1
CDK2,cdk2
RALGPS2,ralgps2
SRM,srm
ATIC,atic
OSCP1,oscp1
zgc:162944,XB5871767 [provisional:gatd3b]
scn1lab,scn3a
TMEM230,tmem230
DLG3,dlg3
CHMP2B,chmp2b
HUWE1,huwe1
ARPC5L,arpc5l
RARG,rarg
DENR,denr
ZSWIM8,zswim8
atp5meb,atp5me
MED16,med16
BRINP1,brinp1
THOC3,thoc3
POLDIP2,poldip2
DAB2IP,dab2ip
DPF1,dpf1
ARPC1B,arpc1b
ABCC8,abcc8
MIR96,xtr-mir-96
NPRL2,nprl2
ACSL4,acsl4
AP3D1,ap3d1
LAMTOR3,lamtor3-like
EXOSC1,exosc1
EIF1,eif1
LDHA,ldha
BBS7,bbs7
CHD1,chd1
NFIC,nfic
AK2,ak2
dre-mir-103,xtr-mir-103-2
PTPRT,ptprt
RBM47,rbm47
CHRNA1,chrna1.2
PSENEN,psenen
FZD10,fzd10
POR,por
WT1,wt1
HADH,hadh
CMIP,cmip
FBXO45,fbxo45
SDAD1,sdad1
OTOF,otof
PCCA,pcca
TMEM258,tmem258
CLCN7,clcn7
SLC25A12,slc25a12
ITSN1,itsn1
degs1,degs1
MID2,mid2
XPOT,xpot
TUBE1,tube1
MTA2,mta2
zgc:55558,nras
LRP1,lrp1
dre-mir-429,xtr-mir-429
tpm4a,tpm4
COG3,cog3
INTS13,ints13
SNORD83,SNORD83
SMARCD1,smarcd1
ABCA2,abca2
CLTA,clta
CRIP2,crip2
CHD4,chd4
rab3b,rab3b
PCYT2,pcyt2
TRAP1,trap1
SIAH2,siah2
IARS1,iars1
NPEPPS,npepps
CRHR2,crhr2
ILVBL,ilvbl
ARRB2,arrb2
KCNQ2,kcnq2
SLC6A3,slc6a3
TRPC4AP,trpc4ap
USP32,usp32
lbx1a,lbx1
VAMP3,vamp3
S100Z,s100z
CSNK2A3,csnk2a1
SORD,sord
MYO1C,myo1c
PNO1,pno1
CHRNB2,chrnb2
PARK7,park7
TMEM248,tmem248
GLRX3,glrx3
WDR12,wdr12
KRIT1,krit1
PSMD8,psmd8
GTF2H1,gtf2h1
SCUBE1,scube1
ABHD13,abhd13
GATAD1,gatad1
LONP1,lonp1
SRP14,srp14
WDR19,wdr19
MIR124-2,xtr-mir-124
MIR15A,xtr-mir-15a
MCC,mcc
UNC50,unc50
NECAB1,necab1
UBE2C,ube2c
CIAO2B,ciao2b
EEF1G,eef1g
UNC80,unc80
MIR184,xtr-mir-184
RBMS2,rbms2
MAP3K3,map3k3
GYS1,gys1
chico,tle5
SLC6A8,slc6a8
NELFCD,gnas
MTMR9,mtmr9
UNKL,unkl
DRD1,drd1
RPS28,rps28p9
TOMM5,tomm5
DDX49,ddx49
FLOT2,flot2
KCNK9,kcnk9
ACTR10,actr10
TRIM3,trim3
SLC35B4,slc35b4
OAT,oat
PPIE,ppie
CACNB1,cacnb1
lsm12b,lsm12
HARS2,hars2
TUBGCP2,tubgcp2
MED27,med27
MVB12B,mvb12b
HADHA,hadha
ube2na,ube2n
dre-mir-182,xtr-mir-182
ACER3,acer3
TMEM63B,tmem63b
MTSS2,mtss2
LSS,lss
DNAJB4,dnajb4
SNX13,snx13
CSNK1G2,csnk1g2
CRYBB2,crybb2
mir18c,xtr-mir-18b
WDTC1,wdtc1
ARFGEF2,arfgef2
TENM2,tenm2
CCN2,ccn2
PDIA6,pdia6
STMN4,stmn4
PMPCB,pmpcb
CALB1,calb1
FAM91A1,fam91a1
SLC4A8,slc4a8
RPS17,rps17
fbxl3b,fbxl3
MBTD1,mbtd1
mir9-3,xtr-mir-9-3
DNAH12,dnah12
ABCB7,abcb7
ACADL,acadl
RAD1,rad1
UBA2,uba2
VANGL2,vangl2
PTH1R,pth1r
CERS6,cers6
TCF7L1,tcf7l1
SDK2,sdk2
GBF1,gbf1
SLC1A3,slc1a3
CLPTM1,clptm1
ACOT13,acot13
TMED9,tmed9
SGSM2,sgsm2
RHOJ,rhoj
PCDH17,pcdh17
SFXN5,sfxn5
LONP2,lonp2
MMD,mmd
APPL1,appl1
MED28,med28
MED14,med14
NPTX1,nptx1
RUNDC3B,rundc3b
UBFD1,ubfd1
GPR52,gpr52
MTAP,mtap
OPRM1,oprm1
PTBP1,ptbp1
KCNN2,kcnn2
RFC2,rfc2
IDH3B,idh3b
HPD,hpd
GABRR2,GABRR2
DAD1,dad1
CALN1,caln1
CIB3,cib3
HSBP1,hsbp1
POLD1,pold1
JUN,jun
SNRPC,snrpc
C1QL2,c1ql2
PCYT1A,pcyt1a
PPFIA3,ppfia3
C17H14orf132,c8h14orf132
stard15,stard15
MTURN,mturn
zgc:110540,dck.2
SNAPIN,snapin
TGFBR1,tgfbr1
slc6a1l,slc6a1
GLG1,glg1
CBS,cbs
pcdh9,pcdh9
SFRP2,sfrp2
AKTIP,aktip
CDK16,cdk16
CCNL1,ccnl1
RRAS,rras
MAK16,mak16
VPS35L,vps35l
TTLL9,ttll9
ARHGEF7,arhgef7
TNNI1,tnni1
RABL2B,rabl2b
WNT8B,wnt8b
BMP1,bmp1
IQGAP1,iqgap1
PRKAR2A,prkar2a
MIR217,xtr-mir-217
GALE,gale
CLK2,clk2
LPAR1,lpar1
NXNL2,nxnl2
LHFPL5,lhfpl5
NDUFA2,ndufa2
MTHFR,mthfr
SPCS2,spcs2
MIR25,xtr-mir-25-1
GABBR2,gabbr2
ACAA2,acaa2
pfkfb1,pfkfb1
SLIT1,slit1
CCM2,ccm2
FGF16,fgf16
RBM39,rbm39
ABCB11,abcb11.2
GCH1,gch1
SF3B4,sf3b4
CRK,crk
RBM25,rbm25
MIR7-1,xtr-mir-7-1
BORCS7,borcs7
MKNK2,mknk2
WDFY1,wdfy1
capn1a,capn11
ARL6IP1,arl6ip1
RAB9B,rab9b
P2RY1,p2ry1
BTBD2,btbd2
EML6,eml6
CPNE9,cpne5
si:dkey-69o16.5,dpepe
CDK14,cdk14
PHKA2,phka1p1
PIGU,pigu
ACADM,acadm
PSMD13,psmd13
FMNL3,fmnl3
ZSWIM6,zswim6
SLC35A3,slc35a3.2
CYP26B1,cyp26b1
GARNL3,garnl3
RAD21,rad21
MIR219A2,xtr-mir-219
NOP56,nop56
DNAJC2,dnajc2
HAS3,has3
AGL,agl
BRAF,braf
KATNA1,ppil4
SSR1,ssr1
CPNE3,cpne3
GATA2,gata2
RBFOX3,rbfox3
ADCY1,adcy1
WDR24,wdr24
UBAC1,ubac1
chrna7a,chrna7
MYO1D,myo1d
RYK,ryk
DNAJC5,dnajc5
EXOC3,exoc3
gna14a,gna14
CREBL2,crebl2
GALNT18,galnt18
KDELR3,kdelr3
ING4,ing4
GIT1,git1
TMEM178B,tmem178b
GRK4,grk4
CRYBA2,cryba2
IDH3G,idh3g
MED31,med31
MCRS1,mcrs1
PSMD10,psmd10
THOC2,thoc2
MIR26A2,xtr-mir-26-1
DHCR7,dhcr7
PARVB,parvb
HNRNPAB,hnrnpab
DPYSL3,dpysl3
DROSHA,drosha
DNAH7,dnah7
CTHRC1,cthrc1
GRIK4,grik4
BPGM,bpgm
COX7C,cox7c
AGPAT3,agpat3
CYC1,cyc1
SLC25A16,slc25a16
PDZD11,pdzd11
PPP3CC,ppp3cb
CRIM1,crim1
NRBP1,nrbp1
SNORD18,SNORD18
adam10a,adam10
RPL37,rpl37
NXN,nxn
h2az2b,otud3
KCNK3,kcnk3
MSH2,msh2
CDO1,cdo1
MCM3,zmcm3
ELMO2,elmo2
SEPTIN10,septin10
AACS,aacs
DPF2,dpf2
CNIH2,cnih2
SLC25A29,slc25a29
PCMT1,pcmt1
AK1,ak1
SSRP1,ssrp1
PABPC1L,pabpc1l
TADA2A,tada2a
PRDX4,prdx4
CSK,csk
CLASP1,clasp1
SEC14L1,sec14l5
PPP1R8,ppp1r8
PTPN4,ptpn4
COL1A1,col1a1
hmgb1b,hmgb1
UNC45B,unc45b
pole3,pole3
CYP51A1,cyp51a1
SLC1A1,slc1a1
B3GALT1,b3galt1
ULK2,ulk2
PRKAG1,prkag1
NDRG4,ndrg4
USP25,usp25
SEPHS2,sephs3
U2SURP,u2surp
GRIA1,gria1
VPS52,vps52
pycr1a,pycr1
HSD17B10,syp
UROD,urod
nlgn2a,nlgn2
TEX261,tex261
zgc:101858,mgc79752
SLC10A7,slc10a7
TSPAN31,tspan31
IFT172,ift172
DHX16,dhx16
ENSA,ensa
TYMS,tyms
MAP2K4,map2k4
TOMM20,tomm20
ELMOD1,elmod1
MACROH2A2,macroh2a2
ZNF362,znf362
USF2,usf2
RALGPS1,ralgps1
MAPK6,mapk6
TOB1,tob1
OLFM2,tac1
UHRF1,uhrf1
VCL,vcl
ATP8B4,atp8b4
ITPR3,itpr3
EBAG9,ebag9
timm23a,timm23
PLXNA3,plxna3
IST1,ist1
PACS2,pacs2
TBC1D23,tbc1d23
PTCH2,ptch2
MAF1,maf1
RCBTB2,rcbtb2
INSIG2,insig2
GTF2E2,gtf2e2
kcnip1b,kcnip1
SH3GLB1,sh3glb1
MDGA2,mdga2
SST,sst.1
TRPC3,trpc3
GFPT2,gfpt2
GPT,gpt
PCBP2,pcbp3
NFS1,nfs1
GRIK5,grik5
SLC1A7,slc1a7
GTF2A1,gtf2a1
ALOX5,alox5
ECHS1,echs1
MTR,mtr
itcha,dynlrb1
CKAP5,ckap5
ABCA1,abca1
MIR17,xtr-mir-17
TOMM40,tomm40
AMDHD2,amdhd2
MED4,med4
MEAF6,meaf6
THBS1,thbs1
ERGIC2,ergic2
BLTP1,kiaa1109
WDR47,wdr47
PPP5C,ppp5c
NCLN,ncln
FAM20B,fam20b
ADHFE1,adhfe1
CSDE1,csde1
tial1,tia1
ALDH4A1,aldh4a1
RPRD1A,rprd1a
SIGMAR1,sigmar1
OGA,oga
PEPD,pepd
BRINP3,brinp3
FLRT3,flrt3
GFUS,gfus
MRPS25,mrps25
UBE4A,ube4a
PPIP5K1,ppip5k1
zgc:56235,vdac3
MTA1,mta1
SLC37A4,slc37a4
DDX17,ddx17
PHKG1,phkg1
WDR26,wdr26
HDAC8,hdac8
G3BP2,g3bp2
PRELID3B,prelid3b
DCTN1,art5
NUDCD2,nudcd2
nt5dc2,nt5dc2
SSR4,ssr4
CHMP1B,chmp1b
RHOBTB1,rhobtb1
LRRN1,lrrn1
MAP2K5,map2k5
P4HA1,p4ha1
kiss1ra,kissr2
TSN,tsn
ZNRF1,znrf1
ehd4,ehd4
PSAT1,psat1
ZC3H15,zc3h15
PFDN6,pfdn6
CDK4,cdk4
DOCK6,dock6
DAAM2,daam2
OSBPL6,osbpl6
CTNNBL1,ctnnbl1
POLR1B,polr1b
RNF113B,rnf113a
ZBTB8OS,zbtb8os
TBC1D20,tbc1d20.1
INTS9,ints9
CERS5,cers5
UBE4B,ube4b
NETO1,neto1
SLC30A9,slc30a9
PAN2,pan2
CACNA2D3,cacna2d3
TPPP3,tppp3
NAPG,napg
YME1L1,yme1l1
SYT17,syt17
PGRMC1,pgrmc1
CACNG7,cacng7
EYA4,eya4
MAP3K15,map3k15
RCAN3,rcan3
CD151,cd151
BBS2,bbs2
ATG16L1,atg16l1
DYRK1B,dyrk1a.2
MAPK8IP3,mapk8ip3
RASGEF1B,rasgef1b
FSCN2,fscn2
HSPE1,hspe1
TFAP2C,tfap2c
BORCS5,borcs5
KEAP1,keap1
EFHD2,efhd2
SMARCE1,smarce1
HNRNPL,hnrnpl
TIMM17A,timm17a
EIF4EBP2,eif4ebp2
GUF1,guf1
RICTOR,rictor
GRB10,grb10
SH3GLB2,sh3glb2
VPS33B,vps33b
PDPR,pdpr
ANKIB1,ankib1
OPRD1,oprd1
SLC6A19,slc6a19
SLC48A1,slc48a1
GRM4,grm4
DNAH6,dnah6
ABCC5,abcc5
SOX6,sox6
ABI2,abi2
MANF,manf
RELCH,relch
snord79.2,SNORD79
WDR11,wdr11
PDPK1,pdpk1
ANKRD50,ankrd50
KBTBD2,kbtbd2
TH,th
mir125a-1,xtr-mir-125a
GNMT,gnmt
RALBP1,ralbp1
CHD3,chd3
ldhbb,ldhb
DMBX1,dmbx1
CDK5R1,cdk5r1
RPE65,rpe65
CLPTM1L,clptm1l
cnbpb,cnbp
SLC6A17,slc6a17
GINS3,gins3
GRHPR,XB5814630 [provisional:inmt]
BBS1,bbs1
PFN2,pfn2
MIR99A,xtr-mir-99
CFAP298,cfap298
PTPRA,ptpra
DDA1,dda1
SYS1,sys1
TPST1,tpst1
AQR,aqr
prss1,prss2
RCOR3,rcor3
DDR2,ddr2
FHIP2A,fhip2a
FOXK2,foxk2
DYNC1I1,dync1i1
DHX33,dhx33
CHRNA5,chrna5
HCN1,hcn1
SYT6,syt6
CUTC,cutc
SOX1,sox1
HMBOX1,hmbox1
PCDH19,pcdh19
mknk1,mknk1
EAF1,eaf1
GABBR1,gabbr1
HERC4,herc4
hnrnpr,hnrnpr
EIF4E3,eif4e3
CCDC124,ccdc124
ERC2,btbd9
IP6K1,ip6k1
PCDH11X,pcdh11x
EPB41L4A,epb41l4a
USP20,usp20
FAU,fau
UQCRFS1,uqcrfs1
LHFPL2,lhfpl2
ACAD9,acad9
SLC25A27,slc25a27
UQCC6,c12orf73
kcnj21,kcnj9
pitpnbl,pitpnb
ILF2,ilf2
ADIPOR2,adipor2
LRRC4,LRRC4
EIF4H,eif4h
UBALD2,ubald2
chmp5b,chmp5
CDC42BPA,cdc42bpa
EIF3A,eif3a
ZNF711,znf711
NPLOC4,nploc4
PSME3,psme3
ASNS,asns
kcnip3b,kcnip3
RCC1,rcc1
CHRNB3,chrnb3
STK35,XB956055 [provisional:stk35]
SF1,sf1
UBTD2,ubtd2
GALNT4,galnt4
LARGE2,large2
PSMB5,psmb5
MADD,madd
IVNS1ABP,ivns1abp
KIF5A,kif5a
STX5,stx5
DKC1,dkc1
COG4,cog4
PSMD2,psmd2
POLR3H,polr3h
PCOLCE2,pcolce2
U12,U12
PREP,prep
GCAT,gcat
KIF3C,kif3c
ANKRD46,ankrd46
HIKESHI,hikeshi
AMPD3,ampd3
SLC18A2,SLC18A2
DCAF10,dcaf10
DSCAML1,dscaml1
gnal,gnal
SMIM12,smim12
MIR144,xtr-mir-144
mir92b,xtr-mir-92b
CARS1,cars1
afg3l1,afg3l1p
UPRT,uprt
MIP,mip
B4GALT5,b4galt5
SLU7,slu7
TSPAN33,tspan33
EDEM2,edem2
CNN2,cnn2
NDFIP1,ndfip1
USO1,uso1
NUDT1,nudt1
IRF2BPL,irf2bpl
HSPA4,hspa4
CEPT1,cept1
STRBP,strbp
TMEM178A,tmem178a
znf593,znf593
micos10,micos10
pip5k1ca,pip5k1c
AMD1,amd1
thbs2a,thbs2
OSBP2,osbp2
SNX5,snx5
ERCC8,ercc8
LAP3,lap3
FBXO32,fbxo32
GCDH,gcdh
PTP4A1,ptp4a1
TLX3,tlx3
LANCL2,lancl2
SLC7A8,slc7a8
ELOVL4,elovl4
RNASEK,rnasek
VPS11,vps11
RCL1,rcl1
SMG9,smg9
PISD,pisd
MINK1,mink1
GNPNAT1,gnpnat1
si:dkey-172j4.3,dgkk
EXOC7,exoc7
PTPRE,ptpre
PLPP4,plpp4
PARP8,parp8
GRM1,grm1
TRA2B,tra2b
srsf5a,srsf5a
BPNT1,bpnt1
MED12,med12
EML4,eml4
TMEM101,tmem101
ROCK2,rock2
KIRREL3,kirrel3
SUB1,sub1
ALKBH5,alkbh5
TCF21,tcf21
SELENOT,selenot
dre-mir-138,xtr-mir-138
RAB24,rab24
NR2E3,nr2e3
TBX3,tbx3
BCKDK,bckdk
EEIG1,fam102a
ERLIN2,erlin2
RPN1,rpn1
STEAP2,steap2
ST8SIA5,st8sia5
ADCYAP1R1,adcyap1r1
SF3A2,sf3a2
TNFAIP1,tnfaip1
DENND5B,dennd5b
pank2,pank2
MYO5B,myo5b
NWD2,nwd2
MVP,mvp
CTCF,ctcf
NOL10,nol10
cpt1ab,cpt1a
EPHB1,ephb1
ALAS1,alas1
NUP155,nup155
PLCL2,plcl2
KCTD16,kctd16
RPL29,rpl29
MSRB1,msrb1
RPIA,rpia
GBE1,gbe1
DNAH10,dnah10
THBS3,thbs3
STARD10,stard10
PES1,pes1
SPAG7,spag7
TAT,tat
GOPC,gopc
INO80,ino80
MIR30E,xtr-mir-30a
UBR2,ubr2
SMARCC2,smarcc2
ROCK1,rock1
dlg1b,dlg1
XRN2,xrn2
TMEM68,tmem68
SULF2,sulf2
B3GALT6,b3galt6
SLC41A1,slc41a1
TAX1BP3,tax1bp3
LUC7L3,luc7l3
GIPC1,gipc1
KLHL21,klhl21
SNORD42,SNORD42
THOC1,thoc1
CAPN5,capn5
SLC16A3,slc16a3
FNBP1L,fnbp1l
SMG1,smg1
LRFN5,lrfn5
MIR29B1,xtr-mir-29d
mir1-2,xtr-mir-1a-2
TTL,ttl
abcc3,abcc3
ZIC5,zic5
DACH2,dach2
CHRNA2,chrna2
CNRIP1,cnrip1
DDX56,ddx56
dre-let-7e,xtr-let-7e-2
ENOSF1,enosf1
TPH2,tph2
CIAO1,ciao1
tent5ba,tent5b
NHP2,nhp2
CPLX3,lman1l
PUM2,pum2
TMEM104,tmem104
SLC39A11,slc39a11
USE1,use1
UBASH3B,ubash3b
ADA,ada
MAPK12,mapk12
GPN1,gpn1
MRPL24,mrpl24
PIKFYVE,pikfyve
SLC8A2,slc8a2
fam32a,fam32a
SRSF5,srsf5
SOD1,sod1
TMEM11,natd1
MLH1,mlh1
PIP4K2C,pip4k2c
GRM2,grm2
MIR200B,xtr-mir-200b
RUNDC3A,rundc3a
MBNL1,mbnl1
NOX5,nox5
DEF8,def8
DYNLT5,dynlt5
ATP5PO,atp5po
rbp4l,rbp4l
SPARC,sparc
TMEM39A,tmem39a
PRMT5,prmt5
NOTCH1,notch1
SPRYD3,spryd3
KCTD2,KCTD2
SGCD,sgcd
EDEM1,edem1
MRTO4,mrto4
TMEM129,tmem129
RPRML,rprml
C13H9orf72,c9orf72
PHKG2,phkg2
SLC25A37,slc25a37
G6PD,g6pd
dre-mir-107,xtr-mir-103-1
rfx3,rfx3
PFKFB2,pfkfb2
TNPO2,tnpo2
PRKAG2,prkag2
MLEC,mlec
f8a,f8a1
WSCD2,wscd2
SNX14,snx14
DHPS,dhps
PXK,pxk
HSPA14,hspa14
TAFA1,tafa1
TMEM8B,tmem8b
OPLAH,oplah
MRPL23,mrpl23
WDR59,wdr59
DGCR8,dgcr8
THOP1,thop1
STOML2,stoml2
ZDHHC3,zdhhc3
fbxo41,fbxo41
ATP23,atp23
MAP3K1,map3k1
TIMM22,timm22
MRPL11,mrpl11
ABCC1,abcc1
RBP2,rbp2
triap1,triap1
HPCAL1,hpcal1
MACROH2A1,macroh2a1
ECPAS,ecpas
NIT2,nit2
AP3B2,ap3b2
gkup,XB5896631 [provisional]
AGPAT4,agpat4
DLST,dlst
TMEM208,tmem208
SCIN,scin
SNRPD1,snrpd1
FAM20C,fam20c
TBC1D22B,tbc1d22b
TIMP2,timp2
ATP5F1D,atp5f1d
TMEM203,tmem203
SLC38A3,slc38a3
DDX42,ddx42
TBC1D9B,tbc1d9b
MYL2,myl2
crema,crem
EIF4E,kirrel2
STRN,strn
MYLIP,mylip
CACNB3,cacnb3
TMEM41B,tmem41b
AFDN,afdn
PDE4D,pde4c
HAGH,hagh
CLP1,clp1
MMP16,mmp16
LHFPL3,lhfpl3
GRIK3,grik3
TM9SF1,tm9sf1
RPL22L1,rpl22l1
AMT,cacul1
EIF2B1,eif2b1
CORO6,coro6
RCAN2,rcan2
cox5aa,cox5a
IPO8,ipo8
pde9ac,XB990243 [provisional]
NELFB,nelfb
SIDT2,sidt2
RBX1,rbx1
ACADSB,acadsb
PRIM1,prim1
COL9A2,col9a2
ATRN,atrn
TMEM39B,tmem39b
L3HYPDH,l3hypdh
MIR101-2,xtr-mir-101a-1
NPHP3,nphp3
TIMM8A,TIMM8A
SIRT5,sirt5
OLIG3,olig3
actr3,actr3
PHF14,phf14
RIT1,rit1
DHTKD1,dhtkd1
MANEAL,maneal
CACNA1S,cacna1s
MAPKAPK3,mapkapk3
KHDRBS2,khdrbs2
ZFYVE21,zfyve21
PTPN21,ptpn21
VPS51,vps51
GPAT3,gpat3
CCDC47,ccdc47
ENTPD4,entpd4
GABRD,gabrd
RNF19A,rnf19a
TMEM181,tmem181
GTF2E1,gtf2e1
JUP,jup
SC5D,sc5d
TMEM38A,tmem38a
DLAT,dlat
SULT4A1,sult4a1
FREM3,frem3
DCK,dck.1
CYB5R3,cyb5r3
UAP1,uap1
B9D2,b9d2
SNRPE,snrpe
MCM8,mcm8
PRELID1,prelid1
SBF1,sbf1
PAX5,pax5
UBE2S,ube2s
col9a3,col9a3
CACNA1F,cacna1f
FUBP3,fubp3
PHF10,phf10
LMNB2,lmnb2
FZD9,fzd9
nrxn1b,nrxn1
SLC35B2,slc35b2
TPM2,tpm2
DYNC2H1,dync2h1
SRSF11,srsf11
CTDSP2,ctdsp2
HSPA13,hspa13
P4HB,p4hb
DLL1,dll1
DDX27,ddx27
PTRH2,ptrh2
CXXC1,cxxc1
GNG2,gng2
MIR218-1,MIR218-1
MED22,med22
FTCD,ftcd
ETNK1,etnk1
MTM1,mtm1
CIBAR1,cibar1
SMS,sms
HSD17B4,hsd17b4
GDPD1,gdpd1
RANBP9,ranbp9
RNF207,rnf207
RAD50,rad50
UBE2Z,ube2z
FAM120A,fam120a
FNBP1,fnbp1
DGCR6,dgcr6
WNT5A,wnt5a
DYNLT1,dynlt1
NAP1L4,nap1l4
PSEN2,psen2
COQ10A,coq10a
get1,get1
FAH,fah
TMED4,tmed4
CNOT4,cnot4
FASN,fasn
SYF2,syf2
TMX2,tmx2
EPS15L1,eps15l1
SLC25A23,slc25a23
slc2a15a,slc2a9
STMN1,stmn1
PIGA,piga
TAF7,taf7
ARFGEF3,arfgef3
STK16,stk16
FBXO38,fbxo38
OTUB1,otub1
RAB43,rab43
tlcd2,tlcd2
rhoub,rhou
PANK4,pank4
CASQ2,casq2
ANAPC13,anapc13.1
MYL7,myl7
KLHL11,klhl11
KICS2,kics2
MAU2,mau2
ZEB2,zeb2
ALDH5A1,aldh5a1
NDRG3,ndrg3
NAE1,nae1
KLHL5,klhl5
DUS1L,dus1l
