mice gene name,frog gene name,correlation,identical_scores,orthology confidence,combo_score
Ide,ide,0.9939719,86.66675000000001,1.0,1.8530329493519146
Mapk8,mapk8,0.9822551,88.88409999999999,1.0,1.8529826816912252
Wnt3,wnt3,0.97792804,89.70400000000001,1.0,1.8529745130470547
Grm3,grm3,0.9951603,86.3973,1.0,1.852585772205872
Trim23,trim23,0.9953141,86.326,1.0,1.852158081934149
Prrx1,prrx1,0.98407876,88.4414,1.0,1.8519998745132444
Map4k4,map4k4,0.98817015,87.65755,1.0,1.8519202388478146
Ormdl2,ormdl2,0.9897834,87.2923,1.0,1.8513185541081132
Rpl11,rpl11,0.97949904,89.2253,1.0,1.8511397427502403
Mkln1,mkln1,0.9665386,91.65805,1.0,1.8508815776757743
Tspan7,tspan7,0.9776044,89.5582,1.0,1.8508711994657783
Tcf21,tcf21,0.99320173,86.5922,1.0,1.8507931694645334
Cdc23,cdc23,0.9849007,88.1317,1.0,1.8504384677777281
Trappc13,trappc13,0.97631526,89.7129,1.0,1.8499594716098735
Olfm1,olfm1,0.99425536,86.29895,1.0,1.8498448785690491
Cnot8,cnot8,0.96453303,91.91295,1.0,1.8496075911252479
Stip1,stip1,0.9857344,87.8911,1.0,1.8496012014152923
Mob4,mob4,0.94809395,95.02565000000001,1.0,1.8495541234566462
Fgf16,fgf16,0.9926536,86.5655,1.0,1.8494666942293
Gabpb1,gabpb1,0.9676482,91.29745,1.0,1.8493573257459643
Lims1,lims1,0.9942144,86.23345,1.0,1.8491010607146419
Mtrex,mtrex,0.9945271,86.16915,1.0,1.8490503942952845
Dyrk1a,dyrk1a,0.96693045,91.39755,1.0,1.848991510212766
Hspa2,hspa2,0.9933163,86.36895,1.0,1.8487473602964695
Dync1i2,dync1i2,0.9880044,87.36275,1.0,1.8486083072757662
Ypel5,ypel5,0.921369,100.0,1.0,1.8485945985548613
Psmd11,psmd11,0.95119154,94.3268,1.0,1.8484238467079304
Pik3c3,pik3c3,0.9843417,88.0385,1.0,1.848415960808032
Rims4,rims4,0.9915301,86.66785,1.0,1.8483424525048944
Arl1,arl1,0.95975757,92.6817,1.0,1.8482167623997392
Acvr2a,acvr2a,0.9884511,87.23925,1.0,1.848214663906818
Impdh2,impdh2,0.9669764,91.30225,1.0,1.8481125100286273
Grik4,grik4,0.99311966,86.3408,1.0,1.8480829556339562
Unc5c,unc5c,0.99292344,86.37565000000001,1.0,1.8480589296592362
Wdfy2,wdfy2,0.9946544,86.0,1.0,1.8475783146595375
Get4,get4,0.9820852,88.34440000000001,1.0,1.8471765579269492
Sestd1,sestd1,0.9698242,90.6609,1.0,1.847084999388155
Ppp2r3c,ppp2r3c,0.9936998,86.12915000000001,1.0,1.8470513594060654
Epha7,epha7,0.9810544,88.52420000000001,1.0,1.847017074220084
Ipo5,ipo5,0.9858393,87.6139,1.0,1.8469890775030646
Dhx15,dhx15,0.96840537,90.91745,1.0,1.8469575260737012
Anapc7,anapc7,0.96703714,91.1701,1.0,1.8468878901767924
Pygb,pygm,0.99235356,86.3588,1.0,1.8467905712536146
Gid4,gid4,0.96694,91.1707,1.0,1.8467069391230126
Slc25a44,slc25a44,0.98840576,87.08155,1.0,1.846526406809723
Rpl3,rpl3,0.9688721,90.75815,1.0,1.8462390121096286
Pdcd10,pdcd10,0.9325267,97.6415,1.0,1.8461353828774476
Erc1,erc1,0.9954611,85.70405,1.0,1.8461271521275218
Glra1,glra1,0.9912257,86.4633,1.0,1.8456797609830256
Nr2f1,nr2f1,0.97313917,89.89255,1.0,1.8456677285140137
Foxb1,foxb1,0.9889637,86.8643,1.0,1.8453952140164382
Eif3e,eif3e,0.97047114,90.34385,1.0,1.8451120152284894
Prdm12,prdm12,0.98468626,87.6422,1.0,1.8450562082483435
Tnni3k,tnni3k,0.9891338,86.74270000000001,1.0,1.8444882684533277
Abce1,abce1,0.9831436,87.8726,1.0,1.844424829080566
Tnik,tnik,0.9904088,86.46955,1.0,1.8441702767819916
Tln2,tln2,0.9661877,91.06035,1.0,1.8441381295799308
Ptprd,ptprd,0.9754511,89.2784,1.0,1.8438845368089576
Slc25a13,slc25a13,0.98907936,86.6864,1.0,1.843811892501258
Snx3,snx3,0.96745646,90.7407,1.0,1.8433360592868835
Grik3,grik3,0.99592674,85.3101,1.0,1.843024394994516
Rfx3,rfx3,0.9713396,89.97075,1.0,1.8429965515912812
Dnm1,dnm1,0.96635646,90.87809999999999,1.0,1.8426128908528032
Slc4a10,slc4a10,0.99733305,84.98445,1.0,1.8424262645627238
Kifap3,kifap3,0.9808625,88.10605000000001,1.0,1.8424025536418955
Kpna4,kpna4,0.9480261,94.33245,1.0,1.842386178713631
Map3k7,map3k7,0.9806119,88.15105,1.0,1.8423768612965552
Pcsk2,pcsk2,0.99160945,86.05035,1.0,1.8422264392065035
Rgs6,rgs6,0.9821128,87.84485000000001,1.0,1.8421583176010852
Prpf31,prpf31,0.96610713,90.87275,1.0,1.8420784954910105
Tspan17,tspan17,0.9829698,87.66380000000001,1.0,1.8419704610902727
Meis2,meis2,0.99736106,84.88385,1.0,1.8414589159762242
Samm50,taf13,0.9767283,88.79415,1.0,1.841427714184356
Usp24,usp24,0.98864317,86.52850000000001,1.0,1.8413690268630165
Babam2,babam2,0.95202583,93.4726,1.0,1.8413585078027892
Rara,rara,0.988846,86.48660000000001,1.0,1.8413342094067868
Macroh2a1,macroh2a1,0.99503523,85.29155,1.0,1.8411194826785775
Dyrk2,dyrk2,0.9864632,86.9117,1.0,1.8410617240242138
Tcf7l2,tcf7l2,0.9854129,87.1098,1.0,1.841050473094493
Camk2a,camk2a,0.94803905,94.19735,1.0,1.8410395915283666
Gabrg2,gabrg2,0.9918472,85.88795,1.0,1.8410355554076951
Ap1b1,ap1b1,0.97557473,88.93615,1.0,1.8406480959575668
Zfp521,znf521,0.9803858,88.01165,1.0,1.8405263322967471
Washc5,washc5,0.98220545,87.6618,1.0,1.840478408229807
Syt1,syt1,0.97184193,89.60015,1.0,1.840201487692697
Kif3a,kif3a,0.9581647,92.19115,1.0,1.8401696888012933
Phyhipl,phyhipl,0.9654328,90.8124,1.0,1.840167411705246
Tshz3,tshz3,0.99433875,85.3184,1.0,1.8400509953367268
Lhx5,lhx5,0.9903237,86.0696,1.0,1.839946163304739
Ruvbl2,ruvbl2,0.94684404,94.2704,1.0,1.8394802071410674
Slit2,slit2,0.9845958,87.09025,1.0,1.839278684659948
Cert1,cert1,0.98620725,86.7475,1.0,1.8389019518869936
Rab27a,rab27a,0.98061603,87.7828,1.0,1.8386463747535737
Ddx46,ddx46,0.9761593,88.61715,1.0,1.8385352227100529
Grik1,grik1,0.99720526,84.6252,1.0,1.838533134386267
Tafa1,tafa1,0.98272604,87.36125,1.0,1.838429644705097
Polr3b,polr3b,0.94602185,94.30969999999999,1.0,1.8382960575353167
Cdc27,cdc27,0.98323953,87.2376,1.0,1.8381630820948645
Eif3k,eif3k,0.9666326,90.367,1.0,1.8379559575653042
Pitpna,pitpna,0.98189485,87.4539,1.0,1.8377697697837196
Foxp2,foxp2,0.9516526,93.1807,1.0,1.8376765158794808
Tada2b,tada2b,0.96193033,91.1905,1.0,1.8372618722963265
Rnf152,rnf152,0.9855198,86.6995,1.0,1.837090981679408
Vps4b,vps4b,0.9911277,85.62735,1.0,1.8370045783231357
Ugcg,ugcg,0.95549333,92.3858,1.0,1.837002058093743
Cdc5l,cdc5l,0.9889634,86.03515,1.0,1.836977184778366
Cbx1,cbx1,0.96244437,91.05754999999999,1.0,1.8369019559945832
Rptor,rptor,0.9623129,91.0755,1.0,1.836831038377062
Arf4,arf4,0.935688,96.1111,1.0,1.8366859629993184
Gabrr1,gabrr1,0.9944133,84.96905000000001,1.0,1.8366479728649594
Myo6,myo6,0.98615706,86.5304,1.0,1.8366013330330326
Mapk14,mapk14,0.9758822,88.47225,1.0,1.8365306581942844
Zdhhc7,zdhhc7,0.9943002,84.97095,1.0,1.8364494884505111
Rpl36a,rpl36a,0.9349463,96.2264,1.0,1.8364283409044269
Septin11,fcn1,0.98835135,86.07724999999999,1.0,1.8362260831854296
Tfap2a,tfap2a,0.99756783,84.314,1.0,1.8360719869899649
Adipor1,adipor1,0.98469955,86.73985,1.0,1.8359212270259047
Srsf2,srsf2,0.95177937,92.971,1.0,1.8357917560072674
Flnc,flnc,0.9882317,86.0416,1.0,1.8356337827920584
Pa2g4,pa2g4,0.9892622,85.83275,1.0,1.8354977760267865
Gdi2,gdi2,0.9695871,89.5624,1.0,1.835476598410701
Ctnnb1,ctnnb1,0.925994,97.8233,1.0,1.8354023440057559
Prkci,prkci,0.95950484,91.4656,1.0,1.8353844020322425
Snrnp40,snrnp40,0.9709517,89.29015000000001,1.0,1.8353402674476533
Src,src,0.9870026,86.19145,1.0,1.834788424679563
Trpc3,trpc3,0.9871029,86.1534,1.0,1.8345952714625489
Mapk6,mapk6,0.9886297,85.8333,1.0,1.8342854865120466
Cabp7,cabp7,0.98746973,86.0465,1.0,1.8342163607410287
Hpcal4,hpcal4,0.94143,94.7644,1.0,1.834070562615079
Daam1,daam1,0.9937883,84.83,1.0,1.8340329186688524
Capzb,capzb,0.9913411,85.26814999999999,1.0,1.833768914018726
Rnf144a,rnf144a,0.96768385,89.726,1.0,1.8334727592220021
Ankrd28,ankrd28,0.978875,87.60185,1.0,1.833457050031182
Arl2,arl2,0.97649676,88.0435,1.0,1.8333613589065703
Hoxb8,hoxb8,0.98500144,86.4198,1.0,1.8332533964807178
Myh11,myh11,0.992704,84.9572,1.0,1.8332364310180016
Rap1b,rap1b,0.9219014,98.3696,1.0,1.8330680649203699
Stk24,stk24,0.9854141,86.3216,1.0,1.8330510525809518
Celf1,lrrc61,0.9710151,89.05205000000001,1.0,1.8330451751233694
Pou4f3,pou4f3,0.98434514,86.5187,1.0,1.8329937200845627
Trim9,trim9,0.9904986,85.33625,1.0,1.8328380325393323
Rpl10,rpl10,0.9626223,90.6094,1.0,1.8326949826215908
Dip2b,dip2b,0.9842477,86.475,1.0,1.8323624620154881
Atp6v0a1,atp6v0a1,0.9775115,87.74575,1.0,1.8322925020956953
Lyn,lyn,0.99134964,85.09935,1.0,1.8320717162375018
Siah2,siah2,0.98071474,87.10204999999999,1.0,1.8319255310034
Rapgef4,rapgef4,0.99146485,85.0392,1.0,1.8316829150026352
Kctd6,kctd6,0.99040425,85.23134999999999,1.0,1.8315914276839453
Wdr83os,wdr83os,0.98708344,85.8491,1.0,1.8314685768775179
Cplx1,cplx1,0.9578154,91.38704999999999,1.0,1.8313339684085859
Gjd2,gjd2,0.98533547,86.1437,1.0,1.8310936274179384
Chmp2b,chmp2b,0.9889261,85.45224999999999,1.0,1.8309878188485982
Mlst8,kcnj10,0.95984906,90.965,1.0,1.8309651511694574
Kdm6a,kdm6a,0.9870004,85.81495000000001,1.0,1.8309619965666324
Fig4,fig4,0.993202,84.61619999999999,1.0,1.8307335261156483
Mdh1,mdh1,0.9877872,85.6287,1.0,1.830586180683858
Vps50,vps50,0.9808795,86.9295,1.0,1.8304910637855956
Ei24,ei24,0.96777236,89.4118,1.0,1.8304534560467964
Yy1,yy1,0.9802455,87.01689999999999,1.0,1.8301575789375084
Med23,med23,0.95727336,91.36080000000001,1.0,1.8300237877705992
Srsf7,srsf7,0.9718931,88.56565,1.0,1.8297978698939934
Ksr2,ksr2,0.98042864,86.94345000000001,1.0,1.8297645559773343
Rps8,rps8,0.95792454,91.2085,1.0,1.8297314939541325
Sdhb,sdhb,0.98230094,86.5735,1.0,1.8296139557321007
Kif3b,kif3b,0.9867118,85.71465,1.0,1.829388063843612
Rab40b,rab40b,0.9833843,86.3309,1.0,1.8292371036456405
Supt4a,supt4h1,0.93384385,95.7265,1.0,1.829230646299055
Rplp0,rplp0,0.9588769,90.9688,1.0,1.82913184306866
Grid1,grid1,0.9932851,84.44,1.0,1.8291047688508644
Rps6ka1,rps6ka1,0.9931498,84.45304999999999,1.0,1.8289767322708843
Upf2,upf2,0.97775847,87.37195,1.0,1.8289732587191527
Stk3,stk3,0.96363616,90.0503,1.0,1.8289712311455615
Tial1,tial1,0.9662161,89.55885,1.0,1.828949728963797
Tent5a,tent5a,0.9849547,85.98955000000001,1.0,1.8287955421330884
Dennd5a,dennd5a,0.9797602,86.96485000000001,1.0,1.8286947315239739
Kcnd2,kcnd2,0.9936523,84.32825,1.0,1.8286773338243407
Mbnl2,mbnl2,0.99181134,84.67465,1.0,1.8286492016074936
Pou4f2,pou4f2,0.9863003,85.71025,1.0,1.8285510559143905
Golga7b,golga7b,0.9803358,86.8263,1.0,1.8283964977836191
Tlk2,tlk2,0.96392286,89.92415,1.0,1.8282426066685815
Sf3a1,sf3a1,0.9792673,86.97465,1.0,1.8278451456702123
Snx27,snx27,0.96753484,89.18405,1.0,1.8276840171798154
Tbx4,tbx4,0.9929252,84.36355,1.0,1.8276356715406086
Elovl6,elovl6,0.9619126,90.2268,1.0,1.8274443430036422
Trim2,trim2,0.9572918,91.10075,1.0,1.827419291067519
Ergic3,ergic3,0.9877634,85.3164,1.0,1.8273699142320996
Plekhf2,plekhf2,0.98342484,86.11705,1.0,1.8271441782803088
Mat1a,mat1a,0.9807768,86.6162,1.0,1.8271127241888818
B3galt2,b3galt2,0.9921098,84.46039999999999,1.0,1.82704883812101
Arl6,arl6,0.9865339,85.5173,1.0,1.8270420406463623
Cacna1c,cacna1c,0.9959526,83.7045,1.0,1.8267742903759623
Prkaca,prkaca,0.99003017,84.81825,1.0,1.826677388271594
Dvl3,dvl3,0.98415834,85.89455000000001,1.0,1.8262977271898242
Appbp2,appbp2,0.98211914,86.27735,1.0,1.826257414958349
Gna13,gna13,0.96428627,89.6552,1.0,1.8262119946485558
Fzd2,fzd2,0.97092307,88.35505,1.0,1.8257920947708115
Pi4kb,pi4kb,0.97946495,86.7208,1.0,1.8256486580182831
Rad51,rad51,0.9464877,92.97285,1.0,1.825621474031262
Med6,med6,0.98736584,85.205,1.0,1.8254734938693002
Csmd3,csmd3,0.98491305,85.6675,1.0,1.8254459245982715
Pygm,pygb,0.9852234,85.5787,1.0,1.8251420116155472
Nelfa,nelfa,0.9923526,84.20125,1.0,1.8248854812943784
Tafa2,tafa2,0.98748803,85.1173,1.0,1.8248184475935347
Kcnma1,kcnma1,0.9810603,86.29814999999999,1.0,1.8244297876730073
Shoc2,shoc2,0.9622265,89.8625,1.0,1.8243504158326855
Cbfb,cbfb,0.98723596,85.1112,1.0,1.8242711624580292
Dock7,dock7,0.94911104,92.33305,1.0,1.8241775031311898
Barhl1,barhl1,0.9860483,85.3211,1.0,1.8241152185562668
Ykt6,ykt6,0.98727477,85.07974999999999,1.0,1.8240266133684662
Meox2,meox2,0.9879652,84.91085,1.0,1.8236413734598493
Bcl11a,bcl11a,0.9735613,87.62425,1.0,1.823452971125128
App,app,0.984482,85.53835000000001,1.0,1.8233048232373017
Usp14,usp14,0.9911523,84.26405,1.0,1.823211854038839
Rfx4,rfx4,0.98294175,85.81235,1.0,1.8231207075377163
Ube2h,ube2h,0.9739255,87.51089999999999,1.0,1.8230035165784308
Dipk2a,dipk2a,0.97601604,87.10815,1.0,1.8229401530240632
Cmip,cmip,0.9717598,87.90875,1.0,1.8228724158967804
Tubb3,tubb3,0.91445404,98.77655,1.0,1.822859557735101
Gk,gk,0.9872906,84.9248,1.0,1.8224840562935865
Hectd4,hectd4,0.9744929,87.3401,1.0,1.8223620948926786
Pdk3,pdk3,0.98868144,84.64675,1.0,1.8223393691686511
Hypk,hypk,0.98693633,84.9688,1.0,1.822248596391037
Rprd1b,rprd1b,0.9796542,86.3289,1.0,1.8220345258298964
Sec14l1,sec14l5,0.9924966,83.8355,1.0,1.8214496929397792
Mark3,mark3,0.95720315,90.50945,1.0,1.8212457751769775
Sar1a,sar1a,0.92297107,96.9697,1.0,1.820916053819627
Sox21,sox21,0.9907788,84.10204999999999,1.0,1.8208480746235283
Rpl31,rpl31,0.9889295,84.44120000000001,1.0,1.8207302825042766
Myl1,myl1,0.9821508,85.7167,1.0,1.8206267107628973
Nf1,nf1,0.95893085,90.11744999999999,1.0,1.8205928994385205
Prkg1,prkg1,0.9728564,87.47245000000001,1.0,1.8205546334155434
Fzd7,fzd7,0.9818499,85.75365,1.0,1.8204224433889054
Hipk1,hipk1,0.9921197,83.79415,1.0,1.820304194129272
Rnf185,rnf185,0.98421526,85.27645,1.0,1.820132433985455
Zfand5,zfand5,0.9736644,87.2661,1.0,1.820015584662292
Cnih3,cnih3,0.94589996,92.5,1.0,1.8196894579182192
Mmd,mmd,0.9730448,87.32755,1.0,1.8194463849637326
Usp15,usp15,0.9687568,88.1304,1.0,1.8193403360271092
Ddx3x,ddx3x,0.99171627,83.7726,1.0,1.8193086197508306
Rasl10b,rasl10b,0.9710847,87.6847,1.0,1.819297982721306
Celf3,celf3,0.97719884,86.51655,1.0,1.8192117571035749
Cul5,cul5,0.94275874,93.0398,1.0,1.8191210650884289
Kctd10,kctd10,0.96491104,88.83795,1.0,1.8191183397376816
Ints11,ints11,0.9631298,89.1667,1.0,1.8190260167299137
Pank3,pank3,0.98761517,84.52195,1.0,1.819019318194385
Gid8,gid8,0.9680059,88.2244,1.0,1.8188487638497521
Slc6a7,slc6a7,0.9884397,84.3435,1.0,1.818795335942182
Vsnl1,vsnl1,0.9558742,90.51075,1.0,1.818700091378467
Onecut1,onecut1,0.9901868,83.9966,1.0,1.8186376656208374
Scamp1,scamp1,0.9652484,88.7248,1.0,1.818619235393239
Ube2a,ube2a,0.98470336,85.02305,1.0,1.8184997735536443
Pds5b,pds5b,0.98754966,84.472,1.0,1.8183860916502441
Ppp1r8,ppp1r8,0.9911258,83.792,1.0,1.8183686220223803
Actc1,actc1,0.90565044,100.0,1.0,1.8183286526251519
Ccz1,ccz1b,0.9847309,84.9924,1.0,1.818241645704003
Six3,six3,0.9710257,87.58185,1.0,1.818140255377194
Slc7a14,slc7a14,0.9914505,83.69105,1.0,1.8179689941963102
Ctbp1,ctbp1,0.9606171,89.50055,1.0,1.8175770487826468
Hmgb1,hmgb1,0.97933406,85.9231,1.0,1.817298456305112
Neurod6,neurod6,0.9909994,83.6795,1.0,1.8169831507062386
Slco3a1,slco3a1,0.9694144,87.76384999999999,1.0,1.8168853583303495
Supt6,supt6h,0.9772124,86.27685,1.0,1.8168044552603297
Skp1,skp1,0.9080526,99.3865,1.0,1.816725796711601
Ugdh,ugdh,0.9618602,89.15915,1.0,1.8165047664681402
Usp34,usp34,0.95628345,90.21494999999999,1.0,1.8164851652312197
Rapgef2,rapgef2,0.9953457,82.7847,1.0,1.8162679881526365
Cacnb3,cacnb3,0.9856173,84.6234,1.0,1.8162023481837926
Pabpc4,pabpc4,0.9827673,85.1474,1.0,1.8160342967545693
Cyp26b1,cyp26b1,0.98429894,84.84855,1.0,1.815949559150517
Zcchc24,zcchc24,0.9834492,85.0015,1.0,1.8158661262104543
Ube2l3,ube2l3,0.9545463,90.47890000000001,1.0,1.815819893712355
Zmiz1,zmiz1,0.97351384,86.87,1.0,1.8157045133759002
Sstr2,sstr2,0.9889387,83.94194999999999,1.0,1.8156796587152162
Rab9b,rab9b,0.9855854,84.5771,1.0,1.815670891843724
Abi2,abi2,0.97298664,86.9658,1.0,1.815661946964949
Cnnm2,cnnm2,0.98060143,85.5178,1.0,1.8156241989617636
Ppp2r2b,ppp2r2b,0.9826124,85.13485,1.0,1.8156086317964286
Nlgn1,nlgn1,0.97481966,86.61165,1.0,1.8155961135235597
Esrrg,esrrg,0.96328044,88.7824,1.0,1.815414695807697
Acvr1b,acvr1b,0.99137044,83.43845,1.0,1.815250468317295
Nap1l1,nap1l1,0.9670459,88.03710000000001,1.0,1.8150988407755104
Cdk14,cdk14,0.9443014,92.3241,1.0,1.8148257250172253
Kat2a,kat2a,0.9890703,83.8321,1.0,1.8148178666258343
Snrpg,snrpg,0.9522973,90.7895,1.0,1.814642645964834
Ehd4,ehd4,0.98487025,84.6023,1.0,1.8145497049423902
Ube2i,ube2i,0.90364194,100.0,1.0,1.8144613039367337
Arglu1,arglu1,0.9737121,86.70985,1.0,1.8144604337222645
Plcb4,plcb4,0.98613286,84.3509,1.0,1.814428660359681
Homer1,homer1,0.9713835,87.14760000000001,1.0,1.8144207315438314
Flii,flii,0.99289966,83.03819999999999,1.0,1.8141316679118114
Edil3,edil3,0.98447496,84.61575,1.0,1.8139251207171774
Rac2,rac2,0.9445016,92.1875,1.0,1.8138244581663978
Stum,stum,0.97453195,86.44725,1.0,1.8133731574110499
Gclc,gclc,0.9865574,84.1444,1.0,1.8131497400390515
Eya4,eya4,0.97132325,87.02834999999999,1.0,1.8130941061026626
Chsy1,chsy1,0.9878268,83.87559999999999,1.0,1.8128651264025155
Fam110b,fam110b,0.97012675,87.23085,1.0,1.8128460167673215
Lmo4,lmo4.1,0.97850496,85.64065,1.0,1.812834626293483
Mbtd1,mbtd1,0.97987276,85.3749,1.0,1.8127704442807095
Mtor,mtor,0.9678821,87.63804999999999,1.0,1.812657818877423
Myt1l,myt1l,0.9819487,84.96835,1.0,1.8126403913206501
Sos2,sos2,0.9908569,83.2708,1.0,1.8125596848810526
Git2,git2,0.98518246,84.34225,1.0,1.812510859732562
Camk2d,camk2d,0.9905481,83.305,1.0,1.8123122883908112
Phb2,phb2,0.95699674,89.6677,1.0,1.81230296899105
Tmem60,tmem60,0.99136716,83.1472,1.0,1.8122874105300895
Fbn2,fbn2,0.9888182,83.61565,1.0,1.812135070620469
Rragd,rragd,0.98267204,84.78110000000001,1.0,1.8121322318740751
Ctdspl2,ctdspl2,0.99240744,82.92165,1.0,1.8120006982622319
Gad2,gad2,0.99356943,82.6945,1.0,1.811932094457737
Cdk1,cdk1,0.97532237,86.14959999999999,1.0,1.8118733896478354
Erg,erg,0.9892027,83.50845000000001,1.0,1.8117871377537096
Naa10,naa10,0.9781023,85.59475,1.0,1.8115933356692886
Jakmip3,jakmip3,0.9859166,84.1045,1.0,1.8115108244131646
Trpc5,trpc5,0.9923504,82.88305,1.0,1.8114990047426507
Hoxc6,hoxc6,0.9751166,86.1411,1.0,1.8113908901752476
Wnt5b,wnt5b,0.98941267,83.41839999999999,1.0,1.8112772541030728
Ubr4,ubr4,0.96819717,87.4401,1.0,1.8112549138394232
Rims2,rims2,0.98736554,83.7909,1.0,1.8111171081118749
Ublcp1,ublcp1,0.9876168,83.73115,1.0,1.8109943306903569
Fxr1,fxr1,0.9646696,88.0833,1.0,1.810992314481045
Sncb,sncb,0.97488165,86.14355,1.0,1.8109633682290025
Jag1,jag1,0.9892338,83.4154,1.0,1.8109023858131665
Derl1,derl1,0.9899395,83.2669,1.0,1.8107536470034078
Strip1,strip1,0.9708902,86.846,1.0,1.8104090724419084
Cdh11,cdh11,0.991598,82.89320000000001,1.0,1.8101533071390263
Abhd17c,abhd17c,0.95812047,89.22885,1.0,1.8100115377244475
Dhx38,dhx38,0.9894709,83.2658,1.0,1.809840194822411
Med10,med10,0.9284438,94.8148,1.0,1.8095774072796802
Papss2,papss2,0.99370575,82.43180000000001,1.0,1.8095276720877687
Ube2q2,ube2q2,0.9716348,86.61070000000001,1.0,1.8094540499243985
Eml1,eml2,0.988903,83.30855,1.0,1.809180702395358
Naa15,naa15,0.9589448,88.9824,1.0,1.8090968408701265
Zbtb44,zbtb44,0.9736944,86.1791,1.0,1.80903822923432
Vps45,vps45,0.9916166,82.77705,1.0,1.8090099775676483
Flrt1,flrt1,0.9889509,83.22364999999999,1.0,1.8084110367251651
Tollip,tollip,0.9867627,83.63745,1.0,1.808398535372134
Memo1,memo1,0.9629559,88.1206,1.0,1.8080712665783234
Slc1a2,slc1a2,0.9860614,83.68525,1.0,1.8075334495622601
Emc4,emc4,0.9830862,84.24164999999999,1.0,1.8074532483637142
Ppwd1,ppwd1,0.9851815,83.82765,1.0,1.807284841221262
Dpysl2,dpysl2,0.992715,82.3857,1.0,1.8071519890761223
Cdh8,cdh8,0.98071796,84.6528,1.0,1.8070671790628619
Gabrb3,gabrb3,0.98574406,83.6798,1.0,1.8068670863666054
Trpm3,trpm3,0.9910504,82.669,1.0,1.8068228512813282
Ezh2,ezh2,0.9381137,92.7081,1.0,1.806809695626801
Atad1,atad1,0.9843363,83.9253,1.0,1.8066487496932173
Stx1b,stx1b,0.9708052,86.4894,1.0,1.806625236572503
Bbs5,bbs5,0.94354445,91.65469999999999,1.0,1.8065725397473629
Galnt2,galnt2,0.9887036,83.08064999999999,1.0,1.8064831404599098
Mcm6,mcm6,0.99243295,82.3602,1.0,1.8063500307735085
Gpr52,gpr52,0.97361964,85.91225,1.0,1.8061852438189558
Neto2,neto2,0.97826266,85.02955,1.0,1.806164251001157
Slitrk1,slitrk1,0.99015677,82.7586,1.0,1.8060117853928157
Gria3,gria3,0.9737113,85.8677,1.0,1.8059094669805864
Ncbp2,ncbp2,0.9861743,83.503,1.0,1.805900652907458
Btbd10,btbd10,0.97700655,85.23245,1.0,1.8058054439086506
Nmt1,nmt1,0.98931605,82.86955,1.0,1.8055193403939267
Nova1,nova1,0.918079,96.35475,1.0,1.8052535033734876
Dcun1d5,dcun1d5,0.96730596,87.0035,1.0,1.805106575507371
Slc1a1,slc1a1,0.9929829,82.13194999999999,1.0,1.8050917823579118
B3gat1,b3gat1,0.98451775,83.73095,1.0,1.8050251074028947
Cnot1,cnot1,0.93451196,93.19954999999999,1.0,1.8048637310971762
Ankrd17,ankrd17,0.99130833,82.40815,1.0,1.8046713688960412
Inpp4a,inpp4a,0.9659075,87.2248,1.0,1.8046604698121933
Kcnh1,kcnh1,0.95715433,88.8793,1.0,1.8046026456352666
Metap2,metap2,0.9835451,83.87325,1.0,1.8045968945805104
Xkr4,xkr4,0.9833216,83.908,1.0,1.8045193260206607
Rap1gds1,rap1gds1,0.97664684,85.173,1.0,1.8045092948176653
Xpr1,xpr1,0.97987634,84.4993,1.0,1.8038883299851443
Rspo2,rspo2,0.9848876,83.5391,1.0,1.803789607379545
Sox9,sox9,0.9888498,82.7627,1.0,1.8035368492191624
Osbpl9,osbpl9,0.9890563,82.718,1.0,1.803480672982416
Kpna6,kpna6,0.9511514,89.90684999999999,1.0,1.8034756473395415
Asap1,asap1,0.9911396,82.3218,1.0,1.803469863847429
Ppp2r5c,ppp2r5c,0.97395545,85.57525,1.0,1.8034106511479853
Pgam1,pgam1,0.96416557,87.4016,1.0,1.8031012559718083
Hsp90b1,hsp90b1,0.97167003,85.96395000000001,1.0,1.802956140757031
Tgfb2,tgfb2,0.9710883,86.05965,1.0,1.802807562130998
Akt1,akt1,0.9514817,89.7593,1.0,1.8026137235148405
Des,des.1,0.99114627,82.21225,1.0,1.8023705657378297
Syncrip,syncrip,0.9619628,87.7418,1.0,1.8023135200458538
Polr2g,polr2g,0.94438726,91.0393,1.0,1.8019478808128884
Psma1,psma1,0.98669827,83.00885,1.0,1.8018929888370852
Ywhab,ywhab,0.96589416,86.94025,1.0,1.8017460593453976
Satb1,satb1,0.972687,85.65115,1.0,1.8017387916288383
Adgrb3,adgrb3,0.96284544,87.51715,1.0,1.8017324100896077
Aldh1l2,aldh1l2,0.98690736,82.92685,1.0,1.8014631335853406
Tcf4,tcf4,0.97200316,85.73535,1.0,1.8012768542146393
Pacsin2,pacsin2,0.98699325,82.8733,1.0,1.8010848795236343
Septin8,septin8,0.9839189,83.45545,1.0,1.801075177431788
Dlg2,dlg2,0.9859426,83.0642,1.0,1.8009998609598816
Ube2w,ube2w,0.94378686,91.0556,1.0,1.8009572920548798
Dusp6,dusp6,0.9653901,86.9579,1.0,1.800954677462078
Ogdhl,ogdhl,0.990161,82.2498,1.0,1.800854641225766
Kras,krasl,0.91049516,97.3545,1.0,1.8008002541449621
Rprd1a,rprd1a,0.9797812,84.19069999999999,1.0,1.8005722610514527
