human gene name,chimpanzee gene name,correlation,identical_scores,orthology confidence,combo_score
OST4,OST4,0.9999996,100.0,1.0,1.9999929970816737
DYNLT1,DYNLT1,0.9999996,100.0,1.0,1.9999929970816737
WNT9A,WNT9A,0.9999996,100.0,1.0,1.9999929970816737
GSX1,GSX1,0.9999995,100.0,1.0,1.9999928220087155
NRARP,NRARP,0.9999995,100.0,1.0,1.9999928220087155
POLR2L,POLR2L,0.9999995,100.0,1.0,1.9999928220087155
GPR22,GPR22,0.9999995,100.0,1.0,1.9999928220087155
MPLKIP,MPLKIP,0.9999995,100.0,1.0,1.9999928220087155
LMX1A,LMX1A,0.9999995,100.0,1.0,1.9999928220087155
RRAS,RRAS,0.9999995,100.0,1.0,1.9999928220087155
IFNA21,IFNA21,0.9999995,100.0,1.0,1.9999928220087155
FAM162B,FAM162B,0.9999995,100.0,1.0,1.9999928220087155
CACNG3,CACNG3,0.9999995,100.0,1.0,1.9999928220087155
DEFB104A,DEFB104,0.9999995,100.0,1.0,1.9999928220087155
GABRA3,GABRA3,0.9999995,100.0,1.0,1.9999928220087155
PRDX3,PRDX3,0.9999995,100.0,1.0,1.9999928220087155
EMC6,EMC6,0.9999995,100.0,1.0,1.9999928220087155
RAB10,RAB10,0.9999995,100.0,1.0,1.9999928220087155
SFN,SFN,0.9999995,100.0,1.0,1.9999928220087155
EIF1B,EIF1B,0.9999995,100.0,1.0,1.9999928220087155
DUSP19,DUSP19,0.9999995,100.0,1.0,1.9999928220087155
NMS,NMS,0.9999995,100.0,1.0,1.9999928220087155
CRYGD,CRYGD,0.9999995,100.0,1.0,1.9999928220087155
DPT,DPT,0.9999995,100.0,1.0,1.9999928220087155
KBTBD7,KBTBD7,0.99999946,100.0,1.0,1.9999927519795322
NHLRC1,NHLRC1,0.99999946,100.0,1.0,1.9999927519795322
SVIP,SVIP,0.99999946,100.0,1.0,1.9999927519795322
MYL12B,MYL12B,0.99999946,100.0,1.0,1.9999927519795322
RAB19,RAB19,0.99999946,100.0,1.0,1.9999927519795322
YWHAG,YWHAG,0.99999946,100.0,1.0,1.9999927519795322
DEFB116,DEFB116,0.99999946,100.0,1.0,1.9999927519795322
KLHL11,KLHL11,0.99999946,100.0,1.0,1.9999927519795322
PLA2G12B,PLA2G12B,0.99999946,100.0,1.0,1.9999927519795322
CCL11,CCL11,0.99999946,100.0,1.0,1.9999927519795322
LLPH,LLPH,0.99999946,100.0,1.0,1.9999927519795322
H2AX,H2AX,0.99999946,100.0,1.0,1.9999927519795322
RAMACL,RAMAC,0.99999946,100.0,1.0,1.9999927519795322
SMIM3,SMIM3,0.99999946,100.0,1.0,1.9999927519795322
SMIM10L1,SMIM10L1,0.99999946,100.0,1.0,1.9999927519795322
SH3BGRL2,SH3BGRL2,0.99999946,100.0,1.0,1.9999927519795322
RMND5A,RMND5A,0.99999946,100.0,1.0,1.9999927519795322
HMGN2,HMGN2,0.99999946,100.0,1.0,1.9999927519795322
PARD6B,PARD6B,0.9999994,100.0,1.0,1.9999926469357572
GPR37,GPR37,0.9999994,100.0,1.0,1.9999926469357572
H2BC14,H2BC14,0.9999994,100.0,1.0,1.9999926469357572
LEAP2,LEAP2,0.9999994,100.0,1.0,1.9999926469357572
C8orf88,C8H8orf88,0.9999994,100.0,1.0,1.9999926469357572
SMU1,SMU1,0.9999994,100.0,1.0,1.9999926469357572
HOXB6,HOXB6,0.9999994,100.0,1.0,1.9999926469357572
CHCHD2,CHCHD2,0.9999994,100.0,1.0,1.9999926469357572
LENEP,LENEP,0.9999994,100.0,1.0,1.9999926469357572
GNG3,GNG3,0.9999994,100.0,1.0,1.9999926469357572
H2AC19,H2AC19,0.9999994,100.0,1.0,1.9999926469357572
SIX1,SIX1,0.99999934,100.0,1.0,1.9999925418919826
SOX4,SOX4,0.99999934,100.0,1.0,1.9999925418919826
CCL17,CCL17,0.99999934,100.0,1.0,1.9999925418919826
HINT2,HINT2,0.99999934,100.0,1.0,1.9999925418919826
MFAP1,MFAP1,0.99999934,100.0,1.0,1.9999925418919826
RCVRN,RCVRN,0.99999934,100.0,1.0,1.9999925418919826
HBQ1,HBQ1,0.99999934,100.0,1.0,1.9999925418919826
PTRHD1,PTRHD1,0.99999934,100.0,1.0,1.9999925418919826
WNT1,WNT1,0.99999934,100.0,1.0,1.9999925418919826
ABT1,ABT1,0.99999934,100.0,1.0,1.9999925418919826
H2BC12,H2BC12,0.99999934,100.0,1.0,1.9999925418919826
POU3F1,POU3F1,0.99999934,100.0,1.0,1.9999925418919826
GABPA,GABPA,0.99999934,100.0,1.0,1.9999925418919826
TMEM47,TMEM47,0.9999993,100.0,1.0,1.9999924718627993
MMP24,MMP24,0.9999993,100.0,1.0,1.9999924718627993
POU3F4,POU3F4,0.9999993,100.0,1.0,1.9999924718627993
SPINT4,SPINT4,0.9999993,100.0,1.0,1.9999924718627993
RASL11A,RASL11A,0.9999993,100.0,1.0,1.9999924718627993
COX6A2,COX6A2,0.9999993,100.0,1.0,1.9999924718627993
CXCL11,CXCL11,0.9999993,100.0,1.0,1.9999924718627993
BLOC1S4,BLOC1S4,0.9999993,100.0,1.0,1.9999924718627993
ADO,ADO,0.9999993,100.0,1.0,1.9999924718627993
SPTSSB,SPTSSB,0.9999993,100.0,1.0,1.9999924718627993
PHLDA3,PHLDA3,0.9999993,100.0,1.0,1.9999924718627993
TMEM74,TMEM74,0.9999992,100.0,1.0,1.999992296789841
RRAGC,RRAGC,0.9999992,100.0,1.0,1.999992296789841
LAPTM4A,LAPTM4A,0.9999992,100.0,1.0,1.999992296789841
RPP25L,RPP25L,0.9999992,100.0,1.0,1.999992296789841
H3C12,H3C12,0.9999992,100.0,1.0,1.999992296789841
NKX2-2,NKX2-2,0.9999992,100.0,1.0,1.999992296789841
ANAPC13,ANAPC13,0.9999992,100.0,1.0,1.999992296789841
COX8C,COX8C,0.9999992,100.0,1.0,1.999992296789841
SYPL2,SYPL2,0.9999992,100.0,1.0,1.999992296789841
DCAF16,DCAF16,0.9999992,100.0,1.0,1.999992296789841
MRTO4,MRTO4,0.9999992,100.0,1.0,1.999992296789841
CTNNBIP1,CTNNBIP1,0.9999992,100.0,1.0,1.999992296789841
SYT2,SYT2,0.9999992,100.0,1.0,1.999992296789841
MZT1,MZT1,0.99999917,100.0,1.0,1.9999922442679536
GALNT18,GALNT18,0.99999917,100.0,1.0,1.9999922442679536
TRIM44,TRIM44,0.99999917,100.0,1.0,1.9999922442679536
CKM,CKM,0.99999917,100.0,1.0,1.9999922442679536
BAG2,BAG2,0.99999917,100.0,1.0,1.9999922442679536
EFNA1,EFNA1,0.99999917,100.0,1.0,1.9999922442679536
PCSK1N,PCSK1N,0.99999917,100.0,1.0,1.9999922442679536
SS18L2,SS18L2,0.99999917,100.0,1.0,1.9999922442679536
WNT3A,WNT3A,0.99999917,100.0,1.0,1.9999922442679536
ATP5MC3,ATP5MC3,0.99999917,100.0,1.0,1.9999922442679536
ZNF576,ZNF576,0.99999917,100.0,1.0,1.9999922442679536
CLPS,CLPS,0.99999917,100.0,1.0,1.9999922442679536
GREM2,GREM2,0.99999917,100.0,1.0,1.9999922442679536
SMIM31,SMIM31,0.99999917,100.0,1.0,1.9999922442679536
SP6,SP6,0.99999917,100.0,1.0,1.9999922442679536
HS6ST1,HS6ST1,0.99999917,100.0,1.0,1.9999922442679536
FOXO1,FOXO1,0.9999991,100.0,1.0,1.999992121716883
C15orf62,C15H15orf62,0.9999991,100.0,1.0,1.999992121716883
SDHAF4,SDHAF4,0.9999991,100.0,1.0,1.999992121716883
RAB39B,RAB39B,0.9999991,100.0,1.0,1.999992121716883
CAMK2N1,CAMK2N1,0.9999991,100.0,1.0,1.999992121716883
C1orf52,C1H1orf52,0.9999991,100.0,1.0,1.999992121716883
ARL14EPL,ARL14EPL,0.9999991,100.0,1.0,1.999992121716883
TMEM200B,TMEM200B,0.9999991,100.0,1.0,1.999992121716883
BCAS2,BCAS2,0.9999991,100.0,1.0,1.999992121716883
CNIH3,CNIH3,0.9999991,100.0,1.0,1.999992121716883
COA7,COA7,0.99999905,100.0,1.0,1.9999920341804038
UBE2L5,UBE2L5,0.99999905,100.0,1.0,1.9999920341804038
INAFM2,INAFM2,0.99999905,100.0,1.0,1.9999920341804038
TMA7,TMA7,0.99999905,100.0,1.0,1.9999920341804038
TCEAL7,TCEAL7,0.99999905,100.0,1.0,1.9999920341804038
GBP2,GBP2,0.99999905,100.0,1.0,1.9999920341804038
PITX3,PITX3,0.99999905,100.0,1.0,1.9999920341804038
H2AC20,H2AC20,0.99999905,100.0,1.0,1.9999920341804038
COPG2,COPG2,0.999999,100.0,1.0,1.9999919466439247
NGB,NGB,0.999999,100.0,1.0,1.9999919466439247
ZNF146,ZNF146,0.999999,100.0,1.0,1.9999919466439247
KRTAP17-1,KRTAP17-1,0.999999,100.0,1.0,1.9999919466439247
NDUFA4,NDUFA4,0.9999989,100.0,1.0,1.9999917715709667
NPBWR1,NPBWR1,0.9999989,100.0,1.0,1.9999917715709667
OCM2,OCM2,0.9999989,100.0,1.0,1.9999917715709667
TAX1BP3,TAX1BP3,0.9999989,100.0,1.0,1.9999917715709667
NDUFB3,NDUFB3,0.9999989,100.0,1.0,1.9999917715709667
TMEM170B,TMEM170B,0.9999989,100.0,1.0,1.9999917715709667
NATD1,NATD1,0.9999989,100.0,1.0,1.9999917715709667
RGS13,RGS13,0.9999989,100.0,1.0,1.9999917715709667
SOSTDC1,SOSTDC1,0.99999887,100.0,1.0,1.999991719049079
FAM240B,FAM240B,0.99999887,100.0,1.0,1.999991719049079
CXCL9,CXCL9,0.99999887,100.0,1.0,1.999991719049079
HEY2,HEY2,0.99999887,100.0,1.0,1.999991719049079
SPRR2D,SPRR2D,0.99999887,100.0,1.0,1.999991719049079
C15orf61,C15H15orf61,0.99999887,100.0,1.0,1.999991719049079
RAB39A,RAB39A,0.99999887,100.0,1.0,1.999991719049079
CACNG2,CACNG2,0.9999988,100.0,1.0,1.9999915964980084
DAPP1,DAPP1,0.9999988,100.0,1.0,1.9999915964980084
CLDN3,CLDN3,0.9999988,100.0,1.0,1.9999915964980084
TOMM6,TOMM6,0.9999988,100.0,1.0,1.9999915964980084
MTPN,MTPN,0.9999988,100.0,1.0,1.9999915964980084
DIRAS3,DIRAS3,0.9999988,100.0,1.0,1.9999915964980084
PTH,PTH,0.9999988,100.0,1.0,1.9999915964980084
PRLH,PRLH,0.9999988,100.0,1.0,1.9999915964980084
LSM6,LSM6,0.9999988,100.0,1.0,1.9999915964980084
LIN7C,LIN7C,0.9999988,100.0,1.0,1.9999915964980084
CRIPT,CRIPT,0.9999988,100.0,1.0,1.9999915964980084
EEF1G,EEF1G,0.99999875,100.0,1.0,1.9999915089615294
SOX14,SOX14,0.99999875,100.0,1.0,1.9999915089615294
SPCS3,SPCS3,0.99999875,100.0,1.0,1.9999915089615294
TMEM151A,TMEM151A,0.99999875,100.0,1.0,1.9999915089615294
VPS37D,VPS37D,0.99999875,100.0,1.0,1.9999915089615294
PI3,PI3,0.99999875,100.0,1.0,1.9999915089615294
DUSP23,DUSP23,0.99999875,100.0,1.0,1.9999915089615294
SLC31A1,SLC31A1,0.99999875,100.0,1.0,1.9999915089615294
POLE3,POLE3,0.99999875,100.0,1.0,1.9999915089615294
KLHL41,KLHL41,0.99999875,100.0,1.0,1.9999915089615294
PRIMA1,PRIMA1,0.99999875,100.0,1.0,1.9999915089615294
GNG8,GNG8,0.99999875,100.0,1.0,1.9999915089615294
SF3B6,SF3B6,0.99999875,100.0,1.0,1.9999915089615294
RAP2B,RAP2B,0.99999875,100.0,1.0,1.9999915089615294
SPRYD4,SPRYD4,0.99999875,100.0,1.0,1.9999915089615294
GID8,GID8,0.9999987,100.0,1.0,1.9999914214250503
TCF21,TCF21,0.9999987,100.0,1.0,1.9999914214250503
DPPA5,DPPA5,0.9999987,100.0,1.0,1.9999914214250503
ADIPOR2,ADIPOR2,0.9999987,100.0,1.0,1.9999914214250503
TBX21,TBX21,0.9999987,100.0,1.0,1.9999914214250503
WNT3,WNT3,0.9999987,100.0,1.0,1.9999914214250503
SCGB1D1,SCGB1D1,0.9999987,100.0,1.0,1.9999914214250503
RPRM,RPRM,0.9999987,100.0,1.0,1.9999914214250503
RHOD,RHOD,0.9999986,100.0,1.0,1.9999912463520921
GABRG1,GABRG1,0.9999986,100.0,1.0,1.9999912463520921
RGS17,RGS17,0.9999986,100.0,1.0,1.9999912463520921
TAL2,TAL2,0.9999986,100.0,1.0,1.9999912463520921
DYNLL2,DYNLL2,0.9999986,100.0,1.0,1.9999912463520921
GINS1,GINS1,0.9999986,100.0,1.0,1.9999912463520921
ACER2,ACER2,0.9999986,100.0,1.0,1.9999912463520921
PHGR1,PHGR1,0.9999986,100.0,1.0,1.9999912463520921
IL23A,IL23A,0.9999986,100.0,1.0,1.9999912463520921
RCBTB1,RCBTB1,0.99999857,100.0,1.0,1.9999911938302048
CT83,CT83,0.99999857,100.0,1.0,1.9999911938302048
GPX7,GPX7,0.99999857,100.0,1.0,1.9999911938302048
LEFTY2,LEFTY2,0.99999857,100.0,1.0,1.9999911938302048
DDX6,DDX6,0.99999857,100.0,1.0,1.9999911938302048
MYL9,MYL9,0.9999985,100.0,1.0,1.999991071279134
NXNL1,NXNL1,0.9999985,100.0,1.0,1.999991071279134
DPY30,DPY30,0.9999985,100.0,1.0,1.999991071279134
ITPRIPL2,ITPRIPL2,0.9999985,100.0,1.0,1.999991071279134
PRRX2,PRRX2,0.9999985,100.0,1.0,1.999991071279134
LCE1F,LCE1F,0.9999985,100.0,1.0,1.999991071279134
PGGT1B,PGGT1B,0.99999845,100.0,1.0,1.9999909837426548
CDKN2C,CDKN2C,0.99999845,100.0,1.0,1.9999909837426548
LAGE3,LAGE3,0.99999845,100.0,1.0,1.9999909837426548
IRF2BP1,IRF2BP1,0.9999984,100.0,1.0,1.9999908962061759
CPLX4,CPLX4,0.9999984,100.0,1.0,1.9999908962061759
KCNJ4,KCNJ4,0.9999984,100.0,1.0,1.9999908962061759
PLEKHO2,PLEKHO2,0.9999984,100.0,1.0,1.9999908962061759
HTR1F,HTR1F,0.9999984,100.0,1.0,1.9999908962061759
PCBP1,PCBP1,0.9999984,100.0,1.0,1.9999908962061759
NEUROD2,NEUROD2,0.9999984,100.0,1.0,1.9999908962061759
ABHD13,ABHD13,0.99999833,100.0,1.0,1.9999907736551052
CLDN14,CLDN14,0.99999833,100.0,1.0,1.9999907736551052
BRK1,BRK1,0.99999833,100.0,1.0,1.9999907736551052
KLF9,KLF9,0.99999833,100.0,1.0,1.9999907736551052
ARL4D,ARL4D,0.99999833,100.0,1.0,1.9999907736551052
GPR88,GPR88,0.99999833,100.0,1.0,1.9999907736551052
GPHB5,GPHB5,0.9999983,100.0,1.0,1.9999907211332175
FITM2,FITM2,0.9999983,100.0,1.0,1.9999907211332175
SYCP3,SYCP3,0.9999983,100.0,1.0,1.9999907211332175
TRPC5,TRPC5,0.9999983,100.0,1.0,1.9999907211332175
TSR2,TSR2,0.9999983,100.0,1.0,1.9999907211332175
CCDC152,CCDC152,0.9999983,100.0,1.0,1.9999907211332175
GPC4,GPC4,0.9999982,100.0,1.0,1.9999905460602594
POP5,POP5,0.9999982,100.0,1.0,1.9999905460602594
ZBTB7A,ZBTB7A,0.9999982,100.0,1.0,1.9999905460602594
C6orf58,C6H6orf58,0.9999982,100.0,1.0,1.9999905460602594
BHLHE41,BHLHE41,0.9999982,100.0,1.0,1.9999905460602594
IRX1,IRX1,0.9999982,100.0,1.0,1.9999905460602594
FGF9,FGF9,0.99999815,100.0,1.0,1.9999904585237804
MTCP1,MTCP1,0.99999815,100.0,1.0,1.9999904585237804
APELA,APELA,0.99999815,100.0,1.0,1.9999904585237804
POLR3F,POLR3F,0.99999815,100.0,1.0,1.9999904585237804
NCBP2AS2,NCBP2AS2,0.99999815,100.0,1.0,1.9999904585237804
HOXC4,HOXC4,0.99999815,100.0,1.0,1.9999904585237804
ARF1,ARF1,0.99999815,100.0,1.0,1.9999904585237804
CDC20,CDC20,0.9999981,100.0,1.0,1.9999903709873013
SMIM13,SMIM13,0.9999981,100.0,1.0,1.9999903709873013
H2AC14,H2AC14,0.99999803,100.0,1.0,1.9999902484362306
GPR15,GPR15,0.99999803,100.0,1.0,1.9999902484362306
SLN,SLN,0.999998,100.0,1.0,1.9999901959143433
BBLN,BBLN,0.999998,100.0,1.0,1.9999901959143433
TMEM203,TMEM203,0.999998,100.0,1.0,1.9999901959143433
BEX4,BEX4,0.999998,100.0,1.0,1.9999901959143433
SF3B5,SF3B5,0.999998,100.0,1.0,1.9999901959143433
SPRR2A,SPRR2A,0.999998,100.0,1.0,1.9999901959143433
NEUROD6,NEUROD6,0.9999979,100.0,1.0,1.999990020841385
CHRM4,CHRM4,0.9999979,100.0,1.0,1.999990020841385
SFRP2,SFRP2,0.9999979,100.0,1.0,1.999990020841385
FUT9,FUT9,0.99999785,100.0,1.0,1.999989933304906
COX15,COX15,0.99999785,100.0,1.0,1.999989933304906
TMEM233,TMEM233,0.99999785,100.0,1.0,1.999989933304906
TMEM30B,TMEM30B,0.99999785,100.0,1.0,1.999989933304906
GPR27,GPR27,0.9999978,100.0,1.0,1.999989845768427
TRIM71,TRIM71,0.9999978,100.0,1.0,1.999989845768427
TNFSF8,TNFSF8,0.9999978,100.0,1.0,1.999989845768427
GLRX,GLRX,0.9999978,100.0,1.0,1.999989845768427
KRTAP20-3,KRTAP20-3,0.99999774,100.0,1.0,1.999989740724652
EIF4EBP2,EIF4EBP2,0.99999774,100.0,1.0,1.999989740724652
FRZB,FRZB,0.99999774,100.0,1.0,1.999989740724652
CRIP1,CRIP1,0.9999977,100.0,1.0,1.9999896706954687
CTXN2,CTXN2,0.9999977,100.0,1.0,1.9999896706954687
C1orf35,C1H1orf35,0.9999975,100.0,1.0,1.9999893205495525
EIF2S2,EIF2S2,0.99999744,100.0,1.0,1.9999892155057775
SLURP1,SLURP1,0.99999744,100.0,1.0,1.9999892155057775
SMCO3,SMCO3,0.99999744,100.0,1.0,1.9999892155057775
HOXC5,HOXC5,0.99999744,100.0,1.0,1.9999892155057775
SPA17,SPA17,0.9999974,100.0,1.0,1.9999891454765943
MIP,MIP,0.9999974,100.0,1.0,1.9999891454765943
TADA1,TADA1,0.9999973,100.0,1.0,1.9999889704036362
RWDD2A,RWDD2A,0.9999973,100.0,1.0,1.9999889704036362
PHAX,PHAX,0.99999726,100.0,1.0,1.9999889003744529
ZMYND19,ZMYND19,0.9999972,100.0,1.0,1.9999887953306779
LRRC8A,LRRC8A,0.99999714,100.0,1.0,1.9999886902869028
CCR4,CCR4,0.99999696,100.0,1.0,1.9999883751555785
ELFN2,ELFN2,0.9999969,100.0,1.0,1.9999882701118035
KHDRBS2,KHDRBS2,0.99999684,100.0,1.0,1.9999881650680287
NDUFS5,NDUFS5,0.99999654,100.0,1.0,1.9999876398491543
BTK,BTK,0.99999523,100.0,1.0,1.9999853463934025
KCNC2,KCNC2,0.9999743,100.0,1.0,1.9999487036232608
KLF8,KLF8,0.9999675,100.0,1.0,1.9999367986621062
KCND3,KCND3,0.99996305,100.0,1.0,1.9999290079154683
NMNAT2,NMNAT2,0.99995774,100.0,1.0,1.9999197115413905
ZNF711,ZNF711,0.9999475,100.0,1.0,1.9999017840704756
DPH5,DPH5,0.9999451,100.0,1.0,1.99989758231948
NKIRAS1,NKIRAS1,0.99994177,100.0,1.0,1.9998917523899733
CLCF1,CLCF1,0.9999406,100.0,1.0,1.9998897040363628
CORO2B,CORO2B,0.99993646,100.0,1.0,1.9998824560158952
IL18,IL18,0.9999361,100.0,1.0,1.999881825753246
GMDS,GMDS,0.9999329,100.0,1.0,1.999876223418585
BAHD1,BAHD1,0.99991196,100.0,1.0,1.9998395631411476
PPDPFL,PPDPFL,0.9999087,100.0,1.0,1.9998338557627118
LDB1,LDB1,0.99990696,100.0,1.0,1.99983080949324
DNMT3B,DNMT3B,0.99990654,100.0,1.0,1.9998300741868156
SLC25A20,SLC25A20,0.9999049,100.0,1.0,1.999827202990302
BTAF1,BTAF1,0.9998938,100.0,1.0,1.999807769891947
CCDC6,CCDC6,0.9998875,100.0,1.0,1.9997967402955834
DGAT1,DGAT1,0.9998799,100.0,1.0,1.9997834347507637
VAMP4,VAMP4,0.9998762,100.0,1.0,1.9997769570513118
ZBTB34,ZBTB34,0.99987143,100.0,1.0,1.9997686060712079
ZRANB2,ZRANB2,0.99986017,100.0,1.0,1.9997488928561198
VTI1A,VTI1A,0.9998577,100.0,1.0,1.9997445685540534
RBM42,RBM42,0.99983674,100.0,1.0,1.9997078732620244
LANCL3,LANCL3,0.9998337,100.0,1.0,1.9997025510440967
MAPK6,MAPK6,0.99982,100.0,1.0,1.9996785660488294
TOMM40L,TOMM40L,0.9998122,100.0,1.0,1.9996649103580935
HOXA6,HOXA6,0.99979955,100.0,1.0,1.999642763628887
GRK2,GRK2,0.9997962,100.0,1.0,1.9996368986847888
RPS19BP1,RPS19BP1,0.9997942,100.0,1.0,1.9996333972256255
NFYA,NFYA,0.99979347,100.0,1.0,1.999632119193031
MEA1,MEA1,0.9997727,100.0,1.0,1.9995957565396225
IGFBP7,IGFBP7,0.99977,100.0,1.0,1.9995910295697525
THRAP3,THRAP3,0.99975115,100.0,1.0,1.9995580283171406
CPSF4L,CPSF4L,0.9997297,100.0,1.0,1.9995204751676166
SESN1,SESN1,0.99972504,100.0,1.0,1.9995123167677664
STK26,STK26,0.9997226,100.0,1.0,1.9995080449875875
ASB6,ASB6,0.9997095,100.0,1.0,1.9994851104300695
TNPO3,TNPO3,0.999696,100.0,1.0,1.9994614755807185
KIFAP3,KIFAP3,0.99969107,100.0,1.0,1.9994528444838817
XPR1,XPR1,0.99968916,100.0,1.0,1.9994495005903807
VBP1,VBP1,0.9996728,100.0,1.0,1.9994208586544269
SAPCD1,SAPCD1,0.9996311,100.0,1.0,1.9993478532308768
RPL10A,RPL10A,0.99962723,100.0,1.0,1.9993410779073961
GOLGA7B,GOLGA7B,0.99962515,100.0,1.0,1.9993374363898666
NQO1,NQO1,0.99961877,100.0,1.0,1.9993262667351364
TMEM100,TMEM100,0.99961054,100.0,1.0,1.9993118582306804
ATP2B3,ATP2B3,0.9995879,100.0,1.0,1.9992722217129542
ATP6V1C1,ATP6V1C1,0.99958444,100.0,1.0,1.9992661641886023
PACSIN1,PACSIN1,0.9995801,100.0,1.0,1.9992585660222182
VAV1,VAV1,0.99956733,100.0,1.0,1.999236209205462
JAKMIP2,JAKMIP2,0.9995619,100.0,1.0,1.9992267027438344
KSR2,KSR2,0.9995501,100.0,1.0,1.999206044134772
ILDR2,ILDR2,0.9995121,100.0,1.0,1.9991395164106738
COL2A1,COL2A1,0.99997693,99.9327,1.0,1.9991297733037006
ID4,ID4,0.99949956,100.0,1.0,1.9991175622617212
ZNHIT1,ZNHIT1,0.99948806,100.0,1.0,1.9990974288715335
COA5,COA5,0.9994726,100.0,1.0,1.999070362592203
PPP2R5A,PPP2R5A,0.9994695,100.0,1.0,1.9990649353305001
SUV39H1,SUV39H1,0.99946946,100.0,1.0,1.999064865301317
POP7,POP7,0.9994566,100.0,1.0,1.9990423509188981
SREK1IP1,SREK1IP1,0.99945295,100.0,1.0,1.9990359607559256
SCAF4,SCAF4,0.99943966,100.0,1.0,1.999012693559787
OTP,OTP,0.9994309,100.0,1.0,1.9989973571686526
UPF2,UPF2,0.9999735,99.9214,1.0,1.9989854927805308
RBM15,RBM15,0.9993776,100.0,1.0,1.9989040432819567
ACVR2B,ACVR2B,0.9993716,100.0,1.0,1.9988935389044675
SF3A3,SF3A3,0.99937063,100.0,1.0,1.9988918406967735
CBX6,CBX6,0.9993639,100.0,1.0,1.9988800582866895
TRIM24,TRIM24,0.9993613,100.0,1.0,1.9988755063897776
DSCAM,DSCAM,0.99935865,100.0,1.0,1.9988708669563866
DIPK1A,DIPK1A,0.99935067,100.0,1.0,1.9988568961343258
TSHZ3,TSHZ3,0.9999969,99.9075,1.0,1.9988563687254994
SMIM12,SMIM12,0.99933976,100.0,1.0,1.9988377956745913
ANO8,ANO8,0.99989265,99.91895,1.0,1.998813966203091
CCND2,CCND2,0.999319,100.0,1.0,1.9988014505284784
NECTIN4,NECTIN4,0.99930423,100.0,1.0,1.9987755922525592
ID1,ID1,0.9993008,100.0,1.0,1.9987695872500946
XRCC6,XRCC6,0.9992943,100.0,1.0,1.9987582075078145
NPR1,NPR1,0.9999531,99.9057,1.0,1.9987576605806894
TUSC3,TUSC3,0.99929124,100.0,1.0,1.9987528502752951
FBXL14,FBXL14,0.99928385,100.0,1.0,1.9987399123836873
EXOC4,EXOC4,0.9999984,99.8973,1.0,1.9987341797480849
FBXL7,FBXL7,0.9992728,100.0,1.0,1.9987205668218113
DLGAP3,DLGAP3,0.99997795,99.8979,1.0,1.998705719391189
PCP4L1,PCP4L1,0.99926376,100.0,1.0,1.9987047402263942
S100A6,S100A6,0.9992473,100.0,1.0,1.998675923217482
TBX2,TBX2,0.99924666,100.0,1.0,1.9986748027505499
LMX1B,LMX1B,0.9992466,100.0,1.0,1.998674697706775
AGO4,AGO4,0.9992411,100.0,1.0,1.9986650686940766
NAPB,NAPB,0.99923354,100.0,1.0,1.9986518331784402
KCNB2,KCNB2,0.999974,99.8902,1.0,1.9986045808669142
SLITRK5,SLITRK5,0.99992394,99.8956,1.0,1.998583017911479
NDST3,NDST3,0.99997145,99.8855,1.0,1.9985426036792853
CYCS,CYCS,0.99917066,100.0,1.0,1.9985417473023532
SRPX,SRPX,0.99916434,100.0,1.0,1.9985306826913978
TMLHE,TMLHE,0.99916255,100.0,1.0,1.9985275488854468
MAP3K5,MAP3K5,0.99965924,99.9272,1.0,1.9985062817783505
SLITRK4,SLITRK4,0.9999747,99.8805,1.0,1.9984871096917063
CHRDL1,CHRDL1,0.99912477,100.0,1.0,1.9984614063218564
KRT18,KRT18,0.99912393,100.0,1.0,1.9984599357090078
ZNF777,ZNF777,0.999958,99.8797,1.0,1.9984480830902993
EXOC3L2,EXOC3L2,0.9999854,99.8753,1.0,1.9984422112851608
KIF5B,KIF5B,0.9998381,99.8962,1.0,1.998440077347246
MED28,MED28,0.99911124,100.0,1.0,1.9984377189506182
CDH20,CDH20,0.9999767,99.8752,1.0,1.9984257562606271
RBP4,RBP4,0.9990988,100.0,1.0,1.9984159398746237
PRKCI,PRKCI,0.99909157,100.0,1.0,1.9984032820997493
LEMD3,LEMD3,0.99985695,99.8902,1.0,1.998399657969395
VTA1,VTA1,0.99906665,100.0,1.0,1.9983596539185773
NXPH2,NXPH2,0.9990599,100.0,1.0,1.998347836493902
KLHL1,KLHL1,0.9999911,99.8663,1.0,1.9983420594980812
CDC16,CDC16,0.9990398,100.0,1.0,1.998312646829313
RC3H1,RC3H1,0.9999575,99.86765,1.0,1.9982997546259957
RAD21,RAD21,0.9990179,100.0,1.0,1.9982743058514774
NAA20,NAA20,0.9990148,100.0,1.0,1.9982688785897746
KCNG3,KCNG3,0.99901,100.0,1.0,1.998260475087783
PLA2G4A,PLA2G4A,0.99993014,99.8665,1.0,1.9982377823771393
MYH10,MYH10,0.998997,100.0,1.0,1.9982377156032232
NCOA1,NCOA1,0.99947697,99.9306,1.0,1.9982287813214525
CDH12,CDH12,0.9998695,99.8741,1.0,1.9982246176005678
HCN3,HCN3,0.99988186,99.8708,1.0,1.9982058752714411
OLFML3,OLFML3,0.998969,100.0,1.0,1.9981886951749401
HAS3,HAS3,0.99896854,100.0,1.0,1.9981878898393326
ARHGEF12,ARHGEF12,0.9994194,99.9352,1.0,1.998184280969465
EXOC8,EXOC8,0.9999232,99.8621,1.0,1.9981717905181706
ANOS1,ANOS1,0.99998516,99.8529,1.0,1.9981676874229994
