gorilla gene name,rhesus_macaque gene name,correlation,identical_scores,orthology confidence,combo_score
TMOD4,TMOD4,0.9998728,99.7101,1.0,1.9959647881910343
ATP6V1A,ATP6V1A,0.99954253,99.75715,1.0,1.9959499931158666
VEZF1,VEZF1,0.99985933,99.7108,1.0,1.99594825771083
RFC3,RFC3,0.9997806,99.7191,1.0,1.9959066314375176
GLYR1,GLYR1,0.9990925,99.8192,1.0,1.9959029042719902
TMEM198,TMEM198,0.9997537,99.7222,1.0,1.9958958597442145
RIT1,RIT1,0.9978473,100.0,1.0,1.9958916773010884
RALGPS2,RALGPS2,0.9990222,99.8285,1.0,1.9958904140603386
FAF2,FAF2,0.99784553,100.0,1.0,1.99588830326101
MED12,MED12,0.9989387,99.83924999999999,1.0,1.995871707913274
DLGAP3,DLGAP3,0.99992245,99.6936,1.0,1.9958438359389419
CDS2,CDS2,0.999354,99.7753,1.0,1.9958277668207922
PNMA1,PNMA1,0.99975014,99.7167,1.0,1.9958172078940946
BARHL1,BARHL1,0.9998984,99.6942,1.0,1.9958058308196653
GNAT3,GNAT3,0.9997371,99.7175,1.0,1.9958028037440383
TRIM32,TRIM32,0.9998955,99.6937,1.0,1.9957937694909273
SLITRK5,SLITRK5,0.9999377,99.6868,1.0,1.995784053987813
WNT8B,WNT8B,0.9997406,99.7151,1.0,1.9957781160204255
SPRY2,SPRY2,0.99996024,99.6825,1.0,1.995770834709208
KLHL29,KLHL29,0.998557,99.8857,1.0,1.9957510351635293
GPM6A,GPM6A,0.9977707,100.0,1.0,1.9957456595214222
CAB39,CAB39,0.9997784,99.7067,1.0,1.9957404133516254
DMTF1,DMTF1,0.9995649,99.7372,1.0,1.9957319593500729
SMARCC2,SMARCC2,0.99968445,99.71875,1.0,1.9957187734496697
ARRDC3,ARRDC3,0.9994114,99.7585,1.0,1.9957176679637416
GPR171,GPR171,0.9998924,99.6865,1.0,1.9956937814923676
ACTR8,ACTR8,0.99993896,99.6795,1.0,1.995691070535928
GPS2,GPS2,0.9998356,99.6942,1.0,1.9956861191151871
SLC8A2,SLC8A2,0.9992065,99.7828,1.0,1.9956445954213677
LHX1,LHX1,0.9977047,100.0,1.0,1.9956198478574798
JAG1,JAG1,0.99882656,99.8358,1.0,1.9956128630995404
CDK5R1,CDK5R1,0.99993056,99.6743,1.0,1.9956071124414039
ZNF652,ZNF652,0.9999527,99.67,1.0,1.9955931306678663
TMEM121,TMEM121,0.9998387,99.6855,1.0,1.9955783500666664
CTNND1,CTNND1,0.9998051,99.6901,1.0,1.9955744063046588
PCDH9,PCDH9,0.99989265,99.6766,1.0,1.9955648998903115
HNRNPR,HNRNPR,0.997666,100.0,1.0,1.995546076472714
PITX3,PITX3,0.9999263,99.6689,1.0,1.9955284328732459
CYFIP2,CYFIP2,0.9976344,100.0,1.0,1.9954858393730084
CREB5,CREB5,0.99763346,100.0,1.0,1.9954840475099158
ERC1,ERC1,0.9994665,99.7321,1.0,1.9954777465437221
NFATC2,NFATC2,0.9998486,99.6757,1.0,1.9954691703029632
MYO1B,MYO1B,0.9994283,99.7359,1.0,1.9954545809052262
JAKMIP2,JAKMIP2,0.9992894,99.7561,1.0,1.995453747454906
ACTL6A,ACTL6A,0.99759185,100.0,1.0,1.995404728974512
CARD11,CARD11,0.99936926,99.74,1.0,1.9953956092250063
PURB,PURB,0.9997681,99.6795,1.0,1.9953653708253047
BRINP3,BRINP3,0.99934757,99.7389,1.0,1.9953398898082222
VCL,VCL,0.9993651,99.7355,1.0,1.9953288801134357
HDAC1,HDAC1,0.99897325,99.7925,1.0,1.9953267104287722
LRP6,LRP6,0.99881697,99.814,1.0,1.9953097329988465
DHRS3,DHRS3,0.99980617,99.6689,1.0,1.9952994365824979
MARK2,MARK2,0.99926424,99.7462,1.0,1.995276428362232
LRRC73,LRRC73,0.9996847,99.6835,1.0,1.995258656555571
KIFAP3,KIFAP3,0.9983726,99.8737,1.0,1.995242727228043
SNAP25,SNAP25,0.99748105,100.0,1.0,1.995193517878076
ZNF521,ZNF521,0.99957025,99.6949,1.0,1.9951894455756833
KCNB1,KCNB1,0.9998723,99.6504,1.0,1.9951837661597476
KDM1A,KDM1A,0.99982166,99.65725,1.0,1.9951767396957285
SLITRK4,SLITRK4,0.99992305,99.6416,1.0,1.9951655226720235
NDST3,NDST3,0.9998177,99.6564,1.0,1.995158084487086
PI4K2A,PI4K2A,0.99958915,99.68725,1.0,1.9951255148820115
SCN2A,SCN2A,0.99811655,99.9002,1.0,1.9951008969042006
CNOT6,CNOT6,0.999888,99.6409,1.0,1.9950895625168572
RASD1,RASD1,0.99985874,99.6416,1.0,1.9950429325491732
NAA20,NAA20,0.9973999,100.0,1.0,1.995038826718547
SLC17A6,SLC17A6,0.9997531,99.6564,1.0,1.9950349415554092
IGFBP5,IGFBP5,0.9999115,99.6324,1.0,1.9950232940061081
PEX3,PEX3,0.99922657,99.7319,1.0,1.995017769724356
PSMC4,PSMC4,0.9973855,100.0,1.0,1.9950113769009596
TFIP11,TFIP11,0.998175,99.8805,1.0,1.9949549068015986
CITED2,CITED2,0.9998169,99.6403,1.0,1.9949461891539504
ANAPC5,ANAPC5,0.9982137,99.8675,1.0,1.9948588139340355
LRRTM1,LRRTM1,0.9999305,99.6169,1.0,1.9948569820607247
MAP3K3,MAP3K3,0.9973034,100.0,1.0,1.9948548748159647
GABRB2,GABRB2,0.99728584,100.0,1.0,1.994821401288407
DOLK,DOLK,0.9998321,99.6283,1.0,1.9948183661900227
SLC16A2,SLC16A2,0.99983585,99.6276,1.0,1.9948163680433555
TBX5,TBX5,0.9999274,99.6139,1.0,1.9948118732821487
HOXC9,HOXC9,0.9998988,99.6154,1.0,1.9947769546158627
BLVRA,BLVRA,0.9995768,99.6622,1.0,1.9947746575031977
ENO1,ENO1,0.99883574,99.7696,1.0,1.994765361319467
PI15,PI15,0.9999101,99.6124,1.0,1.9947592956548745
SF3A1,SF3A1,0.9998433,99.6217,1.0,1.9947534772738869
LRRC3B,LRRC3B,0.9998899,99.6139,1.0,1.9947403893821813
SFRP2,SFRP2,0.99956197,99.661,1.0,1.9947307082264194
FBXL2,FBXL2,0.99883634,99.7636,1.0,1.9946881061761759
ATP5F1B,ATP5F1B,0.999795,99.6219,1.0,1.9946640193069185
PCP4,PCP4,0.99720156,100.0,1.0,1.9946607436060275
DDB1,DDB1,0.99839467,99.8256,1.0,1.9946563001523514
CACNG5,CACNG5,0.99968714,99.6364,1.0,1.994647876521992
STXBP5,STXBP5,0.99777853,99.9132,1.0,1.9946264148134127
ILF3,ILF3,0.999089,99.7218,1.0,1.9946235571969508
KLHL17,KLHL17,0.99984586,99.61095,1.0,1.994617892571262
KCNG1,KCNG1,0.99983853,99.6101,1.0,1.9945928133428092
NFE2L1,NFE2L1,0.9980527,99.8705,1.0,1.9945911091663553
GSX1,GSX1,0.999749,99.6212,1.0,1.9945671858529619
GABRA3,GABRA3,0.99993527,99.5935,1.0,1.9945603191586074
ETV5,ETV5,0.99983543,99.6078,1.0,1.994556851100897
CALN1,CALN1,0.9997623,99.6169,1.0,1.994536352941405
ESRRG,ESRRG,0.99859345,99.7872,1.0,1.9945334691408783
KLHL42,KLHL42,0.99984324,99.604,1.0,1.9945220861868598
DESI1,DESI1,0.9971138,100.0,1.0,1.994493452217731
TMEM39A,TMEM39A,0.9985173,99.7951,1.0,1.994491534367504
SP4,SP4,0.9997312,99.6173,1.0,1.9944822955527453
MB21D2,MB21D2,0.99989724,99.5927,1.0,1.9944773717680953
YIPF5,YIPF5,0.99977094,99.6109,1.0,1.9944744239462673
MBNL1,MBNL1,0.9979581,99.875,1.0,1.9944695782789723
CDC20,CDC20,0.9998425,99.5992,1.0,1.9944579564626812
IMP4,IMP4,0.9994468,99.6564,1.0,1.9944510610604773
HMGCS1,HMGCS1,0.9997275,99.6154,1.0,1.994450416160813
RNF182,RNF182,0.99986535,99.5951,1.0,1.9944479414138394
HCN1,HCN1,0.99747676,99.94355,1.0,1.9944477372703813
ERCC3,ERCC3,0.9979588,99.8721,1.0,1.9944330198503548
NR5A2,NR5A2,0.9996013,99.6303,1.0,1.9944045395755885
ANGPTL2,ANGPTL2,0.99983484,99.5943,1.0,1.9943793289280674
ITGB1,ITGB1,0.9996067,99.6255,1.0,1.9943521141486311
SLC35F3,SLC35F3,0.99982065,99.5918,1.0,1.9943196132179488
ATG14,ATG14,0.999805,99.5935,1.0,1.9943119936213085
RPE65,RPE65,0.99830365,99.8124,1.0,1.994310316881832
GATA2,GATA2,0.99986047,99.5833,1.0,1.9942844545004657
ZNF32,ZNF32,0.9995114,99.6337,1.0,1.9942775948746254
PLEKHF2,PLEKHF2,0.9997253,99.5984,1.0,1.9942240922625585
DLG1,DLG1,0.999184,99.676,1.0,1.9942062049160967
RND3,RND3,0.99974316,99.5902,1.0,1.9941509925175391
HOXC8,HOXC8,0.9997543,99.5868,1.0,1.994127801966198
EGLN3,EGLN3,0.99977905,99.5816,1.0,1.9941070356392447
ZBTB43,ZBTB43,0.9998451,99.5717,1.0,1.9941035844536645
ZBTB5,ZBTB5,0.9999352,99.5569,1.0,1.994081952519282
BSX,BSX,0.999851,99.569,1.0,1.994079551755365
ZBTB12,ZBTB12,0.99987894,99.5643,1.0,1.9940713995659762
CLDN10,CLDN10,0.99989045,99.5614,1.0,1.9940554475629226
CLIC1,CLIC1,0.999714,99.5851,1.0,1.9940287675840878
SFN,SFN,0.9996238,99.5968,1.0,1.9940097028037966
SPC25,SPC25,0.9999138,99.5536,1.0,1.9939980396532375
EIF4A2,EIF4A2,0.99685174,100.0,1.0,1.9939939036623873
ZC3H14,ZC3H14,0.9991797,99.66015,1.0,1.9939909043725348
CNOT10,CNOT10,0.9994019,99.6269,1.0,1.9939800098162719
RWDD1,RWDD1,0.9996365,99.5885,1.0,1.993925460226047
CHRM1,CHRM1,0.99977577,99.5652,1.0,1.9938864928932403
ARHGAP42,ARHGAP42,0.999145,99.6568,1.0,1.9938809852259212
GPAT4,GPAT4,0.9997847,99.5614,1.0,1.993853862965015
FZD3,FZD3,0.99984,99.5496,1.0,1.9938050934143086
GRIA2,GRIA2,0.9975289,99.8867,1.0,1.9938042990429783
TIPARP,TIPARP,0.99988115,99.5434,1.0,1.9938025228986591
GABRG3,GABRG3,0.9996682,99.5717,1.0,1.9937663710695528
PRKACB,PRKACB,0.998453,99.7487,1.0,1.9937626785910205
GRIA1,GRIA1,0.9989695,99.6725,1.0,1.9937515843249651
HNRNPA3,HNRNPA3,0.99853534,99.7355,1.0,1.993747160624456
RAB25,RAB25,0.99671364,100.0,1.0,1.9937306522867748
EMSY,EMSY,0.99978703,99.5512,1.0,1.9937250263923258
PELI3,PELI3,0.99963045,99.5736,1.0,1.9937192369240542
ZFX,ZFX,0.999151,99.6433,1.0,1.9937160251571124
KCNH3,KCNH3,0.999864,99.5383,1.0,1.9937031918755705
MON2,MON2,0.9996713,99.5633,1.0,1.9936625219653163
ATL1,ATL1,0.9991299,99.6416,1.0,1.9936535905317851
COL1A1,COL1A1,0.9999446,99.5219,1.0,1.9936425443170123
TMED9,TMED9,0.9995807,99.5745,1.0,1.993636161449618
CMAS,CMAS,0.9998206,99.5392,1.0,1.9936322210081951
KAT5,KAT5,0.9986454,99.708,1.0,1.9935976328791845
GRPEL1,GRPEL1,0.9998016,99.5392,1.0,1.9935960024988786
RAB33A,RAB33A,0.99953145,99.5781,1.0,1.993589318592409
PIAS2,PIAS2,0.99831265,99.75515,1.0,1.9935794169835273
EPHB1,EPHB1,0.9994117,99.5935,1.0,1.9935622704784528
KATNB1,KATNB1,0.9976604,99.8473,1.0,1.993540149902829
MED18,MED18,0.99990785,99.5192,1.0,1.9935372105964841
INHBA,INHBA,0.99982196,99.5305,1.0,1.9935211351067164
TEAD2,TEAD2,0.99963367,99.5565,1.0,1.9935019381840469
CCNA2,CCNA2,0.9997668,99.537,1.0,1.9935009191816229
ERG,ERG,0.9965921,100.0,1.0,1.9934989682013882
INHBB,INHBB,0.9999519,99.5086,1.0,1.9934826756529254
EMC7,EMC7,0.99941224,99.5868,1.0,1.9934757544242578
B4GAT1,B4GAT1,0.99986094,99.5181,1.0,1.993433415874175
NDST2,NDST2,0.99965864,99.547,1.0,1.9934254053612284
FGF4,FGF4,0.99987787,99.5146,1.0,1.993419955788894
PPIP5K2,PPIP5K2,0.99976385,99.5305,1.0,1.9934103636553273
HDAC5,HDAC5,0.9986801,99.6882,1.0,1.993405062991842
FGF16,FGF16,0.99984664,99.5169,1.0,1.993390476903183
UBQLN2,UBQLN2,0.9998123,99.5192,1.0,1.9933550696193676
LINGO2,LINGO2,0.9999091,99.505,1.0,1.9933540493636819
SPON1,SPON1,0.999899,99.5043,1.0,1.9933256498299603
RHOT1,RHOT1,0.9992323,99.6011,1.0,1.9933195967562178
RGS2,RGS2,0.99974483,99.5261,1.0,1.993316614505091
CLDN1,CLDN1,0.99974275,99.5261,1.0,1.9933126495314393
MOB3B,MOB3B,0.99966747,99.537,1.0,1.9933115726273898
PRPF8,PRPF8,0.99999976,99.48660000000001,1.0,1.993286445590792
ATAD1,ATAD1,0.9983674,99.7245,1.0,1.9932832958364104
ELAVL3,ELAVL3,0.9992775,99.59129999999999,1.0,1.9932777071703505
OPHN1,OPHN1,0.9990217,99.6259,1.0,1.993242191901523
GFI1,GFI1,0.9997047,99.5261,1.0,1.9932401172009393
ZNF436,ZNF436,0.998613,99.68065,1.0,1.9931785025356739
HSPA8,HSPA8,0.9964147,100.0,1.0,1.9931608016986102
TADA2A,TADA2A,0.9964147,100.0,1.0,1.9931608016986102
TAB1,TAB1,0.9991224,99.6032,1.0,1.9931375408833725
PSKH1,PSKH1,0.99963003,99.5283,1.0,1.9931265247174113
FAM3C,FAM3C,0.9994156,99.5595,1.0,1.9931254444518032
TRPC5,TRPC5,0.99920833,99.5893,1.0,1.9931197197721675
UBE2R2,UBE2R2,0.99927276,99.5798,1.0,1.9931184070744878
TRPC3,TRPC3,0.99787754,99.7828,1.0,1.9931112822560255
KCNJ8,KCNJ8,0.99962014,99.5283,1.0,1.9931076720301935
LRRC59,LRRC59,0.99861825,99.6743,1.0,1.9931055381276468
INTS6,INTS6,0.99793094,99.7745,1.0,1.993104623537707
VDAC2,VDAC2,0.9985983,99.6753,1.0,1.9930805751738125
RAB3B,RAB3B,0.999495,99.5434,1.0,1.993066429352731
MCMBP,MCMBP,0.99956554,99.5322,1.0,1.99305455074754
RAB9A,RAB9A,0.9997663,99.5025,1.0,1.993049172470236
DSTN,DSTN,0.9963558,100.0,1.0,1.9930485243197285
PRDM4,PRDM4,0.99977607,99.5006,1.0,1.9930429700951724
HNF4A,HNF4A,0.9992283,99.5781,1.0,1.9930114427450745
EPHA5,EPHA5,0.9996289,99.5183,1.0,1.9929937058597416
ATP2B2,ATP2B2,0.99687797,99.9195,1.0,1.99299205255127
IGF2BP1,IGF2BP1,0.996319,100.0,1.0,1.9929783747858938
CDC40,CDC40,0.9986707,99.6546,1.0,1.9929481106010503
SRGAP1,SRGAP1,0.99629176,100.0,1.0,1.992926448880958
SLITRK3,SLITRK3,0.99978894,99.48885,1.0,1.992913972218497
NAB2,NAB2,0.9988922,99.619,1.0,1.992905175448426
XPO6,XPO6,0.99931365,99.5556,1.0,1.9928801442800603
MXD1,MXD1,0.9993653,99.5475,1.0,1.9928727629425995
KLHL1,KLHL1,0.999921,99.4652,1.0,1.9928566876461913
FZD5,FZD5,0.9997684,99.4872,1.0,1.9928532584101235
HHIP,HHIP,0.9991851,99.5714,1.0,1.992841547869958
RRAGD,RRAGD,0.9996722,99.5,1.0,1.9928371293348808
SPOPL,SPOPL,0.9997415,99.4898,1.0,1.9928359534763462
JAK1,JAK1,0.9997946,99.4801,1.0,1.9928104298134999
PRDM10,PRDM10,0.99946386,99.52584999999999,1.0,1.9927777523815533
JUP,JUP,0.9985061,99.66425000000001,1.0,1.99276043547728
PDS5B,PDS5B,0.9995163,99.5166,1.0,1.9927568505184945
RHOG,RHOG,0.9997725,99.4764,1.0,1.9927199559889435
ST8SIA3,ST8SIA3,0.99979085,99.4737,1.0,1.9927196559454334
MAP2K1,MAP2K1,0.9979255,99.7455,1.0,1.9927153256591144
MAP2K5,MAP2K5,0.9977097,99.7768,1.0,1.9927129404964554
KDELR3,KDELR3,0.9993711,99.5327,1.0,1.9926904352010912
WDR7,WDR7,0.9998377,99.4631,1.0,1.992670458466406
KLHL25,KLHL25,0.99963796,99.4907,1.0,1.9926503414957972
CERS6,CERS6,0.9996419,99.4898,1.0,1.9926460922380334
CPNE4,CPNE4,0.9984948,99.6522,1.0,1.992581443899995
RIMKLA,RIMKLA,0.9996029,99.4885,1.0,1.9925547625568347
DPYSL3,DPYSL3,0.99907416,99.5614,1.0,1.9924994050908111
SOCS5,SOCS5,0.99990195,99.4403,1.0,1.9924950184493924
EXOC8,EXOC8,0.9998464,99.4483,1.0,1.9924936588131619
EGR1,EGR1,0.9998407,99.4489,1.0,1.9924906331489356
BCL9,BCL9,0.999907,99.439,1.0,1.9924876585226883
NCDN,NCDN,0.99887776,99.5885,1.0,1.9924791217124183
OGT,OGT,0.9967102,99.9044,1.0,1.9924749392516823
CPNE9,CPNE9,0.99729246,99.8192,1.0,1.992471600824074
TRIM26,TRIM26,0.99984556,99.4465,1.0,1.9924685379080955
ZNF513,ZNF513,0.9998522,99.4455,1.0,1.9924681288430341
GALNT17,GALNT17,0.99604285,100.0,1.0,1.992451967346536
CLVS1,CLVS1,0.9999139,99.435,1.0,1.9924485456364887
PRMT6,PRMT6,0.99968976,99.4667,1.0,1.9924354890468563
MFN2,MFN2,0.99693066,99.8679,1.0,1.9924182617793789
RGP1,RGP1,0.99952,99.4885,1.0,1.992396735481974
TCF21,TCF21,0.9998419,99.4413,1.0,1.9923936153785267
NXPH2,NXPH2,0.9986073,99.6212,1.0,1.9923908346904953
TANC2,TANC2,0.99947506,99.49385000000001,1.0,1.9923809748493273
HS3ST2,HS3ST2,0.9997387,99.455,1.0,1.9923759024748104
TBX3,TBX3,0.99968606,99.4616,1.0,1.9923617969158895
FZD2,FZD2,0.9996394,99.46835,1.0,1.9923610506283587
SLU7,SLU7,0.999493,99.4881,1.0,1.9923400404816183
ATP6V1H,ATP6V1H,0.99881905,99.5859,1.0,1.992333233668164
MPLKIP,MPLKIP,0.9998084,99.4413,1.0,1.9923297564278895
METTL3,METTL3,0.9983383,99.6552,1.0,1.9923223172003106
PRMT8,PRMT8,0.9977069,99.7462,1.0,1.992307768714903
CYLD,CYLD,0.9995413,99.477,1.0,1.9922870738062484
GEM,GEM,0.99943036,99.49265,1.0,1.9922800862634285
TOX,TOX,0.9998582,99.4297,1.0,1.992273115868044
SHC1,SHC1,0.9994623,99.4863,1.0,1.9922579993298046
POLR2I,POLR2I,0.99593806,100.0,1.0,1.9922522127364677
PCGF2,PCGF2,0.9999152,99.4186,1.0,1.9922367334574667
LMBRD2,LMBRD2,0.9998696,99.4245,1.0,1.9922269012727023
TMEM168,TMEM168,0.9998585,99.4261,1.0,1.9922266484078297
ZBTB16,ZBTB16,0.9989664,99.5542,1.0,1.9921999102930368
RP2,RP2,0.99982476,99.4286,1.0,1.9921949981626035
C2orf49,C13H2orf49,0.9988615,99.569,1.0,1.9921933299148984
G6PC3,G6PC3,0.9998609,99.422,1.0,1.992177650805539
TMEM115,TMEM115,0.9997764,99.4302,1.0,1.9921237188947232
HMG20A,HMG20A,0.99982023,99.4236,1.0,1.9921210305027452
CTPS1,CTPS1,0.9993447,99.4924,1.0,1.9921135313532932
MYT1L,MYT1L,0.9990395,99.5361,1.0,1.992102752936873
MED28,MED28,0.9997084,99.4382,1.0,1.9920986266037035
INTS7,INTS7,0.99870545,99.5842,1.0,1.9920944720895846
RNF5,RNF5,0.99965864,99.4444,1.0,1.9920847844159209
USP13,USP13,0.99900323,99.5365,1.0,1.9920388403012042
PLCG1,PLCG1,0.9982012,99.65129999999999,1.0,1.9920100127863316
GNAT2,GNAT2,0.99967504,99.435,1.0,1.9919932217872578
CNIH1,CNIH1,0.9957792,100.0,1.0,1.9919493878738335
MARVELD1,MARVELD1,0.9997397,99.422,1.0,1.9919466148408451
EFNB3,EFNB3,0.99980605,99.4118,1.0,1.99193981558218
TWSG1,TWSG1,0.99576896,100.0,1.0,1.9919298680035493
NUCKS1,NUCKS1,0.9985324,99.5968,1.0,1.991929235379153
SOX6,SOX6,0.999491,99.4569,1.0,1.991928553801363
ACSL4,ACSL4,0.9986316,99.5781,1.0,1.9918739909287972
GNE,GNE,0.99755377,99.7344,1.0,1.9918616821169923
NACC1,NACC1,0.9996341,99.4307,1.0,1.9918589945627887
NOL4,NOL4,0.9968033,99.8433,1.0,1.991854047961386
LIX1L,LIX1L,0.99978167,99.4065,1.0,1.9918240891669878
NR2F2,NR2F2,0.99570966,100.0,1.0,1.9918168281297346
DEPDC1B,DEPDC1B,0.999596,99.4329,1.0,1.991815113178509
GNA14,GNA14,0.99957025,99.4366,1.0,1.991814373546707
ATP2B3,ATP2B3,0.99964064,99.4262,1.0,1.991812662190675
ANAPC2,ANAPC2,0.9998661,99.3917,1.0,1.9917916488669307
WASL,WASL,0.9997642,99.4059,1.0,1.9917829473122208
EEIG2,EEIG2,0.9994724,99.4444,1.0,1.991729766775124
SCN8A,SCN8A,0.9992828,99.47194999999999,1.0,1.9917283257270189
GLRA2,GLRA2,0.9986926,99.5575,1.0,1.99172110189854
L3MBTL3,L3MBTL3,0.9991717,99.4872,1.0,1.9917158065938463
RO60,RO60,0.99947286,99.4424,1.0,1.9917045106824
GDAP1,GDAP1,0.99947935,99.4413,1.0,1.9917025090336442
ADCY8,ADCY8,0.99673903,99.8401,1.0,1.991689721348994
CKM,CKM,0.9992342,99.4751,1.0,1.991676842007649
HRAS,HRAS,0.99925894,99.4709,1.0,1.9916691230992707
CDK9,CDK9,0.99563044,100.0,1.0,1.9916658160082572
ANKRD34A,ANKRD34A,0.9997704,99.3952,1.0,1.991654954637534
RCHY1,RCHY1,0.99562204,100.0,1.0,1.9916498036146646
SRPRA,SRPRA,0.99990565,99.373,1.0,1.991622697359694
LYPD6,LYPD6,0.9996074,99.4152,1.0,1.9916055675713118
TERF2IP,TERF2IP,0.9998792,99.37434999999999,1.0,1.9915899171315306
NPAS2,NPAS2,0.99973714,99.3932,1.0,1.9915654202219595
RBM22,RBM22,0.9955667,100.0,1.0,1.9915443124406864
ASAP2,ASAP2,0.99895835,99.503,1.0,1.9915155612579516
UNK,UNK,0.99977887,99.3827,1.0,1.9915077694558847
PPP2R2B,PPP2R2B,0.99958146,99.4106,1.0,1.9914960139625453
ZNF703,ZNF703,0.9995957,99.40735000000001,1.0,1.991480692719077
PLS1,PLS1,0.99986583,99.3641,1.0,1.9914304993086744
KCTD13,KCTD13,0.9996724,99.3921,1.0,1.991427637288013
MARCHF3,MARCHF3,0.9982146,99.6047,1.0,1.9914266583543903
TMEM229B,TMEM229B,0.99960804,99.4012,1.0,1.9914238568299267
ZNF462,ZNF462,0.9998739,99.36179999999999,1.0,1.991415829737766
PCIF1,PCIF1,0.99939364,99.4318,1.0,1.9914149938628694
GLRX3,GLRX3,0.9995724,99.403,1.0,1.9913794381971053
PHF5A,PHF5A,0.9954712,100.0,1.0,1.9913622667754367
PHYHIPL,PHYHIPL,0.9972928,99.734,1.0,1.9913589847679618
RPS6KA5,RPS6KA5,0.9980327,99.6259,1.0,1.991356923179723
HDAC2,HDAC2,0.9968704,99.7951,1.0,1.9913521521046804
GPR3,GPR3,0.999595,99.3939,1.0,1.9913036141841882
TNPO3,TNPO3,0.99543804,100.0,1.0,1.9912990559454924
CLCN4,CLCN4,0.99631166,99.8684,1.0,1.991244834111062
EVA1B,EVA1B,0.99951154,99.4012,1.0,1.9912399049273446
PPP3CB,PPP3CB,0.9986691,99.52345,1.0,1.9912313916449333
TFDP1,TFDP1,0.9995757,99.39115000000001,1.0,1.9912308909810634
RASAL2,RASAL2,0.99753636,99.6875,1.0,1.9912156765685536
NRAS,NRAS,0.99539196,100.0,1.0,1.9912112165292126
DCAF12L2,DCAF12L2,0.999826,99.3521,1.0,1.9911977761043418
GFRA2,GFRA2,0.9975979,99.6765,1.0,1.9911892551235606
CHN1,CHN1,0.99686855,99.7821,1.0,1.9911787613132856
COL5A1,COL5A1,0.99983567,99.3478,1.0,1.9911600235512685
HECW2,HECW2,0.9997205,99.3639,1.0,1.991150852540959
DENND5A,DENND5A,0.9993482,99.4175,1.0,1.9911415237609202
KCND2,KCND2,0.9997027,99.3651,1.0,1.9911326012935793
KLHL6,KLHL6,0.99977124,99.3551,1.0,1.9911325899908614
TMEM127,TMEM127,0.9996613,99.36975000000001,1.0,1.9911144422044258
ARHGEF3,ARHGEF3,0.9990232,99.4624,1.0,1.9911086816224555
RELCH,RELCH,0.9997244,99.36,1.0,1.9911073275908566
DAGLA,DAGLA,0.99895245,99.47245000000001,1.0,1.9911051334647158
CDC16,CDC16,0.9986479,99.5161,1.0,1.9910949407785146
INTS8,INTS8,0.9973919,99.6985,1.0,1.9910840328139394
NUF2,NUF2,0.9953219,100.0,1.0,1.9910776655417008
ASB12,ASB12,0.9996245,99.3711,1.0,1.9910619324198717
DOK5,DOK5,0.9997909,99.3464,1.0,1.9910563882325667
FGFR1OP2,FGFR1OP2,0.99530864,100.0,1.0,1.9910523888346723
RSL24D1,RSL24D1,0.99950564,99.3865,1.0,1.9910365808571413
MYPOP,MYPOP,0.9995856,99.37434999999999,1.0,1.9910302458507212
BTG2,BTG2,0.9996323,99.3671,1.0,1.991024535147271
TNFAIP8L2,TNFAIP8L2,0.9989842,99.4565,1.0,1.990957246128894
SHOX2,SHOX2,0.99910456,99.4366,1.0,1.9909266578833553
ERO1B,ERO1B,0.9996425,99.3576,1.0,1.9909198471990521
RNF181,RNF181,0.99970764,99.3464,1.0,1.9908976749122662
UBASH3B,UBASH3B,0.99733686,99.6918,1.0,1.9908915680888066
KIAA1958,KIAA1958,0.99982744,99.328,1.0,1.9908856188952437
NETO2,NETO2,0.99913603,99.4286,1.0,1.9908821153246201
RBM27,RBM27,0.9990982,99.434,1.0,1.990880561363455
RBM45,RBM45,0.9995462,99.3671,1.0,1.9908604081129466
RIMS3,RIMS3,0.9974292,99.6753,1.0,1.990851993108437
LPAR1,LPAR1,0.9989475,99.4505,1.0,1.9908088883331025
MARK1,MARK1,0.99819595,99.56005,1.0,1.9908076886537933
WASF3,WASF3,0.99927264,99.4024,1.0,1.9908001846057588
KBTBD7,KBTBD7,0.9996691,99.34264999999999,1.0,1.9907752092219166
GPR27,GPR27,0.9997226,99.3344,1.0,1.990769394451379
SV2C,SV2C,0.99893063,99.4498,1.0,1.99076758357264
NAP1L4,NAP1L4,0.99870783,99.4819,1.0,1.9907623079334127
PLPPR1,PLPPR1,0.999362,99.3846,1.0,1.9907379426129053
PDCL,PDCL,0.99969596,99.3355,1.0,1.9907329854178855
CSDC2,CSDC2,0.99961925,99.3464,1.0,1.9907291825944502
CNEP1R1,CNEP1R1,0.9999554,99.2958,1.0,1.990708800337766
AZIN1,AZIN1,0.99970174,99.3304,1.0,1.9906773644168299
MED23,MED23,0.9971017,99.7089,1.0,1.9906667341419237
BZW1,BZW1,0.99966365,99.3348,1.0,1.9906622483530096
DDX46,DDX46,0.9960904,99.8546,1.0,1.9906427426017945
TRIM46,TRIM46,0.99779654,99.6047,1.0,1.9906297367751833
PAK3,PAK3,0.9974316,99.6552,1.0,1.9905939318109716
SEC23B,SEC23B,0.99863905,99.4785,1.0,1.9905867708944616
CDKN2D,CDKN2D,0.9991819,99.3976,1.0,1.990564493521659
DLX5,DLX5,0.99977857,99.308,1.0,1.9905311314578382
GCK,GCK,0.99940896,99.3562,1.0,1.9904563714591024
