human gene name,mice gene name,correlation,identical_scores,orthology confidence,combo_score
TLN2,Tln2,0.9913571,98.66300000000001,1.0,1.972991518539804
NFIA,Nfia,0.98782814,99.2141,1.0,1.972935693545729
ARPC1A,Arpc1a,0.9914033,98.6487,1.0,1.972921397607497
RPL37A,Rpl37a,0.98282415,100.0,1.0,1.9729010544559964
EDF1,Edf1,0.99136573,98.6487,1.0,1.9728621320972537
ATG101,Atg101,0.99151963,98.6239,1.0,1.9728569045759978
NCK1,Nck1,0.9895097,98.939,1.0,1.972837302313478
BTG1,Btg1,0.98275685,100.0,1.0,1.9727948907924522
HES1,Hes1,0.99853253,97.5101,1.0,1.972781536909872
PDIK1L,Pdik1l,0.9864596,99.4135,1.0,1.972770864123635
LRRTM3,Lrrtm3,0.99854445,97.50655,1.0,1.9727648403403246
ETV1,Etv1,0.9960055,97.9036,1.0,1.9727302254286487
SP5,Sp5,0.99863243,97.4874,1.0,1.972712126062741
XPO7,Xpo7,0.98648304,99.4023,1.0,1.9726958399969412
RPL7A,Rpl7a,0.98507214,99.6241,1.0,1.9726881889881054
TMEM178B,Tmem178b,0.98480916,99.6599,1.0,1.9726313461910938
SRSF10,Srsf10,0.98259336,100.0,1.0,1.9725369903860206
EHD3,Ehd3,0.99916476,97.3832,1.0,1.9725098601342794
KIAA1958,E130308A19Rik,0.9984577,97.486,1.0,1.9724224949047753
SLC6A7,Slc6a7,0.99792063,97.56485,1.0,1.9723637836301877
DCAF7,Dcaf7,0.98247766,100.0,1.0,1.9723544772229884
FST,Fst,0.99533963,97.9651,1.0,1.9722948361471595
FAM199X,Fam199x,0.997133,97.6804,1.0,1.9722768217235402
NME2,Nme2,0.9948921,98.0263,1.0,1.972200871446625
UBE2E1,Ube2e1,0.9889221,98.9637,1.0,1.9721573815304376
ASIC4,Asic4,0.99645877,97.7737,1.0,1.9721462448012304
H2AJ,H2aj,0.9921568,98.4496,1.0,1.9721190204972534
CTCF,Ctcf,0.99137497,98.56835000000001,1.0,1.9720732079107925
NLGN2,Nlgn2,0.99325407,98.26455,1.0,1.9719994299043448
ACTG1,Actg1,0.98224825,100.0,1.0,1.9719925900602293
YPEL1,Ypel1,0.9902328,98.7359,1.0,1.9719469701457053
KCNA4,Kcna4,0.9991815,97.32215,1.0,1.9719257669653005
SRC,Src,0.9887043,98.973,1.0,1.9719068087827418
SSBP3,Ssbp3,0.9821884,100.0,1.0,1.9718981785407173
GMPS,Gmps,0.99497193,97.9798,1.0,1.9718618007967101
BZW2,Bzw2,0.9882033,99.0453,1.0,1.971839496814901
GRM8,Grm8,0.9919033,98.4582,1.0,1.9718051321063403
H3-4,H3f4,0.99598897,97.7941,1.0,1.9716091498661172
PPP3CB,Ppp3cb,0.98744094,99.1421,1.0,1.9716048975498248
OSR2,Osr2,0.99417835,98.0769,1.0,1.9715809529495263
RNF5,Rnf5,0.9960178,97.7778,1.0,1.9714916282973203
CASTOR2,Castor2,0.99910754,97.2644,1.0,1.9712315973582317
PAX7,Pax7,0.9980504,97.42099999999999,1.0,1.9711299917820173
STK26,Stk26,0.993862,98.0769,1.0,1.9710819206321084
ILF2,Ilf2,0.9816654,100.0,1.0,1.9710731622549278
RAB3A,Rab3a,0.98742837,99.0909,1.0,1.971073068764524
HMGB3,Hmgb3,0.99748015,97.5,1.0,1.971020440086087
SUFU,Sufu,0.9966262,97.62655000000001,1.0,1.970938860435513
STUM,Stum,0.9950484,97.8723,1.0,1.9709074298509632
MGAT5,Mgat5,0.9991067,97.23165,1.0,1.9709027722842736
COPG2,Copg2,0.99679726,97.589,1.0,1.970833202282257
MAFB,Mafb,0.99910337,97.2136,1.0,1.9707170193125114
WNT9A,Wnt9a,0.9987854,97.2603,1.0,1.9706824314953173
H2AX,H2ax,0.99913365,97.2028,1.0,1.970656785073761
CTNNBIP1,Ctnnbip1,0.9970489,97.5309,1.0,1.9706491565808348
MAFG,Mafg,0.98919636,98.7654,1.0,1.9706070181777433
TUBG1,Tubg1,0.98837966,98.8913,1.0,1.9705776992473327
KCTD4,Kctd4,0.9983986,97.2973,1.0,1.9704422664870123
PPP5C,Ppp5c,0.99520016,97.7956,1.0,1.9703798265460521
AP2S1,Ap2s1,0.9809882,100.0,1.0,1.9700049002496942
GRB2,Grb2,0.9838833,99.5392,1.0,1.9699638307448961
NCDN,Ncdn,0.99226457,98.2167,1.0,1.9699600243311342
MAP2K1,Map2k1,0.98739165,98.9822,1.0,1.9699281441029288
CLDN9,Cldn9,0.99844927,97.235,1.0,1.969899196841125
ESRRA,Esrra,0.9921441,98.22495,1.0,1.969852486640983
RAB30,Rab30,0.98088485,100.0,1.0,1.9698418688287838
SV2C,Sv2c,0.99911416,97.1114,1.0,1.9697120402029964
PITHD1,Pithd1,0.9927828,98.1043,1.0,1.9696535160898052
RAC3,Rac3,0.9806962,100.0,1.0,1.96954427930237
ARL3,Arl3,0.99109733,98.3516,1.0,1.969467739418275
ALX1,Alx1,0.9981182,97.2393,1.0,1.9694199441800606
MMD,Mmd,0.9859131,99.1597,1.0,1.9693707773163998
CNOT2,Cnot2,0.9817404,99.8148,1.0,1.969339472429754
GSX1,Gsx1,0.99862754,97.146,1.0,1.9692904122393422
RPRM,Rprm,0.9979738,97.2477,1.0,1.969276157656795
LMX1A,Lmx1a,0.99875903,97.1204,1.0,1.969241833637848
RBPMS,Rbpms,0.98854023,98.7284,1.0,1.9692019934442913
LIX1L,Lix1l,0.99925905,97.0326,1.0,1.9691525996860713
MTA2,Mta2,0.98992985,98.503,1.0,1.9691400759128561
UBE2N,Ube2n,0.9804099,100.0,1.0,1.9690926499283323
PSME3,Psme3,0.98037946,100.0,1.0,1.969044631772043
UBE2H,Ube2h,0.9803736,100.0,1.0,1.9690353878037163
CNNM2,Cnnm2,0.9940878,97.8286,1.0,1.968955113131786
CRK,Crk,0.9824071,99.6711,1.0,1.9689541710105112
GSC,Gsc,0.9988319,97.0764,1.0,1.9689167838037094
NR4A2,Nr4a2,0.9834585,99.4983,1.0,1.968884721914679
RPL34,Rpl34,0.98565304,99.1453,1.0,1.9688165407288611
OTUD5,Otud5,0.9940811,97.8031,1.0,1.9686895440895014
USF1,Usf1,0.9903758,98.3871,1.0,1.9686845482123745
RNF2,Rnf2,0.9819177,99.7024,1.0,1.9684951576830438
ACVR1,Acvr1,0.98998606,98.4283,1.0,1.968481745445216
PFN2,Pfn2,0.9845206,99.2857,1.0,1.9684341517371218
FAM50A,Fam50a,0.99119663,98.2301,1.0,1.968409382089745
SOX9,Sox9,0.9974392,97.24445,1.0,1.9684003427306316
GRID1,Grid1,0.990011,98.4143,1.0,1.9683810875220185
CLP1,Clp1,0.9889033,98.5882,1.0,1.9683727251132814
RAB39A,Rab39,0.99748015,97.235,1.0,1.9683704400860869
ABTB2,Abtb2,0.99941415,96.9254,1.0,1.9683252651276124
TIMM9,Timm9,0.9941424,97.7528,1.0,1.9682832429390593
NFYC,Nfyc,0.9836388,99.403,1.0,1.968216139574962
TAFA5,Tafa5,0.98465216,99.2424,1.0,1.9682086835584574
MAPRE1,Mapre1,0.9987709,97.0149,1.0,1.9682055581948505
FBXO41,Fbxo41,0.99869186,97.0253,1.0,1.9681848750452733
COPS4,Cops4,0.98295015,99.5074,1.0,1.9681738155497053
JKAMP,Jkamp,0.9920465,98.0707,1.0,1.9681560256668091
CSNK2B,Csnk2b,0.97981274,100.0,1.0,1.968150648541674
CALB2,Calb2,0.98915815,98.524,1.0,1.9681327430873417
ACTBL2,Actbl2,0.9983263,97.0745,1.0,1.9681002154784792
KIFAP3,Kifap3,0.99374455,97.7918,1.0,1.96804564689833
TMEM127,Tmem127,0.98773587,98.7395,1.0,1.9680441404813123
RBBP4,Rbbp4,0.9797439,100.0,1.0,1.9680420555758733
CRYBB2,Crybb2,0.99825245,97.0732,1.0,1.967970719393
DUSP6,Dusp6,0.9912744,98.1627,1.0,1.9678580618536954
SIX3,Six3,0.9977041,97.1431,1.0,1.967804714268119
EPHB2,Ephb2,0.98304725,99.4425,1.0,1.9676779877893806
PYGM,Pygm,0.99832445,97.0309,1.0,1.9676612971608334
LBX1,Lbx1,0.9986331,96.98075,1.0,1.9676466829669694
CALU,Calu,0.9915278,98.0952,1.0,1.967582792497709
RPLP2,Rplp2,0.9849552,99.1304,1.0,1.967566719763516
COPS2,Cops2,0.9843723,99.2222,1.0,1.9675652130847647
CTNND1,Ctnnd1,0.9954653,97.46775,1.0,1.9675195766760987
EIF3E,Eif3e,0.9794062,100.0,1.0,1.9675093442953546
XPO1,Xpo1,0.9918306,98.0392,1.0,1.9675004501102082
ABHD17B,Abhd17b,0.9815946,99.6528,1.0,1.9674894774498914
CAMK2N2,Camk2n2,0.98738265,98.7342,1.0,1.9674339468819497
RBM24,Rbm24,0.9873591,98.7288,1.0,1.967342797487054
EHD4,Ehd4,0.99803907,97.0425,1.0,1.967327119058274
CSTF1,Cstf1,0.98220605,99.536,1.0,1.967286020868527
ARGLU1,Arglu1,0.98846424,98.53075,1.0,1.967105621575157
RAB3B,Rab3b,0.9965058,97.2603,1.0,1.9670864331681914
PLK2,Plk2,0.9990405,96.8549,1.0,1.9670308438366269
CNOT8,Cnot8,0.98342925,99.3151,1.0,1.9670065809464967
UBTD2,Ubtd2,0.99803245,97.0085,1.0,1.966976676213509
CAMK1D,Camk1d,0.99386394,97.6623,1.0,1.966938980921964
ACTR6,Actr6,0.9886114,98.4848,1.0,1.9668782619128566
TRPC5,Trpc5,0.999133,96.81735,1.0,1.9668012597189128
GRIK1,Grik1,0.99944866,96.76665,1.0,1.966792203582722
JUN,Jun,0.9988944,96.8441,1.0,1.9666923756160648
PCNA,Pcna,0.998171,96.9349,1.0,1.9664592345431386
RAB4B,Rab4b,0.9817005,99.5305,1.0,1.9664335314167463
MPPED2,Mpped2,0.98087484,99.6599,1.0,1.9664250783641166
SYS1,Sys1,0.99484015,97.4359,1.0,1.9662149219321952
ZFAND5,Zfand5,0.98748475,98.5916,1.0,1.9661690064666133
ERBB4,Erbb4,0.9955006,97.3242,1.0,1.966139761331717
TADA2B,Tada2b,0.9830564,99.2857,1.0,1.9661244216307092
KIF1B,Kif1b,0.9973146,97.0264,1.0,1.9660232900935197
CPNE5,Cpne5,0.99121654,97.9764,1.0,1.9659037894974891
TMEM35A,Tmem35a,0.9973554,97.006,1.0,1.9658836508286257
GPR85,Gpr85,0.9783044,100.0,1.0,1.9657712889537038
PGM1,Pgm1,0.9951721,97.331,1.0,1.9656895627659772
TPM2,Tpm2,0.98045087,99.6479,1.0,1.9656362788331676
PPARG,Pparg,0.9888696,98.3158,1.0,1.9655955644080592
BUB3,Bub3,0.98201257,99.38935000000001,1.0,1.9655143121668543
PROX1,Prox1,0.9884535,98.3718,1.0,1.9654991795581218
RFX3,Rfx3,0.9848869,98.9319,1.0,1.965473978630974
HS3ST5,Hs3st5,0.9982666,96.8208,1.0,1.9654690405793174
TLE3,Tle3,0.98986393,98.13714999999999,1.0,1.9653775891565284
PELO,Pelo,0.9978003,96.8831,1.0,1.9653564667856962
GPR27,Gpr27,0.9981846,96.8197,1.0,1.9653286881215069
NDFIP1,Ndfip1,0.9952328,97.2851,1.0,1.9653263151341367
FZD4,Fzd4,0.9968255,97.0205,1.0,1.9651927500067514
NRXN3,Nrxn3,0.9896117,98.154,1.0,1.9651482041512423
RPS20,Rps20,0.97790587,100.0,1.0,1.9651426202340558
NAP1L1,Nap1l1,0.9891591,98.2097,1.0,1.9649912416828894
ORMDL1,Ormdl1,0.9860763,98.6928,1.0,1.964959220256822
HS6ST1,Hs6st1,0.9947262,97.3236,1.0,1.9649121693399088
MIB1,Mib1,0.9821562,99.3042,1.0,1.964889384038992
RNF122,Rnf122,0.99806046,96.7742,1.0,1.9646778611201343
MEX3A,Mex3a,0.99706316,96.9231,1.0,1.9645936512887419
MLX,Mlx,0.98791647,98.3607,1.0,1.9645410313822946
PSMA4,Psma4,0.98476857,98.8506,1.0,1.9644743167244778
STAG1,Stag1,0.98150265,99.3641,1.0,1.964457429175554
MEAF6,Meaf6,0.98405254,98.9529,1.0,1.9643678015980646
THRA,Thra,0.9820413,99.2683,1.0,1.9643491328511578
TRPM3,Trpm3,0.9957686,97.10265,1.0,1.9643470230230968
TIMP2,Timp2,0.98889667,98.1818,1.0,1.9642982664938264
RPL21,Rpl21,0.981318,99.375,1.0,1.9642751495251314
RAPGEF4,Rapgef4,0.9942841,97.3294,1.0,1.9642727702960319
KIF2A,Kif2a,0.9913355,97.78085,1.0,1.9641359452094538
CNIH1,Cnih1,0.9772567,100.0,1.0,1.964118574684828
DLGAP4,Dlgap4,0.9964223,96.9758,1.0,1.9641097145068844
FZD5,Fzd5,0.99885565,96.5812,1.0,1.9640022486924043
PYGO2,Pygo2,0.9982476,96.67089999999999,1.0,1.9639400686683612
POLR2H,Polr2h,0.97714204,100.0,1.0,1.9639377020895532
FBXL14,Fbxl14,0.99389213,97.35765,1.0,1.9639369497730086
PDZD11,Pdzd11,0.99524575,97.1429,1.0,1.9639247433576568
CMIP,Cmip,0.9869644,98.4476,1.0,1.9639081704736672
TENM1,Tenm1,0.9962568,96.97964999999999,1.0,1.9638871433877676
NELFCD,Nelfcd,0.996499,96.9354,1.0,1.9638267063790074
DAZAP1,Dazap1,0.9871945,98.40115,1.0,1.963806646090035
UBE2M,Ube2m,0.977036,100.0,1.0,1.9637704272770389
AKT3,Akt3,0.97964513,99.5825,1.0,1.963711248962972
FZD7,Fzd7,0.99800676,96.6844,1.0,1.9636951510349585
HIPK2,Hipk2,0.9970895,96.8255,1.0,1.963659201822141
RHOBTB2,Rhobtb2,0.99214417,97.59455,1.0,1.963548597063813
UBE2Q1,Ube2q1,0.9813812,99.2891,1.0,1.9635158455657853
RBBP5,Rbbp5,0.9827608,99.0706,1.0,1.963507121794993
SPRY2,Spry2,0.9990042,96.5079,1.0,1.9635035817120108
TSPAN33,Tspan33,0.9970138,96.8198,1.0,1.963482787419016
HPSE2,Hpse2,0.9929073,97.4662,1.0,1.9634689109800172
NKX6-2,Nkx6-2,0.9974223,96.7509,1.0,1.9634381835045709
CDH10,Cdh10,0.9969304,96.8274,1.0,1.9634272265046087
NHLH2,Nhlh2,0.9908047,97.7778,1.0,1.9632681246654822
SURF4,Surf4,0.98142225,99.2565,1.0,1.9632546006681404
ANXA2,Anxa2,0.9916559,97.6401,1.0,1.9632338662763127
OTX2,Otx2,0.9808786,99.3266,1.0,1.963098009647548
PCSK2,Pcsk2,0.99695617,96.7844,1.0,1.9630378778806794
RHOA,Rhoa,0.97981787,99.4819,1.0,1.9629777409576323
IRF2BPL,Irf2bpl,0.99859935,96.51625,1.0,1.9629484433882975
EZR,Ezr,0.9992276,96.4164,1.0,1.962940988286094
CSRP2,Csrp2,0.9797793,99.4819,1.0,1.9629168979783915
RYBP,Rybp,0.9988501,96.46105,1.0,1.9627919937394673
HOMER1,Homer1,0.98535573,98.5876,1.0,1.9627705434211593
HECTD1,Hectd1,0.9832004,98.9272,1.0,1.962766577166376
TPPP3,Tppp3,0.99799037,96.5909,1.0,1.9627342963180863
RING1,Ring1,0.99822783,96.5517,1.0,1.9627168821062773
ARMC8,Armc8,0.983883,98.8113,1.0,1.9626843575041966
HNRNPK,Hnrnpk,0.9763332,100.0,1.0,1.9626617820654648
GPS2,Gps2,0.99184036,97.5535,1.0,1.9626588462076255
ARRDC3,Arrdc3,0.98857814,98.0676,1.0,1.9626537952939938
KLHL11,Klhl11,0.9981687,96.54205,1.0,1.9625271063644438
U2AF2,U2af2,0.97757244,99.7895,1.0,1.9625116447461575
VSX2,Vsx2,0.99726707,96.6759,1.0,1.96244331299206
TNNI1,Tnni1,0.989753,97.861,1.0,1.9624411005206153
RPL3,Rpl3,0.98562044,98.5112,1.0,1.9624241152395367
KSR2,Ksr2,0.9985144,96.47555,1.0,1.9624074373969438
PDCD10,Pdcd10,0.97913224,99.5283,1.0,1.9623601808887488
ZSWIM6,Zswim6,0.9970555,96.69800000000001,1.0,1.9623305678762195
SNURF,Snurf,0.99397707,97.1831,1.0,1.9623254399896721
DDX6,Ddx6,0.9905266,97.7226,1.0,1.9622774305372253
PDE6G,Pde6g,0.9979489,96.5517,1.0,1.9622768786787523
LMO3,Lmo3,0.9982799,96.47435,1.0,1.9620255209169866
STRIP1,Strip1,0.9887923,97.9689,1.0,1.9620046260545378
KLHL20,Klhl20,0.97847253,99.5895,1.0,1.961931508816285
NPTX2,Nptx2,0.9979674,96.51214999999999,1.0,1.9619105618552095
RMND5A,Rmnd5a,0.9758539,100.0,1.0,1.9619057011748737
FLRT2,Flrt2,0.993112,97.2727,1.0,1.9618568188838437
RPS16,Rps16,0.9757704,100.0,1.0,1.961773982513567
BRPF1,Brpf1,0.99566597,96.8609,1.0,1.9617676273798645
CBLN4,Cbln4,0.99638546,96.7473,1.0,1.9617666005490095
EBF2,Ebf2,0.9790711,99.4783,1.0,1.96176373443423
PTPRD,Ptprd,0.98769563,98.1172,1.0,1.9617576631288454
STX1A,Stx1a,0.9867446,98.2639,1.0,1.9617244427879759
ID3,Id3,0.9970303,96.6387,1.0,1.961697815657478
RUNDC3A,Rundc3a,0.9984419,96.4126,1.0,1.9616635708946117
SEPTIN8,Septin8,0.9920796,97.41475,1.0,1.9616487398906322
DNAJC3,Dnajc3,0.995795,96.8254,1.0,1.961616168204636
NKX2-2,Nkx2-2,0.98726225,98.1685,1.0,1.961587019614628
CACNA2D2,Cacna2d2,0.9993278,96.26445,1.0,1.9615795506796618
NRN1,Nrn1,0.99345845,97.1831,1.0,1.9615073330180919
RBM42,Rbm42,0.99276423,97.2864,1.0,1.9614452224905181
SAR1B,Sar1b,0.9819647,98.9899,1.0,1.9614442987259353
SNX27,Snx27,0.9836708,98.70405,1.0,1.9612771185828874
IRF2BP1,Irf2bp1,0.99823344,96.4041,1.0,1.961249731707354
PAK3,Pak3,0.98474604,98.5294,1.0,1.9612267763479598
SRSF7,Srsf7,0.98603505,98.3193,1.0,1.9611591496606675
C1QL4,C1ql4,0.9966874,96.6387,1.0,1.9611569015381711
CDH20,Cdh20,0.99911404,96.2547,1.0,1.9611448509067166
CHRM2,Chrm2,0.9984706,96.3519,1.0,1.9611018442548453
DLG3,Dlg3,0.99183375,97.39485,1.0,1.961061919137551
ENOX1,Enox1,0.99008644,97.6672,1.0,1.961029091783204
STK39,Stk39,0.9976922,96.4674,1.0,1.9610289423870464
FOXG1,Foxg1,0.9987708,96.2952,1.0,1.9610084004479507
CACNB1,Cacnb1,0.9927824,97.23855,1.0,1.9609953851022062
ELAVL4,Elavl4,0.99598676,96.733,1.0,1.960994663659632
SST,Sst,0.99709207,96.5517,1.0,1.9609252559174646
ZBTB14,Zbtb14,0.9794601,99.3318,1.0,1.9609123698743298
MOSPD1,Mospd1,0.9945154,96.95605,1.0,1.9609041388751969
RBM4,Rbm4,0.9970618,96.55335,1.0,1.9608940059309048
MAPK8,Mapk8,0.99300957,97.1897,1.0,1.9608652387344105
MRGBP,Mrgbp,0.99692565,96.5686,1.0,1.9608317335268697
MYH11,Myh11,0.99837077,96.33035000000001,1.0,1.9607288655248065
SLC35F1,Slc35f1,0.9937315,97.0588,1.0,1.9606950609279101
TMEM121,Tmem121,0.99199593,97.3315,1.0,1.9606842530595956
RHOG,Rhog,0.97506636,100.0,1.0,1.960663381240436
PAX3,Pax3,0.98292387,98.7603,1.0,1.960661359664446
BMI1,Bmi1,0.99260557,97.2317,1.0,1.9606479412593454
CADM1,Cadm1,0.9850857,98.4137,1.0,1.960605579467714
SLC7A14,Slc7a14,0.9955559,96.7575,1.0,1.9605599953672892
TMEM98,Tmem98,0.98341006,98.6726,1.0,1.960551309316431
CTXN1,Ctxn1,0.9981096,96.3415,1.0,1.9604283779466807
DCLK1,Dclk1,0.9847413,98.44495,1.0,1.960374799144911
LYPLA2,Lypla2,0.98034334,99.1342,1.0,1.9603296535918464
INHBB,Inhbb,0.99808794,96.3348,1.0,1.9603272099681908
SLC24A3,Slc24a3,0.9969703,96.509,1.0,1.9603061675176163
LRFN3,Lrfn3,0.9990989,96.1725,1.0,1.9602989680260916
TNMD,Tnmd,0.9988103,96.2145,1.0,1.9602637104733593
TRPC4,Trpc4,0.9933255,97.07865000000001,1.0,1.9602531085148496
HOXA6,Hoxa6,0.99797213,96.3445,1.0,1.9602415232835688
GDAP1L1,Gdap1l1,0.9911062,97.4236,1.0,1.9602017315682843
ZIC3,Zic3,0.98495823,98.39240000000001,1.0,1.960191499494579
FLRT1,Flrt1,0.9992001,96.1424,1.0,1.9601576078886573
BTAF1,Btaf1,0.9982099,96.29425,1.0,1.9601140980871485
SUDS3,Suds3,0.9976002,96.36715000000001,1.0,1.9598813152392593
CRYAB,Cryab,0.98905337,97.7143,1.0,1.959870455885764
CHD4,Chd4,0.9854715,98.27925,1.0,1.9598696670070215
DLGAP3,Dlgap3,0.99849457,96.2169,1.0,1.9597896561867196
SERTM1,Sertm1,0.99818724,96.2617,1.0,1.959752852639661
RBM10,Rbm10,0.9990231,96.129,1.0,1.9597443958760672
CYFIP2,Cyfip2,0.9749848,99.9202,1.0,1.9597367228689844
PPP1R16B,Ppp1r16b,0.9973551,96.38775000000001,1.0,1.9597006775879267
NPTX1,Nptx1,0.9979296,96.2963,1.0,1.959692433527097
PDK3,Pdk3,0.9982544,96.23564999999999,1.0,1.9595982954575457
BMP7,Bmp7,0.9898365,97.56110000000001,1.0,1.9595738191819223
KAT7,Kat7,0.9753682,99.8363,1.0,1.9595025244826973
XRN2,Xrn2,0.9993268,96.05475,1.0,1.9594809732106644
VPS72,Vps72,0.9968026,96.45095,1.0,1.9594611259667045
DTX1,Dtx1,0.997139,96.3944,1.0,1.9594262865375263
KCNF1,Kcnf1,0.99675345,96.45400000000001,1.0,1.9594140933654685
HOXA11,Hoxa11,0.9924595,97.1246,1.0,1.9593465203628535
LRRTM1,Lrrtm1,0.99242127,97.1264,1.0,1.9593042137230716
CWC15,Cwc15,0.97973466,99.1266,1.0,1.9592934797623345
INHBA,Inhba,0.998056,96.23585,1.0,1.959287325608405
MVB12B,Mvb12b,0.9960038,96.5418,1.0,1.9591095437313528
PRKAR2B,Prkar2b,0.9907847,97.36269999999999,1.0,1.959085575285528
FRMD5,Frmd5,0.98406726,98.4211,1.0,1.9590730219417103
KCNJ12,Kcnj12,0.99463224,96.74889999999999,1.0,1.9590169503528858
UST,Ust,0.9966076,96.4331,1.0,1.9589750195121556
ACLY,Acly,0.9860629,98.0926,1.0,1.958936082172253
DLX6,Dlx6,0.99324787,96.9536,1.0,1.9588801495965593
RPL30,Rpl30,0.9739271,100.0,1.0,1.958866233910132
FZD8,Fzd8,0.9973408,96.30574999999999,1.0,1.9588581197812593
FOXA2,Foxa2,0.99166846,97.19874999999999,1.0,1.9588401792869232
FLRT3,Flrt3,0.99734294,96.302,1.0,1.9588239955649147
PLP1,Plp1,0.97389424,100.0,1.0,1.9588143982788677
OLA1,Ola1,0.9770743,99.4949,1.0,1.95877984433965
POLR2D,Polr2d,0.97387105,100.0,1.0,1.9587778167728112
FOXL2,Foxl2,0.99833566,96.13865,1.0,1.9587564805882978
EWSR1,Ewsr1,0.9906855,97.34385,1.0,1.9587405903609576
ARCN1,Arcn1,0.98002267,99.0215,1.0,1.9586968066083583
ASB13,Asb13,0.98749214,97.8417,1.0,1.9586816639625062
GABPA,Gabpa,0.9989419,96.0352,1.0,1.9586783053934549
SP6,Sp6,0.9973599,96.2766,1.0,1.9585967494391152
CSE1L,Cse1l,0.979608,99.0731,1.0,1.958558677539088
RAB6B,Rab6b,0.9737141,100.0,1.0,1.9585302330136247
SMCO4,Smco4,0.99520105,96.6102,1.0,1.95852723049346
ZNF503,Zfp503,0.9990945,95.99584999999999,1.0,1.958525527162502
PLEKHF2,Plekhf2,0.98897296,97.5904,1.0,1.95850461160366
ST7,St7,0.9907939,97.2993,1.0,1.9584660880003069
TRIM2,Trim2,0.98977715,97.45670000000001,1.0,1.9584361963969092
SLC6A1,Slc6a1,0.98635066,97.9967,1.0,1.9584310146510275
USP27X,Usp27x,0.9967839,96.347,1.0,1.9583921272964475
PURB,Purb,0.9973137,96.26065,1.0,1.958364370371422
GALNT2,Galnt2,0.99860275,96.05619999999999,1.0,1.9583533067828893
ETF1,Etf1,0.973586,100.0,1.0,1.9583281592350208
RAB3C,Rab3c,0.99033785,97.3568,1.0,1.9583216832639123
LRRC3B,Lrrc3b,0.97598547,99.6139,1.0,1.9582522487708993
RAPSN,Rapsn,0.99815625,96.1165,1.0,1.9582519668754226
ATXN7L3,Atxn7l3,0.9833974,98.44059999999999,1.0,1.95821133855892
CBX5,Cbx5,0.98674786,97.9058,1.0,1.9581485853369083
SEPTIN5,Septin5,0.9902186,97.35825,1.0,1.958148070085938
PITX1,Pitx1,0.99460936,96.66159999999999,1.0,1.958107857862219
KCNH2,Kcnh2,0.9977093,96.16560000000001,1.0,1.9580379171069069
CHRM4,Chrm4,0.99851424,96.0334,1.0,1.9579856850019044
IMP3,Imp3,0.9974389,96.1957,1.0,1.9579123694899323
RARA,Rara,0.9842892,98.2684,1.0,1.957896125411057
FLNA,Flna,0.9912764,97.16255000000001,1.0,1.9578597167916905
UBTF,Ubtf,0.9865389,97.9058,1.0,1.9578189574151519
KCNA2,Kcna2,0.97702396,99.3988,1.0,1.9577394345503065
BSX,Bsx,0.99911076,95.91445,1.0,1.9577371768084042
ZBTB16,Zbtb16,0.99391764,96.7311,1.0,1.9577116910071397
RAB7A,Rab7,0.9731919,100.0,1.0,1.9577064787030327
PPP6C,Ppp6c,0.9752676,99.6721,1.0,1.9577018311015304
GABRB2,Gabrb2,0.9979693,96.08590000000001,1.0,1.9576510590463052
HAS3,Has3,0.99434125,96.6577,1.0,1.9576459226492493
GABRA3,Gabra3,0.9976219,96.1382,1.0,1.957626046316509
RAE1,Rae1,0.9817,98.6413,1.0,1.9575407426822475
PAIP2,Paip2,0.9906421,97.22505000000001,1.0,1.9574841282064581
CTNND2,Ctnnd2,0.9927395,96.89314999999999,1.0,1.9574737116822054
KCNJ10,Kcnj10,0.97803885,99.2084,1.0,1.9574363920613682
KCNG3,Kcng3,0.99708545,96.2037,1.0,1.9574348130727002
ERC1,Erc1,0.9911607,97.13804999999999,1.0,1.9574322036286582
MBD2,Mbd2,0.9906147,97.21340000000001,1.0,1.9573244055559216
PI4KB,Pi4kb,0.9867598,97.8154,1.0,1.9572634203167407
SEC61A2,Sec61a2,0.9728976,100.0,1.0,1.9572422295770138
PDCD4,Pdcd4,0.99315876,96.8017,1.0,1.9572205813341754
UBR5,Ubr5,0.9840804,98.23115,1.0,1.9571942498843398
GABPB1,Gabpb1,0.9844353,98.1723,1.0,1.9571655936316188
RAP2A,Rap2a,0.97630036,99.4536,1.0,1.957145977983581
PCDH10,Pcdh10,0.99785304,96.04825,1.0,1.957091162500634
CKMT1B,Ckmt1,0.9932989,96.7666,1.0,1.957090647839511
TENT5C,Tent5c,0.99873275,95.9079,1.0,1.9570753777525887
COPA,Copa,0.9826117,98.4477,1.0,1.9570429211674378
AGFG1,Agfg1,0.99252605,96.8834,1.0,1.9570395009246493
KANTR,Kantr,0.9977751,96.0526,1.0,1.9570117145669546
ORMDL3,Ormdl3,0.9934681,96.732,1.0,1.9570115555939194
GABRB3,Gabrb3,0.9901088,97.2516,1.0,1.9569083639899922
TIA1,Tia1,0.99400866,96.6321,1.0,1.956865272235309
PHF6,Phf6,0.9891637,97.3939,1.0,1.956840498040279
IRF6,Irf6,0.9875662,97.6445,1.0,1.9568264913164746
RPL10A,Rpl10a,0.97259915,100.0,1.0,1.9567714339546542
PRPF8,Prpf8,0.97314197,99.9143,1.0,1.9567707156759782
CKM,Ckm,0.9942279,96.5879,1.0,1.956769116538362
