crab_eating_macaque gene name,mice gene name,correlation,identical_scores,orthology confidence,combo_score
STUM,Stum,0.9945622,97.5101,1.0,1.9653889110710545
CTNND1,Ctnnd1,0.9947836,97.46775,1.0,1.9653077713779354
KLF9,Klf9,0.99693656,97.1311,1.0,1.9652981626561017
ATF2,Atf2,0.99512357,97.4111,1.0,1.9652700669808638
EZH1,Ezh1,0.9935237,97.65995,1.0,1.965263568298666
PCNA,Pcna,0.998171,96.9349,1.0,1.965259730141794
GRM4,Grm4,0.995348,97.3684,1.0,1.9651901972339128
BUB3,Bub3,0.98238367,99.38935000000001,1.0,1.9651834432713646
GRIK1,Grik1,0.99917156,96.76665,1.0,1.9651329583866284
ANGPT1,Angpt1,0.9964419,97.1888,1.0,1.9650966558311391
DNAJB11,Dnajb11,0.989149,98.324,1.0,1.9650756788686417
DDX39A,Ddx39a,0.99635094,97.1897,1.0,1.9649589259916762
PSMC1,Psmc1,0.9943503,97.50025,1.0,1.9649441914948163
PRPF4,Prpf4,0.98748714,98.56190000000001,1.0,1.9648554252738382
BRMS1L,Brms1l,0.9802258,99.6904,1.0,1.9648160067509282
TMEM35A,Tmem35a,0.9973554,97.006,1.0,1.9646782713778925
VWC2L,Vwc2l,0.9868001,98.6487,1.0,1.9646445984668541
ORMDL1,Ormdl1,0.9865009,98.6928,1.0,1.9646180979299697
ACSL4,Acsl4,0.9961528,97.1871,1.0,1.9646116223844463
SCN1A,Scn1a,0.98975664,98.18275,1.0,1.9645935873674913
MAPRE3,Mapre3,0.989308,98.25040000000001,1.0,1.9645696475025594
HOXC12,Hoxc12,0.9963561,97.1429,1.0,1.9644820380775088
ALKBH5,Alkbh5,0.9966454,97.08505,1.0,1.9643499702528033
CNOT1,Cnot1,0.9818104,99.3894,1.0,1.964257117235334
ZBTB16,Zbtb16,0.9978508,96.8796,1.0,1.9641686812149513
RAB27A,Rab27a,0.9981431,96.8326,1.0,1.9641539583564616
KLHL29,Klhl29,0.9961477,97.13974999999999,1.0,1.9641124439387883
CTR9,Ctr9,0.99201405,97.7835,1.0,1.9641038024878783
ERG,Erg,0.996271,97.1193,1.0,1.9640997622902887
HS3ST5,Hs3st5,0.99812025,96.8208,1.0,1.9639946707874087
MCTS1,Mcts1,0.99894774,96.6851,1.0,1.9639255690277364
TAF5,Taf5,0.99928325,96.62515,1.0,1.9638464388799046
RNF122,Rnf122,0.99830914,96.7742,1.0,1.9638169052451913
BMP7,Bmp7,0.99325097,97.56110000000001,1.0,1.9637977334589425
POLR2E,Polr2e,0.9836526,99.0476,1.0,1.9636916856850948
CACNA2D2,Cacna2d2,0.9978059,96.8389,1.0,1.9636741037549097
NFIB,Nfib,0.9865542,98.59275,1.0,1.9636669360717849
FEN1,Fen1,0.9977602,96.8421,1.0,1.9636333956184595
RING1,Ring1,0.99802345,96.798,1.0,1.9636017733549462
STAT5B,Stat5b,0.9990442,96.63069999999999,1.0,1.9635174939036513
BRPF1,Brpf1,0.9984757,96.69905,1.0,1.9633070259771128
LSM8,Lsm8,0.9772377,100.0,1.0,1.963194929014438
USP14,Usp14,0.9979762,96.7546,1.0,1.9630754024271067
SLITRK3,Slitrk3,0.998411,96.68205,1.0,1.9630261621851144
GRIA4,Gria4,0.998536,96.66114999999999,1.0,1.9630115633645127
SEC14L3,Sec14l3,0.9939135,97.37845,1.0,1.9629751440307341
DDB1,Ddb1,0.9798815,99.5611,1.0,1.9629187490153912
PITPNA,Pitpna,0.99129957,97.77915,1.0,1.9629035527232188
CYP26B1,Cyp26b1,0.9970599,96.875,1.0,1.9628422860163677
NIP7,Nip7,0.99480623,97.2222,1.0,1.9627984542701735
TRAPPC1,Trappc1,0.9858344,98.6207,1.0,1.9627929770487524
VSX2,Vsx2,0.9974105,96.81015,1.0,1.9627367488524459
FBXL15,Fbxl15,0.998278,96.6667,1.0,1.9626519806395097
XPO1,Xpo1,0.9900829,97.944,1.0,1.9626456730174313
DVL2,Dvl2,0.9976833,96.7391,1.0,1.9624411444934773
VDAC3,Vdac3,0.9869331,98.41300000000001,1.0,1.9624158505062805
RBBP5,Rbbp5,0.98265904,99.0706,1.0,1.9623237978745265
SPRY2,Spry2,0.9990042,96.5079,1.0,1.9621796117086934
FST,Fst,0.9914634,97.6744,1.0,1.962082361796774
PHF6,Phf6,0.99408036,97.261,1.0,1.9620271761299186
POLR2B,Polr2b,0.99554527,97.02805000000001,1.0,1.9619803297674698
SLC35F1,Slc35f1,0.9944451,97.18495,1.0,1.9618283765388176
PLEKHF2,Plekhf2,0.9892673,97.992,1.0,1.961824709487178
ALX1,Alx1,0.99800247,96.6258,1.0,1.961782454400324
ZRANB1,Zranb1,0.99214584,97.5352,1.0,1.9617424592748691
PCSK2,Pcsk2,0.9959455,96.94125,1.0,1.9617274514177907
WNT2,Wnt2,0.9976066,96.6667,1.0,1.9615664827761734
ROR1,Ror1,0.99673724,96.7983,1.0,1.9615253809664188
STC1,Stc1,0.99696845,96.7611,1.0,1.9615134978491415
PIP4P2,Pip4p2,0.99609566,96.8872,1.0,1.9614098255816557
CHRM2,Chrm2,0.99812543,96.5665,1.0,1.9613664195801075
PLP1,Plp1,0.98751765,98.21295,1.0,1.9612867793417512
KLHL11,Klhl11,0.9981687,96.54205,1.0,1.9611828753222396
ARRDC3,Arrdc3,0.98829657,98.0676,1.0,1.9610390983158128
CACHD1,Cachd1,0.9983647,96.49000000000001,1.0,1.9609600984628974
RMND5A,Rmnd5a,0.9758539,100.0,1.0,1.9609576458102607
EMC3,Emc3,0.97829694,99.6169,1.0,1.9609354274999826
TLK1,Tlk1,0.9954979,96.92330000000001,1.0,1.9608176774934878
ARL8B,Arl8b,0.97571516,100.0,1.0,1.9607333354534546
LRFN5,Lrfn5,0.99796635,96.5229,1.0,1.9606571718811134
MYH11,Myh11,0.9966811,96.7155,1.0,1.9605761310082146
FBN1,Fbn1,0.9990549,96.34405000000001,1.0,1.9605627568996868
PURB,Purb,0.997518,96.57525000000001,1.0,1.9604750678517626
HDAC2,Hdac2,0.97949773,99.3852,1.0,1.9604745206556118
NPTX1,Nptx1,0.9962509,96.7593,1.0,1.9603347234453525
RAB5B,Rab5b,0.9813896,99.0698,1.0,1.960263113692192
DDX19B,Ddx19b,0.996803,96.6597,1.0,1.9601946710151525
TMEM147,Tmem147,0.9781912,99.5536,1.0,1.9601081652098942
TENM1,Tenm1,0.9937432,97.12610000000001,1.0,1.9600834003545342
RORB,Rorb,0.9965051,96.67665,1.0,1.9598887764145836
NLGN1,Nlgn1,0.9950782,96.89269999999999,1.0,1.9598218540171923
ADCY8,Adcy8,0.9949013,96.9188,1.0,1.959806457084738
IL1RAPL1,Il1rapl1,0.98615986,98.2759,1.0,1.9597442246753347
STEAP2,Steap2,0.9980283,96.425,1.0,1.9597422866330771
STRN3,Strn3,0.9988764,96.29169999999999,1.0,1.959731390068698
DNM2,Dnm2,0.9897237,97.7175,1.0,1.9597165391529225
ARPC1A,Arpc1a,0.98374164,98.6487,1.0,1.9596997789924728
CDH6,Cdh6,0.9904793,97.5949,1.0,1.9596670310094493
BMPR2,Bmpr2,0.997288,96.5318,1.0,1.9596527142101179
PAQR4,Paqr4,0.9985338,96.337,1.0,1.9596471636177673
HOXA11,Hoxa11,0.99769634,96.467,1.0,1.9596410476243211
PSMA7,Psma7,0.9801566,99.1936,1.0,1.9595532187207139
KCNQ4,Kcnq4,0.9975381,96.47274999999999,1.0,1.9594448272838025
TUBB4A,Tubb4a,0.97475994,100.0,1.0,1.95918896656901
PIK3C3,Pik3c3,0.98629385,98.1962,1.0,1.9591345121005825
PAN2,Pan2,0.996691,96.5736,1.0,1.9591208934441453
FLRT3,Flrt3,0.9972926,96.4561,1.0,1.958875280743781
HAPLN1,Hapln1,0.99531025,96.7577,1.0,1.958797321792212
WDTC1,Wdtc1,0.9934463,97.0458,1.0,1.9587708178235381
CADM1,Cadm1,0.98181677,98.83855,1.0,1.958556108662958
KIF2A,Kif2a,0.9877231,97.91535,1.0,1.9585333763757813
NF1,Nf1,0.9855758,98.23945,1.0,1.9584220154481669
CDIPT,Cdipt,0.9923455,97.1831,1.0,1.9584146298658174
LMNB1,Lmnb1,0.9988433,96.16435000000001,1.0,1.9583574883899226
GSX1,Gsx1,0.9974217,96.38409999999999,1.0,1.9583374970968779
PDE4D,Pde4d,0.9909305,97.3959,1.0,1.9583332504465438
EGLN3,Egln3,0.99837685,96.2343,1.0,1.9583286006863876
NEK7,Nek7,0.98907113,97.6821,1.0,1.9582944517479004
STT3B,Stt3b,0.9938232,96.93854999999999,1.0,1.958268191171053
CWC15,Cwc15,0.97973466,99.1266,1.0,1.9581763722346626
EIF4A3,Eif4a3,0.9850554,98.28960000000001,1.0,1.958100613325111
FAF1,Faf1,0.9982499,96.2279,1.0,1.958056995722381
CRNKL1,Crnkl1,0.99873513,96.1515,1.0,1.958049371616661
GABRA3,Gabra3,0.9974832,96.3415,1.0,1.9579952441985635
KCNF1,Kcnf1,0.9967536,96.45400000000001,1.0,1.9579820697691757
KCNAB2,Kcnab2,0.9879118,97.8313,1.0,1.957967015617394
ASS1,Ass1,0.9911058,97.3301,1.0,1.9579344441339765
STUB1,Stub1,0.989828,97.5291,1.0,1.9579318044796736
MMGT1,Mmgt1,0.9983878,96.1832,1.0,1.9578164907191327
PLPPR1,Plppr1,0.99755,96.3077,1.0,1.957752800080284
TECTA,Tecta,0.99884063,96.1003,1.0,1.957689090222433
UST,Ust,0.99670875,96.4255,1.0,1.9576140648423048
BTAF1,Btaf1,0.99753284,96.29425,1.0,1.9575856044363837
TMEM185B,Tmem185b,0.9975775,96.2857,1.0,1.9575691614157664
NBEA,Nbea,0.99080694,97.33160000000001,1.0,1.9574668091835536
RPL13,Rpl13,0.9827865,98.5782,1.0,1.9574245833443467
C14orf28,Gm527,0.9922522,97.0968,1.0,1.9573690122172829
EZR,Ezr,0.9987356,96.0751,1.0,1.9572580031793487
TMEM101,Tmem101,0.98599035,98.0545,1.0,1.9571746531598775
FBXL14,Fbxl14,0.9911812,97.2269,1.0,1.9569863531020684
CACNB3,Cacnb3,0.9991275,95.98445000000001,1.0,1.9569517396933032
USP27X,Usp27x,0.9967839,96.347,1.0,1.9569216634595386
CNOT6,Cnot6,0.99751353,96.2298,1.0,1.956886155984952
RAB3C,Rab3c,0.9902733,97.3568,1.0,1.9568653151715636
RAB14,Rab14,0.9733115,100.0,1.0,1.9568471754978591
PSMB2,Psmb2,0.99563,96.5174,1.0,1.956822811617998
RPL10A,Rpl10a,0.97325903,100.0,1.0,1.9567623436943302
SRP72,Srp72,0.99905825,95.9762,1.0,1.9567542411104752
TRAF4,Traf4,0.9909448,97.234,1.0,1.956677763226477
MYO1B,Myo1b,0.9913679,97.16205,1.0,1.9566158277049013
RND3,Rnd3,0.9731635,100.0,1.0,1.9566078938717437
DNAJC3,Dnajc3,0.9947425,96.627,1.0,1.9565242818638888
PCDH10,Pcdh10,0.9971959,96.237,1.0,1.9564472728826843
IMP3,Imp3,0.9974389,96.1957,1.0,1.9564119419531247
CAMK1D,Camk1d,0.9971931,96.22905,1.0,1.9563603189679577
CLDN11,Cldn11,0.9977838,96.1353,1.0,1.956343327577143
UBTD2,Ubtd2,0.99217445,97.0085,1.0,1.9563277989637609
DUSP26,Dusp26,0.99730235,96.2085,1.0,1.9563238849154838
PSMA1,Psma1,0.99449706,96.6288,1.0,1.9561461250978625
ACTA1,Acta1,0.9728362,100.0,1.0,1.9560787257891254
MRAS,Mras,0.9943772,96.6346,1.0,1.9560124747119445
DLG4,Dlg4,0.9769187,99.3481,1.0,1.955920168970545
DDX6,Ddx6,0.98734224,97.7226,1.0,1.9559191491169323
AP1B1,Ap1b1,0.9964559,96.3012,1.0,1.9559165013754762
CDH10,Cdh10,0.99303746,96.8274,1.0,1.9558454097990148
LRRN1,Lrrn1,0.99862313,95.9497,1.0,1.9557759965795523
ADGRL3,Adgrl3,0.99615747,96.3291,1.0,1.955723281368157
OSBP,Osbp,0.99845517,95.96025,1.0,1.9556138284807387
TENT5C,Tent5c,0.9987488,95.9079,1.0,1.9555457862047345
HDGFL3,Hdgfl3,0.99759525,96.08075,1.0,1.9554729022525783
ACVR1,Acvr1,0.9837871,98.2318,1.0,1.9554507864709023
BANF1,Banf1,0.9940427,96.6292,1.0,1.9554156777743699
PDS5B,Pds5b,0.9969845,96.1685,1.0,1.9553952684199043
ANAPC10,Anapc10,0.97584766,99.4595,1.0,1.9553435603737643
KAT5,Kat5,0.9754533,99.51320000000001,1.0,1.9552627426667128
GUCY1B1,Gucy1b1,0.9957941,96.33705,1.0,1.9552182234380555
GPR22,Gpr22,0.99231994,96.87870000000001,1.0,1.9552172338157168
NTF3,Ntf3,0.99718064,96.11865,1.0,1.9551955278857944
TFAP2B,Tfap2b,0.99872065,95.86054999999999,1.0,1.9550093412625769
BATF,Batf,0.9978066,96.0,1.0,1.954977376250215
HNRNPH1,Hnrnph1,0.99128574,97.01515,1.0,1.9549599096438002
KCNK2,Kcnk2,0.99622506,96.2441,1.0,1.9549512641051732
GEM,Gem,0.99821615,95.9322,1.0,1.9549365614382777
GABPA,Gabpa,0.99895155,95.815,1.0,1.9549103827135745
FAM120A,Fam120a,0.99869317,95.84965,1.0,1.9548518994134025
BORCS7,Borcs7,0.99327534,96.68465,1.0,1.9547499499992798
CDC5L,Cdc5l,0.9855807,97.8803,1.0,1.9547062087427791
ARHGAP1,Arhgap1,0.99535525,96.3554,1.0,1.9546989608643517
ARMCX3,Armcx3,0.9973374,96.0422,1.0,1.95465632567061
SOX10,Sox10,0.9836061,98.17805,1.0,1.9546008622801678
HPSE2,Hpse2,0.98707277,97.6351,1.0,1.9545762636888893
SURF4,Surf4,0.9847631,97.96975,1.0,1.95431177239415
CTCF,Ctcf,0.9809114,98.56835000000001,1.0,1.9542908556562515
PPIE,Ppie,0.98238033,98.3389,1.0,1.9542867973010956
NAE1,Nae1,0.99863774,95.79905,1.0,1.9542376524891512
GRB2,Grb2,0.9775667,99.08465,1.0,1.9542363396333684
EXTL3,Extl3,0.9863404,97.7149,1.0,1.9542195715981436
APP,App,0.9964408,96.136,1.0,1.9541792662171136
FLRT1,Flrt1,0.9992228,95.6973,1.0,1.9541285971546314
CDH18,Cdh18,0.99273497,96.7089,1.0,1.954127725377254
CHRM4,Chrm4,0.99840164,95.8246,1.0,1.9541208404118136
ZNF207,Zfp207,0.9961739,96.16975,1.0,1.9540976767012292
PTN,Ptn,0.997923,95.8956,1.0,1.9540831308897677
CDH12,Cdh12,0.9982403,95.8438,1.0,1.9540590600007013
MYO1D,Myo1d,0.9874863,97.5149,1.0,1.9539985914153069
KLHL28,Klhl28,0.9969774,96.03485,1.0,1.9539980832207409
KALRN,Kalrn,0.9883521,97.37945,1.0,1.9539940200708337
ZFAND5,Zfand5,0.98057306,98.5916,1.0,1.9539848984498465
CACNA2D1,Cacna2d1,0.99495894,96.34075,1.0,1.953906325924261
PBRM1,Pbrm1,0.98527443,97.85040000000001,1.0,1.953901032951881
TUBA1B,Tuba1b,0.9969925,96.0204,1.0,1.953872676332559
NEFL,Nefl,0.9974479,95.9484,1.0,1.9538624440005306
BSX,Bsx,0.99907476,95.6897,1.0,1.9538104527528595
SLC12A6,Slc12a6,0.98312116,98.1739,1.0,1.9537737990178123
USP15,Usp15,0.9863133,97.6555,1.0,1.9535598877930893
PRELID1,Prelid1,0.9976874,95.87360000000001,1.0,1.9534741206317976
EWSR1,Ewsr1,0.9833178,98.11045,1.0,1.9534338597324057
VCPIP1,Vcpip1,0.9992895,95.61654999999999,1.0,1.9533992056980956
CBLN4,Cbln4,0.9919077,96.7473,1.0,1.9531883597190736
SLC9A8,Slc9a8,0.9937558,96.45815,1.0,1.9531783513387162
DIP2B,Dip2b,0.985266,97.7778,1.0,1.9531346743341205
ZIC3,Zic3,0.98411226,97.9558,1.0,1.953114879280366
GNA14,Gna14,0.99087304,96.9014,1.0,1.9531132900645622
RHOG,Rhog,0.9743481,99.4764,1.0,1.9530943422373288
TSPAN33,Tspan33,0.9959949,96.1005,1.0,1.9530902793845781
PARP6,Parp6,0.983233,98.09,1.0,1.9530847287163748
FLNB,Flnb,0.9989848,95.62895,1.0,1.9530351418956162
HSPA1L,Hspa1l,0.99796355,95.7878,1.0,1.953031001912144
GABRB2,Gabrb2,0.9960497,96.08590000000001,1.0,1.9530275029500788
KCNG3,Kcng3,0.9945864,96.31389999999999,1.0,1.9530256298586623
KLHL14,Klhl14,0.97858226,98.80865,1.0,1.9530166488933052
ABHD13,Abhd13,0.9975791,95.8457,1.0,1.9530097526945909
TRIM46,Trim46,0.9848348,97.8247,1.0,1.9529237913357953
KLHDC2,Klhdc2,0.99299186,96.5517,1.0,1.952913180251216
RGP1,Rgp1,0.99053246,96.9309,1.0,1.9528685123715581
GCHFR,Gchfr,0.99367005,96.4286,1.0,1.9527333340308262
FBXW2,Fbxw2,0.997182,95.86945,1.0,1.9526139783013992
RNF128,Rnf128,0.9977743,95.77674999999999,1.0,1.9526104603192636
ATG3,Atg3,0.9890506,97.1338,1.0,1.952576390961054
FKBP1B,Fkbp1b,0.9915238,96.74629999999999,1.0,1.9525573144104396
UBE2N,Ube2n,0.97061265,100.0,1.0,1.9524837618719055
DDX42,Ddx42,0.99743646,95.81645,1.0,1.9524758679212546
MCM6,Mcm6,0.99716085,95.8587,1.0,1.9524683258177997
LIN52,Lin52,0.9875531,97.35275,1.0,1.9524253924588753
FEZF2,Fezf2,0.99594074,96.044,1.0,1.9524169135423106
ATP6V1G1,Atp6v1g1,0.9977008,95.7627,1.0,1.9523459550776427
ZER1,Zer1,0.9956191,96.0835,1.0,1.952306439147414
TMEM117,Tmem117,0.99543965,96.1089,1.0,1.9522796617370197
HOXB4,Hoxb4,0.9986862,95.6,1.0,1.9522522164764329
HEATR5B,Heatr5b,0.99413794,96.30525,1.0,1.952210889510943
TMTC2,Tmtc2,0.99800575,95.6938,1.0,1.9521246213708072
ZSWIM6,Zswim6,0.9957854,96.03565,1.0,1.95207919060723
NPTX2,Nptx2,0.99497503,96.15844999999999,1.0,1.9520422220157032
RBM42,Rbm42,0.9910097,96.7608,1.0,1.9518764726029398
VPS50,Vps50,0.9976071,95.72399999999999,1.0,1.9517932156951
AP2B1,Ap2b1,0.97077674,99.8948,1.0,1.9516583256278075
KIF5B,Kif5b,0.98606914,97.5078,1.0,1.9516337588200936
CRYBA1,Cryba1,0.9968908,95.814,1.0,1.9515682604133775
CARTPT,Cartpt,0.9921322,96.5517,1.0,1.9515233096923903
SRSF5,Srsf5,0.9794721,98.52535,1.0,1.951518010459027
ATP8A1,Atp8a1,0.9896548,96.9285,1.0,1.9514246563812514
MARCHF6,Marchf6,0.98508334,97.6361,1.0,1.9513701856076033
EIF3J,Eif3j1,0.9908784,96.7277,1.0,1.9513210045147622
RAC1,Rac1,0.9987533,95.49765,1.0,1.9512995192181974
DYNC1I1,Dync1i1,0.98176813,98.1395,1.0,1.951229598650516
BCL9,Bcl9,0.9987998,95.4753,1.0,1.9511429702807201
WNT3A,Wnt3a,0.997091,95.7386,1.0,1.9511101771692823
TRPC4,Trpc4,0.9920374,96.52510000000001,1.0,1.9510942467429424
WNT10B,Wnt10b,0.99442035,96.144,1.0,1.9509956132023332
IKZF2,Ikzf2,0.9817191,98.1203,1.0,1.950951259631318
NDST2,Ndst2,0.9892329,96.9422,1.0,1.9508845860223871
ABHD17C,Abhd17c,0.99812233,95.54995,1.0,1.950821642654848
PTPN11,Ptpn11,0.99543196,95.96090000000001,1.0,1.9507327393809417
MAP3K2,Map3k2,0.99281627,96.3681,1.0,1.95072569567827
ABHD17B,Abhd17b,0.9815946,98.11394999999999,1.0,1.9506841341568695
KBTBD4,Kbtbd4,0.9877408,97.13220000000001,1.0,1.9504421594952084
PSMC3,Psmc3,0.9758828,98.97954999999999,1.0,1.950424169583166
KIF1B,Kif1b,0.9877202,97.13210000000001,1.0,1.9504078172625112
DDAH2,Ddah2,0.9895486,96.8421,1.0,1.9503571456116486
EPHB2,Ephb2,0.9737439,99.2908,1.0,1.9501931584982102
AMPD2,Ampd2,0.9986743,95.40039999999999,1.0,1.9501634898682485
ANAPC13,Anapc13,0.99514836,95.9459,1.0,1.9501187014731833
AQP3,Aqp3,0.997696,95.5479,1.0,1.9501111113105472
ZNF146,Zfp146,0.9976549,95.5479,1.0,1.9500446621562677
COG3,Cog3,0.9984365,95.4106,1.0,1.9498847778500965
GNAT3,Gnat3,0.9979801,95.4802,1.0,1.9498685098022928
RPL27,Rpl27,0.96894175,100.0,1.0,1.9497823046484193
COPG2,Copg2,0.9988246,95.33635000000001,1.0,1.9497424086625625
MAP2K6,Map2k6,0.99366146,96.13435,1.0,1.9496686114721329
SLC30A7,Slc30a7,0.99437875,96.0219,1.0,1.9496624018991775
CHMP7,Chmp7,0.99793607,95.4597,1.0,1.9495847759986003
CBX5,Cbx5,0.98221517,97.9058,1.0,1.9495293167756818
PLRG1,Plrg1,0.9968577,95.61840000000001,1.0,1.9494867310158344
DRD2,Drd2,0.9969346,95.6033,1.0,1.949454501062626
MYF6,Myf6,0.9978761,95.4545,1.0,1.9494339039441329
SCUBE3,Scube3,0.998588,95.3419,1.0,1.9494174247672813
SESTD1,Sestd1,0.97884774,98.4195,1.0,1.9494110943755478
CERS6,Cers6,0.99812365,95.4082,1.0,1.949354088449291
CLASP1,Clasp1,0.9867149,97.1836,1.0,1.9493164414921789
HOXA2,Hoxa2,0.99786395,95.44305,1.0,1.9492955446500375
SDF2,Sdf2,0.995981,95.7346,1.0,1.9492740922866036
SLC25A44,Slc25a44,0.9931323,96.1783,1.0,1.9492687637990778
CCT6A,Cct6a,0.9927677,96.2335,1.0,1.949251613357644
YWHAZ,Ywhaz,0.971214,99.5918,1.0,1.9492237174653801
CALB2,Calb2,0.9922389,96.31,1.0,1.9491898317099272
HOXA6,Hoxa6,0.9975259,95.48435,1.0,1.949177201805528
CAND1,Cand1,0.9721442,99.4309,1.0,1.9490593959937668
SEMA6D,Sema6d,0.9983073,95.3402,1.0,1.9489459721696383
NIPBL,Nipbl,0.9965088,95.619,1.0,1.9489288616529672
RSPO2,Rspo2,0.9868763,97.1193,1.0,1.9489107143655255
NMT1,Nmt1,0.98908776,96.7742,1.0,1.948908075505822
STRAP,Strap,0.9960666,95.684,1.0,1.948887858117292
SNX30,Snx30,0.9969857,95.53275,1.0,1.948805643380659
CASTOR2,Castor2,0.9858739,97.2644,1.0,1.9487944880931043
ADRA1B,Adra1b,0.99630946,95.6354,1.0,1.948776613186812
TCF21,Tcf21,0.9969564,95.5307,1.0,1.948737017333767
FBXO45,Fbxo45,0.9985284,95.27175,1.0,1.9485937381647331
SMARCA5,Smarca5,0.98308504,97.67005,1.0,1.9484913980540597
GALNT7,Galnt7,0.99834996,95.2816,1.0,1.9484073686197698
SNRPD3,Snrpd3,0.96803874,100.0,1.0,1.94832234720789
SNX12,Snx12,0.9981938,95.295,1.0,1.948293827669691
LIMD2,Limd2,0.995665,95.68775,1.0,1.9482774448351812
HAS3,Has3,0.9917589,96.2964,1.0,1.9482727760576282
ITPR3,Itpr3,0.9985426,95.2382,1.0,1.9482688441060438
MCM5,Mcm5,0.9959404,95.6403,1.0,1.948230732924551
PPP1R8,Ppp1r8,0.9990316,95.1567,1.0,1.9482144375390305
NPRL2,Nprl2,0.9747148,98.9474,1.0,1.948202448137879
RAB8B,Rab8b,0.9819499,97.8154,1.0,1.9481631540742232
ASTN1,Astn1,0.97979504,98.1453,1.0,1.9480997057783442
DRP2,Drp2,0.9986985,95.1933,1.0,1.9480553672878471
FZD4,Fzd4,0.9955051,95.6902,1.0,1.948044325693586
ARPC3,Arpc3,0.9969989,95.45275,1.0,1.9479975309785957
BARX1,Barx1,0.99822897,95.2584,1.0,1.947971214306898
CSE1L,Cse1l,0.9737186,99.0731,1.0,1.9478951032944214
KCNV1,Kcnv1,0.9977947,95.3149,1.0,1.9478549022799525
ZDHHC2,Zdhhc2,0.9982707,95.2253,1.0,1.9476954955414683
TRPV4,Trpv4,0.99854946,95.178,1.0,1.9476557711962132
TESC,Tesc,0.98550797,97.1963,1.0,1.9474967917795216
FAM168A,Fam168a,0.987243,96.9231,1.0,1.9474693478090201
UBE2K,Ube2k,0.9674602,100.0,1.0,1.9473869823972634
KCNJ2,Kcnj2,0.99820536,95.20485,1.0,1.947377826825736
EHD3,Ehd3,0.9866199,97.0093,1.0,1.9473556762285664
CRK,Crk,0.9695068,99.6711,1.0,1.947285767588878
VPS41,Vps41,0.9946952,95.73885,1.0,1.9472393170510807
CREB5,Creb5,0.9882953,96.7341,1.0,1.9472110880540816
COL2A1,Col2a1,0.99832505,95.158,1.0,1.9470855889127063
SERTM1,Sertm1,0.99714667,95.3271,1.0,1.9469336799735775
PTPRT,Ptprt,0.9773082,98.41725,1.0,1.9468986873765832
PI4KB,Pi4kb,0.9865268,96.97405,1.0,1.9468396770990477
WDR59,Wdr59,0.9980298,95.17920000000001,1.0,1.9468280434763994
CPS1,Cps1,0.99863315,95.0769,1.0,1.9467428563294809
LRRC57,Lrrc57,0.99388343,95.8159,1.0,1.946725741129275
ZBTB2,Zbtb2,0.9982206,95.1362,1.0,1.9466906913787057
CAMK2N1,Camk2n1,0.9834716,97.4359,1.0,1.9466886683888007
RPRD1A,Rprd1a,0.97721535,98.3974,1.0,1.9465427622832354
LRRTM2,Lrrtm2,0.97873545,98.15719999999999,1.0,1.9465099760877282
CPEB4,Cpeb4,0.98500484,97.16825,1.0,1.9463925202081873
RAB28,Rab28,0.9958269,95.4751,1.0,1.9463344078201763
SPRYD7,Spryd7,0.98313314,97.449,1.0,1.9462772802274757
SLC8A1,Slc8a1,0.9974238,95.21379999999999,1.0,1.946207020964465
MARCHF9,Marchf9,0.9963106,95.3789,1.0,1.9461190202600778
GPR139,Gpr139,0.99783003,95.14144999999999,1.0,1.9461136633023666
USP13,Usp13,0.9901152,96.34015,1.0,1.9460689024288098
PYGM,Pygm,0.98642695,96.9121,1.0,1.9460359346027716
UNC45B,Unc45b,0.9969283,95.2739,1.0,1.9460290396666862
CXXC1,Cxxc1,0.9982384,95.06295,1.0,1.9459600012672635
TGFBR1,Tgfbr1,0.9856155,97.0312,1.0,1.945958857666779
NFIA,Nfia,0.99742824,95.18465,1.0,1.94591196720809
KCTD6,Kctd6,0.99868274,94.98575,1.0,1.9458779729911275
CALU,Calu,0.9865063,96.88040000000001,1.0,1.9458355540802572
PRPF18,Prpf18,0.9802432,97.852,1.0,1.9457832916498512
KLHL1,Klhl1,0.99595195,95.3973,1.0,1.9457299408680295
C1QL2,C1ql2,0.9977929,95.10605,1.0,1.9456865994377253
KLHDC8A,Klhdc8a,0.99751765,95.1429,1.0,1.9456236512434593
TRIM2,Trim2,0.9947994,95.5646,1.0,1.9456011303306624
INTS5,Ints5,0.9987249,94.9436,1.0,1.9455091174819106
EIF3M,Eif3m,0.96971387,99.4652,1.0,1.9454857451318701
TENM2,Tenm2,0.9754204,98.574,1.0,1.9454717641439516
UPF2,Upf2,0.98466116,97.12725,1.0,1.945411774430076
SOS2,Sos2,0.99726045,95.15950000000001,1.0,1.945379930229976
CHUK,Chuk,0.9980472,95.0336,1.0,1.9453465694351073
ABCA1,Abca1,0.9973433,95.1349,1.0,1.9452588224136607
PLPPR4,Plppr4,0.99254155,95.88005000000001,1.0,1.9452213510437106
PIWIL1,Piwil1,0.99475,95.53105,1.0,1.9451734098434534
SLITRK1,Slitrk1,0.99637705,95.27324999999999,1.0,1.9451310571361866
LAMTOR3,Lamtor3,0.9815787,97.5806,1.0,1.9451285631716466
CETN2,Cetn2,0.9938916,95.65295,1.0,1.9450494565426488
FMNL3,Fmnl3,0.9991989,94.81935,1.0,1.94498722005841
