rhesus_macaque gene name,commonmarmoset gene name,correlation,identical_scores,orthology confidence,combo_score
JOSD1,JOSD1,0.9989835,99.505,1.0,1.9928301089398082
ATL1,ATL1,0.9992003,99.4624,1.0,1.9927848074557006
GNAZ,GNAZ,0.9993449,99.4366,1.0,1.9927823410559233
CAP1,CAP1,0.9997055,99.3684,1.0,1.9927351948766532
PELI1,PELI1,0.99883884,99.5215,1.0,1.99273370592899
PLCL2,PLCL2,0.9986183,99.5563,1.0,1.992689156867058
TMEM11,TMEM11,0.9990385,99.4792,1.0,1.9926594077283957
NR6A1,NR6A1,0.9996248,99.375,1.0,1.9926537563268067
FCF1,FCF1,0.99893934,99.4949,1.0,1.992639941253271
CHST11,CHST11,0.9976881,99.7159,1.0,1.992637387439596
ONECUT1,ONECUT1,0.99972785,99.3548,1.0,1.992632741220503
CDH10,CDH10,0.99965954,99.3655,1.0,1.9926181043142257
ACTN4,ACTN4,0.99668944,99.8902,1.0,1.9926131754857053
PSMB2,PSMB2,0.9960614,100.0,1.0,1.9925999214328411
GOLPH3,GOLPH3,0.9998486,99.3289,1.0,1.9925844316672778
PHOX2B,PHOX2B,0.9996376,99.3631,1.0,1.9925514237030537
MEOX2,MEOX2,0.99976456,99.3399,1.0,1.9925434454896522
GNB1,GNB1,0.99601454,100.0,1.0,1.992511936128452
PSMD1,PSMD1,0.9995557,99.37334999999999,1.0,1.9925064913793493
TBX3,TBX3,0.9997886,99.327,1.0,1.992451598316443
TMCC1,TMCC1,0.99988043,99.3104,1.0,1.9924477447269258
HSPA5,HSPA5,0.9994298,99.3884,1.0,1.9924299149738984
HNRNPR,HNRNPR,0.99818975,99.60655,1.0,1.99241810756912
MAP3K3,MAP3K3,0.9985287,99.5434,1.0,1.9923839368814131
XPO6,XPO6,0.9994624,99.3778,1.0,1.9923785639467817
DLG1,DLG1,0.999603,99.3521,1.0,1.9923696489649156
POLR2I,POLR2I,0.99593806,100.0,1.0,1.992368335699949
NCKAP1,NCKAP1,0.99990815,99.2961,1.0,1.9923479405897333
GRIP1,GRIP1,0.9999349,99.2908,1.0,1.9923418862121303
DYRK2,DYRK2,0.99967355,99.3344,1.0,1.992314158701324
HS3ST4,HS3ST4,0.99962807,99.3421,1.0,1.9923105308576299
GTF3C3,GTF3C3,0.999408,99.38034999999999,1.0,1.9923034998472042
GPR22,GPR22,0.9998134,99.3072,1.0,1.9922879069953532
AIDA,AIDA,0.9958855,100.0,1.0,1.9922696479577664
GALNTL6,GALNTL6,0.9996488,99.3344,1.0,1.992267687589851
DET1,DET1,0.9989079,99.4652,1.0,1.992265524389151
LAMTOR3,LAMTOR3,0.995879,100.0,1.0,1.9922574434234401
SP8,SP8,0.99975663,99.31045,1.0,1.992215826238814
ONECUT2,ONECUT2,0.999775,99.30635,1.0,1.9922067802069183
CMAS,CMAS,0.99975765,99.3088,1.0,1.992200220052427
DYNC1I1,DYNC1I1,0.9984778,99.5349,1.0,1.9921981044407695
KLF3,KLF3,0.9990991,99.4203,1.0,1.9921477321028092
DLX6,DLX6,0.99968594,99.31505,1.0,1.9921319446603558
FOXG1,FOXG1,0.9998633,99.2836,1.0,1.9921309917311678
LMBRD2,LMBRD2,0.9998345,99.2806,1.0,1.9920450592387873
ATP6V1E1,ATP6V1E1,0.99576426,100.0,1.0,1.9920420052282726
TRIM24,TRIM24,0.9989865,99.4286,1.0,1.992024449763484
TMEM121,TMEM121,0.9993078,99.3711,1.0,1.9920171364534447
SLITRK3,SLITRK3,0.999792,99.285,1.0,1.9920119839857442
PTPRD,PTPRD,0.9989681,99.4301,1.0,1.9920058300518435
SIX1,SIX1,0.9997226,99.2958,1.0,1.991996362373515
CORO2B,CORO2B,0.99983764,99.27170000000001,1.0,1.9919564458166166
KIF2A,KIF2A,0.99799293,99.5968,1.0,1.9919450189637844
METTL3,METTL3,0.99861723,99.4828,1.0,1.991906650891263
POU4F1,POU4F1,0.99970776,99.28965,1.0,1.991903191597554
ELAVL3,ELAVL3,0.9956807,100.0,1.0,1.9918851112454572
RNF24,RNF24,0.99567884,100.0,1.0,1.991881618871019
MAP3K2,MAP3K2,0.9997863,99.2737,1.0,1.9918812867831202
LBX1,LBX1,0.9996843,99.2883,1.0,1.9918448069589947
VAMP4,VAMP4,0.9996511,99.2908,1.0,1.991809017467241
METTL14,METTL14,0.9993462,99.3421,1.0,1.9917812859206245
GRIN2D,GRIN2D,0.99985206,99.2515,1.0,1.9917690171907227
EYA1,EYA1,0.9974351,99.6779,1.0,1.991758827193193
BCLAF1,BCLAF1,0.9998671,99.24510000000001,1.0,1.9917292949688155
MITF,MITF,0.99881595,99.42965000000001,1.0,1.9917153715149947
KCNJ8,KCNJ8,0.9995904,99.2924,1.0,1.9917120363020198
GTPBP1,GTPBP1,0.99980885,99.2526,1.0,1.9916995661080743
LRRC73,LRRC73,0.99915856,99.3671,1.0,1.991694444322366
PKNOX2,PKNOX2,0.99796736,99.5763,1.0,1.9916793185857533
POU4F2,POU4F2,0.999708,99.2647,1.0,1.9916386980333713
SNAPIN,SNAPIN,0.9996913,99.2647,1.0,1.9916073417682563
ZSWIM8,ZSWIM8,0.9998264,99.24,1.0,1.9915987188784667
SP5,SP5,0.99979025,99.2462,1.0,1.9915966807269767
MMGT1,MMGT1,0.99984074,99.2366,1.0,1.9915895393393046
PATZ1,PATZ1,0.99879,99.4178,1.0,1.9915408120407374
BMPR1B,BMPR1B,0.99866897,99.4361,1.0,1.9915078914165734
HECTD4,HECTD4,0.999191,99.34344999999999,1.0,1.9915042148510729
MTCH2,MTCH2,0.9973344,99.67,1.0,1.9914858606468457
PRKD3,PRKD3,0.99925137,99.3258,1.0,1.9914301413593922
RCBTB1,RCBTB1,0.9996938,99.2467,1.0,1.9914208937166507
UNC50,UNC50,0.9997372,99.2278,1.0,1.991301683245104
POLR2A,POLR2A,0.9956515,99.9492,1.0,1.9912908392305737
PLAG1,PLAG1,0.99987364,99.2,1.0,1.9912626574492212
HOXB5,HOXB5,0.99952155,99.2565,1.0,1.9912015398132303
CALB1,CALB1,0.99964297,99.2337,1.0,1.9911874071836362
CDK13,CDK13,0.9996002,99.23920000000001,1.0,1.9911655058793245
KCNK4,KCNK4,0.9995995,99.2366,1.0,1.9911365821299416
ANKRD17,ANKRD17,0.99915785,99.3085,1.0,1.9910708374754944
ANKRD34A,ANKRD34A,0.9998032,99.1936,1.0,1.9910624362128204
ELMO2,ELMO2,0.9983233,99.4536,1.0,1.991044686881505
SLC17A6,SLC17A6,0.99814105,99.4845,1.0,1.9910306177924835
ARHGAP35,ARHGAP35,0.999748,99.1995,1.0,1.99102144368593
GRIK1,GRIK1,0.996993,99.6839,1.0,1.9909924451313659
SP9,SP9,0.99927723,99.27709999999999,1.0,1.990961551050403
ADO,ADO,0.9993718,99.2593,1.0,1.9909500993346245
ASTN1,ASTN1,0.99867177,99.3818,1.0,1.990936536742908
LYPLA2,LYPLA2,0.99516976,100.0,1.0,1.9909257597425887
NKX6-1,NKX6-1,0.99979657,99.1803,1.0,1.9909087548115028
RNF182,RNF182,0.99973613,99.1903,1.0,1.9909014614758473
PDS5B,PDS5B,0.9998205,99.1713,1.0,1.9908581152223954
ATP6V0A1,ATP6V0A1,0.99848115,99.4067,1.0,1.9908430379344924
CDC73,CDC73,0.99617153,99.8117,1.0,1.990807145016429
ARL14EP,ARL14EP,0.9994523,99.2308,1.0,1.9907986061346934
TRA2A,TRA2A,0.9950823,100.0,1.0,1.9907615430391776
STX18,STX18,0.99761283,99.5518,1.0,1.9907534800906264
NTN1,NTN1,0.9997592,99.1722,1.0,1.990752574180759
TFIP11,TFIP11,0.99979526,99.1637,1.0,1.9907300196331936
KLF9,KLF9,0.9996992,99.1803,1.0,1.990725930887296
TRRAP,TRRAP,0.99890006,99.31479999999999,1.0,1.9906537053802604
PRPF38A,PRPF38A,0.9950079,100.0,1.0,1.990621848061659
TBPL1,TBPL1,0.9950045,100.0,1.0,1.9906154641513962
XAB2,XAB2,0.9969889,99.6491,1.0,1.990615205486983
EPHA5,EPHA5,0.99935174,99.2293,1.0,1.9905938640919576
ZNF24,ZNF24,0.9995963,99.1848,1.0,1.9905805092466258
VPS39,VPS39,0.9994541,99.2099,1.0,1.9905800486319847
RABGAP1,RABGAP1,0.99921435,99.2516,1.0,1.990572701616654
RYR2,RYR2,0.99964815,99.17384999999999,1.0,1.9905615857653136
KCNQ5,KCNQ5,0.9997185,99.1588,1.0,1.9905338603427918
GALNT7,GALNT7,0.9984031,99.3912,1.0,1.9905318950526176
ZNF711,ZNF711,0.9995101,99.1951,1.0,1.9905280341043459
SLC1A6,SLC1A6,0.99796134,99.4681,1.0,1.9905190388885834
LIN7A,LIN7A,0.9949458,100.0,1.0,1.990505247818327
EMSY,EMSY,0.99959564,99.1773,1.0,1.9904996274739577
PCGF2,PCGF2,0.99986947,99.1279,1.0,1.990489197457395
ABCG4,ABCG4,0.9993068,99.226,1.0,1.9904744411003141
MMD,MMD,0.99967587,99.1597,1.0,1.9904633744789821
RBM22,RBM22,0.99626917,99.7619,1.0,1.990461649412504
CGGBP1,CGGBP1,0.99830073,99.4012,1.0,1.9904458730824546
SOX9,SOX9,0.9993494,99.2141,1.0,1.990428061572395
EGLN3,EGLN3,0.9996308,99.1632,1.0,1.9904159166356648
VIM,VIM,0.99973476,99.1416,1.0,1.9903817435561346
NFIB,NFIB,0.9998514,99.12095,1.0,1.9903814667620945
TUBA1A,TUBA1A,0.9992143,99.23125,1.0,1.9903565109688688
EIF4A1,EIF4A1,0.99486035,100.0,1.0,1.9903448051324535
KCNA4,KCNA4,0.9996268,99.15715,1.0,1.9903441611682928
SRPRA,SRPRA,0.9997064,99.13735,1.0,1.990283363459676
SCN8A,SCN8A,0.9985185,99.34575000000001,1.0,1.9902659386666701
ROCK1,ROCK1,0.9998233,99.1137,1.0,1.9902517178297972
JRKL,JRKL,0.99964744,99.1405,1.0,1.990206108813306
VANGL2,VANGL2,0.9969574,99.6161,1.0,1.9902056332466906
FMNL2,FMNL2,0.9988856,99.27345,1.0,1.990187459098204
POMP,POMP,0.9987873,99.2908,1.0,1.9901871287363182
LEF1,LEF1,0.9961294,99.7585,1.0,1.9901631097525703
UBTF,UBTF,0.9962377,99.7382,1.0,1.9901508902541871
NEURL1B,NEURL1B,0.99781334,99.4595,1.0,1.9901498275807388
CLIP2,CLIP2,0.9996043,99.1396,1.0,1.9901155511526296
PPP2R3C,PPP2R3C,0.9997299,99.117,1.0,1.9901113907785652
ATF2,ATF2,0.99473256,100.0,1.0,1.9901048639876002
MSANTD4,MSANTD4,0.99964577,99.1304,1.0,1.9900957212288488
DDX1,DDX1,0.99854046,99.3243,1.0,1.9900793935434233
SF3B2,SF3B2,0.9981908,99.38585,1.0,1.990076464504623
WDR7,WDR7,0.9984915,99.3289,1.0,1.9900363126620282
MCC,MCC,0.9997176,99.11105,1.0,1.9900251129602426
PSMC5,PSMC5,0.99468595,100.0,1.0,1.9900173480883776
SEPTIN7,SEPTIN7,0.9966228,99.65645,1.0,1.990005858253485
NTNG1,NTNG1,0.999541,99.1394,1.0,1.9899945739633513
USP9X,USP9X,0.999611,99.1231,1.0,1.9899529176164252
RPL22L1,RPL22L1,0.99927306,99.1803,1.0,1.9899258016168686
KAT7,KAT7,0.99555343,99.8363,1.0,1.9899078152241723
PDE4D,PDE4D,0.9988222,99.2583,1.0,1.989907540011088
RSPRY1,RSPRY1,0.9975675,99.4792,1.0,1.9898974277293369
GNB3,GNB3,0.99959433,99.1176,1.0,1.9898632131483758
PSMC3,PSMC3,0.99459374,100.0,1.0,1.989844212686805
HOXC13,HOXC13,0.99973345,99.0881,1.0,1.9898111670661236
SPTAN1,SPTAN1,0.9997788,99.07715,1.0,1.9897800390504852
TRIM46,TRIM46,0.9990294,99.2095,1.0,1.9897783755330203
GPR26,GPR26,0.9995914,99.1098,1.0,1.989774883475076
TANC2,TANC2,0.9983332,99.3263,1.0,1.989711475895751
UBE4A,UBE4A,0.99900925,99.2063,1.0,1.98970656065825
COL2A1,COL2A1,0.9981277,99.3609,1.0,1.989693042447482
TIA1,TIA1,0.9974395,99.4819,1.0,1.9896857635996335
ATG16L1,ATG16L1,0.9981132,99.359,1.0,1.989645640836931
HSPD1,HSPD1,0.99941623,99.1274,1.0,1.9896328751640615
CHMP7,CHMP7,0.9994723,99.117,1.0,1.9896277156951137
RXRB,RXRB,0.99605626,99.7205,1.0,1.9896222583590772
WDTC1,WDTC1,0.99865246,99.2614,1.0,1.9896217515970986
RCE1,RCE1,0.9979118,99.3921,1.0,1.9896189771247847
OXSR1,OXSR1,0.99768716,99.4307,1.0,1.9896070820399259
HERC1,HERC1,0.9995899,99.0942,1.0,1.9896064105545774
LMX1B,LMX1B,0.9993857,99.12935,1.0,1.9895962584663294
HNRNPD,HNRNPD,0.99924,99.1549,1.0,1.98959400473194
VAT1L,VAT1L,0.99849313,99.284,1.0,1.9895625798261132
CLIP3,CLIP3,0.9996065,99.0859,1.0,1.9895494413100072
ABCF2,ABCF2,0.99624586,99.6795,1.0,1.9895428760020457
HOXC5,HOXC5,0.9995216,99.0991,1.0,1.9895302021912307
VPS50,VPS50,0.9996948,99.0664,1.0,1.9895081646029023
TMEM170B,TMEM170B,0.99868894,99.2424,1.0,1.9894884860899726
EHD3,EHD3,0.9996849,99.0654,1.0,1.989478957152576
LHX9,LHX9,0.9958157,99.7481,1.0,1.9894636624901132
SOX5,SOX5,0.99779034,99.3954,1.0,1.989425964037677
MED18,MED18,0.9997844,99.0385,1.0,1.9893801291544702
LMNB1,LMNB1,0.9986395,99.2328,1.0,1.9892937140691898
RNF128,RNF128,0.9995807,99.0654,1.0,1.989283309079223
DLGAP3,DLGAP3,0.9983344,99.285,1.0,1.989275164103604
KCTD8,KCTD8,0.9996677,99.04769999999999,1.0,1.9892587056755797
DMTF1,DMTF1,0.99985063,99.01515,1.0,1.989256530187188
SH3BGRL2,SH3BGRL2,0.9995638,99.0654,1.0,1.9892515772899748
RASSF8,RASSF8,0.999675,99.0453,1.0,1.9892469266926693
TLN1,TLN1,0.99979305,99.0227,1.0,1.98922859028258
LRRC8C,LRRC8C,0.997079,99.5019,1.0,1.9892212614644378
KIF5A,KIF5A,0.9988947,99.18025,1.0,1.9892148541115553
DENND5A,DENND5A,0.9992855,99.10919999999999,1.0,1.9891941479100341
IPO9,IPO9,0.99938434,99.08785,1.0,1.9891530161641306
DNAJC5,DNAJC5,0.9942171,100.0,1.0,1.9891370256393233
GDF11,GDF11,0.99975455,99.0196,1.0,1.98912338296917
HNRNPU,HNRNPU,0.99695104,99.5152,1.0,1.9891222339003756
CAMSAP2,CAMSAP2,0.99952424,99.0598,1.0,1.9891178321843164
MORF4L1,MORF4L1,0.9973199,99.4475,1.0,1.9890959063706721
AAMP,AAMP,0.99680007,99.5392,1.0,1.9890936256461864
B4GAT1,B4GAT1,0.99964315,99.0361,1.0,1.9890894296216888
ZBTB2,ZBTB2,0.9996911,99.0272,1.0,1.9890849523815421
NACC1,NACC1,0.9995535,99.0512,1.0,1.9890814479156513
EYA4,EYA4,0.9994093,99.0741,1.0,1.989053870247057
INTS8,INTS8,0.9992702,99.0955,1.0,1.9890199399352517
MTSS1,MTSS1,0.99910265,99.1239,1.0,1.9890069243556707
B3GAT1,B3GAT1,0.99903744,99.1354,1.0,1.9890066032780465
KCNK9,KCNK9,0.99977803,99.002,1.0,1.9889805750014233
ATXN2L,ATXN2L,0.9995304,99.04419999999999,1.0,1.9889637418381163
ANKRA2,ANKRA2,0.99953306,99.0415,1.0,1.9889400649935967
FGF12,FGF12,0.99410707,100.0,1.0,1.9889304310374905
TRHR,TRHR,0.9997742,98.995,1.0,1.9888990506741138
BORCS7,BORCS7,0.999415,99.0566,1.0,1.9888787400844505
ATRNL1,ATRNL1,0.9987919,99.1652,1.0,1.9888620186707895
PHF21A,PHF21A,0.99904245,99.1189,1.0,1.9888407965629176
GPS2,GPS2,0.9992349,99.0826,1.0,1.9888166747517473
TAB2,TAB2,0.9989267,99.1342,1.0,1.9887859327586561
MON2,MON2,0.99879336,99.15635,1.0,1.9887707817961873
RAB3D,RAB3D,0.99917656,99.0868,1.0,1.9887517341862138
TMEM168,TMEM168,0.99643624,99.5696,1.0,1.9887333086938408
MB21D2,MB21D2,0.99975115,98.9817,1.0,1.9887145387414678
PYGO2,PYGO2,0.9995474,99.0123,1.0,1.9886569151064148
TMEM33,TMEM33,0.9973944,99.39189999999999,1.0,1.9886453723912698
ANKRD50,ANKRD50,0.9998714,98.9503,1.0,1.9886068858463553
NPEPPS,NPEPPS,0.99696887,99.4571,1.0,1.9885387476435126
BRINP2,BRINP2,0.99967337,98.9783,1.0,1.9885323927865932
PTCHD4,PTCHD4,0.9982626,99.2257,1.0,1.988510643899601
GPR27,GPR27,0.9991357,99.0681,1.0,1.9884764391985332
HUWE1,HUWE1,0.99902505,99.0853,1.0,1.9884513273705668
ZBTB16,ZBTB16,0.9988922,99.1085,1.0,1.988448246398248
SNAPC5,SNAPC5,0.999598,98.9796,1.0,1.988404681224487
UBASH3B,UBASH3B,0.9973053,99.3837,1.0,1.9883910005429222
GDAP2,GDAP2,0.9995017,98.994,1.0,1.988376780037008
KCTD3,KCTD3,0.99797463,99.2638,1.0,1.9883745295951223
VPS37D,VPS37D,0.99829215,99.2032,1.0,1.9883271999611822
TTC7B,TTC7B,0.9977985,99.29005000000001,1.0,1.988322573167896
NIPBL,NIPBL,0.99821085,99.2154,1.0,1.9883041012710643
SAP130,SAP130,0.9995143,98.9843,1.0,1.9882974337017432
HOXD13,HOXD13,0.9995258,98.9813,1.0,1.988287169322186
RBPJ,RBPJ,0.99828833,99.2,1.0,1.9882860466318806
TAGLN,TAGLN,0.9993885,99.005,1.0,1.9882810424407737
RAP1A,RAP1A,0.99376094,100.0,1.0,1.9882805301965152
GAL3ST3,GAL3ST3,0.9996685,98.95485,1.0,1.9882742330894148
UNK,UNK,0.99862665,99.1358,1.0,1.98823954308713
GNAI2,GNAI2,0.9953311,99.7183,1.0,1.988237321144608
ZER1,ZER1,0.9981651,99.2167,1.0,1.9882320048330726
ARFGEF1,ARFGEF1,0.99831814,99.1888,1.0,1.9882230856396648
HSP90B1,HSP90B1,0.9979388,99.2537,1.0,1.9882000024887292
RAB39A,RAB39A,0.9989225,99.0783,1.0,1.9881844443311523
NDST2,NDST2,0.9984997,99.1511,1.0,1.9881636499314144
RHOT1,RHOT1,0.99895334,99.0691,1.0,1.9881446552996964
UBE2S,UBE2S,0.99878097,99.0991,1.0,1.988139579997687
CRTC1,CRTC1,0.99802834,99.2308,1.0,1.9881249494117432
KAT5,KAT5,0.9953262,99.708,1.0,1.9881187450442537
TNMD,TNMD,0.99544257,99.68455,1.0,1.9880882280765695
TXNIP,TXNIP,0.999437,98.977,1.0,1.9880747748824132
SUV39H1,SUV39H1,0.9996463,98.9376,1.0,1.9880493720616728
CA7,CA7,0.99792224,99.2424,1.0,1.9880489143256772
GAN,GAN,0.99930155,98.995,1.0,1.9880115932665303
FBXL16,FBXL16,0.9983249,99.1649,1.0,1.9879819841182456
EMX1,EMX1,0.9994446,98.9655,1.0,1.987966926233494
VEZF1,VEZF1,0.9984051,99.14775,1.0,1.9879504533472319
SFPQ,SFPQ,0.9987744,99.0813,1.0,1.9879382257277922
ASB8,ASB8,0.99944836,98.9583,1.0,1.9878975292458887
GNE,GNE,0.9973095,99.336,1.0,1.9878923599760538
SND1,SND1,0.99852455,99.1209,1.0,1.987889614831691
UBP1,UBP1,0.9977327,99.2593,1.0,1.9878724913016828
ST8SIA5,ST8SIA5,0.9962776,99.5146,1.0,1.9878513976359091
POU3F1,POU3F1,0.9991613,99.00345,1.0,1.987837987566663
POLR2B,POLR2B,0.999999,98.85175000000001,1.0,1.9877999672278834
ZDHHC21,ZDHHC21,0.9998847,98.8679,1.0,1.9877568521284636
PPIP5K2,PPIP5K2,0.99967647,98.9045,1.0,1.9877545307872522
SLC8A1,SLC8A1,0.9992922,98.9723,1.0,1.9877529860830732
SMAD9,SMAD9,0.9958725,99.5717,1.0,1.9876971187318788
CLTC,CLTC,0.9972654,99.32275,1.0,1.9876688550786845
PHF6,PHF6,0.9949658,99.726,1.0,1.9876331926596504
ZNF428,ZNF428,0.99932694,98.9529,1.0,1.987612205913694
TOP2B,TOP2B,0.99914986,98.98179999999999,1.0,1.9875866061120386
SGF29,SGF29,0.99532104,99.6587,1.0,1.9875855395387763
ARHGEF7,ARHGEF7,0.9986357,99.0719,1.0,1.9875779810875476
PAQR4,PAQR4,0.9995894,98.9011,1.0,1.9875549417363945
KIF3B,KIF3B,0.9975347,99.2633,1.0,1.987543198432848
FBXL7,FBXL7,0.9968068,99.389,1.0,1.9875112873715408
ATP6V1A,ATP6V1A,0.99929315,98.9474,1.0,1.9874903565798494
ITK,ITK,0.9997206,98.871,1.0,1.9874816534950284
CBLN1,CBLN1,0.9991941,98.9637,1.0,1.9874774680464407
ADCY8,ADCY8,0.99852425,99.08109999999999,1.0,1.9874664151171513
SLMAP,SLMAP,0.9993482,98.9349,1.0,1.9874609820257747
ENOX1,ENOX1,0.9982637,99.1266,1.0,1.9874603658137782
MPLKIP,MPLKIP,0.9996421,98.8827,1.0,1.9874585026399059
LRFN4,LRFN4,0.9990995,98.97725,1.0,1.9874437326592163
C13H2orf42,C2orf42,0.9992087,98.9547,1.0,1.9874093102565236
TAF5,TAF5,0.99962556,98.875,1.0,1.9873456804499212
RERG,RERG,0.99892956,98.995,1.0,1.9873131371551438
GNB2,GNB2,0.9990309,98.97704999999999,1.0,1.9873128040804104
AGPAT3,AGPAT3,0.9992555,98.9362,1.0,1.9873007312975344
MYO7A,MYO7A,0.9980882,99.1422,1.0,1.98729649987647
GABBR2,GABBR2,0.99743414,99.2561,1.0,1.9872779280574098
SLITRK5,SLITRK5,0.9994177,98.90344999999999,1.0,1.9872575089315974
CLCN5,CLCN5,0.99737126,99.2647,1.0,1.9872511867192983
RIMKLA,RIMKLA,0.99899536,98.977,1.0,1.9872455424916693
COL1A1,COL1A1,0.9993821,98.9071,1.0,1.987229425006844
GTF2H4,GTF2H4,0.99743867,99.24934999999999,1.0,1.987214755390299
EML5,EML5,0.99917537,98.9378,1.0,1.9871672679627816
CCDC28B,CCDC28B,0.998818,99.0,1.0,1.987156764822378
TUBA1C,TUBA1C,0.99441975,99.7773,1.0,1.9871526728895312
CLASP1,CLASP1,0.9990116,98.9631,1.0,1.9871284308715311
RANBP9,RANBP9,0.9993269,98.9058,1.0,1.987111975638646
ZMYM4,ZMYM4,0.9991539,98.93515,1.0,1.987098815081888
UBA2,UBA2,0.9997617,98.82724999999999,1.0,1.9870942422033817
PCGF1,PCGF1,0.9996732,98.8417,1.0,1.9870815174073808
MECP2,MECP2,0.9936801,99.89959999999999,1.0,1.987062595165897
HID1,HID1,0.997409,99.2386,1.0,1.9870448920734767
GINS2,GINS2,0.9992127,98.9189,1.0,1.9870366603337943
FOXJ3,FOXJ3,0.99399465,99.8392,1.0,1.9870118127997276
PRPSAP1,PRPSAP1,0.99602294,99.4805,1.0,1.9870111346615764
LRRC41,LRRC41,0.9986534,99.0148,1.0,1.987004869745735
PAK2,PAK2,0.9973879,99.2366,1.0,1.9869840362659588
ATP6V1C1,ATP6V1C1,0.9975043,99.2147,1.0,1.9869700350857873
ZDHHC22,ZDHHC22,0.9995122,98.8593,1.0,1.9869661149811977
ZNF436,ZNF436,0.998471,99.04165,1.0,1.986947512040378
TCERG1,TCERG1,0.99958277,98.84125,1.0,1.9869069456180108
ACVR1,ACVR1,0.9996891,98.8212,1.0,1.9868936819583514
TUBA4A,TUBA4A,0.99984115,98.79429999999999,1.0,1.9868935229262212
TSHZ3,TSHZ3,0.9998175,98.7974,1.0,1.9868820361152657
RCL1,RCL1,0.99755573,99.1957,1.0,1.9868648400076112
PIAS1,PIAS1,0.99992484,98.7732,1.0,1.9868265999786687
RAD21,RAD21,0.99924845,98.8906,1.0,1.9868032674102267
PCNA,PCNA,0.99513716,99.61685,1.0,1.9867958772606893
SEC13,SEC13,0.9991093,98.913,1.0,1.9867798622231247
NPR2,NPR2,0.9983606,99.0449,1.0,1.9867747344875442
MED23,MED23,0.99686897,99.3074,1.0,1.986761508180165
PLXNA2,PLXNA2,0.99798775,99.1095,1.0,1.9867606513930072
RHOBTB2,RHOBTB2,0.9974831,99.19805,1.0,1.9867534230821526
NAA25,NAA25,0.999333,98.8683,1.0,1.9867252164095617
PDE6G,PDE6G,0.999433,98.8506,1.0,1.986725022074571
STRN3,STRN3,0.99930954,98.8708,1.0,1.9867077149430903
DUSP7,DUSP7,0.9996677,98.8067,1.0,1.9866995252929187
CDC20,CDC20,0.99971896,98.7976,1.0,1.9866991391760278
ZNF398,ZNF398,0.99951345,98.83275,1.0,1.9866865274047076
DHX8,DHX8,0.99938315,98.85210000000001,1.0,1.9866473511929978
SLU7,SLU7,0.999159,98.88995,1.0,1.986628411887962
CANX,CANX,0.9995672,98.8176,1.0,1.9866265715785636
FOXF1,FOXF1,0.9994273,98.84045,1.0,1.9866065367285448
PAIP1,PAIP1,0.99815863,99.06360000000001,1.0,1.9865940868490037
B9D2,B9D2,0.9993172,98.8571,1.0,1.9865766171387893
VSX2,VSX2,0.99911636,98.892,1.0,1.986570119104543
SAFB,SAFB,0.99840057,99.0185,1.0,1.9865694412340855
LIX1L,LIX1L,0.99956,98.8131,1.0,1.9865652671839542
TNFAIP8L2,TNFAIP8L2,0.9989948,98.913,1.0,1.9865648746569167
STRIP2,STRIP2,0.99961597,98.801,1.0,1.9865418676431865
CTNND1,CTNND1,0.99897116,98.91475,1.0,1.9865390709644224
THBS1,THBS1,0.9995969,98.8034,1.0,1.986531547030863
TRAPPC13,TRAPPC13,0.9982141,99.0431,1.0,1.9864805488497108
NKX2-4,NKX2-4,0.99912107,98.88034999999999,1.0,1.9864552512810394
ARNTL,BMAL1,0.9981736,99.04560000000001,1.0,1.9864310527270983
SCAI,SCAI,0.99634624,99.36330000000001,1.0,1.9863736219503585
GNAI3,GNAI3,0.9959233,99.435,1.0,1.9863408837774168
RHEBL1,RHEBL1,0.9988993,98.9071,1.0,1.9863229097495052
FGFR2,FGFR2,0.9980943,99.0488,1.0,1.986316138226677
TMEFF2,TMEFF2,0.9942268,99.7326,1.0,1.9863157164256569
PLK2,PLK2,0.99684,99.2701,1.0,1.9863110245954863
TOB1,TOB1,0.9991603,98.8579,1.0,1.98629051366095
LRRC4B,LRRC4B,0.99945354,98.8058,1.0,1.9862878569460158
FUT8,FUT8,0.9956453,99.4783,1.0,1.9862787081808073
MYL5,MYL5,0.99922305,98.8439,1.0,1.9862596682773948
CPSF2,CPSF2,0.99974835,98.74855,1.0,1.98623346021598
SMYD2,SMYD2,0.99722856,99.19274999999999,1.0,1.9862192127875309
FBXO45,FBXO45,0.99956053,98.7744,1.0,1.9861553068008782
RHO,RHO,0.9991266,98.8506,1.0,1.9861497191026392
NYAP2,NYAP2,0.9993045,98.81864999999999,1.0,1.9861444705857414
KCNJ4,KCNJ4,0.9996163,98.7628,1.0,1.9861368412388458
HOXA1,HOXA1,0.99938685,98.80330000000001,1.0,1.9861360909094858
MYH1,MYH3,0.9955251,99.4845,1.0,1.986118856012376
ZNF652,ZNF652,0.9991265,98.84705,1.0,1.9861118338702055
VAV2,VAV2,0.9990446,98.861,1.0,1.9861061918677287
CDC34,CDC34,0.9997804,98.7288,1.0,1.9860839125950025
LYPD6,LYPD6,0.9991996,98.8304,1.0,1.9860722814953347
WASF3,WASF3,0.9993375,98.8048,1.0,1.9860593588382454
INTS7,INTS7,0.9981347,99.01425,1.0,1.9860251074533466
LZIC,LZIC,0.9955261,99.4737,1.0,1.9860060483710797
SIX6,SIX6,0.9994412,98.7805,1.0,1.9859960262618523
