crab_eating_macaque gene name,mice gene name,correlation
CDX2,Cdx2,0.99625003
LMBRD2,Lmbrd2,0.99624515
FGF7,Fgf7,0.9962439
H2BC18,H2bc23,0.99624187
MTMR3,Mtmr3,0.9962352
TUBA8,Tuba8,0.99623394
KCNC4,Kcnc4,0.99623346
BAZ2A,Baz2a,0.9962317
KCNK2,Kcnk2,0.99622506
PLEKHM2,Plekhm2,0.99622
FGF6,Fgf6,0.9962181
IGF1R,Igf1r,0.9962051
E2F8,E2f8,0.9961829
TTC17,Ttc17,0.9961817
ERBB3,Erbb3,0.9961739
ZNF207,Zfp207,0.9961739
TMEM74B,Tmem74b,0.9961735
TAF2,Taf2,0.9961643
CHRNB1,Chrnb1,0.9961611
ADGRL3,Adgrl3,0.99615747
DYRK2,Dyrk2,0.9961568
ACSL4,Acsl4,0.9961528
KLHL29,Klhl29,0.9961477
KRT25,Krt25,0.9961447
ZBTB39,Zbtb39,0.9961409
SLC5A8,Slc5a8,0.99613625
SLC26A5,Slc26a5,0.99613476
UNK,Unk,0.99612993
RFX3,Rfx3,0.9961267
BAG3,Bag3,0.9961235
OR4S2,Olfr1191-ps1,0.9961149
SLC4A10,Slc4a10,0.9961139
FBXW7,Fbxw7,0.9961072
POU2F3,Pou2f3,0.9961063
EGR1,Egr1,0.9961061
PDK3,Pdk3,0.9961058
PYGO2,Pygo2,0.99610555
TBX2,Tbx2,0.99610555
CANX,Canx,0.9961041
BAZ1B,Baz1b,0.99610037
SALL2,Sall2,0.9960996
PIP4P2,Pip4p2,0.99609566
ACTN3,Actn3,0.996082
FAM78B,Fam78b,0.9960757
NOL10,Nol10,0.99607164
STRAP,Strap,0.9960666
LRATD2,Lratd2,0.9960595
SMCR8,Smcr8,0.99605787
GABRB2,Gabrb2,0.9960497
TNIK,Tnik,0.9960453
CTNNA3,Ctnna3,0.996045
GPR34,Gpr34,0.9960436
EIF4A3,Eif4a3l2,0.9960429
LINGO4,Lingo4,0.99604154
MAPKAPK5,Gm42878,0.99604017
NANS,Nans,0.9960381
CCDC184,Ccdc184,0.996038
INPP4A,Inpp4a,0.99602383
KIF4A,Kif4,0.9960163
MATN1,Matn1,0.99601555
APOLD1,Apold1,0.99601436
ABCB4,Abcb4,0.9960092
KIAA0930,5031439G07Rik,0.9960071
NIM1K,Nim1k,0.9960012
YPEL2,Ypel2,0.9959997
GABRG2,Gabrg2,0.99599814
RBMXL1,Rbmxl1,0.99599767
ST6GALNAC5,St6galnac5,0.99599683
LIN7C,Lin7c,0.9959967
TSPAN33,Tspan33,0.9959949
APIP,Apip,0.99598706
EPAS1,Epas1,0.99598145
SDF2,Sdf2,0.995981
NEURL2,Neurl2,0.99598014
COL9A2,Col9a2,0.9959789
ZFAT,Zfat,0.9959727
INPP5A,Inpp5a,0.9959709
DOCK8,Dock8,0.99597067
NOP10,Nop10,0.9959652
PSMC4,Psmc4,0.9959631
NEUROG1,Neurog1,0.99596184
PTK7,Ptk7,0.9959594
MMP24,Mmp24,0.99595386
KLHL1,Klhl1,0.99595195
PPP1R3C,Ppp1r3c,0.9959456
PCSK2,Pcsk2,0.9959455
FEZF2,Fezf2,0.99594086
MCM5,Mcm5,0.99594027
ATP2B2,Atp2b3,0.99593747
GNG10,Gng10,0.99592954
GCN1,Gcn1,0.99592483
BCAR1,Bcar1,0.99592036
NPC1,Npc1,0.9959127
FBXO42,Fbxo42,0.9959063
CLMP,Clmp,0.99590284
FSCN3,Fscn3,0.99589896
DUSP5,Dusp5,0.9958987
MFSD5,Mfsd5,0.99589825
FEM1B,Fem1b,0.9958962
CEP76,Cep76,0.9958942
PRPS1L1,Prps1l1,0.9958801
ARHGAP31,Arhgap31,0.9958795
FAM131B,Fam131b,0.9958751
RBPJ,Rbpj,0.9958619
EDIL3,Edil3,0.9958601
SWAP70,Swap70,0.99585974
HGD,Hgd,0.9958342
RAB28,Rab28,0.9958269
FBXO40,Fbxo40,0.9958255
HES5,Hes5,0.9958232
RTP1,Rtp1,0.9958216
APLP1,Aplp1,0.9958149
BCS1L,Bcs1l,0.99580616
CNOT4,Cnot4,0.9958018
SLC25A15,Slc25a15,0.9957956
GUCY1B1,Gucy1b1,0.9957941
ACAP1,Acap1,0.99578935
RASD1,Rasd1,0.9957875
IHH,Ihh,0.9957872
ZSWIM6,Zswim6,0.99578536
NT5C1A,Nt5c1a,0.99578243
CNIH1,Cnih1,0.9957792
TUBB1,Tubb1,0.99577916
ABLIM1,Ablim1,0.9957786
RNF130,Rnf130,0.99577606
CNKSR2,Cnksr2,0.99577427
OR10G2,Olfr1510,0.99577403
FLII,Flii,0.9957666
CALCRL,Calcrl,0.9957628
GTF2B,Gtf2b,0.9957586
ZNF366,Zfp366,0.9957566
PTPRE,Ptpre,0.99575
SLC35G2,Slc35g2,0.9957487
PSD2,Psd2,0.9957381
RBM15,Rbm15,0.99573314
SPTLC2,Sptlc2,0.99573016
SCN1B,Scn1b,0.99572366
PELI1,Peli1,0.99571705
CEP135,Cep135,0.99571466
NFKBIA,Nfkbia,0.99571383
DHX36,Dhx36,0.9957061
EXOC2,Exoc2,0.99570507
AFG3L2,Afg3l2,0.995704
OR51E2,Olfr78,0.9956998
KSR2,Ksr2,0.99569136
FOXO4,Foxo4,0.9956849
FOXD3,Foxd3,0.99567646
ZBTB1,Zbtb1,0.99567187
SH3BP4,Sh3bp4,0.9956691
LIMD2,Limd2,0.995665
PPWD1,Ppwd1,0.99566066
ATP10B,Atp10b,0.9956587
SGCB,Sgcb,0.99564844
IGF2BP2,Igf2bp2,0.9956422
SEMA3G,Sema3g,0.99563426
PSMB2,Psmb2,0.9956299
GMEB1,Gmeb1,0.99562657
ZER1,Zer1,0.9956191
BPNT2,Bpnt2,0.9956159
SLC41A1,Slc41a1,0.99561554
DPP10,Dpp10,0.9956105
COL6A6,Col6a6,0.9956008
DBX1,Dbx1,0.99558115
KIFAP3,Kifap3,0.9955785
HIPK2,Hipk2,0.9955663
FHIP2B,Fam160b2,0.9955638
SLC6A3,Slc6a3,0.99555504
PLXNA3,Plxna3,0.99555105
TANC1,Tanc1,0.99554956
NOVA2,Nova2,0.9955454
POLR2B,Polr2b,0.9955452
HOXD4,Hoxd4,0.99554086
FIBIN,Fibin,0.9955396
PA2G4,Pa2g4,0.995535
ILDR2,Ildr2,0.99553037
WIPI2,Wipi2,0.99552965
MSN,Msn,0.9955235
KLHL30,Klhl30,0.99552286
RNGTT,Rngtt,0.9955158
AMIGO2,Amigo2,0.9955126
FZD4,Fzd4,0.9955051
TLK1,Tlk1,0.9954978
NKX2-5,Nkx2-5,0.9954941
ARHGAP5,Arhgap5,0.99548715
TAAR6,Taar6,0.99548686
NETO2,Neto2,0.9954868
EN2,En2,0.99548614
STOML3,Stoml3,0.995479
SELENON,Selenon,0.99547625
DDX3Y,Ddx3x,0.9954657
ZNF384,Zfp384,0.9954625
ZNF148,Zfp148,0.99546224
UBA6,Uba6,0.9954609
TXNIP,Txnip,0.9954511
RUNDC1,Rundc1,0.9954469
MAP3K7,Map3k7,0.9954429
CADPS2,Cadps2,0.99544054
PSMA2,Psma2,0.9954401
KCNH8,Kcnh8,0.99544007
TMEM117,Tmem117,0.99543965
OR6C74,Olfr821,0.9954378
MAPK8IP3,Mapk8ip3,0.99543184
PTPN11,Ptpn11,0.99543184
IFT70A,Ttc30a1,0.99542844
UNC5B,Unc5b,0.9954187
FZR1,Fzr1,0.99541855
CERT1,Cert1,0.99541354
KRT5,Krt6a,0.9954125
SYT13,Syt13,0.9954112
RIPK4,Ripk4,0.99539995
PLPPR5,Plppr5,0.99539036
GRIN2A,Grin2a,0.9953901
CHRM5,Chrm5,0.99538726
RPL15,Rpl15,0.9953867
RANBP2,Ranbp2,0.9953811
JKAMP,Jkamp,0.99537915
PER2,Per2,0.99537843
C1GALT1C1,C1galt1c1,0.99537647
FGFR2,Fgfr2,0.9953677
FBXO30,Fbxo30,0.99536735
SAV1,Sav1,0.99536115
ARHGAP1,Arhgap1,0.99535525
C9orf72,C9orf72,0.99535155
TRIM28,Trim28,0.99535024
GRM4,Grm4,0.995348
KRT16,Krt17,0.9953377
PTGER4,Ptger4,0.99533534
KDELR3,Kdelr3,0.9953348
DLL3,Dll3,0.9953294
NALF2,Tmem28,0.9953289
NVL,Nvl,0.99532795
PYGB,Pygb,0.99532557
CAVIN2,Cavin2,0.9953236
OTOGL,Otogl,0.9953201
HAPLN1,Hapln1,0.99531025
NELFCD,Nelfcd,0.99530625
YIPF5,Yipf5,0.9953032
BMP4,Bmp4,0.9952949
INSYN1,Insyn1,0.99528927
KCNJ6,Kcnj6,0.9952891
OLFML2B,Olfml2b,0.99528664
GPR6,Gpr6,0.9952809
FERMT1,Fermt1,0.99527866
TRPC7,Trpc7,0.99526656
SPOUT1,Spout1,0.9952664
WT1,Wt1,0.9952584
HOXD9,Hoxd9,0.9952522
ERBB4,Erbb4,0.99524236
TRIM66,Trim66,0.99524087
UNC5D,Unc5d,0.99522865
HPCAL1,Hpcal1,0.9952207
UBE2O,Ube2o,0.9952144
OR52M1,Olfr554,0.9952095
TRIM23,Trim23,0.99519354
RWDD2A,Rwdd2a,0.99518836
FLT3,Flt3,0.9951826
TRHDE,Trhde,0.9951739
PDZD8,Pdzd8,0.9951652
SH3PXD2A,Sh3pxd2a,0.9951629
NLGN3,Nlgn3,0.99516267
KRT75,Krt75,0.99516046
PUM1,Pum1,0.99515975
MAP3K14,Map3k14,0.9951562
SNX14,Snx14,0.99515206
GRIK2,Grik2,0.99515027
ANAPC13,Anapc13,0.99514836
PKHD1L1,Pkhd1l1,0.9951455
CS,Cs,0.99513805
CLPTM1L,Clptm1l,0.99513376
CBFB,Cbfb,0.995131
GATAD2B,Gatad2b,0.9951303
TBX4,Tbx4,0.99513
MGA,Mga,0.9951287
MYLIP,Mylip,0.9951262
DSEL,Dsel,0.9951253
ATF2,Atf2,0.99512357
INA,Ina,0.99512154
ARL14EPL,Arl14epl,0.99512106
BDNF,Bdnf,0.9951198
VAV1,Vav1,0.995117
HCRTR1,Hcrtr1,0.99511003
GABRR2,Gabrr1,0.99510795
HPCA,Hpca,0.99510455
PLPPR2,Plppr2,0.9951
COL1A1,Col1a1,0.99509037
SMAP2,Smap2,0.99508655
CNTNAP5,Cntnap5a,0.9950826
STYX,Gm14698,0.9950821
NLGN1,Nlgn1,0.9950781
CRHR1,Crhr1,0.99507576
SCIN,Scin,0.9950729
TBC1D24,Tbc1d24,0.99506366
MSMP,Msmp,0.9950631
SLC6A14,Slc6a14,0.99505687
CRYBA4,Cryba4,0.99504846
KBTBD7,Kbtbd7,0.9950458
PITPNB,Pitpnb,0.9950446
RAG2,Rag2,0.99503946
LMOD2,Lmod2,0.99503756
PRKCQ,Prkcq,0.99503744
PAPSS2,Papss2,0.99503475
ZBTB17,Zbtb17,0.99503446
ASAP2,Asap2,0.99503297
IGF2BP3,Igf2bp3,0.9950328
NRXN3,Nrxn3,0.9950245
WFIKKN2,Wfikkn2,0.9950221
GMPS,Gmps,0.99501944
ORMDL2,Ormdl2,0.99501836
ARL6IP5,Arl6ip5,0.99501467
EPHA2,Epha2,0.9950141
PPP3CB,Ppp3cb,0.9950089
THAP11,Thap11,0.9950062
SLC18A3,Slc18a3,0.99499714
PMCH,Pmch,0.9949952
SLC13A4,Slc13a4,0.9949926
HSPB8,Hspb8,0.9949912
PSMD12,Psmd12,0.9949892
CTNND1,Gm28635,0.99498075
TNPO1,Tnpo1,0.9949791
POMGNT1,Pomgnt1,0.99497825
MED12L,Med12l,0.99497557
NPTX2,Nptx2,0.99497503
ZFP91,Zfp91,0.99496275
VIPAS39,Vipas39,0.99495953
CACNA2D1,Cacna2d1,0.99495894
CLDN16,Cldn16,0.9949581
IGSF9B,Igsf9b,0.9949563
RBM8A,Rbm8a,0.9949394
PPP3R1,Ppp3r1,0.99493927
HOXB7,Hoxb7,0.9949336
HCK,Hck,0.99493223
NAP1L1,Nap1l1,0.99493164
DRD1,Drd1,0.99492896
ERO1B,Ero1b,0.9949261
MAP1LC3A,Map1lc3a,0.99490976
CHRM3,Chrm3,0.99490666
ADCY8,Adcy8,0.99490124
GPALPP1,Gpalpp1,0.99489933
ABCB7,Abcb7,0.99489176
ATP1A4,Atp1a2,0.9948875
PYGL,Pygl,0.9948865
HSPB7,Hspb7,0.99487925
FRG1,Frg1,0.9948755
PCYT1B,Pcyt1b,0.9948721
TPM2,Tpm2,0.99486876
SLC9A4,Slc9a4,0.99486744
CA5B,Car5b,0.99486715
KLHL13,Klhl13,0.9948671
ESRRB,Esrrb,0.99486023
ABCD2,Abcd2,0.99485964
HIPK3,Hipk3,0.9948596
THSD1,Thsd1,0.99485815
CNTN1,Cntn1,0.9948545
KCNC1,Kcnc1,0.9948527
SEC62,Sec62,0.9948417
OR2AP1,Olfr767,0.99483883
PRDM1,Prdm1,0.99483
PRKCB,Prkcb,0.99481326
MBOAT1,Mboat1,0.9948102
SYNPO2L,Synpo2l,0.99480945
NIP7,Nip7,0.99480623
TRIM2,Trim2,0.99479944
GPR17,Gpr17,0.9947952
GNAI3,Gnai3,0.9947854
C10orf71,3425401B19Rik,0.9947732
GPR63,Gpr63,0.99477303
OPCML,Opcml,0.9947652
UTP3,Utp3,0.99475646
PIWIL1,Piwil1,0.9947499
SNUPN,Snupn,0.99474823
DNAJC3,Dnajc3,0.99474263
SLC37A2,Slc37a2,0.9947416
MAP2K5,Map2k5,0.9947382
DOK5,Dok5,0.9947327
PROX1,Prox1,0.9947313
DNAJA2,Dnaja2,0.994728
MCM10,Mcm10,0.9947165
MIP,Mip,0.99471533
RTL6,Rtl6,0.9947079
SOX7,Sox7,0.99470085
VPS41,Vps41,0.9946952
POLE4,Pole4,0.99469
PDE1A,Pde1a,0.99468505
ADNP,Adnp,0.9946832
NUDT11,Nudt10,0.9946792
SAMM50,Samm50,0.9946748
ACO1,Aco1,0.99467206
KLC4,Klc4,0.9946719
EGR3,Egr3,0.99466634
BRD7,Brd7,0.9946636
LOX,Lox,0.9946609
LUM,Lum,0.99465424
POLA1,Pola1,0.99465257
GFM1,Gfm1,0.9946506
USP47,Usp47,0.9946471
HCN1,Hcn1,0.99462515
KRT33A,Krt33a,0.9946244
OSBPL8,Osbpl8,0.9946209
MUSK,Musk,0.99461967
WDR24,Wdr24,0.99461836
RXFP3,Rxfp3,0.9946132
DIAPH1,Diaph1,0.99461186
MACIR,Macir,0.9946062
PDIA4,Pdia4,0.9946042
LRRN2,Lrrn2,0.99459827
FGF8,Fgf8,0.99459684
CPXM1,Cpxm1,0.99459064
KCNG3,Kcng3,0.9945864
TMPRSS3,Tmprss3,0.9945799
GOLM2,Golm2,0.99457455
CALHM1,Calhm1,0.9945708
MYOZ1,Myoz1,0.99456865
TUBB4B,Tubb4b,0.99456835
STUM,Stum,0.9945622
PPP1R37,Ppp1r37,0.9945559
OR8B8,Olfr145,0.99455374
ATP12A,Atp12a,0.9945529
ARID5B,Arid5b,0.99453104
BICD1,Bicd1,0.9945294
IDE,Ide,0.9945245
GUCY2F,Gucy2f,0.9945119
TRIM59,Trim59,0.9945089
DCLK2,Dclk2,0.99450326
DPYSL2,Dpysl2,0.99450135
WWTR1,Wwtr1,0.99449754
PSMA1,Psma1,0.99449706
GSDMA,Gsdma,0.9944842
STMN3,Stmn3,0.9944815
MC3R,Mc3r,0.9944813
APOBEC2,Apobec2,0.99448085
SMAD9,Smad9,0.9944779
THOC5,Thoc5,0.9944628
ADAM19,Adam19,0.9944613
MYL6B,Myl6b,0.99444777
SLC35F1,Slc35f1,0.99444497
TMEM174,Tmem174,0.99444294
MYH10,Myh10,0.99444246
MIOS,Mios,0.9944409
CPLANE2,Cplane2,0.9944396
RNF26,Gm49380,0.9944396
SIAH3,Siah3,0.99443907
PSMD14,Psmd14,0.994435
DPY19L1,Dpy19l1,0.9944278
CNOT7,Cnot7,0.99442476
PSMB4,Psmb4,0.9944239
WNT10B,Wnt10b,0.99442035
NSA2,Nsa2,0.9944179
BNC1,Bnc1,0.99441504
SLC5A1,Slc5a1,0.994412
PLXDC2,Plxdc2,0.9944086
CACNB1,Cacnb1,0.9943956
ETFDH,Etfdh,0.99439484
PDE2A,Gm45837,0.99438846
SLC30A7,Slc30a7,0.99437875
MRAS,Mras,0.9943772
ARHGEF3,Arhgef3,0.99437505
CREB1,Creb1,0.99437475
ATR,Atr,0.99437267
CLPTM1,Clptm1,0.9943703
IQSEC2,Iqsec2,0.99436337
MFAP1,Mfap1a,0.99435455
LRRC75A,Lrrc75a,0.99435025
PSMC1,Psmc1,0.9943502
CYP51A1,Cyp51,0.99434173
IGFBP5,Igfbp5,0.9943408
FNDC7,Fndc7,0.99433774
PPP1CA,Ppp1ca,0.99433386
SHKBP1,Shkbp1,0.994328
KCNAB3,Kcnab3,0.9943187
SPRY4,Spry4,0.99431866
PPP1R3B,Ppp1r3b,0.9943179
HOXB1,Hoxb1,0.99430823
RLF,Rlf,0.99430615
TOB1,Tob1,0.99430215
SNX3,Snx3,0.994302
SYT4,Syt4,0.9942978
LTV1,Ltv1,0.9942972
MYO1A,Myo1a,0.9942968
TAF7,Taf7,0.9942943
BRIP1,Brip1,0.994294
GFPT2,Gfpt2,0.99428666
OR5M9,Olfr1034,0.9942863
HNRNPA3,Hnrnpa3,0.9942855
HTR1D,Htr1d,0.9942808
HOXB2,Hoxb2,0.9942741
OR2W1,Olfr263,0.9942723
DDX25,Ddx25,0.99427146
SPAG6,Spag6l,0.9942701
MCM8,Mcm8,0.99426734
MAP3K7CL,Map3k7cl,0.9942633
OR5M3,Olfr1032,0.9942575
FBXO21,Fbxo21,0.9942564
AIFM1,Aifm1,0.99425113
TSHZ1,Tshz1,0.9942428
PDHA1,Pdha1,0.9942372
JAK2,Jak2,0.9942277
ZHX2,Zhx2,0.9942274
TYRO3,Tyro3,0.99422306
CHMP5,Chmp5,0.99420583
LGR5,Lgr5,0.9942043
GRIP1,Grip1,0.99419785
OR6B3,Olfr1414,0.9941936
ITCH,Itch,0.99418956
AKAP11,Akap11,0.99418664
BRS3,Brs3,0.9941835
SYTL5,Sytl5,0.9941762
AGFG1,Agfg1,0.99417216
GREM2,Grem2,0.9941716
INSYN2B,Insyn2b,0.994171
NPPC,Nppc,0.99417
MAPK6,Mapk6,0.99416846
TRIM63,Trim63,0.9941669
TTC9B,Ttc9b,0.99416167
LCP1,Pls3,0.9941615
GPR174,Gpr174,0.9941584
LNX2,Lnx2,0.99415547
LAMA1,Lama1,0.99415016
LDLRAP1,Ldlrap1,0.9941473
SDK2,Sdk2,0.9941448
ZSWIM5,Zswim5,0.99414366
OR6Y1,Olfr414,0.994142
ZNF768,Zfp768,0.994141
PTCHD4,Ptchd4,0.9941383
HEATR5B,Heatr5b,0.99413794
SNU13,Snu13,0.99412966
CHIC1,Chic1,0.9941269
C4orf54,1110002E22Rik,0.99411696
MASP1,Masp1,0.9941101
SCN10A,Scn10a,0.99410224
PRELP,Prelp,0.9941017
CHSY1,Chsy1,0.9940901
KEAP1,Keap1,0.99408805
ABCC4,Abcc4,0.9940863
CA8,Car8,0.9940852
TC2N,Tc2n,0.9940829
PHF6,Phf6,0.9940805
SPRED3,Spred3,0.9940799
NKAP,Nkap,0.99407977
LHFPL5,Lhfpl5,0.99406666
FABP4,Fabp4,0.9940643
MMP20,Mmp20,0.9940618
MYB,Myb,0.9940572
BANF1,Banf1,0.99404275
SRSF10,Srsf10,0.9940421
USP38,Usp38,0.99403197
PCSK5,Pcsk5,0.9940295
KRT28,Krt28,0.9940257
PRR16,Prr16,0.9940252
GINS4,Gins4,0.994021
GAD2,Gad2,0.994013
OTC,Otc,0.99400246
GJA4,Gja4,0.99400234
OR4D5,Olfr984,0.99399126
MLLT10,Mllt10,0.9939751
GPLD1,Gpld1,0.9939717
MYH13,Myh3,0.9939695
SLC35E1,Slc35e1,0.9939646
HTR5A,Htr5a,0.99395794
ALAS2,Alas2,0.9939481
TMC2,Tmc2,0.99394375
TNFAIP6,Tnfaip6,0.9939405
MFSD14B,Mfsd14b,0.9939306
ZBTB11,Zbtb11,0.9939245
ATP5F1B,Atp5b,0.99392307
CSMD3,Csmd3,0.99391776
SEC14L3,Sec14l3,0.9939135
TBC1D5,Tbc1d5,0.9939108
HR,Hr,0.9939027
CETN2,Cetn2,0.99389154
FXR2,Fxr2,0.99388933
RHPN2,Rhpn2,0.9938883
LRRC57,Lrrc57,0.99388343
GUCY2C,Gucy2c,0.9938827
SLC9A7,Slc9a7,0.9938827
SEC14L5,Sec14l5,0.993881
S1PR3,S1pr3,0.9938792
GNG13,Gng13,0.9938779
CAMTA2,Camta2,0.99387175
ADAMTS5,Adamts5,0.99387044
GJB4,Gjb4,0.9938613
VPS36,Vps36,0.99385715
ZNF750,Zfp750,0.99385345
APLP2,Aplp2,0.9938518
GLYR1,Glyr1,0.99384904
PHACTR3,Phactr3,0.99384314
SLC16A1,Slc16a1,0.9938362
NSD3,Nsd3,0.99382955
CDCP2,Cdcp2,0.9938274
STT3B,Stt3b,0.9938233
KIF11,Kif11,0.9938199
IGF2BP1,Igf2bp1,0.9938168
PCDH15,Pcdh15,0.9938076
SHISA6,Shisa6,0.99380475
HPCAL4,Vsnl1,0.9938028
WNT8B,Wnt8b,0.99380237
CEBPG,Cebpg,0.9937896
PADI3,Padi3,0.99378306
C1orf232,Gm30191,0.9937605
SIX6,Six6,0.9937586
FAM163B,Fam163b,0.9937583
SLC35F2,Slc35f2,0.99375606
SLC9A8,Slc9a8,0.9937558
OR5AP2,Olfr1020,0.99375504
ADORA2B,Adora2b,0.9937535
INHBA,Inhba,0.993751
PGM5,Pgm5,0.99375075
DKK3,Dkk3,0.99375
SCG2,Scg2,0.9937498
MCM3,Mcm3,0.99374366
TENM1,Tenm1,0.99374324
PDE12,Pde12,0.99374104
VIRMA,Virma,0.9937352
ERBIN,Erbin,0.9937297
P3H1,P3h1,0.9937291
EDEM2,Edem2,0.99372697
LRRC41,Lrrc41,0.9937195
NR1H4,Nr1h4,0.99371797
RXRG,Rxrg,0.99371713
SLC4A5,Slc4a5,0.993704
CHMP2B,Chmp2b,0.99369985
F13A1,F13a1,0.99369806
SLC5A10,Slc5a10,0.99369323
PNMA1,Pnma1,0.9936903
ITGB4,Itgb4,0.9936829
SLC2A12,Slc2a12,0.99368054
CCAR2,Ccar2,0.99367726
AMMECR1L,Ammecr1l,0.99367493
GCHFR,Gchfr,0.99367005
NPNT,Npnt,0.99366456
ADD2,Add2,0.99366367
MAP2K6,Map2k6,0.99366146
SH3TC2,Sh3tc2,0.9936585
EIF5B,Eif5b,0.9936575
DMRTC2,Dmrtc2,0.99365187
ARL4D,Arl4d,0.99364007
SH3KBP1,Sh3kbp1,0.99363256
NEO1,Neo1,0.99362534
KCNB1,Kcnb1,0.9936161
DNTT,Dntt,0.9936108
AJUBA,Ajuba,0.99360615
EML4,Eml4,0.9936053
LPIN3,Lpin3,0.9936031
EIF3E,Eif3e,0.9935949
TRIM9,Trim9,0.99358654
TFB1M,Tfb1m,0.99357855
DRC7,Drc7,0.9935731
GCNT1,Gcnt1,0.9935719
MAGEE2,Magee2,0.9935682
GLDN,Gldn,0.9935681
PHF20L1,Phf20l1,0.9935658
TNS4,Tns4,0.99356484
PDCD6IP,Pdcd6ip,0.99356425
FGD1,Fgd1,0.99355364
USP46,Usp12,0.9935473
TBX6,Tbx6,0.99353814
COL4A2,Col4a2,0.9935333
EZH1,Ezh1,0.9935237
GOSR1,Gosr1,0.9935165
TMEM132D,Tmem132d,0.9935097
RAD23B,Rad23b,0.9935048
RGS17,Rgs17,0.9934945
NDST3,Ndst3,0.9934864
F2RL1,F2rl1,0.99347955
PLCB4,Plcb4,0.9934793
GRPR,Grpr,0.9934787
ABCE1,Abce1,0.9934765
CTXN2,Ctxn2,0.9934731
OR2B11,Olfr222,0.99346924
ARHGAP45,Arhgap45,0.99346584
INTS14,Ints14,0.993464
ME2,Me2,0.9934631
ALDH1A2,Aldh1a2,0.99345887
GTSF1,Gtsf1,0.9934557
PDP2,Pdp2,0.9934551
WDTC1,Wdtc1,0.9934463
DMGDH,Dmgdh,0.9934456
RBM27,Rbm27,0.9934443
SUOX,Suox,0.99344146
CNTNAP1,Cntnap1,0.9934339
IDH3G,Idh3g,0.9934275
POU2F2,Pou2f2,0.9934242
SEC13,Sec13,0.99341375
XK,Xk,0.9934095
PRRC2A,Prrc2a,0.9934086
HTR1B,Htr1b,0.9934044
DSG4,Dsg4,0.99340266
TMPRSS7,Tmprss7,0.9933754
STC2,Stc2,0.99337155
GRAMD1B,Gramd1b,0.9933656
MED4,Med4,0.99335766
KIT,Kit,0.9933541
SPOCK3,Spock3,0.99335086
COL10A1,Col10a1,0.9933478
RAB11FIP5,Rab11fip5,0.9933413
BARX2,Barx2,0.9933383
PPP1R21,Ppp1r21,0.99333227
LRRC30,Lrrc30,0.99331427
XKR7,Xkr7,0.99330944
TADA2B,Tada2b,0.9933074
TUBB,Tubb4a,0.9933028
DNAH17,Dnah17,0.99330235
OR4D1,Olfr464,0.9932994
LNPEP,Lnpep,0.99329627
UTP6,Utp6,0.9932953
PI15,Pi15,0.99329317
PLSCR5,Plscr5,0.9932898
TMEM51,Tmem51,0.9932837
EPG5,Epg5,0.99328226
MT4,Mt4,0.9932803
BORCS7,Borcs7,0.99327534
TAFA2,Tafa2,0.9932697
ZDHHC23,Zdhhc23,0.9932631
RBPJL,Rbpjl,0.99325234
BMP7,Bmp7,0.99325097
SPECC1,Specc1,0.9932424
CYSLTR1,Cysltr1,0.993228
COL17A1,Col17a1,0.99322623
ZNF830,Zfp830,0.99322575
CD163,Cd163,0.9932116
ADSS2,Adss,0.9932106
GATM,Gatm,0.9932098
MEGF11,Megf11,0.99319845
CCNT1,Ccnt1,0.9931968
TBC1D32,Tbc1d32,0.99319077
EIF3F,Eif3f,0.9931868
PCGF5,Pcgf5,0.9931833
DCT,Dct,0.9931814
OR6C75,Olfr790,0.9931755
MITF,Mitf,0.9931731
CHRNA3,Chrna3,0.9931688
VPS37D,Vps37d,0.99316823
ZNF804B,Zfp804b,0.99316823
DOCK1,Dock5,0.99316764
ANXA6,Anxa6,0.9931589
CDKN1B,Cdkn1b,0.99315304
TIGD2,Tigd2,0.99314976
RAPGEF1,Rapgef1,0.9931487
TMEM199,Tmem199,0.99314517
CLUH,Cluh,0.9931432
ZNF18,Zkscan6,0.9931373
KCNK6,Kcnk6,0.99313396
SLC25A44,Slc25a44,0.9931323
ZDHHC12,Zdhhc12,0.99313176
DROSHA,Drosha,0.9931303
GRHL3,Grhl3,0.993129
PIGU,Pigu,0.9931287
MEIS1,Meis2,0.993128
OR52N4,Olfr658,0.993122
COX1,mt-Co1,0.9931134
RNF43,Rnf43,0.99311334
ESR2,Esr2,0.99311143
OR10D3,Olfr958,0.99310994
LRRK2,Lrrk2,0.9930997
GRPEL1,Grpel1,0.99309415
AARS2,Aars2,0.9930931
OR4A15,Olfr1234,0.9930852
S1PR1,S1pr1,0.9930814
F11,F11,0.99307907
ALOX12B,Alox12b,0.9930744
TMC7,Tmc7,0.993067
AGBL2,Agbl2,0.9930656
SIK2,Sik2,0.99306536
ARCN1,Arcn1,0.9930625
CRY2,Cry2,0.99306124
FNDC3A,Fndc3a,0.99306047
KRT20,Krt20,0.9930601
GALNT2,Galnt2,0.9930419
ZNF821,Zfp821,0.99303865
CDH10,Cdh10,0.99303746
MIX23,Ccdc58,0.99303496
ZDHHC7,Zdhhc7,0.99301875
ITGB6,Itgb6,0.99301445
NKX2-1,Nkx2-1,0.9930037
GUCY1A2,Gucy1a2,0.99300283
AIG1,Aig1,0.9929967
DLGAP1,Dlgap1,0.99299467
ADAMTS12,Adamts12,0.9929921
KLHDC2,Klhdc2,0.99299186
NGFR,Ngfr,0.9929884
