rhesus_macaques gene name,commonmarmosets gene name,correlation
TRIB1,TRIB1,0.99938554
IPO9,IPO9,0.99938434
FBLN5,FBLN5,0.9993833
DHX8,DHX8,0.99938315
COL1A1,COL1A1,0.9993821
IK,IK,0.9993819
PANK2,PANK2,0.99938166
TRIM26,TRIM26,0.9993815
ADAMTS15,ADAMTS15,0.9993814
GABRG2,GABRG2,0.9993812
HOXC11,HOXC11,0.9993806
UBLCP1,UBLCP1,0.99938047
OTUD7B,OTUD7B,0.9993783
RHOH,RHOH,0.99937785
ARMH3,ARMH3,0.9993774
CEBPG,CEBPG,0.9993766
CRX,CRX,0.99937654
UNC5D,UNC5D,0.9993765
NOS1,NOS1,0.99937505
EXOC6B,EXOC6B,0.9993743
PEAK1,PEAK1,0.9993735
SH2D3C,SH2D3C,0.99937266
TMEM248,TMEM248,0.9993725
AGFG1,AGFG1,0.9993721
TMEM200A,TMEM200A,0.99937207
ADO,ADO,0.9993718
PDE4B,PDE4B,0.9993716
DPT,DPT,0.99937147
COG7,COG7,0.99937135
CHD5,CHD5,0.9993712
PRRC2C,PRRC2C,0.9993694
CHSY3,CHSY3,0.99936795
GNG7,GNG7,0.99936455
AMBRA1,AMBRA1,0.99936396
FAR1,FAR1,0.9993634
TNR,TNR,0.9993625
BEND3,BEND3,0.99936074
FAM76B,FAM76B,0.9993605
NFAT5,NFAT5,0.99935967
USH1G,USH1G,0.9993576
KCNJ13,KCNJ13,0.9993554
ANKRD28,ANKRD28,0.99935496
HERC3,HERC3,0.9993538
KLHL13,KLHL13,0.99935323
WASF1,WASF1,0.9993525
EPHA5,EPHA5,0.99935174
PRPH,PRPH,0.99935126
SOX9,SOX9,0.9993494
NDST4,NDST4,0.99934894
SLMAP,SLMAP,0.9993482
PLEKHM2,PLEKHM2,0.99934757
KCNA6,KCNA6,0.9993464
GIT2,GIT2,0.9993462
METTL14,METTL14,0.9993462
FIGN,FIGN,0.9993456
GNAZ,GNAZ,0.9993449
ZNF507,ZNF507,0.99934477
RFTN2,RFTN2,0.9993446
DAAM1,DAAM1,0.99934447
CXXC4,CXXC4,0.99934363
LRFN3,LRFN3,0.9993432
KIF21A,KIF21A,0.99934196
THAP1,THAP1,0.99934137
SGMS2,SGMS2,0.99934095
RLIM,RLIM,0.99934083
ZNF330,ZNF330,0.9993403
WASF3,WASF3,0.9993375
ZEB1,ZEB1,0.9993364
MAN2A2,MAN2A2,0.99933606
ZNF143,ZNF143,0.99933493
GARRE1,GARRE1,0.9993344
SUPT6H,SUPT6H,0.9993342
NAA25,NAA25,0.999333
CACNA1D,CACNA1D,0.9993329
MZT1,MZT1,0.99933195
YLPM1,YLPM1,0.9993317
ZFYVE9,ZFYVE9,0.9993305
PAX9,PAX9,0.9993303
RELCH,RELCH,0.99932975
EIF3D,EIF3D,0.99932957
TRAK2,TRAK2,0.99932945
C1GALT1C1,C1GALT1C1,0.9993288
SOX13,SOX13,0.9993286
SNRPN,SNRPN,0.99932694
ZNF428,ZNF428,0.99932694
RANBP9,RANBP9,0.9993269
SORCS3,SORCS3,0.9993269
ST3GAL2,ST3GAL2,0.99932426
TLX3,TLX3,0.999324
SCX,SCX,0.9993233
AFF2,AFF2,0.9993228
UBE3A,UBE3A,0.9993217
ZNF521,ZNF521,0.9993216
MARCHF4,MARCHF4,0.99932086
ZKSCAN8,ZKSCAN8,0.99931824
B9D2,B9D2,0.9993172
SH3RF3,SH3RF3,0.9993171
KCTD4,KCTD4,0.99931526
SKOR2,SKOR2,0.9993145
H2BC18,H2BC18,0.99931324
PMEPA1,PMEPA1,0.9993132
XPO4,XPO4,0.9993132
HTR2A,HTR2A,0.99931306
USP34,USP34,0.99931216
GAB1,GAB1,0.99931186
EDRF1,EDRF1,0.9993116
PDE6C,PDE6C,0.99931145
CAPZA1,CAPZA1,0.99931085
PSD,PSD,0.9993102
ZBTB45,ZBTB45,0.99930966
STRN3,STRN3,0.99930954
ADORA1,ADORA1,0.99930936
TMEM121,TMEM121,0.9993078
ABCG4,ABCG4,0.9993068
CDH20,CDH20,0.9993062
ATP2A2,ATP2A2,0.9993055
NYAP2,NYAP2,0.9993045
FEN1,FEN1,0.99930304
GRIN3A,GRIN3A,0.9993026
GAN,GAN,0.99930155
INHBA,INHBA,0.9993013
FAM184A,FAM184A,0.99930066
ANO6,ANO6,0.9993006
KCND1,KCND1,0.99929905
SEC23B,SEC23B,0.9992979
ATP1A3,ATP1A3,0.99929726
STAC2,STAC2,0.99929696
NUAK1,NUAK1,0.99929637
TUBGCP3,TUBGCP3,0.9992942
ATP6V1A,ATP6V1A,0.99929315
SYT9,SYT9,0.9992927
SLC8A1,SLC8A1,0.9992922
GUCA1A,GUCA1A,0.99929184
SIDT2,SIDT2,0.99929076
USP30,USP30,0.9992907
CHPF,CHPF,0.99929005
KRT86,KRT86,0.99928975
BOD1L1,BOD1L1,0.9992889
ZDHHC2,ZDHHC2,0.9992889
NFIA,NFIA,0.9992887
ZNF48,ZNF48,0.9992883
CNKSR2,CNKSR2,0.99928755
CNOT6,CNOT6,0.99928594
DENND5A,DENND5A,0.9992855
USP47,USP47,0.9992854
RAPGEF1,RAPGEF1,0.999285
ZFX,ZFX,0.999284
HOXD11,HOXD11,0.9992818
MFSD6,MFSD6,0.99928105
TPST1,TPST1,0.99928015
ANO4,ANO4,0.9992796
FAM133B,FAM133B,0.9992796
OSBPL8,OSBPL8,0.9992788
SIX4,SIX4,0.9992788
SP9,SP9,0.99927723
H2BC15,H2BC3,0.99927473
KIF3C,KIF3C,0.9992746
NCOA1,NCOA1,0.99927366
ZNF462,ZNF462,0.9992735
KDM3A,KDM3A,0.9992734
RPL22L1,RPL22L1,0.99927306
SZRD1,SZRD1,0.999273
BARX2,BARX2,0.99927264
RASGRP3,RASGRP3,0.99927175
RSBN1,RSBN1,0.99927145
INTS8,INTS8,0.9992702
NFKBIE,NFKBIE,0.99926865
CSNK1D,CSNK1D,0.9992683
CAVIN1,CAVIN1,0.9992672
CACNB3,CACNB3,0.9992671
SRSF6,SRSF6,0.99926496
RASGRF1,RASGRF1,0.99926484
ZBTB5,ZBTB5,0.99926364
GJA4,GJA4,0.99926263
EPHB6,EPHB6,0.99926084
ATP11C,ATP11C,0.9992605
NIN,NIN,0.9992565
AGPAT3,AGPAT3,0.9992555
LRP3,LRP3,0.99925435
TRAPPC14,TRAPPC14,0.99925417
KCNJ14,KCNJ14,0.9992533
ELAVL2,ELAVL2,0.9992517
PRKD3,PRKD3,0.99925137
PDS5A,PDS5A,0.9992513
MLLT6,MLLT6,0.9992509
MIB1,MIB1,0.99925023
HNRNPK,HNRNPK,0.99924916
PEX5,PEX5,0.99924845
RAD21,RAD21,0.99924845
CKAP5,CKAP5,0.99924815
HNRNPF,HNRNPF,0.9992466
TESK1,TESK1,0.999244
SFRP4,SFRP4,0.9992429
HAPLN4,HAPLN4,0.99924105
HNRNPD,HNRNPD,0.99924
NCK2,NCK2,0.99923986
TAF5L,TAF5L,0.99923915
CLDN1,CLDN1,0.999239
DHCR24,DHCR24,0.9992375
DDX42,DDX42,0.99923646
PCDH7,PCDH7,0.9992361
CPNE5,CPNE5,0.9992352
GPS2,GPS2,0.9992349
ZNF618,ZNF618,0.99923116
PRDM10,PRDM10,0.99923056
HK2,HK2,0.9992303
BICRA,BICRA,0.99923015
RWDD2A,RWDD2A,0.99922884
KCNQ4,KCNQ4,0.9992275
NRM,NRM,0.9992267
UBE2O,UBE2O,0.99922633
MAGEH1,MAGEH1,0.9992255
ATG2B,ATG2B,0.99922353
MED16,MED16,0.99922353
MYL5,MYL5,0.99922305
UGGT1,UGGT1,0.999222
HIVEP2,HIVEP2,0.99922067
TRPC5,TRPC5,0.99922055
CHST7,CHST7,0.9992189
OSBP,OSBP,0.9992184
NEURL4,NEURL4,0.9992173
NKX2-3,NKX2-3,0.9992146
BRD7,BRD7,0.9992145
RABGAP1,RABGAP1,0.99921435
TUBA1A,TUBA1A,0.9992143
CTNNB1,CTNNB1,0.9992142
GINS2,GINS2,0.9992127
CADPS2,CADPS2,0.9992126
ITFG1,ITFG1,0.9992118
RAD54L,RAD54L,0.9992113
ZC3H12C,ZC3H12C,0.9992111
ZNF703,ZNF703,0.99921
PIEZO2,PIEZO2,0.99920875
C13H2orf42,C2orf42,0.9992087
PCDH8,PCDH8,0.9992082
FGF16,FGF16,0.99920803
WAC,WAC,0.9992067
HS3ST2,HS3ST2,0.9992064
ZBTB9,ZBTB9,0.99920595
DAGLA,DAGLA,0.9992048
SDK2,SDK2,0.9992045
TCF7L1,TCF7L1,0.9992042
PROX1,PROX1,0.9992036
BMT2,BMT2,0.9992029
LAMB2,LAMB2,0.9992027
PCDH20,PCDH20,0.99920243
CLDN12,CLDN12,0.9992022
FOXL2,FOXL2,0.99920106
ATL1,ATL1,0.9992003
LYPD6,LYPD6,0.9991996
PIK3C3,PIK3C3,0.99919945
SCAF4,SCAF4,0.9991982
ZNF704,ZNF704,0.9991967
SF3B3,SF3B3,0.9991965
UPF2,UPF2,0.99919546
GDF5,GDF5,0.9991952
PHTF2,PHTF2,0.9991945
CBLN1,CBLN1,0.9991941
INTS3,INTS3,0.9991937
NCOA3,NCOA3,0.99919367
SLC4A2,SLC4A2,0.999193
IMP3,IMP3,0.9991929
PEX3,PEX3,0.99919254
LRRC8E,LRRC8E,0.99919236
HECTD4,HECTD4,0.999191
AQR,AQR,0.9991906
PLA2G4A,PLA2G4A,0.99919033
LHFPL2,LHFPL2,0.99919003
SARM1,SARM1,0.9991898
FMNL3,FMNL3,0.9991845
FRYL,FRYL,0.999182
NEXMIF,NEXMIF,0.9991811
RNF26,RNF26,0.99918103
MAP3K12,MAP3K12,0.999181
PLPPR3,PLPPR3,0.99918
KCNB2,KCNB2,0.99917835
MBD5,MBD5,0.99917823
RAB3D,RAB3D,0.99917656
SEPTIN11,SEPTIN11,0.9991763
EML5,EML5,0.99917537
SYT11,SYT11,0.99917436
CRY1,CRY1,0.9991717
SAV1,SAV1,0.9991708
SP4,SP4,0.9991701
WDR11,WDR11,0.9991694
ZSWIM3,ZSWIM3,0.999169
CYB561D2,CYB561D2,0.99916816
H1-0,H1-0,0.9991663
PDE7B,PDE7B,0.9991654
AFF4,AFF4,0.99916494
CISD2,CISD2,0.99916494
ZFTA,ZFTA,0.99916494
TNRC6A,TNRC6A,0.99916357
POU3F1,POU3F1,0.9991613
TOB1,TOB1,0.9991603
FAM81A,FAM81A,0.99915963
SLU7,SLU7,0.999159
PHF14,PHF14,0.99915886
LRRC73,LRRC73,0.99915856
OSBPL6,OSBPL6,0.9991584
ANKRD17,ANKRD17,0.99915785
ODF1,ODF1,0.9991577
KBTBD3,KBTBD3,0.9991566
LYST,LYST,0.99915576
EML6,EML6,0.9991556
ZMYM4,ZMYM4,0.9991539
MYO5A,MYO5A,0.99915373
CTNNA3,CTNNA3,0.99915326
HNF4G,HNF4G,0.99915314
DEDD,DEDD,0.99915254
SOCS6,SOCS6,0.9991522
SMPD3,SMPD3,0.99915195
TCIM,TCIM,0.99915045
OTUD3,OTUD3,0.9991503
TOP2B,TOP2B,0.99914986
COG4,COG4,0.9991497
PTGS2,PTGS2,0.9991496
RUSC2,RUSC2,0.99914956
APCDD1,APCDD1,0.9991495
CDKN2AIPNL,CDKN2AIPNL,0.99914896
OTP,OTP,0.9991483
MMP24,MMP24,0.999148
PTGER4,PTGER4,0.99914753
RIC8B,RIC8B,0.99914753
BICD1,BICD1,0.99914724
GIT1,GIT1,0.9991435
PAFAH1B1,PAFAH1B1,0.99914145
MYF6,MYF6,0.99913913
RNF139,RNF139,0.9991385
FAM43B,FAM43B,0.9991377
KCNC3,KCNC3,0.9991368
COTL1,COTL1,0.9991362
GPR27,GPR27,0.9991357
SYT2,SYT2,0.9991334
SLC6A15,SLC6A15,0.9991316
HNF4A,HNF4A,0.9991312
PPP1R9A,PPP1R9A,0.99913114
KCNH3,KCNH3,0.999131
AQP3,AQP3,0.9991308
FRMD4B,FRMD4B,0.9991296
KHDRBS2,KHDRBS2,0.99912834
TMEM131,TMEM131,0.99912834
RHO,RHO,0.9991266
PRRX1,PRRX1,0.99912655
RPS6KA1,RPS6KA1,0.9991265
ZNF652,ZNF652,0.9991265
BZW1,BZW1,0.9991263
TSG101,TSG101,0.99912596
DNAJB4,DNAJB4,0.99912554
HIVEP3,HIVEP3,0.9991251
SGTB,SGTB,0.9991251
CHD1,CHD1,0.99912274
LMO4,LMO4,0.99912274
SLC30A3,SLC30A3,0.9991226
NKX2-4,NKX2-4,0.99912107
XPOT,XPOT,0.99912095
TMEM60,TMEM60,0.99912083
FOXJ1,FOXJ1,0.99912053
PRPH2,PRPH2,0.99911964
SLC39A10,SLC39A10,0.99911916
ATP11B,ATP11B,0.9991183
RAB3B,RAB3B,0.9991177
TMEM88,TMEM88,0.99911743
JAK2,JAK2,0.9991172
SLC23A1,SLC23A1,0.9991172
VSX2,VSX2,0.99911636
DOCK10,DOCK10,0.99911505
IRF6,IRF6,0.99911493
PPP1R10,PPP1R10,0.9991149
MARK1,MARK1,0.9991147
WDR45B,WDR45B,0.9991146
SALL1,SALL1,0.99911344
ARHGAP12,ARHGAP12,0.9991131
SLC30A5,SLC30A5,0.99911284
FREM2,FREM2,0.999112
HLTF,HLTF,0.999112
TPH2,TPH2,0.99911183
NDN,NDN,0.99911153
LZTS2,LZTS2,0.99911124
ZCCHC2,ZCCHC2,0.9991112
CLPX,CLPX,0.99911004
SEC13,SEC13,0.9991093
NAV2,NAV2,0.99910814
UNC5B,UNC5B,0.99910754
MAT2B,MAT2B,0.9991073
HUNK,HUNK,0.99910545
P2RY12,P2RY12,0.9991054
LRBA,LRBA,0.99910444
KDM4A,KDM4A,0.9991037
TRPM1,TRPM1,0.99910325
PUM2,PUM2,0.9991029
MTSS1,MTSS1,0.99910265
FZD9,FZD9,0.99910223
ZNF654,ZNF654,0.99910206
PI4KB,PI4KB,0.9991005
PTCH1,PTCH1,0.9991005
PHC1,PHC1,0.99910015
LRFN4,LRFN4,0.9990995
KLF3,KLF3,0.9990991
PHF13,PHF13,0.9990976
DPYSL3,DPYSL3,0.99909693
ACAP1,ACAP1,0.9990967
FRG1,FRG1,0.9990965
MED15,MED15,0.99909616
LSM11,LSM11,0.9990943
EZR,EZR,0.9990942
MANEAL,MANEAL,0.9990941
TAF10,TAF10,0.99909353
CRLF1,CRLF1,0.9990926
ABCA12,ABCA12,0.9990904
CLEC2L,CLEC2L,0.99908924
JPH3,JPH3,0.9990884
SIM2,SIM2,0.9990884
SCAF8,SCAF8,0.9990879
H1-10,H1-10,0.9990863
SUPT5H,SUPT5H,0.99908465
FOXF2,FOXF2,0.9990841
RNF157,RNF157,0.9990835
MEX3B,MEX3B,0.99908274
B3GALT2,B3GALT2,0.9990824
C1H1orf122,C1orf122,0.9990821
ADAMTS9,ADAMTS9,0.99908173
FAM200C,FAM200C,0.99907976
HKDC1,HKDC1,0.99907786
COLEC12,COLEC12,0.999077
RCOR2,RCOR2,0.99907607
POPDC3,POPDC3,0.9990756
PCDH15,PCDH15,0.99907494
SEMA6A,SEMA6A,0.99907386
LPAR2,LPAR2,0.99907345
ZNF449,ZNF449,0.99907345
ADRA1A,ADRA1A,0.99907315
GRIA1,GRIA1,0.9990729
CLCN6,CLCN6,0.99907196
KCNK12,KCNK12,0.9990714
GGNBP2,GGNBP2,0.9990699
HSPA12B,HSPA12B,0.9990691
VPS13B,VPS13B,0.9990686
RGS2,RGS2,0.99906844
KANSL3,KANSL3,0.99906695
TOMM40,TOMM40,0.99906677
CCNB1IP1,CCNB1IP1,0.9990666
FAM91A1,FAM91A1,0.9990659
PCBD1,PCBD1,0.9990652
KIF3A,KIF3A,0.99906516
VPS13C,VPS13C,0.99906486
NRCAM,NRCAM,0.99906373
ANKRD12,ANKRD12,0.9990627
FERMT1,FERMT1,0.9990627
FEV,FEV,0.9990626
MTMR12,MTMR12,0.9990612
FILIP1L,FILIP1L,0.999061
PIGS,PIGS,0.9990585
SPATA2,SPATA2,0.99905825
CKAP4,CKAP4,0.99905795
CLIP1,CLIP1,0.9990552
CNTN1,CNTN1,0.9990548
RBMS3,RBMS3,0.99905473
KIFAP3,KIFAP3,0.99905306
JADE3,JADE3,0.99905187
GSX1,GSX1,0.99905115
BSX,BSX,0.9990501
SBF2,SBF2,0.99904877
OPHN1,OPHN1,0.99904853
MFN2,MFN2,0.9990481
OR2AP1,OR2AP1,0.99904776
KIF13B,KIF13B,0.99904686
FBXL20,FBXL20,0.9990467
WNT10B,WNT10B,0.99904555
SH3RF1,SH3RF1,0.9990452
CACTIN,CACTIN,0.99904513
VAV2,VAV2,0.9990446
RPTOR,RPTOR,0.9990442
PDCL,PDCL,0.99904394
GCG,GCG,0.99904335
PHF21A,PHF21A,0.99904245
COL4A1,COL4A1,0.9990418
SHPRH,SHPRH,0.9990414
ANK1,ANK1,0.99904114
HDAC2,HDAC2,0.99904114
SMCR8,SMCR8,0.99904037
TMEM11,TMEM11,0.9990385
BRD8,BRD8,0.99903804
B3GAT1,B3GAT1,0.99903744
DOLK,DOLK,0.99903685
SESN2,SESN2,0.99903476
KLF12,KLF12,0.99903435
BTBD17,BTBD17,0.99903333
EZH1,EZH1,0.99903315
BMP2,BMP2,0.99903303
SKOR1,SKOR1,0.9990328
TRMT61A,TRMT61A,0.99903184
AFG3L2,AFG3L2,0.9990313
DUSP1,DUSP1,0.99903107
GNB2,GNB2,0.9990309
L3MBTL3,L3MBTL3,0.9990306
TRIM46,TRIM46,0.9990294
NMT2,NMT2,0.99902916
RNF20,RNF20,0.9990281
WEE1,WEE1,0.9990272
RAC1,RAC1,0.9990271
HUWE1,HUWE1,0.99902505
PPFIA1,PPFIA1,0.99902457
TACR1,TACR1,0.99902445
ARHGEF2,ARHGEF2,0.9990241
HOXD9,HOXD9,0.9990239
CHRNA9,CHRNA9,0.9990217
NIM1K,NIM1K,0.9990217
UBAP1,UBAP1,0.9990216
COCH,COCH,0.99902105
HOXA3,HOXA3,0.9990205
HTR2C,HTR2C,0.9990172
SLC1A2,SLC1A2,0.99901617
FOXD1,FOXD1,0.9990153
HTR6,HTR6,0.9990151
PTK2B,PTK2B,0.99901485
KLHL15,KLHL15,0.9990144
DTX1,DTX1,0.9990139
NPY2R,NPY2R,0.9990139
KMT2A,KMT2A,0.99901235
EMC1,EMC1,0.99901223
ALOX12B,ALOX12B,0.9990118
CLASP1,CLASP1,0.9990116
ZNF639,ZNF639,0.999011
FZD8,FZD8,0.9990099
ADAMTS5,ADAMTS5,0.9990094
UBE4A,UBE4A,0.99900925
RPL36AL,RPL36AL,0.9990091
FAT2,FAT2,0.999009
ATF6B,ATF6B,0.9990076
AICDA,AICDA,0.9990069
INSRR,INSRR,0.99900645
DCC,DCC,0.9990056
RABEP1,RABEP1,0.9990025
ZFP36L2,ZFP36L2,0.99900234
ZBTB6,ZBTB6,0.99900156
CAB39L,CAB39L,0.99900043
GXYLT2,GXYLT2,0.99900025
GSKIP,GSKIP,0.99899936
PSMD11,PSMD11,0.99899864
ZNF202,ZNF202,0.99899846
FLRT1,FLRT1,0.99899787
FRS3,FRS3,0.9989976
REPS2,REPS2,0.9989974
CRTAC1,CRTAC1,0.99899733
ASB12,ASB12,0.99899703
SRGAP3,SRGAP3,0.99899656
NUP98,NUP98,0.9989957
RIMKLA,RIMKLA,0.99899536
HMGB2,HMGB2,0.99899524
TNFAIP8L2,TNFAIP8L2,0.9989948
DLG2,DLG2,0.9989931
RELB,RELB,0.99899304
SRPX2,SRPX2,0.99899197
ZNF326,ZNF326,0.99899143
SCUBE3,SCUBE3,0.998991
TFAP2A,TFAP2A,0.99899024
CAPZB,CAPZB,0.9989885
SHISA6,SHISA6,0.99898833
TRIM24,TRIM24,0.9989865
ZNF335,ZNF335,0.9989854
CCDC124,CCDC124,0.99898446
CBX3,CBX3,0.9989842
ADNP,ADNP,0.99898404
JOSD1,JOSD1,0.9989835
NEMF,NEMF,0.9989829
NFE2,NFE2,0.9989823
KLHL3,KLHL3,0.99898094
TLL2,TLL2,0.9989802
NFASC,NFASC,0.9989798
THG1L,THG1L,0.9989789
BCL11B,BCL11B,0.9989771
PPP1R21,PPP1R21,0.99897516
EHBP1,EHBP1,0.99897444
ANKS1B,ANKS1B,0.99897385
RBBP4,RBBP4,0.9989721
NR3C2,NR3C2,0.9989715
CTNND1,CTNND1,0.99897116
KRT12,KRT12,0.99897027
SLC35F5,SLC35F5,0.99897
LMO1,LMO1,0.9989696
SLC26A4,SLC26A4,0.99896866
TRIM33,TRIM33,0.9989683
PTPRD,PTPRD,0.9989681
EN1,EN1,0.99896806
HK1,HK1,0.99896693
MAP3K6,MAP3K6,0.99896663
SMAD2,SMAD2,0.99896586
CLSTN2,CLSTN2,0.99896526
SMC1A,SMC1A,0.99896425
MBNL1,MBNL1,0.9989635
FOXP1,FOXP1,0.99896264
PCNX1,PCNX1,0.99896115
PIKFYVE,PIKFYVE,0.998959
DGCR2,DGCR2,0.9989586
SEPTIN6,SEPTIN6,0.99895835
DTX3,DTX3,0.9989572
HIPK3,HIPK3,0.9989563
NR1D1,NR1D1,0.9989547
TBL1XR1,TBL1XR1,0.9989546
RHOT1,RHOT1,0.99895334
UBN1,UBN1,0.9989531
NPHP3,NPHP3,0.99895257
ABHD17B,ABHD17B,0.9989519
PPP4R1,PPP4R1,0.9989515
RPS6KA2,RPS6KA2,0.9989509
NFE2L2,NFE2L2,0.9989497
KTN1,KTN1,0.99894935
GPR12,GPR12,0.9989492
EIF3F,EIF3F,0.99894905
SYNRG,SYNRG,0.99894774
SOS1,SOS1,0.99894685
RNF146,RNF146,0.9989438
NEUROD2,NEUROD2,0.99894345
SLC25A13,SLC25A13,0.9989434
OPN5,OPN5,0.9989433
KBTBD12,KBTBD12,0.9989426
ABTB2,ABTB2,0.99894243
SIPA1L3,SIPA1L3,0.9989396
CREBRF,CREBRF,0.99893934
FCF1,FCF1,0.99893934
FAM98B,FAM98B,0.99893916
GABBR1,GABBR1,0.9989387
CELSR2,CELSR2,0.99893796
TBC1D20,TBC1D20,0.99893755
XPO5,XPO5,0.9989365
NFXL1,NFXL1,0.9989353
SH2D1A,SH2D1A,0.9989349
SYT10,SYT10,0.9989343
SATB2,SATB2,0.99893403
CNOT11,CNOT11,0.9989336
FOXA1,FOXA1,0.99892974
RERG,RERG,0.99892956
BIRC6,BIRC6,0.99892783
SFT2D1,SFT2D1,0.9989272
KRT16,KRT14,0.9989271
TAB2,TAB2,0.9989267
LPIN2,LPIN2,0.9989265
GUCY2D,GUCY2D,0.9989263
DHH,DHH,0.9989261
WDR62,WDR62,0.9989254
PEX5L,PEX5L,0.99892515
ATP2B3,ATP2B3,0.9989243
LAMA2,LAMA2,0.9989242
CARMIL3,CARMIL3,0.9989238
MCF2L,MCF2L,0.99892265
POP7,POP7,0.9989226
RAB39A,RAB39A,0.9989225
CCAR2,CCAR2,0.9989223
ZC3H7A,ZC3H7A,0.9989221
PIANP,PIANP,0.9989219
AGO2,AGO2,0.9989199
ARSJ,ARSJ,0.9989197
ITGA8,ITGA8,0.9989185
SUSD6,SUSD6,0.99891806
HEPHL1,HEPHL1,0.9989179
HNRNPUL1,HNRNPUL1,0.9989169
ADRA1D,ADRA1D,0.9989158
PCIF1,PCIF1,0.99891555
PGM2L1,PGM2L1,0.99891484
GPR158,GPR158,0.9989141
RNF152,RNF152,0.99891394
UBXN4,UBXN4,0.99891335
MRFAP1L1,MRFAP1L1,0.9989131
SEMA5A,SEMA5A,0.99891084
SCAF1,SCAF1,0.99890983
ATXN7,ATXN7,0.9989092
PHLDB1,PHLDB1,0.99890876
DET1,DET1,0.9989079
SEMA3A,SEMA3A,0.99890757
SMG5,SMG5,0.998907
NBEAL1,NBEAL1,0.9989058
TTPAL,TTPAL,0.9989058
MGA,MGA,0.99890566
SOX3,SOX3,0.998905
PRKCG,PRKCG,0.9989049
ZNF513,ZNF513,0.998904
USP38,USP38,0.9989034
SLC44A2,SLC44A2,0.9989018
PHC3,PHC3,0.9989011
TRRAP,TRRAP,0.99890006
KLHL1,KLHL1,0.99889964
RHEBL1,RHEBL1,0.9988993
FOXI3,FOXI3,0.9988979
IHH,IHH,0.9988974
PRRC2A,PRRC2A,0.99889714
SLC7A5,SLC7A5,0.99889696
GBX1,GBX1,0.9988958
HOXD4,HOXD4,0.99889576
CALU,CALU,0.99889535
LSM7,LSM7,0.9988949
KIF5A,KIF5A,0.9988947
OSBPL3,OSBPL3,0.9988941
SLC8A2,SLC8A2,0.99889374
FN1,FN1,0.9988929
ZBTB16,ZBTB16,0.9988922
SEZ6L,SEZ6L,0.9988916
CAAP1,CAAP1,0.9988914
RALGPS2,RALGPS2,0.99889123
RUNDC1,RUNDC1,0.9988912
RAG2,RAG2,0.9988907
FKRP,FKRP,0.9988906
PROKR1,PROKR1,0.9988901
CLDN18,CLDN18,0.9988886
RUNDC3B,RUNDC3B,0.99888736
FMNL2,FMNL2,0.9988856
ADRA1B,ADRA1B,0.99888414
TTI1,TTI1,0.9988827
AJUBA,AJUBA,0.9988822
HPS6,HPS6,0.9988822
SERTAD4,SERTAD4,0.9988821
EVA1B,EVA1B,0.99888176
DMXL1,DMXL1,0.9988813
NCKAP1L,NCKAP1L,0.99888116
FUBP3,FUBP3,0.9988809
ATXN1L,ATXN1L,0.9988807
ORAI1,ORAI1,0.99887794
GFRA1,GFRA1,0.99887747
MYORG,MYORG,0.998875
TBX4,TBX4,0.99887496
PPP1R3F,PPP1R3F,0.9988749
LRRC10B,LRRC10B,0.9988745
NT5C1A,NT5C1A,0.99887335
NEUROD4,NEUROD4,0.99887156
SETD7,SETD7,0.99887127
MGAT2,MGAT2,0.9988705
RNF222,RNF222,0.9988701
GPR87,GPR87,0.99886787
IGSF22,IGSF22,0.9988674
GNGT1,GNGT1,0.99886703
PTPRM,PTPRM,0.99886686
DENND2D,DENND2D,0.99886596
HIF1A,HIF1A,0.99886453
JAKMIP2,JAKMIP2,0.99886256
CACNA2D1,CACNA2D1,0.99886185
EGR4,EGR4,0.99886155
HOXA5,HOXA5,0.9988585
SS18L1,SS18L1,0.9988559
MYBPC2,MYBPC2,0.9988558
KCNC4,KCNC4,0.9988544
CCDC88A,CCDC88A,0.99885374
SLC5A7,SLC5A7,0.9988531
DMXL2,DMXL2,0.9988527
NUP133,NUP133,0.99885184
MYO6,MYO6,0.9988514
FHIP1A,FHIP1A,0.99884945
MAK16,MAK16,0.99884933
FXR2,FXR2,0.9988489
ZHX2,ZHX2,0.9988471
INSM1,INSM1,0.9988466
KCTD13,KCTD13,0.9988456
CAMSAP3,CAMSAP3,0.9988446
SMAD1,SMAD1,0.9988421
GLIS3,GLIS3,0.9988402
RTTN,RTTN,0.9988401
TMEM245,TMEM245,0.9988401
CHAMP1,CHAMP1,0.9988398
RAB33B,RAB33B,0.99883926
PELI1,PELI1,0.99883884
ATP2B4,ATP2B4,0.9988379
SCN2A,SCN2A,0.99883765
ZNF471,ZNF471,0.99883765
CHRNB3,CHRNB3,0.99883693
HS3ST3A1,HS3ST3A1,0.99883485
CDYL2,CDYL2,0.9988348
DNAJC18,DNAJC18,0.9988346
NKX6-2,NKX6-2,0.99883306
STRIP1,STRIP1,0.998833
RIMS1,RIMS1,0.99883235
PIWIL1,PIWIL1,0.9988323
MAP4K4,MAP4K4,0.9988316
FOXN1,FOXN1,0.9988302
HARBI1,HARBI1,0.998829
JPH4,JPH4,0.99882877
OLIG3,OLIG3,0.9988287
MAP3K11,MAP3K11,0.9988283
TSC22D2,TSC22D2,0.99882543
OMG,OMG,0.99882495
HDGFL3,HDGFL3,0.99882483
KLF2,KLF2,0.9988244
SPPL3,SPPL3,0.99882257
PDE4D,PDE4D,0.9988222
CARD11,CARD11,0.9988216
