rhesus_macaque gene name,human gene name,correlation
POMGNT2,POMGNT2,0.9993017
CGNL1,CGNL1,0.9993013
FGD1,FGD1,0.99930125
NPPC,NPPC,0.99930096
TRPC5,TRPC5,0.99929744
CHP2,CHP2,0.999297
MNS1,MNS1,0.99929506
DTX1,DTX1,0.9992949
DSEL,DSEL,0.9992943
EIF5B,EIF5B,0.99929154
BAHCC1,BAHCC1,0.9992879
LRCH2,LRCH2,0.99928766
RGS19,RGS19,0.9992876
ATP13A3,ATP13A3,0.9992873
TMEM185B,TMEM185B,0.9992873
DPT,DPT,0.9992868
YRDC,YRDC,0.99928635
CTNNB1,CTNNB1,0.9992863
ACTL7A,ACTL7A,0.9992862
DUSP9,DUSP9,0.99928474
ASB12,ASB12,0.9992828
NCAM2,NCAM2,0.99928135
FAM163B,FAM163B,0.99928117
CEBPD,CEBPD,0.99927723
H2BC15,H2BC3,0.99927473
FAM83B,FAM83B,0.9992738
FER1L6,FER1L6,0.9992726
FAM184B,FAM184B,0.9992722
FAM110D,FAM110D,0.999272
EN1,EN1,0.99927104
COLEC10,COLEC10,0.99927014
LRATD2,LRATD2,0.99926853
AJM1,AJM1,0.9992672
ATP5F1C,ATP5F1C,0.99926704
KIF5B,KIF5B,0.999266
TACR3,TACR3,0.99926597
ZNF157,ZNF157,0.999265
KRT27,KRT27,0.99926484
OTUD3,OTUD3,0.99926335
LUM,LUM,0.9992629
MFHAS1,MFHAS1,0.99926144
MAFA,MAFA,0.9992594
CAMSAP3,CAMSAP3,0.99925894
NKX6-2,NKX6-2,0.99925756
ZBTB24,ZBTB24,0.99925655
SH3RF2,SH3RF2,0.9992545
HK2,HK2,0.99925315
LINGO4,LINGO4,0.9992521
CLMP,CLMP,0.99925166
MIB1,MIB1,0.99925023
COL5A3,COL5A3,0.99925005
PRRC2A,PRRC2A,0.99924946
PLPP6,PLPP6,0.9992481
HMX2,HMX2,0.99924767
IRS1,IRS1,0.9992476
S100A6,S100A6,0.9992473
PAK5,PAK5,0.9992453
CSTF2T,CSTF2T,0.9992447
UPF2,UPF2,0.99924266
JRKL,JRKL,0.9992418
TIMELESS,TIMELESS,0.9992408
MTF1,MTF1,0.9992394
PRSS12,PRSS12,0.9992394
POLE4,POLE4,0.999239
SLC12A2,SLC12A2,0.999238
PCK1,PCK1,0.9992375
RXFP4,RXFP4,0.99923676
HTR2B,HTR2B,0.99923515
PGM2L1,PGM2L1,0.99923515
TRIM54,TRIM54,0.99923503
TMEM100,TMEM100,0.99923444
CKM,CKM,0.9992342
MLX,MLX,0.9992336
LHFPL2,LHFPL2,0.9992332
PRDX6,PRDX6,0.9992323
WNT8B,WNT8B,0.9992317
DHH,DHH,0.9992314
SHISA3,SHISA3,0.9992308
HCN4,HCN4,0.99923074
HPS6,HPS6,0.99922866
IMPG2,IMPG2,0.9992278
ADRA1D,ADRA1D,0.9992276
SYT11,SYT11,0.9992276
CHRDL1,CHRDL1,0.9992274
EDEM2,EDEM2,0.9992272
LOXL4,LOXL4,0.99922615
KLB,KLB,0.9992257
SUSD6,SUSD6,0.9992241
NT5C1A,NT5C1A,0.9992238
MBOAT1,MBOAT1,0.9992224
SPDYC,SPDYC,0.9992209
H2BK1,H2BE1,0.99922067
RAB3B,RAB3B,0.99921936
ATOH1,ATOH1,0.99921834
KRT71,KRT71,0.99921685
CEPT1,CEPT1,0.99921596
HMX3,HMX3,0.9992144
BNC1,BNC1,0.9992136
OMG,OMG,0.9992128
ACTL7B,ACTL7B,0.99921185
DCAF4L1,DCAF4L1,0.9992096
ZSWIM3,ZSWIM3,0.9992089
TMEM121,TMEM121,0.99920833
HTR6,HTR6,0.9992083
FGF19,FGF19,0.99920815
LMNB2,LMNB2,0.99920774
SLITRK6,SLITRK6,0.9992056
MARCHF4,MARCHF4,0.9992048
FBXO40,FBXO40,0.9992047
B3GALT6,B3GALT6,0.9992018
IRGQ,IRGQ,0.99920076
IRX2,IRX2,0.9991954
PDK4,PDK4,0.99919415
ARC,ARC,0.9991929
MIDN,MIDN,0.9991886
CNGA2,CNGA2,0.9991884
HIF1A,HIF1A,0.99918526
PDX1,PDX1,0.9991852
LRFN1,LRFN1,0.99918276
FNBP1,FNBP1,0.9991822
SAPCD2,SAPCD2,0.99918056
SNAPIN,SNAPIN,0.9991802
TMEM50A,TMEM50A,0.9991801
LHFPL4,LHFPL4,0.99917936
LHX8,LHX8,0.9991771
E2F2,E2F2,0.9991764
GPR68,GPR68,0.99917525
SAMD9,SAMD9,0.99917084
SPMIP7,SPATA48,0.9991704
MSGN1,MSGN1,0.999168
TIGD5,TIGD5,0.99916744
BARX2,BARX2,0.9991649
BCL9,BCL9,0.9991649
NUP188,NUP188,0.99916446
GJB2,GJB2,0.9991629
TRPC4AP,TRPC4AP,0.9991628
TPBGL,TPBGL,0.9991615
TRAF6,TRAF6,0.9991613
HEPHL1,HEPHL1,0.9991596
CCN2,CCN2,0.99915856
CCKAR,CCKAR,0.99915814
CDX2,CDX2,0.99915767
GPR179,GPR179,0.99915767
MRPS17,MRPS17,0.99915737
HOXB6,HOXB6,0.99915713
VWA7,VWA7,0.999157
KCNK5,KCNK5,0.9991561
ZBTB34,ZBTB34,0.9991534
PHAX,PHAX,0.9991522
PRPF4,PRPF4,0.9991522
NCOA3,NCOA3,0.9991498
SCN10A,SCN10A,0.9991477
N4BP3,N4BP3,0.99914736
ELMOD1,ELMOD1,0.9991454
DMRTA2,DMRTA2,0.9991435
APLNR,APLNR,0.9991431
UNC5B,UNC5B,0.99914235
SLC18A3,SLC18A3,0.99914014
GPR62,GPR62,0.99913764
BCL11B,BCL11B,0.99913645
SLC5A8,SLC5A8,0.99913603
GJC2,GJC2,0.9991302
JCAD,JCAD,0.99912894
EZR,EZR,0.9991276
GPR151,GPR151,0.9991274
TLL2,TLL2,0.9991274
C16H17orf113,C17orf113,0.99912626
SLC16A8,SLC16A8,0.9991255
SCRT2,SCRT2,0.99912393
GLRX3,GLRX3,0.9991224
GPC4,GPC4,0.9991188
CASR,CASR,0.9991187
DRAXIN,DRAXIN,0.9991182
LTA,LTA,0.9991167
CDC26,CDC26,0.99911547
CDC42BPG,CDC42BPG,0.9991153
FBH1,FBH1,0.9991149
HNRNPH3,HNRNPH3,0.99911475
GCM1,GCM1,0.99911284
NUP153,NUP153,0.9991119
PPP1R14C,PPP1R14C,0.9991115
CCN3,CCN3,0.99911094
CNTNAP5,CNTNAP5,0.9991083
HAND1,HAND1,0.9991057
MYF5,MYF5,0.9991055
HNF4G,HNF4G,0.9991054
KCNE4,KCNE4,0.9991006
GNG11,GNG11,0.9990971
TPPP,TPPP,0.9990918
NIBAN2,NIBAN2,0.99909
TFAP2E,TFAP2E,0.9990892
SP6,SP6,0.9990889
MAP1LC3A,MAP1LC3A,0.9990876
NATD1,NATD1,0.9990873
TEX52,TEX52,0.9990863
HTR7,HTR7,0.9990843
C12H2orf69,C2orf69,0.99908376
CAVIN1,CAVIN1,0.999083
SPHKAP,SPHKAP,0.9990819
LRRC15,LRRC15,0.9990813
SLC10A6,SLC10A6,0.99907833
CD248,CD248,0.99907696
BFSP2,BFSP2,0.9990758
CNPY3,CNPY3,0.999075
RBM27,RBM27,0.99907404
KLHL34,KLHL34,0.9990731
NR1D1,NR1D1,0.99907154
C1H1orf210,C1orf210,0.99907047
SYK,SYK,0.9990694
ADO,ADO,0.99906737
ARHGEF11,ARHGEF11,0.9990668
CELSR2,CELSR2,0.99906665
TIMP4,TIMP4,0.9990653
TENT5B,TENT5B,0.99906427
ERG,ERG,0.99906296
GLP1R,GLP1R,0.999061
TUBB1,TUBB1,0.99906063
KLF15,KLF15,0.99906
TMEM271,TMEM271,0.9990592
HEXIM1,HEXIM1,0.9990577
TDRD15,TDRD15,0.9990577
SEMA6C,SEMA6C,0.9990576
KCNH4,KCNH4,0.9990563
SKIDA1,SKIDA1,0.99905616
ZNF335,ZNF335,0.9990539
GIT2,GIT2,0.99905175
SLC6A14,SLC6A14,0.9990508
SPART,SPART,0.9990505
NPTX2,NPTX2,0.99905014
NRTN,NRTN,0.99904937
USP20,USP20,0.99904674
TRIM24,TRIM24,0.9990443
PATL1,PATL1,0.99903965
FOXD2,FOXD2,0.99903905
PALD1,PALD1,0.99903834
ATP5MC3,ATP5MC3,0.9990375
TMEM229A,TMEM229A,0.99903655
KCNG2,KCNG2,0.99903643
TTC9,TTC9,0.99903536
GPRASP2,GPRASP2,0.9990349
LPAR3,LPAR3,0.99903387
CALHM1,CALHM1,0.9990312
STRIP2,STRIP2,0.99903065
KCNG3,KCNG3,0.99903023
RTL1,RTL1,0.9990286
RHOBTB1,RHOBTB1,0.9990277
SST,SST,0.9990275
NTNG1,NTNG1,0.9990274
FNDC10,FNDC10,0.99902546
ATRN,ATRN,0.9990242
LRRC30,LRRC30,0.99902344
CSNK1A1L,CSNK1A1L,0.99902284
BTBD17,BTBD17,0.9990214
NKX2-3,NKX2-3,0.99901915
CYSLTR1,CYSLTR1,0.99901885
TAS2R40,TAS2R40,0.9990187
ZNF70,ZNF70,0.9990186
SIX2,SIX2,0.9990171
NYNRIN,NYNRIN,0.99901503
ZCCHC9,ZCCHC9,0.99901426
KCNA3,KCNA3,0.99901265
SLC5A5,SLC5A5,0.99901134
CNTN5,CNTN5,0.99901116
CCDC71L,CCDC71L,0.99900836
CHST6,CHST6,0.9990081
SLC2A12,SLC2A12,0.9990075
RBM15,RBM15,0.9990037
AKAP12,AKAP12,0.99900264
TMC3,TMC3,0.9990026
MAFB,MAFB,0.9989987
PREX2,PREX2,0.9989987
LNPEP,LNPEP,0.9989976
POLR3K,POLR3K,0.9989963
PHKA2,PHKA2,0.9989954
RBBP9,RBBP9,0.998995
GPR149,GPR149,0.9989927
TFEB,TFEB,0.99899226
EPHA5,EPHA5,0.9989899
ATG9B,ATG9B,0.9989892
MRPL44,MRPL44,0.998989
SPIN4,SPIN4,0.99898887
GABRQ,GABRQ,0.9989873
ANKRD34C,ANKRD34C,0.9989862
INSM2,INSM2,0.9989853
OR52A5,OR52A5,0.9989812
CD101,CD101,0.99898106
PDE6G,PDE6G,0.9989798
FOXJ2,FOXJ2,0.99897856
RUNDC3B,RUNDC3B,0.99897623
LMTK2,LMTK2,0.9989749
NOL9,NOL9,0.9989706
RRP15,RRP15,0.99897027
SYTL5,SYTL5,0.99897
TMED9,TMED9,0.9989695
CRYGS,CRYGS,0.99896944
RNF149,RNF149,0.99896914
USO1,USO1,0.99896896
NFE2,NFE2,0.99896777
GDF5,GDF5,0.99896765
IPMK,IPMK,0.99896604
PYGO1,PYGO1,0.9989641
AKAP11,AKAP11,0.99896324
MSC,MSC,0.9989626
ZNF558,ZNF558,0.9989624
FOXB2,FOXB2,0.99896175
HSPA1L,HSPA1L,0.9989615
MED28,MED28,0.99896127
ARHGAP18,ARHGAP18,0.9989611
SOX17,SOX17,0.99895996
SLC31A1,SLC31A1,0.99895966
PSMB1,PSMB1,0.9989593
MAP7D2,MAP7D2,0.99895895
TNNI2,TNNI2,0.9989579
VAV2,VAV2,0.9989575
SOWAHB,SOWAHB,0.99895453
SLC10A4,SLC10A4,0.9989529
SYT2,SYT2,0.9989501
STYXL2,STYXL2,0.99894917
PTH,PTH,0.99894845
MOAP1,MOAP1,0.9989483
NPHS1,NPHS1,0.9989478
SERTAD4,SERTAD4,0.99894685
UBAP1,UBAP1,0.99894464
NKX2-4,NKX2-4,0.9989428
RTN4RL1,RTN4RL1,0.9989416
HACD4,HACD4,0.9989415
HOXC12,HOXC12,0.99894035
SBNO1,SBNO1,0.99893326
ARHGEF12,ARHGEF12,0.9989326
RAB3C,RAB3C,0.9989311
IRX1,IRX1,0.99893075
FAM181B,FAM181B,0.9989307
SMURF1,SMURF1,0.9989288
PCDHB4,PCDHB4,0.9989282
DXO,DXO,0.9989278
HAO1,HAO1,0.9989277
TIGD2,TIGD2,0.9989249
OTUD1,OTUD1,0.99891883
RHO,RHO,0.99891603
SRBD1,SRBD1,0.99891603
B3GNT8,B3GNT8,0.9989064
ZBTB7B,ZBTB7B,0.9989033
OBI1,OBI1,0.9989029
ZNF8,ZNF8,0.99890286
CALU,CALU,0.99890125
CNOT4,CNOT4,0.998897
ATOH7,ATOH7,0.9988953
HOXD11,HOXD11,0.99889374
NAB2,NAB2,0.9988922
TENT2,TENT2,0.99888766
HNRNPA2B1,HNRNPA2B1,0.9988851
PKHD1,PKHD1,0.9988813
GRIN3B,GRIN3B,0.99887824
GMEB2,GMEB2,0.9988782
SNAI1,SNAI1,0.99887615
HOXA2,HOXA2,0.9988748
EMILIN3,EMILIN3,0.99887186
NEFH,NEFH,0.9988701
DMBX1,DMBX1,0.9988672
CAVIN2,CAVIN2,0.99886644
SCUBE3,SCUBE3,0.9988657
NPY5R,NPY5R,0.99886364
TAAR5,TAAR5,0.99885935
CHMP2A,CHMP2A,0.99885714
OSBPL11,OSBPL11,0.99885625
ACER2,ACER2,0.9988549
PPP1R26,PPP1R26,0.9988547
RRP1B,RRP1B,0.9988544
GPR6,GPR6,0.9988541
SERTAD2,SERTAD2,0.9988537
BMP10,BMP10,0.99885255
CYB561D2,CYB561D2,0.9988503
PROKR1,PROKR1,0.99884933
GPRASP3,ARMCX5-GPRASP2,0.9988486
ZAR1L,ZAR1L,0.9988451
FFAR2,FFAR2,0.9988447
GTF2F2,GTF2F2,0.9988444
GPR37,GPR37,0.99884355
CILK1,CILK1,0.99884254
MYBPC2,MYBPC2,0.998842
RUNX3,RUNX3,0.9988396
CENPF,CENPF,0.9988394
TDRD1,TDRD1,0.998835
TMEM233,TMEM233,0.9988334
LATS2,LATS2,0.9988318
TMEM74,TMEM74,0.99883026
KLF10,KLF10,0.9988292
UBE2J1,UBE2J1,0.9988288
PRKAR2B,PRKAR2B,0.99882853
TNFRSF21,TNFRSF21,0.99882776
SLC30A4,SLC30A4,0.99882585
RNF113A,RNF113A,0.99882513
DENND2C,DENND2C,0.9988245
ITGA8,ITGA8,0.9988235
EPB41L4A,EPB41L4A,0.9988234
SPTBN1,SPTBN1,0.99882084
COL4A6,COL4A6,0.9988193
CDC16,CDC16,0.9988188
PRELP,PRELP,0.9988151
CYP4F22,CYP4F22,0.9988147
PINK1,PINK1,0.9988133
FANCF,FANCF,0.9988113
SDHAF1,SDHAF1,0.9988105
VSIG8,VSIG8,0.99880815
ZNF260,ZNF260,0.9988059
TMEM204,TMEM204,0.9988058
GPRASP1,GPRASP1,0.99880415
TLR9,TLR9,0.99880415
ZSCAN12,ZSCAN12,0.99880373
RCOR2,RCOR2,0.99880326
SSTR3,SSTR3,0.99879825
APEX2,APEX2,0.99879694
SFT2D1,SFT2D1,0.998796
ZNF629,ZNF629,0.99879134
KLHL4,KLHL4,0.9987874
ZNF804A,ZNF804A,0.9987861
C13H2orf49,C2orf49,0.99878395
FOLR1,FOLR1,0.9987833
MIP,MIP,0.99877924
FRAT2,FRAT2,0.9987785
GDF2,GDF2,0.998775
DGKK,DGKK,0.9987748
PDLIM1,PDLIM1,0.9987748
PAPSS1,PAPSS1,0.99877423
PCDHB1,PCDHB1,0.99877423
SV2C,SV2C,0.9987732
GK2,GK2,0.9987729
HTR1F,HTR1F,0.9987709
KDF1,KDF1,0.99876815
DEPDC7,DEPDC7,0.99876565
TAGLN2,TAGLN2,0.99876505
PWWP3B,PWWP3B,0.9987648
SEC24B,SEC24B,0.99876124
ULK1,ULK1,0.99875915
H2BC1,H2BC1,0.9987576
WHAMM,WHAMM,0.99875724
PMCH,PMCH,0.9987543
PTGFRN,PTGFRN,0.9987536
DRD3,DRD3,0.99875194
INSM1,INSM1,0.9987506
PHF24,PHF24,0.99874914
CDKN1A,CDKN1A,0.99874824
DNAH6,DNAH6,0.998746
PATZ1,PATZ1,0.99874544
KCNK6,KCNK6,0.99873996
EFNB2,EFNB2,0.99873835
TMEM17,TMEM17,0.99873716
EFCC1,EFCC1,0.998737
RHOV,RHOV,0.99873316
LRIT1,LRIT1,0.99873304
TMEM268,TMEM268,0.99873257
IL23A,IL23A,0.99873227
UBL3,UBL3,0.9987312
CHSY3,CHSY3,0.9987308
ACTL8,ACTL8,0.9987301
TMEM158,TMEM158,0.9987263
MAPK6,MAPK6,0.9987243
FAM83C,FAM83C,0.9987233
NHLH1,NHLH1,0.99872226
DYSF,DYSF,0.99872184
ASB14,ASB14,0.9987212
PACSIN1,PACSIN1,0.99872005
CSMD1,CSMD1,0.9987197
CORO2A,CORO2A,0.99871904
SLC35G2,SLC35G2,0.9987175
EPOP,EPOP,0.99871355
NYAP2,NYAP2,0.99871296
B3GNT2,B3GNT2,0.9987129
FOXE1,FOXE1,0.9987101
PLXNA3,PLXNA3,0.9987091
DUOX2,DUOX2,0.99870795
PNMA2,PNMA2,0.99870425
KIF21B,KIF21B,0.9987022
PJA2,PJA2,0.99870145
TLR8,TLR8,0.99869704
CHUK,CHUK,0.99869585
WDR4,WDR4,0.9986956
SV2A,SV2A,0.9986941
HCN3,HCN3,0.99869406
BRS3,BRS3,0.998694
STAT5A,STAT5A,0.9986904
DKK1,DKK1,0.9986879
S100A16,S100A16,0.9986833
RD3,RD3,0.9986821
SAP30,SAP30,0.99868125
C14H11orf87,C11orf87,0.99867773
GDF10,GDF10,0.9986772
AMIGO3,AMIGO3,0.99867696
ZFYVE9,ZFYVE9,0.9986768
AP1S2,AP1S2,0.99867606
RRS1,RRS1,0.9986751
LIG4,LIG4,0.998673
ADRB2,ADRB2,0.998672
NUCKS1,NUCKS1,0.99867094
PHF13,PHF13,0.9986693
FAM187A,FAM187A,0.9986673
PCID2,PCID2,0.9986651
SHOC2,SHOC2,0.99866503
HHIPL2,HHIPL2,0.99866474
XKR7,XKR7,0.9986641
DDN,DDN,0.9986602
TNFAIP6,TNFAIP6,0.99865746
STMN2,STMN2,0.9986573
GHITM,GHITM,0.99865645
LLGL1,LLGL1,0.998652
SLC22A3,SLC22A3,0.99865085
SUPT7L,SUPT7L,0.9986456
INSYN2B,INSYN2B,0.99864423
XPNPEP2,XPNPEP2,0.9986427
NMT2,NMT2,0.99864227
FRAT1,FRAT1,0.99864215
KRT28,KRT28,0.9986413
ATXN1L,ATXN1L,0.99864036
PAXX,PAXX,0.99864024
INSC,INSC,0.99863845
RFLNA,RFLNA,0.9986373
ADGRG2,ADGRG2,0.99863344
TGFBR3L,TGFBR3L,0.99862933
SMG5,SMG5,0.99862677
KRT33A,KRT33A,0.998624
TTPA,TTPA,0.9986224
TRIM75,TRIM75P,0.99862206
FAM89A,FAM89A,0.99862134
PHB1,PHB,0.99862075
AGBL1,AGBL1,0.9986199
NANOS2,NANOS2,0.99861985
RDH12,RDH12,0.9986193
FGF3,FGF3,0.99861616
NENF,NENF,0.998615
ERVFRD-1,ERVFRD-1,0.9986149
RPL10L,RPL10L,0.99861366
ZNF670,ZNF670,0.998613
S1PR2,S1PR2,0.9986122
GPR65,GPR65,0.9986041
CAMKK1,CAMKK1,0.9986015
NAP1L3,NAP1L3,0.99860114
CHERP,CHERP,0.9986004
PTAFR,PTAFR,0.99859977
TMEM238,TMEM238,0.998598
C7,C7,0.9985968
NFATC2,NFATC2,0.9985962
NFYB,NFYB,0.9985937
TRPM5,TRPM5,0.9985931
ZIC3,ZIC3,0.99859
ZBTB26,ZBTB26,0.99858963
STX19,STX19,0.998589
HOXD4,HOXD4,0.9985858
XRCC2,XRCC2,0.998585
DNAH5,DNAH5,0.9985831
PPP1R3C,PPP1R3C,0.99858224
PROKR2,PROKR2,0.9985818
IL22RA1,IL22RA1,0.99858093
MED7,MED7,0.99857914
GPBAR1,GPBAR1,0.9985779
ADRA1A,ADRA1A,0.9985762
SMC3,SMC3,0.9985761
ENPP4,ENPP4,0.9985753
ZNF296,ZNF296,0.9985746
KRT33B,KRT33B,0.998573
NR0B2,NR0B2,0.99857014
KBTBD13,KBTBD13,0.9985691
LRRC24,LRRC24,0.9985684
FGF4,FGF4,0.9985682
SOWAHD,SOWAHD,0.9985645
AJAP1,AJAP1,0.9985644
KRT7,KRT7,0.9985618
VWA8,VWA8,0.9985616
GIP,GIP,0.9985583
ZFP3,ZFP3,0.9985577
CRH,CRH,0.9985561
LDHAL6A,LDHAL6A,0.998553
TIGD6,TIGD6,0.99854875
SLC15A5,SLC15A5,0.9985473
GMEB1,GMEB1,0.9985449
CELF2,CELF2,0.9985434
KRT82,KRT82,0.99854255
FHDC1,FHDC1,0.99854195
MFAP4,MFAP4,0.99854
SEPTIN6,SEPTIN6,0.99853754
BAZ1B,BAZ1B,0.99853367
SERPINA4,SERPINA4,0.9985323
EML4,EML4,0.9985299
SLC44A5,SLC44A5,0.9985277
SSTR5,SSTR5,0.9985269
FASTKD5,FASTKD5,0.9985249
TMEM163,TMEM163,0.99852103
ACO1,ACO1,0.9985205
METTL24,METTL24,0.9985192
GABRR2,GABRR2,0.9985188
ZNF697,ZNF697,0.9985188
FBXL14,FBXL14,0.9985153
IER5,IER5,0.9985124
NAP1L2,NAP1L2,0.99851215
PIGM,PIGM,0.99851054
ZNF469,ZNF469,0.99850917
GPR12,GPR12,0.9985072
PLAG1,PLAG1,0.9985025
PGBD4,PGBD4,0.99850243
SIAH3,SIAH3,0.9985017
SLC6A7,SLC6A7,0.99850035
TMCC2,TMCC2,0.99849993
DCAF6,DCAF6,0.9984986
GYS2,GYS2,0.9984978
DCLRE1A,DCLRE1A,0.9984953
ADRA2B,ADRA2B,0.9984946
TRIM50,TRIM50,0.99849415
MLLT1,MLLT1,0.9984935
OR6C4,OR6C4,0.99848926
FOXE3,FOXE3,0.99848664
RAP1GAP2,RAP1GAP2,0.9984818
CLIC3,CLIC3,0.99848086
KRT75,KRT75,0.99847895
C8H8orf88,C8orf88,0.9984789
BMP3,BMP3,0.9984778
SLIT3,SLIT3,0.9984778
MDFIC2,MDFIC2,0.99847716
WBP4,WBP4,0.9984769
SPEGNB,SPEGNB,0.9984746
CNTN3,CNTN3,0.9984745
SERTM1,SERTM1,0.9984744
LSM10,LSM10,0.9984733
KIF18A,KIF18A,0.9984732
KIAA1143,KIAA1143,0.99847305
PIWIL2,PIWIL2,0.9984717
SLC25A2,SLC25A2,0.9984716
TRIM67,TRIM67,0.99846774
SOWAHA,SOWAHA,0.99846745
LMOD3,LMOD3,0.99846566
FGF14,FGF14,0.9984646
DLGAP1,DLGAP1,0.99846447
MYBPHL,MYBPHL,0.9984639
PTN,PTN,0.9984628
UNC45B,UNC45B,0.99846125
PLA2G4E,PLA2G4E,0.99846053
CCDC71,CCDC71,0.9984596
PRR35,PRR35,0.99845576
PGK1,PGK1,0.9984543
MFSD14B,MFSD14B,0.9984525
PAGR1,PAGR1,0.9984524
ZNF436,ZNF436,0.99845225
TMED8,TMED8,0.99845016
MYBPH,MYBPH,0.9984501
FOXS1,FOXS1,0.9984488
MMP27,MMP27,0.9984485
RABGGTB,RABGGTB,0.9984472
VDAC1,VDAC1,0.99844676
DDX43,DDX43,0.9984464
TGFBRAP1,TGFBRAP1,0.99844563
TMEM200C,TMEM200C,0.9984435
SGSM1,SGSM1,0.9984417
PLXNA2,PLXNA2,0.99844146
CNNM1,CNNM1,0.9984398
XDH,XDH,0.9984388
LEAP2,LEAP2,0.9984377
PNMA8C,PNMA8C,0.99843717
TCF23,TCF23,0.9984363
MTMR8,MTMR8,0.9984362
RASSF9,RASSF9,0.99843436
FBXO47,FBXO47,0.99843264
DSCAM,DSCAM,0.9984321
B3GNT9,B3GNT9,0.9984317
GJB3,GJB3,0.9984289
SLC35F1,SLC35F1,0.9984283
RPS7,RPS7,0.9984274
RTN1,RTN1,0.9984243
TAAR1,TAAR1,0.99842376
GPR15,GPR15,0.9984219
PAQR7,PAQR7,0.9984207
SLC10A1,SLC10A1,0.9984207
AMH,AMH,0.9984204
ANKEF1,ANKEF1,0.9984188
FFAR1,FFAR1,0.9984187
DAPP1,DAPP1,0.9984155
FAM50B,FAM50B,0.99841464
FREM3,FREM3,0.9984109
SERPIND1,SERPIND1,0.99841
MGAT2,MGAT2,0.9984086
SHCBP1L,SHCBP1L,0.9984085
GALR3,GALR3,0.9984074
SPRYD4,SPRYD4,0.9984074
PAG1,PAG1,0.9984053
GABRB2,GABRB2,0.9984047
H2BC14,H2BC14,0.998403
ANOS1,ANOS1,0.99840164
SNPH,SNPH,0.99840057
DBX1,DBX1,0.9984001
VEGFC,VEGFC,0.9983996
ARL5B,ARL5B,0.99839884
PDE1A,PDE1A,0.9983987
EIF3C,EIF3CL,0.9983981
P2RY4,P2RY4,0.9983974
RAB3D,RAB3D,0.99839574
TCERG1L,TCERG1L,0.9983923
TEX12,TEX12,0.9983902
C1H1orf216,C1orf216,0.9983892
TUFT1,TUFT1,0.9983881
C5H4orf54,C4orf54,0.9983878
CNR2,CNR2,0.99838567
APOF,APOF,0.9983845
GPR20,GPR20,0.9983835
USP19,USP19,0.99838233
ALDH18A1,ALDH18A1,0.9983805
ADAMTS3,ADAMTS3,0.9983795
PALMD,PALMD,0.9983786
CYP7A1,CYP7A1,0.99837834
PCSK1N,PCSK1N,0.99837697
FAM163A,FAM163A,0.99837524
HPGDS,HPGDS,0.998374
PCDHB7,PCDHB7,0.99837255
RBM20,RBM20,0.9983711
RTP1,RTP1,0.9983699
PTHLH,PTHLH,0.9983696
KRT20,KRT20,0.99836916
NOS2,NOS2,0.99836797
TONSL,TONSL,0.9983671
NFXL1,NFXL1,0.99836695
SYCP1,SYCP1,0.99836683
POLR1F,POLR1F,0.9983659
UNC5CL,UNC5CL,0.9983659
ZNF280B,ZNF280B,0.99836355
GDF11,GDF11,0.99836135
TRIM46,TRIM46,0.9983613
ADSS2,ADSS2,0.99835956
CXCR5,CXCR5,0.99835926
COL2A1,COL2A1,0.9983587
PANX3,PANX3,0.9983575
C4H6orf120,C6orf120,0.99835694
MAPK1IP1L,MAPK1IP1L,0.9983561
FMO4,FMO4,0.9983558
CCDC102A,CCDC102A,0.9983553
TRERF1,TRERF1,0.99835485
VAT1L,VAT1L,0.9983545
EN2,EN2,0.9983539
SPTA1,SPTA1,0.9983538
GUCA2A,GUCA2A,0.99835235
LY86,LY86,0.9983512
TIPARP,TIPARP,0.99835044
PFN3,PFN3,0.99834967
EIF4A3,EIF4A3,0.9983473
P2RY2,P2RY2,0.99834645
STOML3,STOML3,0.9983463
HTR1D,HTR1D,0.99834615
SPIC,SPIC,0.9983429
CXCR4,CXCR4,0.9983407
PKIG,PKIG,0.9983387
SERPINA11,SERPINA11,0.9983366
ZFP91,ZFP91,0.9983365
CLSPN,CLSPN,0.9983362
PADI6,PADI6,0.9983356
DYNC1H1,DYNC1H1,0.9983346
FBLL1,FBLL1,0.9983337
MEIOSIN,MEIOSIN,0.99833214
RTN4R,RTN4R,0.9983318
ID3,ID3,0.99833137
TLCD2,TLCD2,0.998328
OR4M1,OR4M1,0.9983279
DRGX,DRGX,0.9983268
FBXL4,FBXL4,0.99832594
RPSA,RPSAP58,0.9983246
GPR153,GPR153,0.9983225
STT3B,STT3B,0.99832237
KIFAP3,KIFAP3,0.9983213
FGL1,FGL1,0.9983203
CDKN2D,CDKN2D,0.99831986
TRAF5,TRAF5,0.998319
STAM2,STAM2,0.99831736
CCNA1,CCNA1,0.9983171
UTS2R,UTS2R,0.9983121
SLFN14,SLFN14,0.99831206
NPBWR1,NPBWR1,0.9983079
TET1,TET1,0.9983059
KRT38,KRT38,0.99830526
RPE65,RPE65,0.99830365
NHLRC1,NHLRC1,0.99830127
NPY4R,NPY4R2,0.99830115
SLC16A9,SLC16A9,0.9983008
SYNDIG1,SYNDIG1,0.9983005
TUBA1A,TUBA3D,0.9982964
MIPEP,MIPEP,0.99829614
COMP,COMP,0.9982957
PGLYRP3,PGLYRP3,0.9982942
ZNF512B,ZNF512B,0.99829304
MTRES1,MTRES1,0.99828875
ORC1,ORC1,0.9982883
