crab_eating_macaque gene name,rhesus_macaque gene name,correlation
CYSRT1,CYSRT1,0.9999997
FZD6,FZD6,0.9999997
GOLPH3,GOLPH3,0.9999997
HMGXB4,HMGXB4,0.9999997
HPCAL4,HPCAL4,0.9999997
HSPA1L,HSPA1L,0.9999997
KCTD4,KCTD4,0.9999997
KIAA1143,KIAA1143,0.9999997
KRT73,KRT73,0.9999997
LPAR4,LPAR4,0.9999997
MMP14,MMP14,0.9999997
OR10W1,OR10W1,0.9999997
P2RY1,P2RY1,0.9999997
PSMD9,PSMD9,0.9999997
RASL10B,RASL10B,0.9999997
SERPINA12,SERPINA12,0.9999997
SLC32A1,SLC32A1,0.9999997
TAGLN,TAGLN,0.9999997
TFB1M,TFB1M,0.9999997
TM4SF18,TM4SF18,0.9999997
TMEM100,TMEM100,0.9999997
TMEM216,TMEM216,0.9999997
TMEM217,TMEM217,0.9999997
TMEM74,TMEM74,0.9999997
TRAV41,TRAV41,0.9999997
TREX1,TREX1,0.9999997
UQCC5,UQCC5,0.9999997
WNT10B,WNT10B,0.9999997
XKRX,XKRX,0.9999997
ZBTB26,ZBTB26,0.9999997
AP5S1,AP5S1,0.99999964
C3orf70,C2H3orf70,0.99999964
CALB1,CALB1,0.99999964
CCL8,CCL8,0.99999964
CFAP54,CFAP54,0.99999964
COX8A,COX8A,0.99999964
EPCIP,EPCIP,0.99999964
FLRT3,FLRT3,0.99999964
FTHL17,FTHL17,0.99999964
GNAT3,GNAT3,0.99999964
GPR75,GPR75,0.99999964
GRPR,GRPR,0.99999964
KLF15,KLF15,0.99999964
KLHL10,KLHL10,0.99999964
LBX2,LBX2,0.99999964
LRAT,LRAT,0.99999964
LXN,LXN,0.99999964
MAGEB10,MAGEB10,0.99999964
MLANA,MLANA,0.99999964
MPL,MPL,0.99999964
MRPL15,MRPL15,0.99999964
OTULIN,OTULIN,0.99999964
OVOL1,OVOL1,0.99999964
PCGF1,PCGF1,0.99999964
PRR15,PRR15,0.99999964
PSMB4,PSMB4,0.99999964
RAD1,RAD1,0.99999964
RAI1,RAI1,0.99999964
ROPN1,ROPN1,0.99999964
SLC27A6,SLC27A6,0.99999964
STAC2,STAC2,0.99999964
TMEM86A,TMEM86A,0.99999964
TNFAIP6,TNFAIP6,0.99999964
TOB1,TOB1,0.99999964
TOMM22,TOMM22,0.99999964
TRIM32,TRIM32,0.99999964
ZNF485,ZNF485,0.99999964
AMIGO1,AMIGO1,0.9999996
ATP6V1G1,ATP6V1G1,0.9999996
BTG2,BTG2,0.9999996
CLEC3A,CLEC3A,0.9999996
CYP7A1,CYP7A1,0.9999996
DCAF4L1,DCAF4L1,0.9999996
DDX43,DDX43,0.9999996
DLX4,DLX4,0.9999996
DYNLT1,DYNLT1,0.9999996
FAM200C,FAM200C,0.9999996
GJB2,GJB2,0.9999996
HMHB1,HMHB1,0.9999996
KATNA1,KATNA1,0.9999996
MMP26,MMP26,0.9999996
MRPS33,MRPS33,0.9999996
ODF1,ODF1,0.9999996
PLA2G4A,PLA2G4A,0.9999996
PRAC1,PRAC1,0.9999996
PSMC4,PSMC4,0.9999996
RTCB,RTCB,0.9999996
SLC25A53,SLC25A53,0.9999996
SMIM24,SMIM24,0.9999996
SNN,SNN,0.9999996
SPOPL,SPOPL,0.9999996
STRIT1,STRIT1,0.9999996
TXNIP,TXNIP,0.9999996
UBL5,UBL5,0.9999996
UNC80,UNC80,0.9999996
VEGFD,VEGFD,0.9999996
ZBED5,ZBED5,0.9999996
ZSCAN21,ZSCAN21,0.9999996
C3orf22,C2H3orf22,0.9999995
CCL28,CCL28,0.9999995
EIF1B,EIF1B,0.9999995
EMC6,EMC6,0.9999995
ERP44,ERP44,0.9999995
FGF20,FGF20,0.9999995
FHDC1,FHDC1,0.9999995
GPR22,GPR22,0.9999995
HEXB,HEXB,0.9999995
HEXIM1,HEXIM1,0.9999995
IRF6,IRF6,0.9999995
KLHL1,KLHL1,0.9999995
LBHD2,LBHD2,0.9999995
LMX1A,LMX1A,0.9999995
LPCAT2,LPCAT2,0.9999995
MAS1,MAS1,0.9999995
MRPS12,MRPS12,0.9999995
NANOS2,NANOS2,0.9999995
NIM1K,NIM1K,0.9999995
NUDT18,NUDT18,0.9999995
PHF5A,PHF5A,0.9999995
PLEKHF2,PLEKHF2,0.9999995
POLR2J,POLR2J,0.9999995
PTRHD1,PTRHD1,0.9999995
RAB10,RAB10,0.9999995
RBM11,RBM11,0.9999995
RBMX2,RBMX2,0.9999995
SERPINF1,SERPINF1,0.9999995
TMEM253,TMEM253,0.9999995
UBA52,UBA52,0.9999995
ZNF157,ZNF157,0.9999995
ACER2,ACER2,0.99999946
AQP9,AQP9,0.99999946
ATG101,ATG101,0.99999946
ATP6V1F,ATP6V1F,0.99999946
CCDC183,CCDC183,0.99999946
CRYBA1,CRYBA1,0.99999946
CSKMT,CSKMT,0.99999946
DDIT3,DDIT3,0.99999946
DDIT4L,DDIT4L,0.99999946
DNAAF6,DNAAF6,0.99999946
DXO,DXO,0.99999946
FASLG,FASLG,0.99999946
FOXN4,FOXN4,0.99999946
GPX2,GPX2,0.99999946
H2AX,H2AX,0.99999946
HLF,HLF,0.99999946
IMMP2L,IMMP2L,0.99999946
ING1,ING1,0.99999946
KLHL11,KLHL11,0.99999946
MAGEB17,MAGEB17,0.99999946
MEIG1,MEIG1,0.99999946
MSGN1,MSGN1,0.99999946
MSL2,MSL2,0.99999946
OR4F15,OR4F15,0.99999946
PAQR4,PAQR4,0.99999946
PARVA,PARVA,0.99999946
PBDC1,PBDC1,0.99999946
PELO,PELO,0.99999946
PRCD,PRCD,0.99999946
RLIM,RLIM,0.99999946
SVIP,SVIP,0.99999946
TMED2,TMED2,0.99999946
TMPRSS11B,TMPRSS11B,0.99999946
ZNF770,ZNF770,0.99999946
ACTL8,ACTL8,0.9999994
B3GNT2,B3GNT2,0.9999994
C11orf96,C14H11orf96,0.9999994
COQ4,COQ4,0.9999994
DAD1,DAD1,0.9999994
DPH3,DPH3,0.9999994
EID2B,EID2B,0.9999994
GPR119,GPR119,0.9999994
HTR1E,HTR1E,0.9999994
IGFBPL1,IGFBPL1,0.9999994
KCNJ6,KCNJ6,0.9999994
LEP,LEP,0.9999994
MEOX2,MEOX2,0.9999994
MRTO4,MRTO4,0.9999994
MTERF2,MTERF2,0.9999994
OR6N1,OR6N1,0.9999994
PDE3A,PDE3A,0.9999994
PDE6C,PDE6C,0.9999994
PPP1R2C,PPP1R2C,0.9999994
PRSS58,PRSS58,0.9999994
SF3B4,SF3B4,0.9999994
SLC6A17,SLC6A17,0.9999994
SMIM17,SMIM17,0.9999994
SUSD6,SUSD6,0.9999994
VANGL2,VANGL2,0.9999994
ZNF830,ZNF830,0.9999994
BEX1,BEX1,0.99999934
C2orf15,C13H2orf15,0.99999934
CMBL,CMBL,0.99999934
DLX5,DLX5,0.99999934
FGF7,FGF7,0.99999934
H2BC26,H2BC26,0.99999934
HOXB1,HOXB1,0.99999934
HYAL4,HYAL4,0.99999934
KRT222,KRT222,0.99999934
KRT25,KRT25,0.99999934
KRTAP13-4,KRTAP13-4,0.99999934
LRRC30,LRRC30,0.99999934
LZTFL1,LZTFL1,0.99999934
MYL2,MYL2,0.99999934
MYL9,MYL9,0.99999934
NDUFAF3,NDUFAF3,0.99999934
NGFR,NGFR,0.99999934
PDCL2,PDCL2,0.99999934
PRR9,PRR9,0.99999934
PSMB6,PSMB6,0.99999934
PTGER4,PTGER4,0.99999934
RAP2C,RAP2C,0.99999934
SLC25A34,SLC25A34,0.99999934
SNF8,SNF8,0.99999934
SOCS5,SOCS5,0.99999934
SPINK6,SPINK6,0.99999934
SPINK7,SPINK7,0.99999934
ST6GAL1,ST6GAL1,0.99999934
TGFB2,TGFB2,0.99999934
TMEM215,TMEM215,0.99999934
TRAV38-1,TRAV38-1,0.99999934
TSPO2,TSPO2,0.99999934
YIPF5,YIPF5,0.99999934
AP1M2,AP1M2,0.9999993
CAMP,CAMP,0.9999993
CLEC3B,CLEC3B,0.9999993
CNR2,CNR2,0.9999993
DEFB112,DEFB112,0.9999993
DIRAS3,DIRAS3,0.9999993
DLX3,DLX3,0.9999993
EDDM3A,EDDM3A,0.9999993
EPHX3,EPHX3,0.9999993
ESD,ESD,0.9999993
FOLR1,FOLR1,0.9999993
GREM2,GREM2,0.9999993
H1-3,H1-3,0.9999993
H2BC12,H2BC12,0.9999993
HHIPL2,HHIPL2,0.9999993
INMT,INMT,0.9999993
ITGB1BP2,ITGB1BP2,0.9999993
KCTD14,KCTD14,0.9999993
NAA80,NAA80,0.9999993
PGLYRP4,PGLYRP4,0.9999993
RMND5A,RMND5A,0.9999993
RTKN2,RTKN2,0.9999993
SKA2,SKA2,0.9999993
SLC35G1,SLC35G1,0.9999993
SMG8,SMG8,0.9999993
SNRK,SNRK,0.9999993
SPINK8,SPINK8,0.9999993
SPMIP7,SPMIP7,0.9999993
TBCC,TBCC,0.9999993
TMEM47,TMEM47,0.9999993
TRBV19,TRBV19,0.9999993
TRBV24-1,TRBV24-1,0.9999993
UQCC6,UQCC6,0.9999993
ZNF462,ZNF462,0.9999993
ANAPC13,ANAPC13,0.9999992
CEP15,CEP15,0.9999992
CEP19,CEP19,0.9999992
COG3,COG3,0.9999992
CRYGD,CRYGD,0.9999992
DCTN6,DCTN6,0.9999992
FOS,FOS,0.9999992
GEMIN8,GEMIN8,0.9999992
H3C8,H3C1,0.9999992
IFNK,IFNK,0.9999992
ING2,ING2,0.9999992
LALBA,LALBA,0.9999992
LCN15,LCN15,0.9999992
LRRC4C,LRRC4C,0.9999992
MTOR,MTOR,0.9999992
NEMP1,NEMP1,0.9999992
NFIL3,NFIL3,0.9999992
OPA3,OPA3,0.9999992
OVCH2,OVCH2,0.9999992
PURB,PURB,0.9999992
RALA,RALA,0.9999992
S100G,S100G,0.9999992
SNAI2,SNAI2,0.9999992
SPDYE4,SPDYE4,0.9999992
SVBP,SVBP,0.9999992
TCEAL7,TCEAL7,0.9999992
THBS1,THBS1,0.9999992
TLCD5,TLCD5,0.9999992
TMEM229B,TMEM229B,0.9999992
TMEM60,TMEM60,0.9999992
UBOX5,UBOX5,0.9999992
ZNF513,ZNF513,0.9999992
ALDOB,ALDOB,0.99999917
BMP3,BMP3,0.99999917
CACNA1S,CACNA1S,0.99999917
CCDC184,CCDC184,0.99999917
EAPP,EAPP,0.99999917
FGF6,FGF6,0.99999917
GPR82,GPR82,0.99999917
H2AC20,H2AC20,0.99999917
ID3,ID3,0.99999917
IL22,IL22,0.99999917
INSYN1,INSYN1,0.99999917
LHX5,LHX5,0.99999917
LIM2,LIM2,0.99999917
MAGEC2,MAGEC2,0.99999917
NCAPH2,NCAPH2,0.99999917
NLK,NLK,0.99999917
OPRPN,OPRPN,0.99999917
PDE5A,PDE5A,0.99999917
PRSS54,PRSS54,0.99999917
RAB39B,RAB39B,0.99999917
RNF182,RNF182,0.99999917
S100A8,S100A8,0.99999917
SPRY3,SPRY3,0.99999917
ST8SIA3,ST8SIA3,0.99999917
TMEM203,TMEM203,0.99999917
TRAPPC1,TRAPPC1,0.99999917
TTPAL,TTPAL,0.99999917
UGCG,UGCG,0.99999917
ZNF593OS,ZNF593OS,0.99999917
ANAPC7,ANAPC7,0.9999991
C1GALT1C1,C1GALT1C1,0.9999991
CAMK2N1,CAMK2N1,0.9999991
CATSPER4,CATSPER4,0.9999991
CCDC172,CCDC172,0.9999991
CCT6A,CCT6A,0.9999991
CHIC1,CHIC1,0.9999991
CNEP1R1,CNEP1R1,0.9999991
CYB561D2,CYB561D2,0.9999991
DEGS2,DEGS2,0.9999991
DNAJC19,DNAJC19,0.9999991
FHL5,FHL5,0.9999991
FOXR1,FOXR1,0.9999991
GPR65,GPR65,0.9999991
HPGDS,HPGDS,0.9999991
IFNG,IFNG,0.9999991
LRRC32,LRRC32,0.9999991
MACROH2A2,MACROH2A2,0.9999991
MTRF1,MTRF1,0.9999991
NEU2,NEU2,0.9999991
OR5B2,OR5B2,0.9999991
OR8A1,OR8A1,0.9999991
PPP1R42,PPP1R42,0.9999991
TAAR1,TAAR1,0.9999991
TMEM204,TMEM204,0.9999991
TNFAIP8L3,TNFAIP8L3,0.9999991
ALX4,ALX4,0.99999905
BCL7C,BCL7C,0.99999905
BRMS1L,BRMS1L,0.99999905
C2orf88,C12H2orf88,0.99999905
CHST4,CHST4,0.99999905
COX20,COX20,0.99999905
EEIG2,EEIG2,0.99999905
FANCD2OS,FANCD2OS,0.99999905
GPR160,GPR160,0.99999905
IFITM5,IFITM5,0.99999905
LRRN1,LRRN1,0.99999905
MIP,MIP,0.99999905
MRPS18B,MRPS18B,0.99999905
NABP2,NABP2,0.99999905
NIPAL1,NIPAL1,0.99999905
OR6C1,OR6C1,0.99999905
PCDH19,PCDH19,0.99999905
SERP1,SERP1,0.99999905
SPATA9,SPATA9,0.99999905
TMA7,TMA7,0.99999905
TMEM170B,TMEM170B,0.99999905
WFDC10B,WFDC10B,0.99999905
ABCG4,ABCG4,0.999999
BLCAP,BLCAP,0.999999
BVES,BVES,0.999999
C3orf20,C2H3orf20,0.999999
CCDC86,CCDC86,0.999999
CDKN1A,CDKN1A,0.999999
CLEC4E,CLEC4E,0.999999
DEFA6,DEFA6,0.999999
DNAH6,DNAH6,0.999999
DNHD1,DNHD1,0.999999
ENY2,ENY2,0.999999
ERVFRD-1,ERVFRD-1,0.999999
HTD2,RPP14,0.999999
HTR7,HTR7,0.999999
KLHL9,KLHL9,0.999999
OLIG3,OLIG3,0.999999
PFN4,PFN4,0.999999
RGP1,RGP1,0.999999
RPL19,RPL19,0.999999
RPL38,RPL38,0.999999
RPS13,RPS13,0.999999
S100A5,S100A5,0.999999
SMDT1,SMDT1,0.999999
TRAJ18,TRAJ18,0.999999
ZBTB41,ZBTB41,0.999999
ZNF146,ZNF146,0.999999
ZNF449,ZNF449,0.999999
ABCF2,ABCF2,0.9999989
ARL13A,ARL13A,0.9999989
ATXN7L2,ATXN7L2,0.9999989
CACNG2,CACNG2,0.9999989
CD52,CD52,0.9999989
EPS8L3,EPS8L3,0.9999989
FAM3D,FAM3D,0.9999989
FLRT2,FLRT2,0.9999989
GAREM1,GAREM1,0.9999989
GCG,GCG,0.9999989
HSPB8,HSPB8,0.9999989
KCNE2,KCNE2,0.9999989
LRP4,LRP4,0.9999989
NKAPL,NKAPL,0.9999989
RAB41,RAB41,0.9999989
SERTM1,SERTM1,0.9999989
SLITRK2,SLITRK2,0.9999989
TRAV10,TRAV10,0.9999989
TSPAN12,TSPAN12,0.9999989
ZC3H12B,ZC3H12B,0.9999989
ZNF532,ZNF532,0.9999989
ZP2,ZP2,0.9999989
CFL2,CFL2,0.99999887
ELOVL6,ELOVL6,0.99999887
ENPP4,ENPP4,0.99999887
FNDC9,FNDC9,0.99999887
G6PC3,G6PC3,0.99999887
GJA5,GJA5,0.99999887
GRP,GRP,0.99999887
MAP3K2,MAP3K2,0.99999887
NEURL2,NEURL2,0.99999887
NLGN1,NLGN1,0.99999887
ONECUT1,ONECUT1,0.99999887
OSTN,OSTN,0.99999887
PIGC,PIGC,0.99999887
PNMA2,PNMA2,0.99999887
PPP1R3C,PPP1R3C,0.99999887
RAB39A,RAB39A,0.99999887
RGS2,RGS2,0.99999887
SMIM22,SMIM22,0.99999887
SPATA31F3,FAM205C,0.99999887
SYPL2,SYPL2,0.99999887
TEKT4,TEKT4,0.99999887
ARL11,ARL11,0.9999988
CAPN6,CAPN6,0.9999988
CAV3,CAV3,0.9999988
CCDC51,CCDC51,0.9999988
KDR,KDR,0.9999988
KLF9,KLF9,0.9999988
LSM6,LSM6,0.9999988
MBLAC2,MBLAC2,0.9999988
MIB1,MIB1,0.9999988
MMP16,MMP16,0.9999988
OR4F6,OR4F6,0.9999988
PLK1,PLK1,0.9999988
S100A9,S100A9,0.9999988
S100P,S100P,0.9999988
SLC39A7,SLC39A7,0.9999988
SLC48A1,SLC48A1,0.9999988
SRGN,SRGN,0.9999988
THAP12,THAP12,0.9999988
UFC1,UFC1,0.9999988
ANGPTL2,ANGPTL2,0.99999875
DEFB123,DEFB123,0.99999875
ERAS,ERAS,0.99999875
HIGD2A,HIGD2A,0.99999875
IL17F,IL17F,0.99999875
KCTD16,KCTD16,0.99999875
LRRC18,LRRC18,0.99999875
MESD,MESD,0.99999875
MOS,MOS,0.99999875
MPV17L2,MPV17L2,0.99999875
NXPH2,NXPH2,0.99999875
PTGDR,PTGDR,0.99999875
RAB3D,RAB3D,0.99999875
RAP2B,RAP2B,0.99999875
RIMS4,RIMS4,0.99999875
SDSL,SDSL,0.99999875
SPCS3,SPCS3,0.99999875
TCIM,TCIM,0.99999875
TIMP1,TIMP1,0.99999875
TMEM17,TMEM17,0.99999875
TMEM74B,TMEM74B,0.99999875
VAMP3,VAMP3,0.99999875
ZNF570,ZNF570,0.99999875
ZNHIT3,ZNHIT3,0.99999875
ABHD17B,ABHD17B,0.9999987
ADPRH,ADPRH,0.9999987
ARSH,ARSH,0.9999987
BEX2,BEX2,0.9999987
DPEP2NB,DPEP2NB,0.9999987
GADD45B,GADD45B,0.9999987
GID8,GID8,0.9999987
GRXCR1,GRXCR1,0.9999987
HELT,HELT,0.9999987
MRPL57,MRPL57,0.9999987
OR6C75,OR6C75,0.9999987
OXGR1,OXGR1,0.9999987
RNASE1,RNASE1,0.9999987
TMPRSS11E,TMPRSS11E,0.9999987
TRPC5OS,TRPC5OS,0.9999987
ZBTB24,ZBTB24,0.9999987
ZBTB39,ZBTB39,0.9999987
ZNF330,ZNF330,0.9999987
ACVR1,ACVR1,0.9999986
BCL6B,BCL6B,0.9999986
CCN3,CCN3,0.9999986
CHP2,CHP2,0.9999986
CLHC1,CLHC1,0.9999986
DCAF4L2,DCAF4L2,0.9999986
DDX28,DDX28,0.9999986
DYNLL2,DYNLL2,0.9999986
IER3IP1,IER3IP1,0.9999986
KBTBD12,KBTBD12,0.9999986
LRRD1,LRRD1,0.9999986
NCF1,NCF1,0.9999986
NUDT2,NUDT2,0.9999986
RHOBTB1,RHOBTB1,0.9999986
RPRM,RPRM,0.9999986
TAS1R2,TAS1R2,0.9999986
TBP,TBP,0.9999986
TSHB,TSHB,0.9999986
VRTN,VRTN,0.9999986
ZBTB2,ZBTB2,0.9999986
ALDH3B2,ALDH3B2,0.99999857
APEX1,APEX1,0.99999857
AQP3,AQP3,0.99999857
ARL14EP,ARL14EP,0.99999857
C12orf71,C11H12orf71,0.99999857
DBX1,DBX1,0.99999857
DIRAS2,DIRAS2,0.99999857
DPT,DPT,0.99999857
FGL1,FGL1,0.99999857
MAP1LC3A,MAP1LC3A,0.99999857
MARCHF4,MARCHF4,0.99999857
RARB,RARB,0.99999857
TOP2A,TOP2A,0.99999857
UBE2D1,UBE2D1,0.99999857
ZIC1,ZIC1,0.99999857
ZNF48,ZNF48,0.99999857
ZNF558,ZNF558,0.99999857
CCR2,CCR2,0.9999985
DEFB1,DEFB1,0.9999985
EBNA1BP2,EBNA1BP2,0.9999985
GPER1,GPER1,0.9999985
GPHB5,GPHB5,0.9999985
GPR139,GPR139,0.9999985
KCND2,KCND2,0.9999985
KCND3,KCND3,0.9999985
MMGT1,MMGT1,0.9999985
MYL7,MYL7,0.9999985
NAA11,NAA11,0.9999985
NOP10,NOP10,0.9999985
OTUD3,OTUD3,0.9999985
PCBP1,PCBP1,0.9999985
QRFP,QRFP,0.9999985
SPATA2,SPATA2,0.9999985
TSSK4,TSSK4,0.9999985
ZKSCAN8,ZKSCAN8,0.9999985
CCL1,CCL1,0.99999845
CDKN2C,CDKN2C,0.99999845
CLRN2,CLRN2,0.99999845
ERH,ERH,0.99999845
FAM110B,FAM110B,0.99999845
FOXI1,FOXI1,0.99999845
GRM8,GRM8,0.99999845
HOXC12,HOXC12,0.99999845
IL23A,IL23A,0.99999845
INSL6,INSL6,0.99999845
OR6C2,OR6C2,0.99999845
SIAH3,SIAH3,0.99999845
SLC16A12,SLC16A12,0.99999845
SLC22A8,SLC22A8,0.99999845
SMPX,SMPX,0.99999845
SUOX,SUOX,0.99999845
TAGLN2,TAGLN2,0.99999845
USF1,USF1,0.99999845
ACTA1,ACTA1,0.9999984
ADM2,ADM2,0.9999984
ANAPC16,ANAPC16,0.9999984
APOLD1,APOLD1,0.9999984
B3GNT5,B3GNT5,0.9999984
CCDC182,CCDC182,0.9999984
CDH12,CDH12,0.9999984
CDK9,CDK9,0.9999984
COQ8A,COQ8A,0.9999984
CYREN,CYREN,0.9999984
DGAT2L6,DGAT2L6,0.9999984
DPY30,DPY30,0.9999984
FGF9,FGF9,0.9999984
GLRA3,GLRA3,0.9999984
HAS2,HAS2,0.9999984
LRRC57,LRRC57,0.9999984
MGARP,MGARP,0.9999984
NGDN,NGDN,0.9999984
PRPS1L1,PRPS1L1,0.9999984
STK17B,STK17B,0.9999984
SWSAP1,SWSAP1,0.9999984
UBR5,UBR5,0.9999984
ANKRD34B,ANKRD34B,0.99999833
ARL4D,ARL4D,0.99999833
DYDC1,DYDC1,0.99999833
FAM177B,FAM177B,0.99999833
FUNDC1,FUNDC1,0.99999833
GPR174,GPR174,0.99999833
IGFBP5,IGFBP5,0.99999833
LSM8,LSM8,0.99999833
LYPD1,LYPD1,0.99999833
NAT1,NAT1,0.99999833
POP7,POP7,0.99999833
RNF26,RNF26,0.99999833
PLA2G12B,PLA2G12B,0.9999983
SPMIP3,SPMIP3,0.9999983
THG1L,THG1L,0.9999983
TRAPPC11,TRAPPC11,0.9999983
BRK1,BRK1,0.9999982
CIBAR2,CIBAR2,0.9999982
EVI2B,EVI2B,0.9999982
FKBP14,FKBP14,0.9999982
KCNV1,KCNV1,0.9999982
OOEP,OOEP,0.9999982
RAB33A,RAB33A,0.9999982
RHBDL2,RHBDL2,0.9999982
SCGB1A1,SCGB1A1,0.9999982
SFRP4,SFRP4,0.9999982
SFTA2,SFTA2,0.9999982
SMLR1,SMLR1,0.9999982
SPESP1,SPESP1,0.9999982
ASZ1,ASZ1,0.99999815
IAPP,IAPP,0.99999815
KRT37,KRT37,0.99999815
MMP12,MMP12,0.99999815
MORN3,MORN3,0.99999815
NRSN1,NRSN1,0.99999815
SLC35E3,SLC35E3,0.99999815
ZNF571,ZNF571,0.99999815
ABCD2,ABCD2,0.9999981
CNOT6,CNOT6,0.9999981
F2RL2,F2RL2,0.9999981
GPR3,GPR3,0.9999981
IGSF3,IGSF3,0.9999981
KRTAP11-1,KRTAP11-1,0.9999981
MRPS21,MRPS21,0.9999981
POPDC3,POPDC3,0.9999981
RAB27B,RAB27B,0.9999981
RFC4,RFC4,0.9999981
SNRNP200,SNRNP200,0.9999981
SPON1,SPON1,0.9999981
ZBTB43,ZBTB43,0.9999981
CHCHD5,CHCHD5,0.99999803
CXCL1,CXCL1,0.99999803
GJB3,GJB3,0.99999803
H2AC14,H2AC14,0.99999803
NEUROD1,NEUROD1,0.99999803
PRELP,PRELP,0.99999803
SFN,SFN,0.99999803
SLC35A4,SLC35A4,0.99999803
SMAD3,SMAD3,0.99999803
TNFSF18,TNFSF18,0.99999803
UBASH3B,UBASH3B,0.99999803
VAPB,VAPB,0.99999803
AMIGO2,AMIGO2,0.999998
AQP2,AQP2,0.999998
ATP6V0A2,ATP6V0A2,0.999998
C6orf163,C4H6orf163,0.999998
GATA2,GATA2,0.999998
NDUFA4,NDUFA4,0.999998
PABPN1L,PABPN1L,0.999998
SPINT4,SPINT4,0.999998
AGRP,AGRP,0.9999979
BRINP1,BRINP1,0.9999979
BTF3,BTF3,0.9999979
CCDC195,CCDC195,0.9999979
FAM241B,FAM241B,0.9999979
LPAR1,LPAR1,0.9999979
MARCHF3,MARCHF3,0.9999979
NEUROD6,NEUROD6,0.9999979
NPR3,NPR3,0.9999979
TMEM126A,TMEM126A,0.9999979
TMEM88,TMEM88,0.9999979
TRIM42,TRIM42,0.9999979
WDR82,WDR82,0.9999979
CD14,CD14,0.99999785
CIPC,CIPC,0.99999785
CLVS2,CLVS2,0.99999785
FUT9,FUT9,0.99999785
H1-4,H1-4,0.99999785
MYO7A,MYO7A,0.99999785
NDP,NDP,0.99999785
PDK4,PDK4,0.99999785
PGAM2,PGAM2,0.99999785
POU3F4,POU3F4,0.99999785
EREG,EREG,0.9999978
HNRNPF,HNRNPF,0.9999978
JAGN1,JAGN1,0.9999978
LRRC15,LRRC15,0.9999978
NLRP10,NLRP10,0.9999978
RIMKLA,RIMKLA,0.9999978
SLC16A13,SLC16A13,0.9999978
TACR1,TACR1,0.9999978
HRAS,HRAS,0.99999774
INSM2,INSM2,0.99999774
MRPS28,MRPS28,0.99999774
PRDM4,PRDM4,0.99999774
TBX5,TBX5,0.99999774
CCR1,CCR1,0.9999977
CRIP1,CRIP1,0.9999977
CTXN2,CTXN2,0.9999977
DHRS9,DHRS9,0.9999977
KCNH8,KCNH8,0.9999977
KIF3C,KIF3C,0.9999977
SNX33,SNX33,0.9999977
TNMD,TNMD,0.9999977
NUTF2,NUTF2,0.9999976
OR2B3,OR2B3,0.9999976
PHC2,PHC2,0.9999976
PKIG,PKIG,0.9999976
AWAT2,AWAT2,0.99999756
BCL9,BCL9,0.99999756
PHYHIP,PHYHIP,0.99999756
PSCA,PSCA,0.99999756
PTCHD1,PTCHD1,0.99999756
RAB14,RAB14,0.99999756
HRH1,HRH1,0.9999975
KIAA0040,KIAA0040,0.9999975
PNRC2,PNRC2,0.9999975
ZFHX4,ZFHX4,0.9999975
AADACL3,AADACL3,0.99999744
F13B,F13B,0.99999744
FBN1,FBN1,0.99999744
PIP4P2,PIP4P2,0.99999744
CALN1,CALN1,0.9999974
FAM163A,FAM163A,0.9999973
PIM2,PIM2,0.9999973
SPEF2,SPEF2,0.99999726
PABPC4L,PABPC4L,0.9999972
RNF146,RNF146,0.99999714
GATA3,GATA3,0.9999971
GHRH,GHRH,0.9999971
JRKL,JRKL,0.99999696
MARF1,MARF1,0.9999969
SOX13,SOX13,0.9999969
LRRC3B,LRRC3B,0.99999684
NSMCE4A,NSMCE4A,0.99999684
PLAC8,PLAC8,0.9999968
RNF112,RNF112,0.9999967
PRRG3,PRRG3,0.99999654
ZNF518B,ZNF518B,0.9999964
DUSP10,DUSP10,0.99999636
KNG1,KNG1,0.9999955
KAT14,KAT14,0.9999948
PRKD1,PRKD1,0.9999948
COL6A6,COL6A6,0.99999344
TMCC3,TMCC3,0.9999933
CENPE,CENPE,0.99999315
ARHGAP35,ARHGAP35,0.99999267
PTPN6,PTPN6,0.9999917
ZDHHC13,ZDHHC13,0.99999124
WDPCP,WDPCP,0.99999076
KANSL1,KANSL1,0.99999034
PCDH9,PCDH9,0.9999902
NYNRIN,NYNRIN,0.99999
PHF2,PHF2,0.9999898
TLR7,TLR7,0.9999898
AGBL3,AGBL3,0.99998975
PLPP3,PLPP3,0.99998945
PLXNB2,PLXNB2,0.99998945
CELSR3,CELSR3,0.99998885
IL1RAPL2,IL1RAPL2,0.9999886
C15orf39,C7H15orf39,0.9999885
ZNF596,ZNF596,0.99998784
WDR7,WDR7,0.9999876
ASH1L,ASH1L,0.99998754
TFCP2,TFCP2,0.9999873
MCM3AP,MCM3AP,0.99998724
ATN1,ATN1,0.9999871
SEMA3C,SEMA3C,0.99998695
ZSCAN20,ZSCAN20,0.99998695
ARID4B,ARID4B,0.9999869
ADAMTS4,ADAMTS4,0.9999868
PTGS2,PTGS2,0.9999861
RYR3,RYR3,0.9999849
MED13,MED13,0.9999843
TAS2R38,TAS2R38,0.99998415
TAF5,TAF5,0.9999841
NET1,NET1,0.9999836
MYH4,MYH4,0.99998355
INSRR,INSRR,0.99998283
PER2,PER2,0.9999828
GLRA2,GLRA2,0.9999826
ACTN3,ACTN3,0.9999824
JMY,JMY,0.9999821
TLN1,TLN1,0.9999821
