gorillas gene name,rhesus_macaques gene name,correlation
KCTD2,KCTD2,0.9996192
TFAP2C,TFAP2C,0.9996191
GLRX5,GLRX5,0.99961865
NPR2,NPR2,0.99961746
ZNF202,ZNF202,0.99961615
LAP3,LAP3,0.99961555
SEPTIN11,SEPTIN11,0.99961424
ERLIN1,ERLIN1,0.9996122
TXNIP,TXNIP,0.99961096
ELMOD1,ELMOD1,0.99961025
NCKAP1,NCKAP1,0.99960995
GALR1,GALR1,0.99960953
HCRTR2,HCRTR2,0.99960893
TMEM229B,TMEM229B,0.99960804
TMEM47,TMEM47,0.9996075
LYPD6,LYPD6,0.9996074
RUNDC1,RUNDC1,0.9996069
ITGB1,ITGB1,0.9996067
UBAP2L,UBAP2L,0.9996065
SASS6,SASS6,0.9996049
NCOA5,NCOA5,0.9996047
SPRY3,SPRY3,0.9996041
RIMKLA,RIMKLA,0.9996029
NR5A2,NR5A2,0.9996013
FAM200C,FAM200C,0.9996009
MSGN1,MSGN1,0.9996007
GSN,GSN,0.99960047
AFF2,AFF2,0.99959993
DEPDC1B,DEPDC1B,0.999596
FOXN2,FOXN2,0.9995958
STRIP2,STRIP2,0.9995958
SMO,SMO,0.99959576
ZNF703,ZNF703,0.9995957
GPR3,GPR3,0.999595
TPST1,TPST1,0.99959487
CREBRF,CREBRF,0.9995946
MYLIP,MYLIP,0.9995944
OSR1,OSR1,0.9995922
KLHDC1,KLHDC1,0.9995919
ADGRL2,ADGRL2,0.9995902
PXYLP1,PXYLP1,0.9995898
PI4K2A,PI4K2A,0.99958915
PLEKHF1,PLEKHF1,0.9995872
LSM11,LSM11,0.99958694
SIM1,SIM1,0.9995864
GPR63,GPR63,0.99958616
BRIX1,BRIX1,0.9995859
MYPOP,MYPOP,0.9995856
GPR183,GPR183,0.9995843
KCNC2,KCNC2,0.9995817
PPP2R2B,PPP2R2B,0.99958146
SLC24A4,SLC24A4,0.9995811
ZNF136,ZNF136,0.9995811
BAG6,BAG6,0.999581
TMED9,TMED9,0.9995807
KCNS3,KCNS3,0.99958044
OSBPL8,OSBPL8,0.9995801
STYX,STYX,0.99957967
FZD9,FZD9,0.999579
BCLAF1,BCLAF1,0.99957865
GSE1,GSE1,0.99957865
MIS12,MIS12,0.99957854
ZNF507,ZNF507,0.99957854
TRMT6,TRMT6,0.99957806
SGPL1,SGPL1,0.999577
BLVRA,BLVRA,0.9995768
PLEKHD1,PLEKHD1,0.9995759
TFDP1,TFDP1,0.9995757
ASPHD2,ASPHD2,0.99957484
GLRX3,GLRX3,0.9995724
ADAMTS4,ADAMTS4,0.99957204
UBA1,UBA1,0.999572
DAG1,DAG1,0.9995714
MTM1,MTM1,0.999571
TDO2,TDO2,0.999571
GNA14,GNA14,0.99957025
ZNF521,ZNF521,0.99957025
SPATS2L,SPATS2L,0.9995697
PGBD2,PGBD2,0.99956805
PALS2,PALS2,0.9995666
THG1L,THG1L,0.99956644
MCMBP,MCMBP,0.99956554
ANKRD28,ANKRD28,0.99956524
GRIP1,GRIP1,0.99956495
CLCN3,CLCN3,0.9995649
DMTF1,DMTF1,0.9995649
ZBTB9,ZBTB9,0.9995639
FAM110D,FAM110D,0.9995638
SHPRH,SHPRH,0.9995622
SFRP2,SFRP2,0.99956197
CNTN4,CNTN4,0.9995612
MAN2A1,MAN2A1,0.99956
LPIN2,LPIN2,0.99955976
CEP350,CEP350,0.9995588
PEAR1,PEAR1,0.99955827
MIOS,MIOS,0.99955577
TERF2,TERF2,0.9995552
ADAMTSL3,ADAMTSL3,0.99955434
CALML3,CALML3,0.99955106
RFXAP,RFXAP,0.99955076
RNF115,RNF115,0.9995507
ELAC1,ELAC1,0.9995499
NR3C2,NR3C2,0.9995494
TPP2,TPP2,0.9995493
CHST8,CHST8,0.99954844
ATG13,ATG13,0.9995476
RBM45,RBM45,0.9995462
NOD1,NOD1,0.9995458
CDR2L,CDR2L,0.9995453
FOXN3,FOXN3,0.9995441
FAF1,FAF1,0.999544
ABHD2,ABHD2,0.9995429
DENND2D,DENND2D,0.9995429
ATP6V1A,ATP6V1A,0.99954253
DRGX,DRGX,0.99954236
EVX1,EVX1,0.99954176
KCNK13,KCNK13,0.99954164
CYLD,CYLD,0.9995413
CHST3,CHST3,0.9995411
NCOA1,NCOA1,0.999541
FRZB,FRZB,0.99953836
AMOTL1,AMOTL1,0.9995371
MAK16,MAK16,0.99953663
CACNA1S,CACNA1S,0.9995365
CLP1,CLP1,0.99953556
INTS6L,INTS6L,0.9995349
WFIKKN2,WFIKKN2,0.99953467
NRAP,NRAP,0.99953383
HTR1B,HTR1B,0.9995338
IL20RB,IL20RB,0.9995337
SLC26A4,SLC26A4,0.9995334
ZC3H12C,ZC3H12C,0.9995325
KCNA6,KCNA6,0.999532
DISP2,DISP2,0.99953175
PCBD1,PCBD1,0.9995317
RAB33A,RAB33A,0.99953145
BORCS7,BORCS7,0.99953043
HTR2C,HTR2C,0.9995303
HIPK3,HIPK3,0.9995302
PCNX3,PCNX3,0.9995293
SLC7A3,SLC7A3,0.99952376
CCDC80,CCDC80,0.9995231
RGP1,RGP1,0.99952
RNF208,RNF208,0.99951965
LRP1B,LRP1B,0.99951935
AKTIP,AKTIP,0.99951863
BRD7,BRD7,0.99951833
NPY2R,NPY2R,0.99951696
PDS5B,PDS5B,0.9995163
HARBI1,HARBI1,0.9995155
SDF2,SDF2,0.99951506
SEMA3G,SEMA3G,0.99951446
COL6A1,COL6A1,0.99951315
VDAC1,VDAC1,0.99951255
GHSR,GHSR,0.99951243
C1QTNF7,C1QTNF7,0.9995117
EVA1B,EVA1B,0.99951154
ZNF32,ZNF32,0.9995114
RAB3D,RAB3D,0.9995098
FITM1,FITM1,0.9995093
CENPB,CENPB,0.9995074
DTL,DTL,0.999507
SYT13,SYT13,0.9995069
KCTD21,KCTD21,0.9995066
AGTR2,AGTR2,0.99950653
CDR2,CDR2,0.99950564
RSL24D1,RSL24D1,0.99950564
FEN1,FEN1,0.99950516
KCNB2,KCNB2,0.9995048
MN1,MN1,0.9995047
FNDC9,FNDC9,0.99950385
NTN3,NTN3,0.99950296
SNORC,SNORC,0.9995023
EDEM1,EDEM1,0.9995017
ALAS1,ALAS1,0.99950105
ITPRIP,ITPRIP,0.99950075
PTTG1,PTTG1,0.9995001
KIT,KIT,0.9994998
COL8A2,COL8A2,0.99949974
HLTF,HLTF,0.9994995
CCDC146,CCDC146,0.999497
PPP1R10,PPP1R10,0.99949557
EZR,EZR,0.9994953
RAB3B,RAB3B,0.999495
NUP133,NUP133,0.99949414
RND1,RND1,0.9994938
SLU7,SLU7,0.999493
CDH20,CDH20,0.99949276
CORO2B,CORO2B,0.99949175
CCDC124,CCDC124,0.9994911
SOX6,SOX6,0.999491
ANKRD27,ANKRD27,0.9994903
NEXN,NEXN,0.9994901
MED10,MED10,0.99948955
ADGB,ADGB,0.99948907
IKZF4,IKZF4,0.9994888
PGAM2,PGAM2,0.99948853
ISM1,ISM1,0.99948794
ERAS,ERAS,0.99948746
FOS,FOS,0.9994857
RAB27B,RAB27B,0.9994855
GLCE,GLCE,0.9994851
OTUD3,OTUD3,0.9994814
LRATD1,LRATD1,0.9994803
AGPAT1,AGPAT1,0.9994796
GDAP1,GDAP1,0.99947935
PEX5L,PEX5L,0.99947834
RBP3,RBP3,0.9994774
CALB1,CALB1,0.9994759
TANC2,TANC2,0.99947506
CALR,CALR,0.99947447
PRMT9,PRMT9,0.9994743
NRM,NRM,0.9994732
HAO1,HAO1,0.99947315
CUL4B,CUL4B,0.9994729
RO60,RO60,0.99947286
EEIG2,EEIG2,0.9994724
THSD7A,THSD7A,0.9994718
MAP3K11,MAP3K11,0.999471
TUBB1,TUBB1,0.999471
DLL1,DLL1,0.99947095
OTULINL,OTULINL,0.99946976
ZNF48,ZNF48,0.9994697
SNAI1,SNAI1,0.9994678
AFAP1,AFAP1,0.9994669
ERC1,ERC1,0.9994665
PRDM10,PRDM10,0.99946386
KRT19,KRT19,0.9994636
HPCAL1,HPCAL1,0.9994629
SHC1,SHC1,0.9994623
KCNJ14,KCNJ14,0.9994619
TSPO,TSPO,0.99946177
LRRC8E,LRRC8E,0.9994617
PTPN23,PTPN23,0.99946135
AGR2,AGR2,0.999461
AKAP6,AKAP6,0.9994604
LIFR,LIFR,0.99945956
SVEP1,SVEP1,0.9994589
PSMB4,PSMB4,0.99945766
LUZP1,LUZP1,0.99945754
ABTB2,ABTB2,0.9994569
PLCH1,PLCH1,0.9994565
FNDC3A,FNDC3A,0.99945587
ZBTB8B,ZBTB8B,0.99945503
TTC9B,TTC9B,0.99945456
ALX4,ALX4,0.999454
MYORG,MYORG,0.9994532
ZNF518B,ZNF518B,0.99945164
ORMDL2,ORMDL2,0.9994512
RGL2,RGL2,0.9994511
HOXC5,HOXC5,0.99944973
RASSF2,RASSF2,0.9994497
UVRAG,UVRAG,0.9994497
RNF144A,RNF144A,0.9994492
MPV17L2,MPV17L2,0.9994491
UBE2O,UBE2O,0.99944884
PRSS56,PRSS56,0.9994485
DXO,DXO,0.9994484
KBTBD12,KBTBD12,0.9994473
IMP4,IMP4,0.9994468
LNX2,LNX2,0.99944603
MMD,MMD,0.99944514
LRRC9,LRRC9,0.9994448
NAIF1,NAIF1,0.9994437
SP7,SP7,0.99944335
DOP1A,DOP1A,0.9994433
SLC5A7,SLC5A7,0.999443
GAPVD1,GAPVD1,0.99944246
PCDH20,PCDH20,0.99944234
LAMC3,LAMC3,0.99944144
VIRMA,VIRMA,0.99944144
ARHGEF15,ARHGEF15,0.999441
FRMPD1,FRMPD1,0.9994406
SEC61G,SEC61G,0.99943924
RORB,RORB,0.99943906
JADE3,JADE3,0.99943846
TMUB1,TMUB1,0.9994383
ITPR3,ITPR3,0.99943805
COL3A1,COL3A1,0.99943656
NIPA2,NIPA2,0.9994365
MKX,MKX,0.99943405
SPINDOC,SPINDOC,0.999434
NFE2,NFE2,0.99943376
DOCK8,DOCK8,0.99943227
GIGYF1,GIGYF1,0.99943227
OLFML1,OLFML1,0.99943215
CCR4,CCR4,0.9994321
BCL9L,BCL9L,0.99943036
GEM,GEM,0.99943036
CCNT2,CCNT2,0.9994303
CCN1,CCN1,0.99943006
TJP2,TJP2,0.99942976
MYO1B,MYO1B,0.9994283
PPP4R1,PPP4R1,0.9994272
GLP1R,GLP1R,0.9994271
IGDCC4,IGDCC4,0.99942553
MCF2,MCF2,0.99942464
GGPS1,GGPS1,0.9994243
PRDM12,PRDM12,0.99942285
MYOCD,MYOCD,0.99942243
STK35,STK35,0.9994217
GCM1,GCM1,0.999421
AMIGO2,AMIGO2,0.9994204
SLC39A5,SLC39A5,0.99942034
WFS1,WFS1,0.9994202
SMCR8,SMCR8,0.99942017
SH3BP4,SH3BP4,0.9994201
FJX1,FJX1,0.9994199
HSPA12B,HSPA12B,0.99941987
RYR1,RYR1,0.9994197
AMOT,AMOT,0.99941766
GPR87,GPR87,0.99941707
ZC3H12A,ZC3H12A,0.99941695
ROR1,ROR1,0.9994168
ANGPTL1,ANGPTL1,0.99941623
FAM3C,FAM3C,0.9994156
LRATD2,LRATD2,0.9994143
RGS9BP,RGS9BP,0.99941397
PPP1R18,PPP1R18,0.9994132
PSMB7,PSMB7,0.9994129
EMC7,EMC7,0.99941224
ARHGAP5,ARHGAP5,0.99941176
EPHB1,EPHB1,0.9994117
ARRDC3,ARRDC3,0.9994114
HIVEP3,HIVEP3,0.9994109
HTR1E,HTR1E,0.99941075
ABI1,ABI1,0.9994106
PRR7,PRR7,0.9994104
TMEM132D,TMEM132D,0.99941015
EVX2,EVX2,0.9994095
ADRA1B,ADRA1B,0.99940926
GCK,GCK,0.99940896
ALOXE3,ALOXE3,0.999408
PI4KB,PI4KB,0.999408
CLDN4,CLDN4,0.99940646
KCNJ4,KCNJ4,0.99940556
RORA,RORA,0.999405
TCF15,TCF15,0.99940425
PERP,PERP,0.99940413
RGL1,RGL1,0.9994028
SPATA2,SPATA2,0.9994027
CNOT10,CNOT10,0.9994019
LEMD3,LEMD3,0.9994014
NUGGC,NUGGC,0.9994014
H1-10,H1-10,0.99940073
C2CD5,C2CD5,0.999399
TNMD,TNMD,0.9993987
SLC35E1,SLC35E1,0.9993984
ARL4C,ARL4C,0.99939716
NNT,NNT,0.99939716
PIK3C2B,PIK3C2B,0.9993967
NSUN3,NSUN3,0.9993963
IL1RAPL2,IL1RAPL2,0.99939615
KCNJ13,KCNJ13,0.9993955
RAB3GAP1,RAB3GAP1,0.9993955
USP31,USP31,0.99939483
PCIF1,PCIF1,0.99939364
GJB6,GJB6,0.99939346
PPM1E,PPM1E,0.99939233
INTS9,INTS9,0.99939144
PCK1,PCK1,0.9993911
WNK3,WNK3,0.99939054
GPR151,GPR151,0.99938935
GATA1,GATA1,0.9993892
PDCD11,PDCD11,0.99938905
GPALPP1,GPALPP1,0.9993888
RINT1,RINT1,0.9993884
GLT8D1,GLT8D1,0.9993879
ADAMTS5,ADAMTS5,0.9993857
ZBTB4,ZBTB4,0.9993857
BFAR,BFAR,0.99938524
FERMT1,FERMT1,0.9993846
GJB5,GJB5,0.9993841
CEBPE,CEBPE,0.99938285
ACSL3,ACSL3,0.99938273
ST6GAL1,ST6GAL1,0.9993826
UNC5B,UNC5B,0.99938214
HKDC1,HKDC1,0.9993805
TICRR,TICRR,0.99938047
UBLCP1,UBLCP1,0.99938047
CACTIN,CACTIN,0.9993799
CTTNBP2NL,CTTNBP2NL,0.9993797
NEMF,NEMF,0.9993796
ZKSCAN8,ZKSCAN8,0.99937916
CNPY3,CNPY3,0.999379
GRHL2,GRHL2,0.9993789
JRKL,JRKL,0.9993789
CHST15,CHST15,0.9993788
E2F5,E2F5,0.999378
FOXN1,FOXN1,0.9993776
NANP,NANP,0.9993769
BAZ2A,BAZ2A,0.9993764
FOXO1,FOXO1,0.9993749
MCHR2,MCHR2,0.9993746
PDE12,PDE12,0.99937457
TRIAP1,TRIAP1,0.9993745
VIP,VIP,0.99937433
DENND4A,DENND4A,0.9993742
TLX1,TLX1,0.99937403
KDELR3,KDELR3,0.9993711
TMEM248,TMEM248,0.9993698
LYPD1,LYPD1,0.99936974
PCSK2,PCSK2,0.9993694
CARD11,CARD11,0.99936926
ATP6V0A2,ATP6V0A2,0.9993687
SLITRK6,SLITRK6,0.99936837
MYO5A,MYO5A,0.99936825
MYO7A,MYO7A,0.99936825
S1PR1,S1PR1,0.999368
CPQ,CPQ,0.99936754
MATCAP1,MATCAP1,0.9993671
NGFR,NGFR,0.9993668
HOXB5,HOXB5,0.99936575
TOMM70,TOMM70,0.99936575
MXD1,MXD1,0.9993653
ASTN1,ASTN1,0.99936515
VCL,VCL,0.9993651
FAM222A,FAM222A,0.99936485
PLEKHM2,PLEKHM2,0.99936354
PLPPR1,PLPPR1,0.999362
FZD6,FZD6,0.9993619
CNGA2,CNGA2,0.99936
USP20,USP20,0.9993598
SOGA3,MTCL3,0.9993592
KLK9,KLK9,0.9993579
ZBTB44,ZBTB44,0.99935764
CCDC47,CCDC47,0.9993576
TOPBP1,TOPBP1,0.9993576
KLHL28,KLHL28,0.9993563
NCAM2,NCAM2,0.9993559
ARSI,ARSI,0.99935555
CBLN1,CBLN1,0.9993554
IARS2,IARS2,0.99935526
CDS2,CDS2,0.999354
LOX,LOX,0.999354
OMG,OMG,0.9993522
SLC22A5,SLC22A5,0.9993521
RECK,RECK,0.99935114
KRT1,KRT1,0.9993511
EGR4,EGR4,0.9993509
BMAL1,ARNTL,0.99935025
EBF4,EBF4,0.99934953
SLC12A2,SLC12A2,0.9993493
ATXN1,ATXN1,0.99934906
DENND5A,DENND5A,0.9993482
LARS1,LARS1,0.99934787
BRINP3,BRINP3,0.99934757
ARNT,ARNT,0.9993471
SOCS6,SOCS6,0.99934685
LRBA,LRBA,0.9993449
CTPS1,CTPS1,0.9993447
ABCD1,ABCD1,0.99934465
EIF5B,EIF5B,0.99934405
HOXB6,HOXB6,0.9993428
CKAP2,CKAP2,0.9993425
NFAT5,NFAT5,0.9993425
TBC1D10C,TBC1D10C,0.9993423
MROH2B,MROH2B,0.9993422
KLHL40,KLHL40,0.9993398
KIF3C,KIF3C,0.99933887
BEST2,BEST2,0.99933714
PTGS2,PTGS2,0.99933696
SETD2,SETD2,0.99933666
TMCC3,TMCC3,0.99933666
PSMD1,PSMD1,0.9993364
OTUD7B,OTUD7B,0.9993338
LINGO1,LINGO1,0.9993325
C3orf70,C2H3orf70,0.99933136
CSRNP3,CSRNP3,0.9993307
CXorf38,CXHXorf38,0.9993307
MTBP,MTBP,0.9993305
PTPN4,PTPN4,0.9993293
ARC,ARC,0.9993291
RNF26,RNF26,0.999329
FMOD,FMOD,0.9993285
RFX2,RFX2,0.999328
LEPROT,LEPROT,0.9993272
KATNAL1,KATNAL1,0.99932694
CDAN1,CDAN1,0.99932677
ZNF219,ZNF219,0.99932677
GJA5,GJA5,0.9993246
TGM1,TGM1,0.99932384
SLC8A3,SLC8A3,0.99932325
TSSK6,TSSK6,0.99932265
MYO5B,MYO5B,0.9993213
RPS12,RPS12,0.9993208
SERTAD3,SERTAD3,0.9993201
HTR2B,HTR2B,0.99931985
SLC25A40,SLC25A40,0.9993198
ITGA9,ITGA9,0.9993194
KLHL13,KLHL13,0.9993187
CCKAR,CCKAR,0.99931866
TAF5L,TAF5L,0.9993165
ATCAY,ATCAY,0.99931616
PRPH2,PRPH2,0.9993157
GRWD1,GRWD1,0.9993153
PLCL1,PLCL1,0.9993138
XPO6,XPO6,0.99931365
HCN4,HCN4,0.99931234
AGPAT3,AGPAT3,0.9993119
FBXO9,FBXO9,0.9993104
BMT2,BMT2,0.99931026
PRDM13,PRDM13,0.9993092
NEURL4,NEURL4,0.99930906
ROM1,ROM1,0.99930906
ATP1A3,ATP1A3,0.99930894
PTPN1,PTPN1,0.9993087
RXFP4,RXFP4,0.9993086
MYO1A,MYO1A,0.9993085
LIMS2,LIMS2,0.99930817
LTB4R2,LTB4R2,0.9993074
TUFT1,TUFT1,0.99930286
RRH,RRH,0.99930215
AGBL3,AGBL3,0.99930125
FAM83B,FAM83B,0.99930114
SORCS3,SORCS3,0.9993009
AJAP1,AJAP1,0.99930054
IMPG2,IMPG2,0.99929976
LTBP4,LTBP4,0.9992997
MADD,MADD,0.9992996
CLDN18,CLDN18,0.9992988
PLPP6,PLPP6,0.9992985
ADAMTS9,ADAMTS9,0.99929816
NEUROD4,NEUROD4,0.99929774
TMEM86A,TMEM86A,0.9992974
CHP2,CHP2,0.999297
CSTF2,CSTF2,0.99929583
NCOR2,NCOR2,0.99929446
NR2E3,NR2E3,0.9992942
SLC30A4,SLC30A4,0.9992938
HSPA1L,HSPA1L,0.9992932
IRS1,IRS1,0.9992927
CHST2,CHST2,0.99929184
SARM1,SARM1,0.9992897
FNDC7,FNDC7,0.9992894
JAKMIP2,JAKMIP2,0.9992894
HYAL2,HYAL2,0.9992889
ELOVL6,ELOVL6,0.9992888
UPF2,UPF2,0.99928844
SEL1L3,SEL1L3,0.9992877
PFDN4,PFDN4,0.99928725
DPT,DPT,0.9992868
YRDC,YRDC,0.9992863
AP1B1,AP1B1,0.9992859
CHRNA9,CHRNA9,0.99928516
FAT2,FAT2,0.99928343
KERA,KERA,0.99928296
SCN8A,SCN8A,0.9992828
FNBP4,FNBP4,0.9992824
RFX5,RFX5,0.99928176
RNF145,RNF145,0.9992814
FAM163B,FAM163B,0.99928117
TAGLN,TAGLN,0.999281
MNS1,MNS1,0.9992802
LRRN2,LRRN2,0.9992798
LRRC32,LRRC32,0.9992793
ATP8A1,ATP8A1,0.99927896
MLH1,MLH1,0.99927896
ANKAR,ANKAR,0.9992787
ELAVL3,ELAVL3,0.9992775
HSPB6,HSPB6,0.99927664
MCM2,MCM2,0.99927604
BMP10,BMP10,0.99927497
H2BC3,H2BC15,0.99927473
CACNA1F,CACNA1F,0.99927413
ZNF668,ZNF668,0.9992736
TMEM51,TMEM51,0.9992734
SDK2,SDK2,0.99927336
UBE2R2,UBE2R2,0.99927276
WASF3,WASF3,0.99927264
HOXC10,HOXC10,0.9992725
AP5B1,AP5B1,0.9992723
UBXN4,UBXN4,0.9992721
PITPNM1,PITPNM1,0.99927205
PDE7B,PDE7B,0.9992714
SYT3,SYT3,0.9992712
KRT27,KRT27,0.9992706
DTX3,DTX3,0.9992703
OSBPL10,OSBPL10,0.99927026
PAK1,PAK1,0.99926955
PMEPA1,PMEPA1,0.9992688
ZNF335,ZNF335,0.9992686
MED7,MED7,0.9992684
ZBTB22,ZBTB22,0.99926794
ZSWIM3,ZSWIM3,0.9992678
CDC42BPG,CDC42BPG,0.9992674
ATP5F1C,ATP5F1C,0.99926704
PDE6C,PDE6C,0.9992655
KIAA0319L,KIAA0319L,0.99926454
MARK2,MARK2,0.99926424
RAB33B,RAB33B,0.99926394
PRRC2A,PRRC2A,0.9992635
ATP6V0D2,ATP6V0D2,0.999263
ABCA9,ABCA9,0.9992628
FAM181B,FAM181B,0.9992628
CEBPG,CEBPG,0.9992625
NUAK1,NUAK1,0.9992619
TNFSF11,TNFSF11,0.9992618
VPS13D,VPS13D,0.9992617
ECEL1,ECEL1,0.9992609
OR52A5,OR52A5,0.9992608
SH3RF2,SH3RF2,0.9992608
MBOAT1,MBOAT1,0.99926066
PTK7,PTK7,0.99926066
EIF3C,EIF3C,0.9992606
EZH1,EZH1,0.99926025
CIAO2B,CIAO2B,0.999259
HRAS,HRAS,0.99925894
TDRD6,TDRD6,0.9992583
PLA2G4A,PLA2G4A,0.9992582
S1PR3,S1PR3,0.9992567
HMX2,HMX2,0.99925494
SIGLEC1,SIGLEC1,0.9992539
MAP3K15,MAP3K15,0.99925363
SEMA3A,SEMA3A,0.99925363
LAS1L,LAS1L,0.99925315
FRMD4B,FRMD4B,0.9992529
SELENOM,SELENOM,0.9992519
ANKRD34B,ANKRD34B,0.99925137
DPP10,DPP10,0.99925137
PDS5A,PDS5A,0.9992513
MSX1,MSX1,0.9992511
CDC7,CDC7,0.999251
MIB1,MIB1,0.99925023
CHRNA5,CHRNA5,0.9992501
ITSN2,ITSN2,0.9992501
PHF8,PHF8,0.9992499
KCNK4,KCNK4,0.9992495
HCCS,HCCS,0.99924827
TMEM125,TMEM125,0.99924797
CMKLR1,CMKLR1,0.9992474
ITGA11,ITGA11,0.9992469
MAP1LC3A,MAP1LC3A,0.99924594
POLR3B,POLR3B,0.99924564
BRAF,BRAF,0.9992451
KLB,KLB,0.9992448
CCR10,CCR10,0.9992437
PCED1A,PCED1A,0.9992435
ASB4,ASB4,0.9992434
ATP2B1,ATP2B1,0.999243
PDP2,PDP2,0.9992415
LNPEP,LNPEP,0.9992407
OPRL1,OPRL1,0.9992397
IFIT2,IFIT2,0.9992384
UBR5,UBR5,0.9992368
ZBTB34,ZBTB34,0.9992349
CKM,CKM,0.9992342
RNF24,RNF24,0.9992339
TACR3,TACR3,0.99923354
PRDX6,PRDX6,0.9992323
RHOT1,RHOT1,0.9992323
SLC26A7,SLC26A7,0.9992323
COLGALT2,COLGALT2,0.999232
DHH,DHH,0.9992314
TMEM79,TMEM79,0.99923134
TRAF5,TRAF5,0.9992312
LHFPL2,LHFPL2,0.9992311
SYT11,SYT11,0.99923086
SLC8A1,SLC8A1,0.9992306
CNTNAP5,CNTNAP5,0.9992295
MAPRE3,MAPRE3,0.99922913
HNF4A,HNF4A,0.9992283
NPR3,NPR3,0.99922794
MECOM,MECOM,0.9992274
PEX3,PEX3,0.99922657
IQGAP3,IQGAP3,0.99922645
FYB1,FYB1,0.9992264
MMP11,MMP11,0.99922264
SLC5A5,SLC5A5,0.9992216
NUS1,NUS1,0.99922156
UTP25,UTP25,0.99922067
SEPSECS,SEPSECS,0.9992201
DUSP26,DUSP26,0.99921954
PTPRK,PTPRK,0.9992188
HEPHL1,HEPHL1,0.9992184
ZBTB24,ZBTB24,0.9992171
P2RY14,P2RY14,0.9992162
GPC5,GPC5,0.99921614
SP1,SP1,0.99921465
CCNB1IP1,CCNB1IP1,0.9992145
SLC14A2,SLC14A2,0.9992145
LPAR2,LPAR2,0.99921435
ASCL1,ASCL1,0.9992137
DEDD,DEDD,0.99921364
LRSAM1,LRSAM1,0.9992131
TMEM151A,TMEM151A,0.9992118
CSNK1D,CSNK1D,0.99921083
CCDC106,CCDC106,0.99921024
PDK4,PDK4,0.9992094
ZNF184,ZNF184,0.99920934
TSG101,TSG101,0.9992085
TRPC5,TRPC5,0.99920833
CHST6,CHST6,0.9992083
SLC8A2,SLC8A2,0.9992065
BTBD10,BTBD10,0.99920547
CD248,CD248,0.99920535
MKKS,MKKS,0.99920386
GIT2,GIT2,0.99920297
LCP1,LCP1,0.9992027
PLCG2,PLCG2,0.9992024
MARCHF4,MARCHF4,0.9992019
ELOVL2,ELOVL2,0.9991996
RABEP1,RABEP1,0.99919814
CRH,CRH,0.999197
XPOT,XPOT,0.99919635
SPTB,SPTB,0.9991963
ZMYM4,ZMYM4,0.99919593
LRP3,LRP3,0.9991952
TCEAL1,TCEAL1,0.99919516
MPC2,MPC2,0.99919385
VRTN,VRTN,0.9991937
KRT71,KRT71,0.9991936
MTMR12,MTMR12,0.99919295
CSNK1A1L,CSNK1A1L,0.9991924
BFSP2,BFSP2,0.99919134
NUP160,NUP160,0.9991901
SERPINB5,SERPINB5,0.9991887
ALOX12B,ALOX12B,0.999187
SLC22A6,SLC22A6,0.99918634
KIF5B,KIF5B,0.99918604
NLGN4X,NLGN4X,0.9991854
HHIP,HHIP,0.9991851
DLG1,DLG1,0.999184
DSTYK,DSTYK,0.9991824
CDKN2D,CDKN2D,0.9991819
MORC3,MORC3,0.9991816
PDX1,PDX1,0.9991803
LINGO4,LINGO4,0.99918014
ZC3H14,ZC3H14,0.9991797
HK2,HK2,0.99917954
LIG4,LIG4,0.9991795
ARHGEF33,ARHGEF33,0.99917895
NTNG1,NTNG1,0.9991789
GINS2,GINS2,0.9991788
VWA7,VWA7,0.9991781
NRDC,NRDC,0.9991743
IL36RN,IL36RN,0.9991732
RAD21,RAD21,0.99917275
DIPK1B,DIPK1B,0.9991727
CELSR3,CELSR3,0.9991718
L3MBTL3,L3MBTL3,0.9991717
OAZ1,OAZ1,0.9991717
ATP6V1G1,ATP6V1G1,0.99917144
SPATA16,SPATA16,0.99917036
SLC1A2,SLC1A2,0.9991697
SLC6A7,SLC6A7,0.9991694
RELB,RELB,0.99916834
HIF1A,HIF1A,0.99916804
CA5B,CA5B,0.99916685
SPRED1,SPRED1,0.999166
OTUD1,OTUD1,0.9991653
IRF2,IRF2,0.99916524
CCN2,CCN2,0.9991652
LUM,LUM,0.9991647
TBX20,TBX20,0.99916416
CDC42EP3,CDC42EP3,0.99916404
GJB2,GJB2,0.9991629
ANKRD34C,ANKRD34C,0.9991627
ARSJ,ARSJ,0.9991627
THNSL1,THNSL1,0.99916166
UNC13C,UNC13C,0.9991602
EPS15,EPS15,0.99915975
AOC1,AOC1,0.99915904
GSTA4,GSTA4,0.99915874
P2RX1,P2RX1,0.9991585
ZNF750,ZNF750,0.999158
CDX2,CDX2,0.99915767
HACD4,HACD4,0.99915737
HES5,HES5,0.9991562
PKN2,PKN2,0.9991557
JCAD,JCAD,0.99915457
LTA,LTA,0.9991544
CEP135,CEP135,0.999154
SLC44A2,SLC44A2,0.9991528
ZNF581,ZNF581,0.9991526
PCNX2,PCNX2,0.99915224
PHAX,PHAX,0.9991522
TNKS1BP1,TNKS1BP1,0.9991522
ZFX,ZFX,0.999151
SLC25A31,SLC25A31,0.9991508
CENPL,CENPL,0.9991506
NAPEPLD,NAPEPLD,0.99915016
LUZP2,LUZP2,0.9991499
ZNF800,ZNF800,0.9991489
ABCB9,ABCB9,0.9991487
VPREB3,VPREB3,0.9991477
USP46,USP46,0.9991476
PUF60,PUF60,0.9991475
