human gene name,chimpanzees gene name,correlation
NEXMIF,NEXMIF,0.999952
THNSL1,THNSL1,0.9999519
RLF,RLF,0.99995184
JRKL,JRKL,0.9999513
SPATA2,SPATA2,0.99995035
VPS26C,VPS26C,0.9999503
ADIPOQ,ADIPOQ,0.99995023
TTC33,TTC33,0.99995023
ADGRB1,ADGRB1,0.9999498
CNNM1,CNNM1,0.99994874
LMBRD2,LMBRD2,0.999948
ZNF711,ZNF711,0.9999475
ODR4,ODR4,0.9999471
BAZ1B,BAZ1B,0.999947
ZNF70,ZNF70,0.99994683
NPTX1,NPTX1,0.9999465
SLC35F3,SLC35F3,0.9999457
SOX12,SOX12,0.99994564
GPBP1L1,GPBP1L1,0.99994546
PM20D2,PM20D2,0.99994516
DPH5,DPH5,0.9999451
PLXNA3,PLXNA3,0.9999447
SYF2,SYF2,0.99994427
LGR4,LGR4,0.9999442
COQ10B,COQ10B,0.99994415
TACR3,TACR3,0.99994415
PDE3A,PDE3A,0.99994373
MYH4,MYH4,0.9999433
ZBTB5,ZBTB5,0.9999433
JUNB,JUNB,0.9999432
LPAR6,LPAR6,0.99994284
ATG9B,ATG9B,0.9999428
CDR2L,CDR2L,0.9999423
NKIRAS1,NKIRAS1,0.99994177
BEND3,BEND3,0.9999414
CCR1,CCR1,0.99994063
CLCF1,CLCF1,0.9999406
TYR,TYR,0.9999399
INVS,INVS,0.99993986
PDK4,PDK4,0.99993956
INTS5,INTS5,0.9999394
GPATCH1,GPATCH1,0.99993926
ACBD3,ACBD3,0.99993867
LINGO2,LINGO2,0.9999377
IRX2,IRX2,0.99993706
TEX28,TEX28,0.9999369
MCMBP,MCMBP,0.9999367
MAN2A1,MAN2A1,0.9999365
CORO2B,CORO2B,0.99993646
NAF1,NAF1,0.99993646
IL18,IL18,0.9999361
LRRC75A,LRRC75A,0.9999353
BMP10,BMP10,0.99993473
ATRN,ATRN,0.9999345
RAB11FIP5,RAB11FIP5,0.999934
GMDS,GMDS,0.9999329
FIGNL2,FIGNL2,0.99993205
JPH2,JPH2,0.99993163
ZSWIM5,ZSWIM5,0.9999311
SLC24A2,SLC24A2,0.99993104
MYH8,MYH8,0.9999309
HPS6,HPS6,0.9999305
RIMS4,RIMS4,0.9999305
LPGAT1,LPGAT1,0.99993044
PLA2G4A,PLA2G4A,0.99993014
SULT1C4,SULT1C4,0.99992996
PREX2,PREX2,0.99992985
DENND2C,DENND2C,0.9999293
GUCY2D,GUCY2D,0.99992895
TFAP2E,TFAP2E,0.99992895
TXLNA,TXLNA,0.9999287
RING1,RING1,0.99992865
ABRAXAS2,ABRAXAS2,0.9999283
CYP7A1,CYP7A1,0.9999279
LINGO4,LINGO4,0.99992764
SPOCK2,SPOCK2,0.999927
BAMBI,BAMBI,0.99992687
RBM11,RBM11,0.99992675
FREM2,FREM2,0.99992657
FAM110B,FAM110B,0.9999264
B4GALT3,B4GALT3,0.9999261
TBX3,TBX3,0.99992603
GPAT3,GPAT3,0.999926
MAPK8IP1,MAPK8IP1,0.9999259
IRF4,IRF4,0.99992496
ACTL8,ACTL8,0.9999248
INA,INA,0.9999248
ARHGEF25,ARHGEF25,0.99992424
CNNM3,CNNM3,0.9999242
SLITRK5,SLITRK5,0.99992394
ZNF699,ZNF699,0.99992365
RASSF2,RASSF2,0.9999236
EXOC8,EXOC8,0.9999232
POLR1F,POLR1F,0.9999229
ADAT2,ADAT2,0.99992234
CD27,CD27,0.9999223
HPX,HPX,0.99992096
PELI1,PELI1,0.99992055
EN2,EN2,0.9999205
CAVIN1,CAVIN1,0.9999201
ZBTB2,ZBTB2,0.99992007
LTA,LTA,0.99991935
C19orf85,C19orf85,0.999919
CILP,CILP,0.99991834
ANKRD1,ANKRD1,0.99991804
SLC6A3,SLC6A3,0.99991745
SLC2A12,SLC2A12,0.9999169
CARMIL3,CARMIL3,0.9999167
CYC1,CYC1,0.9999167
ATG2B,ATG2B,0.9999165
DACH1,DACH1,0.9999163
TTBK1,TTBK1,0.999916
FNDC8,FNDC8,0.9999159
AKAP5,AKAP5,0.99991524
FLRT1,FLRT1,0.9999146
SSTR3,SSTR3,0.9999146
XKR4,XKR4,0.99991435
LRFN3,LRFN3,0.99991417
TNFSF13B,TNFSF13B,0.99991417
CAPZA3,CAPZA3,0.9999141
NEUROD4,NEUROD4,0.99991393
NALF1,NALF1,0.9999139
FKBPL,FKBPL,0.9999137
RBP3,RBP3,0.9999136
HIVEP2,HIVEP2,0.9999129
MAML1,MAML1,0.99991244
MACIR,MACIR,0.9999124
BNC1,BNC1,0.9999122
BAHD1,BAHD1,0.99991196
ATXN1L,ATXN1L,0.9999116
LRRC73,LRRC73,0.9999115
ATP6V1F,ATP6V1F,0.99991137
ELFN1,ELFN1,0.9999104
PURB,PURB,0.9999104
FFAR1,FFAR1,0.99991035
KDR,KDR,0.9999103
NOC3L,NOC3L,0.9999101
TRIM75P,TRIM75,0.99991
CNTNAP5,CNTNAP5,0.9999095
MYLK3,MYLK3,0.9999095
PROKR1,PROKR1,0.9999094
PPM1E,PPM1E,0.9999092
BMX,BMX,0.99990916
GPR63,GPR63,0.9999091
SERPIND1,SERPIND1,0.9999091
PPDPFL,PPDPFL,0.9999087
ANAPC2,ANAPC2,0.9999085
HEPHL1,HEPHL1,0.99990827
CDK5R2,CDK5R2,0.9999082
TOPORS,TOPORS,0.9999079
GPR87,GPR87,0.99990785
TNMD,TNMD,0.9999078
SPTY2D1,SPTY2D1,0.9999072
GPR183,GPR183,0.99990714
LDB1,LDB1,0.99990696
SMG5,SMG5,0.99990696
DNMT3B,DNMT3B,0.99990654
EFNB3,EFNB3,0.9999065
RNF187,RNF187,0.9999065
EPHX4,EPHX4,0.99990624
HMGCS2,HMGCS2,0.9999062
MAP1A,MAP1A,0.9999062
SRF,SRF,0.99990594
KLHL25,KLHL25,0.9999055
NPY4R2,NPY4R,0.99990547
ZBTB12,ZBTB12,0.99990505
SLC25A20,SLC25A20,0.9999049
KLHL34,KLHL34,0.99990475
MAFB,MAFB,0.9999047
PPP1R10,PPP1R10,0.9999046
NDP,NDP,0.9999034
NMUR1,NMUR1,0.9999026
MLLT1,MLLT1,0.9999025
SHISA2,SHISA2,0.9999024
SMC1B,SMC1B,0.9999024
LNX2,LNX2,0.9999022
LRRN1,LRRN1,0.9999022
EGR1,EGR1,0.999902
ADORA2B,ADORA2B,0.9999018
SOX18,SOX18,0.9999017
ADD3,ADD3,0.9999016
ENPP4,ENPP4,0.999901
TMED6,TMED6,0.99990094
OVOL2,OVOL2,0.9999009
ZC3H6,ZC3H6,0.9999008
KLF1,KLF1,0.9999007
TAL1,TAL1,0.99990064
RYBP,RYBP,0.9999006
HELZ2,HELZ2,0.9999003
EVX2,EVX2,0.99990004
TDRD7,TDRD7,0.9998997
ZNF501,ZNF501,0.99989957
HTR2B,HTR2B,0.99989927
PYGL,PYGL,0.9998991
SCN4A,SCN4A,0.99989897
RFX6,RFX6,0.9998988
DNAJC14,DNAJC14,0.9998987
LIPK,LIPK,0.99989843
HSPA13,HSPA13,0.9998984
ANKRD34C,ANKRD34C,0.99989814
CASQ2,CASQ2,0.9998981
ARRDC4,ARRDC4,0.99989754
PCDH20,PCDH20,0.99989706
SERPINA7,SERPINA7,0.99989706
CD247,CD247,0.999897
MFSD14B,MFSD14B,0.9998969
TPH2,TPH2,0.9998968
TP53INP1,TP53INP1,0.9998963
HPDL,HPDL,0.99989593
DEPDC7,DEPDC7,0.9998955
OTOP1,OTOP1,0.99989533
TMEM268,TMEM268,0.9998951
KCNK3,KCNK3,0.9998949
CCDC105,CCDC105,0.9998948
PKP1,PKP1,0.9998947
NKX2-4,NKX2-4,0.99989414
BTAF1,BTAF1,0.9998938
IARS2,IARS2,0.9998935
APLNR,APLNR,0.99989337
ANO8,ANO8,0.99989265
SOBP,SOBP,0.99989164
UBAC1,UBAC1,0.99989164
GK2,GK2,0.9998915
RNF113A,RNF113A,0.99989146
DND1,DND1,0.9998914
ATG14,ATG14,0.9998911
TRHR,TRHR,0.9998911
C1QL1,C1QL1,0.999891
MC4R,MC4R,0.999891
ERFL,ERFL,0.9998908
LDLRAP1,LDLRAP1,0.9998903
ZNF503,ZNF503,0.99989015
SERPINA11,SERPINA11,0.99988925
ZNF416,ZNF416,0.9998887
ZNF507,ZNF507,0.9998886
KCNJ14,KCNJ14,0.9998884
P2RY1,P2RY1,0.9998883
ME1,ME1,0.999888
KCNA6,KCNA6,0.99988776
OXER1,OXER1,0.99988765
CCDC6,CCDC6,0.9998875
LRFN1,LRFN1,0.99988747
CAPN9,CAPN9,0.9998873
NIM1K,NIM1K,0.9998872
KY,KY,0.999887
TESK1,TESK1,0.9998869
KCNH4,KCNH4,0.9998867
ZFP92,ZFP92,0.9998863
RP1,RP1,0.99988604
BTLA,BTLA,0.9998856
GPR25,GPR25,0.99988556
GIMAP7,GIMAP7,0.99988544
SLC7A3,SLC7A3,0.9998852
PDE6C,PDE6C,0.9998851
ACP4,ACP4,0.99988496
FOXO4,FOXO4,0.99988484
HCN4,HCN4,0.9998848
C13orf42,C13orf42,0.9998847
MAPKAPK2,MAPKAPK2,0.9998847
TMEM102,TMEM102,0.9998845
SV2C,SV2C,0.9998844
SLAMF8,SLAMF8,0.99988407
RBAK,RBAK,0.99988353
HCN3,HCN3,0.99988186
ERVFRD-1,ERVFRD-1,0.9998818
FLRT3,FLRT3,0.9998817
KCNK13,KCNK13,0.9998814
BICRAL,BICRAL,0.9998813
RNF222,RNF222,0.9998813
N4BP3,N4BP3,0.9998811
SOX3,SOX3,0.9998805
TM6SF2,TM6SF2,0.99988014
MNS1,MNS1,0.99987996
DGAT1,DGAT1,0.9998799
MASP2,MASP2,0.9998796
YOD1,YOD1,0.99987894
OLFM4,OLFM4,0.9998785
KRTAP26-1,KRTAP26-1,0.9998783
DNAJB9,DNAJB9,0.9998775
TMEM229A,TMEM229A,0.9998775
TLR7,TLR7,0.99987745
GP1BB,GP1BB,0.99987733
OR1J2,OR1J2,0.99987656
VAMP4,VAMP4,0.9998762
TASL,TASL,0.9998754
IPMK,IPMK,0.99987537
AP5B1,AP5B1,0.9998752
AJM1,AJM1,0.9998751
EXOSC6,EXOSC6,0.99987465
SIK1B,SIK1,0.99987453
TACSTD2,TACSTD2,0.9998745
NID1,NID1,0.9998744
OMG,OMG,0.99987435
PAQR7,PAQR7,0.9998742
FAM180A,FAM180A,0.9998737
P3H3,P3H3,0.9998737
PRSS12,PRSS12,0.99987364
GALR3,GALR3,0.9998735
KCNJ5,KCNJ5,0.99987304
RTN1,RTN1,0.99987304
CACNA1I,CACNA1I,0.9998728
AGPAT1,AGPAT1,0.99987274
TLR9,TLR9,0.99987274
IRS2,IRS2,0.99987245
PKN3,PKN3,0.9998724
LHX3,LHX3,0.9998719
SLC32A1,SLC32A1,0.9998718
KBTBD11,KBTBD11,0.9998715
ZBTB34,ZBTB34,0.99987143
CILP2,CILP2,0.9998704
RHOBTB1,RHOBTB1,0.99987036
CD180,CD180,0.9998697
SYT10,SYT10,0.9998696
CDH12,CDH12,0.9998695
EFHC2,EFHC2,0.9998694
C1QL2,C1QL2,0.9998693
DDAH1,DDAH1,0.9998693
ZSWIM9,ZSWIM9,0.9998691
NECTIN1,NECTIN1,0.99986887
TIE1,TIE1,0.9998685
TPBG,TPBG,0.99986714
C22orf31,C22H22orf31,0.9998671
CCIN,CCIN,0.9998663
EPOP,EPOP,0.99986583
MED23,MED23,0.9998657
IRS1,IRS1,0.9998655
SOX11,SOX11,0.999865
GCNT4,GCNT4,0.99986416
RD3L,RD3L,0.9998638
RASSF9,RASSF9,0.999863
SOX2,SOX2,0.99986285
GINS3,GINS3,0.9998626
NKD1,NKD1,0.99986225
OBI1,OBI1,0.9998622
SIDT1,SIDT1,0.9998621
ACTN3,ACTN3,0.99986196
KL,KL,0.99986196
URB1,URB1,0.99986166
UTP20,UTP20,0.99986154
CEBPB,CEBPB,0.9998615
EFS,EFS,0.9998607
SLC9C2,SLC9C2,0.9998607
TLR8,TLR8,0.99986064
FOXD3,FOXD3,0.9998606
LRRC71,LRRC71,0.9998606
TTC24,TTC24,0.9998604
SLC5A8,SLC5A8,0.9998603
ZRANB2,ZRANB2,0.99986017
ZBTB8B,ZBTB8B,0.9998601
SOX7,SOX7,0.9998588
RFXAP,RFXAP,0.99985826
GJC2,GJC2,0.99985814
SPTBN5,SPTBN5,0.9998581
KCNK5,KCNK5,0.9998577
VTI1A,VTI1A,0.9998577
DCLK3,DCLK3,0.9998573
LEMD3,LEMD3,0.99985695
ASB17,ASB17,0.99985665
CD40LG,CD40LG,0.9998566
DRAXIN,DRAXIN,0.99985594
KIF18A,KIF18A,0.9998558
UNC5CL,UNC5CL,0.99985576
P2RY2,P2RY2,0.9998557
OSER1,OSER1,0.99985564
CNR2,CNR2,0.9998552
FJX1,FJX1,0.99985504
COLEC10,COLEC10,0.999855
FAM117B,FAM117B,0.9998548
OIT3,OIT3,0.9998546
MT1E,MT1E,0.9998544
GPRASP1,GPRASP1,0.9998542
CENPVL1,CENPVL2,0.9998539
LRRC30,LRRC30,0.9998539
P2RY4,P2RY4,0.99985343
VEGFD,VEGFD,0.9998533
CNPY3,CNPY3,0.9998529
CORO2A,CORO2A,0.9998528
MYADML2,MYADML2,0.9998528
TFB1M,TFB1M,0.9998527
UHRF1BP1,BLTP3A,0.99985266
ADAMTS15,ADAMTS15,0.9998524
A4GALT,A4GALT,0.9998522
TMEM215,TMEM215,0.9998512
WHAMM,WHAMM,0.9998509
TBC1D21,TBC1D21,0.9998504
WNT6,WNT6,0.9998498
CHST6,CHST6,0.99984974
B3GNT8,B3GNT8,0.9998496
NUP153,NUP153,0.99984866
PATE1,PATE1,0.9998486
ERVV-2,ERVV-2,0.99984854
EPHA1,EPHA1,0.99984825
TIMM17A,TIMM17A,0.99984723
RSPO3,RSPO3,0.99984694
C1orf56,C1H1orf56,0.9998469
CTU1,CTU1,0.9998469
ABTB2,ABTB2,0.99984646
MAFK,MAFK,0.9998462
CARNS1,CARNS1,0.99984604
LAMC2,LAMC2,0.99984527
PLCH1,PLCH1,0.9998439
ZBTB4,ZBTB4,0.9998439
HIVEP3,HIVEP3,0.99984384
FZD4,FZD4,0.9998431
RAB44,RAB44,0.999843
GIGYF1,GIGYF1,0.99984246
SPATA48,SPMIP7,0.99984205
KLHL40,KLHL40,0.99984163
SNTA1,SNTA1,0.9998415
TAS1R3,TAS1R3,0.99984133
SESN2,SESN2,0.9998412
ANKRD33B,ANKRD33B,0.99984086
BARHL2,BARHL2,0.99984086
FASLG,FASLG,0.99984074
ZCCHC9,ZCCHC9,0.99983996
SLCO4C1,SLCO4C1,0.9998395
IER5,IER5,0.9998391
CDCA4,CDCA4,0.99983877
MAGEL2,MAGEL2,0.99983865
SCNN1G,SCNN1G,0.99983865
GPR152,GPR152,0.99983835
FOXE3,FOXE3,0.9998382
KIF5B,KIF5B,0.9998381
NTN3,NTN3,0.999838
GPR101,GPR101,0.9998379
TDRD15,TDRD15,0.99983746
TMEM171,TMEM171,0.99983746
ACADL,ACADL,0.9998372
ARC,ARC,0.99983716
KBTBD6,KBTBD6,0.9998371
GPR149,GPR149,0.999837
MYLK2,MYLK2,0.9998369
RBM42,RBM42,0.99983674
RGS2,RGS2,0.9998367
NYNRIN,NYNRIN,0.99983656
LRRC10,LRRC10,0.9998356
AGTR2,AGTR2,0.99983484
OTUD1,OTUD1,0.9998346
LOXL4,LOXL4,0.9998344
LRP11,LRP11,0.9998343
BACE2,BACE2,0.99983394
LBX1,LBX1,0.9998338
LANCL3,LANCL3,0.9998337
GDF2,GDF2,0.99983364
SH3RF2,SH3RF2,0.99983305
RTP1,RTP1,0.999833
FZD5,FZD5,0.99983275
SOWAHD,SOWAHD,0.999832
NEFH,NEFH,0.9998317
ANKEF1,ANKEF1,0.9998315
TPBGL,TPBGL,0.9998313
MYOZ1,MYOZ1,0.99983084
PCK1,PCK1,0.99983084
FGL2,FGL2,0.9998306
MTF1,MTF1,0.9998303
TMEM54,TMEM54,0.99983007
IMPG2,IMPG2,0.99982977
LEP,LEP,0.9998296
UBA7,UBA7,0.9998295
HTRA4,HTRA4,0.99982923
PPP1R35,PPP1R35,0.99982876
MYL1,MYL1,0.99982834
DUSP4,DUSP4,0.99982816
BPIFB2,BPIFB2,0.99982774
GYS2,GYS2,0.99982756
SLC6A7,SLC6A7,0.9998263
OR9I1,OR9I1,0.99982625
C2CD4D,C2CD4D,0.99982584
PPP1R3D,PPP1R3D,0.9998248
ARMCX5,ARMCX5,0.9998246
MFSD3,MFSD3,0.9998245
LURAP1,LURAP1,0.9998239
EPX,EPX,0.9998233
TLX3,TLX3,0.9998231
ZCCHC12,ZCCHC12,0.999823
ACMSD,ACMSD,0.99982244
TSPYL4,TSPYL4,0.99982244
CCKAR,CCKAR,0.9998223
ZNF157,ZNF157,0.9998221
ZNF436,ZNF436,0.9998219
WIPF3,WIPF3,0.99982184
CBX2,CBX2,0.9998214
CEBPG,CEBPG,0.99982136
KCNA10,KCNA10,0.99982136
GPR179,GPR179,0.9998213
CD248,CD248,0.99982125
ERVMER34-1,ERVMER34-1,0.9998212
E2F2,E2F2,0.9998211
GFI1,GFI1,0.999821
FAM171B,FAM171B,0.9998209
HOXB9,HOXB9,0.99982065
PSTPIP2,PSTPIP2,0.9998203
ZSWIM3,ZSWIM3,0.9998203
KLB,KLB,0.9998202
CALHM5,CALHM5,0.99982
MAPK6,MAPK6,0.99982
ZNF141,ZNF141,0.9998192
CFAP53,CFAP53,0.99981886
IRGQ,IRGQ,0.9998187
KCNV1,KCNV1,0.9998187
GPR119,GPR119,0.99981827
H1-2,H1-2,0.9998181
SERTAD4,SERTAD4,0.9998179
SAP30,SAP30,0.9998172
EMILIN3,EMILIN3,0.999817
EDEM2,EDEM2,0.9998169
FRK,FRK,0.99981683
RNF115,RNF115,0.99981666
IER2,IER2,0.9998165
ZFP3,ZFP3,0.99981606
KLF10,KLF10,0.9998153
HAND1,HAND1,0.9998145
IRAK2,IRAK2,0.9998141
RRP1B,RRP1B,0.9998139
VASN,VASN,0.9998139
SLC10A4,SLC10A4,0.9998135
PKIB,PKIB,0.99981284
EFNB1,EFNB1,0.9998125
TOMM40L,TOMM40L,0.9998122
SLC25A5,SLC25A5,0.9998119
POMGNT2,POMGNT2,0.9998118
CCDC170,CCDC170,0.99981153
TMEM45B,TMEM45B,0.99981123
GFRAL,GFRAL,0.999811
ORAI3,ORAI3,0.9998107
STX7,STX7,0.99981046
SULT1E1,SULT1E1,0.9998104
CDC42EP2,CDC42EP2,0.9998103
NOA1,NOA1,0.9998103
CDX2,CDX2,0.99981004
RNF26,RNF26,0.99980986
PHKA2,PHKA2,0.99980927
OR56A3,OR56A3,0.9998092
FPR3,FPR3,0.9998088
CCDC149,CCDC149,0.9998081
HOXB2,HOXB2,0.99980795
SLC30A4,SLC30A4,0.99980783
HEPACAM,HEPACAM,0.9998075
HDHD5,HDHD5,0.999807
RSPH9,RSPH9,0.99980694
TENT5C,TENT5C,0.99980694
KLHL6,KLHL6,0.99980676
PARS2,PARS2,0.9998062
MAPK8IP2,MAPK8IP2,0.9998059
ZBTB24,ZBTB24,0.99980587
STXBP3,STXBP3,0.99980533
CDC42BPG,CDC42BPG,0.999805
ACTR5,ACTR5,0.9998048
BBS10,BBS10,0.99980474
SCARF2,SCARF2,0.99980474
ST3GAL2,ST3GAL2,0.99980474
ARFGEF3,ARFGEF3,0.9998044
SOCS1,SOCS1,0.99980414
GEMIN5,GEMIN5,0.9998025
GRM1,GRM1,0.99980235
ZAR1L,ZAR1L,0.99980116
SAMD9,SAMD9,0.99980104
ARMCX5-GPRASP2,GPRASP3,0.99980074
HIC2,HIC2,0.99980026
LHFPL1,LHFPL1,0.9998001
HOXA6,HOXA6,0.99979955
STAMBPL1,STAMBPL1,0.9997992
EGFL6,EGFL6,0.99979913
SLC5A5,SLC5A5,0.9997991
PANX3,PANX3,0.9997988
RAB23,RAB23,0.99979824
GPR3,GPR3,0.9997976
TIGD5,TIGD5,0.99979705
XRCC2,XRCC2,0.999797
SERPINE1,SERPINE1,0.99979645
TAT,TAT,0.99979633
GRK2,GRK2,0.9997962
GALNT16,GALNT16,0.9997951
RPS19BP1,RPS19BP1,0.9997942
PATE2,PATE2,0.99979377
NFYA,NFYA,0.99979347
TICAM2,TICAM2,0.9997933
IGDCC4,IGDCC4,0.99979293
PSMB4,PSMB4,0.9997925
TDRD1,TDRD1,0.9997921
TTC30A,IFT70A,0.9997921
LRRN2,LRRN2,0.9997919
RNASE2,RNASE2,0.9997917
OSBPL11,OSBPL11,0.9997916
ADPRS,ADPRS,0.99979115
MCHR2,MCHR2,0.99979115
GPR65,GPR65,0.9997906
KDF1,KDF1,0.9997906
PTPRCAP,PTPRCAP,0.9997905
SGPP1,SGPP1,0.99979025
GPBAR1,GPBAR1,0.99979
FBXO40,FBXO40,0.9997899
KERA,KERA,0.99978966
BRS3,BRS3,0.9997893
ESS2,ESS2,0.9997893
CAVIN2,CAVIN2,0.9997891
PTAFR,PTAFR,0.999789
RCE1,RCE1,0.999789
ITGA10,ITGA10,0.9997882
PDZD8,PDZD8,0.9997873
IQCF2,IQCF2,0.9997871
PTPRU,PTPRU,0.9997871
MAN1A1,MAN1A1,0.9997864
TNFSF4,TNFSF4,0.9997862
PPBP,PPBP,0.99978614
PLA2G4E,PLA2G4E,0.9997856
TMEM115,TMEM115,0.99978536
FOXB2,FOXB2,0.9997848
DIPK1B,DIPK1B,0.99978477
TRPC6,TRPC6,0.99978465
FBXO47,FBXO47,0.9997846
RAX2,RAX2,0.99978435
TAS2R40,TAS2R40,0.999784
CEBPE,CEBPE,0.9997837
NOTO,NOTO,0.9997837
OTULINL,OTULINL,0.99978274
CLEC11A,CLEC11A,0.9997821
MEGF10,MEGF10,0.999782
GDF1,GDF1,0.99978167
GJA9,GJA9,0.99978113
OR10K2,OR10K2,0.999781
BRIX1,BRIX1,0.9997808
KIAA1522,NHSL3,0.99978036
INHBB,INHBB,0.99977994
BVES,BVES,0.9997798
GDF5,GDF5,0.99977964
ANGPTL3,ANGPTL3,0.99977857
GABRQ,GABRQ,0.99977833
PAK5,PAK5,0.99977833
NLRP13,NLRP13,0.9997777
HOXC8,HOXC8,0.99977744
CSRNP1,CSRNP1,0.99977726
TMEM200A,TMEM200A,0.99977696
TMEM160,TMEM160,0.9997768
HCRTR2,HCRTR2,0.99977607
GPT,GPT,0.99977577
ACOT4,ACOT4,0.9997757
GRPR,GRPR,0.9997756
TAF1L,TAF1L,0.9997752
IGFBP4,IGFBP4,0.9997746
IRS4,IRS4,0.9997743
TRMT2B,TRMT2B,0.99977404
REM1,REM1,0.9997739
NFYB,NFYB,0.99977374
CIB4,CIB4,0.9997736
TRIB2,TRIB2,0.99977285
MEA1,MEA1,0.9997727
HNF4G,HNF4G,0.99977255
IL22,IL22,0.9997723
POU4F2,POU4F2,0.9997721
STX11,STX11,0.9997719
KRR1,KRR1,0.99977165
TPPP3,TPPP3,0.99977165
GBX2,GBX2,0.99977124
TANC1,TANC1,0.9997712
ZNF512B,ZNF512B,0.999771
GCM1,GCM1,0.9997709
ZNF335,ZNF335,0.99977064
IGFBP7,IGFBP7,0.99977
LY75,LY75,0.9997699
LURAP1L,LURAP1L,0.9997694
WNT8B,WNT8B,0.9997694
MTRES1,MTRES1,0.9997692
PTGER3,PTGER3,0.99976873
KBTBD13,KBTBD13,0.9997685
IFNG,IFNG,0.999768
PGBD4,PGBD4,0.9997679
BSX,BSX,0.99976707
CBR3,CBR3,0.9997669
PTGFR,PTGFR,0.9997661
CASKIN1,CASKIN1,0.9997649
REPS2,REPS2,0.9997647
ARVCF,ARVCF,0.9997636
RTL1,RTL1,0.99976355
FMO4,FMO4,0.9997634
TIMELESS,TIMELESS,0.9997631
ALDH9A1,ALDH9A1,0.9997629
DMRTA2,DMRTA2,0.99976265
VEGFC,VEGFC,0.99976254
POLR3GL,POLR3GL,0.999762
PTPDC1,PTPDC1,0.9997619
TPGS1,TPGS1,0.99976176
SLFN14,SLFN14,0.9997615
FAM174A,FAM174A,0.9997614
SHISAL1,SHISAL1,0.99976134
SDE2,SDE2,0.9997612
COL4A6,COL4A6,0.9997611
JCAD,JCAD,0.99976057
MAS1,MAS1,0.99976
GJA3,GJA3,0.9997597
NCCRP1,NCCRP1,0.9997597
BMP6,BMP6,0.99975944
SLC35D3,SLC35D3,0.99975914
XDH,XDH,0.99975914
LACTB2,LACTB2,0.99975896
MOAP1,MOAP1,0.99975884
TOR4A,TOR4A,0.9997588
DKK4,DKK4,0.9997579
C1orf87,C1H1orf87,0.99975777
SLC16A8,SLC16A8,0.9997573
ZIC3,ZIC3,0.99975723
CAVIN3,CAVIN3,0.9997567
SYDE2,SYDE2,0.9997558
GPR174,GPR174,0.9997554
MSTN,MSTN,0.9997549
HTR6,HTR6,0.99975485
H1-5,H1-5,0.99975467
FAM110D,FAM110D,0.99975437
SLC2A7,SLC2A7,0.9997543
CISH,CISH,0.99975395
CCDC85B,CCDC85B,0.9997538
NDUFAF4,NDUFAF4,0.9997538
MARCHF4,MARCHF4,0.9997537
FRAT1,FRAT1,0.99975353
KCNS1,KCNS1,0.99975324
NOG,NOG,0.99975306
CHMP4C,CHMP4C,0.99975216
PLEC,PLEC,0.9997518
RASL11B,RASL11B,0.9997518
IBA57,IBA57,0.99975157
LRRC66,LRRC66,0.99975115
THRAP3,THRAP3,0.99975115
TBC1D12,TBC1D12,0.9997511
SLC22A3,SLC22A3,0.99975055
DUOX2,DUOX2,0.9997503
NELFCD,NELFCD,0.99974984
TIFA,TIFA,0.9997494
AMELX,AMELX,0.99974936
AFAP1L1,AFAP1L1,0.99974906
CGNL1,CGNL1,0.99974865
ATP5PB,ATP5PB,0.9997485
NPY2R,NPY2R,0.9997484
PAGR1,PAGR1,0.9997482
ARMH2,ARMH2,0.99974805
TAS2R8,TAS2R8,0.99974805
CARD6,CARD6,0.99974793
OR4D5,OR4D5,0.9997476
ZNF558,ZNF558,0.99974746
LYZL4,LYZL4,0.9997473
USO1,USO1,0.99974674
PDLIM1,PDLIM1,0.9997463
CLCA1,CLCA1,0.99974483
SH3RF3,SH3RF3,0.9997447
MRAP2,MRAP2,0.99974406
TEX52,TEX52,0.999744
TSPAN1,TSPAN1,0.9997439
AFM,AFM,0.9997434
NPBWR2,NPBWR2,0.99974316
LRRC74B,LRRC74B,0.9997427
FGF21,FGF21,0.99974245
ODF3L1,CIMAP1C,0.9997423
KCNG2,KCNG2,0.99974227
CENPB,CENPB,0.9997419
EID2,EID2,0.99974185
VWC2,VWC2,0.99974096
EDDM3B,EDDM3B,0.9997406
CHST13,CHST13,0.9997405
HOXD13,HOXD13,0.99974024
NAIF1,NAIF1,0.99973994
PROB1,PROB1,0.99973994
RNASE4,RNASE4,0.9997398
CNGA2,CNGA2,0.9997396
FDX1,FDX1,0.9997393
PTRH2,PTRH2,0.99973917
THRSP,THRSP,0.9997389
CARTPT,CARTPT,0.99973863
FOXS1,FOXS1,0.9997383
GSC,GSC,0.9997378
ALPG,ALPG,0.99973756
LLGL1,LLGL1,0.9997372
VWA7,VWA7,0.9997366
CYP4X1,CYP4X1,0.9997363
HES5,HES5,0.999736
CCDC22,CCDC22,0.99973524
ST8SIA2,ST8SIA2,0.99973476
PMVK,PMVK,0.9997327
PJA2,PJA2,0.99973226
ADGRA1,ADGRA1,0.9997316
CCDC13,CCDC13,0.9997316
MPZL2,MPZL2,0.9997316
ITIH6,ITIH6,0.99973124
HKDC1,HKDC1,0.9997306
AKAP11,AKAP11,0.9997303
LPAR3,LPAR3,0.9997302
HOXB4,HOXB4,0.99973
SLC25A31,SLC25A31,0.9997299
CPSF4L,CPSF4L,0.9997297
