zebrafish gene name,frog gene name,correlation
cnot11,cnot11,0.9907513
stag1b,stag2,0.99074656
wls,wls,0.99074084
ptbp1a,ptbp1,0.9907401
cds2,cds2,0.990735
eif1b,eif1b,0.9907278
lrp5,lrp5,0.9907247
rab5b,rab5d,0.9907083
aclya,acly,0.9906957
ampd1,ampd1,0.99068403
tspan17,tspan17,0.99067456
acvr1ba,acvr1b,0.99066204
cfap298,cfap298,0.9906609
gad1b,gad1.1,0.99065495
pip5k1ca,pip5k1c,0.99062663
grb10b,grb10,0.990625
ppp2r5ea,ppp2r5e,0.99062455
glra4a,glra2,0.99061835
mios,mios,0.9906171
stum,stum,0.990613
ntn2,ntn3,0.9906018
atg101,atg101,0.99060106
klhl18,klhl18,0.99059266
dicer1,dicer1,0.99058837
npepl1,npepl1,0.990584
supt6h,supt6h,0.99058276
cpt1ab,CPT1A,0.99058
mcm3,zmcm3,0.9905739
kif4,kif4a,0.99057215
mycbp2,mycbp2,0.99056053
trpc6a,trpc6,0.99055666
lrrc4ca,lrrc4c,0.9905553
hsp70l,hspa2,0.9905512
rhogd,rhog2,0.9905445
baz1b,baz1b,0.990541
vim,vim,0.99053687
kirrel3a,kirrel3,0.990532
sox3,sox3,0.99053055
slc12a5b,slc12a5,0.99052966
ube3a,ube3a,0.9905183
pfkfb4a,pfkfb4,0.9905033
sh3gl1b,sh3gl1,0.99049395
papss2b,papss2,0.9904883
stxbp1b,stxbp1,0.9904843
tbx3a,tbx3,0.99047786
parvab,parvb,0.9904749
nf2a,nf2,0.9904694
slc6a1l,slc6a1,0.9904673
asap1a,asap1,0.9904661
fcf1,fcf1,0.990464
arhgap35a,arhgap35,0.99045676
adamts9,adamts9,0.99044174
ruvbl1,ruvbl1,0.99043447
pfkpa,pfkp,0.9904271
ATP8B4,atp8b4,0.99041367
npepps,npepps,0.99040574
purbb,purb,0.9903987
nr2f5,nr2f5,0.99038976
cacna1da,cacna1d,0.9903897
kpna2,kpna2,0.990382
spon1a,spon1,0.9903819
jupa,jup,0.9903796
eif3s6ip,eif3l,0.9903714
epb41l4a,epb41l4a,0.99036336
gucy2f,gucy2f,0.9903563
pcbp3,pcbp1,0.9903459
slc6a19b,slc6a19,0.9903446
nkx2.1,nkx2-1,0.9903339
nek8,nek8,0.99033
htt,htt,0.990317
ddb1,ddb1,0.9903099
ube2r2,ube2r2,0.99030125
hadhaa,hadha,0.99029326
sqlea,sqle,0.9902761
kiaa0930,KIAA0930,0.9902755
myof,myof,0.9902539
thrab,thra,0.99025375
KIF3C,kif3c,0.9902408
dusp6,dusp6,0.99021757
arrb2a,arrb2,0.99020964
tnksb,tnks,0.9901911
polr2f,polr2f,0.99018735
bmpr1ba,bmpr1b,0.9901848
cacna1sa,cacna1s,0.9901843
mtmr14,mtmr14,0.9901779
slc7a10a,slc7a10,0.99017715
med13a,med13,0.99017704
herc4,herc4,0.9901727
sptb,sptb,0.99017173
eif3m,eif3m,0.9901508
ruvbl2,ruvbl2,0.990149
pde4cb,pde4c,0.9901469
ppp1cc,ppp1cc,0.99014586
sart3,sart3,0.9901308
kcnj12a,kcnj12,0.99012995
foxe3,foxe3,0.9901204
pacs2,pacs2,0.99011797
naa15a,naa15,0.99011606
ppp2r2ba,ppp2r2a,0.99011606
hoxb6a,hoxb6,0.9901034
dnajc11a,dnajc11,0.9901024
LRFN2,lrfn2,0.99009097
SLC12A7,slc12a4,0.9900865
abcb7,abcb7,0.9900855
hspa9,hspa9,0.9900848
xkr6a,xkr6,0.99007916
thbs2a,thbs2,0.9900652
rptor,rptor,0.9900558
flrt3,flrt3,0.9900521
ap3d1,ap3d1,0.9900478
ralgapb,ralgapb,0.9900458
hs2st1a,hs2st1,0.99004114
foxk2b,foxk2,0.9900327
ugdh,ugdhl,0.9900239
pou4f4,pou4f4,0.9900231
rfc5,rfc5,0.99001133
EPHA3,epha3,0.9900072
camk2b1,camk2b,0.98999053
ywhaz,ywhaq,0.98998964
cdc42,cdc42,0.98998106
dysf,DYSF,0.98997974
slc35a3a,slc35a3.2,0.98996323
mt-cyb,cytb,0.98995465
vps45,vps45,0.9899528
capn2l,capn2,0.9899525
cpne5a,cpne5,0.9899485
kat2a,kat2a,0.9899473
rhot1b,rhot1,0.9899461
nup107,nup107,0.98994195
cblb,cblb,0.9899404
rgs6,rgs6,0.9899404
ralgps1,ralgps1,0.9899355
pck2,pck2,0.9899319
fhl2b,fhl2,0.98992765
tada3l,tada3,0.9899268
pcmtd1,PCMTD1,0.9899235
atp6v1f,atp6v1f,0.98992085
tle3a,tle1,0.98991656
erc1a,erc1,0.98991543
mfhas1,mfhas1,0.9899134
vmp1,vmp1,0.98990947
porb,por,0.9899053
psmd7,psmd7,0.98989904
chuk,chuk,0.9898966
gar1,gar1,0.9898913
GABRR1,gabrr1,0.98989093
axin1,axin1,0.9898831
pdzrn3b,pdzrn3,0.9898734
rps12,rps12,0.98986393
trpc4b,trpc5,0.98986226
MYO3B,myo3b,0.9898598
ralgapa2,ralgapa2,0.9898517
usp25,usp25,0.98984885
eif3k,eif3k,0.98984104
rpl7,rpl7,0.9898366
pdpk1b,pdpk1,0.9898349
SLITRK5,slitrk5,0.98983467
rapgef2b,rapgef2,0.98983175
cdh7a,cdh7,0.98982537
dhx38,dhx38,0.98981625
gmpr,gmpr,0.98981255
sacm1la,sacm1l,0.9897948
ube2b,ube2b,0.98978835
lhfpl6,lhfpl6,0.98978364
ccdc135,drc7,0.98977906
slc7a1a,slc7a1,0.989773
dennd4a,dennd4a,0.9897655
ckmb,ckm,0.98976225
ebf2,ebf2,0.9897547
smarca4a,smarca4,0.98975456
scube2,scube2,0.9897505
psma8,psma7,0.98973966
itpr3,itpr3,0.9897371
meis2b,meis2,0.9897334
ptpra,ptpra,0.9897296
ythdc1,ythdc1,0.9897288
thoc1,thoc1,0.9897282
scgn,scgn,0.98972136
dhtkd1,dhtkd1,0.9897113
atp5mc1,atp5mc3,0.9896933
psmd6,psmd6,0.9896884
slc6a15,slc6a15,0.9896711
ctnnbl1,ctnnbl1,0.9896699
ptch2,ptch2,0.9896579
taok1a,taok1,0.9896446
pik3cb,pik3cb,0.98964053
SGSM2,sgsm2,0.98963606
pdk2a,pdk4,0.9896307
fzd2,fzd2,0.98962617
snd1,snd1,0.9896108
ANO5,ano5,0.9896052
slc25a44b,slc25a44,0.98960316
rnd3a,rnd3,0.9895912
ppp2r3b,ppp2r3b,0.98958594
wnt11,wnt11,0.98958075
sh3glb2b,sh3glb2,0.989578
cog7,cog7,0.9895732
nap1l1,nap1l1,0.9895725
eef2k,eef2k,0.98957133
itga11a,itga11,0.9895712
spg7,spg7,0.9895682
cbfa2t3,runx1t1,0.9895658
mat2aa,mat1a,0.9895533
cep112,cep112,0.98955166
mmp9,mmp9.1,0.98954177
mthfr,mthfr,0.9895249
pola1,pola1,0.9895224
pcdh17,pcdh17,0.989513
rbm22,rbm22,0.9895115
trpc7a,trpc3,0.989496
gfm1,gfm1,0.9894899
asf1ba,asf1b,0.98948765
spcs2,spcs2,0.9894873
cdhr1a,cdhr1,0.9894742
rpl13a,rpl13a,0.9894738
pkn2a,pkn2,0.98947245
tars1,tars1,0.9894671
wnt5b,wnt5b,0.9894631
ssrp1b,ssrp1,0.98946226
ace,ace,0.9894605
zcchc24,zcchc24,0.98945993
ankrd13c,ankrd13c,0.98945016
snn,snn,0.9894486
pcdh18a,pcdh18,0.98943794
PLCH1,plch1,0.9894233
atp5f1b,atp5f1b,0.9894129
morf4l1,morf4l1,0.9894111
pcdh7b,pcdh7,0.9894042
scube1,scube1,0.9894034
smg7,smg7,0.98939234
gtf2a1,gtf2a1,0.98939073
tbx1,tbx1,0.98939013
eftud2,eftud2,0.9893858
ergic3,ergic3,0.98937976
mob3c,mob3c,0.9893783
msna,msn,0.98936826
TANC1,tanc1,0.98936343
hspd1,hspd1,0.98936015
ctu1,ctu1,0.9893582
rps7,rps7,0.9893519
osbpl6,osbpl6,0.98934823
tcp1,tcp1,0.9893442
gna13a,gna13,0.98933834
clcn5a,clcn5,0.9893359
pak2a,pak2,0.98932505
rab22a,rab22a,0.98930395
rxfp3,rxfp3,0.98930216
zfr,zfr,0.9892976
dpysl5a,dpysl5,0.98928165
snu13b,snu13,0.98927504
p2ry1,p2ry1,0.989273
rhag,rhag,0.98927
cdh10a,cdh10,0.98926073
dip2a,dip2a,0.9892423
pygl,pygl,0.9892348
acad8,acad8,0.9892312
relch,relch,0.9892154
alad,alad,0.9892146
myf6,myf6,0.9892141
tia1,tia1,0.9891939
spsb1,spsb4,0.98918605
ube2h,ube2h,0.9891797
mapk6,mapk6,0.9891671
srgap1a,srgap1,0.989157
A1CF,a1cf,0.98915374
yy1a,yy1,0.9891509
immt,immt,0.98915076
cndp2,cndp2,0.98915046
KCNJ6,KCNJ6,0.9891501
elmo1,elmo1,0.98914826
wnt3a,wnt3a,0.98914313
loxl3a,loxl3,0.9891116
tspan5a,tspan5,0.9891063
tbr1b,tbr1,0.98909235
enpp2,enpp2,0.9890825
cpne1,cpne1,0.98908
ppp1r8a,ppp1r8,0.9890621
lyn,lyn,0.9890594
zw10,zw10,0.989058
slc5a11,slc5a11,0.98904353
DYM,dym,0.9890324
trap1,trap1,0.9890274
ndufb9,ndufb9,0.98902476
fut8a,fut8,0.9890246
trappc5,trappc5,0.9890223
thrb,thrb,0.989022
spag6,spag6,0.989017
dmrta2,dmrta2,0.98901665
foxg1a,foxg1,0.9890084
GRAMD1B,gramd1b,0.9889999
armh3,armh3,0.9889933
vps4b,vps4b,0.9889838
tbcd,tbcd,0.9889789
hand2,hand2,0.9889736
mvp,mvp,0.9889682
arpc2,arpc2,0.9889633
mmp16b,mmp16,0.9889616
ralaa,rala,0.98895764
ube3c,ube3c,0.98895586
slc35b4,slc35b4,0.98895377
wdr20a,wdr20,0.98894393
ndufs1,ndufs1,0.98894083
insrb,insr,0.98892695
atp8b5b,XB994119,0.9889217
slc30a5,slc30a5,0.9889148
drd1b,drd1,0.98891354
caln1,caln1,0.9889076
myo3a,myo3a,0.9888977
gpat3,gpat3,0.9888915
dhx16,dhx16,0.9888902
fanci,fanci,0.9888767
ttc13,ttc13,0.9888694
lama5,lama5,0.98886675
acap3b,acap3,0.9888663
strip1,strip1,0.9888621
tmem120b,tmem120b,0.98886025
CABP7,cabp7,0.9888602
inaa,ina,0.98885465
ddr2a,ddr2,0.98885137
copz1,copz1,0.98884946
slc39a9,slc39a9,0.9888374
GBE1,gbe1,0.98883617
sec13,sec13,0.9888342
GALNT3,galnt3,0.98883414
nmd3,nmd3,0.9888292
jak2b,jak2,0.9888229
amfra,amfr,0.9888203
tshz3b,tshz3,0.988819
cnih1,cnih1,0.9888128
tnpo3,tnpo3,0.9888068
dlat,dlat,0.9888041
cnot4b,cnot4,0.9887998
cpne3,cpne3,0.9887972
pcdh19,pcdh19,0.98878956
slc7a7,slc7a7,0.98878914
bbs2,bbs2,0.98878413
fam199x,fam199x,0.9887814
foxp1b,foxp1,0.9887763
trim9,trim9,0.98877275
zranb1b,zranb1,0.9887669
crkl,crkl,0.9887666
med27,med27,0.9887655
rogdi,rogdi,0.9887344
gapvd1,gapvd1,0.98871744
oxsr1b,gal3st4.3,0.9887124
dnajc8,dnajc8,0.988711
galnt2,galnt2,0.9887074
gabrg2,gabrg2,0.988701
ei24,ei24,0.98869896
st8sia4,st8sia4,0.98869663
mast2,mast2,0.9886924
pik3c3,pik3c3,0.98867416
scamp1,scamp1,0.9886681
akt2,akt2,0.9886646
sap30l,sap30l,0.9886589
jag1b,jag1,0.98865026
LRRC7,lrrc7,0.9886487
abca1b,abca1,0.9886315
ebag9,ebag9,0.9886286
phf2,phf2,0.9886208
SLC43A2,slc43a2,0.9886178
dmap1,dmap1,0.98861116
foxd3,foxd3,0.98860896
lpar1,lpar1,0.9886074
abcc4,abcc4,0.9886073
ubash3bb,ubash3b,0.9886016
lmo3,LMO3,0.98860157
tbp,tbp,0.98859596
ttyh2l,ttyh2,0.98859537
lamb2l,lamb2,0.98859334
fzd8a,fzd5,0.98858714
maf1b,maf1,0.988576
map2k7,map2k7,0.9885688
CPLX1,cplx1,0.98856854
ppp2cb,ppp2ca,0.9885536
hdac5,hdac5,0.9885421
gins2,gins2,0.98853755
slc6a5,slc6a5,0.9885336
lrp12,lrp12,0.9885262
tmem33,tmem33,0.98852557
snrnp40,snrnp40,0.9885254
tmem161a,tmem161a,0.9885231
nlk2,nlk,0.98852295
pdia6,pdia6,0.98851734
col5a2a,col5a2,0.9885163
rb1cc1,rb1cc1,0.98851043
kctd9b,kctd9,0.98850524
nlgn3a,nlgn1,0.9885036
glud1b,glud1,0.9884961
arl4cb,arl4c,0.98848945
snrnp27,snrnp27,0.988484
psmb7,psmb7,0.9884813
slc2a1a,slc2a1,0.98847985
galnt11,galnt11,0.98847884
trpv4,trpv4,0.9884683
napab,napa,0.9884682
pitx1,pitx1,0.98846734
ctdsp1,ctdsp1,0.9884643
cct8,cct8,0.9884524
snap25a,snap25,0.98845077
ppwd1,ppwd1,0.98842835
nrxn3b,nrxn3,0.9884264
IQSEC2,iqsec2,0.98842615
aldocb,aldoc,0.98842514
tnnc2.1,tnnc2,0.988421
pxk,pxk,0.98841536
notch2,notch2,0.9884043
tbc1d23,tbc1d23,0.98839784
dnal4b,dnal4,0.9883951
eml2,eml2,0.98838896
memo1,memo1,0.9883835
tmem63a,tmem63a,0.98838323
cbl,cbl,0.9883761
pax3a,pax3,0.98837405
slc24a1,slc24a1,0.9883736
ints6l,ints6l,0.9883703
cep131,cep131,0.98837
fbxo28,fbxo28,0.9883497
nup188,nup188,0.9883483
mettl3,mettl3,0.98834276
spg21,spg21,0.9883384
ano6,ano6,0.98833454
ddx42,ddx42,0.9883311
fbxl20,fbxl20,0.98832905
slc35g2a,slc35g2,0.9883278
greb1l,greb1l,0.9883261
fgfrl1a,fgfrl1,0.9883184
grik4,grik4,0.9883016
me3,me3,0.9882816
git2b,git2,0.9882808
grip2b,grip2,0.98827463
onecut3b,onecut3,0.9882699
dlgap1a,dlgap1,0.9882546
spire1a,spire1,0.98825145
grm6b,grm8,0.9882438
pa2g4a,pa2g4,0.98824054
hdlbpb,hdlbp,0.9882356
trhrb,trhr,0.9882337
ascl1a,ascl1,0.98822093
grm3,grm2,0.98822063
rab4b,rab4b,0.9882185
tnika,tnik,0.9882166
ttll12,ttll12,0.98821384
marchf2,marchf2,0.9882084
dnaja2a,dnaja2,0.9882077
eif2s2,eif2s2,0.9882066
crebrf,crebrf,0.9882045
psen2,psen2,0.9882
rab30,rab30,0.98819244
fezf2,fezf2,0.98818934
ncln,ncln,0.98818773
foxc1a,foxc1,0.9881758
xdh,xdh,0.9881709
zfyve1,zfyve1,0.98816144
grik5,grik5,0.98815894
ehd2b,ehd2,0.98815346
flvcr1,flvcr1,0.98815066
acox1,acox1,0.9881374
cdx1b,cdx1,0.9881365
fbxl14b,fbxl14,0.9881361
grhl2b,grhl2,0.9881344
thsd7aa,thsd7a,0.9881298
tbpl1,tbpl1,0.9881245
slc38a2,slc38a2,0.9881179
dvl3b,dvl3,0.9881159
mfsd14a1,mfsd14a,0.9881146
sall1a,sall1,0.98810285
dpp6a,dpp6,0.9881023
zeb2b,zeb2,0.98808694
slc1a3a,slc1a3,0.9880773
roraa,rora,0.9880736
gucy2cb,gucy2c,0.98805964
rnf144aa,rnf144a,0.98804885
rad21a,rad21,0.98804456
xylt1,xylt1,0.9880276
mrasa,mras,0.98802704
psmc1b,psmc1,0.98802614
atp5pb,atp5pb,0.9880181
clta,clta,0.9880083
dnajc5aa,dnajc5,0.98800814
heatr5a,heatr5a,0.9880032
vil1,vil1,0.98800117
cetn4,cetn4,0.988
wdr47a,wdr47,0.98799306
sulf1,sulf1,0.98798364
myl10,myl10,0.9879765
asap2b,asap2,0.98797476
rundc3ab,rundc3a,0.9879708
st7l,st7,0.98796993
kif3b,kif3b,0.98796827
inpp5f,inpp5f,0.9879664
mns1,mns1,0.9879659
ppfia4,ppfia3,0.9879625
fbxo41,fbxo41,0.98795396
marchf5,marchf5,0.98795205
adra2c,adra2c,0.9879451
adam17b,adam17,0.9879413
GARRE1,garre1,0.98794115
neto1l,neto1,0.9879402
abtb2b,abtb2,0.98793185
usp4,usp4,0.98792887
tgfbi,tgfbi,0.98792297
phb2a,phb2,0.9879225
pgk1,pgk1,0.9879209
capn1b,capn1,0.98791814
csnk1g1,csnk1g1,0.98791695
BIVM,bivm,0.9879144
chmp2ba,chmp2b,0.9879108
gbf1,gbf1,0.98790795
smc1a,smc1a,0.9879062
dvl2,dvl2,0.98790294
nr4a2b,nr4a2,0.9879029
fzd5,fzd8,0.98790056
cnnm2b,cnnm2,0.9878993
rhoca,rhoa,0.98789036
PLCL2,plcl2,0.9878839
pitpnab,pitpna,0.9878756
pth1r,pth1r,0.9878734
p4ha1a,p4ha1,0.9878708
pcid2,pcid2,0.98786384
abcb11a,abcb11.2,0.9878572
CPS1,cps1,0.98785406
exosc1,exosc1,0.9878487
golga3,golga3,0.9878429
sntb1,sntb1,0.98783875
usp12b,usp12b,0.98783875
serbp1a,serbp1,0.9878265
papss1,papss1,0.98781455
htr1aa,htr1a,0.9878078
ddx11,ddx11,0.987805
tcf12,tcf12,0.9877999
sfxn1,sfxn1,0.98779887
psmd3,psmd3,0.9877934
snrpd3l,snrpd3,0.9877912
cdk1,cdk1,0.9877903
nle1,nle1,0.9877688
pno1,pno1,0.98776764
bptf,bptf,0.9877635
brd4,brd4,0.9877564
tbc1d31,tbc1d31,0.9877446
ugp2a,ugp2,0.98774034
slc6a4a,slc6a4,0.98773944
kcnh4b,kcnh4,0.98773646
phkb,phkb,0.9877228
zdhhc6,zdhhc6,0.9877157
chrm5b,chrm5,0.98771477
uba5,uba5,0.987714
eif3g,eif3g,0.9877103
kcnj8,kcnj8,0.9877066
apc,apc,0.98770225
prkar1b,prkar1b,0.9876968
elavl2,elavl2,0.987696
adcy7,adcy4,0.9876791
itgav,itgav,0.9876714
yipf3,yipf3,0.9876626
foxa2,foxa2,0.98765975
aldh1l1,aldh1l1,0.9876573
map3k3,map3k3,0.98765457
dusp1,dusp1,0.98764765
map3k12,map3k12,0.9876296
dhcr7,dhcr7,0.98762935
acot9.2,acot9,0.9876246
mafaa,mafa,0.9876057
ipo8,ipo8,0.98760283
sardh,sardh,0.98759604
loxl2a,loxl4,0.987579
ptenb,pten,0.98757374
mafa,maf,0.98756933
pard3ab,pard3,0.98756933
rlbp1b,rlbp1,0.9875671
stk40,stk40,0.98756325
urb1,urb1,0.98756206
cyp51,cyp51a1,0.9875614
vgll2a,vgll2,0.9875441
kcnj5,kcnj5,0.9875314
tollip,tollip,0.98752916
rc3h1b,rc3h1,0.98752844
atp6v1ba,atp6v1b1,0.98751307
slc6a14,slc6a14.1,0.9874948
soat1,soat1,0.98749316
erbb4a,erbb4,0.9874711
anp32b,anp32b,0.9874702
robo3,robo3,0.9874634
adamts3,adamts14,0.98746127
ctnnal1,ctnnal1,0.98745763
fgf8a,fgf8,0.98745424
gpr6,gpr6,0.98745394
ocrl,ocrl,0.9874426
map3k2,map3k2,0.9874395
kctd6b,kctd6,0.9874389
enc3,enc1.2,0.9874385
KIF26A,kif26a,0.9874309
hypk,hypk,0.9874238
gsx1,gsx1,0.98742235
p3h2,p3h2,0.9874075
ANK1,ank2,0.98739964
btf3l4,btf3l4,0.9873987
cnot6l,cnot6l,0.9873968
copb2,copb2,0.98739535
pdk3a,pdk3,0.9873896
cox15,cox15,0.9873864
LARP1,larp1,0.98738563
slc18a3a,slc18a3,0.9873855
rnf139,rnf139,0.9873833
col1a2,col1a2,0.98738104
kcnk2a,kcnk2,0.9873778
glrbb,glrb,0.9873755
lrrc28,lrrc28,0.9873656
ndel1b,ndel1,0.98735726
dnmt1,dnmt1,0.9873571
oprm1,oprm1,0.9873396
unc5db,unc5d,0.9873305
stam,stam,0.9873229
lamc1,lamc1,0.9873204
git1,git1,0.98732024
her9,hes4,0.9873161
mmp2,mmp2,0.9873032
dock4b,dock4,0.98730195
snrpg,snrpg,0.9872984
gnpda2,gnpda2,0.9872908
th,th,0.9872806
rb1,rb1,0.9872761
unc50,unc50,0.9872687
pitrm1,pitrm1,0.9872563
fen1,fen1,0.9872477
xpo1a,xpo1,0.98724335
slitrk4,slitrk4,0.98723954
ptpn11b,ptpn11b,0.9872355
atxn7l3a,atxn7l3,0.9872344
ucp2,ucp2,0.98723364
pax2a,pax2,0.9872305
cxxc1a,cxxc1,0.98722696
si:ch211-132f19.7,adcy8,0.98722625
lrrn1,lrrn1,0.98721296
fign,fign,0.98721135
top3a,top3a,0.9872075
washc5,washc5,0.9871933
kdm5c,kdm5c,0.98718756
sppl3,sppl3,0.9871773
prpf18,prpf18,0.9871747
il1rapl2,il1rapl2,0.9871596
gabrr3a,gabrr3,0.9871503
adss1,adss1,0.98714715
cthrc1a,cthrc1,0.98714703
mtmr9,mtmr9,0.98714674
ano3,ano3,0.98714304
ap2s1,ap2s1,0.98713756
acvr2aa,acvr2a,0.9871312
hydin,hydin,0.98712367
TRAPPC9,trappc9,0.98710185
cdk17,cdk17,0.9870958
msl2b,msl2,0.987094
orai1b,orai2,0.987087
plekhf2,plekhf2,0.9870803
ucp1,ucp1,0.98708
wt1a,wt1,0.98707473
ckba,ckb,0.9870702
gmfb,gmfb,0.98705935
yeats4,yeats4,0.9870546
neurod2,neurod2,0.9870503
vdac2,vdac2,0.98704934
tbx5a,tbx5,0.98704803
elof1,elof1,0.9870436
slc44a5b,slc44a5,0.9870405
mybbp1a,mybbp1a,0.98703724
TEAD1,tead1,0.9870341
adh5,adh5,0.9870295
thbs4b,thbs4,0.98702794
septin7b,septin7,0.98702765
nek7,nek7,0.9870275
gsnb,gsn,0.98702246
prkag1,kmt2d,0.9870196
pcolce2b,pcolce2,0.9870168
gli2a,gli3,0.9870141
mybpc2a,XB5889096,0.98701173
rabep1,rabep1,0.987005
pdcd5,pdcd5,0.9869986
gpr52,gpr52,0.9869939
slc1a7a,slc1a7,0.9869907
diras1b,diras2,0.9869886
myo18aa,MYO18A,0.9869881
scn4aa,scn4a,0.9869826
lpin2,lpin1,0.98698145
nptx1l,nptx1,0.98697555
DIP2C,dip2c,0.98697436
GABRB2,gabrb2,0.986971
pepd,pepd,0.9869687
riok2,riok2,0.98696274
kiaa0232,KIAA0232,0.9869579
smarca5,smarca5,0.9869545
pfkfb1,pfkfb1,0.9869535
slc25a36b,slc25a36,0.9869441
CACNA1G,cacna1g,0.98693544
hpdb,hpd-like.2,0.98693025
clptm1,clptm1,0.98692054
pms2,pms2,0.98691636
apip,apip,0.98690754
snx5,snx5,0.9869045
zc3h15,zc3h15,0.9869038
otud7a,otud7a,0.98689073
snx17,snx17,0.9868859
gja2,MGC69466,0.9868822
rdh10b,rdh10,0.986882
usp39,usp39,0.98687655
rcor1,rcor1,0.9868749
fgf12a,fgf12,0.98686564
stom,stom,0.9868559
neurl4,neurl4,0.9868526
arpc1b,arpc1b,0.98684895
tcf21,tcf21,0.9868341
sdha,sdha,0.986833
txnl1,txnl1,0.98683023
AP3B2,ap3b2,0.9868301
rbm47,rbm47,0.98682994
adamts15a,adamts15,0.9868298
med7,med7,0.9868283
chic1,chic2,0.9868075
guca1aa,guca1al,0.98680705
cers5,cers5,0.98677444
atp9b,atp9b,0.9867597
ankrd11,ankrd11,0.98675877
mxd1,mxd1,0.98675823
src,src,0.9867565
CDH18,cdh18,0.9867489
hrasb,kras,0.9867384
nr2c2,nr2c2,0.986738
smg8,smg8,0.98673755
cdc23,cdc23,0.9867347
dnajc5b,dnajc5b,0.98673093
ncaph,ncaph,0.98672557
tmem230a,tmem230,0.9867246
OSBPL11,osbpl11,0.9867212
mknk2a,mknk2,0.9867151
oprd1b,oprd1,0.986711
gmppaa,gmppa,0.9867107
clockb,clock,0.98670775
tfap2b,tfap2e,0.9867061
dnajc19,dnajc19,0.98670536
ccdc47,ccdc47,0.9867049
galnt13,galnt1,0.98670095
rnf41,rnf41,0.9866981
clic4,clic4,0.98669624
med21,med21,0.9866953
gab1,gab1,0.9866945
slc25a20,slc25a20,0.9866858
crebbpb,ep300,0.98668337
ATP9A,atp9a,0.9866815
ero1a,ero1a,0.9866786
micu1,micu1,0.9866746
dip2ba,dip2b,0.9866674
rab34a,rab34,0.9866662
map2k4a,map2k4,0.98666614
erp44,erp44,0.98666424
mettl14,mettl14,0.9866623
pdxdc1,pdxdc1,0.9866582
pde4a,pde4a,0.9866527
fth1a,ftmt,0.986633
slc48a1a,slc48a1,0.9866303
pin4,pin4,0.98661417
fbxo38,fbxo38,0.9866106
tp53bp2b,tp53bp2,0.98660123
desmb,des.1,0.9865893
slc7a11,slc7a11,0.98658913
zranb2,zranb2,0.986586
uhrf1,uhrf1,0.9865856
sh3bp5b,sh3bp5,0.9865788
mcm5,mcm5,0.98657006
epg5,epg5,0.9865693
gabrr2a,GABRR2,0.9865685
chrna2a,chrna2,0.98656297
plppr5b,plppr5,0.98656046
atp13a1,atp13a1,0.9865604
taf5,taf5,0.986558
cntn3a.1,cntn4,0.98655784
kat5b,kat5,0.9865544
dmbx1a,dmbx1,0.9865482
dclk2a,dclk2,0.98654205
vldlr,vldlr,0.9865399
myo1d,myo1d,0.98653984
prom1a,prom1,0.9865362
traip,traip,0.9865285
csrp2,csrp2,0.98652494
grm6a,grm8l,0.98652136
slc23a1,slc23a1,0.9865055
crmp1,dpysl3,0.9865033
abca4b,abca4,0.9865017
mapk10,mapk10,0.9864962
rras2,RRAS2,0.98649603
sbno2a,sbno2,0.98649377
hspa12a,hspa12a,0.9864808
aldh2.2,aldh2,0.98648053
sgk3,sgk3,0.9864797
gnb5a,gnb5,0.98646927
kif13ba,kif13a,0.98646396
tlnrd1,tlnrd1,0.98645025
dcaf13,dcaf13,0.98645014
golga7ba,golga7b,0.98644984
tbx4,tbx4,0.98644316
pabpc4,pabpc4,0.9864379
tada2a,tada2a,0.9864193
rapsn,rapsn,0.9864188
vwa8,vwa8,0.98640054
usp22,usp22,0.9863949
FLNB,flnb,0.9863926
sptlc2b,sptlc2,0.9863772
UBR2,ubr2,0.98637617
ephb3a,ephb3,0.98637426
dnajb4,dnajb4,0.9863668
rims3,rims3,0.9863652
opn1lw2,opn1lw,0.98634773
gpib,gpi,0.98634744
pik3c2a,pik3c2a,0.986344
ptgs1,ptgs1,0.98633355
pick1,pick1,0.9863317
msh2,msh2,0.9863287
ndst1b,ndst1,0.9863259
gad2,gad2,0.98632073
b4galnt4b,b4galnt4,0.9863175
prex2,prex2,0.98630315
gabbr2,gabbr2,0.98629314
sorl1,sorl1,0.98627776
DAAM2,DAAM2,0.986277
krit1,krit1,0.9862756
brinp3a.1,brinp3,0.9862688
nrbp1,nrbp1,0.98626536
poc1bl,galnt4,0.9862623
alg8,alg8,0.9862585
HECTD4,hectd4,0.98625606
lig3,lig3,0.9862545
pip4k2ca,pip4k2c,0.98624146
bmpr1aa,bmpr1a,0.9862411
psmd12,psmd12,0.9862405
slc41a1,slc41a1,0.98623
ercc4,ercc4,0.98622996
ppp1r10,ppp1r10,0.9862294
rcbtb2,rcbtb2,0.98621935
abcc2,abcc2,0.9862166
wapla,wapl,0.9862018
mak16,mak16,0.9861863
PLK2,plk2,0.986183
khdrbs2,khdrbs2,0.98617077
tubgcp2,tubgcp2,0.98616695
arhgef3,arhgef3.2,0.9861585
phox2bb,phox2b,0.98615587
cpt1b,cpt1al,0.9861509
afap1l1a,afap1l1,0.9861411
lrrc4.2,LRRC4,0.9861386
rock1,rock1,0.9861369
cep290,cep290,0.9861363
gpam,gpam,0.9861362
znf598,znf598,0.98613495
parp1,parp1,0.9861317
tprg1l,tprg1l,0.9861311
smad4a,smad4,0.986125
syt1a,syt5,0.98612493
