chimpanzees gene name,gorillas gene name,correlation
PPP1R14A,PPP1R14A,0.99999964
PRDX6,PRDX6,0.99999964
RHOG,RHOG,0.99999964
RIDA,RIDA,0.99999964
S100A13,S100A13,0.99999964
SMIM19,SMIM19,0.99999964
SOWAHD,SOWAHD,0.99999964
SPIN4,SPIN4,0.99999964
SYNDIG1,SYNDIG1,0.99999964
TOMM22,TOMM22,0.99999964
TPRKB,TPRKB,0.99999964
VCP,VCP,0.99999964
ZDHHC9,ZDHHC9,0.99999964
AMIGO1,AMIGO1,0.9999996
API5,API5,0.9999996
BHLHE40,BHLHE40,0.9999996
CCNG1,CCNG1,0.9999996
CKS2,CKS2,0.9999996
CRYGC,CRYGC,0.9999996
CUL5,CUL5,0.9999996
DEFB134,DEFB134,0.9999996
DLX2,DLX2,0.9999996
DTX3,DTX3,0.9999996
HOXC9,HOXC9,0.9999996
KLHL12,KLHL12,0.9999996
LLPH,LLPH,0.9999996
LMO4,LMO4,0.9999996
MS4A8,MS4A8,0.9999996
MTX3,MTX3,0.9999996
NUDCD2,NUDCD2,0.9999996
PDCD10,PDCD10,0.9999996
PEX3,PEX3,0.9999996
PIGP,PIGP,0.9999996
RFC4,RFC4,0.9999996
RNF181,RNF181,0.9999996
RNF5,RNF5,0.9999996
RRAGD,RRAGD,0.9999996
SERBP1,SERBP1,0.9999996
SHOX,SHOX,0.9999996
SINHCAF,SINHCAF,0.9999996
SLC35F6,SLC35F6,0.9999996
SNN,SNN,0.9999996
SOST,SOST,0.9999996
STRIT1,STRIT1,0.9999996
TEAD2,TEAD2,0.9999996
TOB1,TOB1,0.9999996
TRAPPC6B,TRAPPC6B,0.9999996
UBE2D4,UBE2D4,0.9999996
ATG101,ATG101,0.9999995
B4GALT3,B4GALT3,0.9999995
CRYGD,CRYGD,0.9999995
DNAJC3,DNAJC3,0.9999995
DPT,DPT,0.9999995
EIF1B,EIF1B,0.9999995
EMC6,EMC6,0.9999995
GABRA3,GABRA3,0.9999995
GNG3,GNG3,0.9999995
GPR22,GPR22,0.9999995
JDP2,JDP2,0.9999995
LMX1A,LMX1A,0.9999995
LSM7,LSM7,0.9999995
MEA1,MEA1,0.9999995
MPLKIP,MPLKIP,0.9999995
NFKB1,NFKB1,0.9999995
NHLH2,NHLH2,0.9999995
NLK,NLK,0.9999995
NOP10,NOP10,0.9999995
NRARP,NRARP,0.9999995
PIGK,PIGK,0.9999995
POLR2L,POLR2L,0.9999995
PPP1R8,PPP1R8,0.9999995
PRDX3,PRDX3,0.9999995
RAB10,RAB10,0.9999995
RIMKLA,RIMKLA,0.9999995
RNF2,RNF2,0.9999995
RPL27A,RPL27A,0.9999995
SFN,SFN,0.9999995
TAF13,TAF13,0.9999995
TBXT,TBXT,0.9999995
TCIM,TCIM,0.9999995
TMEM125,TMEM125,0.9999995
USP30,USP30,0.9999995
CHRNB2,CHRNB2,0.99999946
CISD1,CISD1,0.99999946
GPX3,GPX3,0.99999946
H2AX,H2AX,0.99999946
HMGN2,HMGN2,0.99999946
HOXC6,HOXC6,0.99999946
IL21,IL21,0.99999946
IMMP1L,IMMP1L,0.99999946
KBTBD7,KBTBD7,0.99999946
MSL2,MSL2,0.99999946
MYL12B,MYL12B,0.99999946
NIP7,NIP7,0.99999946
NPAS4,NPAS4,0.99999946
PABPC5,PABPC5,0.99999946
PACSIN1,PACSIN1,0.99999946
PRCD,PRCD,0.99999946
RNF138,RNF138,0.99999946
SH3BGRL2,SH3BGRL2,0.99999946
SMIM10L1,SMIM10L1,0.99999946
SMIM3,SMIM3,0.99999946
TM9SF2,TM9SF2,0.99999946
TMED2,TMED2,0.99999946
TMEM101,TMEM101,0.99999946
VDAC1,VDAC1,0.99999946
YTHDF1,YTHDF1,0.99999946
C8H8orf88,C8orf88,0.9999994
CCKAR,CCKAR,0.9999994
CCL17,CCL17,0.9999994
CDK5R1,CDK5R1,0.9999994
CHCHD2,CHCHD2,0.9999994
CLOCK,CLOCK,0.9999994
CXCR6,CXCR6,0.9999994
ESM1,ESM1,0.9999994
FBXO28,FBXO28,0.9999994
FBXO8,FBXO8,0.9999994
H2BC14,H2BC14,0.9999994
HLF,HLF,0.9999994
KLK9,KLK9,0.9999994
LEAP2,LEAP2,0.9999994
NACC1,NACC1,0.9999994
NEU1,NEU1,0.9999994
PAIP2,PAIP2,0.9999994
PSMD3,PSMD3,0.9999994
ROMO1,ROMO1,0.9999994
SERPINH1,SERPINH1,0.9999994
SF3B4,SF3B4,0.9999994
SIAH1,SIAH1,0.9999994
SMU1,SMU1,0.9999994
TAF5L,TAF5L,0.9999994
TFAP2C,TFAP2C,0.9999994
THG1L,THG1L,0.9999994
TIMM9,TIMM9,0.9999994
ZBTB18,ZBTB18,0.9999994
CIDEB,CIDEB,0.99999934
CPLX1,CPLX1,0.99999934
CTNNBIP1,CTNNBIP1,0.99999934
GADD45B,GADD45B,0.99999934
H2BC12,H2BC12L,0.99999934
HINT2,HINT2,0.99999934
KRT85,KRT85,0.99999934
PHLDA3,PHLDA3,0.99999934
PPM1L,PPM1L,0.99999934
PRPF8,PRPF8,0.99999934
RAB19,RAB19,0.99999934
RCVRN,RCVRN,0.99999934
RPS11,RPS11,0.99999934
SKA1,SKA1,0.99999934
SLC8A2,SLC8A2,0.99999934
SPX,SPX,0.99999934
TMEM167B,TMEM167B,0.99999934
TRIQK,TRIQK,0.99999934
UBALD1,UBALD1,0.99999934
WNT1,WNT1,0.99999934
ATP2B1,ATP2B1,0.9999993
BTLA,BTLA,0.9999993
CALB1,CALB1,0.9999993
CD28,CD28,0.9999993
COX6A2,COX6A2,0.9999993
CRYBA4,CRYBA4,0.9999993
CXCL11,CXCL11,0.9999993
CYRIB,CYRIB,0.9999993
DLX3,DLX3,0.9999993
GREM2,GREM2,0.9999993
IKZF4,IKZF4,0.9999993
INAFM1,INAFM1,0.9999993
KRT18,KRT18,0.9999993
MBLAC2,MBLAC2,0.9999993
NKX2-2,NKX2-2,0.9999993
POU3F4,POU3F4,0.9999993
PRKX,PRKX,0.9999993
SIRT6,SIRT6,0.9999993
USF1,USF1,0.9999993
USP5,USP5,0.9999993
WNT5B,WNT5B,0.9999993
ZNF136,ZNF136,0.9999993
ADCYAP1,ADCYAP1,0.9999992
ANAPC13,ANAPC13,0.9999992
ARL4C,ARL4C,0.9999992
CLIP3,CLIP3,0.9999992
EXOC1L,EXOC1L,0.9999992
GABPA,GABPA,0.9999992
GPR137B,GPR137B,0.9999992
H3C10,H3C1,0.9999992
HAS3,HAS3,0.9999992
JRKL,JRKL,0.9999992
LAPTM4A,LAPTM4A,0.9999992
LRRC4C,LRRC4C,0.9999992
MMGT1,MMGT1,0.9999992
MRPS12,MRPS12,0.9999992
PRELID3B,PRELID3B,0.9999992
PRKCB,PRKCB,0.9999992
PSMD10,PSMD10,0.9999992
RAB30,RAB30,0.9999992
SNAI2,SNAI2,0.9999992
SNU13,SNU13,0.9999992
SPTAN1,SPTAN1,0.9999992
SSBP1,SSBP1,0.9999992
SYT2,SYT2,0.9999992
TMEM150C,TMEM150C,0.9999992
UCMA,UCMA,0.9999992
ATP5MC3,ATP5MC3,0.99999917
CCDC12,CCDC12,0.99999917
CCDC47,CCDC47,0.99999917
CKM,CKM,0.99999917
CNIH1,CNIH1,0.99999917
DUSP3,DUSP3,0.99999917
EFNA1,EFNA1,0.99999917
FMOD,FMOD,0.99999917
GSK3A,GSK3A,0.99999917
HS6ST1,HS6ST1,0.99999917
HYAL2,HYAL2,0.99999917
LHFPL3,LHFPL3,0.99999917
MRPS16,MRPS16,0.99999917
NPM1,NPM1,0.99999917
PVALB,PVALB,0.99999917
RAB39B,RAB39B,0.99999917
RIC8B,RIC8B,0.99999917
RICTOR,RICTOR,0.99999917
RTN4RL2,RTN4RL2,0.99999917
SP6,SP6,0.99999917
SS18L2,SS18L2,0.99999917
SULT1E1,SULT1E1,0.99999917
TBR1,TBR1,0.99999917
TIMM13,TIMM13,0.99999917
TRAPPC1,TRAPPC1,0.99999917
ZBTB43,ZBTB43,0.99999917
BLCAP,BLCAP,0.9999991
C15H15orf62,C15orf62,0.9999991
CA11,CA11,0.9999991
CAMK2N1,CAMK2N1,0.9999991
CCDC6,CCDC6,0.9999991
CNEP1R1,CNEP1R1,0.9999991
COX7B,COX7B,0.9999991
GSC,GSC,0.9999991
H2AC20,H2AC20,0.9999991
JTB,JTB,0.9999991
KCNMB1,KCNMB1,0.9999991
LAMTOR2,LAMTOR2,0.9999991
LRAT,LRAT,0.9999991
MAD2L1,MAD2L1,0.9999991
MAT1A,MAT1A,0.9999991
MCMBP,MCMBP,0.9999991
MED26,MED26,0.9999991
MRPS33,MRPS33,0.9999991
NDUFA4L2,NDUFA4L2,0.9999991
RRAGB,RRAGB,0.9999991
SCN8A,SCN8A,0.9999991
CYB5R1,CYB5R1,0.99999905
CYCS,CYCS,0.99999905
DCAF7,DCAF7,0.99999905
FBXO27,FBXO27,0.99999905
GALE,GALE,0.99999905
GPM6B,GPM6B,0.99999905
IPO13,IPO13,0.99999905
KLHL42,KLHL42,0.99999905
MSGN1,MSGN1,0.99999905
PDAP1,PDAP1,0.99999905
PIAS4,PIAS4,0.99999905
PITX3,PITX3,0.99999905
PKIG,PKIG,0.99999905
SCGB3A2,SCGB3A2,0.99999905
SIAH2,SIAH2,0.99999905
SPRYD3,SPRYD3,0.99999905
SRSF5,SRSF5,0.99999905
TCEAL7,TCEAL7,0.99999905
TMA7,TMA7,0.99999905
TMEM170B,TMEM170B,0.99999905
ARF4,ARF4,0.999999
ARL14EPL,ARL14EPL,0.999999
ASB7,ASB7,0.999999
CDK1,CDK1,0.999999
CHMP2A,CHMP2A,0.999999
DCAF11,DCAF11,0.999999
DUOXA2,DUOXA2,0.999999
EEF1B2,EEF1B2,0.999999
GABARAPL2,GABARAPL2,0.999999
GLS,GLS,0.999999
KRAS,KRAS,0.999999
KRTAP17-1,KRTAP17-1,0.999999
PSMD8,PSMD8,0.999999
RAB9A,RAB9A,0.999999
RGS1,RGS1,0.999999
SLC17A2,SLC17A2,0.999999
STXBP5,STXBP5,0.999999
VSIR,VSIR,0.999999
ASGR1,ASGR1,0.9999989
CACNG2,CACNG2,0.9999989
CD40LG,CD40LG,0.9999989
COCH,COCH,0.9999989
COX6B1,COX6B1,0.9999989
DPAGT1,DPAGT1,0.9999989
FAM25A,FAM25A,0.9999989
GCM1,GCM1,0.9999989
HSPB8,HSPB8,0.9999989
ID3,ID3,0.9999989
LRRC59,LRRC59,0.9999989
NDUFB3,NDUFB3,0.9999989
PPP2CA,PPP2CA,0.9999989
RAB6A,RAB6A,0.9999989
RGS13,RGS13,0.9999989
SLC39A3,SLC39A3,0.9999989
TAX1BP3,TAX1BP3,0.9999989
TCEAL8,TCEAL8,0.9999989
UQCC1,UQCC1,0.9999989
BRINP3,BRINP3,0.99999887
CRISPLD1,CRISPLD1,0.99999887
CXCL1,CXCL1,0.99999887
CYB5D1,CYB5D1,0.99999887
FGF8,FGF8,0.99999887
FOSB,FOSB,0.99999887
GPR68,GPR68,0.99999887
HS3ST2,HS3ST2,0.99999887
LSM3,LSM3,0.99999887
MEIS2,MEIS2,0.99999887
OTULIN,OTULIN,0.99999887
PGPEP1,PGPEP1,0.99999887
PPY,PPY,0.99999887
RPL26,RPL26,0.99999887
STAM,STAM,0.99999887
TRIM32,TRIM32,0.99999887
UBE2D2,UBE2D2,0.99999887
ZNF146,ZNF146,0.99999887
ADIPOR2,ADIPOR2,0.9999988
ATP2B3,ATP2B3,0.9999988
CABP5,CABP5,0.9999988
CLNS1A,CLNS1A,0.9999988
IPO9,IPO9,0.9999988
JOSD1,JOSD1,0.9999988
KLHL9,KLHL9,0.9999988
LSM1,LSM1,0.9999988
LSM6,LSM6,0.9999988
MTPN,MTPN,0.9999988
MYOG,MYOG,0.9999988
NR2F2,NR2F2,0.9999988
POLE3,POLE3,0.9999988
SYT4,SYT4,0.9999988
TRIM8,TRIM8,0.9999988
BRD3OS,BRD3OS,0.99999875
BTK,BTK,0.99999875
CLDN3,CLDN3,0.99999875
DAD1,DAD1,0.99999875
LIN7C,LIN7C,0.99999875
LRRC8B,LRRC8B,0.99999875
NAA10,NAA10,0.99999875
NOL4,NOL4,0.99999875
NOS1AP,NOS1AP,0.99999875
POP7,POP7,0.99999875
PRIMA1,PRIMA1,0.99999875
RALYL,RALYL,0.99999875
RAP2B,RAP2B,0.99999875
RNF214,RNF214,0.99999875
SF3B6,SF3B6,0.99999875
SLC31A1,SLC31A1,0.99999875
SLC7A6,SLC7A6,0.99999875
SOX14,SOX14,0.99999875
SPCS3,SPCS3,0.99999875
TAGLN,TAGLN,0.99999875
TSPAN18,TSPAN18,0.99999875
VPS37D,VPS37D,0.99999875
ATP6V1A,ATP6V1A,0.9999987
CRIPT,CRIPT,0.9999987
DPPA5,DPPA5,0.9999987
EIF3I,EIF3I,0.9999987
FLI1,FLI1,0.9999987
GID8,GID8,0.9999987
MRPS25,MRPS25,0.9999987
PLAG1,PLAG1,0.9999987
PLD3,PLD3,0.9999987
POPDC3,POPDC3,0.9999987
SLITRK4,SLITRK4,0.9999987
SNAPC5,SNAPC5,0.9999987
SPRYD4,SPRYD4,0.9999987
TMEM147,TMEM147,0.9999987
UGCG,UGCG,0.9999987
UQCC5,UQCC5,0.9999987
VAMP3,VAMP3,0.9999987
ADAL,ADAL,0.9999986
DERL2,DERL2,0.9999986
GINS1,GINS1,0.9999986
GSX2,GSX2,0.9999986
H2AJ,H2AJ,0.9999986
HYPK,HYPK,0.9999986
MFSD2A,MFSD2A,0.9999986
MYL1,MYL1,0.9999986
RAMP1,RAMP1,0.9999986
RBM25,RBM25,0.9999986
RGS17,RGS17,0.9999986
SLC16A2,SLC16A2,0.9999986
SLC4A8,SLC4A8,0.9999986
SPON2,SPON2,0.9999986
STX4,STX4,0.9999986
TAL2,TAL2,0.9999986
TRIR,TRIR,0.9999986
TUSC2,TUSC2,0.9999986
DIRAS2,DIRAS2,0.99999857
LRRC14,LRRC14,0.99999857
NPHS2,NPHS2,0.99999857
PLA2G12A,PLA2G12A,0.99999857
POLR3B,POLR3B,0.99999857
PURG,PURG,0.99999857
RAP1B,RAP1B,0.99999857
SCG5,SCG5,0.99999857
SPG21,SPG21,0.99999857
TCF21,TCF21,0.99999857
UBE2H,UBE2H,0.99999857
VPS33A,VPS33A,0.99999857
ZDHHC22,ZDHHC22,0.99999857
AKIRIN2,AKIRIN2,0.9999985
CLDN7,CLDN7,0.9999985
DPY30,DPY30,0.9999985
FGF17,FGF17,0.9999985
GPR139,GPR139,0.9999985
MOV10,MOV10,0.9999985
MYL9,MYL9,0.9999985
RHOD,RHOD,0.9999985
RNF182,RNF182,0.9999985
SAPCD1,SAPCD1,0.9999985
SLMAP,SLMAP,0.9999985
TXNDC17,TXNDC17,0.9999985
CDKN2C,CDKN2C,0.99999845
CSNK1D,CSNK1D,0.99999845
ERH,ERH,0.99999845
FGF9,FGF9,0.99999845
KCND3,KCND3,0.99999845
PDCL,PDCL,0.99999845
PGGT1B,PGGT1B,0.99999845
RPL9,RPL9,0.99999845
SLC35B4,SLC35B4,0.99999845
WNT10B,WNT10B,0.99999845
AJUBA,AJUBA,0.9999984
C2AH2orf49,C2orf49,0.9999984
CPLX4,CPLX4,0.9999984
ENOPH1,ENOPH1,0.9999984
ITPRIPL2,ITPRIPL2,0.9999984
NEUROD2,NEUROD2,0.9999984
PCBP1,PCBP1,0.9999984
PSMA2,PSMA2,0.9999984
RAB6B,RAB6B,0.9999984
RAB8B,RAB8B,0.9999984
RASL10A,RASL10A,0.9999984
TSPAN3,TSPAN3,0.9999984
ABHD13,ABHD13,0.99999833
ARL4D,ARL4D,0.99999833
BRK1,BRK1,0.99999833
CLDN14,CLDN14,0.99999833
HVCN1,HVCN1,0.99999833
KLF9,KLF9,0.99999833
SECISBP2L,SECISBP2L,0.99999833
SOCS2,SOCS2,0.99999833
SSRP1,SSRP1,0.99999833
XCR1,XCR1,0.99999833
ASTN1,ASTN1,0.9999983
CAVIN3,CAVIN3,0.9999983
CPLX3,CPLX3,0.9999983
CXCR3,CXCR3,0.9999983
GIT2,GIT2,0.9999983
PRPF39,PRPF39,0.9999983
SPINK7,SPINK7,0.9999983
ST8SIA5,ST8SIA5,0.9999983
STXBP3,STXBP3,0.9999983
TSR2,TSR2,0.9999983
APOBEC2,APOBEC2,0.9999982
BMI1,BMI1,0.9999982
CRHBP,CRHBP,0.9999982
GPM6A,GPM6A,0.9999982
ZNF428,ZNF428,0.9999982
APELA,APELA,0.99999815
ARF1,ARF1,0.99999815
CLEC2L,CLEC2L,0.99999815
FEN1,FEN1,0.99999815
GOLGA7,GOLGA7,0.99999815
HOXC4,HOXC4,0.99999815
MTCP1,MTCP1,0.99999815
NCBP2AS2,NCBP2AS2,0.99999815
NRM,NRM,0.99999815
POLR3F,POLR3F,0.99999815
UBE2G1,UBE2G1,0.99999815
WSCD2,WSCD2,0.99999815
CDC20,CDC20,0.9999981
DAAM1,DAAM1,0.9999981
PSMD11,PSMD11,0.9999981
SMIM13,SMIM13,0.9999981
TMEM203,TMEM203,0.9999981
BEX4,BEX4,0.99999803
H2AC14,H2AC14,0.99999803
MED28,MED28,0.99999803
PFDN6,PFDN6,0.99999803
PREX2,PREX2,0.99999803
PSMC3,PSMC3,0.99999803
WBP2,WBP2,0.99999803
ACHE,ACHE,0.999998
ATG16L1,ATG16L1,0.999998
BBLN,BBLN,0.999998
DNAL4,DNAL4,0.999998
FHL3,FHL3,0.999998
GFPT1,GFPT1,0.999998
H3-3A,H3-3A,0.999998
HDDC3,HDDC3,0.999998
KEAP1,KEAP1,0.999998
NEGR1,NEGR1,0.999998
NKAIN3,NKAIN3,0.999998
SF3B5,SF3B5,0.999998
SFRP2,SFRP2,0.999998
SLN,SLN,0.999998
SRSF4,SRSF4,0.999998
TSPAN12,TSPAN12,0.999998
HDAC3,HDAC3,0.9999979
NEUROD6,NEUROD6,0.9999979
POGLUT1,POGLUT1,0.9999979
RPS7,RPS7,0.9999979
SPSB2,SPSB2,0.9999979
WDR82,WDR82,0.9999979
XPOT,XPOT,0.9999979
CSDC2,CSDC2,0.99999785
DESI1,DESI1,0.99999785
EIF5A,EIF5A,0.99999785
ERCC3,ERCC3,0.99999785
FGF4,FGF4,0.99999785
FUT9,FUT9,0.99999785
KCNJ3,KCNJ3,0.99999785
RBM3,RBM3,0.99999785
TMEM233,TMEM233,0.99999785
ATXN7L3,ATXN7L3,0.9999978
CYLD,CYLD,0.9999978
GLRX,GLRX,0.9999978
GPR27,GPR27,0.9999978
HMHB1,HMHB1,0.9999978
JAGN1,JAGN1,0.9999978
TRIM71,TRIM71,0.9999978
EIF4EBP2,EIF4EBP2,0.99999774
KRTAP20-3,KRTAP20-3,0.99999774
NUCB2,NUCB2,0.99999774
SYN3,SYN3,0.99999774
TMEM198,TMEM198,0.99999774
CTXN2,CTXN2,0.9999977
DEPDC1B,DEPDC1B,0.9999977
CACNG7,CACNG7,0.9999976
PFDN4,PFDN4,0.9999976
FAF1,FAF1,0.99999756
PFKFB2,PFKFB2,0.99999756
RABIF,RABIF,0.99999756
CCAR1,CCAR1,0.9999975
NUTF2,NUTF2,0.9999975
MIP,MIP,0.9999974
OPRD1,OPRD1,0.9999974
TBPL1,TBPL1,0.9999974
RAB3A,RAB3A,0.9999973
TADA1,TADA1,0.9999973
GPS2,GPS2,0.99999726
PHAX,PHAX,0.99999726
ARPC2,ARPC2,0.99999714
GLYR1,GLYR1,0.99999714
LRRC8A,LRRC8A,0.99999714
TMEM33,TMEM33,0.99999714
CCR4,CCR4,0.99999696
CASP2,CASP2,0.9999969
GFM1,GFM1,0.99999684
IL1RAPL1,IL1RAPL1,0.9999967
IKZF1,IKZF1,0.99999666
NUDT21,NUDT21,0.99999666
USP9X,USP9X,0.9999965
UNK,UNK,0.99999636
CTR9,CTR9,0.9999963
BCLAF1,BCLAF1,0.99999624
MGAT4A,MGAT4A,0.9999962
PPT1,PPT1,0.9999962
TMT1B,TMT1B,0.999996
RNF20,RNF20,0.9999959
EMSY,EMSY,0.9999954
G3BP2,G3BP2,0.9999953
EYA3,EYA3,0.999995
RETREG1,RETREG1,0.999995
FBXW7,FBXW7,0.99999475
TUBA4A,TUBA4A,0.99999475
NCOA1,NCOA1,0.9999945
ZCCHC17,ZCCHC17,0.99999434
PHC2,PHC2,0.9999942
APC,APC,0.99999416
ROBO2,ROBO2,0.99999404
HRH3,HRH3,0.99999386
SESTD1,SESTD1,0.99999374
PRDM10,PRDM10,0.9999936
STAU1,STAU1,0.9999935
DDX46,DDX46,0.99999344
NXPH1,NXPH1,0.99999344
EDRF1,EDRF1,0.9999933
NAF1,NAF1,0.99999315
HEATR5B,HEATR5B,0.9999931
CELF6,CELF6,0.9999929
ARNTL,BMAL1,0.9999928
CNOT9,CNOT9,0.99999255
PLXNA4,PLXNA4,0.99999255
SEZ6L2,SEZ6L2,0.99999243
CBL,CBL,0.9999922
CNTNAP1,CNTNAP1,0.9999921
ZDHHC15,ZDHHC15,0.9999921
FRYL,FRYL,0.9999918
SNX12,SNX12,0.9999918
PSME3,PSME3,0.9999916
RAB18,RAB18,0.9999916
KIF3A,KIF3A,0.9999915
ADGRB3,ADGRB3,0.9999914
KANSL3,KANSL3,0.9999914
SRGAP3,SRGAP3,0.99999136
TPD52L2,TPD52L2,0.99999136
PRDM5,PRDM5,0.9999913
LGI2,LGI2,0.9999912
KBTBD3,KBTBD3,0.9999911
KLHL1,KLHL1,0.9999911
CDK16,CDK16,0.9999908
FBXO3,FBXO3,0.9999905
CNNM4,CNNM4,0.99999046
PDS5A,PDS5A,0.99999046
CCDC88C,CCDC88C,0.9999904
PCDH10,PCDH10,0.99999017
MOB1B,MOB1B,0.99999
SV2C,SV2C,0.99998987
MAN1C1,MAN1C1,0.99998975
TMEM117,TMEM117,0.9999897
IRF1,IRF1,0.9999896
SLC7A8,SLC7A8,0.9999896
GALNT18,GALNT18,0.99998957
KCNAB1,KCNAB1,0.9999895
TRPC3,TRPC3,0.99998945
GABRP,GABRP,0.9999894
GALNT13,GALNT13,0.9999892
EBAG9,EBAG9,0.999989
ZNF609,ZNF609,0.9999889
KDM3B,KDM3B,0.99998885
CCND3,CCND3,0.9999888
CAND1,CAND1,0.99998844
CCDC88A,CCDC88A,0.99998844
ANKS1B,ANKS1B,0.9999883
HCFC1,HCFC1,0.9999883
PPFIA3,PPFIA3,0.9999883
STAG2,STAG2,0.99998826
LRRC17,LRRC17,0.999988
COL5A2,COL5A2,0.99998796
RHOT1,RHOT1,0.99998784
NUFIP2,NUFIP2,0.9999874
ARID4B,ARID4B,0.99998736
NUP93,NUP93,0.99998736
TNIK,TNIK,0.99998736
HADHA,HADHA,0.9999872
ARHGAP35,ARHGAP35,0.9999869
THRAP3,THRAP3,0.99998677
EIF3L,EIF3L,0.99998665
EFTUD2,EFTUD2,0.99998647
BRWD3,BRWD3,0.9999864
BTAF1,BTAF1,0.99998635
EMC4,EMC4,0.9999863
KMT2A,KMT2A,0.9999861
LHX9,LHX9,0.99998605
PLIN3,PLIN3,0.9999858
GAD1,GAD1,0.99998575
REPS1,REPS1,0.99998564
BCL2L11,BCL2L11,0.9999855
PPWD1,PPWD1,0.99998546
TRMT11,TRMT11,0.99998546
CBLN2,CBLN2,0.99998534
CHD4,CHD4,0.9999853
FAM53C,FAM53C,0.99998516
CHPF,CHPF,0.999985
THAP12,THAP12,0.999985
DNMT3A,DNMT3A,0.9999843
PPA1,PPA1,0.9999842
AGPAT1,AGPAT1,0.999984
ADNP,ADNP,0.99998397
EPHA4,EPHA4,0.99998397
NLGN1,NLGN1,0.9999839
TSFM,TSFM,0.99998385
CDC37L1,CDC37L1,0.9999838
RAD50,RAD50,0.99998367
EEIG2,EEIG2,0.9999836
EXTL3,EXTL3,0.9999835
CCNT2,CCNT2,0.9999834
KIF5B,KIF5B,0.9999833
CERS2,CERS2,0.99998325
MLLT3,MLLT3,0.9999832
ZNF287,ZNF287,0.9999832
CASK,CASK,0.99998313
ZMPSTE24,ZMPSTE24,0.99998313
ITPK1,ITPK1,0.999983
TBX3,TBX3,0.9999827
PLPPR4,PLPPR4,0.9999826
KBTBD8,KBTBD8,0.9999824
NEK9,NEK9,0.9999824
RBBP5,RBBP5,0.99998236
ABTB3,ABTB3,0.9999822
SV2A,SV2A,0.9999821
KDR,KDR,0.99998206
NCDN,NCDN,0.9999819
PALS1,PALS1,0.9999819
ATP2C1,ATP2C1,0.99998164
NSD2,NSD2,0.99998164
LMNA,LMNA,0.9999814
GRIK2,GRIK2,0.99998134
ANK2,ANK2,0.99998116
MECP2,MECP2,0.99998087
PHF12,PHF12,0.99998087
MIOS,MIOS,0.9999807
ZMAT4,ZMAT4,0.9999807
RALGPS1,RALGPS1,0.99998033
UNC5C,UNC5C,0.9999799
GUCY1A1,GUCY1A1,0.9999798
PHF20,PHF20,0.9999798
PRKCD,PRKCD,0.9999798
SLC38A11,SLC38A11,0.99997973
PLOD2,PLOD2,0.9999797
POMT1,POMT1,0.9999797
RPS5,RPS5,0.9999796
NRXN3,NRXN3,0.99997956
DDX23,DDX23,0.9999793
KCNH5,KCNH5,0.99997926
SMC4,SMC4,0.99997914
PIK3R5,PIK3R5,0.99997896
DCLK1,DCLK1,0.9999789
GPC6,GPC6,0.9999789
HIVEP2,HIVEP2,0.9999788
KCTD8,KCTD8,0.999978
ELFN2,ELFN2,0.99997795
ATP1A2,ATP1A2,0.9999778
POU4F2,POU4F2,0.9999777
SEH1L,SEH1L,0.9999777
SYN1,SYN1,0.9999775
GYS1,GYS1,0.9999774
POMT2,POMT2,0.9999774
ZRANB1,ZRANB1,0.9999774
ZCRB1,ZCRB1,0.99997735
EPHB1,EPHB1,0.9999773
SAP130,SAP130,0.999977
DENND4A,DENND4A,0.99997693
DMAP1,DMAP1,0.99997693
EIF4G2,EIF4G2,0.99997693
CDH20,CDH20,0.9999768
FBXO47,FBXO47,0.9999768
GAB3,GAB3,0.9999767
GPR37L1,GPR37L1,0.9999767
GABRA5,GABRA5,0.99997663
TRAM2,TRAM2,0.9999764
MMD,MMD,0.99997616
NSMCE1,NSMCE1,0.99997616
POU2F1,POU2F1,0.9999761
FBXO44,FBXO44,0.999976
C6H6orf136,C6orf136,0.99997556
CRLF3,CRLF3,0.9999754
KLF4,KLF4,0.9999754
HCN1,HCN1,0.9999752
AP1M1,AP1M1,0.99997485
BCL11A,BCL11A,0.99997485
COL2A1,COL2A1,0.9999748
NRDC,NRDC,0.9999747
RNF40,RNF40,0.9999747
ERC2,ERC2,0.99997467
THNSL2,THNSL2,0.99997425
ANAPC5,ANAPC5,0.9999742
JADE2,JADE2,0.9999742
ANO5,ANO5,0.9999739
NRCAM,NRCAM,0.9999739
SLC1A5,SLC1A5,0.9999739
DET1,DET1,0.99997383
ATF2,ATF2,0.9999738
NDUFA5,NDUFA5,0.9999738
TOP3B,TOP3B,0.9999738
PRKD2,PRKD2,0.9999737
ERCC4,ERCC4,0.9999736
ATP2A2,ATP2A2,0.99997354
PPAT,PPAT,0.99997354
MAP3K14,MAP3K14,0.9999734
TPH2,TPH2,0.99997336
VCPIP1,VCPIP1,0.9999732
EIF4A2,EIF4A2,0.9999731
SCUBE3,SCUBE3,0.9999731
TAB2,TAB2,0.9999731
LRFN5,LRFN5,0.9999729
IGF2BP1,IGF2BP1,0.9999728
ENTPD3,ENTPD3,0.99997276
TMEM184C,TMEM184C,0.99997276
ANKRD12,ANKRD12,0.9999726
SORT1,SORT1,0.9999726
MED12L,MED12L,0.99997246
NPSR1,NPSR1,0.9999723
TMEM151A,TMEM151A,0.9999723
DLL1,DLL1,0.99997216
ZBTB5,ZBTB5,0.9999721
SUPV3L1,SUPV3L1,0.999972
