mice gene name,pig gene name,correlation
Smarca5,SMARCA5,0.99713874
Ncbp1,NCBP1,0.9971386
Sptlc2,SPTLC2,0.9971378
Jak3,JAK3,0.99713546
Htr2a,HTR2A,0.9971236
Cmtm4,CMTM4,0.99712276
Trim13,TRIM13,0.9971224
Cip2a,CIP2A,0.9971207
Nfia,NFIA,0.99711627
Bcl11b,BCL11B,0.9971145
Foxo1,FOXO1,0.9971139
Oprd1,OPRD1,0.99710923
Nfkb2,NFKB2,0.99710894
Sall2,SALL2,0.9971065
Cacng4,CACNG4,0.99710166
Nkx2-5,NKX2-5,0.99710023
Klhl28,KLHL28,0.9970986
Lama4,LAMA4,0.9970947
Gabrb2,GABRB2,0.9970931
Epha8,EPHA8,0.9970903
Setbp1,SETBP1,0.9970894
Myh4,MYH4,0.997079
Tuba3a,TUBA1A,0.9970735
Frs2,FRS2,0.9970681
Kcnc4,KCNC4,0.9970655
Grxcr1,GRXCR1,0.99706477
Esrp1,ESRP1,0.99706227
Lrrc10b,LRRC10B,0.99706155
Padi2,PADI2,0.99704826
Atxn7l3b,ATXN7L3B,0.99704814
Fcf1,FCF1,0.9970411
Galnt18,GALNT18,0.99703014
Syce3,SYCE3,0.99702626
BC005624,C9orf78,0.9970262
Adcy8,ADCY8,0.9970115
Mn1,MN1,0.99701065
C1ql2,C1QL2,0.99700654
Pim3,PIM3,0.99700177
Rpp25l,RPP25L,0.9969972
Arhgap45,ARHGAP45,0.9969971
Atrn,ATRN,0.9969955
Twist1,TWIST1,0.99699485
Map3k15,MAP3K15,0.99699396
Hephl1,HEPHL1,0.9969928
Itch,ITCH,0.9969911
Adam23,ADAM23,0.99697584
Drd2,DRD2,0.9969712
Zfpm2,ZFPM2,0.99696946
Adcy3,ADCY3,0.9969624
En1,EN1,0.99696016
Sap30bp,SAP30BP,0.99695635
Ust,UST,0.99695635
Rhov,RHOV,0.9969491
Ipo5,IPO5,0.9969468
Dennd4c,DENND4C,0.9969331
Trim63,TRIM63,0.9969323
Slc18a2,SLC18A2,0.99692583
Cldn19,CLDN19,0.9969257
Slc4a10,SLC4A10,0.9969216
Dpysl2,DPYSL2,0.99692065
Xkr7,XKR7,0.9969187
Ncald,NCALD,0.99690974
Gins1,GINS1,0.99690926
Adra2a,ADRA2A,0.99690735
Psmb2,PSMB2,0.99690735
Pygl,PYGL,0.9969069
Atrnl1,ATRNL1,0.9968995
Acvr1b,ACVR1B,0.99689895
Nxt1,NXT1,0.9968959
Acvr2b,ACVR2B,0.99689466
Polr3e,POLR3E,0.99689394
Rad54l,RAD54L,0.9968931
Vsx2,VSX2,0.9968892
Klhl1,KLHL1,0.9968875
Akirin2,AKIRIN2,0.9968864
Plcxd2,PLCXD2,0.9968846
Glra1,GLRA1,0.9968821
Nrp2,NRP2,0.9968623
Mgat3,MGAT3,0.99686205
Xylt1,XYLT1,0.9968612
E2f8,E2F8,0.9968593
Plxdc2,PLXDC2,0.99685425
Kcnk1,KCNK1,0.9968503
Adra2c,ADRA2C,0.9968467
Pde1a,PDE1A,0.99684536
Insrr,INSRR,0.9968424
Klhl23,KLHL23,0.99683636
Hdac9,HDAC9,0.9968299
Rtp1,RTP1,0.9968278
Elfn2,ELFN2,0.99682707
Plppr5,PLPPR5,0.99682575
Madd,MADD,0.99682236
Gpr34,GPR34,0.9968161
Med13,MED13,0.99681413
Ryr1,RYR1,0.99681413
Nol10,NOL10,0.99680537
Ankrd34c,ANKRD34C,0.99680316
Gpr87,GPR87,0.9968008
Cox17,COX17,0.9967993
Slc6a11,SLC6A11,0.9967865
Mpp2,MPP2,0.99678344
Dcx,DCX,0.99677813
Lrrc58,LRRC58,0.99677736
Sf3b3,SF3B3,0.9967724
Smarca4,SMARCA4,0.9967648
Pex5l,PEX5L,0.99676377
Sgcb,SGCB,0.9967609
Stat4,STAT4,0.99675995
Mex3a,MEX3A,0.9967589
P2rx3,P2RX3,0.9967589
Zfp592,ZNF592,0.9967586
Armh3,ARMH3,0.9967557
Efhd2,EFHD2,0.9967482
Cpeb1,CPEB1,0.9967477
Inpp4a,INPP4A,0.9967382
Stk24,STK24,0.99673814
Fzd3,FZD3,0.9967374
5031439G07Rik,KIAA0930,0.9967338
Trhde,TRHDE,0.99673325
Klhl12,KLHL12,0.9967329
Ablim1,ABLIM1,0.9967287
Crybb2,CRYBB2,0.99672496
Clint1,CLINT1,0.99672073
Sv2c,SV2C,0.9967198
Klc3,KLC3,0.9967172
Kcnf1,KCNF1,0.99671483
Pan2,PAN2,0.99671406
Dock5,DOCK5,0.99671304
B3galt2,B3GALT2,0.9967104
Hectd3,HECTD3,0.99670696
Med19,MED19,0.9966998
Ism1,ISM1,0.9966973
Adgra3,ADGRA3,0.99668676
Mtcp1,MTCP1,0.99666864
Prph2,PRPH2,0.9966634
Armcx3,ARMCX3,0.99666125
Ppp1r27,PPP1R27,0.99665755
Rhbdf2,RHBDF2,0.99665385
Fam171b,FAM171B,0.99665195
Zdhhc14,ZDHHC14,0.99665034
Spin4,SPIN4,0.9966493
Ss18l1,SS18L1,0.9966436
Dlgap1,DLGAP1,0.9966385
Rag1,RAG1,0.99663514
Khdc4,KHDC4,0.9966246
Depdc1b,DEPDC1B,0.99662405
Nav3,NAV3,0.9966191
P3h2,P3H2,0.9966174
Card10,CARD10,0.99661416
Ski,SKI,0.9966047
Gpr63,GPR63,0.9965995
Rundc3b,RUNDC3B,0.9965983
Cryba1,CRYBA1,0.9965956
Shtn1,SHTN1,0.99659497
Sipa1l2,SIPA1L2,0.99659485
Tuba8,TUBA8,0.99659306
Slc4a5,SLC4A5,0.99658203
Nkx2-4,NKX2-4,0.9965818
Zbed6,ZBED6,0.99657583
Tmprss7,TMPRSS7,0.9965715
Ccdc85c,CCDC85C,0.9965588
Zfp385a,ZNF385A,0.99655527
Rngtt,RNGTT,0.99655133
Fam91a1,FAM91A1,0.9965492
Ror1,ROR1,0.99653864
Cnnm4,CNNM4,0.99653786
Mrgbp,MRGBP,0.99653476
Slc25a5,SLC25A5,0.99653345
Cadm4,CADM4,0.9965329
Fig4,FIG4,0.9965283
Edil3,EDIL3,0.9965277
Chic1,CHIC1,0.9965272
Vps35,VPS35,0.9965271
Gtf2e1,GTF2E1,0.99652636
Ebf4,EBF4,0.9965179
Clstn2,CLSTN2,0.99651307
Trnp1,TRNP1,0.99651223
Tppp3,TPPP3,0.9965115
Prep,PREP,0.9965088
Adamtsl2,ADAMTSL2,0.9965016
Dock8,DOCK8,0.9965016
Gramd1b,GRAMD1B,0.9964982
Nhlh2,NHLH2,0.99649787
E2f3,E2F3,0.99649745
Fen1,FEN1,0.9964969
Sema5b,SEMA5B,0.99648964
Fbxo40,FBXO40,0.99648446
Samm50,SAMM50,0.996483
Spock2,SPOCK2,0.99648285
Hs6st2,HS6ST2,0.9964736
Egr1,EGR1,0.99647224
Dhx8,DHX8,0.99646133
Wnt3a,WNT3A,0.9964594
Tmem185b,TMEM185B,0.99645936
Itgb4,ITGB4,0.99645764
Pcsk2,PCSK2,0.99645245
Flrt3,FLRT3,0.99644256
Vipas39,VIPAS39,0.99644226
Tbx18,TBX18,0.99643034
Paqr9,PAQR9,0.9964248
Syde1,SYDE1,0.9964173
Pou2f2,POU2F2,0.9964111
E2f4,E2F4,0.9964096
Itfg1,ITFG1,0.99640906
Chsy3,CHSY3,0.99640834
Ythdc1,YTHDC1,0.9964049
Hmx2,HMX2,0.99640393
Rbm15,RBM15,0.99640346
Nrgn,NRGN,0.99640214
Col9a3,COL9A3,0.9964004
Sp3,SP3,0.99639237
Gpr139,GPR139,0.9963903
1110032F04Rik,C3orf80,0.9963882
Sox3,SOX3,0.99638385
Cyp26a1,CYP26A1,0.9963769
1500009C09Rik,SMIM45,0.9963716
Trim24,TRIM24,0.99636894
Htr1f,HTR1F,0.9963666
Ppm1e,PPM1E,0.9963596
Tnpo1,TNPO1,0.9963579
Aig1,AIG1,0.99635786
Stat3,STAT3,0.99635583
Lyn,LYN,0.99635357
Ajuba,AJUBA,0.99635327
Phactr1,PHACTR1,0.9963505
Rpl7a,RPL7A,0.99634826
Arfgef3,ARFGEF3,0.99634796
Ints12,INTS12,0.996346
Kbtbd3,KBTBD3,0.99634326
Larp6,LARP6,0.9963396
Hipk1,HIPK1,0.9963366
Ide,IDE,0.9963361
Sox13,SOX13,0.9963356
Stt3b,STT3B,0.9963339
Spag6l,SPAG6,0.996332
Zzef1,ZZEF1,0.99633026
Mex3b,MEX3B,0.99633014
Spsb4,SPSB4,0.9963293
Kcnb1,KCNB1,0.99632835
Tcf21,TCF21,0.9963283
Hs6st3,HS6ST3,0.9963268
Sox9,SOX9,0.9963219
Gabpa,GABPA,0.9963179
Hcn2,HCN2,0.99631566
Nim1k,NIM1K,0.9963081
Abcd2,ABCD2,0.99630755
Kantr,KANTR,0.9963073
Pds5b,PDS5B,0.99630404
Aldh1a2,ALDH1A2,0.99630123
Nrp1,NRP1,0.99629897
Gcn1,GCN1,0.9962965
Cops2,COPS2,0.99629563
Hoxa1,HOXA1,0.99629414
Nsfl1c,NSFL1C,0.9962935
Slc35e3,SLC35E3,0.99629265
H2bc1,H2BC1,0.99629235
Arsj,ARSJ,0.9962917
Zbtb6,ZBTB6,0.99628955
Fibin,FIBIN,0.99628717
Znhit2,ZNHIT2,0.99628633
Afg3l2,AFG3L2,0.99628407
AK157302,ISCA1,0.99628
Dctn2,DCTN2,0.99626416
Lratd2,LRATD2,0.9962568
Grk6,GRK6,0.99625456
Spry4,SPRY4,0.99625057
Xkr4,XKR4,0.9962478
Syt10,SYT10,0.99624467
Rps28,RPS28,0.99623924
Txnip,TXNIP,0.99623865
Mcm3,MCM3,0.9962362
Smco4,SMCO4,0.99623203
Tox,TOX,0.99623144
Actn3,ACTN3,0.99622834
Rhobtb2,RHOBTB2,0.99622566
Fezf1,FEZF1,0.9962222
Frmpd3,FRMPD3,0.9962222
Stc1,STC1,0.9962207
Arid5b,ARID5B,0.99621916
Fgf7,FGF7,0.99621534
Zswim6,ZSWIM6,0.996213
Hnrnpl,HNRNPL,0.99620986
Gpr174,GPR174,0.99620897
Ncdn,NCDN,0.99620545
Lats1,LATS1,0.9962003
Slc6a14,SLC6A14,0.9961978
Acot7,ACOT7,0.99619466
Nt5c1a,NT5C1A,0.9961931
Gpr75,GPR75,0.99618745
Irx5,IRX5,0.9961848
Pax9,PAX9,0.9961811
Lmbrd2,LMBRD2,0.9961805
Dsel,DSEL,0.9961721
Igsf21,IGSF21,0.99617136
Krt25,KRT25,0.9961707
Glp1r,GLP1R,0.9961676
Ppp1r21,PPP1R21,0.99616647
Zmynd19,ZMYND19,0.9961611
Hoxd13,HOXD13,0.996157
Ddx19a,DDX19A,0.9961494
Foxd3,FOXD3,0.9961458
Pcyt1b,PCYT1B,0.9961414
Gm49336,NUP58,0.9961402
Igf2bp1,IGF2BP1,0.99613583
Capn2,CAPN2,0.9961344
Gm45234,ATN1,0.99613094
Sp5,SP5,0.9961306
Kcnk5,KCNK5,0.99612814
Golga7b,GOLGA7B,0.99612266
Fbxo30,FBXO30,0.9961184
Dlg3,DLG3,0.9961169
Igsf3,IGSF3,0.9961166
Masp1,MASP1,0.99611294
Scube1,SCUBE1,0.9961088
Hdgfl2,HDGFL2,0.9961019
Lrrc75a,LRRC75A,0.9961014
Zbtb34,ZBTB34,0.99609864
Fam199x,FAM199X,0.9960964
Pappa,PAPPA,0.99609137
Lmnb1,LMNB1,0.9960913
Isl1,ISL1,0.99608195
Fam78b,FAM78B,0.9960757
Pcsk5,PCSK5,0.9960743
Srpx2,SRPX2,0.9960667
Anxa6,ANXA6,0.99606115
Ap1b1,AP1B1,0.9960591
Astn2,ASTN2,0.9960582
Slitrk6,SLITRK6,0.9960558
Hoxa2,HOXA2,0.9960554
Smu1,SMU1,0.99605393
Actbl2,ACTBL2,0.99604964
Jak2,JAK2,0.99604833
Fzr1,FZR1,0.99604493
Psmd12,PSMD12,0.99604046
Mak16,MAK16,0.9960372
Hoxd4,HOXD4,0.9960357
Cul4b,CUL4B,0.9960354
Snn,SNN,0.99602795
Neurod4,NEUROD4,0.99602574
Baz2a,BAZ2A,0.9960233
Clrn2,CLRN2,0.99602246
Srm,SRM,0.99602026
A730046J19Rik,SERTM2,0.99601495
Eml4,EML4,0.99601114
Foxf1,FOXF1,0.9960084
Snrpn,SNRPN,0.9960077
Pln,PLN,0.9959989
Copg2,COPG2,0.99599546
Dusp27,STYXL2,0.99598813
Matn1,MATN1,0.99598485
Uhmk1,UHMK1,0.99597853
Trir,TRIR,0.99597335
Dmbx1,DMBX1,0.99597025
Psmc4,PSMC4,0.9959631
Caskin1,CASKIN1,0.995963
Foxj1,FOXJ1,0.99596184
Ckb,CKB,0.9959562
Socs3,SOCS3,0.99595594
Pak5,PAK5,0.9959556
Rhpn2,RHPN2,0.9959551
Kcnc1,KCNC1,0.99595356
Epas1,EPAS1,0.99594706
Pdcd4,PDCD4,0.995946
Cemip,CEMIP,0.9959422
Kdelr2,KDELR1,0.99593985
Tmem163,TMEM163,0.9959378
Klhl13,KLHL13,0.9959345
Fam83h,FAM83H,0.9959246
Tfap2e,TFAP2E,0.995923
Osbpl11,OSBPL11,0.99591833
Gldc,GLDC,0.9959114
Bod1l,BOD1L1,0.99590945
Ammecr1l,AMMECR1L,0.995908
Klhl41,KLHL41,0.9959032
Mapk3,MAPK3,0.9959026
Jrkl,JRKL,0.99589944
Grin2c,GRIN2C,0.99589866
Phlda3,PHLDA3,0.99589115
Ctdspl,CTDSPL,0.9958874
Rtraf,RTRAF,0.9958814
Pnpt1,PNPT1,0.9958812
Prim2,PRIM2,0.9958745
Zmiz2,ZMIZ2,0.9958694
Krt71,KRT71,0.99586713
Ina,INA,0.99585986
Btg2,BTG2,0.99585843
Exoc6,EXOC6,0.9958575
Hipk3,HIPK3,0.9958549
Tshz3,TSHZ3,0.9958521
Unc13c,UNC13C,0.9958486
Hoxc12,HOXC12,0.9958391
mt-Cytb,CYTB,0.9958358
Glyr1,GLYR1,0.9958332
Lrp3,LRP3,0.9958308
Ddit4,DDIT4,0.9958291
Reps2,REPS2,0.99582446
Tmem50a,TMEM50A,0.99582434
Zfp768,ZNF768,0.99582255
Mapkbp1,MAPKBP1,0.9958198
Usp27x,USP27X,0.9958187
Nat8l,NAT8L,0.9958045
S1pr1,S1PR1,0.99580085
Sugp1,SUGP1,0.9958008
Sfrp1,SFRP1,0.99578667
Prr16,PRR16,0.99578345
Rundc1,RUNDC1,0.99578154
Swap70,SWAP70,0.9957813
S1pr3,S1PR3,0.9957746
Rapgef4,RAPGEF4,0.99577
Slc35d3,SLC35D3,0.99576724
Ptpre,PTPRE,0.9957661
Prim1,PRIM1,0.9957633
Brip1,BRIP1,0.9957609
Rps9,RPS9,0.99575824
Olfr414,OR6P1,0.99575484
Inhba,INHBA,0.99575305
Tm9sf4,TM9SF4,0.9957528
Disp3,DISP3,0.9957466
Capza3,CAPZA3,0.9957441
Sec61a1,SEC61A1,0.99574345
Epha2,EPHA2,0.9957411
Acadl,ACADL,0.9957403
Kcna10,KCNA10,0.99573475
Acap1,ACAP1,0.9957318
Mcts1,MCTS1,0.9957302
Gjb2,GJB2,0.9957262
St6galnac5,ST6GALNAC5,0.9957169
Ckap5,CKAP5,0.99571615
Pcna,PCNA,0.99571407
Fam43a,FAM43A,0.9957102
Sufu,SUFU,0.99570864
Amigo2,AMIGO2,0.9957022
Myf6,MYF6,0.9956983
Unc5b,UNC5B,0.995695
Fam120a,FAM120A,0.9956931
Agtr1b,AGTR1,0.9956928
Cdkn1b,CDKN1B,0.9956906
Clstn1,CLSTN1,0.9956879
Grik2,GRIK2,0.9956867
Ptgfrn,PTGFRN,0.9956847
Gpr162,GPR162,0.99567825
Rnpc3,RNPC3,0.9956732
Pde12,PDE12,0.99567276
Foxo4,FOXO4,0.99566174
Trim67,TRIM67,0.99565834
Trabd2b,TRABD2B,0.9956549
Snx12,SNX12,0.9956511
Brd7,BRD7,0.99565065
Slc16a12,SLC16A12,0.9956438
E2f5,E2F5,0.9956432
Nova2,NOVA2,0.99564
Cbln4,CBLN4,0.9956339
Prrc2a,PRRC2A,0.9956328
Wnt8b,WNT8B,0.9956302
Grin2a,GRIN2A,0.99562526
Eif4e2,EIF4E2,0.9956202
Nkx6-3,NKX6-3,0.9956136
Pno1,PNO1,0.9956119
Med4,MED4,0.99560064
Kifap3,KIFAP3,0.9956004
Braf,BRAF,0.995591
Guca1a,GUCA1A,0.99558634
Myf5,MYF5,0.9955835
Picalm,PICALM,0.99557924
Itga6,ITGA6,0.99557775
Atp11c,ATP11C,0.995576
Kank1,KANK1,0.9955753
Ltb4r2,LTB4R2,0.9955719
Prpf19,PRPF19,0.9955535
Taf7,TAF7,0.9955518
Zbtb1,ZBTB1,0.99554646
Prkd2,PRKD2,0.9955451
Smad1,SMAD1,0.9955394
Rps15a,RPS15A,0.9955346
Cdadc1,CDADC1,0.9955345
Dnah6,DNAH6,0.9955294
Ldb2,LDB2,0.99552286
Pabpc5,PABPC5,0.99552286
Nop10,NOP10,0.995521
Map1a,MAP1A,0.99552
Sap30,SAP30,0.99551684
Carhsp1,CARHSP1,0.9955168
Tnnt3,TNNT3,0.99551576
Slc9a9,SLC9A9,0.9955127
Cbx4,CBX4,0.9955064
Bpnt2,BPNT2,0.99550223
Grid2ip,GRID2IP,0.99550015
Kdm5b,KDM5B,0.99549985
Vwa8,VWA8,0.995491
Dvl1,DVL1,0.9954872
Mphosph10,MPHOSPH10,0.99548435
Ap1s2,AP1S2,0.99548405
Ccdc177,CCDC177,0.99548286
F2rl1,F2RL1,0.9954806
Slc7a14,SLC7A14,0.9954778
Dvl2,DVL2,0.9954763
Magi3,MAGI3,0.9954725
Lingo4,LINGO4,0.9954719
Trim29,TRIM29,0.9954629
Nbl1,NBL1,0.9954616
Ddx52,DDX52,0.9954534
Nr1h4,NR1H4,0.99545205
Trim47,TRIM47,0.9954482
Tbc1d32,TBC1D32,0.9954444
Tmcc2,TMCC2,0.99544096
Pmch,PMCH,0.9954405
Shfl,SHFL,0.99543643
Slc5a8,SLC5A8,0.9954353
Tmc7,TMC7,0.9954304
Shkbp1,SHKBP1,0.99542296
Slc24a4,SLC24A4,0.99542266
Col9a1,COL9A1,0.9954215
Smad9,SMAD9,0.9954196
Ctnna3,CTNNA3,0.9954168
Fmr1,FMR1,0.99541324
Slc16a2,SLC16A2,0.9954099
Pdzrn4,PDZRN4,0.99540895
Ror2,ROR2,0.99540895
Gucy1a2,GUCY1A2,0.9954082
Vgll3,VGLL3,0.99540806
Klhl31,KLHL31,0.99540734
Tmem215,TMEM215,0.99540627
Nup133,NUP133,0.9953965
Nmt2,NMT2,0.9953786
Suds3,SUDS3,0.99537337
Macir,MACIR,0.995372
Sema3g,SEMA3G,0.9953709
Fam163b,FAM163B,0.9953673
Kcnj6,KCNJ6,0.995365
Exoc8,EXOC8,0.99536246
Dpp10,DPP10,0.9953507
Mcm10,MCM10,0.9953507
Stk10,STK10,0.9953453
Gucy2e,GUCY2D,0.995343
Rlim,RLIM,0.9953341
Coq10b,COQ10B,0.9953314
Myh2,MYH8,0.99532604
Ttc17,TTC17,0.9953223
Atp10b,ATP10B,0.9953204
Krt75,KRT75,0.9953197
Dclk2,DCLK2,0.99531853
Btaf1,BTAF1,0.9953172
Sestd1,SESTD1,0.995315
Krt5,KRT5,0.99531424
Klc1,KLC1,0.9953131
Nbas,NBAS,0.9953055
Adrb1,ADRB1,0.9953035
Bnc1,BNC1,0.9953027
Dnajb1,DNAJB1,0.99529946
Dmwd,DMWD,0.9952991
Adamts2,ADAMTS2,0.9952988
Tbx21,TBX21,0.9952952
Ring1,RING1,0.99529076
Nfya,NFYA,0.99527407
Fam222b,FAM222B,0.9952719
Dcc,DCC,0.9952685
Arid1b,ARID1B,0.99526733
Zbtb33,ZBTB33,0.99526
Rplp2,RPLP2,0.99525815
Fzd2,FZD2,0.99525636
Slc17a2,SLC17A2,0.99525553
Foxc2,FOXC2,0.9952538
Eml1,EML1,0.9952467
Rdx,RDX,0.99524075
Gxylt2,GXYLT2,0.9952373
Gclc,GCLC,0.9952371
Olfr791,OR6C2,0.9952288
Usp47,USP47,0.995228
Socs1,SOCS1,0.9952278
Trim50,TRIM50,0.995224
Pcbp3,PCBP3,0.995223
Mapk12,MAPK12,0.99521965
Fgfr2,FGFR2,0.9952148
Vasp,VASP,0.99520606
Lsm11,LSM11,0.99520594
Erbin,ERBIN,0.995205
Gtf3c3,GTF3C3,0.99519706
Uchl1,UCHL1,0.995191
Hkdc1,HKDC1,0.99518555
Cables2,CABLES2,0.9951803
Ints5,INTS5,0.99517876
Opn5,OPN5,0.99517226
Zc3h12a,ZC3H12A,0.9951681
Smoc1,SMOC1,0.9951673
Paqr5,PAQR5,0.9951665
Pou2f3,POU2F3,0.9951628
Atp1a2,ATP1A2,0.9951589
Myo1a,MYO1A,0.995156
Mga,MGA,0.9951559
Nfil3,NFIL3,0.9951527
Anapc13,ANAPC13,0.99514836
Ywhaq,YWHAQ,0.995146
Insyn1,INSYN1,0.9951434
Foxc1,FOXC1,0.9951423
Meis1,MEIS1,0.99514145
Irf2bp2,IRF2BP2,0.995137
Coch,COCH,0.9951306
Sp2,SP2,0.9951273
Olfr984,OR4D5,0.9951238
Pdk3,PDK3,0.99512154
Ctnnbl1,CTNNBL1,0.9951193
Grm4,GRM4,0.99511725
Tpm2,TPM2,0.9951171
Ass1,ASS1,0.9951107
Hpca,HPCA,0.99510455
Btbd11,ABTB3,0.9951025
Tnik,TNIK,0.9950969
Fshr,FSHR,0.99509174
Zswim4,ZSWIM4,0.99508506
Zfp91,ZFP91,0.9950785
Thoc5,THOC5,0.9950741
Pard6b,PARD6B,0.99507254
Myo9a,MYO9A,0.9950712
Ptpru,PTPRU,0.9950705
Hr,HR,0.9950616
Fbxl7,FBXL7,0.99505293
Fbxo47,FBXO47,0.995052
Topors,TOPORS,0.9950497
Psmd14,PSMD14,0.9950456
Slc6a2,SLC6A2,0.99504346
Trim28,TRIM28,0.99504036
Npc1,NPC1,0.99503523
Shisa4,SHISA4,0.99503016
Alkbh5,ALKBH5,0.9950285
Ddost,DDOST,0.99502796
Ano8,ANO8,0.9950255
Cntnap1,CNTNAP1,0.99502444
Padi3,PADI3,0.99502194
Mon1a,MON1A,0.99501866
Fbxo39,FBXO39,0.9950174
Atp5g3,ATP5MC3,0.9950131
Cdr2l,CDR2L,0.9950064
Magee2,MAGEE2,0.9950041
Plcxd3,PLCXD3,0.995004
Gfm1,GFM1,0.9950006
Thsd7b,THSD7B,0.9949966
Ccdc105,TEKTL1,0.99499583
Hypk,HYPK,0.9949952
Pcdh8,PCDH8,0.99499446
Lpl,LPL,0.99498594
Btbd7,BTBD7,0.99498504
Msantd4,MSANTD4,0.9949791
Hs3st4,HS3ST4,0.99495256
Fzd8,FZD8,0.99494874
Tspan33,TSPAN33,0.9949477
Ficd,FICD,0.9949468
Flii,FLII,0.994931
Slc4a7,SLC4A7,0.9949248
Mvb12b,MVB12B,0.99492157
Plppr1,PLPPR1,0.99492043
Csnk1a1,CSNK1A1,0.9949178
Marchf4,MARCHF4,0.99491125
Slit1,SLIT1,0.9949112
Kin,KIN,0.99490845
Mbnl2,MBNL2,0.9949081
Gab1,GAB1,0.99490595
Ormdl2,ORMDL2,0.99490213
Csrnp2,CSRNP2,0.9949011
Dchs2,DCHS2,0.99488944
Kat2a,KAT2A,0.9948878
Pip4p2,PIP4P2,0.99488765
Adra1d,ADRA1D,0.9948799
Nptxr,NPTXR,0.99487776
Mad2l1,MAD2L1,0.9948721
Rnf40,RNF40,0.99486667
Ipp,IPP,0.9948647
Ltv1,LTV1,0.9948629
Igsf9b,IGSF9B,0.9948584
Tmem132d,TMEM132D,0.99485606
Ppp1r13b,PPP1R13B,0.99485475
Lin7c,LIN7C,0.99484926
Orai1,ORAI1,0.99484926
Thbs4,THBS4,0.9948487
Kcnma1,KCNMA1,0.9948436
Med20,MED20,0.9948358
Foxn1,FOXN1,0.99483144
Ntrk1,NTRK1,0.99482757
Adnp,ADNP,0.9948273
Gabra6,GABRA6,0.994824
Ro60,RO60,0.9948174
Mmp13,MMP13,0.9948125
Mtfr1l,MTFR1L,0.9948062
Cspg5,CSPG5,0.99480593
Rps27rt,RPS27L,0.994803
Fam83b,FAM83B,0.9947997
Pole4,POLE4,0.9947977
Tanc1,TANC1,0.9947907
Nyap2,NYAP2,0.99478984
Sh3d19,SH3D19,0.99478364
Tspan7,TSPAN7,0.9947836
Fam110a,FAM110A,0.994782
Drd1,DRD1,0.9947795
Pard3b,PARD3B,0.9947775
Utp6,UTP6,0.99477553
C9orf72,C9orf72,0.99477476
Olfr430,OR6N2,0.9947718
Nalcn,NALCN,0.99476814
Dgke,DGKE,0.9947679
Lrrc57,LRRC57,0.99476576
Cysltr1,CYSLTR1,0.99475974
Numbl,NUMBL,0.9947593
Lum,LUM,0.9947569
Plk3,PLK3,0.99475485
Rbms1,RBMS1,0.9947528
Cnih1,CNIH1,0.99474925
Olfr1423,OR4D11,0.99474424
Traf6,TRAF6,0.9947309
Phf6,PHF6,0.99471736
Eif5b,EIF5B,0.9947162
Bmx,BMX,0.9947149
Pum1,PUM1,0.99471164
Mob1b,MOB1A,0.9947044
Dnah1,DNAH1,0.99470264
Cnfn,CNFN,0.99470013
Pgd,PGD,0.9946962
Kcnh3,KCNH3,0.994694
Foxa3,FOXA3,0.9946857
Myod1,MYOD1,0.99468464
Ppp1r3c,PPP1R3C,0.9946789
Faf1,FAF1,0.9946774
Oprk1,OPRK1,0.9946766
Hdac1,HDAC1,0.99467415
Slc9a8,SLC9A8,0.99467415
Hcrtr1,HCRTR1,0.99466354
Cacnb1,CACNB1,0.99466205
Ptprq,PTPRQ,0.9946583
Snx30,SNX30,0.9946543
Musk,MUSK,0.9946542
Ddx54,DDX54,0.9946471
Dbx1,DBX1,0.9946434
Calr,CALR,0.9946422
Tmem158,TMEM158,0.9946406
Ddx19b,DDX19B,0.99463975
Proser1,PROSER1,0.99463505
Gpr171,GPR171,0.9946349
Nfkbil1,NFKBIL1,0.99462533
Stk39,STK39,0.9946239
Pcbp2,PCBP2,0.994622
Sort1,SORT1,0.9946206
Mapk6,MAPK6,0.9946155
Nelfa,NELFA,0.9946089
Tmprss9,TMPRSS9,0.99460757
Septin7,SEPTIN7,0.9946063
Slc25a4,SLC25A4,0.99459815
Bhlhe22,BHLHE22,0.9945972
Ldb1,LDB1,0.99459493
Eif3h,EIF3H,0.99459326
Fam76a,FAM76A,0.9945929
Rasl10a,RASL10A,0.9945858
Cenpb,CENPB,0.994585
Gabrr1,GABRR1,0.99458057
Alas2,ALAS2,0.9945797
Rxrg,RXRG,0.9945778
Rhoh,RHOH,0.994576
Gm49380,RNF26,0.9945746
Uqcr11,UQCR11,0.99457264
Gja4,GJA4,0.99457216
Krt35,KRT35,0.9945717
Fhl5,FHL5,0.9945694
Dnajc5b,DNAJC5B,0.99456763
Eif4a3,EIF4A3,0.99456644
Tdrd6,TDRD6,0.99456173
Galnt4,GALNT4,0.99455875
Flt3,FLT3,0.99454695
Chmp5,CHMP5,0.9945425
Stoml3,STOML3,0.99453974
Ublcp1,UBLCP1,0.99453753
Pcbp1,PCBP1,0.9945328
Rcvrn,RCVRN,0.99452794
Mcm6,MCM6,0.9945274
Clec2l,CLEC2L,0.99451977
Atp13a2,ATP13A2,0.9945189
Pxk,PXK,0.994518
Pald1,PALD1,0.99451756
St3gal1,ST3GAL1,0.99451405
Dnajc10,DNAJC10,0.99451303
Kcna6,KCNA6,0.9945128
Gabra3,GABRA3,0.99450576
Cldn5,CLDN5,0.994504
Mapk8ip3,MAPK8IP3,0.9945007
Gmeb1,GMEB1,0.99450064
