Human gene name,Mouse gene name,correlation
PPP3R1,Ppp3r1,0.99588406
UCHL3,Uchl3,0.99587417
ATP1A2,Atp1a2,0.9958658
DMRTA2,Dmrta2,0.99586165
PMCH,Pmch,0.99585664
NECTIN4,Nectin4,0.9958546
C2CD4C,C2cd4c,0.99582773
PPP1R3B,Ppp1r3b,0.99582756
HCN2,Hcn2,0.99582577
OR4K15,Olfr727,0.9958256
GUCY2D,Gucy2e,0.9958253
NLGN3,Nlgn3,0.9958089
GUCY2F,Gucy2f,0.99580663
MMP24,Mmp24,0.995804
DNAJC3,Dnajc3,0.995795
NAT8L,Nat8l,0.9957894
THOC6,Thoc6,0.9957869
NAIF1,Naif1,0.9957844
SLC6A14,Slc6a14,0.9957786
ASCL1,Ascl1,0.9957785
STYX,Gm14698,0.9957768
TRPM3,Trpm3,0.9957686
TAAR6,Taar6,0.9957612
INA,Ina,0.9957537
URB1,Urb1,0.9957517
HS3ST4,Hs3st4,0.995733
S100A6,S100a6,0.9957247
KLHL1,Klhl1,0.9957227
POF1B,Pof1b,0.99571526
HEPHL1,Hephl1,0.99571353
TPPP,Tppp,0.9957106
LNPEP,Lnpep,0.9957076
TLL2,Tll2,0.9956972
LHFPL5,Lhfpl5,0.995677
IPP,Ipp,0.9956722
ZMAT5,Zmat5,0.9956665
BRPF1,Brpf1,0.99566597
GALNT4,Galnt4,0.99566215
CRY2,Cry2,0.9956602
ILDR2,Ildr2,0.9956591
UNC5B,Unc5b,0.9956518
SUMO2,Sumo2,0.99564195
SMIM32,Gm45623,0.9956388
DLG4,Dlg4,0.99563426
CHMP2B,Chmp2b,0.99563026
GUCY1A2,Gucy1a2,0.9956135
KCNA6,Kcna6,0.99559176
AARS2,Aars2,0.995591
POP7,Pop7,0.9955865
SLC25A42,Slc25a42,0.99557585
MAPK6,Mapk6,0.99557316
UNC5D,Unc5d,0.9955647
SLC7A14,Slc7a14,0.9955559
AHCY,Gm4737,0.99554825
LSM11,Lsm11,0.99554557
C4orf54,1110002E22Rik,0.9955439
DNAJC6,Dnajc6,0.9955346
C1GALT1C1,C1galt1c1,0.99553376
NRGN,Nrgn,0.9955311
PLN,Pln,0.99552053
OSBPL6,Osbpl6,0.9955194
AMIGO2,Amigo2,0.99551165
NMT2,Nmt2,0.99550724
LNX2,Lnx2,0.9955058
ERFL,Erfl,0.99550426
SLC5A8,Slc5a8,0.99550265
ERBB4,Erbb4,0.9955006
BMP10,Bmp10,0.9954891
WNT8B,Wnt8b,0.9954839
PYGL,Pygl,0.99548376
ARID5B,Arid5b,0.9954807
LDLRAP1,Ldlrap1,0.9954682
CTNND1,Ctnnd1,0.9954653
HNRNPC,Hnrnpc,0.9954513
ARHGEF9,Arhgef9,0.9954422
BNC1,Bnc1,0.99543744
APOBEC2,Apobec2,0.99543625
KRT6B,Krt6a,0.9954255
FBXL7,Fbxl7,0.99542046
XKR7,Xkr7,0.99540555
TNNC2,Tnnc2,0.9953967
CLMP,Clmp,0.99539495
RALA,Rala,0.99537605
FOXO4,Foxo4,0.9953656
ATG9B,Atg9b,0.9953494
FST,Fst,0.99533963
OPRD1,Oprd1,0.99532324
FEZF2,Fezf2,0.99531996
FBXO40,Fbxo40,0.99531573
ADAMTS1,Adamts1,0.9953012
MEF2C,Mef2c,0.995297
ZDHHC13,Zdhhc13,0.9952957
GDF5,Gdf5,0.99529445
KCNJ6,Kcnj6,0.9952891
MCM8,Mcm8,0.9952866
FIBIN,Fibin,0.9952844
USP47,Usp47,0.99528337
FOXC2,Foxc2,0.9952736
CDX2,Cdx2,0.9952501
PDZD11,Pdzd11,0.99524575
EIF4A3,Eif4a3l2,0.99524486
ADPRS,Adprs,0.9952366
NDFIP1,Ndfip1,0.9952328
MMP20,Mmp20,0.9952322
TTC30A,Ttc30a1,0.99522495
IGSF21,Igsf21,0.99522364
CCIN,Ccin,0.9952227
TRIM63,Trim63,0.99521434
SMCO4,Smco4,0.99520105
PPP5C,Ppp5c,0.99520016
VWA8,Vwa8,0.9951965
PRR7,Prr7,0.99519634
TMEM65,Tmem65,0.9951763
PGM1,Pgm1,0.9951721
FOXD2,Foxd2,0.9951557
WNT5A,Wnt5a,0.9951551
OR2AP1,Olfr767,0.99515045
CNKSR2,Cnksr2,0.9951503
TBX21,Tbx21,0.9951501
ANAPC13,Anapc13,0.99514836
CSDE1,Csde1,0.9951427
SOX7,Sox7,0.9951423
GLP1R,Glp1r,0.9951341
GRIN2C,Grin2c,0.9951331
CRBN,Crbn,0.9951305
RHBDF1,Rhbdf1,0.99512815
GPR176,Gpr176,0.99511707
MCTS2P,Mcts2,0.9951158
PSMB4,Psmb4,0.9951113
HPCA,Hpca,0.99510455
HNRNPAB,Hnrnpab,0.9950844
CSTF2T,Cstf2t,0.9950836
STUM,Stum,0.9950484
RASL11B,Rasl11b,0.99504435
SPOPL,Spopl,0.99504364
MSMP,Msmp,0.9950402
EDEM2,Edem2,0.9950229
SASH3,Sash3,0.99502224
NPTXR,Nptxr,0.9950205
GPR63,Gpr63,0.9950084
SLC2A12,Slc2a12,0.9950033
KRT75,Krt75,0.9950027
HOXD9,Hoxd9,0.9949756
TOMM34,Tomm34,0.99497527
GMPS,Gmps,0.99497193
DDAH1,Ddah1,0.99497175
GMEB1,Gmeb1,0.9949693
SAP30,Sap30,0.9949663
BAZ1B,Baz1b,0.9949633
TOMT,Tomt,0.9949617
NKX2-3,Nkx2-3,0.9949387
PCDHGA7,Pcdhga7,0.99491745
ACO1,Aco1,0.9949123
KBTBD7,Kbtbd7,0.9949091
RWDD2A,Rwdd2a,0.9949088
TRIM3,Trim3,0.9949034
ITGB1BP2,Itgb1bp2,0.9949006
NME2,Nme2,0.9948921
MIP,Mip,0.99487895
HTR1D,Htr1d,0.9948687
GPR83,Gpr83,0.9948528
SHTN1,Shtn1,0.99485046
SYS1,Sys1,0.99484015
HOXC12,Hoxc12,0.9948396
SLC9A4,Slc9a4,0.9948334
LDLRAD3,Ldlrad3,0.994833
SEPHS2,Sephs2,0.99482626
TMEM50A,Tmem50a,0.9948246
MYOZ1,Myoz1,0.9948227
DGCR2,Dgcr2,0.9948195
SLC4A7,Slc4a7,0.9947999
GLRA2,Glra2,0.99479073
OR4C11,Olfr1206,0.99476737
KDELR3,Kdelr3,0.9947632
DRD1,Drd1,0.99475825
GSX2,Gsx2,0.99475765
MATN1,Matn1,0.99475163
ZBTB39,Zbtb39,0.9947498
PPARGC1A,Ppargc1a,0.9947489
RXRG,Rxrg,0.9947401
POLE4,Pole4,0.9947275
OR6P1,Olfr414,0.99472684
HS6ST1,Hs6st1,0.9947262
OR6C2,Olfr791,0.99472064
ZNF532,Zfp532,0.9947115
PTPRU,Ptpru,0.9947113
PNMA1,Pnma1,0.9947105
TMEM174,Tmem174,0.99470645
SIAH3,Siah3,0.99470466
MOB1A,Mob1b,0.9947044
RNF26,Gm49380,0.99469846
RIPK4,Ripk4,0.9946924
EML4,Eml4,0.99468374
OR4M1,Olfr734,0.99468267
NUDT11,Nudt10,0.9946792
KCNJ18,Kcnj12,0.9946483
MT-CO1,mt-Co1,0.9946348
GPR45,Gpr45,0.99462306
CDH18,Cdh18,0.9946143
RNF183,Rnf183,0.99460995
PITX1,Pitx1,0.99460936
PPP1R3C,Ppp1r3c,0.9945956
BDNF,Bdnf,0.9945924
IGSF1,Igsf1,0.99459106
UBQLN2,Ubqln2,0.994588
CNTNAP4,Cntnap4,0.99458796
GPR179,Gpr179,0.9945758
TUNAR,Tunar,0.9945739
RPS8,Rps8,0.99457175
KCNMA1,Kcnma1,0.9945644
THBS4,Thbs4,0.9945631
OR6C3,Olfr788,0.99455464
OR52M1,Olfr554,0.9945432
INSYN2B,Insyn2b,0.99453026
CAVIN2,Cavin2,0.9945269
THAP11,Thap11,0.9945226
MOSPD1,Mospd1,0.9945154
SORBS1,Sorbs1,0.9945148
PCDHAC2,Pcdhac2,0.9945098
NUP133,Nup133,0.99450713
HMGB1,Hmgb1,0.994486
KCNIP3,Kcnip3,0.9944698
TRAPPC5,Trappc5,0.99444824
NDRG3,Ndrg3,0.9944373
OR6A2,Olfr2,0.994435
LGR5,Lgr5,0.99443334
RPS14,Rps14,0.9944304
MACROH2A1,Macroh2a1,0.9944027
ADORA2B,Adora2b,0.9944007
DBX1,Dbx1,0.99439555
DUSP23,Dusp23,0.9943935
SLC6A2,Slc6a2,0.9943915
SCN10A,Scn10a,0.99439067
PHACTR1,Phactr1,0.99438995
GPR174,Gpr174,0.9943885
FGD1,Fgd1,0.9943769
PRKCQ,Prkcq,0.99436295
TAF1L,Taf1,0.9943629
SLC49A4,Slc49a4,0.9943555
IFFO1,Iffo1,0.9943462
DRP2,Drp2,0.99434245
HAS3,Has3,0.99434125
LAMA1,Lama1,0.99433184
FBXO47,Fbxo47,0.9943237
C1QL3,C1ql3,0.9943107
BRS3,Brs3,0.99430865
TOB1,Tob1,0.9943022
TAF7,Taf7,0.9942942
LRRN2,Lrrn2,0.9942894
RAPGEF4,Rapgef4,0.9942841
RNF43,Rnf43,0.9942643
KLHL30,Klhl30,0.99426174
CETN2,Cetn2,0.9942548
KRT28,Krt28,0.9942523
CASKIN1,Caskin1,0.9942443
EPHA2,Epha2,0.99424386
TASL,Tasl,0.99423724
SEZ6L,Sez6l,0.99423707
RGS7BP,Rgs7bp,0.9942365
HNRNPA1L2,Hnrnpa1,0.9942351
CKM,Ckm,0.9942279
NDST3,Ndst3,0.9942218
H1-2,H1f2,0.9942211
OR5I1,Olfr152,0.9942111
CHMP5,Chmp5,0.99420583
MBOAT1,Mboat1,0.99418396
OSR2,Osr2,0.99417835
MRC1,Mrc1,0.994178
GREM2,Grem2,0.9941715
HTR6,Htr6,0.9941644
NUDT4B,Nudt4,0.99416167
PHB,Phb,0.99416035
PCDHGA1,Pcdhga1,0.9941578
LUM,Lum,0.99414283
TIMM9,Timm9,0.9941424
TSSK2,Tssk2,0.99414116
KCNK6,Kcnk6,0.9941375
CALR,Calr,0.99412423
RTN4RL1,Rtn4rl1,0.9941225
MAP3K9,Map3k9,0.9941024
OR1N2,Olfr354,0.99409765
EPC1,Epc1,0.99409693
ADRB2,Adrb2,0.9940936
GNB4,Gnb1,0.994093
CNNM2,Cnnm2,0.9940878
RNF113A,Rnf113a2,0.99408525
S1PR1,S1pr1,0.99408317
OTUD5,Otud5,0.9940811
APP,App,0.9940768
NRG1,Nrg1,0.9940753
CAVIN1,Cavin1,0.9940705
EN2,En2,0.9940644
LRRC30,Lrrc30,0.99406224
FAM163B,Fam163b,0.9940557
CCDC22,Ccdc22,0.99405295
MFSD14B,Mfsd14b,0.9940478
UNC13B,Unc13b,0.99404275
EDEM3,Edem3,0.99403614
ORAI1,Orai1,0.9940256
TIA1,Tia1,0.99400866
PTGES3,Ptges3,0.9940043
NDRG2,Ndrg2,0.9939956
SNURF,Snurf,0.99397707
CDX1,Cdx1,0.9939706
MYOD1,Myod1,0.9939659
PRPS1L1,Prps1l1,0.99395776
NYAP2,Nyap2,0.99393964
MCC,Mcc,0.99393916
HEY2,Hey2,0.9939372
MACIR,Macir,0.9939344
NPY,Npy,0.9939332
ZBTB16,Zbtb16,0.99391764
KRR1,Krr1,0.9939089
SLC9A7,Slc9a7,0.9939045
FBXL14,Fbxl14,0.99389213
GNG13,Gng13,0.9938779
STYXL2,Dusp27,0.99387467
GPR158,Gpr158,0.9938744
TNFAIP6,Tnfaip6,0.99387336
ELOVL1,Elovl1,0.9938716
ZMYND8,Zmynd8,0.99386543
CAMK1D,Camk1d,0.99386394
STK26,Stk26,0.993862
HAO1,Hao1,0.9938605
ZNF768,Zfp768,0.9938603
OR2W1,Olfr263,0.993855
GRPR,Grpr,0.9938439
NR2F2,Nr2f1,0.9938428
PPIH,Ppih,0.9938428
PIGM,Pigm,0.99383277
AP3S1,Ap3s1,0.99381953
IGF2BP1,Igf2bp1,0.9938168
TENT5B,Tent5b,0.99380237
FNIP1,Fnip1,0.9938014
HTR1B,Htr1b,0.99379736
GABRG1,Gabrg1,0.993793
DGKI,Dgki,0.9937919
PRLHR,Prlhr,0.99378115
GPR161,Gpr161,0.9937792
OR51G2,Olfr577,0.9937711
IRS2,Irs2,0.99376535
CRYBA4,Cryba4,0.9937599
MAPRE3,Mapre3,0.99375844
OR9K2,Olfr826,0.9937535
MAGI2,Magi2,0.9937465
KIFAP3,Kifap3,0.99374455
CHSY3,Chsy3,0.9937419
SLC35F1,Slc35f1,0.9937315
CAMK2D,Camk2d,0.9937227
PTGER4,Ptger4,0.9937184
CBX1,Cbx1,0.99371636
EHF,Ehf,0.99371374
GUCY2C,Gucy2c,0.9937067
GALR3,Galr3,0.9937042
COL4A6,Col4a6,0.9936989
COL5A3,Col5a3,0.99368596
STEAP2,Steap2,0.9936845
RPS24,Rps24,0.9936831
PTPRF,Ptprf,0.99368155
ATP12A,Atp12a,0.99367684
LIG4,Lig4,0.9936709
CACNA1S,Cacna1s,0.99366945
KRT31,Krt33a,0.99366695
NYAP1,Nyap1,0.9936644
INAFM2,Inafm2,0.9936623
AKAP11,Akap11,0.99365824
CA13,Car13,0.9936574
ARL4D,Arl4d,0.99364007
OR6C75,Olfr790,0.99363035
PLPP6,Plpp6,0.9936185
RPL15,Rpl15,0.9936161
NT5C2,Nt5c2,0.9936148
GPLD1,Gpld1,0.99361145
COA7,Coa7,0.9936089
CDCP2,Cdcp2,0.9935977
OR6B2,Olfr1414,0.9935963
RUNX3,Runx3,0.99357575
TOMM70,Tomm70a,0.9935716
GCNT1,Gcnt1,0.99356234
LURAP1,Lurap1,0.993557
CACHD1,Cachd1,0.9935538
SFRP5,Sfrp5,0.9935537
HMBOX1,Hmbox1,0.99354804
SH3BP5L,Sh3bp5l,0.9935459
RALYL,Ralyl,0.9935391
ZPLD1,Zpld1,0.9935343
OR6C65,Olfr808,0.99352956
CACNA1E,Cacna1e,0.9935227
EFNB3,Efnb3,0.9935218
UTP3,Utp3,0.99351716
BRD1,Brd1,0.99351656
SCX,Scx,0.9935145
LRRC10,Lrrc10,0.9935063
PRDM12,Prdm12,0.993492
B3GLCT,B3glct,0.99347776
NPAS4,Npas4,0.9934766
CTXN2,Ctxn2,0.9934731
ORMDL3,Ormdl3,0.9934681
NRN1,Nrn1,0.99345845
NALF2,Tmem28,0.9934306
TMPRSS3,Tmprss3,0.9934302
SKOR1,Skor1,0.9934237
MACC1,Macc1,0.9934167
PPFIA4,Ppfia4,0.99341327
TOPORS,Topors,0.9934117
FREM2,Frem2,0.99340093
EIF2S1,Eif2s1,0.9933884
QRICH1,Qrich1,0.99337375
OR8U9,Olfr1044,0.9933704
ADRB1,Adrb1,0.99335873
TFB1M,Tfb1m,0.993351
PTPN11,Ptpn11,0.9933438
CYSLTR1,Cysltr1,0.993331
TUBB8B,Tubb4a,0.9933263
TRPC4,Trpc4,0.9933255
YPEL4,Ypel4,0.9933193
CDC42BPG,Cdc42bpg,0.99331295
RPS5,Rps5,0.99331015
CKMT1B,Ckmt1,0.9932989
PGBD5,Pgbd5,0.9932941
OR8U8,Olfr52,0.9932799
RDH14,Rdh14,0.9932751
RBM26,Rbm26,0.99327296
CHST14,Chst14,0.99327195
RBP3,Rbp3,0.99326736
P3R3URF-PIK3R3,Gm49337,0.99326545
LRRC41,Lrrc41,0.99325895
CNNM3,Cnnm3,0.99325705
NLGN2,Nlgn2,0.99325407
ID2,Id2,0.9932531
DLX6,Dlx6,0.99324787
TECTA,Tecta,0.99324584
ADRA1D,Adra1d,0.99324113
TCF15,Tcf15,0.9932202
PLCD1,Plcd1,0.9932173
SPTA1,Spta1,0.9932099
SUPT7L,Supt7l,0.9932063
GRPEL1,Grpel1,0.9932056
SYTL5,Sytl5,0.9932036
SLC15A1,Slc15a1,0.9931965
STEAP3,Steap3,0.9931851
OR10C1,Olfr95,0.9931836
OR11H4,Olfr749,0.9931779
KRT20,Krt20,0.9931735
TIGD2,Tigd2,0.99317074
CEBPG,Cebpg,0.9931654
NPFFR1,Npffr1,0.993163
PDCD4,Pdcd4,0.99315876
CYP7A1,Cyp7a1,0.9931585
MAGEE2,Magee2,0.9931544
NFIC,Nfic,0.9931437
SNTA1,Snta1,0.9931379
PI15,Pi15,0.9931369
ANGPT2,Angpt2,0.99313617
SPECC1,Specc1,0.99312425
FLRT2,Flrt2,0.993112
MAD2L2,Mad2l2,0.99310863
CPXM1,Cpxm1,0.99310833
LRRC57,Lrrc57,0.99310744
SLC5A5,Slc5a5,0.99309814
GALNT5,Galnt5,0.99309313
TMEM30B,Tmem30b,0.9930866
LRRC55,Lrrc55,0.9930691
DOCK1,Dock5,0.9930655
RAB37,Rab37,0.9930559
ZNF697,Zfp697,0.99304676
FAM222A,Fam222a,0.9930458
RASSF10,Rassf10,0.9930445
TMPRSS9,Tmprss9,0.9930392
FHL1,Fhl1,0.99302655
NPY2R,Npy2r,0.993026
HMGN3,Hmgn3,0.9930246
GJA10,Gja10,0.99301946
CHTOP,Chtop,0.99301344
XK,Xk,0.9930129
DSG1,Dsg1a,0.99300957
MAPK8,Mapk8,0.99300957
FUT11,Fut11,0.99300843
SETBP1,Setbp1,0.99300516
SLC5A4,Slc5a4a,0.99300265
KRT33A,Krt34,0.9929992
ARC,Arc,0.9929976
AEBP2,Aebp2,0.99298805
SLC19A2,Slc19a2,0.99298257
TRAJ33,Traj33,0.99296016
VWC2L,Vwc2l,0.99295694
CPS1,Cps1,0.9929348
EMSY,Emsy,0.9929297
PACSIN1,Pacsin1,0.9929287
MAGEH1,Mageh1,0.9929256
PURG,Purg,0.9929112
CCT6A,Cct6a,0.99290776
HPSE2,Hpse2,0.9929073
OR6C6,Olfr782,0.99289286
DNAH5,Dnah5,0.99289125
RGS17,Rgs17,0.99288064
VPS37D,Vps37d,0.99284494
TAAR5,Taar5,0.99284035
BTG2,Btg2,0.9928355
CLDN3,Cldn3,0.99281764
KICS2,BC048403,0.99279875
FAM43A,Fam43a,0.9927934
TECTB,Tectb,0.9927926
TAAR9,Taar9,0.99278593
PITHD1,Pithd1,0.9927828
CACNB1,Cacnb1,0.9927824
GPR84,Gpr84,0.99277866
OR4D1,Olfr464,0.99277484
DSG4,Dsg4,0.9927731
LY75,Ly75,0.9927727
RBM42,Rbm42,0.99276423
TRAJ53,Traj53,0.9927639
ENOX2,Enox2,0.99276084
SKI,Ski,0.9927568
SPTB,Sptb,0.9927517
AMER1,Amer1,0.9927462
TMC7,Tmc7,0.9927419
CTNND2,Ctnnd2,0.9927395
OR52B2,Olfr691,0.9927389
POC1A,Poc1a,0.9927373
TRRAP,Trrap,0.99273634
PI4K2A,Pi4k2a,0.99273163
OR1D2,Olfr412,0.99272716
PARD6A,Pard6a,0.9927228
LY6H,Ly6h,0.9927116
PRELP,Prelp,0.99270916
LRP8,Lrp8,0.992707
GDF2,Gdf2,0.99270594
RNF187,Rnf187,0.99269634
MRPL39,Mrpl39,0.99268043
ARL14EPL,Arl14epl,0.9926794
LRRC38,Lrrc38,0.9926744
SH3BGRL,Sh3bgrl,0.9926738
ABLIM1,Ablim1,0.992669
BORCS5,Borcs5,0.9926675
FAM83D,Fam83d,0.99266595
ANAPC10,Anapc10,0.9926568
FAIM,Faim,0.99265623
PTHLH,Pthlh,0.9926559
RNGTT,Rngtt,0.9926554
PSMB1,Psmb1,0.9926479
FAM110A,Fam110a,0.9926362
CDH2,Cdh2,0.9926247
OR51D1,Olfr557,0.9926228
KLF9,Klf9,0.9926208
OR10J5,Olfr16,0.9926128
SIPA1L2,Sipa1l2,0.9926108
BMI1,Bmi1,0.99260557
KERA,Kera,0.9926003
ACER2,Acer2,0.9925966
PRAG1,Prag1,0.9925951
KLHL41,Klhl41,0.992594
RXFP3,Rxfp3,0.9925895
VPS36,Vps36,0.99256235
OR10G7,Olfr978,0.99255836
C10orf71,3425401B19Rik,0.99255383
ADAM11,Adam11,0.99255013
FASTKD5,Fastkd5,0.99253863
EIF5B,Eif5b,0.992534
ZNF182,Zfp182,0.99253315
YIF1B,Yif1b,0.99253
NOS3,Nos3,0.99252886
AGFG1,Agfg1,0.99252605
OR1B1,Olfr362,0.99252135
KCNK3,Kcnk3,0.9925149
DNTT,Dntt,0.99251276
RBMXL1,Rbmx,0.9925099
CILP2,Cilp2,0.9925084
SLC5A10,Slc5a10,0.99250066
RUNX2,Runx2,0.9924989
KRT82,Krt82,0.99249595
OR52D1,Olfr646,0.9924894
MON1A,Mon1a,0.99248785
MAPK8IP1,Mapk8ip1,0.99248594
PCDHGA12,Pcdhga12,0.9924843
ANKRD63,Ankrd63,0.99247354
FAM20C,Fam20c,0.9924701
OR10Z1,Olfr419,0.99246585
FRMPD3,Frmpd3,0.99246424
HSF5,Hsf5,0.99246234
RPL26L1,Rpl26,0.99246037
TRPV4,Trpv4,0.9924598
HOXA11,Hoxa11,0.9924595
TRPA1,Trpa1,0.99245197
NBR1,Nbr1,0.99244696
GDF6,Gdf6,0.9924407
RPS10,Rps10,0.9924356
DDX28,Ddx28,0.992435
LRRTM1,Lrrtm1,0.99242127
CORO1A,Coro1a,0.9924168
SLCO5A1,Slco5a1,0.9924148
DCAF12L2,Dcaf12l2,0.99241173
OR6Y1,Olfr220,0.9923988
MAP3K2,Map3k2,0.99239737
RRN3,Rrn3,0.99239564
EXOSC6,Exosc6,0.9923887
SOX14,Sox14,0.9923837
NRP2,Nrp2,0.99238294
MEGF6,Megf6,0.992382
IRS4,Irs4,0.9923747
ALDH9A1,Aldh9a1,0.99237156
SHISA7,Shisa7,0.992368
MDFIC2,Mdfic2,0.99235255
KIT,Kit,0.99234414
IER5L,Ier5l,0.9923369
KRT32,Krt32,0.9923328
WDR83OS,Wdr83os,0.9923325
SSTR2,Sstr2,0.9923278
CORO2A,Coro2a,0.992325
GPR22,Gpr22,0.99231994
NRAP,Nrap,0.9923163
ME1,Me1,0.9923037
OR6N2,Olfr430,0.9923027
MX1,Mx2,0.99229306
OR13F1,Olfr275,0.9922888
ARHGAP20,Arhgap20,0.99228173
LONRF2,Lonrf2,0.9922805
CD2AP,Cd2ap,0.9922771
KCNA5,Kcna5,0.992274
HOXB2,Hoxb2,0.9922682
NCDN,Ncdn,0.99226457
TPGS1,Tpgs1,0.9922633
NOS2,Nos2,0.9922556
NEUROG1,Neurog1,0.9922456
DACH1,Dach1,0.99224114
ECHS1,Echs1,0.99223137
SSR3,Ssr3,0.9922282
DYNLL2,Dynll1,0.9922233
GPR18,Gpr18,0.9922197
ZBTB33,Zbtb33,0.9922136
SLC22A4,Slc22a4,0.9922126
NEUROG2,Neurog2,0.9922093
FSCN2,Fscn2,0.99220836
FHL5,Fhl5,0.99220765
PDE3B,Pde3b,0.9922026
UTP11,Utp11,0.99219996
USF3,Usf3,0.9921945
PAPOLB,Papolb,0.9921901
OR10G2,Olfr1510,0.9921828
OR8U3,Olfr1038-ps,0.99218225
DEPDC7,Depdc7,0.99218166
SCRT1,Scrt1,0.99217623
ACTN1,Actn4,0.99217564
BHLHE22,Bhlhe22,0.99216163
H2AJ,H2aj,0.9921568
RHOBTB2,Rhobtb2,0.99214417
ESRRA,Esrra,0.9921441
H2AC14,H2ac1,0.99214184
SERPIND1,Serpind1,0.99213976
MRPL12,Mrpl12,0.9921356
ITPRIPL2,Itpripl2,0.992132
OR4K1,Olfr728,0.99212277
SLC5A1,Slc5a1,0.9921119
BARX2,Barx2,0.9921102
ESRRG,Esrrg,0.992108
PALD1,Pald1,0.99210525
OR52L1,Olfr685,0.9920958
PDZRN4,Pdzrn4,0.99208856
PRR12,Prr12,0.9920831
SEPTIN8,Septin8,0.9920796
TDRKH,Tdrkh,0.9920778
PCDHB4,Pcdhb5,0.99207544
PIR,Pir,0.9920747
STRIP2,Strip2,0.9920687
ACADL,Acadl,0.9920628
MARCKS,Marcks,0.99206233
OR8B12,Olfr874,0.99204946
GRID2IP,Grid2ip,0.99204797
JKAMP,Jkamp,0.9920465
KCNIP2,Kcnip2,0.9920432
ST3GAL2,St3gal2,0.9920431
NKPD1,Nkpd1,0.99203604
UBE2A,Ube2a,0.9920305
SLC10A2,Slc10a2,0.9920284
MTMR4,Mtmr4,0.99202806
FOXE1,Foxe1,0.99202347
CENATAC,Ccdc84,0.9920221
TMC3,Tmc3,0.9920131
SYNE3,Syne3,0.99201274
PDE6C,Pde6c,0.99201214
ZSWIM3,Zswim3,0.9920038
MIX23,Ccdc58,0.9920007
OR4N5,Olfr722,0.99200046
SLC16A1,Slc16a1,0.99199677
TMEM121,Tmem121,0.99199593
ACTA2,Acta1,0.99198663
KCNK10,Kcnk10,0.9919767
P2RY10,P2ry10,0.9919692
PLSCR5,Plscr5,0.99196917
CALHM5,Calhm5,0.9919577
ARL2,Arl2,0.9919514
SLC45A1,Slc45a1,0.99193436
TMEM181,Tmem181a,0.9919323
OR2B11,Olfr222,0.9919294
HIC2,Hic2,0.991926
TIGD4,Tigd4,0.99191463
OR6C68,Olfr780,0.99191433
MYBPH,Mybph,0.99191153
KCTD11,Kctd11,0.9919062
KCNQ4,Kcnq4,0.9919037
GRM8,Grm8,0.9919033
PRKACB,Prkacb,0.991903
TARDBP,Tardbp,0.9918999
OR5D14,Olfr1162,0.9918934
CNIH2,Cnih2,0.991892
UAP1,Uap1,0.99188536
VEGFD,Vegfd,0.99188316
ESR2,Esr2,0.99187547
ATP10B,Atp10b,0.991871
PLEKHA2,Plekha2,0.9918687
SHANK2,Shank2,0.9918652
OR10A4,Olfr17,0.9918645
OR5M9,Olfr1034,0.9918612
TRABD2B,Trabd2b,0.9918603
CDH15,Cdh15,0.9918583
TRIM32,Trim32,0.9918569
SF3B6,Sf3b6,0.9918562
NOC2L,Noc2l,0.99184483
GPS2,Gps2,0.99184036
MAPK3,Mapk3,0.9918369
SYT6,Syt6,0.9918355
DLG3,Dlg3,0.99183375
FAF1,Faf1,0.9918335
PADI3,Padi3,0.9918334
ZNF341,Zfp341,0.99183315
XPO1,Xpo1,0.9918306
KPNA2,Gm10184,0.99182767
PEA15,Pea15a,0.99182695
P4HA1,P4ha1,0.99182606
PGAM2,Pgam2,0.99180096
PCGF5,Pcgf5,0.9918008
RTL6,Rtl6,0.9918004
GJB4,Gjb4,0.99179524
PCSK1N,Pcsk1n,0.99179095
GPR62,Gpr62,0.9917802
OR8B8,Olfr145,0.9917799
VDAC2,Vdac2,0.99177647
SOSTDC1,Sostdc1,0.99177337
SERTM2,A730046J19Rik,0.9917685
MARS2,Mars2,0.99176264
GABRR3,Gabrr3,0.9917527
TACR3,Tacr3,0.99174666
PRR15L,Prr15l,0.9917439
SNX3,Snx3,0.9917431
NPBWR1,Npbwr1,0.99174285
GPR61,Gpr61,0.9917411
LIN7C,Lin7c,0.9917366
MEIS1,Meis1,0.9917342
WFIKKN2,Wfikkn2,0.9917274
TMEM158,Tmem158,0.99172497
PLPP3,Plpp3,0.99172
RIMS2,Rims2,0.9917129
ACTL7A,Actl7a,0.9917001
TMEM86A,Tmem86a,0.9916951
EPHA1,Epha1,0.9916717
CARTPT,Cartpt,0.99166864
FOXA2,Foxa2,0.99166846
OR6S1,Olfr750,0.99166715
DND1,Dnd1,0.9916671
APMAP,Apmap,0.9916658
WIPI2,Wipi2,0.9916656
DCUN1D1,Dcun1d1,0.9916654
MRPL38,Mrpl38,0.99166405
OR10V1,Olfr1420,0.9916587
RGS9BP,Rgs9bp,0.9916582
ASH1L,Ash1l,0.9916566
ANXA2,Anxa2,0.9916559
RHOU,Rhou,0.9916475
OR10G9,Olfr979,0.99164623
CSNK1G1,Csnk1g1,0.99164426
EXOC6,Exoc6,0.9916372
IGBP1P2,Igbp1,0.9916232
TCERG1L,Tcerg1l,0.9916178
KRT83,Krt83,0.991615
DEXI,Dexi,0.9916066
GXYLT1,Gxylt1,0.9916007
C15orf62,Gm14137,0.9915989
OGDHL,Ogdhl,0.9915977
