human gene name,pig gene name,correlation
PHKA2,PHKA2,0.99757564
RHO,RHO,0.9975732
TTBK1,TTBK1,0.9975646
HAS3,HAS3,0.9975629
ZFYVE27,ZFYVE27,0.99755883
SOX11,SOX11,0.99755776
HTR1F,HTR1F,0.99755675
PAPSS1,PAPSS1,0.9975559
MEAF6,MEAF6,0.9975518
RBM42,RBM42,0.9975511
CGGBP1,CGGBP1,0.9975483
TLCD5,TLCD5,0.9975464
ABCD2,ABCD2,0.9975441
EMC6,EMC6,0.9975403
SLC1A4,SLC1A4,0.99753714
GEMIN5,GEMIN5,0.99752784
GPR12,GPR12,0.9975226
ARL4D,ARL4D,0.99752134
CCN2,CCN2,0.99752015
TACR3,TACR3,0.9975196
HAPLN4,HAPLN4,0.9975194
CCDC6,CCDC6,0.99751866
CHRNA9,CHRNA9,0.9975123
GPR3,GPR3,0.9975114
HSPA6,HSPA6,0.99750924
BTBD17,BTBD17,0.9975092
TRIM67,TRIM67,0.99750686
DUSP8,DUSP8,0.9975048
IGSF9,IGSF9,0.99750173
PDRG1,PDRG1,0.99749386
GPBP1L1,GPBP1L1,0.9974938
SEC24B,SEC24B,0.9974923
COPG2,COPG2,0.9974907
SOST,SOST,0.9974896
TAL1,TAL1,0.9974793
CIAO1,CIAO1,0.99747825
CYB561D2,CYB561D2,0.99747604
PPM1E,PPM1E,0.99747473
TIPARP,TIPARP,0.997474
SCARF2,SCARF2,0.99747336
TLL2,TLL2,0.9974685
DCAF1,DCAF1,0.99746823
TAB1,TAB1,0.99746275
SLC44A1,SLC44A1,0.99745125
FBXL4,FBXL4,0.99744964
ZBTB6,ZBTB6,0.99744755
DRGX,DRGX,0.99744385
SREK1IP1,SREK1IP1,0.99744135
GAS1,GAS1,0.99743223
POGLUT2,POGLUT2,0.99743026
DR1,DR1,0.99742866
SLC25A42,SLC25A42,0.997426
NRF1,NRF1,0.99741626
STT3B,STT3B,0.9974133
TASOR,TASOR,0.9974106
MAGI3,MAGI3,0.99740064
SMC1B,SMC1B,0.9973949
PRKCQ,PRKCQ,0.99739474
BNC1,BNC1,0.9973918
JAKMIP3,JAKMIP3,0.99738926
PARD3,PARD3,0.99738854
SNPH,SNPH,0.9973885
ZBTB7B,ZBTB7B,0.9973882
NOS1,NOS1,0.9973872
GALNT16,GALNT16,0.9973864
SIM1,SIM1,0.9973838
SGCZ,SGCZ,0.9973794
INPP4A,INPP4A,0.997377
SP6,SP6,0.99737656
CGNL1,CGNL1,0.99737626
ZCCHC3,ZCCHC3,0.9973715
TPPP3,TPPP3,0.9973689
MED11,MED11,0.9973664
SUV39H1,SUV39H1,0.9973653
PGGT1B,PGGT1B,0.9973629
VWA8,VWA8,0.9973612
E2F2,E2F2,0.99735844
MRC1,MRC1,0.9973532
TBC1D9,TBC1D9,0.99735016
FER1L6,FER1L6,0.99734896
CREBL2,CREBL2,0.9973489
DMRTA2,DMRTA2,0.9973424
XKR7,XKR7,0.99734145
PPM1H,PPM1H,0.99733233
CADM2,CADM2,0.9973266
ZNF592,ZNF592,0.99732107
GPR87,GPR87,0.99732035
MIGA1,MIGA1,0.9973193
MAFK,MAFK,0.99731416
MEA1,MEA1,0.99731326
UBQLN4,UBQLN4,0.99731
MPC2,MPC2,0.9973038
CCIN,CCIN,0.9973016
NCAM2,NCAM2,0.9972991
FBXO34,FBXO34,0.99729544
NPTXR,NPTXR,0.99729276
SOX7,SOX7,0.99729085
SHTN1,SHTN1,0.99729013
GPR174,GPR174,0.9972874
LHX3,LHX3,0.99728334
FHL3,FHL3,0.99727297
KCNA6,KCNA6,0.9972727
GCC1,GCC1,0.99726975
MCM6,MCM6,0.99726385
SMARCA5,SMARCA5,0.99726266
PIAS4,PIAS4,0.99725884
RING1,RING1,0.99725777
GDF5,GDF5,0.99725753
ABL2,ABL2,0.99725634
CDH24,CDH24,0.9972533
EXOSC6,EXOSC6,0.997251
ZBED6,ZBED6,0.9972499
PRRC2A,PRRC2A,0.9972489
BUB3,BUB3,0.99724805
SERTAD4,SERTAD4,0.99724156
GGPS1,GGPS1,0.9972394
TIMELESS,TIMELESS,0.9972366
LRIG2,LRIG2,0.99723256
HNF1B,HNF1B,0.9972275
CLRN2,CLRN2,0.9972226
KRT25,KRT25,0.9972195
ITPRIPL2,ITPRIPL2,0.9972181
SUFU,SUFU,0.9972172
SCN4A,SCN4A,0.9972147
DCHS1,DCHS1,0.99721265
PLCB4,PLCB4,0.9972114
LSM3,LSM3,0.99720883
ERG,ERG,0.9972057
KCNH4,KCNH4,0.9972053
RNF5,RNF5,0.99720365
TENM2,TENM2,0.9972024
KCNH7,KCNH7,0.99720037
TECTB,TECTB,0.9971965
TMEM163,TMEM163,0.99719185
CALHM3,CALHM3,0.9971895
GLCE,GLCE,0.9971886
NCOA1,NCOA1,0.9971865
PKP1,PKP1,0.99718636
PDE1A,PDE1A,0.99718446
HTR7,HTR7,0.9971836
NTNG1,NTNG1,0.99718195
GNB4,GNB4,0.9971785
ZC3H6,ZC3H6,0.99717605
HS3ST4,HS3ST4,0.99717367
PAK5,PAK5,0.99717265
ARC,ARC,0.9971726
SPIN4,SPIN4,0.9971683
FNBP1,FNBP1,0.99716264
ZBTB37,ZBTB37,0.99716073
AMER1,AMER1,0.9971585
RUNX3,RUNX3,0.9971537
RIMS2,RIMS2,0.99715185
ZRANB2,ZRANB2,0.99714917
PKIG,PKIG,0.9971472
XIRP2,XIRP2,0.9971411
MNT,MNT,0.9971408
MID1IP1,MID1IP1,0.99714017
HOXD13,HOXD13,0.9971389
SLITRK6,SLITRK6,0.99713594
PAX5,PAX5,0.9971317
PLXDC2,PLXDC2,0.9971298
ZNF335,ZNF335,0.99712795
DLL4,DLL4,0.99712485
KCNA3,KCNA3,0.99712235
RASA3,RASA3,0.99712163
RORB,RORB,0.9971182
CCDC22,CCDC22,0.9971147
ZSWIM6,ZSWIM6,0.9971146
SAMD9,SAMD9,0.9971132
SLC35D3,SLC35D3,0.99711275
CCT2,CCT2,0.99710935
CLDN9,CLDN9,0.99710095
DTX1,DTX1,0.99709624
SLC6A14,SLC6A14,0.99709314
PLPP4,PLPP4,0.99709105
CSTF2T,CSTF2T,0.99708897
PROKR1,PROKR1,0.997088
UBAP1,UBAP1,0.99708664
GABRB2,GABRB2,0.9970809
TNPO1,TNPO1,0.99708086
EPHB3,EPHB3,0.9970807
ZBED8,FAM200C,0.9970801
DDA1,DDA1,0.9970792
FOXE1,FOXE1,0.9970782
TUBA3D,TUBA1A,0.9970735
ATP13A3,ATP13A3,0.997071
EFNA2,EFNA2,0.9970625
CLDN2,CLDN2,0.9970584
UBFD1,UBFD1,0.99705774
RBAK,RBAK,0.99705654
VANGL1,VANGL1,0.99705607
NUP153,NUP153,0.99705577
CDC42BPG,CDC42BPG,0.99704844
RMND5A,RMND5A,0.9970405
HOXD4,HOXD4,0.9970403
IQGAP3,IQGAP3,0.997039
SLC16A9,SLC16A9,0.9970373
LDB1,LDB1,0.9970366
OPRD1,OPRD1,0.9970341
SLC6A2,SLC6A2,0.9970282
GPBP1,GPBP1,0.99702764
NYAP2,NYAP2,0.9970265
LAMP5,LAMP5,0.99701804
NIM1K,NIM1K,0.99701554
TOMM40L,TOMM40L,0.9970074
SFRP2,SFRP2,0.9970065
GPC4,GPC4,0.9969982
ATRN,ATRN,0.99699736
RPS7,RPS7,0.99698824
CHST7,CHST7,0.9969776
ESF1,ESF1,0.9969768
SLC7A5,SLC7A5,0.99697196
SUSD6,SUSD6,0.9969696
DENND2C,DENND2C,0.99696934
CDYL2,CDYL2,0.99696636
TMCC2,TMCC2,0.99696124
GAL3ST3,GAL3ST3,0.9969601
DUSP23,DUSP23,0.9969593
MYH7,MYH7,0.99695325
SV2C,SV2C,0.9969512
SLC12A3,SLC12A3,0.9969471
KCNJ14,KCNJ14,0.996945
PAGR1,PAGR1,0.99693817
GCN1,GCN1,0.996937
RNF26,RNF26,0.9969367
SYNPO2,SYNPO2,0.99693304
NHLRC2,NHLRC2,0.9969167
RNF19B,RNF19B,0.9969127
INSRR,INSRR,0.99691254
KCNIP2,KCNIP2,0.9969125
SRGAP1,SRGAP1,0.99690974
BCL9,BCL9,0.9969072
CUEDC2,CUEDC2,0.99690336
FAM181B,FAM181B,0.9969033
KCNA7,KCNA7,0.99690187
MBNL1,MBNL1,0.9968985
GAR1,GAR1,0.99689716
SLC9A7,SLC9A7,0.996893
P2RY12,P2RY12,0.9968844
STK26,STK26,0.99688166
GPR83,GPR83,0.9968805
ATP2B2,ATP2B2,0.99687636
PRPH2,PRPH2,0.99687064
RNF145,RNF145,0.9968668
STAT3,STAT3,0.99686575
ADAMTSL3,ADAMTSL3,0.9968629
SH3BP5L,SH3BP5L,0.99686277
ALX4,ALX4,0.99686205
SSC4D,SSC4D,0.99685925
PIM3,PIM3,0.9968575
GALR1,GALR1,0.9968562
MARCKS,MARCKS,0.9968487
MYOD1,MYOD1,0.99684477
LSM11,LSM11,0.99683744
DNER,DNER,0.9968361
SLC25A53,SLC25A53,0.99683386
NT5C1A,NT5C1A,0.99683094
ADO,ADO,0.9968251
JMJD6,JMJD6,0.9968185
PDE6H,PDE6H,0.9968185
KCNB2,KCNB2,0.9968182
HOXB7,HOXB7,0.9968175
ILDR2,ILDR2,0.99681723
CDH7,CDH7,0.9968147
SHROOM4,SHROOM4,0.9968079
GUCY1A2,GUCY1A2,0.99680007
ACTG1,ACTG1,0.99679786
SLC35F3,SLC35F3,0.9967951
STMN2,STMN2,0.9967889
GNG12,GNG12,0.9967804
OTUD3,OTUD3,0.9967752
SPATA2,SPATA2,0.9967722
ORAI1,ORAI1,0.99677116
PTGFRN,PTGFRN,0.9967687
RAB3C,RAB3C,0.9967623
ODF3,CIMAP1A,0.99676216
SCN3A,SCN3A,0.9967621
MYCBP2,MYCBP2,0.99676144
UST,UST,0.99675846
COL8A2,COL8A2,0.9967581
OMG,OMG,0.9967536
PLPPR4,PLPPR4,0.9967466
TRIM55,TRIM55,0.99674624
RASL11B,RASL11B,0.99674493
CILP,CILP,0.99674374
OTUD1,OTUD1,0.99674374
OSBPL6,OSBPL6,0.9967422
PCNA,PCNA,0.9967396
CILK1,CILK1,0.9967389
CELF3,CELF3,0.9967362
RPL32,RPL32,0.99673516
ANKEF1,ANKEF1,0.9967286
MARCHF4,MARCHF4,0.9967286
AOC2,AOC2,0.99672425
INHBA,INHBA,0.9967238
YPEL5,YPEL5,0.99671364
ME1,ME1,0.9967095
TMEM238,TMEM238,0.99670666
CCDC177,CCDC177,0.9967062
AMIGO2,AMIGO2,0.99670184
EYA4,EYA4,0.9967013
CLSTN2,CLSTN2,0.9967008
LZTS3,LZTS3,0.9966918
KDR,KDR,0.99669135
SP8,SP8,0.9966907
NDST3,NDST3,0.99668896
ATP1A2,ATP1A2,0.99668455
LMBRD2,LMBRD2,0.9966841
ARHGEF10L,ARHGEF10L,0.99668276
SMOC1,SMOC1,0.99668163
NEURL4,NEURL4,0.996679
ZNF689,ZNF689,0.99667364
TMEM158,TMEM158,0.9966734
DPH5,DPH5,0.996671
ABCC9,ABCC9,0.99666965
PFDN4,PFDN4,0.9966668
MCTS1,MCTS1,0.9966622
PURB,PURB,0.99666095
KLHL40,KLHL40,0.9966579
COMP,COMP,0.9966551
PDE6C,PDE6C,0.9966545
ZBTB5,ZBTB5,0.9966541
UNC5CL,UNC5CL,0.99665
MLLT1,MLLT1,0.996643
SOGA1,MTCL2,0.9966403
TOX,TOX,0.9966326
MAPK1IP1L,MAPK1IP1L,0.9966311
FOXD2,FOXD2,0.99663
ADGRL2,ADGRL2,0.9966276
E2F1,E2F1,0.99662346
GUCY2C,GUCY2C,0.99662244
INTS5,INTS5,0.99661183
PALD1,PALD1,0.99660933
FEM1A,FEM1A,0.9966049
ATP5MC3,ATP5MC3,0.9966034
DIS3,DIS3,0.99659646
RSRC1,RSRC1,0.99659353
KCNH5,KCNH5,0.99659204
SNN,SNN,0.9965884
ATG9B,ATG9B,0.9965863
TP63,TP63,0.99658
CBX6,CBX6,0.996573
FAM43A,FAM43A,0.996559
RNF187,RNF187,0.9965586
RAD54L2,RAD54L2,0.9965563
RTP1,RTP1,0.99655205
ZNF512B,ZNF512B,0.9965479
PPP2R5E,PPP2R5E,0.9965374
INSYN2B,INSYN2B,0.9965372
BHLHE23,BHLHE23,0.99652773
RC3H1,RC3H1,0.9965266
DAZAP1,DAZAP1,0.99652344
PAPPA,PAPPA,0.9965229
GALNT4,GALNT4,0.99651796
CRYBB2,CRYBB2,0.996514
SLC9A2,SLC9A2,0.9965129
MYOZ2,MYOZ2,0.9965076
SLC22A3,SLC22A3,0.99650437
ATOH7,ATOH7,0.99649876
ACVR2A,ACVR2A,0.9964929
SLC7A2,SLC7A2,0.9964875
CRH,CRH,0.99647945
HTR2B,HTR2B,0.9964747
KLHL34,KLHL34,0.99647284
WNT3A,WNT3A,0.9964715
SCAMP3,SCAMP3,0.996471
EML4,EML4,0.9964702
STOML3,STOML3,0.9964583
ARFGEF3,ARFGEF3,0.99645495
ATOH1,ATOH1,0.9964438
KHDRBS2,KHDRBS2,0.99644345
ANKRD63,ANKRD63,0.99644256
NXT1,NXT1,0.9964334
MSC,MSC,0.99643296
UNC79,UNC79,0.9964318
FAM222A,FAM222A,0.9964288
KCNA10,KCNA10,0.9964279
RHOV,RHOV,0.996417
ZMYND19,ZMYND19,0.9964135
POC1A,POC1A,0.9964076
DNAAF9,DNAAF9,0.9964021
TIMM10B,TIMM10B,0.99640065
ITGA8,ITGA8,0.9963981
RAG1,RAG1,0.99639696
TNNT3,TNNT3,0.996391
GABPA,GABPA,0.9963897
CDC20,CDC20,0.9963852
NEO1,NEO1,0.9963843
SLC4A7,SLC4A7,0.99638367
CSDE1,CSDE1,0.99638134
DOCK3,DOCK3,0.9963806
PPP3R1,PPP3R1,0.9963773
CEP135,CEP135,0.99637675
BZW2,BZW2,0.99637556
SERBP1,SERBP1,0.9963753
VTA1,VTA1,0.99637026
BRPF1,BRPF1,0.9963692
MCM8,MCM8,0.9963681
MATN1,MATN1,0.9963639
TRIM42,TRIM42,0.99635863
PAIP2B,PAIP2B,0.996358
MAP7,MAP7,0.99635434
LARS1,LARS1,0.9963461
EVA1B,EVA1B,0.9963431
ISM1,ISM1,0.99634075
EBF1,EBF1,0.9963395
RAX2,RAX2,0.99633193
CCDC126,CCDC126,0.9963314
SERTAD1,SERTAD1,0.99632734
THNSL1,THNSL1,0.9963264
COLEC12,COLEC12,0.99632263
EIF5B,EIF5B,0.99631745
RPIA,RPIA,0.9963154
SKI,SKI,0.9963128
DLG3,DLG3,0.99631137
CBLN3,CBLN3,0.99630916
SKIDA1,SKIDA1,0.99630636
H2BC1,H2BC1,0.996301
LGR4,LGR4,0.99629986
PRSS12,PRSS12,0.99629956
EXOC8,EXOC8,0.99629575
CADM4,CADM4,0.9962951
CDK5R2,CDK5R2,0.99629366
B3GALT2,B3GALT2,0.99629086
NFE2,NFE2,0.99628395
MCC,MCC,0.99628025
GPR61,GPR61,0.99628013
RPS23,RPS23,0.9962751
SHCBP1L,SHCBP1L,0.996274
KCNK6,KCNK6,0.9962731
GYS2,GYS2,0.9962683
RSPO3,RSPO3,0.99626756
DEXI,DEXI,0.9962671
NRGN,NRGN,0.99626476
NUP133,NUP133,0.9962634
SRSF1,SRSF1,0.99626094
GAREM2,GAREM2,0.9962514
EPHA1,EPHA1,0.9962496
STMN4,STMN4,0.9962466
RDH14,RDH14,0.9962461
BEX3,BEX3,0.9962451
LTV1,LTV1,0.996236
EN2,EN2,0.9962359
NRTN,NRTN,0.99622995
NFXL1,NFXL1,0.99622744
SYK,SYK,0.99622333
MYH13,MYH13,0.9962207
TMEM255A,TMEM255A,0.99622047
HMX2,HMX2,0.99621
RECK,RECK,0.99619937
NKX2-1,NKX2-1,0.99619025
GALNT5,GALNT5,0.99618965
GCG,GCG,0.9961874
FREM2,FREM2,0.9961825
TIGD4,TIGD4,0.9961816
HS6ST1,HS6ST1,0.9961759
HEPHL1,HEPHL1,0.9961742
SH3BGRL3,SH3BGRL3,0.99616736
HDGF,HDGF,0.9961563
ZYG11B,ZYG11B,0.9961549
IRS4,IRS4,0.99614054
ARG2,ARG2,0.9961387
CYSLTR1,CYSLTR1,0.9961383
CCKAR,CCKAR,0.99613774
CHKB,CHKB,0.9961297
TRPM5,TRPM5,0.9961212
HSP90AB1,HSP90AB1,0.99611694
GTSF1,GTSF1,0.9961094
CALHM2,CALHM2,0.9961083
RPL37,RPL37,0.9961065
BMP6,BMP6,0.99610513
SCYL3,SCYL3,0.99610144
CIB4,CIB4,0.9960993
EFS,EFS,0.996098
PFDN2,PFDN2,0.9960949
OSBPL11,OSBPL11,0.9960936
SAMM50,SAMM50,0.9960932
NEK2,NEK2,0.99608475
C2orf49,C2orf49,0.9960845
ASB17,ASB17,0.99608344
GOPC,GOPC,0.9960824
COL11A2,COL11A2,0.9960822
ISL1,ISL1,0.99608165
ADRA1D,ADRA1D,0.99607766
SP5,SP5,0.996069
LAPTM4A,LAPTM4A,0.9960678
CACNG7,CACNG7,0.9960672
CHRNG,CHRNG,0.99606174
KY,KY,0.99606127
CAVIN2,CAVIN2,0.9960612
NKX2-3,NKX2-3,0.9960595
MIER1,MIER1,0.99605745
FZD8,FZD8,0.9960546
SMU1,SMU1,0.99605393
SCN10A,SCN10A,0.9960539
TLR7,TLR7,0.99605364
UHMK1,UHMK1,0.99604446
DCUN1D3,DCUN1D3,0.9960393
CNFN,CNFN,0.99603856
WDR36,WDR36,0.9960368
PLCB3,PLCB3,0.9960291
PDX1,PDX1,0.99602777
GPR183,GPR183,0.99602413
NPFFR1,NPFFR1,0.9960225
LEPR,LEPR,0.9960215
SOCS1,SOCS1,0.9960204
ZMYND11,ZMYND11,0.99601436
MMD2,MMD2,0.9960073
NUS1,NUS1,0.9960006
DSTN,DSTN,0.99599975
B3GNT7,B3GNT7,0.9959975
TBX5,TBX5,0.99599487
C17orf113,C17orf113,0.99598974
RNGTT,RNGTT,0.99598706
AP4S1,AP4S1,0.9959785
AP3M1,AP3M1,0.99596995
ATOH8,ATOH8,0.9959689
TCERG1,TCERG1,0.9959678
ZNFX1,ZNFX1,0.995967
PAN3,PAN3,0.99595916
CRTC1,CRTC1,0.99595773
SASH3,SASH3,0.9959565
BHLHE22,BHLHE22,0.9959527
TANC1,TANC1,0.9959522
NRBF2,NRBF2,0.99594766
PSMC4,PSMC4,0.9959476
REPS2,REPS2,0.99594647
PANX3,PANX3,0.9959418
WDR70,WDR70,0.9959411
RASGRF2,RASGRF2,0.9959395
LANCL3,LANCL3,0.9959378
SGPP2,SGPP2,0.99593633
BMP10,BMP10,0.99593323
ADAMTSL2,ADAMTSL2,0.99593115
STRIP2,STRIP2,0.99593085
MTF1,MTF1,0.9959304
CCDC142,CCDC142,0.99592966
MCHR2,MCHR2,0.9959295
RHOBTB1,RHOBTB1,0.9959271
EFR3B,EFR3B,0.99592644
PAK3,PAK3,0.99592566
TMEM117,TMEM117,0.9959247
MAPK9,MAPK9,0.99592024
NTS,NTS,0.99591964
LIN28A,LIN28A,0.99591774
STK39,STK39,0.9959173
TMEM181,TMEM181,0.99590826
FASTK,FASTK,0.99590456
AGPAT1,AGPAT1,0.9959029
SLC22A4,SLC22A4,0.9958995
ADRA2B,ADRA2B,0.9958974
GPR34,GPR34,0.9958956
ADRB1,ADRB1,0.9958943
PRR7,PRR7,0.995894
KLB,KLB,0.9958873
BMP2,BMP2,0.995885
WFIKKN1,WFIKKN1,0.9958838
PRDM11,PRDM11,0.99588215
SLC12A2,SLC12A2,0.9958771
COL5A3,COL5A3,0.99586505
STYXL2,STYXL2,0.99586475
EMILIN3,EMILIN3,0.9958616
HOXB2,HOXB2,0.9958609
ZDHHC16,ZDHHC16,0.9958586
POLE4,POLE4,0.9958582
TBC1D12,TBC1D12,0.9958546
ANP32B,ANP32B,0.99585414
CABP1,CABP1,0.99585277
CTNNB1,CTNNB1,0.99584824
CCDC149,CCDC149,0.9958475
GPR180,GPR180,0.9958454
PLK3,PLK3,0.9958444
NEUROG1,NEUROG1,0.9958432
KIAA1143,KIAA1143,0.99584174
H2BE1,H2BK1,0.9958413
MYL6,MYL6,0.9958405
PGK1,PGK1,0.99583936
FAM110A,FAM110A,0.9958392
RXFP3,RXFP3,0.9958386
SDCBP,SDCBP,0.99583775
MAP1LC3A,MAP1LC3A,0.9958243
CSMD3,CSMD3,0.99582005
MIF,MIF,0.9958132
HKDC1,HKDC1,0.9958125
TRIM63,TRIM63,0.9958096
MTF2,MTF2,0.9958076
APP,APP,0.99580467
SIK1B,SIK1,0.99580276
NCS1,NCS1,0.9958024
TRPC6,TRPC6,0.99579924
DNAJC3,DNAJC3,0.99579865
CTXN2,CTXN2,0.99579644
NTRK2,NTRK2,0.9957923
BRIX1,BRIX1,0.9957895
TP73,TP73,0.9957888
RRS1,RRS1,0.99578446
OR4D5,OR4D5,0.9957837
CCDC134,CCDC134,0.99578184
SASS6,SASS6,0.9957801
NPM1,NPM1,0.99577934
SUDS3,SUDS3,0.99577683
SLC41A1,SLC41A1,0.9957768
DDX6,DDX6,0.9957736
ADAM22,ADAM22,0.99577135
KRT71,KRT71,0.9957711
DND1,DND1,0.99576545
MED30,MED30,0.99576455
CTNNBL1,CTNNBL1,0.9957622
KREMEN2,KREMEN2,0.9957602
SMCO4,SMCO4,0.995754
RXFP4,RXFP4,0.99574995
SYNCRIP,SYNCRIP,0.995749
IP6K1,IP6K1,0.9957484
MAP1A,MAP1A,0.99574757
CCDC158,CCDC158,0.99574006
FAM83C,FAM83C,0.99573964
PLA2G4D,PLA2G4D,0.99573916
BTAF1,BTAF1,0.99573654
ZNF182,ZNF182,0.9957346
RRAGC,RRAGC,0.9957328
STRN,STRN,0.99573237
CDC16,CDC16,0.99572825
MON1A,MON1A,0.99572295
CYP4F22,CYP4F22,0.9957216
RGS10,RGS10,0.9957139
PLAG1,PLAG1,0.9957127
MSMP,MSMP,0.9957124
MAP2K7,MAP2K7,0.9957097
INSC,INSC,0.99570745
RNF144B,RNF144B,0.9957061
TGDS,TGDS,0.9957005
CAPZA3,CAPZA3,0.995693
FOXF2,FOXF2,0.9956896
CEP63,CEP63,0.99568045
LRRC10B,LRRC10B,0.9956796
CITED2,CITED2,0.9956788
KCNA5,KCNA5,0.9956786
SYNDIG1,SYNDIG1,0.9956728
PTGER4,PTGER4,0.9956724
RRAS,RRAS,0.9956718
TJP1,TJP1,0.9956685
LDLRAD3,LDLRAD3,0.9956678
VPS36,VPS36,0.9956677
CD248,CD248,0.9956676
MAGI1,MAGI1,0.9956668
IKZF3,IKZF3,0.99566483
CBFA2T2,CBFA2T2,0.9956627
SCG5,SCG5,0.9956563
FN1,FN1,0.995654
MYF5,MYF5,0.99565
ASB14,ASB14,0.9956494
SLC16A8,SLC16A8,0.99564457
CCDC184,CCDC184,0.9956427
TRIM44,TRIM44,0.9956383
CDC37L1,CDC37L1,0.9956367
LAMC2,LAMC2,0.99563587
FBXO40,FBXO40,0.99563
GRIN3B,GRIN3B,0.99562216
SURF4,SURF4,0.9956205
PDK3,PDK3,0.99561876
PHYHIP,PHYHIP,0.99561584
RNF38,RNF38,0.995612
DSCC1,DSCC1,0.995599
KRT35,KRT35,0.9955984
PTGES3,PTGES3,0.9955979
PFDN6,PFDN6,0.9955978
KICS2,KICS2,0.99559605
ZNF777,ZNF777,0.99559563
RNF24,RNF24,0.9955934
UTP11,UTP11,0.9955934
RCAN2,RCAN2,0.9955927
SAP30,SAP30,0.99558973
SVEP1,SVEP1,0.9955889
YES1,YES1,0.9955881
AP5B1,AP5B1,0.9955825
NPY,NPY,0.99557984
CELSR3,CELSR3,0.9955786
TOMT,TOMT,0.9955718
CCT4,CCT4,0.9955439
NFKBIL1,NFKBIL1,0.99554235
FOXH1,FOXH1,0.99553657
GPR62,GPR62,0.99553597
ZFP91,ZFP91,0.995535
ANKRD17,ANKRD17,0.9955345
ZNF629,ZNF629,0.99553233
SV2B,SV2B,0.9955317
TTC9,TTC9,0.9955288
RAB1A,RAB1A,0.9955167
DUSP1,DUSP1,0.9955161
PGAM2,PGAM2,0.9955147
GCOM1,MYZAP,0.9955122
CSPG5,CSPG5,0.99551207
PYGL,PYGL,0.99551135
THAP11,THAP11,0.99550974
OR10G3,OR10G3,0.99550635
KAT14,KAT14,0.99550515
ZMAT5,ZMAT5,0.9954997
MMUT,MMUT,0.99549156
EIF4EBP2,EIF4EBP2,0.9954886
LGR5,LGR5,0.99548703
TNFAIP6,TNFAIP6,0.99548095
GJB3,GJB3,0.99548066
CALHM1,CALHM1,0.9954798
FOXC1,FOXC1,0.9954725
PWWP3B,PWWP3B,0.99547184
TRPM6,TRPM6,0.99546814
IQSEC1,IQSEC1,0.9954653
SEMA3B,SEMA3B,0.9954651
S100A14,S100A14,0.9954574
SHPK,SHPK,0.99545497
KCNK5,KCNK5,0.99545467
MLLT11,MLLT11,0.99544954
BAG2,BAG2,0.99544734
LUM,LUM,0.9954469
GPR82,GPR82,0.995444
ATG2B,ATG2B,0.9954421
ADGRG2,ADGRG2,0.99544036
NFYA,NFYA,0.9954359
PLEKHM2,PLEKHM2,0.9954338
RASSF9,RASSF9,0.99541926
RALGAPB,RALGAPB,0.99541855
RASL11A,RASL11A,0.99541515
PHTF2,PHTF2,0.99540937
ATP9A,ATP9A,0.9954027
NR3C2,NR3C2,0.99539924
GSPT2,GSPT2,0.99539244
KCNIP3,KCNIP3,0.9953848
CCND2,CCND2,0.99538356
PCK1,PCK1,0.99538296
AJM1,AJM1,0.9953822
SOX18,SOX18,0.9953817
CASQ2,CASQ2,0.99538064
PHB,PHB1,0.995371
PLA2G4E,PLA2G4E,0.995368
SSTR3,SSTR3,0.99536663
TARBP1,TARBP1,0.99536484
EFNB3,EFNB3,0.9953642
ERFL,ERFL,0.99536103
LYRM7,LYRM7,0.99535733
FAM168A,FAM168A,0.9953536
UBE2D2,UBE2D2,0.995351
STAM2,STAM2,0.9953489
BAHCC1,BAHCC1,0.99534744
TIGD2,TIGD2,0.99533874
PAX2,PAX2,0.99533385
PRSS53,PRSS53,0.99533385
CCNA2,CCNA2,0.9953336
STEAP2,STEAP2,0.99533224
SUPT20H,SUPT20H,0.9953312
SERTM2,SERTM2,0.99533004
PRSS35,PRSS35,0.9953296
CNTLN,CNTLN,0.9953222
KDF1,KDF1,0.9953213
TMEM200C,TMEM200C,0.995319
SYTL5,SYTL5,0.9953139
OR6C2,OR6C2,0.9953114
PATZ1,PATZ1,0.9953057
ULK1,ULK1,0.99530286
SLC5A5,SLC5A5,0.9952998
UBXN1,UBXN1,0.99529934
EDNRB,EDNRB,0.99529755
CXCL14,CXCL14,0.9952969
LNPEP,LNPEP,0.9952933
MIP,MIP,0.99529
FRMPD3,FRMPD3,0.9952891
WASL,WASL,0.9952883
WNT5A,WNT5A,0.99528253
AGTPBP1,AGTPBP1,0.99528134
ZNF804A,ZNF804A,0.9952746
ARHGEF12,ARHGEF12,0.9952706
PDCL2,PDCL2,0.9952695
GPKOW,GPKOW,0.9952664
NPY2R,NPY2R,0.99526393
PRRC1,PRRC1,0.99525833
WNT8A,WNT8A,0.99525195
GOLIM4,GOLIM4,0.99524665
KCNMA1,KCNMA1,0.9952441
ASB12,ASB12,0.9952424
SLC25A21,SLC25A21,0.9952421
LINGO3,LINGO3,0.99524075
SPTA1,SPTA1,0.99523836
NPHS1,NPHS1,0.9952373
FAF1,FAF1,0.9952301
PPM1G,PPM1G,0.9952301
CRY2,CRY2,0.99522173
IPP,IPP,0.99521536
DAPK1,DAPK1,0.99521327
FBXO38,FBXO38,0.9952036
VSTM2B,VSTM2B,0.9952006
RHOU,RHOU,0.9951971
TCF15,TCF15,0.9951886
TMEM65,TMEM65,0.9951881
