microcebus gene name,human gene name,correlation
UNC45B,UNC45B,0.9982078
TP53INP1,TP53INP1,0.9982052
PDZD8,PDZD8,0.9982051
GEMIN5,GEMIN5,0.998204
PPM1G,PPM1G,0.9982016
NALF1,NALF1,0.9982014
VANGL1,VANGL1,0.99819946
SCRT2,SCRT2,0.99819916
SIPA1L2,SIPA1L2,0.9981978
HEPHL1,HEPHL1,0.998196
ARHGEF6,ARHGEF6,0.9981953
NUTF2,NUTF2,0.99819523
EEIG2,FAM102B,0.9981873
FREM2,FREM2,0.99818695
AFAP1L1,AFAP1L1,0.9981868
TSPAN13,TSPAN13,0.9981867
ASB6,ASB6,0.99818486
TXN,TXN,0.9981829
PLXNA2,PLXNA2,0.99818236
BTBD17,BTBD17,0.99818146
KDF1,KDF1,0.99818105
SEMA6C,SEMA6C,0.99817944
PSAT1,PSAT1,0.9981794
CLSTN2,CLSTN2,0.99817866
HTR1F,HTR1F,0.9981724
NKRF,NKRF,0.9981696
FAM200C,ZBED8,0.99816847
KLHDC3,KLHDC3,0.99815804
RNF122,RNF122,0.99815583
CNTNAP5,CNTNAP5,0.9981557
RAB3C,RAB3C,0.99815214
PTGES3,PTGES3,0.9981516
MED8,MED8,0.99815094
TMEM200A,TMEM200A,0.9981495
SPART,SPART,0.998137
TUB,TUB,0.99813586
SKIDA1,SKIDA1,0.9981333
HOXD13,HOXD13,0.99813205
C8orf88,C8orf88,0.9981318
KLHL40,KLHL40,0.998124
LGR4,LGR4,0.99812376
KCNK3,KCNK3,0.9981214
STOML3,STOML3,0.99811876
WIPI2,WIPI2,0.99811745
SCAMP3,SCAMP3,0.99810976
FOXO4,FOXO4,0.99810666
CCDC134,CCDC134,0.99810624
IARS2,IARS2,0.99810386
ASCL1,ASCL1,0.9981038
JRKL,JRKL,0.9981037
ACVR1C,ACVR1C,0.9981025
TAC1,TAC1,0.99809736
RASL10B,RASL10B,0.998096
ISL1,ISL1,0.99808997
ZNF507,ZNF507,0.9980859
RPS7,RPS7,0.99808383
GDF5,GDF5,0.9980808
RASA1,RASA1,0.9980802
TRPC6,TRPC6,0.9980774
PCDH8,PCDH8,0.9980748
TENM2,TENM2,0.9980745
SCAF8,SCAF8,0.9980735
OBI1,OBI1,0.9980726
ACVR2B,ACVR2B,0.99806035
MFSD14B,MFSD14B,0.99805987
MMD2,MMD2,0.99805814
GRPR,GRPR,0.99805135
CELF2,CELF2,0.99803996
SLC18A2,SLC18A2,0.9980358
SLC5A7,SLC5A7,0.9980345
DPH3,DPH3,0.99803007
ULK1,ULK1,0.99802667
ATG9B,ATG9B,0.99802583
VAV2,VAV2,0.99802166
KCNF1,KCNF1,0.99801797
GALNT16,GALNT16,0.99801046
PDE6C,PDE6C,0.9980058
CCND2,CCND2,0.99800104
SOX7,SOX7,0.9979997
SPATA2,SPATA2,0.9979979
KIF26B,KIF26B,0.99799454
PLCB3,PLCB3,0.99799347
DENND2C,DENND2C,0.997991
USP47,USP47,0.9979896
MSX1,MSX1,0.9979869
MAP7,MAP7,0.9979866
SETD1B,SETD1B,0.99798405
CLDN11,CLDN11,0.9979815
ZNF512,ZNF512,0.9979786
VAV1,VAV1,0.9979744
FOXC2,FOXC2,0.9979726
ZNF608,ZNF608,0.99796915
PGRMC1,PGRMC1,0.99796885
NPPC,NPPC,0.99796873
CDC37L1,CDC37L1,0.99796015
GPC6,GPC6,0.99795943
RP2,RP2,0.99795914
TUBB1,TUBB1,0.9979591
KCNG3,KCNG3,0.997957
COLEC12,COLEC12,0.997956
HNF1B,HNF1B,0.99794906
MAPK11,MAPK11,0.99794835
H2BC26,H2BU1,0.99794436
OTUD3,OTUD3,0.99794275
TIMELESS,TIMELESS,0.9979423
HOXB7,HOXB7,0.99794155
MYH7,MYH7,0.99794126
NHLRC2,NHLRC2,0.9979384
GOPC,GOPC,0.99793285
TTC9,TTC9,0.9979213
LNPEP,LNPEP,0.9979193
EDIL3,EDIL3,0.99791485
RTN4IP1,RTN4IP1,0.99791175
IQGAP3,IQGAP3,0.9979109
LAMP5,LAMP5,0.9979097
CNNM3,CNNM3,0.99790615
AKAP11,AKAP11,0.9979023
EIF4EBP1,EIF4EBP1,0.99789786
TFCP2L1,TFCP2L1,0.9978978
ZNF282,ZNF282,0.99789166
NTN3,NTN3,0.99788994
ELMOD1,ELMOD1,0.9978813
RHO,RHO,0.9978813
TRIM67,TRIM67,0.99788094
ALDH18A1,ALDH18A1,0.9978762
CAMK2G,CAMK2G,0.99787617
SYDE2,SYDE2,0.9978748
ANKRD13C,ANKRD13C,0.9978716
ADRA2B,ADRA2B,0.9978699
DLX2,DLX2,0.9978653
MRGBP,MRGBP,0.99786055
GREM2,GREM2,0.99785733
PAK5,PAK5,0.99785334
DRD1,DRD1,0.99785286
CRTAP,CRTAP,0.9978528
TECPR2,TECPR2,0.99784917
KHDRBS2,KHDRBS2,0.9978411
ADRA1D,ADRA1D,0.99784064
GAREM2,GAREM2,0.99784034
CPEB3,CPEB3,0.9978398
TRPC7,TRPC7,0.9978385
POLR3C,POLR3C,0.997838
XPR1,XPR1,0.99783665
UBE2J1,UBE2J1,0.9978361
TAL1,TAL1,0.9978357
SASS6,SASS6,0.9978245
AOC2,AOC2,0.9978237
PCID2,PCID2,0.99782336
KICS2,KICS2,0.9978231
CLMP,CLMP,0.9978223
KLHL4,KLHL4,0.9978216
ZNF777,ZNF777,0.99782085
LPAR3,LPAR3,0.9978167
SLC16A9,SLC16A9,0.99781513
COLEC10,COLEC10,0.99781084
ZNF629,ZNF629,0.9978108
FBXO30,FBXO30,0.9978095
BABAM2,BABAM2,0.9978073
GRIK1,GRIK1,0.9978046
GPR3,GPR3,0.99779946
ARHGEF11,ARHGEF11,0.9977986
SGSM1,SGSM1,0.99779713
GNAT3,GNAT3,0.99779505
ZDHHC15,ZDHHC15,0.99779195
NRF1,NRF1,0.99779016
OGT,OGT,0.99778974
PRKAR2B,PRKAR2B,0.99778587
C17orf113,C17orf113,0.9977801
VWC2L,VWC2L,0.997779
NIM1K,NIM1K,0.997771
SLC25A11,SLC25A11,0.9977686
RBM10,RBM10,0.99776745
GABRR2,GABRR2,0.9977654
ZSWIM3,ZSWIM3,0.997763
RFX6,RFX6,0.9977606
DUSP4,DUSP4,0.9977602
SLC1A4,SLC1A4,0.99775726
CDC20,CDC20,0.9977538
HPSE2,HPSE2,0.99775237
GCN1,GCN1,0.9977462
MAFA,MAFA,0.99774355
LHX8,LHX8,0.99774283
RUSC2,RUSC2,0.99774253
NYAP2,NYAP2,0.9977424
PRPH2,PRPH2,0.99774176
OIT3,OIT3,0.99774045
DLX5,DLX5,0.99773955
CUX1,CUX1,0.9977307
NRTN,NRTN,0.9977281
SLC16A8,SLC16A8,0.9977266
RAPSN,RAPSN,0.997719
TOPORS,TOPORS,0.9977173
ALX4,ALX4,0.997716
XAB2,XAB2,0.9977143
RAD21,RAD21,0.997714
DIPK1A,DIPK1A,0.9977097
MED28,MED28,0.9977059
RAB25,RAB25,0.9977046
PLXDC2,PLXDC2,0.99769527
LURAP1L,LURAP1L,0.99769455
KIRREL3,KIRREL3,0.9976922
TRERF1,TRERF1,0.997692
BAG2,BAG2,0.9976918
RPS6KA6,RPS6KA6,0.9976898
MOSPD1,MOSPD1,0.9976889
PLEC,PLEC,0.9976844
ARRDC4,ARRDC4,0.99768305
DES,DES,0.99768174
NDST3,NDST3,0.9976799
WBP4,WBP4,0.9976798
RHOBTB1,RHOBTB1,0.9976789
PNMA1,PNMA1,0.99767834
BRINP2,BRINP2,0.9976749
POFUT1,POFUT1,0.99766684
RAB11FIP2,RAB11FIP2,0.99766517
HNRNPUL2,HNRNPUL2,0.99766463
CRYGS,CRYGS,0.99766177
ABCF2,ABCF2-H2BE1,0.9976597
CNNM4,CNNM4,0.9976577
FLNC,FLNC,0.99765235
MACIR,MACIR,0.99765116
PLCB4,PLCB4,0.9976498
PDX1,PDX1,0.9976492
STRN,STRN,0.99764436
RAD54L2,RAD54L2,0.99763423
MAPRE3,MAPRE3,0.997634
CAPZA1,CAPZA1,0.99763036
PPP1R9B,PPP1R9B,0.9976289
UNC5CL,UNC5CL,0.9976224
IGSF9,IGSF9,0.9976189
SPIN4,SPIN4,0.99761534
ARL4D,ARL4D,0.99760497
KCNIP3,KCNIP3,0.9976016
EYA3,EYA3,0.9976006
RAB11FIP5,RAB11FIP5,0.9975974
TIPARP,TIPARP,0.99759614
PACSIN1,PACSIN1,0.9975953
MTA2,MTA2,0.9975951
CDC42BPG,CDC42BPG,0.9975907
FBXL4,FBXL4,0.9975862
RNF208,RNF208,0.99758583
ACTR3B,ACTR3B,0.9975823
ARHGAP39,ARHGAP39,0.9975813
NCOA1,NCOA1,0.99758095
LMOD2,LMOD2,0.9975782
MYO16,MYO16,0.9975752
PDLIM1,PDLIM1,0.9975702
RPRML,RPRML,0.99756724
P4HA1,P4HA1,0.99756414
CCR4,CCR4,0.9975592
DXO,DXO,0.9975581
RAP1GAP2,RAP1GAP2,0.9975577
PHF13,PHF13,0.99755394
GUCY1A2,GUCY1A2,0.9975535
ADPRS,ADPRS,0.9975513
PRPF3,PRPF3,0.9975513
ACER2,ACER2,0.9975488
EPHX4,EPHX4,0.99754864
RNF144B,RNF144B,0.99754643
SMG5,SMG5,0.997546
DEPDC7,DEPDC7,0.9975439
DNAJB9,DNAJB9,0.99754214
THAP4,THAP4,0.9975399
LRATD2,LRATD2,0.9975351
EYA4,EYA4,0.99752957
ZMYND11,ZMYND11,0.99752915
EPHA1,EPHA1,0.9975275
CDKN2C,CDKN2C,0.9975248
NEURL4,NEURL4,0.99752194
PDE6H,PDE6H,0.9975206
TPPP,TPPP,0.9975199
NRGN,NRGN,0.99751663
SNAPIN,SNAPIN,0.9975152
SHTN1,SHTN1,0.99751514
NYAP1,NYAP1,0.9975098
PAK3,PAK3,0.9975088
ZMAT5,ZMAT5,0.99750566
PSME4,PSME4,0.9975028
ZNF157,ZNF157,0.997502
HS3ST4,HS3ST4,0.9974985
HOXD4,HOXD4,0.99749464
PANX3,PANX3,0.9974893
KCNJ5,KCNJ5,0.9974876
LANCL3,LANCL3,0.99748564
GRIK4,GRIK4,0.99747694
LHFPL1,LHFPL1,0.9974766
E2F1,E2F1,0.9974762
NKAP,NKAP,0.99747574
CELF3,CELF3,0.9974742
HCN3,HCN3,0.9974742
IQSEC1,IQSEC1,0.9974732
NUDT11,NUDT11,0.99746734
SMPX,SMPX,0.99746734
ZNF592,ZNF592,0.99746567
CARNS1,CARNS1,0.9974619
PYGO2,PYGO2,0.99745435
MYH6,MYH6,0.99745375
CBLL1,CBLL1,0.9974494
MAOB,MAOB,0.997448
MIDN,MIDN,0.997444
JPH2,JPH2,0.9974359
ANAPC10,ANAPC10,0.9974352
SLC35A1,SLC35A1,0.99742967
WNT6,WNT6,0.99742895
TLR7,TLR7,0.9974284
GSC,GSC,0.9974227
TRIM9,TRIM9,0.99741685
XDH,XDH,0.9974128
LGR5,LGR5,0.9974065
PRPF4,PRPF4,0.9974059
HNRNPLL,HNRNPLL,0.99740565
CLK2,CLK2,0.9974043
SH3RF3,SH3RF3,0.99740404
CEBPA,CEBPA,0.9973951
NFIC,NFIC,0.99738556
RTN4RL2,RTN4RL2,0.9973852
PDZRN4,PDZRN4,0.9973834
NWD2,NWD2,0.99738276
ZNF771,ZNF771,0.99738204
RNF43,RNF43,0.9973783
ABCD3,ABCD3,0.9973746
MTF1,MTF1,0.99737376
SOX17,SOX17,0.99737346
RGS19,RGS19,0.9973731
DSTYK,DSTYK,0.99736977
ZNF25,ZNF25,0.9973681
ARG2,ARG2,0.99736506
PFDN4,PFDN4,0.9973643
KRT25,KRT25,0.9973641
SCMH1,SCMH1,0.99736214
ADGRL3,ADGRL3,0.9973606
FARSB,FARSB,0.9973588
CSRP2,CSRP2,0.9973561
TPD52L2,TPD52L2,0.9973541
TFG,TFG,0.9973494
BHLHE22,BHLHE22,0.9973421
CHTOP,CHTOP,0.99734205
PDE1A,PDE1A,0.99734163
SNRPN,SNRPN,0.99733573
ILDR2,ILDR2,0.9973346
CITED2,CITED2,0.997334
DNMBP,DNMBP,0.9973326
HSPA13,HSPA13,0.9973317
NAA20,NAA20,0.99733126
GLCE,GLCE,0.9973244
TTC9B,TTC9B,0.99732125
TXLNG,TXLNG,0.99731934
TRIAP1,TRIAP1,0.9973182
LDLRAP1,LDLRAP1,0.99731755
GUCY2D,GUCY2D,0.99730915
YOD1,YOD1,0.99730885
ZNF605,ZNF605,0.9973086
SYNGR1,SYNGR1,0.9973029
FUT11,FUT11,0.99730206
KRT14,KRT14,0.99730176
CLSPN,CLSPN,0.9973004
LRRC73,LRRC73,0.9972991
NRBF2,NRBF2,0.9972984
SST,SST,0.9972966
SLC35G2,SLC35G2,0.99729174
TBC1D12,TBC1D12,0.9972906
RXFP2,RXFP2,0.99728906
TBC1D13,TBC1D13,0.99728346
RASSF9,RASSF9,0.99728304
TRUB1,TRUB1,0.9972748
ANOS1,ANOS1,0.9972682
TRABD,TRABD,0.99726516
PABPC4L,PABPC4L,0.99725866
EPC1,EPC1,0.997258
PLCD1,PLCD1,0.9972514
EDEM2,EDEM2,0.99725056
AHR,AHR,0.9972356
RBAK,RBAK,0.997235
GNE,GNE,0.997232
TMEM47,TMEM47,0.99723047
SMARCA5,SMARCA5,0.99722886
ZNF703,ZNF703,0.99722594
NFE2,NFE2,0.9972214
NFIB,NFIB,0.99722016
PAX5,PAX5,0.99722016
KRT35,KRT35,0.99721545
KAT2B,KAT2B,0.99721205
TUBB4B,TUBB4B,0.9972079
ZBTB10,ZBTB10,0.9972068
DACT3,DACT3,0.997206
GLP1R,GLP1R,0.99720544
CADM4,CADM4,0.99720436
HOXA5,HOXA5,0.9972035
RNF6,RNF6,0.99720085
HOXB2,HOXB2,0.9971995
MARCHF4,MARCHF4,0.99719375
ARFIP1,ARFIP1,0.99719334
RAX2,RAX2,0.9971926
AUH,AUH,0.9971857
ARHGAP35,ARHGAP35,0.99717814
TDRD1,TDRD1,0.99717784
SYNDIG1,SYNDIG1,0.99717164
RBBP5,RBBP5,0.9971712
GPR6,GPR6,0.99716157
ADGRL2,ADGRL2,0.9971613
HTR6,HTR6,0.9971596
C1QL4,C1QL4,0.9971583
OVOL2,OVOL2,0.99715304
TNIK,TNIK,0.99715215
USO1,USO1,0.99714994
RCAN2,RCAN2,0.99714696
KRT85,KRT85,0.99714285
CD2AP,CD2AP,0.99714154
MSC,MSC,0.99714094
KCNK5,KCNK5,0.9971374
SNAPC1,SNAPC1,0.99713606
ADAMTSL3,ADAMTSL3,0.99713516
RPP25L,RPP25L,0.99712336
PLA2G4E,PLA2G4E,0.99712026
BCLAF1,BCLAF1,0.99711996
WASF2,WASF2,0.99710846
GDF11,GDF11,0.9970967
SP5,SP5,0.9970967
NOL12,NOL12,0.99708855
EDEM3,EDEM3,0.9970846
NTNG1,NTNG1,0.99707407
POGLUT2,POGLUT2,0.9970726
SKI,SKI,0.9970692
TRABD2B,TRABD2B,0.9970691
TESK2,TESK2,0.997067
NUDCD3,NUDCD3,0.9970662
CLRN2,CLRN2,0.9970638
HTR2B,HTR2B,0.9970619
MIX23,MIX23,0.9970618
PMCH,PMCH,0.99705917
GTSF1,GTSF1,0.99705905
GPR83,GPR83,0.99705696
TUFT1,TUFT1,0.9970549
ATP2B2,ATP2B2,0.99704075
ARVCF,ARVCF,0.9970399
DNALI1,DNALI1,0.9970396
ZCCHC3,ZCCHC3,0.9970341
DYRK1B,DYRK1B,0.9970306
CREG2,CREG2,0.9970295
KLHL31,KLHL31,0.9970238
LRRC58,LRRC58,0.99702245
CHRDL1,CHRDL1,0.9970194
HABP4,HABP4,0.99701846
GPR87,GPR87,0.997015
OR5M3,OR5M3,0.99701065
HNRNPAB,HNRNPAB,0.9970095
N4BP3,N4BP3,0.99700284
MCHR2,MCHR2,0.9970005
MRPS10,MRPS10,0.99699986
KCNA3,KCNA3,0.99699575
CGGBP1,CGGBP1,0.9969904
DAZAP1,DAZAP1,0.99698913
TAOK2,TAOK2,0.99698627
DENND2D,DENND2D,0.99698377
RBM27,RBM27,0.9969834
PCK1,PCK1,0.9969828
CAVIN1,CAVIN1,0.9969807
CYBB,CYBB,0.9969805
BFSP2,BFSP2,0.9969781
ATAT1,ATAT1,0.99697703
CNTNAP4,CNTNAP4,0.99697393
RASA3,RASA3,0.9969736
PLCXD2,PLCXD2,0.99697113
SHOC2,SHOC2,0.99696296
GALR3,GALR3,0.9969538
HOXC12,HOXC12,0.9969513
ZNF699,ZNF699,0.99694943
SCYL3,SCYL3,0.99694616
FASTK,FASTK,0.9969461
SLC6A7,SLC6A7,0.9969458
HSPB2,HSPB2,0.99694496
NUS1,NUS1,0.99694115
NIBAN2,NIBAN2,0.99694055
CELSR3,CELSR3,0.9969351
CCDC126,CCDC126,0.99693435
CDH7,CDH7,0.99692947
NKD1,NKD1,0.9969263
TMEM167A,TMEM167A,0.9969254
EPHB3,EPHB3,0.99692076
UFL1,UFL1,0.9969098
SIM1,SIM1,0.996907
FOXJ2,FOXJ2,0.9969064
SLC10A7,SLC10A7,0.99690616
HIC2,HIC2,0.9969045
BRIX1,BRIX1,0.99690014
TMEM86A,TMEM86A,0.99689716
LYSMD1,LYSMD1,0.9968908
ASB14,ASB14,0.99688876
GOLIM4,GOLIM4,0.9968862
CCNA2,CCNA2,0.99688065
ENOX2,ENOX2,0.9968794
TNFRSF21,TNFRSF21,0.99687856
NOP14,NOP14,0.9968763
VBP1,VBP1,0.9968742
MYF5,MYF5,0.99687195
ACVR2A,ACVR2A,0.996871
ORAI1,ORAI1,0.9968665
TBX3,TBX3,0.9968643
STMN1,STMN1,0.9968589
ADORA1,ADORA1,0.9968539
GSX1,GSX1,0.9968512
PTGER3,PTGER3,0.99684864
C1orf52,C1orf52,0.99684495
BTG2,BTG2,0.99683213
HIPK2,HIPK2,0.99683106
CCDC170,CCDC170,0.9968308
LMF2,LMF2,0.99683046
GFI1,GFI1,0.99682856
HOXB13,HOXB13,0.9968256
GCNT4,GCNT4,0.99682444
DUSP5,DUSP5,0.9968076
THAP7,THAP7,0.99680436
ODR4,ODR4,0.99679935
LRRC15,LRRC15,0.99679816
GRIK3,GRIK3,0.9967893
ERLIN1,ERLIN1,0.9967849
RGS2,RGS2,0.9967801
PROKR2,PROKR2,0.9967734
TIMP4,TIMP4,0.99677116
IPMK,IPMK,0.9967709
MBNL1,MBNL1,0.9967703
URB1,URB1,0.9967686
CYB561D2,CYB561D2,0.99676627
SYTL5,SYTL5,0.99676055
BAHCC1,BAHCC1,0.9967599
DSC1,DSC1,0.99675715
RUNX3,RUNX3,0.9967554
KLHL30,KLHL30,0.99675274
TRIM46,TRIM46,0.9967523
NDC1,NDC1,0.996749
NXT1,NXT1,0.996749
DPH5,DPH5,0.9967441
KCNH4,KCNH4,0.99674267
RAB1A,RAB1A,0.9967395
LTV1,LTV1,0.99673873
MPP7,MPP7,0.99673826
SFT2D1,SFT2D1,0.9967382
C7,C7,0.9967356
PPP1R3C,PPP1R3C,0.99673474
MRC1,MRC1,0.9967339
MYOZ1,MYOZ1,0.99672955
POF1B,POF1B,0.9967285
PHAX,PHAX,0.9967267
TAB1,TAB1,0.99672073
VPS26C,VPS26C,0.9967171
NKX3-2,NKX3-2,0.9967132
RDH14,RDH14,0.9967069
ZBTB24,ZBTB24,0.9967045
DBX2,DBX2,0.9966996
LSM11,LSM11,0.9966982
TRAF6,TRAF6,0.9966976
PYGM,PYGM,0.9966891
CLCF1,CLCF1,0.9966885
VWC2,VWC2,0.996682
SLC9A2,SLC9A2,0.9966716
MPHOSPH10,MPHOSPH10,0.9966711
PLXNA4,PLXNA4,0.99667096
SAMD4A,SAMD4A,0.9966708
TMEM233,TMEM233,0.99666977
LEPR,LEPR,0.9966684
SLC26A5,SLC26A5,0.99666655
HKDC1,HKDC1,0.99666524
UBAC1,UBAC1,0.99665993
PLA2R1,PLA2R1,0.9966568
EPB41L5,EPB41L5,0.99665457
GCG,GCG,0.99665344
MBOAT1,MBOAT1,0.9966521
MFHAS1,MFHAS1,0.9966506
GLUL,GLUL,0.99664843
PHF24,PHF24,0.9966469
ZNFX1,ZNFX1,0.9966469
GNG13,GNG13,0.99664104
TRIM42,TRIM42,0.9966388
CDX1,CDX1,0.9966364
FRMPD4,FRMPD4,0.9966335
ANGPT2,ANGPT2,0.99663323
RXRG,RXRG,0.99663186
TLCD5,TLCD5,0.99662685
SH3BP5L,SH3BP5L,0.99662507
ABL2,ABL2,0.99662423
TMCC2,TMCC2,0.99662083
CD2BP2,CD2BP2,0.9966199
CCN2,CCN2,0.9966162
CNPY3,CNPY3,0.99661493
SNRPB2,SNRPB2,0.9966141
LRRC40,LRRC40,0.9966097
IGIP,IGIP,0.99660075
TGFBRAP1,TGFBRAP1,0.9966007
GPR180,GPR180,0.9966003
KCNIP2,KCNIP2,0.9965978
XRCC6,XRCC6,0.99659413
NHSL3,KIAA1522,0.99658906
ZFYVE27,ZFYVE27,0.9965847
FAM83C,FAM83C,0.99658394
EFR3B,EFR3B,0.99658066
VDAC1,VDAC1,0.99658006
ENPP4,ENPP4,0.9965789
SSC4D,SSC4D,0.99657685
TLL2,TLL2,0.9965727
HS3ST6,HS3ST6,0.9965719
HEXIM2,HEXIM2,0.9965671
ADAMTS3,ADAMTS3,0.9965651
NOS2,NOS2,0.99656105
TRAPPC4,TRAPPC4,0.9965527
MOB1B,MOB1A,0.99654937
SH3BGRL2,SH3BGRL2,0.99654704
FHIP1B,FHIP1B,0.9965441
BMP6,BMP6,0.99654394
RIN2,RIN2,0.99654365
STX1B,STX1B,0.99654233
CCDC158,CCDC158,0.99654055
BAHD1,BAHD1,0.99653995
SCG5,SCG5,0.99653643
FAM110B,FAM110B,0.9965354
DYNC1I1,DYNC1I1,0.99653393
PGAM2,PGAM2,0.99653137
NLK,NLK,0.99652666
GTF2F2,GTF2F2,0.99652535
MFAP4,MFAP4,0.9965248
TMEM170B,TMEM170B,0.9965246
CHAF1B,CHAF1B,0.99652165
ZNF182,ZNF182,0.9965202
KLHL34,KLHL34,0.9965171
IKZF3,IKZF3,0.9965158
CALN1,CALN1,0.99651325
SRPX,SRPX,0.996512
SCN4A,SCN4A,0.9965114
FAM222A,FAM222A,0.99650985
WDR37,WDR37,0.996509
ABTB2,ABTB2,0.99650884
CHKB,CHKB,0.99650633
TBC1D21,TBC1D21,0.99650156
CILP2,CILP2,0.99650145
POP7,POP7,0.9964967
ISM1,ISM1,0.99649644
LY75,LY75,0.99649376
CILK1,CILK1,0.9964899
NR3C2,NR3C2,0.9964887
WNT16,WNT16,0.996487
LRRTM3,LRRTM3,0.9964857
IP6K1,IP6K1,0.99648446
SLC6A3,SLC6A3,0.99648327
MTCH2,MTCH2,0.9964805
EXT2,EXT2,0.99648046
DNAJC14,DNAJC14,0.9964804
DBNDD2,DBNDD2,0.99647886
LTK,LTK,0.9964751
GCLM,GCLM,0.99647474
KRT1,KRT1,0.99647385
S100A4,S100A4,0.9964675
ARFIP2,ARFIP2,0.9964658
S1PR2,S1PR2,0.99645543
PSMC4,PSMC4,0.9964542
BICD2,BICD2,0.9964518
RSPH9,RSPH9,0.99644935
PLCL2,PLCL2,0.9964487
PPARD,PPARD,0.9964471
GDF7,GDF7,0.99644697
RUNDC3A,RUNDC3A,0.9964461
SLFN14,SLFN14,0.996443
PTPN3,PTPN3,0.9964361
PLA2G4D,PLA2G4D,0.9964332
C1D,C1D,0.9964312
FAM89A,FAM89A,0.99642986
KAT14,KAT14,0.9964247
PPP1CA,PPP1CA,0.9964245
PHYHIP,PHYHIP,0.99642265
TOPAZ1,TOPAZ1,0.99642193
CCN3,CCN3,0.99641204
CNTFR,CNTFR,0.996412
NPM3,NPM3,0.9964083
BAIAP2L1,BAIAP2L1,0.9964067
C8orf76,C8orf76,0.9964057
GRAMD1A,GRAMD1A,0.9964043
USH2A,USH2A,0.9964036
ZNF454,ZNF454,0.9964025
NIT1,NIT1,0.99639904
ZIC5,ZIC5,0.9963968
KREMEN2,KREMEN2,0.9963949
MAGED1,MAGED1,0.9963891
DIAPH2,DIAPH2,0.9963873
RNF24,RNF24,0.9963834
CCDC149,CCDC149,0.99638283
BHLHE41,BHLHE41,0.9963828
PAIP2B,PAIP2B,0.99637544
VEGFC,VEGFC,0.9963698
ADAMTS8,ADAMTS8,0.9963685
PJA2,PJA2,0.9963667
CHRNG,CHRNG,0.9963663
BROX,BROX,0.9963645
ATP6V1E1,ATP6V1E1,0.9963623
CABP5,CABP5,0.9963605
JAKMIP3,JAKMIP3,0.99635965
HPF1,HPF1,0.99635905
TMEM255A,TMEM255A,0.99635684
UTP20,UTP20,0.99635565
GPAM,GPAM,0.99635327
BEX3,BEX3,0.99635154
CELSR2,CELSR2,0.99634665
KRT75,KRT75,0.99634314
DIS3,DIS3,0.9963408
MFAP2,MFAP2,0.99633604
ASB7,ASB7,0.99633443
GPR37,GPR37,0.99632925
GGPS1,GGPS1,0.99632615
INTS6L,INTS6L,0.9963236
EFNA3,EFNA3,0.9963223
EN2,EN2,0.99631983
SHISA4,SHISA4,0.9963094
TASOR,TASOR,0.99630284
BRWD3,BRWD3,0.9962995
SMIM30,SMIM30,0.9962976
KRT36,KRT36,0.99629015
TAGLN,TAGLN,0.9962827
LLGL1,LLGL1,0.9962817
CNIH3,CNIH3,0.9962806
UTP11,UTP11,0.99627966
STK16,STK16,0.99627066
PIGO,PIGO,0.99626994
SFN,SFN,0.9962669
DUSP23,DUSP23,0.9962632
SYNGAP1,SYNGAP1,0.9962593
CALHM2,CALHM2,0.9962588
JDP2,JDP2,0.99625635
BICRA,BICRA,0.9962506
ALOX5,ALOX5,0.99624425
AMELX,AMELX,0.99624264
TMEM183A,TMEM183A,0.9962395
H1-5,H1-5,0.9962384
SCX,SCX,0.9962355
SYNJ2BP,SYNJ2BP,0.9962354
BLTP3A,UHRF1BP1,0.9962332
GPR179,GPR179,0.9962308
FRZB,FRZB,0.9962295
DRD3,DRD3,0.9962292
SKOR1,SKOR1,0.99622285
PRSS56,PRSS56,0.9962221
ELFN2,ELFN2,0.9962202
PHACTR1,PHACTR1,0.99621993
GPR61,GPR61,0.9962184
SUFU,SUFU,0.9962183
TMEM242,TMEM242,0.9962156
PLK3,PLK3,0.9962111
AARS2,AARS2,0.996209
SCRT1,SCRT1,0.99620605
MARCHF9,MARCHF9,0.996205
C5,C5,0.9962034
SMIM35,SMIM35,0.99620247
SHISA7,SHISA7,0.99620163
PIM3,PIM3,0.9961975
TMEM65,TMEM65,0.99619526
SDF2L1,SDF2L1,0.99619174
CIB4,CIB4,0.9961913
RRAS,RRAS,0.99619037
PPP1R26,PPP1R26,0.9961771
KLF10,KLF10,0.9961766
SMCO4,SMCO4,0.996174
SLC7A2,SLC7A2,0.9961709
OPRM1,OPRM1,0.99616313
NCS1,NCS1,0.9961627
ATOH8,ATOH8,0.9961539
VEGFD,VEGFD,0.9961479
ZNF575,ZNF575,0.9961443
CLDN1,CLDN1,0.99613726
AIFM2,AIFM2,0.9961342
RSPO3,RSPO3,0.9961333
COPG2,COPG2,0.9961278
SNRK,SNRK,0.9961265
TENT5B,TENT5B,0.99612504
EBF1,EBF1,0.99612474
ABHD15,ABHD15,0.9961204
EIF5B,EIF5B,0.99610955
POU1F1,POU1F1,0.9961062
NYNRIN,NYNRIN,0.9961038
PLXNA3,PLXNA3,0.99610007
LRRC41,LRRC41,0.9960896
HSPA12B,HSPA12B,0.99608904
CTXND2,CTXND2,0.99608815
KAZALD1,KAZALD1,0.9960828
KRT82,KRT82,0.9960801
CACNG7,CACNG7,0.9960672
KRT71,KRT71,0.99606276
PDK4,PDK4,0.9960627
COL4A6,COL4A6,0.996059
PHF5A,PHF5A,0.9960564
