Gene name,Chimpanzee gene name
ZDHHC8,ZDHHC8
XKR9,XKR9
LONP2,LONP2
RNU6-742P,U6
VPS13A,VPS13A
FANCF,FANCF
MIR122,ptr-mir-122
ALPK2,ALPK2
ZNF287,ZNF287
SERGEF,SERGEF
CCAR1,CCAR1
PAG1,PAG1
FST,FST
RCBTB1,RCBTB1
SNORA108,SNORD28
RTRAF,RTRAF
RNU6-219P,U6
U8,U8
PTPRM,PTPRM
USP25,USP25
LRRC75A,LRRC75A
HDX,HDX
MANSC1,MANSC1
SULF1,SULF1
CCDC188,CCDC188
HIRA,HIRA
SNORD27,SNORD27
SKA3,SKA3
A2ML1,A2ML1
WSB1,WSB1
GHR,GHR
MRPL57,MRPL57
ZBTB46,ZBTB46
MICU2,MICU2
PABPC5,PABPC5
AKAP6,AKAP6
GDAP1L1,GDAP1L1
ARL13A,ARL13A
FOXC1,FOXC1
NHLRC1,NHLRC1
CDYL,CDYL
RNU6-59P,U6
MPV17L,MPV17L
FGF9,FGF9
RN7SL766P,Metazoa_SRP
ALG5,ALG5
BRWD3,BRWD3
ITFG1,ITFG1
COX7B2,COX7B2
MYL9,MYL9
CAT,CAT
MBOAT1,MBOAT1
SHROOM3,SHROOM3
RIOK1,RIOK1
SSTR1,SSTR1
EXOSC8,EXOSC8
TGIF2,TGIF2
RN7SL168P,Metazoa_SRP
UFD1,UFD1
CDH9,CDH9
DYNC1LI1,DYNC1LI1
PEMT,PEMT
CEP128,CEP128
EDA,EDA
ZFR2,ZFR2
SLA2,SLA2
ADAMTS12,ADAMTS12
CHM,CHM
KRTAP8-1,KRTAP8-1
SCD5,SCD5
ZNF143,ZNF143
KRTAP7-1,KRTAP7-1
KRTAP11-1,KRTAP11-1
SNX13,SNX13
KRTAP19-8,KRTAP19-8
SOD1,SOD1
ZNF77,ZNF77
Y_RNA,Y_RNA
NUP93,NUP93
MRPS26,MRPS26
L3MBTL4,L3MBTL4
KLF3,KLF3
ZNF318,ZNF318
BCAT1,BCAT1
OXT,OXT
GNA11,GNA11
NAA11,NAA11
AVP,AVP
EVC2,EVC2
DOP1B,DOP1B
ALDH1A2,ALDH1A2
POF1B,POF1B
RN7SL555P,Metazoa_SRP
UBOX5,UBOX5
ENOX1,ENOX1
DAAM2,DAAM2
C3orf20,C3H3orf20
MCIDAS,MCIDAS
KLHL4,KLHL4
DDRGK1,DDRGK1
ARMH4,ARMH4
BTBD2,BTBD2
CPD,CPD
CCDC122,CCDC122
UGT3A1,UGT3A1
CDC45,CDC45
ST8SIA5,ST8SIA5
LACC1,LACC1
NRDE2,NRDE2
ZWINT,ZWINT
ITPA,ITPA
LAMP1,LAMP1
C8orf34,C8H8orf34
ARHGAP28,ARHGAP28
GRTP1,GRTP1
CDH18,CDH18
MATK,MATK
STK38L,STK38L
KLHL7,KLHL7
CCDC85C,CCDC85C
DCUN1D2,DCUN1D2
ERVH48-1,ERVH48-1
LIPI,LIPI
ERG,ERG
TBX22,TBX22
MMUT,MMUT
ZCWPW2,ZCWPW2
CA3,CA3
BLMH,BLMH
NEO1,NEO1
LIN54,LIN54
CDH8,CDH8
RNU1-16P,U1
TMCO3,TMCO3
TRAM2,TRAM2
MOK,MOK
HNF4G,HNF4G
SLC15A5,SLC15A5
CDH12,CDH12
ANXA11,ANXA11
GYS2,GYS2
TGIF2LX,TGIF2LX
PGK2,PGK2
RNU6-1019P,U6
U3,U3
TBC1D22B,TBC1D22B
PLCL2,PLCL2
NBDY,NBDY
ELOVL5,ELOVL5
BPNT2,BPNT2
TPX2,TPX2
SH3BGRL,SH3BGRL
TFDP1,TFDP1
RELCH,RELCH
STAU2,STAU2
RAB3C,RAB3C
DBX1,DBX1
BORCS5,BORCS5
RAD23B,RAD23B
BBOX1,BBOX1
AHR,AHR
RAD18,RAD18
EMB,EMB
RNF8,RNF8
COQ7,COQ7
ADPRHL1,ADPRHL1
LMX1B,LMX1B
NSRP1,NSRP1
TRPM2,TRPM2
LUZP2,LUZP2
SEPTIN5,SEPTIN5
ELOVL7,ELOVL7
ZC3H13,ZC3H13
CLEC6A,CLEC6A
TWIST1,TWIST1
THAP9,THAP9
CENPQ,CENPQ
MALSU1,MALSU1
NEK5,NEK5
ITGA9,ITGA9
FJX1,FJX1
NOD1,NOD1
RUNX2,RUNX2
SYT10,SYT10
OR4C13,OR4C13
GSG1L,GSG1L
MAGEE2,MAGEE2
MINPP1,MINPP1
GK2,GK2
SLC6A14,SLC6A14
RRAS2,RRAS2
ITGA1,ITGA1
STAP1,STAP1
DAPK1,DAPK1
TFAM,TFAM
EPS8,EPS8
XK,XK
MYLK2,MYLK2
ATP10D,ATP10D
XPO4,XPO4
MRPL54,MRPL54
MYCBP2,MYCBP2
ARHGAP6,ARHGAP6
ZC3H7A,ZC3H7A
SP4,SP4
DOHH,DOHH
NXN,NXN
MYDGF,MYDGF
GRID1,GRID1
MPHOSPH8,MPHOSPH8
EFHB,EFHB
FOXS1,FOXS1
SPON1,SPON1
CRISP2,CRISP2
BCL2L1,BCL2L1
PSPC1,PSPC1
GP1BB,GP1BB
PDE4A,PDE4A
RN7SL166P,Metazoa_SRP
WDFY2,WDFY2
KIZ,KIZ
GNB1L,GNB1L
MYOF,MYOF
IGF2BP3,IGF2BP3
AP2B1,AP2B1
OR5L2,OR5L2
FOLH1,FOLH1
SGO1,SGO1
HMG20A,HMG20A
MMP2,MMP2
PPP2R2C,PPP2R2C
DHRS12,DHRS12
FAM151B,FAM151B
ATG2B,ATG2B
ATG4A,ATG4A
RTN4R,RTN4R
RNU6-81P,U6
MTREX,MTREX
MIR548X2,MIR548X2
PKHD1,PKHD1
MIR1286,ptr-mir-1286
TPTE2,TPTE2
DGCR6L,DGCR6L
C18orf32,C18H18orf32
Y_RNA,Y_RNA
SLC46A3,SLC46A3
APCDD1,APCDD1
CYP1A2,CYP1A2
TXNRD2,TXNRD2
RNU6-53P,U6
POMP,POMP
NAPG,NAPG
UGT2B7,UGT2B7
OVOL2,OVOL2
RPS6KA5,RPS6KA5
IGSF5,IGSF5
SLC27A2,SLC27A2
TNFSF11,TNFSF11
SNORD17,SNORD17
MGME1,MGME1
RAMP3,RAMP3
SYDE1,SYDE1
B3GALT5,B3GALT5
RN7SL14P,Metazoa_SRP
RNU2-56P,U2
RN7SKP74,7SK
PET117,PET117
CDCA7L,CDCA7L
LAMP5,LAMP5
SLC9B2,SLC9B2
MCM3AP,MCM3AP
TPP2,TPP2
CCL17,CCL17
GEM,GEM
HAPLN1,HAPLN1
TEKTL1,CCDC105
PARP11,PARP11
CRAMP1,CRAMP1
HHEX,HHEX
OR7C2,OR7C2
CYP4F12,CYP4F12
PSMF1,PSMF1
ALG11,ALG11
IREB2,IREB2
MMP16,MMP16
CCSER2,CCSER2
SOCS6,SOCS6
NUP58,NUP58
RNU6-120P,U6
VCAN,VCAN
AWAT2,AWAT2
SNRPD1,SNRPD1
ABHD3,ABHD3
PSMD10,PSMD10
CRACR2A,CRACR2A
AK7,AK7
PP2D1,PP2D1
CCL22,CCL22
PSKH2,PSKH2
BRINP1,BRINP1
PARM1,PARM1
CMTM6,CMTM6
PRDM14,PRDM14
DYNC1LI2,DYNC1LI2
TACR3,TACR3
N4BP2L2,N4BP2L2
KDSR,KDSR
ABCA13,ABCA13
GOLGA5,GOLGA5
FABP5,FABP5
REEP3,REEP3
LGSN,LGSN
SDCBP2,SDCBP2
SYN2,SYN2
DERA,DERA
ILVBL,ILVBL
BANK1,BANK1
PLPPR1,PLPPR1
HCN4,HCN4
SDHAF4,SDHAF4
TLL2,TLL2
PDP1,PDP1
CYB5R4,CYB5R4
NCBP1,NCBP1
EDC3,EDC3
TMEM260,TMEM260
YBEY,YBEY
TRPA1,TRPA1
CCNB3,CCNB3
ME1,ME1
SVIP,SVIP
VPS4B,VPS4B
SIRPB2,SIRPB2
BCL2L14,BCL2L14
NRBF2,NRBF2
DNAJC24,DNAJC24
UTP4,UTP4
POU3F4,POU3F4
CYP2C19,CYP2C19
LRRC63,LRRC63
RNU6-917P,U6
SIRPD,SIRPD
P2RY10,P2RY10
PCDH20,PCDH20
SAP18,SAP18
Metazoa_SRP,Metazoa_SRP
SNX21,SNX21
KRBOX4,KRBOX4
CYP4F8,CYP4F8
CYP26C1,CYP26C1
OR5D14,OR5D14
GRIP2,GRIP2
CDH17,CDH17
PIK3AP1,PIK3AP1
MAP2K5,MAP2K5
OR9Q1,OR9Q1
CAPSL,CAPSL
SERPINB5,SERPINB5
GCNT1,GCNT1
TRIM44,TRIM44
PCED1B,PCED1B
EFNB1,EFNB1
ATP12A,ATP12A
ACACA,ACACA
TLE1,TLE1
B4GALNT3,B4GALNT3
ZSWIM3,ZSWIM3
CDCA4,CDCA4
PPP1R2C,PPP1R2C
PLTP,PLTP
OSBP,OSBP
BCL2,BCL2
CYLC1,CYLC1
ANKRD62,ANKRD62
RIPPLY1,RIPPLY1
GZMK,GZMK
ZNF627,ZNF627
RNY1P7,Y_RNA
RNF17,RNF17
PRDM1,PRDM1
KAT2B,KAT2B
LGMN,LGMN
ARSB,ARSB
CXorf38,CXHXorf38
GPAT3,GPAT3
KAT6B,KAT6B
RNU6-324P,U6
CASP14,CASP14
CIDEA,CIDEA
RNU6-396P,U6
OR5B17,OR5B17
STRAP,STRAP
PRR5L,PRR5L
DCAF8L1,DCAF8L1
RFXANK,RFXANK
PANX2,PANX2
PDZD2,PDZD2
OTUD6A,OTUD6A
LPCAT2,LPCAT2
THOC2,THOC2
MTDH,MTDH
RNU6-170P,U6
MIR4319,MIR4319
PCIF1,PCIF1
CMC1,CMC1
MIR4526,MIR4526
FAM210A,FAM210A
TRABD,TRABD
THAP6,THAP6
GAS1,GAS1
FGD3,FGD3
ARHGEF7,ARHGEF7
ZNF335,ZNF335
CREB5,CREB5
POP1,POP1
RN7SL362P,Metazoa_SRP
XYLB,XYLB
RNMT,RNMT
SPRYD3,SPRYD3
PAQR8,PAQR8
COMMD9,COMMD9
CISD2,CISD2
GLYATL3,GLYATL3
FA2H,FA2H
CD109,CD109
H2AZ1,H2AZ1
ZSWIM6,ZSWIM6
MMP9,MMP9
ZFP91,ZFP91
VAT1L,VAT1L
FKBP1A,FKBP1A
TMEM117,TMEM117
ITGA2,ITGA2
MRPL1,MRPL1
MAPK12,MAPK12
KIF6,KIF6
ERICH5,ERICH5
MAF,MAF
GLYAT,GLYAT
PSMA4,PSMA4
TANGO6,TANGO6
CCNK,CCNK
SLC4A11,SLC4A11
HECW1,HECW1
SLCO5A1,SLCO5A1
SPMIP11,SPMIP11
ITM2A,ITM2A
SLC2A13,SLC2A13
TBCK,TBCK
INVS,INVS
Y_RNA,Y_RNA
EMILIN2,EMILIN2
CNTNAP4,CNTNAP4
CCDC179,CCDC179
FILIP1,FILIP1
SNORA70,SNORA70
RNU7-25P,U7
REDIC1,REDIC1
OR5I1,OR5I1
MYL12A,MYL12A
OR5W2,OR5W2
ASRGL1,ASRGL1
CLBA1,CLBA1
GPR63,GPR63
BABAM1,BABAM1
CYP39A1,CYP39A1
MAGEC2,MAGEC2
ALG10B,ALG10B
SLITRK4,SLITRK4
ZNF706,ZNF706
HTATSF1,HTATSF1
SETD3,SETD3
NTF3,NTF3
ELP4,ELP4
CNTN6,CNTN6
MYL12B,MYL12B
IBTK,IBTK
MAPK11,MAPK11
TFDP3,TFDP3
ZPBP,ZPBP
KRT76,KRT76
IGBP1,IGBP1
RNU6-857P,U6
SMC2,SMC2
DSC3,DSC3
CPNE8,CPNE8
SPANXN3,SPANXN3
COQ9,COQ9
DSC1,DSC1
NPSR1,NPSR1
AHNAK2,AHNAK2
IGHV1-24,IGHV1-24
TTC7B,TTC7B
DSG1,DSG1
C22orf39,C22H22orf39
CELA1,CELA1
CPLX3,CPLX3
CFAP20,CFAP20
NCAN,NCAN
MEI1,MEI1
PAPSS1,PAPSS1
RNU6-167P,U6
PSMA8,PSMA8
SMAGP,SMAGP
PRDM16,PRDM16
RFTN1,RFTN1
PWWP3B,PWWP3B
NIPBL,NIPBL
ULK3,ULK3
SUGP1,SUGP1
INMT,INMT
CCDC102A,CCDC102A
BRS3,BRS3
RESF1,RESF1
ASB12,ASB12
PPP4R1,PPP4R1
CDK8,CDK8
Y_RNA,Y_RNA
FOXC2,FOXC2
MIR33A,ptr-mir-33a
TNFRSF13C,TNFRSF13C
AMER1,AMER1
ZIC3,ZIC3
NAGA,NAGA
SUSD3,SUSD3
BCAR1,BCAR1
GPR68,GPR68
COPS4,COPS4
PDZRN4,PDZRN4
TPO,TPO
SPANXN1,SPANXN1
KCNK13,KCNK13
ABTB2,ABTB2
MAGEC3,MAGEC3
WRN,WRN
TDP1,TDP1
NR6A1,NR6A1
VWC2,VWC2
MED21,MED21
CMC4,CMC4
PEX10,PEX10
SFRP4,SFRP4
CMTM8,CMTM8
AKAP10,AKAP10
PATL1,PATL1
IDS,IDS
CHMP4B,CHMP4B
FGD5,FGD5
PHETA2,PHETA2
TBRG4,TBRG4
THAP2,THAP2
DKK2,DKK2
RN7SL678P,Metazoa_SRP
RNU7-167P,U7
HMGXB4,HMGXB4
SLC16A7,SLC16A7
CFAP97D2,CFAP97D2
RN7SL666P,Metazoa_SRP
EIF6,EIF6
CDC16,CDC16
AHNAK,AHNAK
PEX14,PEX14
ARHGEF38,ARHGEF38
SYCE1L,SYCE1L
STOM,STOM
RPL30,RPL30
NFATC1,NFATC1
TTC3,TTC3
GSE1,GSE1
ZNF25,ZNF25
BTC,BTC
LRRC4C,LRRC4C
BDH2,BDH2
MARCHF5,MARCHF5
SLC6A4,SLC6A4
SYT7,SYT7
Y_RNA,Y_RNA
PCNA,PCNA
SPIN1,SPIN1
PPP1R12A,PPP1R12A
SLC7A13,SLC7A13
MCM5,MCM5
CPEB3,CPEB3
MTCP1,MTCP1
CKMT2,CKMT2
SECISBP2,SECISBP2
CA13,CA13
ZNF85,ZNF85
CDS2,CDS2
CEP85L,CEP85L
CSPG4,CSPG4
EXOC6,EXOC6
GPR50,GPR50
NIPAL2,NIPAL2
SPSB1,SPSB1
AMPH,AMPH
LIPC,LIPC
RPL10L,RPL10L
GSTCD,GSTCD
SLC2A5,SLC2A5
PROKR2,PROKR2
SNX5,SNX5
ACTR10,ACTR10
IGSF1,IGSF1
CA2,CA2
SLC5A12,SLC5A12
ATG10,ATG10
TRAPPC12,TRAPPC12
PDCD6IP,PDCD6IP
HMOX1,HMOX1
MON1B,MON1B
UPF3A,UPF3A
ENPP5,ENPP5
MCHR2,MCHR2
RIDA,RIDA
GUCD1,GUCD1
ZNF714,ZNF714
TSPYL4,TSPYL4
SCGB1A1,SCGB1A1
ITGB2,ITGB2
GFRAL,GFRAL
CXCL6,CXCL6
NMNAT1,NMNAT1
STOML1,STOML1
G6PC1,G6PC1
BICC1,BICC1
TSPAN18,TSPAN18
RASGRF2,RASGRF2
TFAP2B,TFAP2B
POLR2K,POLR2K
ZFP90,ZFP90
CHAMP1,CHAMP1
TMIGD1,TMIGD1
POM121L12,POM121L12
COL19A1,COL19A1
CRTC1,CRTC1
PPA2,PPA2
ANKMY2,ANKMY2
GSKIP,GSKIP
DISP3,DISP3
WWP1,WWP1
ADI1,ADI1
NDFIP2,NDFIP2
COMMD7,COMMD7
BECN1,BECN1
SUMF1,SUMF1
BTRC,BTRC
SNTG2,SNTG2
PAK5,PAK5
KTN1,KTN1
CACNG2,CACNG2
MMEL1,MMEL1
SLC5A4,SLC5A4
ZCCHC14,ZCCHC14
GNRH2,GNRH2P
ZNF257,ZNF257
LARGE1,LARGE1
BANF2,BANF2
NCOA7,NCOA7
AP4E1,AP4E1
ZNF729,ZNF729
RNASEH1,RNASEH1
TRIQK,TRIQK
TMEFF1,TMEFF1
KLHL26,KLHL26
DOCK9,DOCK9
CCDC102B,CCDC102B
IMMP1L,IMMP1L
CTSZ,CTSZ
KLHL36,KLHL36
TMEM161A,TMEM161A
CNTD1,CNTD1
RBMS3,RBMS3
MLKL,MLKL
PNMA6F,PNMA6F
GOLPH3,GOLPH3
TRIL,TRIL
LAMA3,LAMA3
NACAD,NACAD
DNTT,DNTT
MTRES1,MTRES1
ITGB7,ITGB7
MED27,MED27
ANKRD34B,ANKRD34B
ZNF624,ZNF624
PRSS35,PRSS35
CNTF,CNTF
SMAP1,SMAP1
METTL15,METTL15
NUDT12,NUDT12
CIAPIN1,CIAPIN1
FAM171A1,FAM171A1
TMEM51,TMEM51
WNK4,WNK4
FUNDC2,FUNDC2
MSGN1,MSGN1
GPBP1,GPBP1
APOBEC3H,APOBEC3H
LDLRAD3,LDLRAD3
SMC6,SMC6
RNU2-52P,U2
ZNF33A,ZNF33A
TOP1,TOP1
ARPC5L,ARPC5L
RER1,RER1
OR5L1,OR5L1
PLIN2,PLIN2
TESMIN,TESMIN
RALYL,RALYL
UBA6,UBA6
KRTAP26-1,KRTAP26-1
LUC7L3,LUC7L3
KRTAP27-1,KRTAP27-1
KRTAP13-2,KRTAP13-2
KRTAP13-1,KRTAP13-1
ELOVL4,ELOVL4
KRTAP19-1,KRTAP19-1
KRTAP19-3,KRTAP19-3
KRTAP19-5,KRTAP19-5
VGLL2,VGLL2
ARMC6,ARMC6
KRTAP22-2,KRTAP22-2
KRTAP22-1,KRTAP22-1
GSTO1,GSTO1
SYT12,SYT12
KRTAP20-1,KRTAP20-1
KRTAP20-4,KRTAP20-4
CIMIP4,CIMIP4
KRTAP20-2,KRTAP20-2
KRTAP20-3,KRTAP20-3
KRTAP21-3,KRTAP21-3
KRTAP21-1,KRTAP21-1
RNU6-426P,U6
SNORD74B,SNORD74B
MIR99A,ptr-mir-99a
MIRLET7C,ptr-let-7c
MIR125B2,ptr-mir-125b-2
RNU1-98P,U1
TIAM1,TIAM1
RXRA,RXRA
STX7,STX7
ATP8B4,ATP8B4
TMEM19,TMEM19
RN7SL615P,Metazoa_SRP
PRNP,PRNP
PRND,PRND
RNU6-900P,U6
C22orf23,C22H22orf23
JPH3,JPH3
KCNV1,KCNV1
GRB10,GRB10
ACSS3,ACSS3
RASSF2,RASSF2
MTFR2,MTFR2
CDH11,CDH11
ARHGAP19,ARHGAP19
MUC15,MUC15
NDNF,NDNF
POLR2F,POLR2F
RN7SKP7,7SK
HSPH1,HSPH1
PBX3,PBX3
SLC22A13,SLC22A13
RNF128,RNF128
PLEKHB1,PLEKHB1
STPG2,STPG2
ENPP4,ENPP4
LRRN1,LRRN1
VPS13D,VPS13D
VGLL1,VGLL1
SENP6,SENP6
SLC9B1,SLC9B1
IGFBP6,IGFBP6
KCNH8,KCNH8
MSH3,MSH3
LRATD1,LRATD1
LHFPL1,LHFPL1
DPCD,DPCD
F8,F8
MIR6820,MIR6820
ASAP2,ASAP2
PICK1,PICK1
KRT2,KRT2
LOXL1,LOXL1
GNAI2,GNAI2
ZNF430,ZNF680
CHRNB3,CHRNB3
ANKRD40,ANKRD40
PAWR,PAWR
WDR59,WDR59
ABI3,ABI3
CLXN,CLXN
ZNF676,ZNF676
LMAN1L,LMAN1L
POLL,POLL
SH3BGR,SH3BGR
MAPKAP1,MAPKAP1
PPM1H,PPM1H
CYP4F3,CYP4F3
PRR32,PRR32
AFF2,AFF2
WFIKKN2,WFIKKN2
TSPYL5,TSPYL5
KCNS2,KCNS2
COA3,COA3
TMBIM6,TMBIM6
GNGT2,GNGT2
MTHFSD,MTHFSD
RAD54B,RAD54B
NTSR2,NTSR2
GATD3,GATD3
UGT2A3,UGT2A3
GALK2,GALK2
HADHA,HADHA
TNIP3,TNIP3
FBXL4,FBXL4
ABCC3,ABCC3
BAIAP2L2,BAIAP2L2
UBR5,UBR5
B3GLCT,B3GLCT
YDJC,YDJC
ARMC2,ARMC2
HMGN5,HMGN5
ZDHHC20,ZDHHC20
CCDC116,CCDC116
CD180,CD180
AZI2,AZI2
RNY1P5,Y_RNA
SDF2L1,SDF2L1
MBNL2,MBNL2
ZNF675,ZNF723
IL7R,IL7R
SEC24B,SEC24B
MIR301B,ptr-mir-301b
KRTAP6-2,KRTAP6-2
KRTAP6-1,KRTAP6-1
PPIL2,PPIL2
FGF3,FGF3
FAM204A,FAM204A
TM6SF2,TM6SF2
MAP7D3,MAP7D3
ADGRG5,ADGRG5
HACE1,HACE1
PDCL,PDCL
SKAP2,SKAP2
ROR2,ROR2
SUGP2,SUGP2
OSR1,OSR1
RGS7BP,RGS7BP
TTC32,TTC32
ICOSLG,ICOSLG
GNAT1,GNAT1
PIEZO1,PIEZO1
EFR3B,EFR3B
FBXW4,FBXW4
CCNO,CCNO
GKAP1,GKAP1
DCAF12L1,DCAF12L1
CAMK4,CAMK4
TBC1D8B,TBC1D8B
CHRNA3,CHRNA3
YPEL1,YPEL1
BIN2,BIN2
PDCD11,PDCD11
HYAL1,HYAL1
STK17A,STK17A
GOLGA1,GOLGA1
RN7SL280P,Metazoa_SRP
ZNF74,ZNF74
MEF2B,MEF2B
TAF1D,TAF1D
EFCAB11,EFCAB11
AGMO,AGMO
MORC4,MORC4
GNAL,GNAL
DNAAF4,DNAAF4
SEC31A,SEC31A
TENT5A,TENT5A
CAMSAP1,CAMSAP1
ZNF804B,ZNF804B
KCTD6,KCTD6
NDUFS4,NDUFS4
KLHL22,KLHL22
BVES,BVES
RBP7,RBP7
RAB5A,RAB5A
PCID2,PCID2
SEMA3A,SEMA3A
BEST3,BEST3
GPR157,GPR157
CX3CL1,CX3CL1
ZBTB40,ZBTB40
RMDN3,RMDN3
STARD4,STARD4
RNY1P9,Y_RNA
CFDP1,CFDP1
Y_RNA,Y_RNA
RN7SL812P,Metazoa_SRP
RN7SL660P,Metazoa_SRP
GREB1,GREB1
RNU6-1261P,U6
RNU6-7,U6
RNU6-301P,U6
SNORA70,SNORA70
PCNT,PCNT
Y_RNA,Y_RNA
MIR4708,MIR4708
RN7SL598P,Metazoa_SRP
RN7SKP99,7SK
RN7SL683P,Metazoa_SRP
FAM229B,FAM229B
RNU6-552P,U6
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
Y_RNA,Y_RNA
RNU6-976P,U6
RNU7-30P,U7
SNORA11B,SNORA11B
RN7SKP107,7SK
Y_RNA,Y_RNA
Y_RNA,Y_RNA
RN7SL714P,Metazoa_SRP
RNU2-33P,U2
RNU6-91P,U6
ANO10,ANO10
FAM184A,FAM184A
FCHSD2,FCHSD2
DDTL,DDTL
PNLIPRP3,PNLIPRP3
CABIN1,CABIN1
NUDT7,NUDT7
HAPLN4,HAPLN4
VKORC1L1,VKORC1L1
NPHP4,NPHP4
THNSL1,THNSL1
ZNF728,ZNF728
PTPN3,PTPN3
DAD1,DAD1
RHOBTB1,RHOBTB1
FOXL1,FOXL1
CHRNA5,CHRNA5
ZFP1,ZFP1
BLVRA,BLVRA
ARB2A,ARB2A
GALNT6,GALNT6
PDCD2L,PDCD2L
OXA1L,OXA1L
ZFHX3,ZFHX3
PHKA1,PHKA1
LYZL1,LYZL1
CRABP1,CRABP1
KIF2B,KIF2B
MEP1B,MEP1B
CA10,CA10
MELK,MELK
CHST8,CHST8
ARMH3,ARMH3
UACA,UACA
VOPP1,VOPP1
GEN1,GEN1
DMGDH,DMGDH
RFWD3,RFWD3
Y_RNA,Y_RNA
LOXHD1,LOXHD1
CYP26A1,CYP26A1
EYA1,EYA1
BTG1,BTG1
DMKN,DMKN
Y_RNA,Y_RNA
LRP10,LRP10
FAM13C,FAM13C
CPSF6,CPSF6
VSNL1,VSNL1
AMOTL1,AMOTL1
ZNRF1,ZNRF1
KREMEN1,KREMEN1
OXSR1,OXSR1
REM2,REM2
SDHAF3,SDHAF3
RBM23,RBM23
ADAMTS18,ADAMTS18
RNU6-810P,U6
RNU6-1219P,U6
EMID1,EMID1
CMYA5,CMYA5
LDAH,LDAH
CEP295,CEP295
VTA1,VTA1
PHACTR4,PHACTR4
PLPP1,PLPP1
LRRIQ1,LRRIQ1
PCLO,PCLO
POLR2C,POLR2C
PRKCA,PRKCA
NT5DC1,NT5DC1
ZDHHC15,ZDHHC15
SPMIP10,SPMIP10
PTPRR,PTPRR
MATN3,MATN3
ADGRG4,ADGRG4
SCAMP2,SCAMP2
SLC9A1,SLC9A1
ADGRF1,ADGRF1
TUSC2,TUSC2
ADGRV1,ADGRV1
RTTN,RTTN
AQP11,AQP11
PTPRG,PTPRG
FOXF1,FOXF1
TOM1L1,TOM1L1
HS1BP3,HS1BP3
ITPRIP,ITPRIP
TYR,TYR
BBS9,BBS9
ADARB1,ADARB1
RHBDD3,RHBDD3
CFAP58,CFAP58
RNU6-1340P,U6
NAP1L3,NAP1L3
RNU4-58P,U4
RNU6-21P,U6
RN7SKP76,7SK
RN7SKP233,7SK
SNORD33,SNORD33
PKMYT1,PKMYT1
RADX,RADX
TMEM26,TMEM26
RASL10A,RASL10A
ATP4B,ATP4B
MMP8,MMP8
ATAD2B,ATAD2B
SNORD125,SNORD125
NEFH,NEFH
SMARCC1,SMARCC1
THOC5,THOC5
CACUL1,CACUL1
EHMT1,EHMT1
SNUPN,SNUPN
PAFAH2,PAFAH2
TRMT11,TRMT11
CT83,CT83
RAB11FIP2,RAB11FIP2
NAALAD2,NAALAD2
MIR651,ptr-mir-651
SNORA48B,SNORA48B
Y_RNA,Y_RNA
MIR4770,MIR4770
MIR548AX,MIR548AX
RN7SL658P,Metazoa_SRP
Y_RNA,Y_RNA
RN7SKP183,7SK
RNU6-133P,U6
Y_RNA,Y_RNA
RNU6-641P,U6
RNU6-591P,U6
RN7SL732P,Metazoa_SRP
RNU6-50P,U6
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
RN7SL799P,Metazoa_SRP
MIR223,ptr-mir-223
HMX3,HMX3
MIR676,MIR676
RNU6-562P,U6
U3,U3
SRBD1,SRBD1
RNU6-332P,U6
FAM53B,FAM53B
MIR325,MIR325
RNU1-112P,U1
MIR361,ptr-mir-361
Y_RNA,Y_RNA
Y_RNA,Y_RNA
RNU6-974P,U6
RNU6-995P,U6
RNU6-345P,U6
RNU6-493P,U6
RNU6-394P,U6
RN7SKP194,7SK
Y_RNA,Y_RNA
RNU6-309P,U6
KCNK17,KCNK17
RN7SL379P,Metazoa_SRP
PRLHR,PRLHR
RNU6-1323P,U6
MIR548AN,MIR548AN
RNU6-154P,U6
U3,U3
RNU6-1015P,U6
RN7SKP31,7SK
MIR934,ptr-mir-934
RN7SKP149,7SK
AJAP1,AJAP1
BTBD16,BTBD16
RN7SKP81,7SK
MIR320D2,ptr-mir-320d-3
RN7SL325P,Metazoa_SRP
RNU6-985P,U6
RNU1-115P,U1
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
RN7SKP267,7SK
MIR513A2,MIR513A-3
MIR506,MIR506
MIR507,ptr-mir-507
MIR514B,MIR514B
MIR509-1,ptr-mir-509a-1
RNU6-382P,U6
RN7SL785P,Metazoa_SRP
SNORA11C,SNORA11C
SYN1,SYN1
CNTN4,CNTN4
PTAFR,PTAFR
OAT,OAT
WDR72,WDR72
PRMT5,PRMT5
HBS1L,HBS1L
SLC25A33,SLC25A33
PAQR4,PAQR4
CAPN13,CAPN13
DNAJC5B,DNAJC5B
KAZN,KAZN
CLDN6,CLDN6
MGMT,MGMT
MMP27,MMP27
MTG1,MTG1
PTDSS1,PTDSS1
RARG,RARG
FCHO2,FCHO2
TOB1,TOB1
LTBP1,LTBP1
TNFRSF1B,TNFRSF1B
ARHGAP42,ARHGAP42
ZMYM3,ZMYM3
SCAPER,SCAPER
KCTD2,KCTD2
WBP1L,WBP1L
SETX,SETX
NIPSNAP1,NIPSNAP1
HYAL2,HYAL2
COX11,COX11
UBE4B,UBE4B
INPP5A,INPP5A
NOX4,NOX4
CABP7,CABP7
MEGF10,MEGF10
TNFRSF11B,TNFRSF11B
NRIP1,NRIP1
SLC24A3,SLC24A3
