Gene name,Mouse gene name
ACTN2,Actn2
NR5A2,Nr5a2
SLC25A24,Slc25a24
LRRC58,Lrrc58
ZNF281,Zfp281
KIF14,Kif14
ADGRB2,Adgrb2
DDX59,Ddx59
PLSCR5,Plscr5
HEATR1,Heatr1
VAV3,Vav3
ZIC4,Zic4
CAMSAP2,Camsap2
ZIC1,Zic1
LGALS8,Lgals8
MAP3K13,Map3k13
CPB1,Cpb1
GPATCH2,Gpatch2
CPA3,Cpa3
INAVA,Inava
GYG1,Gyg1
TIAM1,Tiam1
EDARADD,Edaradd
LIPH,Liph
NTNG1,Ntng1
SPATA17,Spata17
HLTF,Hltf
ERO1B,Ero1b
COL16A1,Col16a1
CORT,Cort
SENP2,Senp2
CENPS,Cenps
HPS3,Hps3
PGD,Pgd
GPR137B,Gpr137b
KIF21B,Kif21b
KRTAP11-1,Krtap11-1
CCDC50,Ccdc50
PEF1,Pef1
RRP15,Rrp15
HCRTR1,Hcrtr1
CP,Cp
TGFB2,Tgfb2
IGF2BP2,Igf2bp2
UTS2B,Uts2b
OSTN,Ostn
NID1,Nid1
GMNC,Gmnc
DCBLD2,Dcbld2
TINAGL1,Tinagl1
LYPLAL1,Lyplal1
KIF1B,Kif1b
TRA2B,Tra2b
SLC30A10,Slc30a10
IL1RAP,Il1rap
ST3GAL6,St3gal6
KRTAP24-1,Krtap24-1
CLDN8,Cldn8
TMEM207,Tmem207
CLDN16,Cldn16
SERINC2,Serinc2
CLDN1,Cldn1
CACNA1S,Cacna1s
PKNOX1,Pknox1
RNU6-1109P,Gm26099
EPRS1,Eprs1
P3H2,P3h2
DUSP7,Dusp7
DGKG,Dgkg
POC1A,Poc1a
CPOX,Cpox
LYST,Lyst
GPR15,Gpr15
ALAS1,Alas1
TMEM9,Tmem9
TLR9,Tlr9
CLDND1,Cldnd1
GRIK1,Grik1
NDUFV3,Ndufv3
TFG,Tfg
TWF2,Twf2
TP63,Trp63
ZCCHC17,Zcchc17
UBE4B,Ube4b
WDR4,Wdr4
PPM1M,Ppm1m
CRYGS,Crygs
TM4SF4,Tm4sf4
PKP1,Pkp1
PDPN,Pdpn
WDR82,Wdr82
TBCCD1,Tbccd1
WWTR1,Wwtr1
MIRLET7G,Mirlet7g
ADGRG7,Adgrg7
IMPDH2,Impdh2
RBP7,Rbp7
DNAJB11,Dnajb11
COMMD2,Commd2
GLYCTK,Glyctk
QRICH1,Qrich1
COL11A1,Col11a1
FABP3,Fabp3
NMNAT1,Nmnat1
GABRR3,Gabrr3
ANKUB1,Ankub1
TNNT2,Tnnt2
MIR135A1,Mir135a-1
TPRG1,Tprg1
AHSG,Ahsg
BPNT1,Bpnt1
LZIC,Lzic
LPP,Lpp
SNRNP40,Snrnp40
QARS1,Qars1
MIR28,Mir28a
PDE9A,Pde9a
RNF13,Rnf13
FETUB,Fetub
DNAH1,Dnah1
RIOX2,Riox2
LAD1,Lad1
BCL6,Bcl6
IARS2,Iars2
RNU6-720P,Gm54860
NKAIN1,Nkain1
RTP2,Rtp2
LNP1,Lnp1
PFN2,Pfn2
SST,Sst
HRG,Hrg
TNNI1,Tnni1
RTP4,Rtp4
CLSTN1,Clstn1
USP19,Usp19
OLFM3,Olfm3
CRYBG3,Crybg3
TOMM70,Tomm70a
GNG4,Gng4
TSC22D2,Tsc22d2
RAB3GAP2,Rab3gap2
DCLK3,Dclk3
SERP1,Serp1
CSRP1,Csrp1
CFAP107,Cfap107
BAP1,Bap1
MASP1,Masp1
B3GALNT2,B3galnt2
SNORA36B,Snora36b
BACH1,Bach1
LAMB2,Lamb2
PUM1,Pum1
AADACL3,Aadacl3
S1PR1,S1pr1
SEPTIN14,Septin14
NIT2,Nit2
DHRS3,Dhrs3
ARL6,Arl6
PHF7,Phf7
CCDC71,Ccdc71
KLHDC8B,Klhdc8b
EIF2A,Eif2a
TRANK1,Trank1
RTP1,Rtp1
CIMIP7,BC048562
DPH5,Dph5
MARK1,Mark1
ZNF713,A430033K04Rik
SEMA3G,Sema3g
TBCE,Tbce
ST6GAL1,St6gal1
CCT8,Cct8
SLC37A1,Slc37a1
IHO1,Iho1
PIK3CD,Pik3cd
SLC30A7,Slc30a7
EPHA6,Epha6
TNNC1,Tnnc1
NAV1,Nav1
ADIPOQ,Adipoq
NIPSNAP2,Nipsnap2
RSPH1,Rsph1
VPS13D,Vps13d
C1orf115,C130074G19Rik
EXTL2,Extl2
RFC4,Rfc4
NISCH,Nisch
USP4,Usp4
VCAM1,Vcam1
MTARC2,Mtarc2
TMEM201,Tmem201
EIF4A2,Eif4a2
UBASH3A,Ubash3a
SELENOT,Selenot
EPM2AIP1,Epm2aip1
C3orf62,1700102P08Rik
TBC1D23,Tbc1d23
CCT6A,Cct6a
SDC3,Sdc3
SNORA4,Gm24616
ERICH6,Erich6
SNORA63,Gm26447
GPX1,Gpx1
SLC25A33,Slc25a33
GGPS1,Ggps1
MLH1,Mlh1
SNORA63B,Gm24201
RHOA,Rhoa
HLX,Hlx
USP16,Usp16
NSUN3,Nsun3
CDC14A,Cdc14a
TCTA,Tcta
SPSB1,Spsb1
TNFRSF1B,Tnfrsf1b
DUSP10,Dusp10
LAPTM5,Laptm5
ARID4B,Arid4b
SIAH2,Siah2
TMPRSS3,Tmprss3
STAB1,Stab1
IPO9,Ipo9
H6PD,H6pd
MINDY4B,Mindy4b-ps
HHIPL2,Hhipl2
MATN1,Matn1
TFF1,Tff1
ARL13B,Arl13b
SHISA4,Shisa4
TNFRSF8,Tnfrsf8
TFF2,Tff2
TAF1A,Taf1a
LRRFIP2,Lrrfip2
LMOD1,Lmod1
TFF3,Tff3
CLRN1,Clrn1
AMT,Amt
STX19,Stx19
TOMM20,Tomm20
GPR157,Gpr157
RTCA,Rtca
TIMM17A,Timm17a
MIR34A,Mir34a
STAC,Stac
RNU6-777P,Gm54604
MIA3,Mia3
RWDD2B,Rwdd2b
MUC17,Muc17
RNPEP,Rnpep
ABCG1,Abcg1
MIIP,Miip
DBT,Dbt
SLC2A5,Slc2a5
CMSS1,Cmss1
MED12L,Med12l
PKD1L1,Pkd1l1
ELF3,Elf3
SERPINE1,Serpine1
ARPP21,Arpp21
PROS1,Pros1
NICN1,Nicn1
PTPRU,Ptpru
DAG1,Dag1
AP1S1,Ap1s1
COA6,Coa6
LTN1,Ltn1
GPR37L1,Gpr37l1
MFN2,Mfn2
NT5DC2,Nt5dc2
SLC2A7,Slc2a7
LRRC39,Lrrc39
FILIP1L,Filip1l
VGF,Vgf
BSN,Bsn
ARL8A,Arl8a
SLC35F3,Slc35f3
COL8A1,Col8a1
TNS3,Tns3
PLOD1,Plod1
GOLGA4,Golga4
UMODL1,Umodl1
KCNK1,Kcnk1
PLOD3,Plod3
PHKG1,Phkg1
TRMT13,Trmt13
APEH,Apeh
CA6,Car6
RNU4-77P,Gm25177
KIAA2013,2510039O18Rik
PTPN7,Ptpn7
MAP3K21,Map3k21
ZBTB21,Zbtb21
ZNHIT1,Znhit1
BROX,Brox
SASS6,Sass6
BUD23,Bud23
GPR171,Gpr171
UQCC5,Uqcc5
P2RY14,P2ry14
C2CD2,C2cd2
GPR87,Gpr87
P2RY13,P2ry13
MST1,Mst1
P2RY12,P2ry12
DISP1,Disp1
STX1A,Stx1a
PCNX2,Pcnx2
LGR6,Lgr6
RWDD3,Rwdd3
IGSF10,Igsf10
N6AMT1,N6amt1
CLDN15,Cldn15
TLR5,Tlr5
PBRM1,Pbrm1
AADAC,Aadac
MFSD14A,Mfsd14a
SUSD4,Susd4
C21orf91,D16Ertd472e
IGFBP3,Igfbp3
U6,Gm25023
NPPB,Nppb
CNN3,Cnn3
NPPA,Nppa
IFT22,Ift22
AADACL2,Aadacl2
PRDM15,Prdm15
UBE2T,Ube2t
IGFBP1,Igfbp1
SUCNR1,Sucnr1
BTG3,Btg3
ADAMTS5,Adamts5
EPHA3,Epha3
MECR,Mecr
ABHD11,Abhd11
RNF123,Rnf123
NTPCR,Ntpcr
ITGA9,Itga9
CCDC185,Ccdc185
SLC45A1,Slc45a1
ADAMTS1,Adamts1
TLCD4,Tlcd4
CSF3R,Csf3r
COL26A1,Col26a1
MAP10,Map10
SRSF4,Srsf4
CLASP2,Clasp2
LANCL2,Lancl2
CLCN6,Clcn6
TMEM200B,Tmem200b
AMIGO3,Amigo3
GNL3,Gnl3
ETV1,Etv1
SNORD19,Snord19
CAPN8,Capn8
SNORD19B,Gm24916
ERRFI1,Errfi1
SNORD69,Snord69
MBNL1,Mbnl1
IP6K1,Ip6k1
SLC35A3,Slc35a3
CLDN3,Cldn3
RAMP3,Ramp3
GLT8D1,Glt8d1
PARK7,Park7
SLC44A3,Slc44a3
CLDN4,Cldn13
PPP1R12B,Ppp1r12b
MYL10,Myl10
RYBP,Rybp
SPCS1,Spcs1
MTHFR,Mthfr
TMEM270,Tmem270
OSCP1,Oscp1
SIPA1L2,Sipa1l2
CSNK2A2IP,Csnk2a2ip
TNFRSF9,Tnfrsf9
TBRG4,Tbrg4
INKA1,Inka1
MIRLET7C,Mirlet7c-1
MIR99A,Mir99a
C3orf38,4930453N24Rik
SNORA63C,Gm55296
LSM10,Lsm10
UTS2,Uts2
UBA7,Uba7
MIR26A1,Mir26a-1
CGGBP1,Cggbp1
RIPK4,Ripk4
CAPN2,Capn2
STK40,Stk40
ZNF654,Zfp654
PER3,Per3
SNORA5C,Snora5c
VILL,Vill
EPB41,Epb41
SNORA5A,Gm24313
DRAXIN,Draxin
P2RY1,P2ry1
AGL,Agl
NACAD,Nacad
TRAIP,Traip
ELN,Eln
RAP2B,Rap2b
SHQ1,Shq1
EVA1B,Eva1b
RNU6-873P,Gm23676
F3,F3
SCIN,Scin
SMURF1,Smurf1
ITIH4,Itih4
POU1F1,Pou1f1
VAMP3,Vamp3
MAD2L2,Mad2l2
ABCD3,Abcd3
SH3D21,Sh3d21
CHMP2B,Chmp2b
GXYLT2,Gxylt2
PLCD1,Plcd1
CAMKV,Camkv
FRRS1,Frrs1
EGFR,Egfr
NEK4,Nek4
USP25,Usp25
CCM2,Ccm2
KPNA7,Kpna7
VGLL3,Vgll3
FBXO6,Fbxo6
APP,App
UBP1,Ubp1
CAMTA1,Camta1
SLC29A4,Slc29a4
ARHGAP29,Arhgap29
RNU6-1129P,Gm56227
ITIH1,Itih1
THRAP3,Thrap3
FBXO28,Fbxo28
PALMD,Palmd
PIK3CA,Pik3ca
DLEC1,Dlec1
U6,Gm25414
FBXO44,Fbxo44
DISC1,Disc1
U6,Gm26424
RNU6-1270P,Gm54461
CADM2,Cadm2
TMPRSS2,Tmprss2
ITIH3,Itih3
NVL,Nvl
SYT2,Syt2
PLPPR4,Plppr4
ACTB,Actb
FBXL2,Fbxl2
MST1R,Mst1r
KCNMB3,Kcnmb3
FSCN1,Fscn1
MUSTN1,Mustn1
MYO1G,Myo1g
FBXO2,Fbxo2
PDZRN3,Pdzrn3
ABCA4,Abca4
STIMATE,Stimate
DNAJC11,Dnajc11
CNIH4,Cnih4
SUSD5,Susd5
ZNF639,Zfp639
PURB,Purb
PLPPR5,Plppr5
HSPG2,Hspg2
DISP3,Disp3
SFMBT1,Sfmbt1
RNF216,Rnf216
MFN1,Mfn1
WDR26,Wdr26
LIMK1,Limk1
PDAP1,Pdap1
CNTN3,Cntn3
CRTAP,Crtap
GBE1,Gbe1
CNIH3,Cnih3
BUD31,Bud31
SNX7,Snx7
GCLM,Gclm
RFT1,Rft1
THAP3,Thap3
FAM3B,Fam3b
GABPA,Gabpa
GNB4,Gnb4
TMEM106B,Tmem106b
MYD88,Myd88
UBIAD1,Ubiad1
ZMIZ2,Zmiz2
PTCD1,Ptcd1
PHF13,Phf13
DNAH14,Dnah14
GLB1,Glb1
ATP5PF,Atp5pf
NRIP1,Nrip1
MIR137,Mir137
ROBO1,Robo1
MON1A,Mon1a
MTOR,Mtor
CPSF4,Cpsf4
BCAR3,Bcar3
BACE2,Bace2
EGLN1,Egln1
ZBTB48,Zbtb48
LDLRAD2,Ldlrad2
TKT,Tkt
JAM2,Jam2
SAMSN1,Samsn1
THSD7A,Thsd7a
LBR,Lbr
OXSR1,Oxsr1
CHL1,Chl1
RBM6,Rbm6
SPRTN,Sprtn
KDM5B,Kdm5b
TRAPPC3,Trappc3
LAT2,Lat2
TMPPE,Tmppe
EXOC8,Exoc8
TAS1R1,Tas1r1
CCR4,Ccr4
COL8A2,Col8a2
FNBP1L,Fnbp1l
DSCAM,Dscam
ZNF12,Zfp12
USP48,Usp48
ADPRS,Adprs
GNPAT,Gnpat
NOL9,Nol9
SEC61G,Sec61g
DPYD,Dpyd
PRKCD,Prkcd
MRPL39,Mrpl39
RFC2,Rfc2
ENAH,Enah
HSPA13,Hspa13
TEKT2,Tekt2
RBM5,Rbm5
ACTL6A,Actl6a
ANGPTL7,Angptl7
OGDH,Ogdh
DR1,Dr1
ZNF394,Zkscan14
C1orf131,2810004N23Rik
SLC22A14,Slc22a14
VSTM2A,Vstm2a
DCP1A,Dcp1a
ZKSCAN5,Zkscan5
PLEKHG5,Plekhg5
AGO1,Ago1
ROBO2,Robo2
EXOSC10,Exosc10
TRIM67,Trim67
CNOT10,Cnot10
MIR155,Mir155
PHF14,Phf14
OPRD1,Oprd1
XYLB,Xylb
YTHDF2,Ythdf2
CCDC18,Ccdc18
SEMA3F,Sema3f
INTS15,Ints15
PRKRIP1,Prkrip1
ZNF655,Zfp655
GMEB1,Gmeb1
ZDHHC4,Zdhhc4
FAM89A,Fam89a
CLIP2,Clip2
NDUFB5,Ndufb5
NCAM2,Ncam2
ARV1,Arv1
RBM11,Rbm11
RAP1GAP,Rap1gap
ORAI2,Orai2
PCP4,Pcp4
GNAT1,Gnat1
ACVR2B,Acvr2b
TAF12,Taf12
LIPI,Lipi
ZSCAN25,Zscan25
ALKBH4,Alkbh4
EXOG,Exog
SLC38A3,Slc38a3
CNTN6,Cntn6
RAB42,Rab42
TNFRSF25,Tnfrsf25
MASP2,Masp2
B3GALT5,B3galt5
PRMT2,Prmt2
USP13,Usp13
SNORD99,Snord99
U2,Gm22850
TRNAU1AP,Trnau1ap
LRWD1,Lrwd1
RNU6-772P,Gm24737
CLSPN,Clspn
GNAI2,Gnai2
SCN5A,Scn5a
KDELR2,Kdelr2
CNTN4,Cntn4
DYNC1LI1,Dync1li1
RCC1,Rcc1
ALPL,Alpl
C1orf216,5730409E04Rik
NDUFA4,Ndufa4
GTF2IRD1,Gtf2ird1
HES2,Hes2
DAGLB,Daglb
FAM20C,Fam20c
PTBP2,Ptbp2
C1orf127,Gm572
CMTM6,Cmtm6
PSMB2,Psmb2
CACNA1D,Cacna1d
CMTM7,Cmtm7
COBL,Cobl
TMED5,Tmed5
SEMA3B,Sema3b
RNU1-130P,Gm24524
POLR2J,Polr2j
NCDN,Ncdn
NXPH1,Nxph1
IL5RA,Il5ra
RAC1,Rac1
CMTM8,Cmtm8
PEX5L,Pex5l
MTF2,Mtf2
PEX14,Pex14
PHACTR4,Phactr4
DIP2A,Dip2a
TFAP2E,Tfap2e
TMED4,Tmed4
ACOT7,Acot7
LCA5L,Lca5l
SCN10A,Scn10a
GPD1L,Gpd1l
ECE1,Ece1
TRAPPC2L,Trappc2l
DFFA,Dffa
TRNT1,Trnt1
FAM220A,Fam220a
DDX56,Ddx56
PRKAR1B,Prkar1b
RNU6-970P,Gm26228
UPK3B,Upk3b
KIAA0319L,AU040320
ICA1,Ica1
LSMEM2,Lsmem2
DIPK1A,Dipk1a
GPR153,Gpr153
CRBN,Crbn
NPC1L1,Npc1l1
DTX2,Dtx2
ICMT,Icmt
IFRD2,Ifrd2
SESN2,Sesn2
RNF207,Rnf207
LRRN1,Lrrn1
ATP5IF1,Atp5if1
RNU6-1097P,Gm25918
HYAL3,Hyal3
NUDCD3,Nudcd3
RABIF,Rabif
NAA80,Naa80
GTF2I,Gtf2i
TTC14,Ttc14
EIF2AK1,Eif2ak1
BRWD1,Brwd1
HYAL1,Hyal1
PTAFR,Ptafr
SCN11A,Scn11a
KLHL12,Klhl12
RASSF1,Rassf1
SUMF1,Sumf1
SNORD21,Snord21
SSC4D,Ssc4d
CHD5,Chd5
RNU6-1227P,Gm24686
GLCCI1,Glcci1
CCDC39,Ccdc39
YWHAG,Ywhag
HYAL2,Hyal2
ZMYM4,Zmym4
TUSC2,Tusc2
EVI5,Evi5
EYA3,Eya3
WDR48,Wdr48
ADIPOR1,Adipor1
SUN1,Sun1
ZMYND10,Zmynd10
SHH,Shh
UMAD1,Umad1
GRB10,Grb10
CYB5R1,Cyb5r1
EIF4G3,Eif4g3
NPRL2,Nprl2
MIOS,Mios
ANKRD61,Ankrd61
GORASP1,Gorasp1
CYB561D2,Cyb561d2
KCNAB2,Kcnab2
TMEM183A,Tmem183a
AIMP2,Aimp2
TMEM115,Tmem115
COL28A1,Col28a1
RNF32,Rnf32
MDH2,Mdh2
PMS2,Pms2
STX12,Stx12
FXR1,Fxr1
GFI1,Gfi1
NCF1,Ncf1
CACNA2D2,Cacna2d2
LMBR1,Lmbr1
RPAP2,Rpap2
TTC21A,Ttc21a
XKR8,Xkr8
ITPR1,Itpr1
DDC,Ddc
PPFIA4,Ppfia4
RCC1L,Rcc1l
SMPDL3B,Smpdl3b
C1GALT1,C1galt1
RPA2,Rpa2
GET4,Get4
GJC3,Gjc3
GLMN,Glmn
AZGP1,Azgp1
ASNS,Asns
ETS2,Ets2
CASTOR2,Castor2
AJAP1,Ajap1
FIGNL1,Fignl1
DLGAP3,Dlgap3
THEMIS2,Themis2
ADAP1,Adap1
GJA4,Gja4
MCM7,Mcm7
GJB3,Gjb3
PPP1R8,Ppp1r8
IL17RB,Il17rb
GJB4,Gjb4
ERG,Erg
C3orf18,6430571L13Rik
GJB5,Gjb5
TAC1,Tac1
CSRNP1,Csrnp1
BTBD8,Btbd8
C1orf94,CK137956
SPMIP7,Spmip7
ACTR8,Actr8
XIRP1,Xirp1
MNX1,Mnx1
CX3CR1,Cx3cr1
ZPBP,Zpbp
MYOG,Myog
HEMK1,Hemk1
SOX2,Sox2
CCR8,Ccr8
ADORA1,Adora1
GCK,Gck
POR,Por
VWC2,Vwc2
DLX5,Dlx5
MYBPH,Mybph
KCNJ15,Kcnj15
CISH,Cish
CYP2W1,Cyp2w1
SLC25A38,Slc25a38
DLX6,Dlx6
CACNA2D3,Cacna2d3
ZKSCAN1,Zkscan1
BAIAP2L1,Baiap2l1
EPHX4,Ephx4
MAPKAPK3,Mapkapk3
CHI3L1,Chi3l1
C7orf50,3110082I17Rik
KCNJ6,Kcnj6
SNORA6,Gm24044
SNORA62,Snora62
UBE3C,Ube3c
MYL7,Myl7
ATP11B,Atp11b
DYRK1A,Dyrk1a
RHBDD2,Rhbdd2
ZSCAN21,Zscan21
MIR339,Mir339
HP1BP3,Hp1bp3
BHLHE40,Bhlhe40
CHIT1,Chit1
LRTM1,Lrtm1
ABCA13,Abca13
GPR146,Gpr146
POLD2,Pold2
VPS26C,Vps26c
GPER1,Gper1
WNT5A,Wnt5a
ARL8B,Arl8b
CSMD2,Csmd2
BTG2,Btg2
NPTX2,Nptx2
COPS6,Cops6
U6,Gm25337
UPP1,Upp1
BRDT,Brdt
SH2D5,Sh2d5
EDEM1,Edem1
MIR25,Mir25
AEBP1,Aebp1
MOBP,Mobp
KIF17,Kif17
TMEM130,Tmem130
MIR106B,Mir106b
SLC25A13,Slc25a13
ERC2,Erc2
C7orf57,Gm11992
MICALL2,Micall2
AP4M1,Ap4m1
TGFBR3,Tgfbr3
DOCK3,Dock3
POLM,Polm
DDOST,Ddost
SUN3,Sun3
DNAJB6,Dnajb6
MAFK,Mafk
PGAM2,Pgam2
HUS1,Hus1
TMEM184A,Tmem184a
PINK1,Pink1
TAF6,Taf6
GRM7,Grm7
MCCC1,Mccc1
DBNL,Dbnl
HIP1,Hip1
TRRAP,Trrap
PSMG3,Psmg3
HLCS,Hlcs
CDA,Cda
RALA,Rala
DYNC1I1,Dync1i1
CNPY4,Cnpy4
YAE1,Yae1d1
FAM43B,Fam43b
SIM2,Sim2
ZNF644,Zfp644
MUL1,Mul1
POU6F2,Pou6f2
CLDN14,Cldn14
LMCD1,Lmcd1
CCDC66,Ccdc66
MAD1L1,Mad1l1
CAMK2N1,Camk2n1
CHAF1B,Chaf1b
URGCP,Urgcp
LAMTOR4,Lamtor4
VWA5B1,Vwa5b1
BARHL2,Barhl2
MORC3,Morc3
SSUH2,Ssu2
HMGB4,Hmgb4
MRPS24,Mrps24
UBXN10,Ubxn10
PLA2G2C,Pla2g2c
ZSCAN20,Zscan20
VPS41,Vps41
PDK4,Pdk4
CAV3,Cav3
PLA2G2F,Pla2g2f
MRM2,Mrm2
ASB4,Asb4
OXTR,Oxtr
BLVRA,Blvra
TRAPPC14,Trappc14
PON2,Pon2
PLA2G2D,Pla2g2d
PHC2,Phc2
NCAPG2,Ncapg2
DOP1B,Dop1b
RAD18,Rad18
NUDT1,Nudt1
PLA2G5,Pla2g5
PON3,Pon3
TASOR,Tasor
NSUN5,Nsun5
PLA2G2A,Pla2g2a
SNX8,Snx8
GAL3ST4,Gal3st4
PON1,Pon1
B3GNT5,B3gnt5
GPC2,Gpc2
PLA2G2E,Pla2g2e
SNORA63E,Gm25852
TRIM50,Trim50
EIF3B,Eif3b
ARHGEF3,Arhgef3
THUMPD3,Thumpd3
AMPH,Amph
ZNF362,Zfp362
HECW1,Hecw1
TRIM62,Trim62
FKBP6,Fkbp6
LHFPL4,Lhfpl4
STAG3,Stag3
IL17RD,Il17rd
AZIN2,Azin2
OTUD3,Otud3
ESYT2,Esyt2
PPP1R9A,Ppp1r9a
RNF186,Rnf186
MTMR14,Mtmr14
TMCO4,Tmco4
HESX1,Hesx1
MANF,Manf
YEATS2,Yeats2
HTR6,Htr6
RNU6-575P,Gm26159
BAZ1B,Baz1b
NBL1,Nbl1
MRPL32,Mrpl32
MICOS10,Micos10
APPL1,Appl1
DCAF1,Dcaf1
CPNE9,Cpne9
U4,Gm23459
PSMA2,Psma2
BCL7B,Bcl7b
VIPR2,Vipr2
RNF19B,Rnf19b
BRPF1,Brpf1
C7orf25,AW209491
CAPZB,Capzb
TBL2,Tbl2
TMEM54,Tmem54
OGG1,Ogg1
HPCA,Hpca
INHBA,Inhba
ASB14,Asb14
FNDC5,Fndc5
CAMK1,Camk1
SUGCT,Sugct
SLC66A1,Slc66a1
S100PBP,S100pbp
STARD3NL,Stard3nl
MAP6D1,Map6d1
ZCWPW1,Zcwpw1
MLXIPL,Mlxipl
SGCE,Sgce
DNAH12,Dnah12
TADA3,Tada3
RAD54L2,Rad54l2
YARS1,Yars1
PARL,Parl
EPDR1,Epdr1
VPS37D,Vps37d
TUFT1,Tuft1
ARPC4,Arpc4
MEPCE,Mepce
PDE12,Pde12
SFRP4,Sfrp4
TTC13,Ttc13
PPP1R35,Ppp1r35
NHSL3,Nhsl3
MRTO4,Mrto4
TTLL3,Ttll3
TBP,Tbp
ABCC5,Abcc5
NME8,Nme8
RBBP4,Rbbp4
IL20RA,Il20ra
FOXO3,Foxo3
RPUSD3,Rpusd3
CASD1,Casd1
GRM2,Grm2
NYAP1,Nyap1
DENND6A,Dennd6a
SYNC,Sync
IL22RA2,Il22ra2
IQCF6,Iqcf6
ZBTB8OS,Zbtb8os
POGZ,Pogz
IQCF3,Iqcf3
GPR141,Gpr141
AGFG2,Agfg2
ZBTB8A,Zbtb8a
CIDEC,Cidec
MYRIP,Myrip
C1orf198,2310022B05Rik
RNU6-1328P,Gm55576
EMC1,Emc1
IQCF5,Iqcf5
ZBTB8B,Zbtb8b
ARMC2,Armc2
JAGN1,Jagn1
IQCF1,Iqcf1
GRIFIN,Grifin
IFNGR1,Ifngr1
FAM120B,Fam120b
COL1A2,Col1a2
BSDC1,Bsdc1
RRP9,Rrp9
EIF2B5,Eif2b5
ELMO1,Elmo1
LFNG,Lfng
LRCH4,Lrch4
C21orf58,2610028H24Rik
PSMB4,Psmb4
IL17RE,Il17re
MARCKSL1,Marcksl1
EIF1B,Eif1b
CAPN9,Capn9
SESN1,Sesn1
PARP3,Parp3
UBR4,Ubr4
DVL3,Dvl3
ENTPD3,Entpd3
SLMAP,Slmap
OLIG3,Olig3
CEP57L1,Cep57l1
SAP25,Sap25
EPHA1,Epha1
AP2M1,Ap2m1
MCM3AP,Mcm3ap
LCK,Lck
PCBP4,Pcbp4
TAS2R60,Tas2r135
TAS2R41,Tas2r126
DLL1,Dll1
LSS,Lss
FBXO24,Fbxo24
FAM167B,Fam167b
AGT,Agt
TCAF2C,Tcaf2
IL17RC,Il17rc
AOAH,Aoah
RFX5,Rfx5
TNFAIP3,Tnfaip3
ABCF3,Abcf3
EIF3I,Eif3i
COG2,Cog2
TCAF1,Tcaf1
CD164,Cd164
PGBD5,Pgbd5
SPATC1L,Spatc1l
IFFO2,Iffo2
PI4KB,Pi4kb
CTNNB1,Ctnnb1
OR6B1,Or6b1
FTCD,Ftcd
BRAT1,Brat1
PCOLCE,Pcolce
OR2A25,Or2a25
VWA5B2,Vwa5b2
ANLN,Anln
DCDC2B,Dcdc2b
OR2A12,Or2a12
ALDH4A1,Aldh4a1
IQCC,Iqcc
GALNT2,Galnt2
MOSPD3,Mospd3
CCDC28B,Ccdc28b
CRELD1,Creld1
PPIL6,Ppil6
ZNF687,Zfp687
PERP,Perp
TXLNA,Txlna
ULK4,Ulk4
AMZ1,Amz1
FLNB,Flnb
ALG3,Alg3
TAS1R2,Tas1r2
ARHGEF5,Arhgef5
SMPD2,Smpd2
PAX7,Pax7
ARFGEF3,Arfgef3
MIR1224,Mir1224
EEF1AKMT4,Eef1akmt4
NOBOX,Nobox
GNA12,Gna12
KPNA6,Kpna6
PSMD4,Psmd4
TFR2,Tfr2
PRRT3,Prrt3
CAMK2N2,Camk2n2
KLHDC7A,Klhdc7a
MATCAP2,Matcap2
URB2,Urb2
TPK1,Tpk1
PHF10,Phf10
EMC3,Emc3
IGSF21,Igsf21
TAF5L,Taf5l
MICAL1,Mical1
ECE2,Ece2
CARD11,Card11
PCBP3,Pcbp3
EEPD1,Eepd1
ABCB10,Abcb10
TRAK1,Trak1
TMEM39B,Tmem39b
ACTL6B,Actl6b
C6orf120,1600012H06Rik
CNTNAP2,Cntnap2
NHSL1,Nhsl1
NUP133,Nup133
ARHGEF10L,Arhgef10l
SEPTIN7,Septin7
GNB2,Gnb2
CERS2,Cers2
GPR156,Gpr156
ACTA1,Acta1
PSMD2,Psmd2
WDR27,Wdr27
CCSAP,Ccsap
ZBTB24,Zbtb24
SDK1,Sdk1
SLC19A1,Slc19a1
SETDB1,Setdb1
RAB4A,Rab4a
CCDC28A,Ccdc28a
CCK,Cck
FOXK1,Foxk1
GSK3B,Gsk3b
AK9,Ak9
LYZL4,Lyzl4
HERPUD2,Herpud2
RHOU,Rhou
GIGYF1,Gigyf1
AP5Z1,Ap5z1
TBX20,Tbx20
AUTS2,Auts2
VIPR1,Vipr1
NR1I2,Nr1i2
5S_rRNA,n-R5s60
5S_rRNA,Gm55867
5S_rRNA,Gm56217
FIG4,Fig4
CUL1,Cul1
CCDC190,Ccdc190
CFAP91,Cfap91
PAPOLB,Papolb
SEC22C,Sec22c
ARNT,Arnt
THBS2,Thbs2
POP7,Pop7
EIF4G1,Eif4g1
RGS4,Rgs4
EPO,Epo
SS18L2,Ss18l2
GPR6,Gpr6
ADARB1,Adarb1
CTSK,Ctsk
COX17,Cox17
WASF1,Wasf1
CTSS,Ctss
NKTR,Nktr
POPDC2,Popdc2
ZAN,Zan
ZNF326,Zfp326
SMOC2,Smoc2
GALNT17,Galnt17
RGS5,Rgs5
LRRC8D,Lrrc8d
CDC40,Cdc40
MYCT1,Myct1
PLA1A,Pla1a
CALN1,Caln1
HORMAD1,Hormad1
LRRC8C,Lrrc8c
