Gene name,Gorilla gene name
ARMCX6,ARMCX6
ptr-mir-93,ggo-mir-93
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
RN7SL38P,Metazoa_SRP
RN7SKP145,7SK
TMEM74,TMEM74
RFESD,RFESD
NEK10,NEK10
SNORA18,SNORA18
RN7SL322P,Metazoa_SRP
5S_rRNA,5S_rRNA
CENPVL3,CENPVL3
Y_RNA,Y_RNA
RN7SKP294,7SK
RN7SL484P,Metazoa_SRP
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
RN7SL15P,Metazoa_SRP
RN7SKP50,7SK
5S_rRNA,5S_rRNA
MIR3139,MIR3139
Y_RNA,Y_RNA
TAS2R42,TAS2R42
SWSAP1,SWSAP1
5S_rRNA,5S_rRNA
EPOP,EPOP
Metazoa_SRP,Metazoa_SRP
RN7SKP229,7SK
Y_RNA,Y_RNA
RN7SL430P,Metazoa_SRP
VMO1,VMO1
ALAS1,ALAS1
CTXND1,CTXND1
TSSK2,TSSK2
5S_rRNA,5S_rRNA
RN7SL803P,Metazoa_SRP
RN7SL42P,Metazoa_SRP
GLRX5,GLRX5
RN7SL83P,Metazoa_SRP
5S_rRNA,5S_rRNA
RN7SKP196,7SK
TOMM22,TOMM22
FBXO45,FBXO45
GPR82,GPR82
RN7SKP200,7SK
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
RNU6-407P,U6
RN7SL107P,Metazoa_SRP
MIR450A2,MIR450A
5S_rRNA,5S_rRNA
RN7SL838P,Metazoa_SRP
RNU6-576P,U6
MIR449A,MIR449A
Y_RNA,Y_RNA
RNU1-24P,U1
LEF1,LEF1
IGIP,IGIP
RNU6-263P,U6
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
RNU6-1314P,U6
MIR345,MIR345
RNU6-636P,U6
OR52E4,OR52E4
RN7SL236P,Metazoa_SRP
MIR665,MIR665
RNU6-390P,U6
SNORD74B,SNORD74B
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
RNASE2,RNASE2
MIR518B,MIR518B
RNU6-560P,U6
U6,U6
SNORD114-25,SNORD114-25
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
RN7SL757P,Metazoa_SRP
RNU6-546P,U6
MIR4667,MIR4667
RN7SL665P,Metazoa_SRP
MIR4275,MIR4275
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
RNASE6,RNASE6
ZNF671,ZNF671
RNU6-900P,U6
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
RNU6-601P,U6
MIR487B,MIR487B
SNORA33,SNORA33
RNU6-975P,U6
Y_RNA,Y_RNA
RNU6-915P,U6
ATP13A4,ATP13A4
MIR1302-8,MIR1302-8
RNU6-621P,U6
RNU6-955P,U6
5S_rRNA,5S_rRNA
KRTAP6-1,KRTAP6-1
CPLX4,CPLX4
5S_rRNA,5S_rRNA
RNU6-582P,U6
SNORA37,SNORA37
U6,U6
MIR21,ggo-mir-21
SRSF1,SRSF1
5S_rRNA,5S_rRNA
RNU6-1284P,U6
RNU6-158P,U6
SNORD115-47,SNORD115
SNORA30,SNORA30
5S_rRNA,5S_rRNA
ABHD13,ABHD13
RNU6-986P,U6
SNORA30B,SNORA30B
5S_rRNA,5S_rRNA
RNU6-170P,U6
SNORD115-2,SNORD115
5S_rRNA,5S_rRNA
SNORA59A,SNORA59A
RNU6-231P,U6
5S_rRNA,5S_rRNA
SNORD13,SNORD13
RNU6-971P,U6
MIR103A1,ggo-mir-103
AHSG,AHSG
RNU6-808P,U6
5S_rRNA,5S_rRNA
SNORD115-37,SNORD115
SNORD42,SNORD42
RNU6-966P,U6
5S_rRNA,5S_rRNA
RNU6-269P,U6
SNORD42A,SNORD42
5S_rRNA,5S_rRNA
RNU6-565P,U6
RNU6-349P,U6
SNORD115-28,SNORD115
SNORD42B,SNORD42
SNORA50C,SNORA50C
MIR199A1,MIR199A1
UFSP1,UFSP1
RNU6-696P,U6
CIC,CIC
SPRYD7,SPRYD7
RNU6-784P,U6
SNORD42,SNORD42
5S_rRNA,5S_rRNA
RNU6-71P,U6
SNORD115-23,SNORD115
SNORA50A,SNORA50A
RNU6-147P,U6
FOXB1,FOXB1
SNORA9B,SNORA9B
5S_rRNA,5S_rRNA
CABIN1,CABIN1
MIR33B,MIR33B
RNU6-827P,U6
5S_rRNA,5S_rRNA
RNU6-441P,U6
5S_rRNA,5S_rRNA
RNU6-1093P,U6
SNORA50B,SNORA50B
LPAR6,LPAR6
RNU6-1088P,U6
RN7SL310P,Metazoa_SRP
SNORA50D,SNORA50D
SNORD115,SNORD115
TLR10,TLR10
RNU6-1094P,U6
5S_rRNA,5S_rRNA
GPR151,GPR151
MIR5194,MIR5194
SNORD115,SNORD115
5S_rRNA,5S_rRNA
RNU6-950P,U6
BTBD9,BTBD9
MIR553,MIR553
SNORD115-48,SNORD115
5S_rRNA,5S_rRNA
RNU6-824P,U6
Metazoa_SRP,Metazoa_SRP
MRGPRD,MRGPRD
MIR410,MIR410
SNORD115-45,SNORD115
5S_rRNA,5S_rRNA
RNU6-432P,U6
SNORD65C,SNORD65C
RN7SL632P,Metazoa_SRP
SNORA44,SNORA44
RNU6-1160P,U6
5S_rRNA,5S_rRNA
RN7SL566P,Metazoa_SRP
SNORD92,SNORD92
MIR299,MIR299
SNORD115-18,SNORD115
5S_rRNA,5S_rRNA
RNU6-1145P,U6
RN7SL674P,Metazoa_SRP
H2AC20,H2AC20
SNORD115,SNORD115
SNORA80E,SNORA80E
RNU6-287P,U6
RN7SL649P,Metazoa_SRP
TMEM213,TMEM213
SNORD95,SNORD95
RNU6-1055P,U6
MIR29B1,ggo-mir-29b-1
ZNF593,ZNF593
HIF1A,HIF1A
RNU4-70P,U4
5S_rRNA,5S_rRNA
RN7SL715P,Metazoa_SRP
RN7SL431P,Metazoa_SRP
RNU4-58P,U4
RNU6-115P,U6
SNORA54,SNORA54
RN7SL67P,Metazoa_SRP
RN7SL518P,Metazoa_SRP
RNU4-16P,U4
5S_rRNA,5S_rRNA
ZNF581,ZNF581
TLL2,TLL2
RNU6-681P,U6
RNU4-81P,U4
5S_rRNA,5S_rRNA
Metazoa_SRP,Metazoa_SRP
RNU6-1047P,U6
RN7SL325P,Metazoa_SRP
5S_rRNA,5S_rRNA
RNU6-1098P,U6
RN7SL505P,Metazoa_SRP
U4,U4
MIR548P,MIR548P
5S_rRNA,5S_rRNA
RNU6-670P,U6
RN7SL685P,Metazoa_SRP
Y_RNA,Y_RNA
RNU4-23P,U4
RNU4-53P,U4
RNU6-1127P,U6
5S_rRNA,5S_rRNA
ERAS,ERAS
KRTAP24-1,KRTAP24-1
MAFB,MAFB
SNORD87,SNORD87
RNU6-1096P,U6
SNORD64,SNORD64
RNU6-511P,U6
RNU4-55P,U4
MUC6,MUC6
5S_rRNA,5S_rRNA
SNN,SNN
RNU6-321P,U6
ZNF451,ZNF451
RNU6-1115P,U6
5S_rRNA,5S_rRNA
RNU6-261P,U6
5S_rRNA,5S_rRNA
ZNF816,ZNF816
ZNHIT2,ZNHIT2
U6,U6
OR10G3,OR10G3
RNU4-90P,U4
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
CLDN14,CLDN14
RNU6-92P,U6
SNORA46,SNORA46
Y_RNA,Y_RNA
RNU6-679P,U6
RNU6-450P,U6
Y_RNA,Y_RNA
RNU4-65P,U4
TMEM232,TMEM232
U6,U6
RNU6-783P,U6
Y_RNA,Y_RNA
SNORA25,SNORA25
RNU6-1244P,U6
RNU6-111P,U6
NME8,NME8
ITGA3,ITGA3
KCNS3,KCNS3
RNU6-1233P,U6
RNU4-41P,U4
RNU6-294P,U6
SNORA49,SNORA49
MIR650,MIR650
RNU1-20P,U1
RXFP3,RXFP3
RNU6-581P,U6
RNU6-945P,U6
U6,U6
Y_RNA,Y_RNA
RNU6-753P,U6
RNU6-809P,U6
SNORD68,SNORD68
Y_RNA,Y_RNA
RNU6-164P,U6
MC2R,MC2R
RNU4-92P,U4
PCDHB15,PCDHB15
RNU6-1102P,U6
MIR148B,ggo-mir-148b
RNU6-283P,U6
CLDN8,CLDN8
RNU6-342P,U6
RNU6-640P,U6
OR5AP2,OR5AP2
SDCBP2,SDCBP2
RNU105C,SNORA73
Y_RNA,Y_RNA
SNORA73B,SNORA73
Y_RNA,Y_RNA
TMEM117,TMEM117
MIR548H5,MIR548H5
RNU6-99P,U6
MIR548AS,MIR548AS
RNU4-31P,U4
Y_RNA,Y_RNA
RNU105B,SNORA73
KLRB1,KLRB1
MIR3919,MIR3919
MIR30A,ggo-mir-30a
Y_RNA,Y_RNA
MIR22,MIR22
Y_RNA,Y_RNA
RNASE4,RNASE4
RNU4-11P,U4
MIR575,MIR575
RNU6-43P,U6
Y_RNA,Y_RNA
LRTM2,LRTM2
MIR17,ggo-mir-17
MIR153-2,ggo-mir-153
MIR10B,ggo-mir-10b
RNU4-66P,U4
Y_RNA,Y_RNA
RNU6-925P,U6
OR8G5,OR8G5
MIR495,MIR495
RNU6-953P,U6
MIR656,MIR656
Y_RNA,Y_RNA
MIR548AJ1,MIR548AJ1
SNORD107,SNORD107
RNU6-859P,U6
RNU4-84P,U4
RNU6-819P,U6
Y_RNA,Y_RNA
SNORD116-12,SNORD116
CEP290,CEP290
EXOC8,EXOC8
GPR33,GPR33
RNU6-1257P,U6
SNORD116-27,SNORD116
SNORD116-1,SNORD116
RNU6-998P,U6
RNU6-1158P,U6
Y_RNA,Y_RNA
RNU4-9P,U4
SNORD116-23,SNORD116
RNU6-733P,U6
Y_RNA,Y_RNA
RNU6-166P,U6
MIR137,MIR137
ACOX1,ACOX1
SNORD116-25,SNORD116
RNU6-1261P,U6
SNORD116-24,SNORD116
U4,U4
VWA3B,VWA3B
RNU6-656P,U6
SNORD55,SNORD39
MIR361,MIR361
SNORD116-28,SNORD116
SNORD116-14,SNORD116
SNORD27,SNORD27
RNU4-24P,U4
RN7SL792P,Metazoa_SRP
PALMD,PALMD
RNU6-266P,U6
RNU4-45P,U4
KRTAP20-4,KRTAP20-4
SNORD116-11,SNORD116
Y_RNA,Y_RNA
SNORD27,SNORD27
SNORD45A,SNORD45A
TSPAN1,TSPAN1
RN7SL698P,Metazoa_SRP
OR2V1,OR2V1
RNU6-331P,U6
ENOX1,ENOX1
CLDN2,CLDN2
Y_RNA,Y_RNA
RNU6-615P,U6
Metazoa_SRP,Metazoa_SRP
U4,U4
RNU6-1204P,U6
SNORD45C,SNORD45C
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
RNU6-948P,U6
MIR548K,ggo-mir-548c
GDPD2,GDPD2
RN7SL330P,Metazoa_SRP
U4,U4
MIR519B,MIR519C-1
SNORD33,SNORD33
RNU6-910P,U6
MIR4643,MIR4643
Y_RNA,Y_RNA
RN7SL381P,Metazoa_SRP
SNORD45B,SNORD45B
TCEAL7,TCEAL7
MIR4653,MIR4653
MIR1287,MIR1287
Y_RNA,Y_RNA
RNU6-1279P,U6
RNU1-88P,U1
RN7SL388P,Metazoa_SRP
MIR579,MIR579
Y_RNA,Y_RNA
RNU6-794P,U6
SNORD90,SNORD90
RN7SL589P,Metazoa_SRP
MIR6855,MIR6855
Y_RNA,Y_RNA
IER5,IER5
Y_RNA,Y_RNA
RN7SL728P,Metazoa_SRP
FNDC11,FNDC11
MIR1248,MIR1248
RNU6-1085P,U6
AJM1,AJM1
Y_RNA,Y_RNA
RN7SL300P,Metazoa_SRP
SCARNA18B,SCARNA18B
SNORD66,SNORD66
Y_RNA,Y_RNA
RN7SL414P,Metazoa_SRP
MIR378G,MIR378G
SNORA71,SNORA71
Y_RNA,Y_RNA
RNASE1,RNASE1
MIR190A,ggo-mir-190a
RN7SL306P,Metazoa_SRP
SNORA71E,SNORA71
Y_RNA,Y_RNA
RNU6-1216P,U6
SNORA51,SNORA51
SNORA71,SNORA71
SNORA80B,SNORA80B
Y_RNA,Y_RNA
RNU6-442P,U6
MIR138-1,MIR138-1
RN7SL607P,Metazoa_SRP
SNORA71,SNORA71
Y_RNA,Y_RNA
MIR640,MIR640
SNORA60,SNORA71
RN7SL128P,Metazoa_SRP
RNU6-1208P,U6
SNORA71C,SNORA71
RNU6-821P,U6
RN7SL253P,Metazoa_SRP
SNORA62,SNORA62
Y_RNA,Y_RNA
HTR1B,HTR1B
SNORA71A,SNORA71
RNU6-608P,U6
Y_RNA,Y_RNA
RN7SL826P,Metazoa_SRP
SNORA62,SNORA62
SNORA71,SNORA71
ZBTB33,ZBTB33
RNU6-1164P,U6
RN7SL108P,Metazoa_SRP
Y_RNA,Y_RNA
SNORA62,SNORA62
RN7SL208P,Metazoa_SRP
MIR135B,MIR135B
5S_rRNA,5S_rRNA
SNORA62,SNORA62
RNU6-1258P,U6
TENT5C,TENT5C
CAMLG,CAMLG
DENND3,DENND3
MIR365A,MIR365A
Y_RNA,Y_RNA
MIR18A,ggo-mir-18a
Metazoa_SRP,Metazoa_SRP
SNORA62,SNORA62
EDDM3A,EDDM3A
Y_RNA,Y_RNA
ZNF70,ZNF70
SNORA62,SNORA62
CYSLTR2,CYSLTR2
MIR4723,MIR4723
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
RNU6-468P,U6
MIR1255A,ggo-mir-1255a
Y_RNA,Y_RNA
RNU6-1267P,U6
C15orf62,C15orf62
RN7SL217P,Metazoa_SRP
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
SNORD12C,SNORD12C
RNU6-167P,U6
RN7SL720P,Metazoa_SRP
MIR450A1,MIR450A1
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
Y_RNA,Y_RNA
RNU6-446P,U6
Metazoa_SRP,Metazoa_SRP
5S_rRNA,5S_rRNA
SLITRK6,SLITRK6
Y_RNA,Y_RNA
MIR582,MIR582
FOXC2,FOXC2
FUT2,FUT2
ZBTB8A,ZBTB8A
RN7SL734P,Metazoa_SRP
Y_RNA,Y_RNA
RNU6-181P,U6
SNORD14,SNORD14
RN7SL737P,Metazoa_SRP
Y_RNA,Y_RNA
SNORD14C,SNORD14
RNU6-400P,U6
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
SNORD14E,SNORD14
Y_RNA,Y_RNA
MIR4710,MIR4710
Y_RNA,Y_RNA
SNORD14D,SNORD14
Y_RNA,Y_RNA
RNU6-439P,U6
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
TRDV3,TRDV3
MIR758,MIR758
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
RNU6-1140P,U6
Y_RNA,Y_RNA
SNORA79,SNORA79
RNU1-58P,U1
MGAT1,MGAT1
Y_RNA,Y_RNA
SNORA79B,SNORA79B
5S_rRNA,5S_rRNA
RNU6-822P,U6
TENT2,TENT2
Y_RNA,Y_RNA
RNY1P15,Y_RNA
RNU6-436P,U6
SNORD22,SNORD22
Y_RNA,Y_RNA
ADRA2A,ADRA2A
INTS3,INTS3
MKRN2,MKRN2
MIR9-3,MIR9-3
MIR1976,MIR1976
SNORD22,SNORD22
Y_RNA,Y_RNA
RNU6-932P,U6
Y_RNA,Y_RNA
RN7SL154P,Metazoa_SRP
IFNK,IFNK
Telomerase-vert,Telomerase-vert
RNY4P18,Y_RNA
RNU6-660P,U6
Y_RNA,Y_RNA
MIR4770,MIR4770
RN7SL258P,Metazoa_SRP
RNU6-618P,U6
5S_rRNA,5S_rRNA
TRAV1-1,TRAV1-1
Y_RNA,Y_RNA
Y_RNA,Y_RNA
MIR6750,MIR6750
RNU6-7,U6
RN7SL754P,Metazoa_SRP
Y_RNA,Y_RNA
MIR6782,MIR6782
Y_RNA,Y_RNA
CAMP,CAMP
PNMA2,PNMA2
5S_rRNA,5S_rRNA
RN7SL797P,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
MIR433,MIR433
5S_rRNA,5S_rRNA
RN7SL675P,Metazoa_SRP
RN7SL384P,Metazoa_SRP
MIRLET7I,MIRLET7I
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
MIR124-2,ggo-mir-124a
RPS26,RPS26
RN7SL482P,Metazoa_SRP
MIR1193,MIR1193
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
RN7SL612P,Metazoa_SRP
MIR1253,MIR1253
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
RN7SL241P,Metazoa_SRP
Y_RNA,Y_RNA
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
MIR624,MIR624
RN7SL385P,Metazoa_SRP
Y_RNA,Y_RNA
SNORD39,SNORD39
5S_rRNA,5S_rRNA
RN7SL1,Metazoa_SRP
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
Metazoa_SRP,Metazoa_SRP
RN7SL705P,Metazoa_SRP
Y_RNA,Y_RNA
MIR323B,MIR323B
Y_RNA,Y_RNA
SNORD39,SNORD39
Y_RNA,Y_RNA
RN7SL493P,Metazoa_SRP
RN7SL423P,Metazoa_SRP
Y_RNA,Y_RNA
RNU1-101P,U1
HMG20B,HMG20B
5S_rRNA,5S_rRNA
RN7SL168P,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
TARBP2,TARBP2
MIR96,ggo-mir-96
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
SNORA5A,SNORA5A
P2RY2,P2RY2
RN7SL408P,Metazoa_SRP
RN7SL636P,Metazoa_SRP
MIR1915,MIR1915
RN7SL60P,Metazoa_SRP
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
TRAV41,TRAV41
MIR3197,MIR3197
5S_rRNA,5S_rRNA
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
Y_RNA,Y_RNA
RN7SL516P,Metazoa_SRP
OR2V2,OR2V2
RN7SL492P,Metazoa_SRP
RN7SL563P,Metazoa_SRP
MGAT3,MGAT3
Y_RNA,Y_RNA
MIR19B2,ggo-mir-19b-2
RNU6-345P,U6
RN7SL326P,Metazoa_SRP
SCARNA21,SCARNA21
ZNF682,ZNF682
5S_rRNA,5S_rRNA
RN7SL246P,Metazoa_SRP
SNORA38B,SNORA38B
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
Y_RNA,Y_RNA
RN7SL836P,Metazoa_SRP
RN7SL597P,Metazoa_SRP
RN7SL197P,Metazoa_SRP
BEX4,BEX4
MIR3065,MIR3065
5S_rRNA,5S_rRNA
RN7SL434P,Metazoa_SRP
RN7SL140P,Metazoa_SRP
RN7SL418P,Metazoa_SRP
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
SNORA38,SNORA38
RN7SL582P,Metazoa_SRP
Y_RNA,Y_RNA
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
RN7SL219P,Metazoa_SRP
RN7SL91P,Metazoa_SRP
HS3ST1,HS3ST1
RN7SL100P,Metazoa_SRP
PABPC5,PABPC5
Y_RNA,Y_RNA
RNU6-1321P,U6
Y_RNA,Y_RNA
GGACT,GGACT
5S_rRNA,5S_rRNA
SNORA64,SNORA64
Y_RNA,Y_RNA
RNU6-664P,U6
5S_rRNA,5S_rRNA
RN7SL364P,Metazoa_SRP
SNORA10B,SNORA10B
Y_RNA,Y_RNA
RN7SL791P,Metazoa_SRP
TRAV38-2DV8,TRAV38-2DV8
RN7SL344P,Metazoa_SRP
RNU6-245P,U6
Y_RNA,Y_RNA
SNORA10,SNORA10
TRAV1-2,TRAV1-2
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
RN7SL178P,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
GPT2,GPT2
Metazoa_SRP,Metazoa_SRP
RNU6-987P,U6
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
RN7SL159P,Metazoa_SRP
MIR34B,MIR34B
RN7SL648P,Metazoa_SRP
5S_rRNA,5S_rRNA
RN7SL37P,Metazoa_SRP
PRR23E,PRR23E
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
RNU6-649P,U6
COX11,COX11
CDH7,CDH7
ANG,ANG
RN7SL283P,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
5S_rRNA,5S_rRNA
ATXN7L3B,ATXN7L3B
Y_RNA,Y_RNA
SNORD112,SNORD112
RN7SL633P,Metazoa_SRP
MIR320B2,MIR320B
SNORD16,SNORD16
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
RNU6-729P,U6
RN7SL432P,Metazoa_SRP
RN7SL14P,Metazoa_SRP
5S_rRNA,5S_rRNA
RN7SL477P,Metazoa_SRP
RANBP3L,RANBP3L
RMI1,RMI1
RN7SL401P,Metazoa_SRP
SNORD71,SNORD71
RNU6-104P,U6
TMBIM1,TMBIM1
MIR139,MIR139
RN7SL311P,Metazoa_SRP
JPH2,JPH2
BHLHE23,BHLHE23
RN7SL79P,Metazoa_SRP
SNORD3D,SNORD3D
Y_RNA,Y_RNA
HINT2,HINT2
RNU6-857P,U6
RN7SL93P,Metazoa_SRP
SNORD94,SNORD94
SHBG,SHBG
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
PPP1R2C,PPP1R2C
5S_rRNA,5S_rRNA
BMF,BMF
Y_RNA,Y_RNA
RN7SL465P,Metazoa_SRP
5S_rRNA,5S_rRNA
MIR27A,ggo-mir-27a
PHOSPHO2,PHOSPHO2
Metazoa_SRP,Metazoa_SRP
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
OR2B11,OR2B11
5S_rRNA,5S_rRNA
5S_rRNA,5S_rRNA
RN7SL621P,Metazoa_SRP
RNU2-9P,U2
NHLRC2,NHLRC2
Metazoa_SRP,Metazoa_SRP
5S_rRNA,5S_rRNA
SNORA81,SNORA81
LIG4,LIG4
Metazoa_SRP,Metazoa_SRP
BTBD16,BTBD16
RNU6-590P,U6
Y_RNA,Y_RNA
IGHMBP2,IGHMBP2
5S_rRNA,5S_rRNA
ARHGEF10L,ARHGEF10L
FASLG,FASLG
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
RNU6-455P,U6
Y_RNA,Y_RNA
RN7SL861P,Metazoa_SRP
5S_rRNA,5S_rRNA
RN7SL16P,Metazoa_SRP
LURAP1,LURAP1
5S_rRNA,5S_rRNA
RNU6-883P,U6
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
RN7SL807P,Metazoa_SRP
ADAMTSL2,ADAMTSL2
GALNT3,GALNT3
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
RN7SL213P,Metazoa_SRP
5S_rRNA,5S_rRNA
EDDM3B,EDDM3B
RN7SL328P,Metazoa_SRP
RN7SL546P,Metazoa_SRP
HS3ST6,HS3ST6
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
RNU6-1162P,U6
5S_rRNA,5S_rRNA
RNU1-32P,U1
HRCT1,HRCT1
Y_RNA,Y_RNA
RN7SL180P,Metazoa_SRP
5S_rRNA,5S_rRNA
RNU6-942P,U6
WDFY2,WDFY2
ZNF765,ZNF765
KCNJ2,KCNJ2
5S_rRNA,5S_rRNA
PSAPL1,PSAPL1
RN7SL503P,Metazoa_SRP
Y_RNA,Y_RNA
SETD7,SETD7
RNU6-297P,U6
PROB1,PROB1
GRTP1,GRTP1
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
RN7SL623P,Metazoa_SRP
RN7SL823P,Metazoa_SRP
ZCCHC12,ZCCHC12
RNU6-371P,U6
5S_rRNA,5S_rRNA
ZBED1,ZBED1
XRCC1,XRCC1
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
RN7SL835P,Metazoa_SRP
CLXN,CLXN
GDPD1,GDPD1
RNU6-445P,U6
5S_rRNA,5S_rRNA
Metazoa_SRP,Metazoa_SRP
5S_rRNA,5S_rRNA
U4,U4
GABRR3,GABRR3
RNU6-505P,U6
Y_RNA,Y_RNA
SLC39A12,SLC39A12
RFC5,RFC5
RAB9A,RAB9A
NOCT,NOCT
MIR4693,MIR4693
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
DKK2,DKK2
RN7SL424P,Metazoa_SRP
5S_rRNA,5S_rRNA
Metazoa_SRP,Metazoa_SRP
STRN,STRN
U6,U6
TRIM63,TRIM63
MIR323A,MIR323A
RNU6-1324P,U6
5S_rRNA,5S_rRNA
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
RN7SL22P,Metazoa_SRP
NR5A1,NR5A1
MIR200C,ggo-mir-200c
HRH1,HRH1
WDR1,WDR1
CSNK1G2,CSNK1G2
USP20,USP20
5S_rRNA,5S_rRNA
5S_rRNA,5S_rRNA
RNU6-885P,U6
Y_RNA,Y_RNA
RN7SL658P,Metazoa_SRP
RNase_MRP,RNase_MRP
Y_RNA,Y_RNA
RNU6-26P,U6
MIRLET7A1,MIRLET7A1
RNU6-928P,U6
PLK4,PLK4
RNU6-1113P,U6
U6,U6
RNase_MRP,RNase_MRP
5S_rRNA,5S_rRNA
RNU6-1057P,U6
RN7SL681P,Metazoa_SRP
Y_RNA,Y_RNA
RNU6-853P,U6
RNU4-61P,U4
Y_RNA,Y_RNA
MIR4729,MIR4729
SNORD24,SNORD24
RNU6-224P,U6
Y_RNA,Y_RNA
RNU6-1024P,U6
Vault,Vault
RNU6-339P,U6
5S_rRNA,5S_rRNA
RN7SL634P,Metazoa_SRP
Y_RNA,Y_RNA
SNORA80A,SNORA80A
MIR4506,MIR4506
MIR339,MIR339
RNU6-662P,U6
VTRNA2-2P,Vault
SF3B1,SF3B1
MAB21L1,MAB21L1
GTPBP4,GTPBP4
U6,U6
MIR95,ggo-mir-95
Y_RNA,Y_RNA
Y_RNA,Y_RNA
U6,U6
RNU6-138P,U6
Metazoa_SRP,Metazoa_SRP
MIR4718,MIR4718
RNU6-549P,U6
RN7SL587P,Metazoa_SRP
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
Y_RNA,Y_RNA
RNU6-632P,U6
U4,U4
5S_rRNA,5S_rRNA
MIR6768,MIR6768
RNU6-647P,U6
Y_RNA,Y_RNA
MIR4289,MIR4289
RNU6-862P,U6
RN7SL706P,Metazoa_SRP
MIR214,ggo-mir-214
RNU6-583P,U6
5S_rRNA,5S_rRNA
Y_RNA,Y_RNA
Y_RNA,Y_RNA
MIR337,MIR337
LCE3B,LCE3B
SNORA20B,SNORA20B
RN7SL62P,Metazoa_SRP
RNU6-475P,U6
MIR525,MIR525
MIR1296,MIR1296
RNU6-984P,U6
RN7SL441P,Metazoa_SRP
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
H3C6,H3C2
MAGEF1,MAGEF1
MIR1306,MIR1306
RNA5SP443,5S_rRNA
MIRLET7E,MIRLET7E
MIR152,MIR152
RNU6-317P,U6
Y_RNA,Y_RNA
MIR20B,MIR20B
RN7SL856P,Metazoa_SRP
Y_RNA,Y_RNA
RN7SL735P,Metazoa_SRP
SNORA20,SNORA20
RNU6-1230P,U6
MIR103A2,MIR103A2
FRAT1,FRAT1
RNU6-817P,U6
5S_rRNA,5S_rRNA
SPRR3,SPRR3
Y_RNA,Y_RNA
SNORD10,SNORD10
Y_RNA,Y_RNA
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
RNU6-1005P,U6
U6,U6
GJA3,GJA3
CLN5,CLN5
CIAO3,CIAO3
Y_RNA,Y_RNA
SNORD121B,SNORD121B
MIR522,MIR522
Y_RNA,Y_RNA
MIR1208,MIR1208
RN7SL166P,Metazoa_SRP
RN7SL267P,Metazoa_SRP
RN7SL130P,Metazoa_SRP
RNU6-796P,U6
CHST10,CHST10
OR2A2,OR2A2
RNU6-204P,U6
MIR4442,MIR4442
MIR542,MIR542
MIR197,MIR197
RNU6-103P,U6
