Gene name,Mouse Lemur gene name
PDP1,PDP1
CYB5R4,CYB5R4
FUNDC1,FUNDC1
NCBP1,NCBP1
EDC3,EDC3
TMEM260,TMEM260
YBEY,YBEY
TRPA1,TRPA1
ME1,ME1
SVIP,SVIP
VPS4B,VPS4B
SIRPB2,SIRPB2
BCL2L14,BCL2L14
NRBF2,NRBF2
DNAJC24,DNAJC24
UTP4,UTP4
POU3F4,POU3F4
LRRC63,LRRC63
PRIM2,PRIM2
PCDH20,PCDH20
SAP18,SAP18
SNX21,SNX21
CYP26C1,CYP26C1
CDH17,CDH17
PIK3AP1,PIK3AP1
MAP2K5,MAP2K5
CAPSL,CAPSL
SERPINB5,SERPINB5
TRIM44,TRIM44
PCED1B,PCED1B
EFNB1,EFNB1
ATP12A,ATP12A
ACACA,ACACA
TLE1,TLE1
B4GALNT3,B4GALNT3
ZSWIM3,ZSWIM3
PLTP,PLTP
OSBP,OSBP
BCL2,BCL2
CYLC1,CYLC1
RIPPLY1,RIPPLY1
GZMK,GZMK
RNF17,RNF17
PRDM1,PRDM1
KAT2B,KAT2B
LGMN,LGMN
ARSB,ARSB
CXorf38,CXorf38
GPAT3,GPAT3
KAT6B,KAT6B
CASP14,CASP14
CIDEA,CIDEA
GART,GART
PRR5L,PRR5L
RFXANK,RFXANK
SPIN4,SPIN4
PANX2,PANX2
PDZD2,PDZD2
DCAF12L2,DCAF12L2
LPCAT2,LPCAT2
THOC2,THOC2
PCIF1,PCIF1
FAM210A,FAM210A
TRABD,TRABD
THAP6,THAP6
GAS1,GAS1
FGD3,FGD3
ARHGEF7,ARHGEF7
ZNF335,ZNF335
CREB5,CREB5
POP1,POP1
XYLB,XYLB
RNMT,RNMT
SPRYD3,SPRYD3
PAQR8,PAQR8
COMMD9,COMMD9
GLYATL3,GLYATL3
FA2H,FA2H
CD109,CD109
H2AZ1,H2AZ1
ZSWIM6,ZSWIM6
MMP9,MMP9
ZFP91,ZFP91
VAT1L,VAT1L
TMEM117,TMEM117
ITGA2,ITGA2
MAPK12,MAPK12
KIF6,KIF6
ERICH5,ERICH5
MAF,MAF
MRPS28,MRPS28
PSMA4,PSMA4
TANGO6,TANGO6
CCNK,CCNK
SLC4A11,SLC4A11
HECW1,HECW1
SLCO5A1,SLCO5A1
SPMIP11,SPMIP11
ITM2A,ITM2A
SLC2A13,SLC2A13
TBCK,TBCK
INVS,INVS
Y_RNA,Y_RNA
EMILIN2,EMILIN2
CNTNAP4,CNTNAP4
CCDC179,CCDC179
FILIP1,FILIP1
REDIC1,C12orf40
MYL12A,MYL12A
ASRGL1,ASRGL1
CLBA1,CLBA1
GPR63,GPR63
BABAM1,BABAM1
CYP39A1,CYP39A1
SLITRK4,SLITRK4
HTATSF1,HTATSF1
SETD3,SETD3
NTF3,NTF3
ELP4,ELP4
CNTN6,CNTN6
MYL12B,MYL12B
IBTK,IBTK
NECAB3,NECAB3
MAPK11,MAPK11
ZPBP,ZPBP
KRT76,KRT76
RNU6-857P,U6
SMC2,SMC2
DSC3,DSC3
CPNE8,CPNE8
WDR44,WDR44
COQ9,COQ9
DSC1,DSC1
NPSR1,NPSR1
TTC7B,TTC7B
DSG1,DSG1
C22orf39,C22orf39
CELA1,CELA1
CPLX3,CPLX3
CFAP20,CFAP20
TMEM50B,TMEM50B
NCAN,NCAN
MEI1,MEI1
PAPSS1,PAPSS1
PSMA8,PSMA8
SMAGP,SMAGP
PRDM16,PRDM16
RFTN1,RFTN1
PWWP3B,MUM1L1
NIPBL,NIPBL
ULK3,ULK3
CCDC102A,CCDC102A
BRS3,BRS3
IL10RB,IL10RB
RESF1,KIAA1551
ASB12,ASB12
PPP4R1,PPP4R1
ADCY1,ADCY1
CDK8,CDK8
Y_RNA,Y_RNA
FOXC2,FOXC2
MIR33A,MIR33A
TNFRSF13C,TNFRSF13C
AMER1,AMER1
ZIC3,ZIC3
NAGA,NAGA
SUSD3,SUSD3
BCAR1,BCAR1
GPR68,GPR68
COPS4,COPS4
PDZRN4,PDZRN4
TPO,TPO
E2F1,E2F1
KCNK13,KCNK13
ABTB2,ABTB2
IFNGR2,IFNGR2
WRN,WRN
TDP1,TDP1
NR6A1,NR6A1
VWC2,VWC2
MED21,MED21
CMC4,CMC4
PEX10,PEX10
SFRP4,SFRP4
CMTM8,CMTM8
AKAP10,AKAP10
PATL1,PATL1
IDS,IDS
TBRG4,TBRG4
DKK2,DKK2
VPS26C,DSCR3
HMGXB4,HMGXB4
SLC16A7,SLC16A7
CFAP97D2,CFAP97D2
RN7SL666P,Metazoa_SRP
EIF6,EIF6
AHNAK,AHNAK
PEX14,PEX14
SYCE1L,SYCE1L
STOM,STOM
RPL30,RPL30
NFATC1,NFATC1
TTC3,TTC3
GSE1,GSE1
ZNF25,ZNF25
PLCH2,PLCH2
BTC,BTC
LRRC4C,LRRC4C
MARCHF5,MARCH5
SLC6A4,SLC6A4
SYT7,SYT7
Y_RNA,Y_RNA
PCNA,PCNA
SPIN1,SPIN1
PPP1R12A,PPP1R12A
SLC7A13,SLC7A13
MCM5,MCM5
LDOC1,LDOC1
CPEB3,CPEB3
MTCP1,MTCP1
CKMT2,CKMT2
SECISBP2,SECISBP2
CA13,CA13
CDS2,CDS2
CEP85L,CEP85L
FSBP,FSBP
CSPG4,CSPG4
EXOC6,EXOC6
GPR50,GPR50
NIPAL2,NIPAL2
SPSB1,SPSB1
AMPH,AMPH
LIPC,LIPC
USHBP1,USHBP1
GSTCD,GSTCD
SLC2A5,SLC2A5
PROKR2,PROKR2
IGSF1,IGSF1
CA2,CA2
SLC5A12,SLC5A12
ATG10,ATG10
TRAPPC12,TRAPPC12
PDCD6IP,PDCD6IP
HMOX1,HMOX1
MON1B,MON1B
ENPP5,ENPP5
MCHR2,MCHR2
GUCD1,GUCD1
SCGB1A1,SCGB1A1
ITGB2,ITGB2
GFRAL,GFRAL
NMNAT1,NMNAT1
STOML1,STOML1
G6PC1,G6PC1
BICC1,BICC1
TSPAN18,TSPAN18
RASGRF2,RASGRF2
TFAP2B,TFAP2B
POLR2K,POLR2K
ZFP90,ZFP90
TMIGD1,TMIGD1
COL19A1,COL19A1
CRTC1,CRTC1
ANKMY2,ANKMY2
GSKIP,GSKIP
DISP3,DISP3
WWP1,WWP1
ADI1,ADI1
NDFIP2,NDFIP2
COMMD7,COMMD7
BECN1,BECN1
SUMF1,SUMF1
BTRC,BTRC
SNTG2,SNTG2
PAK5,PAK5
KTN1,KTN1
EEF1G,EEF1G
CACNG2,CACNG2
SLC5A4,SLC5A4
ZCCHC14,ZCCHC14
LARGE1,LARGE1
BANF2,BANF2
NCOA7,NCOA7
RNASEH1,RNASEH1
TRIQK,TRIQK
TMEFF1,MSANTD3
KLHL26,KLHL26
DOCK9,DOCK9
CTSZ,CTSZ
KLHL36,KLHL36
TMEM161A,TMEM161A
RPS7,RPS7
CNTD1,CNTD1
RBMS3,RBMS3
MLKL,MLKL
GOLPH3,GOLPH3
LAMA3,LAMA3
NACAD,NACAD
DNTT,DNTT
ITGB7,ITGB7
MED27,MED27
FIBIN,FIBIN
NIPSNAP2,NIPSNAP2
ZNF624,ZNF624
CNTF,CNTF
SMAP1,SMAP1
METTL15,METTL15
NUDT12,NUDT12
CIAPIN1,CIAPIN1
FAM171A1,FAM171A1
TMEM51,TMEM51
WNK4,WNK4
LDLRAD3,LDLRAD3
SMC6,SMC6
TOP1,TOP1
ARPC5L,ARPC5L
RER1,RER1
PLIN2,PLIN2
TESMIN,TESMIN
RALYL,RALYL
PSPH,PSPH
UBA6,UBA6
ELOVL4,ELOVL4
VGLL2,VGLL2
KRTAP19-7,KRTAP19-7
ARMC6,ARMC6
GSTO1,GSTO1
SYT12,SYT12
CIMIP4,CIMIP4
SNORD74B,SNORD74B
MIR99A,MIR99A
MIRLET7C,MIRLET7C
MIR125B2,MIR125B2
RNU1-98P,U1
TIAM1,TIAM1
RXRA,RXRA
ATP8B4,ATP8B4
TMEM19,TMEM19
PANK4,PANK4
RN7SL615P,Metazoa_SRP
C22orf23,C22orf23
KCNV1,KCNV1
GRB10,GRB10
ACSS3,ACSS3
RASSF2,RASSF2
MTFR2,MTFR2
CDH11,CDH11
ARHGAP19,ARHGAP19
MUC15,MUC15
NDNF,NDNF
POLR2F,POLR2F
HSPH1,HSPH1
PBX3,PBX3
RNF128,RNF128
PLEKHB1,PLEKHB1
NFS1,NFS1
STPG2,STPG2
ENPP4,ENPP4
LRRN1,LRRN1
NUS1,NUS1
VPS13D,VPS13D
SENP6,SENP6
LAPTM4B,LAPTM4B
IGFBP6,IGFBP6
KCNH8,KCNH8
MSH3,MSH3
LRATD1,LRATD1
LHFPL1,LHFPL1
DPCD,DPCD
F8,F8
ASAP2,ASAP2
PICK1,PICK1
AOC2,AOC2
KRT2,KRT2
LOXL1,LOXL1
GNAI2,GNAI2
CHRNB3,CHRNB3
ANKRD40,ANKRD40
PAWR,PAWR
WDR59,WDR59
ABI3,ABI3
CLXN,CLXN
LMAN1L,LMAN1L
POLL,POLL
SH3BGR,SH3BGR
MAPKAP1,MAPKAP1
PRR32,PRR32
AFF2,AFF2
WFIKKN2,WFIKKN2
KCNS2,KCNS2
COA3,COA3
GNGT2,GNGT2
MTHFSD,MTHFSD
RAD54B,RAD54B
NTSR2,NTSR2
GATD3,GATD3
ROMO1,ROMO1
GALK2,GALK2
HADHA,HADHA
TNIP3,TNIP3
FBXL4,FBXL4
ABCC3,ABCC3
BAIAP2L2,BAIAP2L2
UBR5,UBR5
B3GLCT,B3GLCT
UBE2J1,UBE2J1
YDJC,YDJC
ZDHHC20,ZDHHC20
CCDC116,CCDC116
CD180,CD180
AZI2,AZI2
SDF2L1,SDF2L1
MBNL2,MBNL2
IL7R,IL7R
SEC24B,SEC24B
MIR301B,MIR301B
KRTAP6-2,KRTAP6-2
KRTAP6-1,KRTAP6-1
PPIL2,PPIL2
FGF3,FGF3
FAM204A,FAM204A
TM6SF2,TM6SF2
MAP7D3,MAP7D3
ADGRG5,ADGRG5
HACE1,HACE1
PDCL,PDCL
SKAP2,SKAP2
ROR2,ROR2
SUGP2,SUGP2
COX7C,COX7C
F7,F7
OSR1,OSR1
RGS7BP,RGS7BP
ICOSLG,ICOSLG
GNAT1,GNAT1
PIEZO1,PIEZO1
EFR3B,EFR3B
IFNAR2,IFNAR2
FBXW4,FBXW4
CCNO,CCNO
GKAP1,GKAP1
CAMK4,CAMK4
F10,F10
TBC1D8B,TBC1D8B
CHRNA3,CHRNA3
YPEL1,YPEL1
BIN2,BIN2
PDCD11,PDCD11
HYAL1,HYAL1
STK17A,STK17A
GOLGA1,GOLGA1
ZNF74,ZNF74
MEF2B,MEF2B
TAF1D,TAF1D
EFCAB11,EFCAB11
AGMO,AGMO
MORC4,MORC4
GNAL,GNAL
SEC31A,SEC31A
TENT5A,TENT5A
CAMSAP1,CAMSAP1
ZNF804B,ZNF804B
KCTD6,KCTD6
NDUFS4,NDUFS4
KLHL22,KLHL22
BVES,BVES
RBP7,RBP7
RAB5A,RAB5A
PCID2,PCID2
SEMA3A,SEMA3A
BEST3,BEST3
GPR157,GPR157
CX3CL1,CX3CL1
ZBTB40,ZBTB40
VBP1,VBP1
RMDN3,RMDN3
STARD4,STARD4
CFDP1,CFDP1
GREB1,GREB1
RNU6-1261P,U6
RNU6-301P,U6
SNORA70,SNORA70
PCNT,PCNT
RN7SL598P,Metazoa_SRP
RN7SKP99,7SK
FAM229B,FAM229B
Y_RNA,Y_RNA
RN7SL714P,Metazoa_SRP
RNU6-91P,U6
ANO10,ANO10
FAM184A,FAM184A
FCHSD2,FCHSD2
IL13RA2,IL13RA2
CABIN1,CABIN1
NUDT7,NUDT7
UTP18,UTP18
HAPLN4,HAPLN4
VKORC1L1,VKORC1L1
NPHP4,NPHP4
PTPN3,PTPN3
IFNAR1,IFNAR1
DAD1,DAD1
RHOBTB1,RHOBTB1
CHRNA5,CHRNA5
ZFP1,ZFP1
BLVRA,BLVRA
ARB2A,FAM172A
GALNT6,GALNT6
OXA1L,OXA1L
ZFHX3,ZFHX3
PHKA1,PHKA1
CRABP1,CRABP1
MEP1B,MEP1B
CA10,CA10
MELK,MELK
CHST8,CHST8
ARMH3,C15H10orf76
UACA,UACA
GATAD1,GATAD1
VOPP1,VOPP1
GEN1,GEN1
DMGDH,DMGDH
RFWD3,RFWD3
LOXHD1,LOXHD1
CYP26A1,CYP26A1
EYA1,EYA1
BTG1,BTG1
SON,SON
LRP10,LRP10
FAM13C,FAM13C
VSNL1,VSNL1
AMOTL1,AMOTL1
ZNRF1,ZNRF1
KREMEN1,KREMEN1
OXSR1,OXSR1
REM2,REM2
LMTK2,LMTK2
RBM23,RBM23
ADAMTS18,ADAMTS18
EMID1,EMID1
CMYA5,CMYA5
LDAH,LDAH
CEP295,CEP295
HES5,HES5
VTA1,VTA1
PHACTR4,PHACTR4
PLPP1,PLPP1
LRRIQ1,LRRIQ1
PCLO,PCLO
POLR2C,POLR2C
PRKCA,PRKCA
NT5DC1,NT5DC1
ZDHHC15,ZDHHC15
SPMIP10,SPMIP10
PTPRR,PTPRR
MATN3,MATN3
ADGRG4,ADGRG4
SCAMP2,SCAMP2
SLC9A1,SLC9A1
ADGRF1,ADGRF1
TUSC2,TUSC2
RTTN,RTTN
AQP11,AQP11
PTPRG,PTPRG
FOXF1,FOXF1
TOM1L1,TOM1L1
DDI1,DDI1
HS1BP3,HS1BP3
TYR,TYR
BBS9,BBS9
ADARB1,ADARB1
RHBDD3,RHBDD3
CFAP58,CFAP58
RAB39B,RAB39B
NAP1L3,NAP1L3
RNU4-58P,U4
RNU6-21P,U6
PKMYT1,PKMYT1
RADX,RADX
TMEM26,TMEM26
RASL10A,RASL10A
ATP4B,ATP4B
MMP8,MMP8
ATAD2B,ATAD2B
SMARCC1,SMARCC1
THOC5,THOC5
MCF2L,MCF2L
CACUL1,CACUL1
EHMT1,EHMT1
SNUPN,SNUPN
PAFAH2,PAFAH2
TRMT11,TRMT11
CT83,CT83
RAB11FIP2,RAB11FIP2
NAALAD2,NAALAD2
RNU6-133P,U6
RNU6-1087P,U6
SNORA11,SNORA11
MIR532,MIR532
MIR188,MIR188
MIR500A,MIR500A
MIR500B,MIR500B
MIR660,MIR660
MIR502,MIR502
MIR223,MIR223
HMX3,HMX3
MIR676,MIR676
U3,U3
SRBD1,SRBD1
RN7SL790P,Metazoa_SRP
Y_RNA,Y_RNA
RNU6-332P,U6
U6,U6
FAM53B,FAM53B
MIR361,MIR361
RNU6-493P,U6
RNU6-394P,U6
KCNK17,KCNK17
SNORA35B,SNORA35B
Y_RNA,Y_RNA
RN7SL379P,Metazoa_SRP
RNU6-3P,U6
RN7SKP149,7SK
AJAP1,AJAP1
BTBD16,BTBD16
RN7SKP81,7SK
SYN1,SYN1
CNTN4,CNTN4
PTAFR,PTAFR
OAT,OAT
WDR72,WDR72
PRMT5,PRMT5
SLC25A33,SLC25A33
PAQR4,PAQR4
CAPN13,CAPN13
DNAJC5B,DNAJC5B
CLDN9,CLDN9
KAZN,KAZN
MGMT,MGMT
MMP27,MMP27
THOC6,THOC6
MTG1,MTG1
PTDSS1,PTDSS1
TIMP1,TIMP1
RARG,RARG
FCHO2,FCHO2
TOB1,TOB1
LTBP1,LTBP1
TNFRSF1B,TNFRSF1B
ARHGAP42,ARHGAP42
ZMYM3,ZMYM3
SCAPER,SCAPER
KCTD2,KCTD2
WBP1L,WBP1L
SETX,SETX
NIPSNAP1,NIPSNAP1
HYAL2,HYAL2
SERPINB13,SERPINB13
UBE4B,UBE4B
INPP5A,INPP5A
NOX4,NOX4
CABP7,CABP7
MEGF10,MEGF10
TNFRSF11B,TNFRSF11B
SLC24A3,SLC24A3
BICDL2,BICDL2
ZMAT5,ZMAT5
CBX8,CBX8
RCAN1,RCAN1
PTGES,PTGES
UQCR10,UQCR10
ABHD5,ABHD5
MAFB,MAFB
RALGPS1,RALGPS1
CASTOR1,CASTOR1
LPIN3,LPIN3
ZSCAN10,ZSCAN10
LYZ,LYZ
MTBP,MTBP
DLEU7,DLEU7
NAV3,NAV3
SFMBT1,SFMBT1
EDNRB,EDNRB
SERPINB11,SERPINB11
GRIK1,GRIK1
CHST15,CHST15
PLA2G5,PLA2G5
MBTD1,MBTD1
CHD6,CHD6
MTERF3,MTERF3
ZNF174,ZNF174
PTPRU,PTPRU
HYKK,HYKK
TBC1D10A,TBC1D10A
C16orf90,C17H16orf90
ABCA5,ABCA5
DNAJC17,DNAJC17
NLRC3,NLRC3
VGLL3,VGLL3
MVB12B,MVB12B
TACC2,TACC2
SLAIN1,SLAIN1
CSF2,CSF2
GBE1,GBE1
MRPL13,MRPL13
LIN28B,LIN28B
PAPPA,PAPPA
ITGB1BP2,ITGB1BP2
WFDC2,WFDC2
FABP7,FABP7
GRAMD2B,GRAMD2B
HINT3,HINT3
APP,APP
DOCK3,DOCK3
CCN3,NOV
PEX3,PEX3
DYNAP,DYNAP
SRL,SRL
OLFML2A,OLFML2A
NOL4,NOL4
CXCR3,CXCR3
FBXO32,FBXO32
USP3,USP3
ASB4,ASB4
CAPN14,CAPN14
C14orf93,C3H14orf93
GLIS2,GLIS2
HSF2,HSF2
SF3A1,SF3A1
LTN1,LTN1
PAM16,PAM16
TMLHE,TMLHE
WFDC3,WFDC3
CAVIN4,MURC
KL,KL
MIR101-2,MIR101-2
RNU2-47P,U2
RNU6-246P,U6
Y_RNA,Y_RNA
RNU6-14P,U6
RN7SL849P,Metazoa_SRP
Y_RNA,Y_RNA
GDF7,GDF7
STARD13,STARD13
MATN2,MATN2
VAMP7,VAMP7
XDH,XDH
RNU6-432P,U6
Y_RNA,Y_RNA
TINAG,TINAG
MIR455,MIR455
MIR181A2,MIR181A2
MIR181B2,MIR181B2
TAC1,TAC1
FRMD4B,FRMD4B
SLC2A8,SLC2A8
STXBP4,STXBP4
RNF215,RNF215
HTR1E,HTR1E
DNTTIP1,DNTTIP1
TBX18,TBX18
SLC35E3,SLC35E3
EPB41L3,EPB41L3
SEC61G,SEC61G
SEC14L2,SEC14L2
HDAC2,HDAC2
SPIC,SPIC
RWDD2B,RWDD2B
MRPS17,MRPS17
PSMB5,PSMB5
PRKCE,PRKCE
FAM50A,FAM50A
MARCHF10,MARCH10
HMOX2,HMOX2
FAM186A,FAM186A
HCN1,HCN1
PEX1,PEX1
AGO4,AGO4
ALX1,ALX1
USP16,USP16
RHOD,RHOD
CCER1,CCER1
PPP1R3E,PPP1R3E
KRT1,KRT1
EGFLAM,EGFLAM
EBPL,EBPL
CHST11,CHST11
EFS,EFS
FBXO43,FBXO43
ZBTB8B,ZBTB8B
PLXNA3,PLXNA3
CASZ1,CASZ1
CNMD,CNMD
DIP2B,DIP2B
PCTP,PCTP
LHCGR,LHCGR
CMTM5,CMTM5
PTK2B,PTK2B
MIR759,MIR759
PCDH8,PCDH8
BCLAF1,BCLAF1
TNNC2,TNNC2
USP15,USP15
DACH1,DACH1
MTFP1,MTFP1
DNALI1,DNALI1
Y_RNA,Y_RNA
NIBAN2,FAM129B
UBL4A,UBL4A
CSE1L,CSE1L
RRAGC,RRAGC
CCT8,CCT8
KCNG3,KCNG3
SLC10A3,SLC10A3
THTPA,THTPA
SEC14L3,SEC14L3
MIR3184,MIR3184
RN7SKP14,7SK
EFEMP1,EFEMP1
GRIK3,GRIK3
AARSD1,AARSD1
RNU1-142P,U1
SYNPO2,SYNPO2
AP1G2,AP1G2
ARL11,ARL11
FGF14,FGF14
DTWD2,DTWD2
RAB9B,RAB9B
ABHD17C,ABHD17C
SNORA30,SNORA30
PLA2G2D,PLA2G2D
POGLUT2,KDELC1
HEPHL1,HEPHL1
GUCA2B,GUCA2B
EPB41L4A,EPB41L4A
STAU1,STAU1
CEMIP,CEMIP
MSL3,MSL3
VSTM5,VSTM5
PRSS12,PRSS12
PTRH1,PTRH1
PAN3,PAN3
FSHR,FSHR
DIPK1C,DIPK1C
NDST4,NDST4
TIMM21,TIMM21
PSMB2,PSMB2
TPH2,TPH2
RAB38,RAB38
CFAP157,CFAP157
VPS50,VPS50
MAP3K7CL,MAP3K7CL
GAL,GAL
CFAP119,CFAP119
RNU6-82P,U6
FLT1,FLT1
TTC16,TTC16
CCDC59,CCDC59
C18orf63,C18orf63
RAD50,RAD50
GAL3ST1,GAL3ST1
RELT,RELT
CYB5A,CYB5A
PADI6,PADI6
TOR2A,TOR2A
COL6A2,COL6A2
EHD3,EHD3
PADI4,PADI4
CWH43,CWH43
SLC4A8,SLC4A8
KBTBD8,KBTBD8
ZNF629,ZNF629
PAPOLG,PAPOLG
RHBDL2,RHBDL2
DTNA,DTNA
ORAI3,ORAI3
TRPC6,TRPC6
PDZRN3,PDZRN3
SH2D3C,SH2D3C
HSD3B7,HSD3B7
ZMYM4,ZMYM4
SLCO4A1,SLCO4A1
NDST3,NDST3
NOL11,NOL11
STX1B,STX1B
HOMER2,HOMER2
PES1,PES1
NTSR1,NTSR1
WTIP,WTIP
SEC24D,SEC24D
MRGBP,MRGBP
FAM107A,FAM107A
KDM2A,KDM2A
ATP6V1C1,ATP6V1C1
WIPI1,WIPI1
OGFR,OGFR
STX4,STX4
ZNF565,ZNF565
SLX9,SLX9
ADGRG6,ADGRG6
NUFIP1,NUFIP1
TMEM143,TMEM143
GPALPP1,GPALPP1
PDE8A,PDE8A
KCNJ6,KCNJ6
FEZ2,FEZ2
CDK9,CDK9
RN7SKP3,7SK
ALDH3A2,ALDH3A2
GTF2F2,GTF2F2
CSTB,CSTB
NCALD,NCALD
EPHA3,EPHA3
RUNX1,RUNX1
KCTD4,KCTD4
TPT1,TPT1
HABP2,HABP2
ARRDC3,ARRDC3
KCNK18,KCNK18
CAND1,CAND1
NKX1-2,NKX1-2
URI1,URI1
RNU4-53P,U4
LHPP,LHPP
NAIF1,NAIF1
ACTL8,ACTL8
RLF,RLF
LCN2,LCN2
HTRA1,HTRA1
CLSPN,CLSPN
MOGAT3,MOGAT3
ANXA13,ANXA13
ZNF668,ZNF668
SLC25A30,SLC25A30
IMPG2,IMPG2
ZNF428,ZNF428
TCL1A,TCL1A
DERL3,DERL3
SLC3A1,SLC3A1
ALDH1L2,ALDH1L2
RHPN2,RHPN2
ZNF646,ZNF646
CHAF1B,CHAF1B
BBLN,C10H9orf16
TCFL5,TCFL5
PDGFD,PDGFD
VKORC1,VKORC1
TRUB2,TRUB2
VPS41,VPS41
RB1CC1,RB1CC1
CHGA,CHGA
LMNB1,LMNB1
PDZD8,PDZD8
RN7SL268P,Metazoa_SRP
MIF,MIF
PPP3CA,PPP3CA
DIDO1,DIDO1
BCKDK,BCKDK
COQ4,COQ4
SUSD2,SUSD2
TM9SF3,TM9SF3
PABPC3,PABPC3
AMER2,AMER2
PPP2R1B,PPP2R1B
EGLN2,EGLN2
MTMR6,MTMR6
NUP107,NUP107
FUT9,FUT9
MRPS6,MRPS6
BMP5,BMP5
TOM1,TOM1
ITPK1,ITPK1
FAM83B,FAM83B
SLC27A4,SLC27A4
MINAR1,MINAR1
TM9SF2,TM9SF2
NREP,NREP
Y_RNA,Y_RNA
MOXD1,MOXD1
RN7SKP290,7SK
TLR7,TLR7
MRPS11,MRPS11
CPA6,CPA6
CADM4,CADM4
HSPA12B,HSPA12B
SIPA1L3,SIPA1L3
CYYR1,CYYR1
URM1,URM1
ASCC3,ASCC3
SOHLH2,SOHLH2
CRYAA,CRYAA
LARP6,LARP6
ODF1,ODF1
RNU1-57P,U1
MED30,MED30
MIR219A2,MIR219A2
PRMT2,PRMT2
SPATA31F3,FAM205C
RORA,RORA
TOMM70,TOMM70
ANXA4,ANXA4
ALDH3A1,ALDH3A1
TOMM22,TOMM22
ADISSP,ADISSP
SNORA84,SNORA84
LAMTOR3,LAMTOR3
RDH10,RDH10
NOL8,NOL8
MLC1,MLC1
SENP7,SENP7
CCDC169,CCDC169
ZNF507,ZNF507
MOAP1,MOAP1
TMPRSS5,TMPRSS5
KAT8,KAT8
ANKIB1,ANKIB1
GABRA4,GABRA4
LYSET,LYSET
GON7,GON7
RNF19A,RNF19A
UBR7,UBR7
INSYN2A,INSYN2A
SPEF1,SPEF1
ELAPOR2,ELAPOR2
WDR11,WDR11
SLC7A11,SLC7A11
MAVS,MAVS
IL9,IL9
RAB2A,RAB2A
SOAT2,SOAT2
PLAUR,PLAUR
PLXNB2,PLXNB2
ZNF157,ZNF157
MIR103A2,MIR103A2
PUDP,PUDP
EPB41L1,EPB41L1
PRSS8,PRSS8
ALKBH1,ALKBH1
TMEM150C,TMEM150C
EDIL3,EDIL3
PPP1R14C,PPP1R14C
NALF2,NALF2
DCLK1,DCLK1
PRSS36,PRSS36
GJA4,GJA4
SLIRP,SLIRP
WDPCP,WDPCP
COL4A5,COL4A5
PHAX,PHAX
EID1,EID1
MORN1,MORN1
STK3,STK3
ULK2,ULK2
EMCN,EMCN
ADAMTSL3,ADAMTSL3
RIOK2,RIOK2
ADCK1,ADCK1
ELK3,ELK3
DPY19L3,DPY19L3
TTC22,TTC22
PPP1R9A,PPP1R9A
MRPS31,MRPS31
ELMOD1,ELMOD1
PRR16,PRR16
ACADSB,ACADSB
SLC25A15,SLC25A15
PYCARD,PYCARD
LECT2,LECT2
GABRG1,GABRG1
ATP6V0D2,ATP6V0D2
DLGAP3,DLGAP3
ZP2,ZP2
SERPINB12,SERPINB12
MAB21L1,MAB21L1
SERP2,SERP2
PABPC4L,PABPC4L
MAP1B,MAP1B
RIMS3,RIMS3
SLC10A6,SLC10A6
TSC22D1,TSC22D1
DSCAML1,DSCAML1
TOX,TOX
XPNPEP1,XPNPEP1
PRELID3A,PRELID3A
PYGL,PYGL
INTU,INTU
ASAP1,ASAP1
EFHC1,EFHC1
NLRP4,NLRP4
ACOD1,ACOD1
CMSS1,CMSS1
ESS2,ESS2
RNU6-75P,U6
GPC6,GPC6
HDC,HDC
CZIB,CZIB
DCT,DCT
AAR2,AAR2
MRPS23,MRPS23
ANKS4B,ANKS4B
PPP4R3B,PPP4R3B
NAGPA,NAGPA
FAM151A,FAM151A
SLC66A2,SLC66A2
FGD6,FGD6
ESM1,ESM1
C4orf33,C14H4orf33
NIT2,NIT2
TSSK2,TSSK2
GSC2,GSC2
SLC25A1,SLC25A1
TGDS,TGDS
SMG9,SMG9
C20orf96,C20orf96
PON3,PON3
ZCCHC3,ZCCHC3
TBC1D20,TBC1D20
DDIT4L,DDIT4L
AEN,AEN
RAB33A,RAB33A
GPR180,GPR180
SCLT1,SCLT1
ABHD12B,ABHD12B
CBLB,CBLB
MARCHF3,MARCHF3
RAB12,RAB12
ZNF280C,ZNF280C
SOX21,SOX21
OGN,OGN
ABCC4,ABCC4
FECH,FECH
ADAM10,ADAM10
TMEM171,TMEM171
BHLHE22,BHLHE22
MAL2,MAL2
SERPINE1,SERPINE1
TUBA8,TUBA8
PGGT1B,PGGT1B
USP34,USP34
KCNB2,KCNB2
FAM91A1,FAM91A1
PON1,PON1
MYBPC1,MYBPC1
DLST,DLST
ADSL,ADSL
KIF27,KIF27
RNF180,RNF180
ARHGEF17,ARHGEF17
CDKL2,CDKL2
COX7A1,COX7A1
HGF,HGF
RNU7-99P,U7
ARHGAP24,ARHGAP24
GZMA,GZMA
MT4,MT4
CABLES1,CABLES1
SLA,SLA
MAN1A1,MAN1A1
GOPC,GOPC
MRPL46,MRPL46
SMCO4,SMCO4
MEIKIN,MEIKIN
FOXI2,FOXI2
P4HA3,P4HA3
LRRTM2,LRRTM2
QNG1,QNG1
SLC18A2,SLC18A2
FEM1C,FEM1C
IGF1R,IGF1R
CCDC107,CCDC107
LNP1,LNP1
SNX24,SNX24
FAM13A,FAM13A
RPS6KL1,RPS6KL1
FEZF2,FEZF2
B4GALT6,B4GALT6
CDK19,CDK19
GUCA1C,GUCA1C
RSPH14,RSPH14
