Gene name,White-tufted-ear marmoset gene name
ERMAP,ERMAP
ERG,ERG
HCLS1,HCLS1
CAMTA1,CAMTA1
EVX1,EVX1
MTOR,MTOR
CIP2A,CIP2A
HOXA13,HOXA13
KIF9,KIF9
SVBP,SVBP
U4,U4
U1,U1
ADGRL2,ADGRL2
Metazoa_SRP,Metazoa_SRP
HOXA11,HOXA11
TUT4,ZCCHC11
TRIM46,TRIM46
KCNJ15,KCNJ15
SNORA70,SNORA70
IRF2BP2,IRF2BP2
HOXA10,HOXA10
KLHL18,KLHL18
C1H1orf141,C1orf141
SLC25A24,SLC25A24
RASAL2,RASAL2
MIR196B,cja-mir-196b
U8,U8
HOXA9,HOXA9
MYH15,MYH15
HOXA7,HOXA7
KCNJ6,KCNJ6
C1H1orf50,C1orf50
DNAJC11,DNAJC11
HOXA6,HOXA6
POLQ,POLQ
SLC35D1,SLC35D1
KRTCAP2,KRTCAP2
HOXA5,HOXA5
PTPN23,PTPN23
ANGPTL7,ANGPTL7
TARBP1,TARBP1
U7,U7
U6,U6
HOXA4,HOXA4
HHLA2,HHLA2
P3H1,P3H1
HOXA3,HOXA3
SLC50A1,SLC50A1
HOXA2,HOXA2
SLC30A7,SLC30A7
HOXA1,HOXA1
IFT57,IFT57
DYRK1A,DYRK1A
CLDN19,CLDN19
EFNA1,EFNA1
VAV3,VAV3
HTR3C,HTR3C
EXOSC10,EXOSC10
CLEC20A,CLEC20A
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
THAP3,THAP3
HTR3E,HTR3E
MIER1,MIER1
TEX35,TEX35
SCAP,SCAP
Metazoa_SRP,Metazoa_SRP
RAP1GAP,RAP1GAP
PHF13,PHF13
SKAP2,SKAP2
CHDH,CHDH
PCBP3,PCBP3
EIF2B5,EIF2B5
KLHL21,KLHL21
U3,U3
CD1D,CD1D
ELP6,ELP6
U6,U6
CD47,CD47
MASP2,MASP2
COA6,COA6
ZBTB48,ZBTB48
VPS26C,VPS26C
EFNA3,EFNA3
RALGPS2,RALGPS2
CCDC30,CCDC30
Metazoa_SRP,Metazoa_SRP
ABI3BP,ABI3BP
Metazoa_SRP,Metazoa_SRP
DVL3,DVL3
TARDBP,TARDBP
PRPF38A,PRPF38A
SNX10,SNX10
KIRREL1,KIRREL1
SLC35F3,SLC35F3
TAS1R1,TAS1R1
STXBP5L,STXBP5L
RHBDL2,RHBDL2
DNAI4,DNAI4
NOL9,NOL9
U6,U6
C1H1orf127,C1orf127
ORC1,ORC1
ANGPTL1,ANGPTL1
Metazoa_SRP,Metazoa_SRP
NTNG1,NTNG1
ZMYND12,ZMYND12
KCNK1,KCNK1
AP2M1,AP2M1
DYNLT5,TCTEX1D1
CD5L,CD5L
RRAGC,RRAGC
U4,U4
FAM20B,FAM20B
PLEKHG5,PLEKHG5
CC2D1B,CC2D1B
BHLHE40,BHLHE40
SLC19A1,SLC19A1
RIMKLA,RIMKLA
ALPL,ALPL
MAP3K21,MAP3K21
FCRL1,FCRL1
CASZ1,CASZ1
TOR3A,TOR3A
ABCF3,ABCF3
TNFRSF25,TNFRSF25
HNRNPA2B1,HNRNPA2B1
SGIP1,SGIP1
FCRL2,FCRL2
ABL2,ABL2
GTF2E1,GTF2E1
ARL8B,ARL8B
FOXJ3,FOXJ3
PRMT6,PRMT6
PIGP,PIGP
CACNA2D3,CACNA2D3
EDEM1,EDEM1
ECE1,ECE1
FCRL3,FCRL3
PEX14,PEX14
VWA5B2,VWA5B2
ADAM15,ADAM15
FCRL4,FCRL4
Metazoa_SRP,Metazoa_SRP
ESPN,ESPN
PCNX2,PCNX2
FCRL5,FCRL5
Metazoa_SRP,Metazoa_SRP
NFE2L3,NFE2L3
SOAT1,SOAT1
BARHL2,BARHL2
HLCS,HLCS
GUCA2A,GUCA2A
HES2,HES2
U4,U4
ALG3,ALG3
DFFA,DFFA
GUCA2B,GUCA2B
COL18A1,COL18A1
ETV3,ETV3
RABL3,RABL3
TBL1XR1,TBL1XR1
CENPS,CENPS
ETV3L,ETV3L
Metazoa_SRP,Metazoa_SRP
GRM7,GRM7
SIM2,SIM2
PDE4B,PDE4B
DPH5,DPH5
PTPRU,PTPRU
ECE2,ECE2
EIF4G3,EIF4G3
PGD,PGD
ZNF326,ZNF326
U3,U3
AXDND1,AXDND1
HGD,HGD
EXTL2,EXTL2
BBX,BBX
NPVF,NPVF
NPHS2,NPHS2
LRTM1,LRTM1
CAMK2N2,CAMK2N2
GPR153,GPR153
NDUFB4,NDUFB4
LRRC8D,LRRC8D
Metazoa_SRP,Metazoa_SRP
HES3,HES3
VCAM1,VCAM1
NTPCR,NTPCR
TDRD5,TDRD5
WNT5A,WNT5A
SPMIP4,SPMIP4
LRRC8C,LRRC8C
FAM163A,FAM163A
U1,U1
PSMD2,PSMD2
GPR88,GPR88
ARHGEF11,ARHGEF11
LEPR,LEPR
LRRC8B,LRRC8B
RNPC3,RNPC3
FSTL1,FSTL1
U6,U6
TOR1AIP2,TOR1AIP2
MECR,MECR
ERC2,ERC2
GBP6,GBP6
LRRC58,LRRC58
KCNMB2,KCNMB2
SRSF4,SRSF4
DCST1,DCST1
COL11A1,COL11A1
GPR156,GPR156
HP1BP3,HP1BP3
TOR1AIP1,TOR1AIP1
TTC34,TTC34
ZMAT3,ZMAT3
Y_RNA,Y_RNA
EIF4G1,EIF4G1
Metazoa_SRP,Metazoa_SRP
DCST2,DCST2
CHRM2,CHRM2
SIPA1L2,SIPA1L2
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
MMEL1,MMEL1
ZBTB7B,ZBTB7B
BRINP3,BRINP3
LEPROT,LEPROT
PIK3CA,PIK3CA
GSK3B,GSK3B
Metazoa_SRP,Metazoa_SRP
FLAD1,FLAD1
U2,U2
PRXL2B,PRXL2B
DISC1,DISC1
CEP350,CEP350
EPB41,EPB41
ADARB1,ADARB1
OLFM3,OLFM3
CCDC66,CCDC66
TNFRSF14,TNFRSF14
TMEM271,TMEM271
NR1I2,NR1I2
ADGRG7,ADGRG7
U6,U6
Metazoa_SRP,Metazoa_SRP
U6,U6
CKS1B,CKS1B
HES5,HES5
LRRC71,LRRC71
CFAP91,CFAP91
TSNAX,TSNAX
ZNF639,ZNF639
SHC1,SHC1
S1PR1,S1PR1
SNORD66,SNORD66
TMEM45A,TMEM45A
PEAR1,PEAR1
FAM131A,FAM131A
PANK4,PANK4
EGLN1,EGLN1
COX17,COX17
SLX9,SLX9
KIF1B,KIF1B
CLCN2,CLCN2
MFN1,MFN1
PYGO2,PYGO2
POPDC2,POPDC2
ZNF12,ZNF12
NTRK1,NTRK1
SLAMF7,SLAMF7
SPRTN,SPRTN
Y_RNA,Y_RNA
LNP1,LNP1
CD48,CD48
PBXIP1,PBXIP1
PLA1A,PLA1A
EXOC8,EXOC8
ZNF316,ZNF316
TSPYL4,TSPYL4
ZFYVE9,ZFYVE9
LY6G6C,LY6G6C
TOMM70,TOMM70A
TASOR,TASOR
SLAMF1,SLAMF1
POLR2H,POLR2H
KYAT3,KYAT3
INSRR,INSRR
GNB4,GNB4
ADPRH,ADPRH
PMVK,PMVK
Y_RNA,Y_RNA
INTS15,INTS15
PLCH2,PLCH2
Metazoa_SRP,Metazoa_SRP
GNPAT,GNPAT
NIT2,NIT2
CD84,CD84
KCNN3,KCNN3
U6,U6
GTF2B,GTF2B
SLAMF6,SLAMF6
ZDHHC4,ZDHHC4
SH2D2A,SH2D2A
YTHDF2,YTHDF2
ITGB2,ITGB2
VANGL2,VANGL2
PEX10,PEX10
QSOX1,QSOX1
CD80,CD80
PRCC,PRCC
ARHGEF3,ARHGEF3
CHRD,CHRD
Metazoa_SRP,Metazoa_SRP
C1H1orf131,C1orf131
Metazoa_SRP,Metazoa_SRP
ADAR,ADAR
TIMMDC1,TIMMDC1
PKN2,PKN2
GMEB1,GMEB1
GRID2IP,GRID2IP
IL17RD,IL17RD
NCSTN,NCSTN
RAB3B,RAB3B
HDGF,HDGF
LRPAP1,LRPAP1
ACTL6A,ACTL6A
TBC1D23,TBC1D23
TRIM67,TRIM67
PTTG1IP,PTTG1IP
HESX1,HESX1
MRPL24,MRPL24
Metazoa_SRP,Metazoa_SRP
LHX4,LHX4
FAM89A,FAM89A
PLOD2,PLOD2
KDELR2,KDELR2
ARV1,ARV1
TAF12,TAF12
METTL25B,METTL25B
POGLUT1,POGLUT1
ACBD6,ACBD6
RER1,RER1
RAB42,RAB42
DAGLB,DAGLB
APPL1,APPL1
U4,U4
SNORA16A,SNORA16A
NDUFB5,NDUFB5
UBE2G2,UBE2G2
SNORD99,SNORD99
TTC13,TTC13
NRDC,NRDC
TSPYL1,TSPYL1
EPHB6,EPHB6
CDC40,CDC40
CMSS1,CMSS1
VWDE,VWDE
ISG20L2,ISG20L2
Metazoa_SRP,Metazoa_SRP
MORN1,MORN1
TRNAU1AP,TRNAU1AP
TSPEAR,TSPEAR
METTL24,METTL24
COPA,COPA
AKAP7,AKAP7
CRABP2,CRABP2
PDK4,PDK4
CCDC136,CCDC136
U6,U6
VTA1,VTA1
USP13,USP13
CHRNB2,CHRNB2
FILIP1L,FILIP1L
DDO,DDO
TMEM39A,TMEM39A
NES,NES
TRPV6,TRPV6
SKI,SKI
ASB4,ASB4
SMPDL3A,SMPDL3A
GALNT17,GALNT17
Metazoa_SRP,Metazoa_SRP
LGSN,LGSN
SLC22A16,SLC22A16
C1H1orf198,C1orf198
PON2,PON2
XPR1,XPR1
TMEM106B,TMEM106B
BCAN,BCAN
RCC1,RCC1
TTLL2,TTLL2
COL8A1,COL8A1
PLSCR4,PLSCR4
PKHD1,PKHD1
ADGRG6,ADGRG6
ARHGAP31,ARHGAP31
CLVS2,CLVS2
UBE2Q1,UBE2Q1
UNC93A,UNC93A
Metazoa_SRP,Metazoa_SRP
EPCIP,C21orf62
Metazoa_SRP,Metazoa_SRP
ADTRP,ADTRP
CYTH3,CYTH3
LLCFC1,LLCFC1
SNORA73,SNORA73
g6g-ly6g6d,LY6G6F
SNORA73,SNORA73
LMO4,LMO4
PAXBP1,C21ORF66
U6,U6
MAP3K7,MAP3K7
KHDRBS2,KHDRBS2
PON3,PON3
KEL,KEL
RASSF6,RASSF6
CDK19,CDK19
CALN1,CALN1
TRDN,TRDN
U3,U3
PHACTR4,PHACTR4
PDE6B,PDE6B
CAPN9,CAPN9
5S_rRNA,5S_rRNA
U2,U2
LRRC3,LRRC3
Y_RNA,Y_RNA
CCR6,CCR6
Metazoa_SRP,Metazoa_SRP
TMEM170B,TMEM170B
RBM46,RBM46
AFM,AFM
HS2ST1,HS2ST1
HAPLN2,HAPLN2
PRIM2,PRIM2
OR6V1,OR6V1
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
PIP,PIP
UPK1B,UPK1B
TDRD10,TDRD10
U6,U6
HSD17B7,HSD17B7
USP38,USP38
CEP43,CEP43
AGT,AGT
Y_RNA,Y_RNA
MYL5,MYL5
TAS2R39,TAS2R39
AMD1,AMD1
mml-mir-761,cja-mir-761
PRKCZ,PRKCZ
MED18,MED18
TEX55,TEX55
USP42,USP42
GPATCH4,GPATCH4
TAS2R40,TAS2R40
AFP,AFP
KIAA1614,KIAA1614
SLC49A3,SLC49A3
BACH2,BACH2
COG2,COG2
PEX5L,PEX5L
THSD7A,THSD7A
SHE,SHE
TRPM2,TRPM2
TFAP2B,TFAP2B
SESN2,SESN2
TYW1,TYW1
NKAIN2,NKAIN2
PPP1R9A,PPP1R9A
NPY2R,NPY2R
IGSF11,IGSF11
RAB23,RAB23
NAXE,NAXE
SYNJ1,SYNJ1
GSTK1,TMEM139
MED23,MED23
IL6R,IL6R
GTF3C6,GTF3C6
TFAP2D,TFAP2D
STX6,STX6
MAP9,MAP9
MTFR2,MTFR2
HIVEP2,HIVEP2
GPR37L1,GPR37L1
ATP5IF1,ATP5IF1
PCGF3,PCGF3
NEDD9,NEDD9
SELENOF,SELENOF
GJA10,GJA10
PGBD5,PGBD5
Y_RNA,Y_RNA
DDR2,DDR2
Y_RNA,Y_RNA
ESYT2,ESYT2
ARL8A,ARL8A
RNF217,RNF217
ALB,ALB
PLSCR5,PLSCR5
DEFB112,DEFB112
RPS6KA2,RPS6KA2
AIG1,AIG1
IQGAP3,IQGAP3
PTAFR,PTAFR
ATP8B2,ATP8B2
FGF12,FGF12
DEFB110,DEFB110
PTPN7,PTPN7
GALNT2,GALNT2
AMPH,AMPH
U7,U7
MR1,MR1
EPHB4,EPHB4
CASP8AP2,CASP8AP2
DEFB113,DEFB113
GAB1,GAB1
U6,U6
DEFB114,DEFB114
DCAF8,DCAF8
CPLX1,CPLX1
ADAT2,ADAT2
U6,U6
CRISP1,CRISP1
U7,U7
SMIM13,SMIM13
LHFPL5,LHFPL5
ABHD16A,ABHD16A
IER5,IER5
LGR6,LGR6
Metazoa_SRP,Metazoa_SRP
ERVFRD-1,ERVFRD-1
PGK2,PGK2
SLIT2,SLIT2
EIF2AK1,EIF2AK1
CLPS,CLPS
CASP2,CASP2
CDC14A,CDC14A
OSBPL9,OSBPL9
TPD52L1,TPD52L1
CLPSL1,CLPSL1
PEX3,PEX3
SLC16A10,SLC16A10
EYA3,EYA3
LY6G5C,LY6G5C
TMEM248,TMEM248
CFAP410,CFAP410
UAP1,UAP1
SPMIP1,SPMIP1
NFIA,NFIA
ELOVL2,ELOVL2
Y_RNA,Y_RNA
URB2,URB2
U6,U6
PHF14,PHF14
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
KCP,KCP
UBE2T,UBE2T
PHTF2,PHTF2
U8,U8
Metazoa_SRP,Metazoa_SRP
U6,U6
SFT2D1,SFT2D1
AQP10,AQP10
U6,U6
MEF2D,MEF2D
ADRA2C,ADRA2C
ZNF451,ZNF451
CACNA1E,CACNA1E
ANKRD61,ANKRD61
RABGEF1,RABGEF1
Metazoa_SRP,Metazoa_SRP
ZIC4,ZIC4
ARMC12,ARMC12
PRR18,PRR18
TTC14,TTC14
FUCA2,FUCA2
Metazoa_SRP,Metazoa_SRP
RBP7,RBP7
AIMP2,AIMP2
CCDC50,CCDC50
HAX1,HAX1
XKR8,XKR8
RHAG,RHAG
SYCP2L,SYCP2L
TBXT,TBXT
NMNAT1,NMNAT1
SMARCA5,SMARCA5
SNORA80D,SNORA80D
ZIC1,ZIC1
mml-mir-218-1,cja-mir-218
U4,U4
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
CSNK2B,LY6G5B
KCTD7,KCTD7
RPA2,RPA2
TAF5L,TAF5L
ANKRD17,ANKRD17
FKBP5,FKBP5
PMS2,PMS2
IRF5,IRF5
CCDC39,CCDC39
CLCN1,CLCN1
C1H1orf87,C1orf87
PFKL,PFKL
UHMK1,UHMK1
PHACTR2,PHACTR2
LZIC,LZIC
PACRGL,PACRGL
PEA15,PEA15
GABRD,GABRD
U4,U4
Metazoa_SRP,Metazoa_SRP
C4H6orf141,C6orf141
Metazoa_SRP,Metazoa_SRP
REV3L,REV3L
CSPG5,CSPG5
GLYATL3,GLYATL3
GAK,GAK
TPST1,TPST1
ABCB10,ABCB10
Y_RNA,Y_RNA
UBAP2L,UBAP2L
CYP2J2,CYP2J2
CENPQ,CENPQ
TULP1,TULP1
CASQ1,CASQ1
HDDC2,HDDC2
U6,U6
BCLAF1,BCLAF1
FAM131B,FAM131B
U6,U6
CFAP298,CFAP298
AGTR1,AGTR1
TNPO3,TNPO3
CLSTN1,CLSTN1
RHBG,RHBG
Metazoa_SRP,Metazoa_SRP
U3,U3
U4,U4
CPB1,CPB1
MMUT,MMUT
TEAD3,TEAD3
LTV1,LTV1
STX12,PPP1R8
SMARCC1,SMARCC1
SNRNP48,SNRNP48
TSACC,TSACC
RGS18,RGS18
EVA1C,EVA1C
Metazoa_SRP,Metazoa_SRP
PPP1R12B,PPP1R12B
SGCE,SGCE
PDE10A,PDE10A
NXPH1,NXPH1
OSTN,OSTN
ZYX,ZYX
RPL10A,RPL10A
CPA3,CPA3
HEY2,HEY2
Metazoa_SRP,Metazoa_SRP
HOOK1,HOOK1
NUP133,NUP133
TMEM52,TMEM52
MDN1,MDN1
HOPX,HOPX
GMNC,GMNC
ASL,ASL
STARD3NL,STARD3NL
FANCE,FANCE
U7,U7
EPHA1,EPHA1
CALML6,CALML6
URB1,URB1
FREM3,FREM3
DSP,DSP
ICA1,ICA1
KCNIP4,KCNIP4
IL1RAP,IL1RAP
PPARD,PPARD
PTCHD4,PTCHD4
TMEM79,TMEM79
GYG1,GYG1
LMTK2,LMTK2
ENPP3,ENPP3
EPDR1,EPDR1
NCOA7,NCOA7
ZC2HC1B,ZC2HC1B
ZNF648,ZNF648
SFRP4,SFRP4
SPATA46,SPATA46
GLMP,GLMP
OPN5,OPN5
MIR556,cja-mir-556
GNB1,GNB1
ANKRD45,ANKRD45
U1,U1
TAS2R41,TAS2R41
GYPA,GYPA
AIRE,AIRE
OLFML2B,OLFML2B
CASD1,CASD1
TEX50,TEX50
FGGY,FGGY
PLAGL1,PLAGL1
TMEM207,TMEM207
MAP7,MAP7
U6,U6
ACTA1,ACTA1
TECPR1,TECPR1
DSE,DSE
NME8,NME8
SNORA63,SNORA63
SNORA81,SNORA81
ADGRF4,ADGRF4
CLDN16,CLDN16
ENPP1,ENPP1
CDS1,CDS1
TSPAN33,TSPAN33
SNORD2,SNORD2
BCKDHB,BCKDHB
U6,U6
KLHL20,KLHL20
KLF3,KLF3
STX11,STX11
DNMT3L,DNMT3L
CLDN1,CLDN1
CCSAP,CCSAP
SNORA58B,SNORA58B
SMG5,SMG5
TRAPPC3L,TRAPPC3L
FAM76A,FAM76A
TFAP2A,TFAP2A
Y_RNA,Y_RNA
TLR10,TLR10
U6,U6
U6,U6
QRFPR,QRFPR
KNG1,KNG1
CALHM5,FAM26E
SMO,SMO
ICOSLG,ICOSLG
CALHM4,CALHM4
P3H2,P3H2
COX18,COX18
RIOK1,RIOK1
U6,U6
ATF6,ATF6
U6,U6
TLR1,TLR1
TMEM60,TMEM60
CENPL,CENPL
TCAF1,TCAF1
GPANK1,GPANK1
RAB4A,RAB4A
Metazoa_SRP,Metazoa_SRP
CCN2,CCN2
TLR6,TLR6
GLCCI1,GLCCI1
AHCYL2,AHCYL2
HHIP,HHIP
RSPH4A,RSPH4A
CAGE1,CAGE1
FAM114A1,FAM114A1
ADGRA3,ADGRA3
DARS2,DARS2
DHX30,DHX30
STAC,STAC
SNORA80A,SNORA80A
DLEC1,DLEC1
BAIAP2L1,BAIAP2L1
Metazoa_SRP,Metazoa_SRP
MOXD1,MOXD1
U6,U6
MRAP,MRAP
U6,U6
SPMAP2L,SPMAP2L
GATD3,GATD3
ELMO1,ELMO1
ZUP1,ZUP1
HLTF,HLTF
BEND6,BEND6
U6,U6
SLC12A9,SLC12A9
STOX2,STOX2
UMAD1,UMAD1
IGSF8,IGSF8
Y_RNA,Y_RNA
OR6B1,OR6B1
ADAMTS3,ADAMTS3
VKORC1L1,VKORC1L1
ARL9,ARL9
TP63,TP63
U7,U7
IFI6,IFI6
TMEM156,TMEM156
COL1A2,COL1A2
MYSM1,MYSM1
RPA3,RPA3
STRIP2,STRIP2
SNORD81,SNORD81
SCUBE3,SCUBE3
U7,U7
CD2AP,CD2AP
STX7,STX7
OR2A14,OR2A14
SLC35B3,SLC35B3
U3,U3
TPM3,TPM3
RHOU,RHOU
SNORD79,SNORD79
TRIP6,TRIP6
ARPP21,ARPP21
KCNJ9,KCNJ9
MIOS,MIOS
SNORD24,SNORD24
KPNA5,KPNA5
MAP3K5,MAP3K5
DCBLD2,DCBLD2
HUNK,HUNK
KLHL5,KLHL5
ENPP6,ENPP6
ZBTB37,ZBTB37
FGR,FGR
NPTX2,NPTX2
PAQR6,PAQR6
ARHGEF5,ARHGEF5
NADK,NADK
ANAPC10,ANAPC10
SSR1,SSR1
TBX19,TBX19
HINT3,HINT3
UTRN,UTRN
U6,U6
Metazoa_SRP,Metazoa_SRP
RTCA,RTCA
U1,U1
U6,U6
SERPINC1,SERPINC1
SMKR1,SMKR1
SNORD81,SNORD81
SLC35E2,SLC35E2B
U6,U6
ICMT,ICMT
COL28A1,COL28A1
NOBOX,NOBOX
GBA3,GBA3
FAM162B,FAM162B
SLAMF9,SLAMF9
mml-mir-128b,cja-mir-128-2
U3,U3
ABCE1,ABCE1
AHDC1,AHDC1
BGLAP,SLC25A44
TRAF3IP2,TRAF3IP2
U6,U6
GPRC6A,GPRC6A
TMEM130,TMEM130
TAAR5,taar5
NRF1,NRF1
IGSF9,IGSF9
TRMT11,TRMT11
CDK11B,CDK11B
ST3GAL6,ST3GAL6
SRRT,SRRT
Metazoa_SRP,Metazoa_SRP
SCAF4,SCAF4
NPFFR2,NPFFR2
EPS15,EPS15
BLOC1S5,TXNDC5
TPK1,TPK1
TAAR2,TAAR2
PWP2,PWP2
RC3H1,RC3H1
IRF2,IRF2
RFX6,RFX6
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
NUP210L,NUP210L
TAAR1,taar1
RPL22,RPL22
GC,GC
VNN1,VNN1
AOAH,AOAH
PPARGC1A,PPARGC1A
RREB1,RREB1
CDC5L,CDC5L
OMA1,OMA1
DPT,DPT
U6,U6
VNN3,VNN3P
APOM,APOM
U3,U3
MAP4,MAP4
C1GALT1,C1GALT1
RPS27,RPS27
MYD88,MYD88
Metazoa_SRP,Metazoa_SRP
TCP11,TCP11
Metazoa_SRP,Metazoa_SRP
SEMA4A,SEMA4A
VGLL2,VGLL2
MIB2,MIB2
FCRLB,FCRLB
Y_RNA,Y_RNA
ATP1B1,ATP1B1
RAB13,RAB13
PAICS,PAICS
FYN,FYN
PRRC2A,PRRC2A
FCRLA,FCRLA
CNTNAP2,CNTNAP2
ASNS,ASNS
SOD1,SOD1
CPOX,CPOX
Metazoa_SRP,Metazoa_SRP
OXSR1,OXSR1
OTUD4,OTUD4
TNFRSF21,TNFRSF21
HPS3,HPS3
TAGLN2,TAGLN2
ROS1,ROS1
NME7,NME7
SLC18B1,SLC18B1
PPAT,PPAT
Metazoa_SRP,Metazoa_SRP
WDR19,WDR19
GPR15,GPR15
mml-mir-182,cja-mir-182
mml-mir-96,cja-mir-96
SPATS1,SPATS1
mml-mir-183,cja-mir-183
FNDC10,FNDC10
ANKS1A,ANKS1A
NKX6-1,NKX6-1
BMP6,BMP6
SLC4A4,SLC4A4
FCGR2A,FCGR2A
ADGRF1,ADGRF1
CFAP45,CFAP45
TAC1,TAC1
U6,U6
DST,DST
CREB3L4,CREB3L4
SNORA70,SNORA70
SSU72,SSU72
Metazoa_SRP,Metazoa_SRP
CENPW,CENPW
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
LPP,LPP
CHD5,CHD5
CASP3,CASP3
U3,U3
SLC22A13,SLC22A13
LMNA,LMNA
SNORA38,SNORA38
GPAT3,GPAT3
DHX15,DHX15
U6,U6
Metazoa_SRP,Metazoa_SRP
AIF1,AIF1
AASDH,AASDH
Y_RNA,Y_RNA
5S_rRNA,5S_rRNA
DAB1,DAB1
TIAM1,TIAM1
CCN6,CCN6
RSPO3,RSPO3
U7,U7
ZC3HC1,ZC3HC1
BLZF1,BLZF1
ACHE,ACHE
Metazoa_SRP,Metazoa_SRP
AARS2,AARS2
VSIG8,VSIG8
SYT2,SYT2
GNGT1,GNGT1
SDHAF3,SDHAF3
NCR3,NCR3
mml-mir-28,cja-mir-28
TFPI2,TFPI2
TUBE1,TUBE1
DLX5,DLX5
ADGRF5,ADGRF5
JTB,JTB
SLAMF8,SLAMF8
CP,CP
DLX6,DLX6
TMEM175,TMEM175
SOD3,SOD3
LY86,LY86
RNF146,RNF146
KLHDC10,KLHDC10
SNORD101,SNORD101
SLC39A1,SLC39A1
Metazoa_SRP,Metazoa_SRP
SNORD100,SNORD100
GABRR3,GABRR3
ABRAXAS1,ABRAXAS1
U6,U6
CALCR,CALCR
SNORA33,SNORA33
RABGAP1L,RABGAP1L
FAM229B,FAM229B
Metazoa_SRP,Metazoa_SRP
MEX3A,MEX3A
LST1,LST1
Metazoa_SRP,Metazoa_SRP
ULK4,ULK4
DUSP23,DUSP23
LTB,LTB
CRTC2,CRTC2
RAB25,RAB25
DGKQ,DGKQ
CLASP2,CLASP2
F13A1,F13A1
TAF11,TAF11
CRP,CRP
XYLB,XYLB
TRAPPC10,TRAPPC10
CCDC181,CCDC181
U7,U7
CRACD,CRACD
mml-mir-489,cja-mir-489
MRPS18C,MRPS18C
TNF,TNF
U6,U6
APCS,APCS
RIOX2,MINA
mml-mir-653,cja-mir-653
LAMTOR2,LAMTOR2
EYA4,EYA4
BCL6,BCL6
CCDC149,CCDC149
ECHDC1,ECHDC1
IDUA,IDUA
SLC19A2,SLC19A2
U6,U6
UBQLN4,UBQLN4
U6,U6
ANLN,ANLN
LTA,TNLG1E
TMEM209,TMEM209
VPS50,VPS50
BLTP3A,BLTP3A
FCER1A,FCER1A
ANXA5,ANXA5
SLC35F1,SLC35F1
NFKBIL1,NFKBIL1
C8B,C8B
SLC26A1,SLC26A1
U6,U6
CEP135,CEP135
SLC25A13,SLC25A13
SSR2,SSR2
FGFRL1,FGFRL1
TCTE1,TCTE1
F5,F5
Metazoa_SRP,Metazoa_SRP
TM4SF18,TM4SF18
TTC39A,TTC39A
ATP6V1G2,ATP6V1G2
NRN1,NRN1
DENND4B,DENND4B
ACKR1,DARC
TRRAP,TRRAP
KDM5B,KDM5B
DYNC2I1,DYNC2I1
ANKRD6,ANKRD6
HMX1,HMX1
CDC25A,CDC25A
C8A,C8A
U6,U6
DDX39B,DDX39B
TM4SF1,TM4SF1
SELP,SELP
RTP2,RTP2
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
TCF21,TCF21
Y_RNA,Y_RNA
ACVR2B,ACVR2B
ARL6,CRYBG3
SST,SST
TBPL1,TBPL1
PEX7,PEX7
CADM3,CADM3
KIAA0408,KIAA0408
LAMA4,LAMA4
SPON2,SPON2
TM4SF4,TM4SF4
U6,U6
TNN,TNN
GATAD2B,GATAD2B
HELQ,HELQ
KRTAP11-1,KRTAP11-1
FYB2,FYB2
SLC2A12,SLC2A12
U6,U6
ARHGEF2,ARHGEF2
Y_RNA,Y_RNA
WWTR1,WWTR1
CEP85L,CEP85L
SOGA3,SOGA3
Metazoa_SRP,Metazoa_SRP
SLC25A34,SLC25A34
FARS2,FARS2
SLC35D3,SLC35D3
MASP1,MASP1
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
U8,U8
Y_RNA,Y_RNA
AGPAT3,AGPAT3
SELL,SELL
SNORD83,SNORD83
KIAA0040,KIAA0040
C1H1orf185,C1orf185
SNORD83,SNORD83
C4H6orf58,C6orf58
SLC27A3,SLC27A3
IL20RA,IL20RA
MCCD1,MCCD1
U4,U4
MPZ,MPZ
DGKI,DGKI
ILRUN,ILRUN
COMMD2,COMMD2
CDKN2C,CDKN2C
PLEKHM2,PLEKHM2
Metazoa_SRP,Metazoa_SRP
EXOG,EXOG
UBP1,UBP1
IL22RA2,IL22RA2
SGK1,SGK1
VIPR2,VIPR2
HEPACAM2,HEPACAM2
Metazoa_SRP,Metazoa_SRP
IFNGR1,IFNGR1
AURKAIP1,AURKAIP1
SMAD1,SMAD1
Y_RNA,Y_RNA
INTS3,INTS3
LGI2,LGI2
U7,U7
FAF1,FAF1
THEMIS,THEMIS
RABIF,RABIF
RTP4,RTP4
PRKAA2,PRKAA2
SPDEF,SPDEF
SCN5A,SCN5A
TRAK1,TRAK1
MMAA,MMAA
ANKRD66,ANKRD66
RTP1,RTP1
Y_RNA,Y_RNA
TNR,TNR
CAMP,CAMP
SSMEM1,SSMEM1
ANKUB1,ANKUB1
