Gene name,Human gene name
U1,RNU1-7P
DNASE2B,DNASE2B
KLHDC7A,KLHDC7A
NECTIN3,NECTIN3
STXBP3,STXBP3
ZBTB8OS,ZBTB8OS
BROX,BROX
RPE65,RPE65
Y_RNA,Y_RNA
NHLH2,NHLH2
FAM177B,FAM177B
IGSF21,IGSF21
CREB5,CREB5
CACNA1D,CACNA1D
CASQ2,CASQ2
SAMD13,SAMD13
CELSR2,CELSR2
ERRFI1,ERRFI1
FBXO6,FBXO6
ZBTB8A,ZBTB8A
DISP1,DISP1
FNDC7,FNDC7
SFT2D2,SFT2D2
Y_RNA,Y_RNA
VANGL1,VANGL1
PARK7,PARK7
PRKACB,PRKACB
PRPF38B,PRPF38B
SDC3,SDC3
JAZF1,JAZF1
CHCHD6,CHCHD6
EAF2,EAF2
NGF,NGF
FBXO44,FBXO44
EBNA1BP2,EBNA1BP2
ECHDC2,ECHDC2
Y_RNA,Y_RNA
SARS1,SARS1
WLS,WLS
TLR5,TLR5
U6,RNU6-979P
ZNF385D,ZNF385D
IQCB1,IQCB1
ZYG11A,ZYG11A
TNFRSF9,TNFRSF9
U6,RNU6-1310P
CFAP144,CFAP144
HENMT1,HENMT1
DPPA4,DPPA4
LAPTM5,LAPTM5
LDLRAD2,LDLRAD2
ABCC5,ABCC5
U6,U6
SUSD4,SUSD4
UTS2,UTS2
U6,RNU6-880P
U6,RNU6-1236P
TTLL7,TTLL7
C2H3orf85,C3orf85
ZYG11B,ZYG11B
GGPS1,GGPS1
SLC2A1,SLC2A1
GOLGB1,GOLGB1
PER3,PER3
MATN1,MATN1
FBXO2,FBXO2
CFAP276,CFAP276
TAX1BP1,TAX1BP1
DIRAS3,DIRAS3
U6,RNU6-969P
EEIG2,EEIG2
PSMG1,PSMG1
SETD2,SETD2
CCDC185,CCDC185
ARID4B,ARID4B
Metazoa_SRP,RN7SL62P
U3,U3
U7,RNU7-80P
COA7,COA7
GUCA1C,GUCA1C
GADD45A,GADD45A
USP48,USP48
TRAT1,TRAT1
Metazoa_SRP,RN7SL392P
ZNF691,ZNF691
SHISAL2A,SHISAL2A
DISP3,DISP3
U6,RNU6-1031P
RETNLB,RETNLB
GPX7,GPX7
SERBP1,SERBP1
RBM34,RBM34
ETS2,ETS2
U6,RNU6-387P
HIBADH,HIBADH
SEC16B,SEC16B
IL12RB2,IL12RB2
UBIAD1,UBIAD1
Y_RNA,Y_RNA
DZIP3,DZIP3
VAMP3,VAMP3
TOMM20,TOMM20
IMPG2,IMPG2
SNORA14B,SNORA14B
COL6A1,COL6A1
IL23R,IL23R
ERMAP,ERMAP
ERG,ERG
U6,RNU6-865P
HCLS1,HCLS1
CAMTA1,CAMTA1
EVX1,EVX1
MTOR,MTOR
Metazoa_SRP,RN7SL668P
CIP2A,CIP2A
HOXA13,HOXA13
KIF9,KIF9
SVBP,SVBP
U4,RNU4-62P
U1,RNU1-8P
ADGRL2,ADGRL2
Metazoa_SRP,RN7SL172P
HOXA11,HOXA11
TUT4,TUT4
TRIM46,TRIM46
FBXO40,FBXO40
KCNJ15,KCNJ15
SNORA70,SNORA70
IRF2BP2,IRF2BP2
HOXA10,HOXA10
KLHL18,KLHL18
C1H1orf141,C1orf141
SLC25A24,SLC25A24
RASAL2,RASAL2
MIR196B,MIR196B
U8,U8
HOXA9,HOXA9
MYH15,MYH15
HOXA7,HOXA7
KCNJ6,KCNJ6
C1H1orf50,C1orf50
DNAJC11,DNAJC11
HOXA6,HOXA6
POLQ,POLQ
U6,RNU6-291P
SLC35D1,SLC35D1
KRTCAP2,KRTCAP2
HOXA5,HOXA5
PTPN23,PTPN23
ANGPTL7,ANGPTL7
TARBP1,TARBP1
U6,RNU6-948P
HOXA4,HOXA4
HHLA2,HHLA2
P3H1,P3H1
HOXA3,HOXA3
SLC50A1,SLC50A1
HOXA2,HOXA2
U6,RNU6-85P
HTR3D,HTR3D
SLC30A7,SLC30A7
HOXA1,HOXA1
IFT57,IFT57
DYRK1A,DYRK1A
CLDN19,CLDN19
EFNA1,EFNA1
VAV3,VAV3
HTR3C,HTR3C
EXOSC10,EXOSC10
CLEC20A,CLEC20A
mml-mir-490,MIR490
Y_RNA,Y_RNA
mml-mir-206,MIR206
Y_RNA,Y_RNA
THAP3,THAP3
HTR3E,HTR3E
MIER1,MIER1
TEX35,TEX35
SCAP,SCAP
RAP1GAP,RAP1GAP
PHF13,PHF13
SKAP2,SKAP2
CHDH,CHDH
PCBP3,PCBP3
EIF2B5,EIF2B5
PPIH,PPIH
KLHL21,KLHL21
U3,U3
CD1A,CD1A
U6,RNU6-469P
CD1D,CD1D
Metazoa_SRP,RN7SL415P
ELP6,ELP6
U6,RNU6-3P
CD47,CD47
MASP2,MASP2
COA6,COA6
U6,RNU6-608P
ZBTB48,ZBTB48
VPS26C,VPS26C
EFNA3,EFNA3
RALGPS2,RALGPS2
CCDC30,CCDC30
AKIRIN1,AKIRIN1
ABI3BP,ABI3BP
Metazoa_SRP,RN7SL366P
DVL3,DVL3
TARDBP,TARDBP
PRPF38A,PRPF38A
Y_RNA,Y_RNA
SNX10,SNX10
KIRREL1,KIRREL1
SLC35F3,SLC35F3
SELENOK,SELENOK
TAS1R1,TAS1R1
STXBP5L,STXBP5L
RHBDL2,RHBDL2
DNAI4,DNAI4
NOL9,NOL9
C1H1orf127,C1orf127
ORC1,ORC1
U6,RNU6-605P
PPCS,PPCS
ANGPTL1,ANGPTL1
Metazoa_SRP,RN7SL492P
U2,RNU2-18P
MYCBP,MYCBP
U6,RNU6-731P
INSL5,INSL5
NTNG1,NTNG1
ZMYND12,ZMYND12
KCNK1,KCNK1
AP2M1,AP2M1
DYNLT5,DYNLT5
CD5L,CD5L
RRAGC,RRAGC
U4,RNU4-77P
FAM20B,FAM20B
PLEKHG5,PLEKHG5
CC2D1B,CC2D1B
BHLHE40,BHLHE40
SLC19A1,SLC19A1
RIMKLA,RIMKLA
TTC3,TTC3
ALPL,ALPL
MAP3K21,MAP3K21
FCRL1,FCRL1
CASZ1,CASZ1
TOR3A,TOR3A
ABCF3,ABCF3
Y_RNA,Y_RNA
TNFRSF25,TNFRSF25
HNRNPA2B1,HNRNPA2B1
SGIP1,SGIP1
FCRL2,FCRL2
Metazoa_SRP,Metazoa_SRP
ABL2,ABL2
GTF2E1,GTF2E1
FOXJ3,FOXJ3
PRMT6,PRMT6
PIGP,PIGP
CACNA2D3,CACNA2D3
EDEM1,EDEM1
ECE1,ECE1
FCRL3,FCRL3
PEX14,PEX14
MIR4790,MIR4790
VWA5B2,VWA5B2
ADAM15,ADAM15
FCRL4,FCRL4
Metazoa_SRP,RN7SL553P
ESPN,ESPN
RIPPLY3,RIPPLY3
PCNX2,PCNX2
FCRL5,FCRL5
Metazoa_SRP,RN7SL614P
NFE2L3,NFE2L3
SOAT1,SOAT1
BARHL2,BARHL2
HLCS,HLCS
U3,SNORD3G
GUCA2A,GUCA2A
HES2,HES2
ALG3,ALG3
DFFA,DFFA
GUCA2B,GUCA2B
COL18A1,COL18A1
mml-mir-1224,MIR1224
ETV3,ETV3
RABL3,RABL3
TBL1XR1,TBL1XR1
CENPS,CENPS
Y_RNA,Y_RNA
ETV3L,ETV3L
GRM7,GRM7
ACOT7,ACOT7
U6,RNU6-695P
SIM2,SIM2
PDE4B,PDE4B
DPH5,DPH5
PTPRU,PTPRU
ECE2,ECE2
EIF4G3,EIF4G3
PGD,PGD
ZNF326,ZNF326
U3,U3
AXDND1,AXDND1
HGD,HGD
EXTL2,EXTL2
BBX,BBX
NPVF,NPVF
NPHS2,NPHS2
LRTM1,LRTM1
Y_RNA,Y_RNA
CAMK2N2,CAMK2N2
GPR153,GPR153
NDUFB4,NDUFB4
U5,RNU5F-2P
LRRC8D,LRRC8D
HES3,HES3
VCAM1,VCAM1
U4,RNU4-88P
NTPCR,NTPCR
Metazoa_SRP,RN7SL854P
TDRD5,TDRD5
WNT5A,WNT5A
SPMIP4,SPMIP4
LRRC8C,LRRC8C
FAM163A,FAM163A
U1,RNU1-74P
PSMD2,PSMD2
GPR88,GPR88
ARHGEF11,ARHGEF11
LEPR,LEPR
LRRC8B,LRRC8B
RNPC3,RNPC3
FSTL1,FSTL1
U6,RNU6-1211P
TOR1AIP2,TOR1AIP2
MECR,MECR
ERC2,ERC2
U6,RNU6-1120P
GBP6,GBP6
U7,RNU7-200P
LRRC58,LRRC58
KCNMB2,KCNMB2
SRSF4,SRSF4
DCST1,DCST1
COL11A1,COL11A1
GPR156,GPR156
HP1BP3,HP1BP3
GBP7,GBP7
TOR1AIP1,TOR1AIP1
TTC34,TTC34
ZMAT3,ZMAT3
Y_RNA,Y_RNA
EIF4G1,EIF4G1
Metazoa_SRP,RN7SL397P
DCST2,DCST2
CHRM2,CHRM2
SIPA1L2,SIPA1L2
Metazoa_SRP,RN7SL762P
TMEM200B,TMEM200B
Y_RNA,Y_RNA
Metazoa_SRP,RN7SL230P
MMEL1,MMEL1
POFUT2,POFUT2
ZBTB7B,ZBTB7B
BRINP3,BRINP3
LEPROT,LEPROT
PIK3CA,PIK3CA
GSK3B,GSK3B
Metazoa_SRP,RN7SL552P
FLAD1,FLAD1
TFG,TFG
PRXL2B,PRXL2B
DISC1,DISC1
CEP350,CEP350
EPB41,EPB41
ADARB1,ADARB1
GBP3,GBP3
OLFM3,OLFM3
CCDC66,CCDC66
TNFRSF14,TNFRSF14
TMEM271,TMEM271
NR1I2,NR1I2
ADGRG7,ADGRG7
U6,RNU6-352P
Metazoa_SRP,RN7SL612P
U5,RNU5A-5P
CKS1B,CKS1B
KCNMB3,KCNMB3
HES5,HES5
LRRC71,LRRC71
CFAP91,CFAP91
TSNAX,TSNAX
ZNF639,ZNF639
SHC1,SHC1
S1PR1,S1PR1
SNORD66,SNORD66
TMEM45A,TMEM45A
PEAR1,PEAR1
FAM131A,FAM131A
PANK4,PANK4
EGLN1,EGLN1
COX17,COX17
SLX9,SLX9
KIF1B,KIF1B
CLCN2,CLCN2
MFN1,MFN1
PYGO2,PYGO2
POPDC2,POPDC2
ZNF12,ZNF12
NTRK1,NTRK1
SLAMF7,SLAMF7
SPRTN,SPRTN
Y_RNA,Y_RNA
LNP1,LNP1
CD48,CD48
PBXIP1,PBXIP1
Y_RNA,Y_RNA
PLA1A,PLA1A
EXOC8,EXOC8
ZNF316,ZNF316
TSPYL4,TSPYL4
ZFYVE9,ZFYVE9
LY6G6C,LY6G6C
TOMM70,TOMM70
TASOR,TASOR
SLAMF1,SLAMF1
POLR2H,POLR2H
KYAT3,KYAT3
INSRR,INSRR
GNB4,GNB4
ZNF853,ZNF853
ADPRH,ADPRH
PMVK,PMVK
INTS15,INTS15
RBMXL1,RBMXL1
PLCH2,PLCH2
THPO,THPO
CCDC54,CCDC54
Metazoa_SRP,RN7SL788P
GNPAT,GNPAT
NIT2,NIT2
CD84,CD84
KCNN3,KCNN3
U6,RNU6-1308P
GTF2B,GTF2B
SLAMF6,SLAMF6
ZDHHC4,ZDHHC4
SH2D2A,SH2D2A
BTF3L4,BTF3L4
YTHDF2,YTHDF2
ITGB2,ITGB2
VANGL2,VANGL2
TXNDC12,KTI12
PEX10,PEX10
QSOX1,QSOX1
U4,RNU4-42P
CD80,CD80
PRCC,PRCC
ARHGEF3,ARHGEF3
CHRD,CHRD
SPATA12,SPATA12
C1H1orf131,C1orf131
Metazoa_SRP,RN7SL290P
ADAR,ADAR
TIMMDC1,TIMMDC1
PKN2,PKN2
GMEB1,GMEB1
GRID2IP,GRID2IP
IL17RD,IL17RD
NCSTN,NCSTN
RAB3B,RAB3B
HDGF,HDGF
LRPAP1,LRPAP1
ACTL6A,ACTL6A
U6,RNU6-1263P
TBC1D23,TBC1D23
TRIM67,TRIM67
PTTG1IP,PTTG1IP
HESX1,HESX1
MRPL24,MRPL24
LHX4,LHX4
FAM89A,FAM89A
PLOD2,PLOD2
KDELR2,KDELR2
NHLH1,NHLH1
ARV1,ARV1
TAF12,TAF12
METTL25B,METTL25B
POGLUT1,POGLUT1
ACBD6,ACBD6
MRPL47,MRPL47
RER1,RER1
RAB42,RAB42
DAGLB,DAGLB
APPL1,APPL1
U4,RNU4-74P
SNORA16A,SNORA16A
NDUFB5,NDUFB5
UBE2G2,UBE2G2
SNORA61,SNORA61
SNORD99,SNORD99
TTC13,TTC13
NRDC,NRDC
TSPYL1,TSPYL1
EPHB6,EPHB6
CDC40,CDC40
CMSS1,CMSS1
VWDE,VWDE
ISG20L2,ISG20L2
Metazoa_SRP,RN7SL583P
MORN1,MORN1
TRNAU1AP,TRNAU1AP
TSPEAR,TSPEAR
METTL24,METTL24
COPA,COPA
AKAP7,AKAP7
CRABP2,CRABP2
PDK4,PDK4
CCDC136,CCDC136
VTA1,VTA1
USP13,USP13
CHRNB2,CHRNB2
FILIP1L,FILIP1L
DDO,DDO
TMEM39A,TMEM39A
NES,NES
TRPV6,TRPV6
SKI,SKI
ASB4,ASB4
SMPDL3A,SMPDL3A
GALNT17,GALNT17
Metazoa_SRP,RN7SL837P
FAM220A,FAM220A
LGSN,LGSN
SLC22A16,SLC22A16
C1H1orf198,C1orf198
PON2,PON2
KRTAP10-9,KRTAP10-6
XPR1,XPR1
TMEM106B,TMEM106B
ARG1,ARG1
BCAN,BCAN
RCC1,RCC1
TRPV5,TRPV5
TTLL2,TTLL2
COL8A1,COL8A1
KRTAP10-8,KRTAP10-8
PLSCR4,PLSCR4
PKHD1,PKHD1
ADGRG6,ADGRG6
ARHGAP31,ARHGAP31
CLVS2,CLVS2
UBE2Q1,UBE2Q1
UNC93A,UNC93A
Metazoa_SRP,RN7SL617P
EPCIP,EPCIP
ADTRP,ADTRP
CYTH3,CYTH3
LLCFC1,LLCFC1
SNORA73,SNORA73B
g6g-ly6g6d,LY6G6F
SNORA73,SNORA73A
LMO4,LMO4
PAXBP1,PAXBP1
U6,RNU6-1127P
MAP3K7,MAP3K7
KHDRBS2,KHDRBS2
PON3,PON3
ASB14,ASB14
KEL,KEL
KRTAP10-10,KRTAP10-10
RASSF6,RASSF6
CDK19,CDK19
PON1,PON1
CALN1,CALN1
U7,U7
TRDN,TRDN
GPR31,GPR31
PHACTR4,PHACTR4
PDE6B,PDE6B
CAPN9,CAPN9
LRRC3,LRRC3
Y_RNA,Y_RNA
CCR6,CCR6
TMEM170B,TMEM170B
RBM46,RBM46
AFM,AFM
HS2ST1,HS2ST1
HAPLN2,HAPLN2
PRIM2,PRIM2
U6,RNU6-957P
OR6V1,OR6V1
ATP5ME,ATP5ME
SNORA40C,SNORA40C
Metazoa_SRP,RN7SL580P
PIP,PIP
PLSCR2,PLSCR2
UPK1B,UPK1B
TDRD10,TDRD10
U6,RNU6-1115P
HSD17B7,HSD17B7
USP38,USP38
CEP43,CEP43
AGT,AGT
Y_RNA,Y_RNA
MYL5,MYL5
TAS2R39,TAS2R39
AMD1,AMD1
mml-mir-761,MIR761
PRKCZ,PRKCZ
MED18,MED18
TEX55,TEX55
USP42,USP42
GPATCH4,GPATCH4
TAS2R40,TAS2R40
AFP,AFP
KIAA1614,KIAA1614
SLC49A3,SLC49A3
BACH2,BACH2
COG2,COG2
PEX5L,PEX5L
THSD7A,THSD7A
FLNC,FLNC
SHE,SHE
TRPM2,TRPM2
TFAP2B,TFAP2B
SESN2,SESN2
NKAIN2,NKAIN2
U1,RNU1-64P
Metazoa_SRP,Metazoa_SRP
PPP1R9A,PPP1R9A
NPY2R,NPY2R
IGSF11,IGSF11
RAB23,RAB23
NAXE,NAXE
RNASET2,RNASET2
SYNJ1,SYNJ1
GSTK1,TMEM139
MED23,MED23
IL6R,IL6R
GTF3C6,GTF3C6
TFAP2D,TFAP2D
STX6,STX6
MAP9,MAP9
MTFR2,MTFR2
HIVEP2,HIVEP2
GPR37L1,GPR37L1
ATP5IF1,ATP5IF1
PCGF3,PCGF3
NEDD9,NEDD9
TTC24,TTC24
SELENOF,SELENOF
GJA10,GJA10
PGBD5,PGBD5
Y_RNA,Y_RNA
DDR2,DDR2
U6,RNU6-428P
Y_RNA,Y_RNA
ESYT2,ESYT2
ARL8A,ARL8A
RNF217,RNF217
RPF2,RPF2
ALB,ALB
PLSCR5,PLSCR5
DEFB112,DEFB112
RPS6KA2,RPS6KA2
AIG1,AIG1
IQGAP3,IQGAP3
PTAFR,PTAFR
ATP8B2,ATP8B2
FGF12,FGF12
DEFB110,DEFB110
PTPN7,PTPN7
GALNT2,GALNT2
AMPH,AMPH
MR1,MR1
EPHB4,EPHB4
CASP8AP2,CASP8AP2
DEFB113,DEFB113
GAB1,GAB1
U6,RNU6-176P
DEFB114,DEFB114
DCAF8,DCAF8
CPLX1,CPLX1
ADAT2,ADAT2
CRISP1,CRISP1
SMIM13,SMIM13
LHFPL5,LHFPL5
ABHD16A,ABHD16A
IER5,IER5
LGR6,LGR6
Metazoa_SRP,RN7SL861P
ERVFRD-1,ERVFRD-1
PGK2,PGK2
SLIT2,SLIT2
EIF2AK1,EIF2AK1
CLPS,CLPS
CASP2,CASP2
CDC14A,CDC14A
OSBPL9,OSBPL9
TPD52L1,TPD52L1
CLPSL1,CLPSL1
PEX3,PEX3
SLC16A10,SLC16A10
EYA3,EYA3
LY6G5C,LY6G5C
TMEM248,TMEM248
CRISP3,CRISP3
ATP6V1F,ATP6V1F
CFAP410,CFAP410
PYDC2,PYDC2
UAP1,UAP1
SPMIP1,SPMIP1
NFIA,NFIA
MPC1,MPC1
ELOVL2,ELOVL2
Y_RNA,Y_RNA
URB2,URB2
U6,RNU6-960P
PHF14,PHF14
U6,RNU6-1254P
KCP,KCP
U7,RNU7-57P
UBE2T,UBE2T
PHTF2,PHTF2
U8,U8
Metazoa_SRP,RN7SL731P
U6,RNU6-486P
SFT2D1,SFT2D1
AQP10,AQP10
U6,RNU6-832P
MEF2D,MEF2D
Metazoa_SRP,RN7SL851P
ADRA2C,ADRA2C
ZNF451,ZNF451
CACNA1E,CACNA1E
ANKRD61,ANKRD61
Metazoa_SRP,RN7SL83P
U6,RNU6-828P
ZIC4,ZIC4
Metazoa_SRP,Metazoa_SRP
ARMC12,ARMC12
PRR18,PRR18
TTC14,TTC14
FUCA2,FUCA2
Metazoa_SRP,RN7SL559P
RBP7,RBP7
AIMP2,AIMP2
CCDC50,CCDC50
U6,RNU6-153P
HAX1,HAX1
TRGV1,TRGV1
XKR8,XKR8
RHAG,RHAG
SYCP2L,SYCP2L
TBXT,TBXT
TRGV9,TRGV9
NMNAT1,NMNAT1
SMARCA5,SMARCA5
SNORA80D,SNORA80D
ZIC1,ZIC1
mml-mir-218-1,MIR218-1
U4,RNU4-16P
Metazoa_SRP,RN7SL535P
Metazoa_SRP,RN7SL481P
CSNK2B,LY6G5B
KCTD7,KCTD7
RPA2,RPA2
TAF5L,TAF5L
ANKRD17,ANKRD17
FKBP5,FKBP5
PMS2,PMS2
IRF5,IRF5
CCDC39,CCDC39
CLCN1,CLCN1
C1H1orf87,C1orf87
PFKL,PFKL
UHMK1,UHMK1
PHACTR2,PHACTR2
GCM2,GCM2
LZIC,LZIC
PACRGL,PACRGL
PEA15,PEA15
GABRD,GABRD
Metazoa_SRP,RN7SL870P
C4H6orf141,C6orf141
Metazoa_SRP,RN7SL475P
THEMIS2,THEMIS2
U6,RNU6-863P
REV3L,REV3L
CSPG5,CSPG5
MAK,MAK
GLYATL3,GLYATL3
NDUFA4,NDUFA4
GAK,GAK
TPST1,TPST1
ABCB10,ABCB10
Y_RNA,Y_RNA
UBAP2L,UBAP2L
CYP2J2,CYP2J2
CENPQ,CENPQ
TULP1,TULP1
CASQ1,CASQ1
HDDC2,HDDC2
U6,RNU6-313P
BCLAF1,BCLAF1
FAM131B,FAM131B
U6,RNU6-730P
CFAP298,CFAP298
AGTR1,AGTR1
SH2D1B,SH2D1B
TNPO3,TNPO3
CLSTN1,CLSTN1
RHBG,RHBG
U3,U3
U4,RNU4-21P
CPB1,CPB1
MMUT,MMUT
TEAD3,TEAD3
LTV1,LTV1
UTS2B,UTS2B
STX12,PPP1R8
SMARCC1,SMARCC1
SNRNP48,SNRNP48
TSACC,TSACC
RGS18,RGS18
EVA1C,EVA1C
NOS1AP,C1orf226
PPP1R12B,PPP1R12B
SGCE,SGCE
PDE10A,PDE10A
NXPH1,NXPH1
OSTN,OSTN
ZYX,ZYX
RPL10A,RPL10A
CPA3,CPA3
HEY2,HEY2
HOOK1,HOOK1
NUP133,NUP133
TMEM52,TMEM52
ATP1A2,ATP1A4
CCT3,CCT3
MDN1,MDN1
HOPX,HOPX
GMNC,GMNC
ASL,ASL
STARD3NL,STARD3NL
FANCE,FANCE
U7,RNU7-65P
PAK1IP1,PAK1IP1
EPHA1,EPHA1
CALML6,CALML6
PRDX6,PRDX6
URB1,URB1
FREM3,FREM3
DSP,DSP
ICA1,ICA1
VHLL,VHLL
KCNIP4,KCNIP4
IL1RAP,IL1RAP
SLC9C2,SLC9C2
PPARD,PPARD
PTCHD4,PTCHD4
TMEM79,TMEM79
GYG1,GYG1
LMTK2,LMTK2
ENPP3,ENPP3
EPDR1,EPDR1
NCOA7,NCOA7
ZC2HC1B,ZC2HC1B
ZNF648,ZNF648
C4H6orf52,C6orf52
SFRP4,SFRP4
SPATA46,SPATA46
GLMP,GLMP
OPN5,OPN5
CDC14C,CDC14C
TAS2R60,TAS2R60
MIR556,MIR556
GNB1,GNB1
ANKRD45,ANKRD45
U1,RNU1-105P
Y_RNA,Y_RNA
TAS2R41,TAS2R41
AIRE,AIRE
DEF6,DEF6
OLFML2B,OLFML2B
ZFP42,ZFP42
CASD1,CASD1
TEX50,TEX50
SCARNA1,SCARNA1
GCNT2,GCNT2
FGGY,FGGY
PLAGL1,PLAGL1
TMEM207,TMEM207
MAP7,MAP7
ACTA1,ACTA1
TECPR1,TECPR1
DSE,DSE
NME8,NME8
SNORA63,SNORA63
SNORA81,SNORA81
ADGRF4,ADGRF4
CLDN16,CLDN16
SNORA63,SNORA63B
ENPP1,ENPP1
CDS1,CDS1
TSPAN33,TSPAN33
SNORD2,SNORD2
BCKDHB,BCKDHB
U6,RNU6-1105P
KLHL20,KLHL20
KLF3,KLF3
STX11,STX11
DNMT3L,DNMT3L
CLDN1,CLDN1
CCSAP,CCSAP
SNORA58B,SNORA58B
SMG5,SMG5
TRAPPC3L,TRAPPC3L
FAM76A,FAM76A
TFAP2A,TFAP2A
TLR10,TLR10
U6,RNU6-1109P
U6,RNU6-1129P
QRFPR,QRFPR
KNG1,KNG1
CALHM5,CALHM5
SMO,SMO
GPR141,GPR141
ICOSLG,ICOSLG
CALHM4,CALHM4
P3H2,P3H2
C4H6orf118,C6orf118
COX18,COX18
RIOK1,RIOK1
U6,RNU6-420P
ATF6,ATF6
U6,RNU6-1328P
TLR1,TLR1
TMEM60,TMEM60
CENPL,CENPL
C1H1orf43,C1orf43
TCAF1,TCAF1
ZNF76,ZNF76
GPANK1,GPANK1
RAB4A,RAB4A
RWDD1,RWDD1
CCN2,CCN2
TLR6,TLR6
GLCCI1,GLCCI1
AHCYL2,AHCYL2
Y_RNA,Y_RNA
HHIP,HHIP
RSPH4A,RSPH4A
CAGE1,CAGE1
JUN,JUN
FAM114A1,FAM114A1
ADGRA3,ADGRA3
DARS2,DARS2
DHX30,DHX30
STAC,STAC
SNORA80A,SNORA80A
DLEC1,DLEC1
BAIAP2L1,BAIAP2L1
MOXD1,MOXD1
mml-mir-190b,MIR190B
U6,RNU6-534P
MRAP,MRAP
U6,RNU6-424P
SPMAP2L,SPMAP2L
GATD3,GATD3
ELMO1,ELMO1
ZUP1,ZUP1
OR2F1,OR2F1
HLTF,HLTF
BEND6,BEND6
U6,RNU6-439P
SLC12A9,SLC12A9
STOX2,STOX2
UMAD1,UMAD1
IGSF8,IGSF8
Y_RNA,Y_RNA
OR6B1,OR6B1
ADAMTS3,ADAMTS3
VKORC1L1,VKORC1L1
MIS18A,MIS18A
BAG6,BAG6
ARL9,ARL9
TP63,TP63
IFI6,IFI6
OR2A5,OR2A5
TMEM156,TMEM156
COL1A2,COL1A2
MYSM1,MYSM1
OR2A25,OR2A25
RPA3,RPA3
STRIP2,STRIP2
OR2A12,OR2A12
SCUBE3,SCUBE3
OR2A2,OR2A2
CD2AP,CD2AP
STX7,STX7
OR2A14,OR2A14
SLC35B3,SLC35B3
U3,U3
TPM3,TPM3
RHOU,RHOU
TRIP6,TRIP6
ARPP21,ARPP21
KCNJ9,KCNJ9
MIOS,MIOS
KPNA5,KPNA5
MAP3K5,MAP3K5
DCBLD2,DCBLD2
HUNK,HUNK
KLHL5,KLHL5
SRP72,SRP72
ENPP6,ENPP6
ZBTB37,ZBTB37
FGR,FGR
NPTX2,NPTX2
PAQR6,PAQR6
ARHGEF5,ARHGEF5
NADK,NADK
ANAPC10,ANAPC10
KCNJ10,KCNJ10
SSR1,SSR1
TBX19,TBX19
HINT3,HINT3
UTRN,UTRN
U6,RNU6-229P
Metazoa_SRP,RN7SL28P
PIGM,PIGM
RTCA,RTCA
PTN,PTN
U1,RNU1-72P
U6,RNU6-1281P
Metazoa_SRP,Metazoa_SRP
SERPINC1,SERPINC1
SMKR1,SMKR1
SNORD81,SNORD81
SLC35E2,SLC35E2B
U6,RNU6-912P
ICMT,ICMT
COL28A1,COL28A1
NOBOX,NOBOX
GBA3,GBA3
FAM162B,FAM162B
SLAMF9,SLAMF9
mml-mir-128b,MIR128-2
Y_RNA,Y_RNA
mml-mir-1226,MIR1226
ABCE1,ABCE1
AHDC1,AHDC1
BGLAP,SLC25A44
U6,RNU6-1104P
RNF207,RNF207
TRAF3IP2,TRAF3IP2
U6,RNU6-243P
GPRC6A,GPRC6A
TMEM130,TMEM130
mml-mir-553,MIR553
TAAR5,TAAR5
NRF1,NRF1
IGSF9,IGSF9
TRMT11,TRMT11
ST3GAL6,ST3GAL6
SRRT,SRRT
Metazoa_SRP,RN7SL431P
SCAF4,SCAF4
NPFFR2,NPFFR2
EPS15,EPS15
BLOC1S5,TXNDC5
TPK1,TPK1
ACAA1,ACAA1
TAAR2,TAAR2
PWP2,PWP2
RC3H1,RC3H1
IRF2,IRF2
RFX6,RFX6
NUP210L,NUP210L
TAAR1,TAAR1
RPL22,RPL22
MMP23,MMP23B
GC,GC
VNN1,VNN1
AOAH,AOAH
PPARGC1A,PPARGC1A
RREB1,RREB1
CDC5L,CDC5L
OMA1,OMA1
PDCD6IP,PDCD6IP
DPT,DPT
Y_RNA,Y_RNA
U6,RNU6-179P
APOM,APOM
MAP4,MAP4
C1GALT1,C1GALT1
RPS27,RPS27
MYD88,MYD88
Metazoa_SRP,RN7SL466P
TCP11,TCP11
SEMA4A,SEMA4A
VGLL2,VGLL2
MIB2,MIB2
FCRLB,FCRLB
Y_RNA,Y_RNA
VNN2,VNN2
ATP1B1,ATP1B1
RAB13,RAB13
PAICS,PAICS
Y_RNA,Y_RNA
FYN,FYN
PRRC2A,PRRC2A
FCRLA,FCRLA
CNTNAP2,CNTNAP2
ASNS,ASNS
SOD1,SOD1
CPOX,CPOX
Metazoa_SRP,RN7SL713P
OXSR1,OXSR1
OTUD4,OTUD4
TNFRSF21,TNFRSF21
mml-mir-944,MIR944
HPS3,HPS3
TAGLN2,TAGLN2
ROS1,ROS1
NME7,NME7
SLC18B1,SLC18B1
PPAT,PPAT
Metazoa_SRP,RN7SL351P
WDR19,WDR19
GPR15,GPR15
SNORD79,SNORD79
mml-mir-96,MIR96
SPATS1,SPATS1
mml-mir-183,MIR183
FNDC10,FNDC10
ANKS1A,ANKS1A
NKX6-1,NKX6-1
BMP6,BMP6
SLC4A4,SLC4A4
ADGRF1,ADGRF1
CFAP45,CFAP45
TAC1,TAC1
U6,RNU6-58P
DST,DST
U6,RNU6-774P
CREB3L4,CREB3L4
CLDND1,CLDND1
UBE2H,UBE2H
U6,RNU6-1184P
