Gene name	Gorilla gene name	Gorilla homology type	%id. target Gorilla gene identical to query gene	%id. query gene identical to target Gorilla gene	Gorilla Gene-order conservation score	Gorilla Whole-genome alignment coverage	Gorilla orthology confidence [0 low, 1 high]
U7	U7	ortholog_one2one	96.7742	96.7742		100.00	1
RN7SL502P	Metazoa_SRP	ortholog_one2one	99.3103	99.3103		0.00	0
5S_rRNA	5S_rRNA	ortholog_one2one	67.6923	80.7339		100.00	0
RNU2-3P	U2	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	97.479	97.479	100	100.00	1
SNORD49A							
MIR6500							
SLC10A3	SLC10A3	ortholog_one2one	99.2481	99.2481	100	100.00	1
CDC42EP3	CDC42EP3	ortholog_one2one	99.6063	99.6063	100	100.00	1
		ortholog_one2one	100	100	100	100.00	1
PITPNM1	PITPNM1	ortholog_one2one	99.5981	99.5981	100	100.00	1
MIR8054							
U2							
Y_RNA	Y_RNA	ortholog_one2one	99.0741	99.0741		100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	81.7391	78.3333		100.00	0
		ortholog_one2one	97.6744	97.6744		100.00	1
RNU7-61P							
RN7SL87P	Metazoa_SRP	ortholog_one2one	95.4704	97.8571		100.00	1
SNORD1B	SNORD1B	ortholog_one2one	98.8095	98.8095		0.00	0
							
							
RNU2-61P	U2	ortholog_one2one	97.9058	97.9058		100.00	1
							
SNORD111	SNORD111	ortholog_one2one	98.9362	98.9362		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	97.4138	97.4138		100.00	1
RNU7-167P							
RN7SL242P	Metazoa_SRP	ortholog_one2one	98.3165	98.3165		100.00	1
MIR6761							
							
							
TMEM272		ortholog_one2one	99.0909	99.0909	100	100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	99.1736	99.1736		100.00	1
BDKRB1		ortholog_one2one	98.5916	98.5916	100	100.00	1
SNORD111B	SNORD111B	ortholog_one2one	100	100		100.00	1
RNU2-6P	U2	ortholog_one2one	96.8421	96.8421		100.00	1
MIR524	MIR524	ortholog_one2one	100	100		100.00	1
DOCK9	DOCK9	ortholog_one2one	95.579	94.7594	100	100.00	1
							
RN7SL369P	Metazoa_SRP	ortholog_one2one	98.6622	98.6622		100.00	1
RNU7-48P	U7	ortholog_one2one	98.4127	98.4127		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
ILF3	ILF3	ortholog_one2one	99.8886	99.8886	100	100.00	1
							
		ortholog_one2one	93.0818	96.732	75	100.00	1
GARIN4	GARIN4	ortholog_one2one	98.3165	98.3165	100	100.00	1
		ortholog_one2one	100	100		100.00	1
C8B	C8B	ortholog_one2one	92.0382	97.8003	100	100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	99.0196	99.0196		100.00	1
RN7SL321P	Metazoa_SRP	ortholog_one2one	96.3211	96.9697		100.00	1
MIR154	ggo-mir-154	ortholog_one2one	100	100		100.00	1
U7	U7	ortholog_one2one	100	100		100.00	1
Metazoa_SRP							
5S_rRNA	5S_rRNA	ortholog_one2one	99.1304	99.1304		0.00	0
							
OR1L1	OR1L1	ortholog_one2one	98.0556	98.3287	100	100.00	1
KIF11	KIF11	ortholog_one2one	94.697	97.8474	100	100.00	1
SNORA29	SNORA29	ortholog_one2one	100	100		100.00	1
TSSK6	TSSK6	ortholog_one2many	99.2674	99.2674	50	100.00	1
SERTM1	SERTM1	ortholog_one2one	100	100	100	100.00	1
MIR6084							
Y_RNA	Y_RNA	ortholog_one2one	99.115	99.115		100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	99.1525	99.1525		0.00	0
							
RN7SL660P	Metazoa_SRP	ortholog_one2one	98.3278	98.3278		100.00	1
U7							
SNORD48	SNORD48	ortholog_one2one	96.8254	96.8254		100.00	1
		ortholog_one2one	99.1304	100		100.00	1
NUDT16P1		ortholog_one2one	96.6019	96.6019	100	100.00	1
							
							
RN7SL372P	Metazoa_SRP	ortholog_one2one	97.9866	97.9866		0.00	0
5S_rRNA	5S_rRNA	ortholog_one2many	83.4711	83.4711		100.00	1
MIRLET7C	MIRLET7C	ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.1071	99.1071		100.00	1
ZNF467	ZNF467	ortholog_one2many	98.9916	98.9916	100	100.00	1
SNORD104	SNORD104	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	98.8024	99.3976		100.00	1
MIR1247							
U7	U7	ortholog_one2one	96.4912	96.4912		100.00	1
MIR372	MIR372	ortholog_one2one	98.5075	98.5075		100.00	1
UCN3	UCN3	ortholog_one2one	97.5155	97.5155	100	100.00	1
Metazoa_SRP							
5S_rRNA	5S_rRNA	ortholog_one2one	98.4252	98.4252		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.115	99.115		100.00	1
H2BC9	H2BC9	ortholog_one2one	100	100	0	0.00	0
MIR6806	MIR6806	ortholog_one2one	100	100		100.00	1
5S_rRNA	5S_rRNA	ortholog_one2many	86.9565	90.0901		100.00	1
		ortholog_one2one	99.1304	99.1304		100.00	1
MIR1197	MIR1197	ortholog_one2one	100	100		100.00	1
U7							
Y_RNA	Y_RNA	ortholog_one2one	99.0196	99.0196		100.00	1
		ortholog_one2one	97.2376	97.2376		100.00	1
RNU6-1289P	U6	ortholog_one2one	100	100		100.00	1
CYCS	CYCS	ortholog_one2many	100	100	100	100.00	1
FN3KRP	FN3KRP	ortholog_one2many	84.1424	99.2366	100	100.00	1
		ortholog_one2one	100	100		100.00	1
MIR4664							
U7	U7	ortholog_one2one	100	100		0.00	0
MIR548O2	MIR548O2	ortholog_one2one	97.1429	98.5507		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	98.1982	98.1982		100.00	1
		ortholog_many2many	97.7778	97.7778		100.00	1
		ortholog_many2many	97.7778	97.7778		0.00	0
		ortholog_one2many	98.1982	87.9032	100	100.00	1
U6							
PCBP1	PCBP1	ortholog_one2one	100	100	100	100.00	1
5S_rRNA							
AAGAB		ortholog_one2one	23.8095	100	0	84.11	0
Y_RNA	Y_RNA	ortholog_one2one	98.0952	98.0952		100.00	1
		ortholog_many2many	97.7778	97.7778		0.00	0
		ortholog_many2many	97.7778	97.7778		0.00	0
Y_RNA	Y_RNA	ortholog_one2one	99	99		100.00	1
		ortholog_one2one	95.8333	98.9247		100.00	1
		ortholog_one2one	98.5075	98.5075		100.00	1
RNU7-154P	U7	ortholog_one2one	100	100		100.00	1
RNU6-61P	U6	ortholog_one2one	97.2477	97.2477		100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	97.4576	97.4576		100.00	1
	TRAV9-2	ortholog_one2one	82.0312	98.1308	100	100.00	1
AKR1D1	AKR1D1	ortholog_one2one	99.6933	99.6933	100	100.00	1
RNU6-277P	U6	ortholog_one2one	82.0755	81.3084		100.00	1
		ortholog_one2one	100	100		100.00	1
U7	U7	ortholog_one2one	92	92		100.00	1
		ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	94.1176	98.9691		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.1071	99.1071		100.00	1
	SNORA14B	ortholog_one2many	98.5185	98.5185		100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	99.2481	99.2481		100.00	1
							
							
RNU7-82P	U7	ortholog_one2one	100	100		0.00	0
MIR4766	MIR4766	ortholog_one2one	100	100		100.00	1
RNU6-742P	U6	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	98.5075	98.5075		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
GPR183	GPR183	ortholog_one2one	98.892	98.892	100	100.00	1
	SNORA14B	ortholog_one2many	98.5185	98.5185		0.00	0
RNY3P14	Y_RNA	ortholog_one2one	98.0392	98.0392		100.00	1
5S_rRNA							
ptr-mir-3664		ortholog_one2one	100	100		100.00	1
RNU7-183P							
SSTR3	SSTR3	ortholog_one2one	98.8038	98.8038	100	100.00	1
SLC27A6	SLC27A6	ortholog_one2one	99.1922	99.1922	100	100.00	1
RNU6-613P	U6	ortholog_one2one	78.7037	80.1887		100.00	0
Y_RNA	Y_RNA	ortholog_one2one	98.1818	98.1818		100.00	1
5S_rRNA							
U4	U4	ortholog_one2many	95.2941	95.2941		100.00	1
		ortholog_one2one	98.5075	98.5075		100.00	1
SNORD97	SNORD97	ortholog_one2one	99.2958	99.2958		100.00	1
ZNF428	ZNF428	ortholog_one2one	100	100	100	100.00	1
SLC25A31	SLC25A31	ortholog_one2one	99.0476	99.0476	75	100.00	1
U7	U7	ortholog_one2one	100	100		0.00	0
MIR3671							
5S_rRNA							
Y_RNA	Y_RNA	ortholog_one2one	96.9697	96.9697		100.00	1
U6	U6	ortholog_one2many	100	100		0.00	0
U6	U6	ortholog_one2many	100	100		0.00	0
		ortholog_one2one	100	100		0.00	0
SNORA84	SNORA84	ortholog_one2one	98.4962	98.4962		100.00	1
MIR3610	MIR3610	ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
RNU6-513P							
							
		ortholog_one2one	100	100	100	100.00	1
RNU6-131P	U6	ortholog_one2one	85.7143	84.1122		100.00	1
ELFN2	ELFN2	ortholog_one2one	99.8781	99.8781	100	100.00	1
Y_RNA							
MIR181B1	ggo-mir-181b	ortholog_one2many	100	100		100.00	1
MIR181B1	ggo-mir-181b	ortholog_one2many	100	100		100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	99.0909	93.1624		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	96.3964	96.3964		100.00	1
							
FBN2	FBN2	ortholog_one2one	98.2143	99.7906	100	90.50	1
		ortholog_one2one	95.9596	95.9596		100.00	1
RNU6-253P	U6	ortholog_one2one	95.4128	95.4128		100.00	1
KLHDC7A	KLHDC7A	ortholog_one2one	97.6834	97.6834	100	100.00	1
RNU6-503P	U6	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	93.2039	93.2039		100.00	1
		ortholog_one2one	85.2941	72.5		0.00	0
SNORD81	SNORD81	ortholog_one2one	98.6842	98.6842		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
RNU6-262P	U6	ortholog_one2one	98.2759	98.2759		100.00	1
5_8S_rRNA							
	POT1	ortholog_one2many	92.4419	50.1577	0	92.02	0
		ortholog_one2one	100	100		0.00	0
MRGPRG		ortholog_one2one	79.9308	92.4	100	100.00	0
							
		ortholog_one2many	86.5497	89.697	0	100.00	1
5S_rRNA							
U6	U6	ortholog_one2one	92.381	92.381		100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	98.0392	92.5926		100.00	1
U6	U6	ortholog_one2many	100	100		100.00	1
RNU2-50P	U2	ortholog_one2one	96.4789	97.8571		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	97.2477		100.00	1
TCEAL8	TCEAL8	ortholog_one2many	100	100	100	100.00	1
NDUFA13	NDUFA13	ortholog_one2one	99.3056	87.7301	75	100.00	1
							
U6	U6	ortholog_one2many	89.7196	96.9697		0.00	0
							
U2	U2	ortholog_one2one	65.6627	67.7019		100.00	0
5S_rRNA	5S_rRNA	ortholog_one2one	85.4545	72.8682		100.00	0
DNAJC28							
RNY3P2	Y_RNA	ortholog_one2one	98.9796	95.098		100.00	1
RNU6-374P	U6	ortholog_one2one	98.1481	98.1481		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0196	99.0196		100.00	1
TCF7L1	TCF7L1	ortholog_one2one	97.9557	97.9557	75	100.00	1
ATP5MJ							
RNU6-605P	U6	ortholog_one2one	99.0741	99.0741		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
ptr-mir-557		ortholog_one2one	97.9592	97.9592		100.00	1
ptr-mir-632		ortholog_one2one	98.9362	98.9362		100.00	1
5S_rRNA							
U6	U6	ortholog_one2many	100	100		100.00	1
Y_RNA							
U2	U2	ortholog_one2one	66.0377	64.4172		100.00	0
STAG1	STAG1	ortholog_one2one	99.9205	99.9205	100	100.00	1
							
NPBWR1	NPBWR1	ortholog_one2one	99.3902	99.3902	100	100.00	1
MIR2115							
5_8S_rRNA							
U6	U6	ortholog_one2one	100	100		0.00	0
5S_rRNA	5S_rRNA	ortholog_many2many	99.1453	99.1453		100.00	1
5S_rRNA	5S_rRNA	ortholog_many2many	98.2906	98.2906		100.00	1
5S_rRNA	5S_rRNA	ortholog_many2many	97.4359	97.4359		100.00	1
ptr-mir-219-1	ggo-mir-219	ortholog_one2one	89.2157	88.3495		100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	98.9796	96.0396		100.00	1
		ortholog_one2many	100	100	75	0.00	1
TRAV21	TRAV21	ortholog_one2one	97.1963	97.1963	100	100.00	1
RNU6-1045P	U6	ortholog_one2one	100	100		100.00	1
RNU2-37P	U2	ortholog_one2one	98.3051	98.3051		100.00	1
MIR424	MIR424	ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0196	99.0196		100.00	1
							
							
RNU6-1							
							
ptr-mir-6129	MIR6129	ortholog_one2many	100	100		0.00	0
5S_rRNA	5S_rRNA	ortholog_one2one	99.1453	99.1453		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0196	99.0196		100.00	1
ZBTB9	ZBTB9	ortholog_one2one	99.3658	99.3658	100	100.00	1
	MIR4769	ortholog_one2many	100	100		0.00	0
RNU2-33P	U2	ortholog_one2one	97.9167	97.9167		100.00	1
5_8S_rRNA	5_8S_rRNA	ortholog_one2one	99.3333	99.3333		0.00	0
RNU6-1249P	U6	ortholog_one2one	99.0991	99.0991		0.00	0
HMGN1		ortholog_one2one	98.2759	98.2759	100	100.00	1
		ortholog_one2many	71.6602	85.0984	25	15.81	0
U6	U6	ortholog_one2many	99.0654	99.0654		100.00	1
ptr-mir-6129	MIR6129	ortholog_one2many	100	100		100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	100	100		100.00	1
FAM47B	FAM47B	ortholog_one2one	96.5891	96.5891	100	100.00	1
							
RNU2-35P	U2	ortholog_one2one	52.8169	46.2963		0.00	0
Y_RNA	Y_RNA	ortholog_one2one	98.0392	98.0392		100.00	1
	MIR4769	ortholog_one2many	100	100		100.00	1
RNU6-997P	U6	ortholog_one2one	92.5926	93.4579		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	97.2222	97.2222		100.00	1
RNU6-105P	U6	ortholog_one2one	95.1923	95.1923		100.00	1
PURA							
5S_rRNA							
							
LRRC75B	LRRC75B	ortholog_one2one	98.4127	98.4127	100	100.00	1
RNU2-59P	U2	ortholog_one2one	99.4764	99.4764		100.00	1
RNU6-1119P							
Y_RNA	Y_RNA	ortholog_one2one	98.0392	98.0392		100.00	1
MIR302A		ortholog_one2many	100	100		100.00	1
MIR302A		ortholog_one2many	100	100		100.00	1
RNU6-625P	U6	ortholog_one2one	99.0654	99.0654		100.00	1
MIR30D	ggo-mir-30d	ortholog_one2one	100	100		100.00	1
RNU2-36P	U2	ortholog_one2one	94.7644	94.7644		100.00	1
5S_rRNA							
MYBPHL	MYBPHL	ortholog_one2one	98.3051	90.625	100	100.00	1
5_8S_rRNA							
							
PGAM5	PGAM5	ortholog_one2one	100	100	100	100.00	1
PLPPR2	PLPPR2	ortholog_one2one	99.7788	99.7788	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
ptr-mir-589	MIR589	ortholog_one2one	98.9899	98.9899		100.00	1
							
RNU6-532P	U6	ortholog_one2one	99.0654	99.0654		100.00	1
		ortholog_one2one	94.3182	94.3182	100	100.00	1
5S_rRNA							
U2							
							
Y_RNA	Y_RNA	ortholog_one2one	96.0396	96.0396		100.00	1
		ortholog_one2one	73.6434	88.785	100	0.00	0
U6	U6	ortholog_one2many	85.9813	87.619		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
							
RNU6-81P	U6	ortholog_one2one	100	100		0.00	0
CRH	CRH	ortholog_one2one	99.4898	99.4898	100	100.00	1
		ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	98.0583	98.0583		100.00	1
5S_rRNA							
RNU2-18P							
RNU6-444P	U6	ortholog_one2one	100	100		100.00	1
5_8S_rRNA	5_8S_rRNA	ortholog_one2one	95.3947	95.3947		0.00	0
GATA3	GATA3	ortholog_one2one	99.7748	99.7748	50	100.00	1
CHST5	CHST5	ortholog_one2one	97.8102	97.8102	100	100.00	1
MPHOSPH6	MPHOSPH6	ortholog_one2one	99.375	99.375	100	100.00	1
RNU6-989P	U6	ortholog_one2one	99.0654	99.0654		100.00	1
							
5S_rRNA							
		ortholog_one2one	100	100	75	0.00	1
IQCF6		ortholog_one2one	98.1308	98.1308	100	100.00	1
MIR6516	MIR6516	ortholog_one2one	100	100		100.00	1
RNU2-22P	U2	ortholog_one2one	99.0566	99.0566		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	95.1923	94.2857		100.00	1
RNU6-1246P	U6	ortholog_one2one	93.4579	97.0874		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0099	99.0099		100.00	1
							
RNU11-5P	RNU11-5P	ortholog_one2one	98.4496	98.4496		100.00	1
ptr-mir-671	MIR671	ortholog_one2many	100	100		100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	100	100		100.00	1
5_8S_rRNA	5_8S_rRNA	ortholog_one2one	82.5175	79.1946		0.00	0
U2	U2	ortholog_one2one	45.7746	44.2177		100.00	0
							
KRTAP10-8	KRTAP10-8	ortholog_one2one	96.9112	96.9112	75	100.00	1
		ortholog_many2many	96.5517	96.5517	100	0.00	1
		ortholog_many2many	94.8276	94.8276	100	0.00	1
PRAME		ortholog_one2many	94.6955	94.6955	50	99.22	1
PRAME		ortholog_one2many	78.389	94.3262	0	0.00	0
Y_RNA	Y_RNA	ortholog_one2one	99.0291	99.0291		100.00	1
		ortholog_one2many	91.7808	91.7808	0	0.00	0
RNU6-1326P	U6	ortholog_one2one	95.3271	95.3271		100.00	1
RNY3P12	Y_RNA	ortholog_one2one	99.0196	99.0196		100.00	1
CD33	CD33	ortholog_one2one	97.5275	97.5275	100	100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	98.2301	98.2301		100.00	1
ptr-mir-671	MIR671	ortholog_one2many	100	100		100.00	1
MIR2114							
RNU2-60P	U2	ortholog_one2one	98.4375	98.4375		100.00	1
RNU6-268P	U6	ortholog_one2one	99.0654	99.0654		100.00	1
OR5K3	OR5K3	ortholog_one2one	96.2617	96.2617	75	100.00	1
CHRM5	CHRM5	ortholog_one2one	98.8722	98.8722	100	100.00	1
U1							
5_8S_rRNA							
Y_RNA	Y_RNA	ortholog_one2one	99	97.0588		100.00	1
	TRAV36DV7	ortholog_one2one	98.2143	97.3451	100	100.00	1
RNU6-926P	U6	ortholog_one2one	93.4579	93.4579		100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	91.0714	85.7143		100.00	1
							
MIR125B1	ggo-mir-125b-1	ortholog_one2one	100	100		100.00	1
RNU6-1273P	U6	ortholog_one2one	99.0385	99.0385		100.00	1
U1							
5_8S_rRNA							
Y_RNA	Y_RNA	ortholog_one2one	100	100		0.00	0
							
MIR135A1	MIR135A1	ortholog_one2one	100	100		100.00	1
RNU6-626P	U6	ortholog_one2one	99.0654	98.1481		100.00	1
							
5_8S_rRNA							
UBE2L5	UBE2L5	ortholog_one2one	99.3506	99.3506	100	100.00	1
AJUBA	AJUBA	ortholog_one2one	100	100	100	100.00	1
SLFN12	SLFN12	ortholog_one2many	99.3092	99.481	25	100.00	1
TAS2R3	TAS2R3	ortholog_one2many	99.3671	99.3671	50	100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	97.1154	91.8182		100.00	1
U1	U1	ortholog_one2one	98.7805	98.7805		0.00	0
Y_RNA	Y_RNA	ortholog_one2many	98.0392	98.0392		100.00	1
RNU11-3P	RNU11-3P	ortholog_one2one	99.2481	99.2481		100.00	1
MIR6737		ortholog_one2many	100	100		100.00	1
MIR6737		ortholog_one2many	100	100		100.00	1
		ortholog_one2one	69.1057	80.9524	0	0.00	0
5_8S_rRNA	5_8S_rRNA	ortholog_one2one	95.5414	96.7742		100.00	1
							
RNU6-1125P							
MAGEB18	MAGEB18	ortholog_one2many	97.9592	97.9592	25	100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	93.6364	93.6364		100.00	1
HTD2	HTD2	ortholog_one2one	98.7805	98.7805	100	100.00	1
		ortholog_one2one	98.5075	98.5075		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0099	99.0099		100.00	1
RNU1-136P	U1	ortholog_one2one	95.1219	95.1219		100.00	1
							
5S_rRNA	5S_rRNA	ortholog_one2one	99.0654	99.0654		100.00	1
							
5_8S_rRNA							
U6	U6	ortholog_one2many	85.9813	87.619		100.00	1
IGLV10-54	IGLV10-54	ortholog_one2one	97.2477	95.4955	100	100.00	1
GABRA5	GABRA5	ortholog_one2one	99.7835	99.7835	100	100.00	1
ptr-mir-660	MIR660	ortholog_one2many	100	100		0.00	0
5S_rRNA	5S_rRNA	ortholog_one2one	98.1818	98.1818		100.00	1
RNU1-141P	U1	ortholog_one2one	96.8354	96.8354		100.00	1
		ortholog_one2one	96.8504	96.8504	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	97.2477	97.2477		100.00	1
	VDAC2	ortholog_one2many	83.5017	80.5195	0	0.00	0
RNU6-699P	U6	ortholog_one2one	98.1818	98.1818		100.00	1
RNU6-275P	U6	ortholog_one2one	99.0654	99.0654		100.00	1
MIR4736	MIR4736	ortholog_one2one	100	100		100.00	1
RNU1-100P	U1	ortholog_one2one	96.319	95.1515		100.00	1
5S_rRNA							
5_8S_rRNA	5_8S_rRNA	ortholog_one2one	96.8944	96.8944		100.00	1
ptr-mir-660	MIR660	ortholog_one2many	100	100		100.00	1
U6	U6	ortholog_one2many	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
							
TAS2R5	TAS2R5	ortholog_one2many	97.9933	97.9933	100	100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	99.0654	99.0654		100.00	1
		ortholog_one2many	91.3043	91.3043		0.00	0
PIRT	PIRT	ortholog_one2one	100	100	100	100.00	1
RNU1-15P	U1	ortholog_one2one	100	100		100.00	1
5_8S_rRNA							
RNU6-233P							
		ortholog_one2one	100	100		100.00	1
RNU6-995P	U6	ortholog_one2one	100	100		100.00	1
Y_RNA							
MTRNR2L14							
		ortholog_one2many	87.8261	87.8261		0.00	0
MIR507		ortholog_one2many	100	100		100.00	1
5_8S_rRNA							
RNU6-896P	U6	ortholog_one2one	100	100		100.00	1
RNU6-208P	U6	ortholog_one2one	97.1963	97.1963		100.00	1
AKAP5	AKAP5	ortholog_one2one	99.0632	99.0632	100	100.00	1
							
RNU1-142P	U1	ortholog_one2one	97.9021	96.5517		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0291	99.0291		100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	94.0678	93.2773		100.00	1
NNMT	NNMT	ortholog_one2one	99.6212	99.6212	100	100.00	1
		ortholog_one2many	93.0435	93.0435		0.00	0
DPP8	DPP8	ortholog_one2one	98.1421	100	100	100.00	1
MEGF10	MEGF10	ortholog_one2one	86.1404	99.5943	100	100.00	1
5_8S_rRNA							
MIR92A1	ggo-mir-92-1	ortholog_one2one	100	100		100.00	1
RNU6-470P	U6	ortholog_one2one	100	100		0.00	0
RN7SL260P	Metazoa_SRP	ortholog_one2one	96.1131	96.1131		100.00	1
		ortholog_one2one	98.6842	98.6842	100	100.00	1
MAGEB17	MAGEB17	ortholog_one2one	95.5357	95.5357	75	100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	77.8846	69.8276		100.00	0
U1							
Y_RNA	Y_RNA	ortholog_one2one	90.7407	93.3333		100.00	1
MIR6894	MIR6894	ortholog_one2one	100	100		100.00	1
RNU6-1122P	U6	ortholog_one2one	98.1308	98.1308		100.00	1
5_8S_rRNA							
		ortholog_one2many	91.3043	91.3043		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	87.6923	88.0309		100.00	1
		ortholog_one2many	99.5283	99.5283	25	100.00	1
		ortholog_one2one	95.082	83.7545	100	0.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	80.2326	61.6071		100.00	0
		ortholog_one2many	98.8827	98.8827		100.00	1
U1							
Y_RNA	Y_RNA	ortholog_one2one	98.0952	98.0952		100.00	1
MIR328	MIR328	ortholog_one2one	100	100		100.00	1
RN7SKP85	7SK	ortholog_one2one	97.4922	97.4922		100.00	1
		ortholog_one2many	87.8261	87.8261		0.00	0
RN7SL652P	Metazoa_SRP	ortholog_one2one	94.6667	97.931		100.00	1
SCARNA10	SCARNA10	ortholog_one2one	99.3939	99.3939		100.00	1
OR1N2	OR1N2	ortholog_one2one	98.1818	98.1818	100	100.00	1
RPRML	RPRML	ortholog_one2many	98.3333	98.3333	50	100.00	1
ITIH1	ITIH1	ortholog_one2one	99.2424	99.2424	100	100.00	1
		ortholog_one2many	98.8827	98.8827		100.00	1
MIR378B	MIR378B	ortholog_one2one	100	100		100.00	1
5S_rRNA	5S_rRNA	ortholog_one2one	96.5517	96.5517		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0476	99.0476		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	77.6062	77.6062		100.00	0
Y_RNA	Y_RNA	ortholog_one2one	98.0392	98.0392		100.00	1
							
RNU1-45P	U1	ortholog_one2one	99.2908	99.2908		100.00	1
		ortholog_one2one	100	100		100.00	1
ptr-mir-548l		ortholog_one2one	95.3488	100		100.00	1
ptr-mir-663b		ortholog_one2many	96.5217	96.5217		0.00	0
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
RNU1-34P	U1	ortholog_one2one	88.0952	96.732		100.00	1
RN7SKP180	7SK	ortholog_one2one	80.4281	92.6056		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	95.4386	97.1429		100.00	1
RNA5SP525							
		ortholog_one2one	98.6577	98.6577		100.00	1
TRMT2A	TRMT2A	ortholog_one2one	99.36	99.36	100	100.00	1
U1							
		ortholog_one2many	93.0435	93.0435		0.00	0
MIR6734							
RN7SL683P	Metazoa_SRP	ortholog_one2one	98.9011	98.9011		100.00	1
RNU1-42P	U1	ortholog_one2one	83.75	81.2121		0.00	0
SNORA70	SNORA70	ortholog_one2one	85.8268	72.6667		100.00	0
Y_RNA	Y_RNA	ortholog_one2one	99.0826	99.0826		100.00	1
CAMK2D							
RN7SKP106	7SK	ortholog_one2one	86.6667	95.5882		100.00	1
RNU4ATAC18P	RNU4ATAC18P	ortholog_one2one	99.2064	99.2064		100.00	1
SNORA70	SNORA70	ortholog_one2one	82.3009	76.2295		100.00	0
							
RNU1-61P	U1	ortholog_one2one	88.3212	82.3129		100.00	1
		ortholog_one2one	100	100		100.00	1
RN7SL697P	Metazoa_SRP	ortholog_one2one	98.6622	98.6622		100.00	1
		ortholog_one2many	95.5357	95.5357	0	0.00	0
		ortholog_one2one	93.0233	91.6031		100.00	1
Y_RNA							
MIR8081	MIR8081	ortholog_one2one	100	100		100.00	1
RN7SKP238	7SK	ortholog_one2one	89.8374	98.6607		100.00	1
		ortholog_one2one	97.5309	97.5309	100	100.00	1
							
Metazoa_SRP							
RNU1-18P	U1	ortholog_one2one	97.546	96.9512		100.00	1
MIR1273C	MIR1273C	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	99.2064	99.2064		100.00	1
SNORA70	SNORA70	ortholog_one2one	98.0132	98.0132		100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	98.0392	98.0392		100.00	1
