Gene name	Human gene name	Human homology type	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human Gene-order conservation score	Human Whole-genome alignment coverage	Human orthology confidence [0 low, 1 high]
U6	U6	ortholog_one2one	89.3204	92		100.00	1
Y_RNA	RNY3P13	ortholog_one2one	99.0196	99.0196		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	96.0784	96.0784		100.00	1
EPHA8	EPHA8	ortholog_one2one	99.2473	91.8408	100	100.00	1
							
LAMC2	LAMC2	ortholog_one2one	88.2398	96.228	100	100.00	1
ZMYM4	ZMYM4	ortholog_one2one	99.5481	99.6124	100	100.00	1
STAB1	STAB1	ortholog_one2one	96.3495	96.537	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	81.3187	76.2887		100.00	1
FMO5	FMO5	ortholog_one2one	96.8105	96.8105	100	100.00	1
FHL3	FHL3	ortholog_one2one	99.6429	99.6429	100	100.00	1
							
U6	RNU6-210P	ortholog_one2one	84.1122	94.7368		100.00	1
IL5RA	IL5RA	ortholog_one2one	93.5714	93.5714	100	100.00	1
SLC66A1	SLC66A1	ortholog_one2one	81.2866	95.5326	100	100.00	1
KIF15	KIF15	ortholog_one2one	97.6225	97.6225	100	100.00	1
NFYC	NFYC	ortholog_one2one	76.082	99.7015	100	100.00	1
U6	RNU6-510P	ortholog_one2one	77.0833	68.5185		100.00	1
OPN3	OPN3	ortholog_one2one	83.368	99.7512	100	100.00	1
							
FAM167B	FAM167B	ortholog_one2one	98.1595	98.1595	100	100.00	1
U6	RNU6-1284P	ortholog_one2one	82.4074	89		100.00	1
Y_RNA							
Metazoa_SRP	RN7SL692P	ortholog_one2one	87.7076	91.6667		100.00	1
U6	RNU6-970P	ortholog_one2one	91.5888	91.5888		100.00	1
TRNT1	TRNT1	ortholog_one2one	96.1276	97.235	100	100.00	1
							
EIF3I	EIF3I	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	75.6757	39.7163		0.00	0
PLXND1	PLXND1	ortholog_one2one	98.4416	98.4416	100	100.00	1
KMO	KMO	ortholog_one2one	94.9782	89.5062	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2many	82.8829	81.4159		0.00	0
Metazoa_SRP							
LDLRAP1	LDLRAP1	ortholog_one2one	86.25	89.6104	100	100.00	1
SLC35G2	SLC35G2	ortholog_one2one	98.301	98.301	100	100.00	1
							
ZBTB40	ZBTB40	ortholog_one2one	96.0452	96.0452	100	100.00	1
							
TMEM234	TMEM234	ortholog_one2one	44.8454	62.1429	75	100.00	0
DIPK1A	DIPK1A	ortholog_one2one	99.5327	99.5327	100	100.00	1
BSND	BSND	ortholog_one2one	91.25	91.25	100	100.00	1
							
EIF2A	EIF2A	ortholog_one2one	96.4225	96.7521	100	100.00	1
CIMAP3	CIMAP3	ortholog_one2one	75.1037	94.7644	100	100.00	1
MIR29C	MIR29C	ortholog_one2one	75	95.4545		100.00	1
SF3A3	SF3A3	ortholog_one2one	97.2222	97.8044	100	100.00	1
CRBN	CRBN	ortholog_one2one	98.6456	98.8688	100	100.00	1
mml-mir-29b-2	MIR29B2	ortholog_one2one	90	100		100.00	1
PROX1	PROX1	ortholog_one2one	100	100	100	100.00	1
							
							
TMEM61	TMEM61	ortholog_one2one	91.4286	91.4286	100	100.00	1
CHD1L	CHD1L	ortholog_one2one	97.6667	97.9933	100	100.00	1
		ortholog_one2one	87.8049	87.0968		100.00	1
CHIA	CHIA	ortholog_one2one	88.7234	87.605	100	100.00	1
FH	FH	ortholog_one2one	98.6274	98.6274	100	100.00	1
AKR7A2	AKR7A2	ortholog_one2one	75.8929	71.0306	100	100.00	1
Metazoa_SRP							
NCK1	NCK1	ortholog_one2one	100	100	100	100.00	1
RPL5	RPL5	ortholog_one2one	100	100	100	100.00	1
mml-mir-30c-1	MIR30C1	ortholog_one2one	100	100		100.00	1
							
IQCC	IQCC	ortholog_one2one	77.9221	90.1288	100	100.00	1
NMNAT2	NMNAT2	ortholog_one2one	85.6742	99.3485	100	100.00	1
							
CD34	CD34	ortholog_one2one	90.9091	90.9091	100	100.00	1
mml-mir-30e	MIR30E	ortholog_one2one	98.913	98.913		100.00	1
SNORA66	SNORA66	ortholog_one2one	97.7099	96.2406		100.00	1
DHCR24	DHCR24	ortholog_one2one	99.2263	99.4186	100	100.00	1
SNORD21	SNORD21	ortholog_one2one	100	100		100.00	1
							
U6							
MACO1	MACO1	ortholog_one2one	100	100	100	100.00	1
SMYD2	SMYD2	ortholog_one2one	99.3088	99.5381	100	100.00	1
Metazoa_SRP							
IL20RB	IL20RB	ortholog_one2one	98.7138	98.7138	100	100.00	1
RIMS3	RIMS3	ortholog_one2one	99.6753	99.6753	100	100.00	1
LRRN1	LRRN1	ortholog_one2one	99.0223	99.0223	75	100.00	1
Metazoa_SRP							
C2H3orf70	C3orf70	ortholog_one2one	99.2	99.2	100	100.00	1
							
	BCCIP	ortholog_one2one	86.6995	56.051	0	0.00	0
							
CHI3L2	CHI3L2	ortholog_one2one	97.6923	97.6923	100	100.00	1
CIMAP2	CIMAP2	ortholog_one2one	77.4951	94.7368	100	100.00	1
							
H1-8	H1-8	ortholog_one2one	92.2156	89.0173	100	100.00	1
PRKAB2	PRKAB2	ortholog_one2one	64.2857	66.1765	50	100.00	1
							
							
Metazoa_SRP							
							
Metazoa_SRP							
							
							
PTPN14	PTPN14	ortholog_one2one	99.0733	99.0733	100	100.00	1
PTPRF	PTPRF	ortholog_one2one	98.3316	98.8988	100	100.00	1
RHO	RHO	ortholog_one2one	98.2759	98.2759	75	100.00	1
EHHADH	EHHADH	ortholog_one2one	95.574	95.574	100	100.00	1
U6	RNU6-1099P	ortholog_one2one	91.5888	91.5888		100.00	1
							
							
TMEM42							
RGS7	RGS7	ortholog_one2one	97.3306	95.7576	100	100.00	1
U1							
WNT4	WNT4	ortholog_one2one	100	100	100	100.00	1
SETMAR	SETMAR	ortholog_one2one	97.3684	97.3684	75	100.00	1
DCDC2B	DCDC2B	ortholog_one2one	93.1034	92.8367	100	100.00	1
AKR7A3	AKR7A3	ortholog_one2one	93.9577	93.9577	100	100.00	1
							
							
EVI5	EVI5	ortholog_one2one	94.3678	99.3947	100	100.00	1
							
							
U1	RNVU1-24	ortholog_one2many	71.9512	72.8395		0.00	0
U1	RNVU1-26	ortholog_one2many	72.561	73.4568		2.76	0
U1	RNVU1-25	ortholog_one2many	71.3415	73.125		0.00	0
U1	U1	ortholog_one2many	74.3902	75.3086		0.00	0
INPP5B	INPP5B	ortholog_one2one	96.1665	96.1665	100	100.00	1
RHCE	RHCE	ortholog_one2many	78.4173	78.4173	100	99.15	1
RHCE	RHD	ortholog_one2many	77.2182	77.2182	0	99.06	1
							
U1							
PLXNA2	PLXNA2	ortholog_one2one	98.7952	99.5776	100	100.00	1
ZNF684	ZNF684	ortholog_one2one	94.1953	94.4444	100	100.00	1
MRTO4	MRTO4	ortholog_one2one	98.3264	98.3264	100	100.00	1
TGM4	TGM4	ortholog_one2one	93.8596	93.8596	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	91.3793	33.9744		0.00	0
CCDC28B	CCDC28B	ortholog_one2one	99.5	99.5	75	100.00	1
							
							
FDPS	FDPS	ortholog_one2many	97.3747	97.3747	100	100.00	1
TNIK	TNIK	ortholog_one2one	99.0847	95.5147	100	100.00	1
CENPF	CENPF	ortholog_one2one	94.539	94.5087	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	72.8477	83.9695		0.00	0
EXO5	EXO5	ortholog_one2one	97.0509	97.0509	100	100.00	1
DENND2D	DENND2D	ortholog_one2one	96.7949	96.1783	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	72.1088	37.5887		0.00	0
SUMF1	SUMF1	ortholog_one2one	92.0716	96.2567	75	100.00	1
CLDN18	CLDN18	ortholog_one2one	98.8506	98.8506	100	100.00	1
							
CDC42	CDC42	ortholog_one2one	100	100	100	100.00	1
5S_rRNA							
MAP3K13	MAP3K13	ortholog_one2one	98.7578	98.7578	100	100.00	1
ZFP69B	ZFP69B	ortholog_one2one	95.5056	95.5056	100	100.00	1
CASR	CASR	ortholog_one2one	98.5158	98.5158	100	100.00	1
GREM2	GREM2	ortholog_one2one	100	100	100	100.00	1
TMEM50A	TMEM50A	ortholog_one2one	99.3631	99.3631	100	100.00	1
TXLNA	TXLNA	ortholog_one2one	99.2674	99.2674	100	100.00	1
TTC22	TTC22	ortholog_one2one	97.188	97.188	100	100.00	1
							
							
U6	RNU6-584P	ortholog_one2one	88.4615	96.8421		100.00	1
	UBE2C	ortholog_one2many	98.8827	98.8827	0	0.00	0
Metazoa_SRP	RN7SL503P	ortholog_one2one	92.7336	88.4488		100.00	1
MTF1	MTF1	ortholog_one2one	98.672	98.672	100	100.00	1
Metazoa_SRP							
							
							
							
							
EMC1	EMC1	ortholog_one2one	98.993	98.993	100	100.00	1
							
							
ZDHHC3	ZDHHC3	ortholog_one2one	41.6076	58.8629	100	100.00	0
DZIP1L	DZIP1L	ortholog_one2one	74.2734	89.9609	100	100.00	1
Metazoa_SRP							
Metazoa_SRP							
							
							
FMN2	FMN2	ortholog_one2one	85.2155	90.7085	100	100.00	1
							
PARS2	PARS2	ortholog_one2one	94.5263	94.5263	100	100.00	1
							
C1H1orf122	C1orf122	ortholog_one2one	97.2727	97.2727	100	100.00	1
SMAP2	SMAP2	ortholog_one2one	99.3007	99.3007	100	100.00	1
							
CELA3B	CELA3A	ortholog_one2one	91.4498	91.1111	100	100.00	1
SFPQ	SFPQ	ortholog_one2one	99.7171	99.7171	100	100.00	1
SMG7	SMG7	ortholog_one2one	78.4381	95.6192	100	100.00	1
YRDC	YRDC	ortholog_one2one	98.9247	98.9247	100	100.00	1
RSRP1	RSRP1	ortholog_one2one	90.8163	92.069	100	100.00	1
KCNK2	KCNK2	ortholog_one2one	100	100	100	100.00	1
U6	RNU6-776P	ortholog_one2many	88	84.6154		100.00	1
U6	RNU6-1022P	ortholog_one2many	89	85.5769		100.00	1
							
Metazoa_SRP	RN7SL186P	ortholog_one2many	86.0294	78.7879		100.00	1
Metazoa_SRP	RN7SL386P	ortholog_one2many	85.6618	78.4512		89.53	1
U4	RNU4-59P	ortholog_one2one	81.6667	84.4828		100.00	1
MANEAL	MANEAL	ortholog_one2one	83.125	87.3085	100	100.00	1
RGS4	RGS4	ortholog_one2one	67.8808	100	50	100.00	1
SYF2	SYF2	ortholog_one2one	97.1193	97.1193	100	100.00	1
CA14	CA14	ortholog_one2one	94.6903	95.2522	100	100.00	1
Metazoa_SRP							
U5							
							
SNAP47	SNAP47	ortholog_one2one	79.4702	85.9189	100	100.00	1
							
TTC4	TTC4	ortholog_one2one	90.6024	97.1576	100	100.00	1
KPNA6	KPNA6	ortholog_one2one	94.523	99.8134	100	100.00	1
Metazoa_SRP							
							
		ortholog_one2many	72.6437	42.8184	0	0.00	0
Y_RNA	Y_RNA	ortholog_one2one	92.5532	92.5532		0.00	0
							
CEPT1	CEPT1	ortholog_one2one	99.7596	99.7596	100	100.00	1
U1	RNVU1-27	ortholog_one2many	89.0244	88.4848		0.00	0
U1	RNVU1-15	ortholog_one2many	85.9756	85.4545		0.00	0
U1	RNVU1-19	ortholog_one2many	90.2439	88.6228		0.00	0
U1	RNVU1-14	ortholog_one2many	90.8537	90.8537		0.00	0
mml-mir-205	MIR205	ortholog_one2one	98.1818	98.1818		100.00	1
							
IFT122	IFT122	ortholog_one2one	98.0598	97.7438	100	100.00	1
							
Metazoa_SRP	RN7SL605P	ortholog_one2one	82.0513	34.1637		0.00	0
Metazoa_SRP							
KCTD3	KCTD3	ortholog_one2many	99.5092	99.5092	100	100.00	1
U1	RNU1-4	ortholog_one2many	100	100		0.00	0
U1	RNU1-3	ortholog_one2many	100	100		0.00	0
EPHA10	EPHA10	ortholog_one2one	97.4206	97.4206	100	100.00	1
Metazoa_SRP							
COL9A2	COL9A2	ortholog_one2one	87.7147	96.3716	100	100.00	1
Metazoa_SRP							
Y_RNA	Y_RNA	ortholog_one2one	93.4426	93.4426		100.00	1
DBR1	DBR1	ortholog_one2one	98.3456	98.3456	100	100.00	1
GFI1	GFI1	ortholog_one2one	99.5261	99.5261	100	100.00	1
Metazoa_SRP	RN7SL582P	ortholog_one2one	91.1877	85.3047		100.00	1
MRPL3	MRPL3	ortholog_one2one	95.6897	95.6897	100	100.00	1
Metazoa_SRP							
JMJD4	JMJD4	ortholog_one2one	87.257	96.8825	100	100.00	1
TMEM41A	LIPH	ortholog_one2one	62.963	94.235	100	100.00	1
EXOSC7	EXOSC7	ortholog_one2one	92.5676	94.1581	100	100.00	1
							
CHRM3	CHRM3	ortholog_one2one	98.4746	98.4746	100	100.00	1
TXNIP	TXNIP	ortholog_one2one	99.2327	99.2327	75	100.00	1
CAMK1G	CAMK1G	ortholog_one2one	98.9496	98.9496	100	100.00	1
SNORA58	SNORA58	ortholog_one2one	97.0803	97.0803		100.00	1
							
ZMYM1	ZMYM1	ortholog_one2one	97.1979	97.1979	100	100.00	1
PRSS38	PRSS38	ortholog_one2one	91.7178	91.7178	100	100.00	1
Metazoa_SRP							
Metazoa_SRP							
							
							
MROH7	MROH7	ortholog_one2one	94.6334	94.6334	75	100.00	1
Metazoa_SRP							
CDCA8	CDCA8	ortholog_one2one	97.1429	97.1429	100	100.00	1
PHGDH	PHGDH	ortholog_one2one	96.1679	98.8743	75	100.00	1
CLEC3B	CLEC3B	ortholog_one2one	97.0297	97.0297	100	100.00	1
CPNE4	CPNE4	ortholog_one2one	96.8696	100	100	100.00	1
U2	RNU2-17P	ortholog_one2one	94.7368	94.7368		100.00	1
WNT9A	WNT9A	ortholog_one2one	85.0254	91.7808	100	100.00	1
HJV	HJV	ortholog_one2one	97.8923	98.1221	75	100.00	1
RUNX3	RUNX3	ortholog_one2one	94.6262	97.5904	100	100.00	1
SELENOT	SELENOT	ortholog_one2one	100	99.4872	100	100.00	1
Metazoa_SRP							
LYPLAL1	LYPLAL1	ortholog_one2one	94.5148	94.5148	100	100.00	1
Metazoa_SRP							
							
SENP2	SENP2	ortholog_one2one	87.0287	97.9626	100	100.00	1
							
Metazoa_SRP	RN7SL824P	ortholog_one2one	93.2886	93.6027		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	88.0342	36.1404		0.00	0
USH2A	USH2A	ortholog_one2one	96.0008	95.9823	100	100.00	1
RGS5	RGS5	ortholog_one2one	85.567	91.7127	100	100.00	1
							
WNT3A	WNT3A	ortholog_one2one	99.7159	99.7159	100	100.00	1
							
ANP32E	ANP32E	ortholog_one2one	98.5019	98.1343	100	100.00	1
AIRIM	AIRIM	ortholog_one2one	82.6271	96.0591	100	100.00	1
POLR3GL	POLR3GL	ortholog_one2one	99.0826	99.0826	75	100.00	1
CDCP1	CDCP1	ortholog_one2one	95.5742	95.5742	100	100.00	1
							
							
CLIC4	CLIC4	ortholog_one2one	99.6047	99.6047	100	100.00	1
TMEM39B	TMEM39B	ortholog_one2one	91.4179	99.5935	100	100.00	1
							
LAMB3	LAMB3	ortholog_one2one	96.3311	96.3311	100	100.00	1
							
NT5DC2	NT5DC2	ortholog_one2one	98.7433	98.7433	100	100.00	1
ERICH6	ERICH6	ortholog_one2one	94.0458	92.911	100	100.00	1
ARF1	ARF1	ortholog_one2one	83.4101	100	100	100.00	1
	PSMC6	ortholog_one2many	96.1111	88.946	0	16.46	0
							
FXR1	FXR1	ortholog_one2one	77.8195	100	100	100.00	1
VPS13D	VPS13D	ortholog_one2one	98.9059	98.8833	100	100.00	1
LRIF1	LRIF1	ortholog_one2one	96.8421	95.7087	100	100.00	1
ACOT11	ACOT11	ortholog_one2one	85.842	96.9697	100	100.00	1
U6	RNU6-1208P	ortholog_one2one	92.233	88.785		100.00	1
							
ZNF697	ZNF697	ortholog_one2one	97.9779	97.7982	100	100.00	1
NUF2	NUF2	ortholog_one2one	100	100	100	100.00	1
IGF2BP2	IGF2BP2	ortholog_one2one	99.8201	92.6544	100	100.00	1
							
RPAP2	RPAP2	ortholog_one2one	97.0588	97.0588	100	100.00	1
RSPO1	RSPO1	ortholog_one2one	54.2334	90.1141	100	100.00	1
ZMYM6	ZMYM6	ortholog_one2one	97.5094	97.5094	100	100.00	1
							
SLC30A10	SLC30A10	ortholog_one2one	96.4948	96.4948	100	100.00	1
	SSU72L3	ortholog_one2many	91.2371	91.2371	0	100.00	1
	SSU72L2	ortholog_one2many	92.268	92.268	0	0.00	0
	SSU72L1	ortholog_one2many	92.268	92.268	0	0.00	0
	SSU72L5	ortholog_one2many	91.7526	91.7526	0	0.00	0
	SSU72L4	ortholog_one2many	92.7835	92.7835	0	0.00	0
	SSU72L6	ortholog_one2many	92.7835	92.7835	0	0.00	0
Metazoa_SRP							
TMEM158	TMEM158	ortholog_one2one	97.3154	96.6667	100	100.00	1
							
Metazoa_SRP							
Metazoa_SRP	RN7SL480P	ortholog_one2one	91.4966	91.4966		100.00	1
							
							
U3	U3	ortholog_one2one	88.835	86.3208		100.00	1
HSD3B1	HSD3B1	ortholog_one2one	94.37	94.37	75	100.00	1
ACP3	ACP3	ortholog_one2one	84.9282	91.9689	100	100.00	1
U3	U3	ortholog_one2one	92.9348	79.9065		100.00	1
UQCC5	UQCC5	ortholog_one2one	67.9487	75.7143	100	100.00	1
C1H1orf35							
ZMPSTE24	ZMPSTE24	ortholog_one2one	99.1579	99.1579	100	100.00	1
							
							
ZP4	ZP4	ortholog_one2one	92.7509	92.4074	100	100.00	1
ARMC8	ARMC8	ortholog_one2one	99.8483	97.7712	100	100.00	1
							
	WSB2	ortholog_one2many	90.2985	89.8515	0	0.00	0
							
KHDRBS1	KHDRBS1	ortholog_one2one	100	100	100	100.00	1
SNORD116	SNORD116	ortholog_one2one	83.5294	77.1739		100.00	1
Metazoa_SRP							
HSD3B2	HSD3B2	ortholog_one2one	84.8341	96.2366	100	100.00	1
SIAH2	SIAH2	ortholog_one2one	100	100	100	100.00	1
							
TRA2B	TRA2B	ortholog_one2one	87.0091	100	100	100.00	1
PLEKHO1	PLEKHO1	ortholog_one2one	79.798	96.577	100	100.00	1
H3-3A							
							
Metazoa_SRP							
							
GNL2	GNL2	ortholog_one2one	97.948	97.948	100	100.00	1
ANKRD34A	ANKRD34A	ortholog_one2one	99.5968	99.5968	100	100.00	1
FAM151A	FAM151A	ortholog_one2one	95.3846	95.3846	100	100.00	1
PBRM1	PBRM1	ortholog_one2one	98.429	95.5986	100	100.00	1
							
U5	RNU5F-6P	ortholog_one2one	93.2203	94.8276		100.00	1
SRRM1	SRRM1	ortholog_one2one	98.8962	99.115	100	100.00	1
TMCO2	TMCO2	ortholog_one2one	90.1099	90.1099	100	100.00	1
NCF2	NCF2	ortholog_one2one	97.7186	97.7186	100	100.00	1
							
							
LIX1L	LIX1L	ortholog_one2one	99.4065	99.4065	100	100.00	1
LARS2	LARS2	ortholog_one2one	91.63	92.1373	100	100.00	1
HAO2	HAO2	ortholog_one2one	94.5055	98.0057	100	100.00	1
							
MINDY4B	MINDY4B	ortholog_one2one	94.5652	94.5652	100	100.00	1
							
TMEM35B	TMEM35B	ortholog_one2one	98.0519	98.0519	100	100.00	1
RLF	RLF	ortholog_one2one	98.8512	98.9028	100	100.00	1
GLMN	GLMN	ortholog_one2one	97.9798	97.9798	100	100.00	1
RBM8A	RBM8A	ortholog_one2one	100	100	100	100.00	1
GUK1	GUK1	ortholog_one2one	57.5758	95.8716	100	100.00	1
ESRRG	ESRRG	ortholog_one2one	93.8298	96.2882	100	100.00	1
Metazoa_SRP							
Y_RNA							
VPS45	VPS45	ortholog_one2one	99.6491	99.6491	100	100.00	1
U6							
CLRN1	CLRN1	ortholog_one2one	92.2449	97.4138	100	100.00	1
ETV5	ETV5	ortholog_one2one	99.6078	99.6078	100	100.00	1
Metazoa_SRP							
Metazoa_SRP							
U1	RNU1-75P	ortholog_one2one	67.7852	78.2946		100.00	1
GNRHR2							
							
							
RYR2	RYR2	ortholog_one2one	99.7987	99.7987	100	100.00	1
DLGAP3	DLGAP3	ortholog_one2one	99.7957	99.7957	100	100.00	1
U6	RNU6-856P	ortholog_one2one	93.8775	93.8775		100.00	1
							
ARPC5	ARPC5	ortholog_one2one	33.6957	41.0596	100	100.00	0
							
GJC2	GJC2	ortholog_one2one	97.2789	97.7221	100	100.00	1
							
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	89.4737	89.1608		100.00	1
PTP4A2	PTP4A2	ortholog_one2one	100	100	100	100.00	1
G0S2	G0S2	ortholog_one2one	96.1165	96.1165	100	100.00	1
PPT1	PPT1	ortholog_one2one	97.6974	97.0588	100	100.00	1
NCMAP	NCMAP	ortholog_one2one	54.8023	95.098	100	100.00	1
IBA57	IBA57	ortholog_one2one	98.773	45.2247	100	100.00	0
							
							
PEX11B	PEX11B	ortholog_one2one	87.6812	93.4363	100	100.00	1
							
GNL3	GNL3	ortholog_one2one	96.5392	96.5392	100	100.00	1
PBX1	PBX1	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP							
							
							
							
DNAJC13	DNAJC13	ortholog_one2one	97.4416	98.4842	100	100.00	1
MED12L	MED12L	ortholog_one2one	97.5814	96.2385	100	100.00	1
							
HSD11B1	HSD11B1	ortholog_one2one	95.8904	95.8904	100	100.00	1
DNALI1	DNALI1	ortholog_one2one	99.2248	99.2248	100	100.00	1
							
CD53	CD53	ortholog_one2one	74.4275	89.0411	100	100.00	1
							
							
OTUD7B	OTUD7B	ortholog_one2one	98.102	98.102	100	100.00	1
LIMD1	LIMD1	ortholog_one2one	97.0414	97.0414	100	100.00	1
SNIP1	SNIP1	ortholog_one2one	97.4747	97.4747	100	100.00	1
SMIM12							
LSAMP	LSAMP	ortholog_one2one	99.7041	99.7041	100	100.00	1
							
ITGA10	ITGA10	ortholog_one2one	97.7721	97.7721	100	100.00	1
SNORD19	SNORD19	ortholog_one2one	91.1765	91.1765		100.00	1
MBD4	MBD4	ortholog_one2one	93.3566	93.0314	100	100.00	1
GPATCH2	GPATCH2	ortholog_one2one	96.4083	96.5909	100	100.00	1
SNORD19B	SNORD19B	ortholog_one2one	97.619	97.619		100.00	1
BTBD8	BTBD8	ortholog_one2one	83.5031	91.5179	100	100.00	1
RCAN3	RCAN3	ortholog_one2one	98.3402	98.3402	100	100.00	1
DGKG	DGKG	ortholog_one2one	98.1037	98.1037	100	100.00	1
SNORD69	SNORD69	ortholog_one2one	98.7013	98.7013		100.00	1
GJA4	GJA4	ortholog_one2one	98.7988	98.7988	100	100.00	1
SSBP3	SSBP3	ortholog_one2one	74.1688	74.7423	75	100.00	1
Metazoa_SRP							
Y_RNA	Y_RNA	ortholog_one2one	89.5833	86.8687		100.00	1
TRAF3IP3	TRAF3IP3	ortholog_one2one	89.4825	97.2777	100	100.00	1
RGL1	RGL1	ortholog_one2one	94.0224	98.3073	100	100.00	1
NME9	NME9	ortholog_one2one	97.2727	97.2727	100	100.00	1
GJB3	GJB3	ortholog_one2one	96.6667	96.6667	100	100.00	1
							
							
							
GLT8D1	GLT8D1	ortholog_one2one	98.6523	98.6523	100	100.00	1
GJB4	GJB4	ortholog_one2one	95.8647	95.8647	100	100.00	1
Metazoa_SRP	RN7SL815P	ortholog_one2one	93.4256	93.1034		100.00	1
							
DNAJC19	DNAJC19	ortholog_one2one	100	100	100	100.00	1
KCNA3	KCNA3	ortholog_one2one	98.4348	98.4348	100	100.00	1
EFCAB12	EFCAB12	ortholog_one2one	94.0246	93.5315	75	100.00	1
GJB5	GJB5	ortholog_one2one	98.9011	98.9011	100	100.00	1
MTMR11	MTMR11	ortholog_one2one	97.4612	97.4612	100	100.00	1
WARS2	WARS2	ortholog_one2one	85.7143	95	100	100.00	1
mml-mir-7177							
KCNA2	KCNA2	ortholog_one2one	99.7996	99.7996	100	100.00	1
Metazoa_SRP							
EPRS1	EPRS1	ortholog_one2one	94.4302	97.5529	100	100.00	1
							
mml-mir-552	MIR552	ortholog_one2one	92.6316	91.6667		100.00	1
SPCS1	SPCS1	ortholog_one2one	59.7633	99.0196	100	100.00	1
U6	RNU6-171P	ortholog_one2one	89.7196	89.7196		100.00	1
MEAF6	MEAF6	ortholog_one2one	61.5764	65.445	100	100.00	1
	SNORA7A	ortholog_many2many	100	100		0.00	0
	SNORA7B	ortholog_many2many	98.5611	98.5611		100.00	1
GPR171	GPR171	ortholog_one2one	99.6865	99.6865	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	91.6084	92.2535		100.00	1
NIPAL3	NIPAL3	ortholog_one2one	97.5369	97.5369	100	100.00	1
GAP43	GAP43	ortholog_one2one	97.479	97.479	100	100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	96.0784	96.0784		100.00	1
P2RY14	P2RY14	ortholog_one2one	97.6331	97.6331	100	100.00	1
SF3B4	SF3B4	ortholog_one2one	100	100	100	100.00	1
KCNA10	KCNA10	ortholog_one2one	98.0431	98.0431	100	100.00	1
							
							
H1-10	H1-10	ortholog_one2one	99.061	99.061	100	100.00	1
							
GPR87	GPR87	ortholog_one2one	98.6034	98.6034	100	100.00	1
							
SPATA17	SPATA17	ortholog_one2one	95.393	97.5069	100	100.00	1
U6	RNU6-755P	ortholog_one2one	92.233	92.233		100.00	1
Metazoa_SRP							
							
Metazoa_SRP							
C1H1orf74	C1orf74	ortholog_one2one	95.5556	95.9108	100	100.00	1
							
							
NEK4	NEK4	ortholog_one2one	95.0912	80.6183	100	100.00	1
P2RY13	P2RY13	ortholog_one2one	95.4955	89.8305	100	100.00	1
							
SPOCD1	SPOCD1	ortholog_one2one	91.3261	90.0493	100	100.00	1
LMX1A	LMX1A	ortholog_one2one	100	100	100	100.00	1
CRYGS	CRYGS	ortholog_one2one	98.8764	98.8764	100	100.00	1
							
							
P2RY12	P2RY12	ortholog_one2one	98.2456	98.2456	100	100.00	1
IRF6	IRF6	ortholog_one2one	100	100	100	100.00	1
PROK1	PROK1	ortholog_one2one	63.522	96.1905	100	100.00	1
C1H1orf94	C1orf94	ortholog_one2one	94.1472	94.1472	75	100.00	1
							
STPG1	STPG1	ortholog_one2one	95.2096	95.2096	100	100.00	1
							
HMCES	HMCES	ortholog_one2one	96.9444	98.5876	100	100.00	1
SACM1L	SACM1L	ortholog_one2one	98.9779	98.9779	100	100.00	1
SV2A	SV2A	ortholog_one2one	99.7305	99.7305	100	100.00	1
MRAS	MRAS	ortholog_one2one	70.0935	72.1154	100	100.00	1
TBCCD1	TBCCD1	ortholog_one2one	97.6661	97.6661	100	100.00	1
Metazoa_SRP							
							
IGSF10	IGSF10	ortholog_one2one	94.3872	94.2432	100	100.00	1
TBX15	TBX15	ortholog_one2one	94.6457	99.8339	100	100.00	1
UTP25	UTP25	ortholog_one2one	97.8808	97.7513	100	100.00	1
Metazoa_SRP							
UBR4	UBR4	ortholog_one2one	98.6427	99.5562	100	100.00	1
MRPL37	MRPL37	ortholog_one2one	78.882	90.0709	100	100.00	1
LAMTOR5	LAMTOR5	ortholog_one2one	53.8462	100	100	100.00	1
U1	RNU1-141P	ortholog_one2one	89.441	91.1392		100.00	1
PIAS3							
							
CAP1							
ZC3H12A	ZC3H12A	ortholog_one2one	97.005	97.3289	100	100.00	1
MTR	MTR	ortholog_one2one	97.1542	97.1542	75	100.00	1
ITIH1	ITIH1	ortholog_one2one	96.7069	96.7069	100	100.00	1
RRP15	RRP15	ortholog_one2one	96.1404	97.1631	100	100.00	1
BOLA1	BOLA1	ortholog_one2one	94.8905	94.8905	100	100.00	1
GRHL3	GRHL3	ortholog_one2one	90.2556	93.8538	100	100.00	1
Metazoa_SRP							
Metazoa_SRP							
SLC16A4	SLC16A4	ortholog_one2one	97.1193	96.9199	100	100.00	1
Metazoa_SRP							
							
