Gene name	Mouse Lemur gene name	Mouse Lemur homology type	%id. target Mouse Lemur gene identical to query gene	%id. query gene identical to target Mouse Lemur gene	Mouse Lemur Gene-order conservation score	Mouse Lemur Whole-genome alignment coverage	Mouse Lemur orthology confidence [0 low, 1 high]
PDXK	PDXK	ortholog_one2one	89.7436	89.7436	100	100.00	1
							
ATP7BP1							
ARK2C	ARK2C	ortholog_one2one	99.1329	98.8473	100	100.00	1
ANKRD26P2							
POU4F1	POU4F1	ortholog_one2one	84.0095	95.393	100	100.00	1
							
RPSAP57							
							
							
PSMD10P3							
							
ZBTB7C-AS2							
SPATA13	SPATA13	ortholog_one2one	76.9773	79.2742	25	100.00	1
ST8SIA3	ST8SIA3	ortholog_one2one	99.4737	99.4737	100	100.00	1
RNF152							
CCDC68	CCDC68	ortholog_one2one	87.7612	87.2404	100	100.00	1
							
RPLP0P11							
SMAD2	SMAD2	ortholog_one2one	100	100	100	100.00	1
							
TMEM97P1							
RRP1	RRP1	ortholog_one2one	75.9219	79.5455	100	100.00	1
ACTR3BP7							
							
ZNF73P							
BNIP3P2							
ZNF72BP							
							
							
							
MED15	MED15	ortholog_one2one	93.6548	93.6548	50	100.00	1
							
							
NHLRC3	NHLRC3	ortholog_one2one	91.0663	91.0663	100	100.00	1
GRK1							
MYL6P1							
AGPAT3	AGPAT3	ortholog_one2one	94.9468	94.9468	100	100.00	1
OLFM4	OLFM4	ortholog_one2one	71.5686	82.5792	100	100.00	1
ARF4P3							
CCT5P2							
PRR20A							
LINC00552							
LINC01078							
IPO5	IPO5	ortholog_one2one	99.5442	99.5442	100	100.00	1
RAB27B	RAB27B	ortholog_one2one	96.3303	96.3303	100	100.00	1
							
							
TXNL1	TXNL1	ortholog_one2one	98.9619	98.9619	100	100.00	1
MRPS5P4							
RNU6-859P							
RNU6-1150P	U6	ortholog_one2many	69.697	62.7273		0.00	0
							
TRAPPC10	TRAPPC10	ortholog_one2one	94.3606	94.3606	100	100.00	1
CTIF	CTIF	ortholog_one2one	95.6522	93.0081	100	100.00	1
TOLLIP							
TOLLIP-DT							
							
LINC02689							
BRSK2							
							
DUSP8							
KRTAP5-AS1							
KRTAP5-1							
							
ARIH2P1							
KRTAP5-2							
KRTAP5-3							
GAREM1	GAREM1	ortholog_one2one	96.1187	96.1187	100	100.00	1
KRTAP5-4							
KRTAP5-5							
							
FAM99A							
FAM99B							
LINC02708							
MOB2							
HMGN1P31							
							
							
RPL7AP66							
							
							
H2AZP1							
RPS10P30							
RPIAP1							
PWP2	PWP2	ortholog_one2one	91.839	91.939	100	100.00	1
OSM	OSM	ortholog_one2one	64.2857	64.5418	100	100.00	1
							
SNRPFP3							
ZBTB7C	ZBTB7C	ortholog_one2one	98.546	98.3871	100	100.00	1
DIAPH3	DIAPH3	ortholog_one2one	93.2942	93.2942	100	100.00	1
ZNRF3-IT1							
							
							
NCF4	NCF4	ortholog_one2one	71.0914	79.0164	100	100.00	1
							
							
DYRK1A	DYRK1A	ortholog_one2one	100	98.8204	100	100.00	1
ACO2P1							
CACNA1I	CACNA1I	ortholog_one2one	92.6676	92.7093	100	100.00	1
BOD1L2	BOD1	ortholog_one2many	84.3023	78.8043	0	1.94	0
FBXO15	FBXO15	ortholog_one2one	78.0392	78.6561	100	100.00	1
							
WDR7-OT1							
							
							
							
							
							
							
CDH7	CDH7	ortholog_one2one	99.2357	99.2357	50	100.00	1
SRSF1P1							
RPS26P47							
PCDH17	PCDH17	ortholog_one2one	99.1372	96.7987	100	100.00	1
SP3P							
RPL21P110							
LINC00440							
RPS12P24							
HIGD1AP2							
HNRNPA1P31							
							
							
SERTM1	SERTM1	ortholog_one2one	98.1308	98.1308	100	100.00	1
							
ELOCP23							
MTND5P3							
							
SLC7A1	SLC7A1	ortholog_one2one	92.5278	92.5278	100	100.00	1
PRDM15	PRDM15	ortholog_one2one	88.9571	72.3966	50	100.00	1
TPGS2	TPGS2	ortholog_one2one	88.6667	89.8649	50	100.00	1
SLC15A1	SLC15A1	ortholog_one2one	87.8531	84.5109	100	100.00	1
SERTAD4-AS1							
SERTAD4							
							
							
							
ISX	ISX	ortholog_one2one	71.8367	75.5365	75	100.00	1
ST13P19							
							
HHAT							
							
LIF-AS2							
ENTHD1	ENTHD1	ortholog_one2one	74.9588	74.4681	100	100.00	1
LIF	LIF	ortholog_one2one	92.5743	92.5743	75	100.00	1
CBX7	CBX7	ortholog_one2one	94.4223	94.4223	75	100.00	1
							
VENTXP2							
ATP6V1G1P7							
FOXO1	FOXO1	ortholog_one2one	96.1832	96.0366	100	100.00	1
PNPLA3	PNPLA3	ortholog_one2one	62.7859	65.6522	100	100.00	1
ARF4P4							
COG3	COG3	ortholog_one2one	95.4106	85.4054	75	100.00	1
							
RNU5A-8P							
MC4R	MC4R	ortholog_one2one	97.8916	97.5976	50	100.00	1
							
BPNT2P1							
							
							
LINC01903							
TMX3	TMX3	ortholog_one2one	86.1233	96.0688	0	99.38	1
							
							
EFCAB6	EFCAB6	ortholog_one2one	79.0806	77.5817	100	100.00	1
							
ADRA1D	ADRA1D	ortholog_one2one	93.007	93.3333	100	100.00	1
RSPO4	RSPO4	ortholog_one2one	89.7436	90.1288	100	100.00	1
LINC01309							
SRGNP1							
GAPDHP34							
LRCH1	LRCH1	ortholog_one2one	95.675	95.9264	75	100.00	1
DEFB129	DEFB129	ortholog_one2one	57.377	62.8743	100	100.00	1
ANGPT4	ANGPT4	ortholog_one2one	68.7873	69.2	100	100.00	1
							
							
							
RPL31P9							
LINC03111							
							
CTBP2P3							
							
							
							
							
DYNLT3P1							
							
							
							
DHFRP1							
BDP1P							
SHLD1	C18H20orf196	ortholog_one2one	79.0244	77.1429	100	100.00	1
							
CDH20	CDH20	ortholog_one2one	98.2522	98.2522	75	100.00	1
SLX4IP	SLX4IP	ortholog_one2one	80.8824	84.399	100	100.00	1
MIR5692B							
PKNOX1	PKNOX1	ortholog_one2one	97.4771	97.4771	100	100.00	1
TBC1D22A	TBC1D22A	ortholog_one2one	91.2959	91.4729	100	100.00	1
EEF1A1P34							
DEFB125							
							
SCEL-AS1							
COX5BP6							
NXT1P1							
FTLP8							
SRSF10P2							
BMP2	BMP2	ortholog_one2one	97.4747	97.7215	100	100.00	1
CDADC1	CDADC1	ortholog_one2one	78.4047	91.7995	100	100.00	1
							
							
MTL3P							
							
							
RPL30P14							
							
PTPN2	PTPN2	ortholog_one2one	96.1446	96.1446	75	100.00	1
							
FAM110A							
ZDHHC4P1							
DDX6P2							
INSM1	INSM1	ortholog_one2one	88.4314	94.5493	100	100.00	1
DIS3	DIS3	ortholog_one2one	94.9896	94.9896	75	100.00	1
LIN28AP3							
DEFB128	DEFB128	ortholog_one2one	64.5161	63.1579	75	100.00	1
							
							
DEFB126							
LINC03086							
BTBD3	BTBD3	ortholog_one2many	99.0421	99.0421	100	100.00	1
BTBD3		ortholog_one2many	82.567	87.0707	0	0.00	0
CBS	CBS	ortholog_one2one	88.3848	86.5009	100	100.00	1
RPL7P2							
EIF4E2P1							
PCSK2	PCSK2	ortholog_one2one	98.7461	98.7461	100	100.00	1
LINC00351							
							
LINC00383							
							
SINHCAFP2							
RPS3AP49							
LINC00353							
							
PEX12P1							
ZNF343	ZNF343	ortholog_one2one	75.626	58.2262	100	100.00	1
PRR20C							
PHLPP1	PHLPP1	ortholog_one2one	83.576	93.4245	100	100.00	1
							
TCEAL4P1							
GAPDHP69							
NUS1P4							
SLITRK6							
							
RPL27AP8							
							
							
CYCSP35							
NUS1P3							
							
ZMYM5	ZMYM5	ortholog_one2one	76.3827	85.5946	100	100.00	1
CDH19	CDH19	ortholog_one2one	87.9534	88.0674	50	100.00	1
PA2G4P2							
							
ISM1	ISM1	ortholog_one2one	95.6897	95.8963	100	100.00	1
							
RPL3	RPL3	ortholog_one2one	99.5037	99.5037	100	100.00	1
NALF1-IT1							
SOX1	SOX1	ortholog_one2one	99.4885	99.7436	100	100.00	1
CALM2P4							
CST5							
							
							
MYO16	MYO16	ortholog_one2one	86.9681	88.3306	100	100.00	1
							
RPL7AP13							
CENATACP1							
PGAM3P							
							
SYNDIG1	SYNDIG1	ortholog_one2one	94.5736	94.5736	100	100.00	1
RPS11P1							
							
XRN2	XRN2	ortholog_one2one	97.3684	97.3684	100	100.00	1
LINC02565							
							
							
RAC1P1							
RPS2P6							
							
C18orf21	C18orf21	ortholog_one2one	86.3636	85.5856	100	100.00	1
MRPL51P2							
							
U2AF1							
							
							
KCTD1	KCTD1	ortholog_one2one	98.7283	98.6143	50	100.00	1
							
SNRPB2	SNRPB2	ortholog_one2one	100	100	50	100.00	1
							
RPL7AP61							
DPPA3P3							
AKR1B1P4							
IRS2	IRS2	ortholog_one2one	90.1345	90.2695	100	100.00	1
SPACA7	SPACA7	ortholog_one2one	51.7949	56.1111	100	100.00	1
							
GAPDHP2							
PCMTD1P7							
CST7	CST7	ortholog_one2one	80	80	100	100.00	1
GYG1P2							
RIOK3P1							
STOML3	STOML3	ortholog_one2one	94.8454	91.6944	100	100.00	1
SLC39A6	SLC39A6	ortholog_one2one	93.1126	92.8666	100	100.00	1
							
GTSE1	GTSE1	ortholog_one2one	71.9892	71.028	100	100.00	1
APMAP	APMAP	ortholog_one2one	95.9135	96.1446	100	100.00	1
LINC01043							
ANKRD10	ANKRD10	ortholog_one2one	87.8571	87.8571	100	100.00	1
NRBF2P1							
BFSP1	BFSP1	ortholog_one2one	63.0075	76.0436	100	100.00	1
AIDAP3							
ZBTB14	ZBTB14	ortholog_one2one	99.7773	99.7773	100	100.00	1
							
SETD4	SETD4	ortholog_one2one	88.1818	88.1818	100	100.00	1
LINC01044							
							
SSR1P2							
RPL7L1P1							
NALF1	FAM155A	ortholog_one2one	92.7948	92.9978	100	100.00	1
RPL7P45							
							
MRPS18CP6							
PCCA		ortholog_one2many	82.6923	90.6627	0	0.00	0
PCCA	PCCA	ortholog_one2many	92.7198	92.7198	100	100.00	1
							
COX5BP7							
SAMM50	SAMM50	ortholog_one2one	97.2281	97.2281	100	100.00	1
NPM1P2							
GALR1	GALR1	ortholog_one2one	89.6848	89.1738	0	100.00	1
							
							
							
							
							
ZNF521	ZNF521	ortholog_one2one	97.9405	96.614	100	100.00	1
PDYN-AS1							
CFTRP2							
GGTLC1	GGT1	ortholog_one2many	86.6667	34.2706	0	74.53	0
LINC02974							
							
							
SCML2P1							
POM121L3P							
AKR1B10P2							
PLEKHB2P1							
CST2							
IMPACT	IMPACT	ortholog_one2one	95.3125	95.9119	100	100.00	1
							
							
DSTN	DSTN	ortholog_one2one	100	100	100	100.00	1
TTC38	TTC38	ortholog_one2one	85.9275	89.1593	100	100.00	1
CFTRP3							
STK35	STK35	ortholog_one2one	93.633	93.4579	100	100.00	1
							
DUX4L35							
SDHCP1							
SCRT2	SCRT2	ortholog_one2one	96.7427	96.7427	100	100.00	1
CBLN2	CBLN2	ortholog_one2one	97.3214	97.3214	100	100.00	1
NCOA6	NCOA6	ortholog_one2one	95.2496	95.9473	100	100.00	1
TUBGCP3	TUBGCP3	ortholog_one2one	95.1488	95.2539	75	100.00	1
MTCO1P3							
COL18A1-AS2							
COL18A1-AS1							
							
							
							
TRIOBP	TRIOBP	ortholog_one2one	77.2516	82.8196	100	100.00	1
							
MIR6815							
SLC19A1	SLC19A1	ortholog_one2one	66.3283	76.7123	100	100.00	1
							
							
							
							
KRT8P5							
							
							
							
LINC01898							
							
							
							
MBP	MBP	ortholog_one2one	86.5132	86.5132	50	100.00	1
COL18A1	COL18A1	ortholog_one2one	83.6445	83.5821	100	100.00	1
							
DEFB127	DEFB127	ortholog_one2one	57.5758	58.1633	50	100.00	1
SPTLC3	SPTLC3	ortholog_one2one	90.5797	90.5797	100	100.00	1
DUX4L32							
							
							
DUX4L33							
DEFB115							
MTFR2P2							
							
PIM3	PIM3	ortholog_one2one	94.7853	94.7853	100	100.00	1
							
CST2P1							
							
							
SLC23A2	SLC23A2	ortholog_one2one	98.9231	98.9231	100	100.00	1
GRK1	GRK1	ortholog_one2one	88.8099	88.6525	100	100.00	1
GTSE1-DT							
DENND6B	DENND6B	ortholog_one2one	78.6325	94.2623	100	100.00	1
							
OBI1	RNF219	ortholog_one2one	93.8017	93.6726	100	100.00	1
							
TRIM60P13							
							
AZU1P1							
BNIP3P7							
UBL3	UBL3	ortholog_one2one	92.3077	86.4	100	100.00	1
MOB1AP1							
LINC01040							
TIMM8BP1							
							
MLNR	MLNR	ortholog_one2one	88.1068	87.2596	100	100.00	1
FLT3	FLT3	ortholog_one2one	91.5408	91.5408	100	100.00	1
							
							
							
CERK	CERK	ortholog_one2one	86.9646	86.9646	100	100.00	1
CST9L							
DUX4L37							
							
							
							
LINC01734							
TASP1	TASP1	ortholog_one2one	98.3333	98.3333	100	100.00	1
							
							
							
HNRNPA1P11							
							
KRT18P8							
							
							
FAM216B	FAM216B	ortholog_one2one	72.6619	69.1781	100	100.00	1
EIF4A3P1							
GRPEL2P1							
PPP6R2	PPP6R2	ortholog_one2one	85.2972	86.1053	100	100.00	1
							
WFDC9	WFDC9	ortholog_one2one	58.427	57.7778	0	100.00	1
TMEM241	TMEM241	ortholog_one2one	94.2568	94.2568	100	100.00	1
							
KMT5AP1							
U6	U6	ortholog_one2many	66.3551	69.6078		0.00	0
MIR4499							
MIR2276							
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	58.5271	65.6522		0.00	0
		ortholog_one2one	53.9062	69		100.00	1
RNU5A-4P	U5	ortholog_one2one	84.6847	81.0345		0.00	0
RNA5SP26							
RNU6-56P							
RN7SKP1							
SNORD116	SNORD116	ortholog_one2one	63.4409	63.4409		0.00	0
RNY3P9	Y_RNA	ortholog_one2many	85.8491	92.8571		0.00	0
RNY3P9	Y_RNA	ortholog_one2many	83.9623	90.8163		0.00	0
RN7SKP2							
MTCL2	SOGA1	ortholog_one2one	93.9795	94.6634	100	100.00	1
RNA5SP27							
RN7SL700P							
RNU6-60P							
RNY3P2	Y_RNA	ortholog_one2one	77.451	80.6122		0.00	0
Metazoa_SRP							
RN7SL618P							
MIR5007							
RN7SKP6	7SK	ortholog_one2many	67.0846	70.8609		0.00	0
							
RNA5SP30							
RNY4P29							
MIR3169							
RNU7-88P	U7	ortholog_many2many	79.3651	84.7458		0.00	0
RNU7-88P	U7	ortholog_many2many	76.1905	77.4194		0.00	0
RNY3P5	Y_RNA	ortholog_one2one	80.3922	80.3922		0.00	0
RN7SL375P							
							
RN7SL761P							
RNU6-80P							
							
							
		ortholog_one2one	68.6747	42.5373		100.00	0
RNY1P8							
RNU4-10P	U4	ortholog_one2one	82.8571	81.6901		0.00	0
RNU6-66P							
RNU6-79P							
RNY3P10	Y_RNA	ortholog_one2one	77.451	80.6122		0.00	0
RN7SL571P	Metazoa_SRP	ortholog_one2one	72.2034	72.9452		0.00	0
RNA5SP33							
RNU6-61P	U6	ortholog_one2many	79.8165	80.5556		0.00	0
RNU6-54P							
RNY3P7							
RNU6-77P	U6	ortholog_one2many	64.8352	85.5072		0.00	0
RNY3P3	Y_RNA	ortholog_one2one	77.451	78.2178		0.00	0
RNU6-38P	U6	ortholog_one2one	96.2617	96.2617		0.00	0
RNU6-67P							
		ortholog_one2many	69.1176	65.2778		0.00	0
RN7SL60P							
							
SNORD31B	SNORD31	ortholog_one2many	73.913	75		0.00	0
SNORD31B	SNORD31	ortholog_one2many	76.8116	74.6479		0.00	0
MIR1267							
RNA5SP38							
							
NME1P1							
MTND3P1							
							
FTH1P7							
DDX39AP1							
SNORD36	SNORD36	ortholog_one2many	66.25	72.6027		51.09	0
IPMKP1							
RFESDP1							
BASP1P1							
WFDC10A	WFDC10A	ortholog_one2one	72.1519	70.3704	100	100.00	1
							
HMGA1P6							
RNY3P4							
RNU6-58P	U6	ortholog_one2many	72.8155	70.0935		0.00	0
TATDN2P3							
SDAD1P4							
PPP1R16B	PPP1R16B	ortholog_one2one	98.5891	98.4155	100	100.00	1
RPLP1P13							
LINC00327							
LINC00352							
ITM2B	ITM2B	ortholog_one2one	95.8647	95.8647	100	100.00	1
FAM3B	FAM3B	ortholog_one2one	76.5957	75.9494	75	100.00	1
							
							
PPP1R26P1							
PCNPP5							
							
							
Metazoa_SRP							
NPM1P19							
							
DHX35-DT							
TRIM13							
DHX35	DHX35	ortholog_one2one	97.5818	97.5818	100	100.00	1
MIR3613							
KCNRG	KCNRG	ortholog_one2one	88.2353	88.5609	100	100.00	1
MX1-AS1							
							
							
MIR16-1							
		ortholog_one2one	78.5124	79.8319		0.00	0
MIR15A	MIR15A	ortholog_one2one	100	100		100.00	1
							
							
							
							
							
							
							
							
PRPF19P1							
RPL18P10							
							
ADAMTS1	ADAMTS1	ortholog_one2one	88.211	88.3938	75	100.00	1
ST13P4							
RPL34P26							
RNA5SP28							
RNA5SP29							
ELP2	ELP2	ortholog_one2one	92.3729	84.1235	75	100.00	1
RPL5P31							
PRELID3BP2							
MIR5693							
FAM124A	FAM124A	ortholog_one2one	83.8828	84.658	100	100.00	1
SPATA13							
IPO7P2							
ZAR1L	ZAR1L	ortholog_one2one	83.8006	84.5912	100	100.00	1
IFIT1P1							
N4BP2L1	N4BP2L1	ortholog_one2one	93.4156	94.1909	100	100.00	1
RTL6	RTL6	ortholog_one2one	94.5607	94.5607	100	100.00	1
PVALB	PVALB	ortholog_one2one	94.5455	94.5455	100	100.00	1
							
MIS18A	MIS18A	ortholog_one2one	75.5365	75.8621	100	100.00	1
TOX2	TOX2	ortholog_one2one	95.8498	95.8498	100	100.00	1
SYNGR1	SYNGR1	ortholog_one2one	96.9957	96.5812	100	100.00	1
MRAP							
							
WDR4	WDR4	ortholog_one2one	82.5243	82.3245	100	100.00	1
							
ATP8A2P2							
NDE1P2							
SMAD9-IT1							
LAMTOR3P1							
RPL29P28							
EIF4A1P5							
CSNK1A1L							
CTAGE3P							
							
RFXAP	RFXAP	ortholog_one2one	76.4706	89.2704	100	100.00	1
							
TRPC4	TRPC4	ortholog_one2one	98.6694	98.6694	100	100.00	1
PDGFB	PDGFB	ortholog_one2one	95.0207	95.0207	50	100.00	1
WFDC11	WFDC11	ortholog_one2one	59.7701	60.4651	100	100.00	1
CDC27P3							
							
RIPOR3	RIPOR3	ortholog_one2one	84.4211	84.4211	100	100.00	1
MPPED1	MPPED1	ortholog_one2one	85.8896	97.2222	50	100.00	1
RPL35AP							
ATG3P1							
FAM83D	FAM83D	ortholog_one2one	85.1282	85.1282	100	100.00	1
SLC2A10	SLC2A10	ortholog_one2one	83.9187	84.5438	100	100.00	1
RPL35AP36							
RPS2P7							
							
KCNB1	KCNB1	ortholog_one2one	97.2028	97.2028	100	100.00	1
							
							
PKDREJ	PKDREJ	ortholog_one2one	73.0138	73.5689	100	100.00	1
LINC02556							
NDUFV3	NDUFV3	ortholog_one2one	62.7907	56.6794	100	100.00	1
ANKRD54	ANKRD54	ortholog_one2one	95.3333	81.9484	100	100.00	1
							
CDH22	CDH22	ortholog_one2one	96.9807	97.4515	100	100.00	1
GABPA	GABPA	ortholog_one2one	99.1189	99.1189	100	100.00	1
							
CFAP61-AS1							
DUX4L34							
TP53RK-DT							
NCOA3	NCOA3	ortholog_one2one	93.3287	93.4599	100	100.00	1
CLIC6	CLIC6	ortholog_one2one	67.6385	69.8795	100	100.00	1
TPTE	TPTE2	ortholog_one2many	51.3612	58.5921	0	96.50	1
FUNDC2P4							
TSPO	TSPO	ortholog_one2one	78.6982	86.3636	75	100.00	1
RN7SL288P							
RN7SKP5							
ABITRAMP1							
							
RNU2-6P	U2	ortholog_one2many	70.5263	80.7229		0.00	0
RNU6-68P							
PPP1R2P4							
OR7E101P							
COX17P1							
FKBP1AP3							
CPB2	CPB2	ortholog_one2one	78.0142	77.8302	100	100.00	1
SKP1P4							
							
							
YES1P1							
CD226	CD226	ortholog_one2one	69.9405	70.1493	100	100.00	1
							
SHISAL1	SHISAL1	ortholog_one2one	91.9598	92.8934	100	100.00	1
LCP1	LCP1	ortholog_one2one	98.0861	98.0861	100	100.00	1
SCUBE1-AS1							
ZNRF3	ZNRF3	ortholog_one2one	87.9274	89.2625	100	100.00	1
							
							
							
							
							
							
							
PIGN	PIGN	ortholog_one2one	89.9033	89.8069	100	100.00	1
TBC1D22A-AS1							
							
							
U6	U6	ortholog_one2many	69.1589	72.549		0.00	0
5_8S_rRNA							
U6	U6	ortholog_one2many	69.8113	72.549		0.00	0
U2							
RNA5SP494							
RNU6-1066P							
RN7SKP169	7SK	ortholog_one2many	63.2302	57.5		0.00	0
SNORD42							
Y_RNA							
MIR5739							
SNORD83A	SNORD83A	ortholog_one2one	73.6842	75.2688		100.00	1
MIR6821							
SNORD83B	SNORD83B	ortholog_one2one	95.6989	97.8022		100.00	1
SNORD43		ortholog_one2one	81.25	82.5397		0.00	0
MIR4535							
MIR3201							
RN7SKP214							
							
							
IGLCOR22-1							
SLC5A4-AS1							
SYNJ1	SYNJ1	ortholog_one2one	96.1861	80.7298	100	100.00	1
CPSF1P1							
							
							
RFPL3							
SIAH3	SIAH3	ortholog_one2one	93.3085	93.3085	100	100.00	1
IGLCOR22-2							
MC3R							
							
NALCN	NALCN	ortholog_one2one	99.0219	97.7841	100	100.00	1
							
							
IGLVIVOR22-2							
							
RGL4P1							
							
RTCB	RTCB	ortholog_one2many	99.802	99.802	50	100.00	1
RTCB		ortholog_one2many	80.198	91.0112	0	0.00	0
PREX1	PREX1	ortholog_one2one	94.8162	94.759	100	100.00	1
YWHAH	YWHAH	ortholog_one2one	99.187	99.187	100	100.00	1
							
RN7SL305P							
RPS3AP55							
ASPHD2	ASPHD2	ortholog_one2one	88.6179	94.7826	100	100.00	1
SRRD	SRRD	ortholog_one2one	77.2861	81.875	100	100.00	1
TFIP11	TFIP11	ortholog_one2one	97.0131	97.0131	100	100.00	1
							
PTGIS	PTGIS	ortholog_one2one	90	90	100	100.00	1
RNU6-954P	U6	ortholog_one2many	77.5701	77.5701		0.00	0
CCDC168	CCDC168	ortholog_one2one	60.966	65.3695	100	100.00	1
NF1P3							
PPP6R2P1							
FRG2MP							
TEX30	TEX30	ortholog_one2one	97.3568	98.2222	100	100.00	1
RNA5SP488							
							
RBM11	RBM11	ortholog_one2one	79.7153	94.1176	50	100.00	1
HSPA13	HSPA13	ortholog_one2one	95.966	95.966	100	100.00	1
BIVM-ERCC5							
PCBP2P1							
CBLN4	CBLN4	ortholog_one2one	98.5075	98.5075	0	100.00	1
							
PSMG1	PSMG1	ortholog_one2one	95.1389	95.1389	100	100.00	1
