Gene name	Macaque gene name	Macaque homology type	%id. target Macaque gene identical to query gene	%id. query gene identical to target Macaque gene	Macaque Gene-order conservation score	Macaque Whole-genome alignment coverage	Macaque orthology confidence [0 low, 1 high]
HMX3	HMX3	ortholog_one2one	85.5072	82.6331	100	100.00	1
U2							
SNORD116	SNORD116	ortholog_one2one	98.9474	98.9474		100.00	1
SNORA47	SNORA47	ortholog_one2one	95.6522	95.6522		100.00	1
FGL2	FGL2	ortholog_one2one	98.861	98.861	50	100.00	1
KCNE3	KCNE3	ortholog_one2one	99.0291	99.0291	100	100.00	1
5S_rRNA							
		ortholog_one2one	97.0803	97.0803		100.00	1
ggo-mir-190a	mml-mir-190a	ortholog_one2one	100	100		100.00	1
MKRN2	MKRN2	ortholog_one2one	96.4115	96.875	100	100.00	1
HCRT	HCRT	ortholog_one2one	95.4198	95.4198	100	100.00	1
CDHR1	CDHR1	ortholog_one2one	97.5553	97.5553	100	100.00	1
U6	U6	ortholog_one2one	94.2308	94.2308		100.00	1
							
ATAD5	ATAD5	ortholog_one2one	93.2213	93.0195	75	100.00	1
U1	U1	ortholog_one2one	94.7712	94.7712		100.00	1
		ortholog_one2one	68.3824	87.7358	0	0.00	0
U6	U6	ortholog_one2one	97.1963	97.1963		100.00	1
							
MIR802	mml-mir-802	ortholog_one2one	97.8723	97.8723		100.00	1
5S_rRNA							
		ortholog_one2one	93.9394	82.3009	100	100.00	1
SNORD116	SNORD116	ortholog_one2one	89.1304	91.1111		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	70.1031	74.7253		100.00	1
U2							
	PHEX	ortholog_one2many	92.5515	77.9706	0	0.00	0
5S_rRNA							
SNORD97	SNORD97	ortholog_one2one	93.662	93.007		100.00	1
SNORA2A	SNORA2A	ortholog_one2one	98.5185	98.5185		100.00	1
U6	U6	ortholog_one2one	86.6667	88.3495		100.00	1
MIR920							
							
OR13C2							
							
		ortholog_one2one	96.2963	96.2963		100.00	1
U7	U7	ortholog_one2one	86.8852	86.8852		100.00	1
Y_RNA							
KCNA1	KCNA1	ortholog_one2one	99.798	99.798	100	100.00	1
ATL2	ATL2	ortholog_one2one	94.1681	94.0069	100	100.00	1
U2	U2	ortholog_one2one	98.9899	98.9899		100.00	1
SNORA61	SNORA61	ortholog_one2one	96.9231	96.9231		100.00	1
CALM1	CALM1	ortholog_one2many	90.6667	35.3247	100	100.00	0
							
ORC2	ORC2	ortholog_one2one	98.0936	98.0936	100	100.00	1
							
SNORA2C	SNORA2C	ortholog_one2one	97.0803	97.0803		100.00	1
							
OR6S1							
5S_rRNA							
SNORA84	SNORA84	ortholog_one2one	95.4887	95.4887		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	91.0891	92.9293		100.00	1
SNORA2B	SNORA2B	ortholog_one2one	98.5401	98.5401		100.00	1
SNORD116	SNORD116	ortholog_one2one	97.8261	97.8261		100.00	1
U2	U2	ortholog_one2one	92.3858	92.8571		100.00	1
		ortholog_one2one	87.3684	89.2473		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	85.5019	76.6667		100.00	1
GYS1	GYS1	ortholog_one2one	99.1859	99.1859	100	100.00	1
U6	U6	ortholog_one2one	93.4579	93.4579		100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	87.8378	89.3471		0.00	0
U6	U6	ortholog_one2one	83.6538	83.6538		100.00	1
U6	U6	ortholog_one2one	91.6667	91.6667		100.00	1
5S_rRNA							
HRC	HRC	ortholog_one2one	79.6243	68.9612	100	100.00	1
GPRIN3	GPRIN3	ortholog_one2one	93.9433	93.9433	100	100.00	1
U7	U7	ortholog_one2one	93.5484	93.5484		100.00	1
MIRLET7A2	mml-let-7a-2	ortholog_one2one	98.6111	98.6111		100.00	1
TMEM163	TMEM163	ortholog_one2one	98.4127	85.8131	100	100.00	1
							
							
ETV6	ETV6	ortholog_one2one	98.0089	96.9365	100	100.00	1
U6							
Y_RNA	Y_RNA	ortholog_one2one	97.0588	97.0588		100.00	1
	KRTAP15-1	ortholog_one2many	86.1314	86.1314	0	0.00	0
							
SNORA38	SNORA38	ortholog_one2one	93.9394	93.9394		100.00	1
SOHLH1	SOHLH1	ortholog_one2one	78.2946	73.012	100	73.67	1
MIR640	mml-mir-640	ortholog_one2one	96.875	96.875		100.00	1
U1							
							
C2CD2	C2CD2	ortholog_one2one	93.586	92.2414	100	100.00	1
U2							
C8orf33	C8H8orf33	ortholog_one2one	91.7031	82.3529	50	0.00	0
							
U6	U6	ortholog_one2one	93.4579	93.4579		100.00	1
MIR3128							
	TRPC4AP	ortholog_one2one	88.6792	51.4599	0	79.70	1
							
SNORA24		ortholog_one2many	99.2366	99.2366		100.00	1
SNORA24		ortholog_one2many	96.9466	96.9466		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	91.4191	92.6421		100.00	1
		ortholog_one2one	93.1298	93.1298		100.00	1
							
U6							
SNORD116	SNORD116	ortholog_one2one	98.913	98.913		100.00	1
OR13C8	OR13C8	ortholog_one2one	93.75	93.75	100	100.00	1
5S_rRNA							
CIB4	CIB4	ortholog_one2one	83.2432	62.3482	100	100.00	1
Y_RNA							
NAALADL2	NAALADL2	ortholog_one2one	95.0943	92.9889	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	97.0588	97.0588		100.00	1
PPP1R3G	PPP1R3G	ortholog_one2one	90.5028	91.7847	50	100.00	1
U2							
CLEC1B	CLEC1B	ortholog_one2one	93.8865	93.8865	100	100.00	1
U6	U6	ortholog_one2one	92.9293	92.9293		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	90.604	90.301		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	94.7826	94.7826		100.00	1
							
							
							
U6	U6	ortholog_one2one	95.9184	95.9184		100.00	1
							
SNORA78	SNORA78	ortholog_one2one	98.4252	98.4252		100.00	1
U6	U6	ortholog_one2one	91.6667	84.6154		100.00	1
5S_rRNA							
XPNPEP1	XPNPEP1	ortholog_one2one	98.4424	94.4694	100	100.00	1
	XIAP	ortholog_one2one	97.8437	67.8505	100	100.00	1
							
SNORA38B	SNORA38B	ortholog_one2one	96.1832	96.1832		100.00	1
		ortholog_one2one	94.0741	96.9466		100.00	1
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	62.9771	69.0377		0.00	0
ggo-mir-194	mml-mir-194-1	ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	95.302	94.9833		100.00	1
HNRNPC							
							
ERP44	ERP44	ortholog_one2one	98.9501	92.8571	100	100.00	1
							
OR8D4	OR8D4	ortholog_one2one	92.6752	92.9712	100	100.00	1
SNORD116	SNORD116	ortholog_one2one	96.7391	93.6842		100.00	1
U7	U7	ortholog_one2one	93.5484	93.5484		100.00	1
HASPIN	HASPIN	ortholog_one2one	92.2306	92	100	100.00	1
U6	U6	ortholog_one2one	94.8454	94.8454		100.00	1
U6	U6	ortholog_one2one	92.5234	95.1923		100.00	1
							
SNORA24B	SNORA24B	ortholog_one2one	95.4198	95.4198		100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	90.2913	90.2913		100.00	1
	mml-mir-1227	ortholog_one2one	92.0455	92.0455		100.00	1
		ortholog_one2one	97.6378	97.6378		100.00	1
							
U6	U6	ortholog_one2many	91.5888	91.5888		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	44.2688	77.2414		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	43.4783	73.8255		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	41.502	70.9459		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	44.2688	75.6757		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	41.502	71.4286		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	43.083	73.6487		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	43.8735	75		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	45.8498	73.8854		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	44.664	76.8708		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	46.2451	79.0541		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	43.4783	74.3243		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	43.083	74.1497		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	41.8972	71.6216		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	38.3399	82.906		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	43.8735	75		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	43.083	73.6487		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	42.6877	71.0526		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	41.1067	67.9739		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	42.2925	72.2973		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	42.2925	72.2973		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	42.2925	72.2973		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	44.2688	75.6757		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	41.502	71.9178		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	43.8735	75		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	80.2372	75.7463		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	41.502	71.4286		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	41.1067	70.2703		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	41.502	70.9459		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	42.2925	72.2973		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	39.9209	68.2432		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	41.502	70.9459		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	43.4783	74.3243		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	42.2925	72.2973		0.00	0
SSTR3	SSTR3	ortholog_one2one	97.8469	97.8469	75	100.00	1
							
U2	U2	ortholog_one2one	93.7173	93.7173		100.00	1
							
FUOM	FUOM	ortholog_one2one	94.0299	81.8182	100	100.00	1
MIR335	MIR335	ortholog_one2one	100	89.2157		100.00	1
DIDO1	DIDO1	ortholog_one2one	96.4716	96.5147	100	100.00	1
							
5S_rRNA							
DGKB	DGKB	ortholog_one2one	99.1294	99.2528	100	100.00	1
OCM2	OCM	ortholog_many2many	98.1651	98.1651	0	0.00	0
OCM2	OCM	ortholog_many2many	98.1651	98.1651	50	0.00	0
							
							
AJAP1	AJAP1	ortholog_one2one	98.7805	98.7805	100	100.00	1
CEP76	CEP76	ortholog_one2one	99.5448	99.5448	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	97.2727	97.2727		100.00	1
		ortholog_one2one	91.3386	91.3386		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	94.6903	94.6903		100.00	1
							
U6	U6	ortholog_one2one	90.6542	94.1748		100.00	1
							
							
SNORD116	SNORD116	ortholog_one2one	92.3913	92.3913		100.00	1
		ortholog_many2many	58.5657	73.8693	0	0.00	0
		ortholog_many2many	54.5817	60.8889	0	0.00	0
		ortholog_many2many	49.4024	52.9915	0	0.00	0
	CDRT15	ortholog_many2many	49.8008	66.1376	0	0.00	0
U6	U6	ortholog_one2one	84.6154	61.1111		100.00	1
	PTPN2	ortholog_one2many	97.416	90.8434	0	0.00	0
		ortholog_one2many	90	90		0.00	0
CLTC	CLTC	ortholog_one2one	99.1077	99.4627	100	100.00	1
Metazoa_SRP							
		ortholog_one2many	48.7671	73.5537	75	100.00	0
		ortholog_one2many	45.2055	53.0547	0	0.00	0
HBE1							
		ortholog_one2one	88.0952	87.4016		100.00	1
		ortholog_one2one	88	88		100.00	1
NPBWR1	NPBWR1	ortholog_one2one	97.2561	97.2561	100	100.00	1
							
5S_rRNA							
U2	U2	ortholog_one2one	83.0688	75.8454		100.00	1
ggo-mir-205	mml-mir-205	ortholog_one2one	98.1818	98.1818		100.00	1
Y_RNA							
Metazoa_SRP							
FNTB	FNTB	ortholog_one2one	91.5332	68.7285	75	100.00	1
U6	U6	ortholog_one2one	94.3925	93.5185		100.00	1
U6							
HPF1	HPF1	ortholog_one2one	97.1098	97.1098	100	100.00	1
TRIM55	TRIM55	ortholog_one2one	91.0584	98.2283	100	100.00	1
IGLV1-51							
							
							
GPR63	GPR63	ortholog_one2one	99.284	99.284	100	100.00	1
MIR6739							
							
U6	U6	ortholog_one2one	92.7835	92.7835		100.00	1
	TK1	ortholog_one2one	74.4395	61.71	0	0.00	0
							
							
U6	U6	ortholog_one2many	93.4579	93.4579		100.00	1
JUNB	JUNB	ortholog_one2one	92.219	99.3789	100	100.00	1
		ortholog_one2one	92.3077	85.0394		0.00	0
		ortholog_one2one	97.5	97.5		100.00	1
U2	U2	ortholog_one2one	92.0635	89.2308		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	94.0594	93.1373		100.00	1
MIR5187							
U6	U6	ortholog_one2one	96.1165	92.5234		100.00	1
							
							
SNORD116	SNORD116	ortholog_one2many	100	100		100.00	1
SNORD116	SNORD116	ortholog_one2many	100	100		100.00	1
SNORD116	SNORD116	ortholog_one2many	100	100		100.00	1
SNORD116	SNORD116	ortholog_one2many	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	92.1569	91.2621		100.00	1
ZNF112	ZNF112	ortholog_one2one	96.8237	96.8237	75	100.00	1
	CFAP298	ortholog_one2one	72.619	41.0774	0	0.00	0
U6	U6	ortholog_one2one	93.4579	93.4579		100.00	1
5S_rRNA							
RPSA							
							
U7	U7	ortholog_one2one	95	95		100.00	1
		ortholog_one2one	94.186	94.186		100.00	1
H1-4	H1-4	ortholog_one2one	99.0868	99.0868	100	100.00	1
MIR7974							
U6	U6	ortholog_one2one	92.7711	73.3333		100.00	1
							
GPBAR1	GPBAR1	ortholog_one2one	95.4545	95.4545	100	100.00	1
U2							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	89.9329	89.9329		100.00	1
U6							
Y_RNA							
BECN1	BECN1	ortholog_one2one	99.5556	88.3629	100	100.00	1
							
SNORD16	SNORD16	ortholog_one2one	97.9798	97.9798		100.00	1
ggo-mir-31	MIR31	ortholog_one2one	100	82.5581		100.00	1
U6							
							
OR5P2							
							
							
SNORD61	SNORD61	ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	87.7193	88.0282		100.00	1
U6	U6	ortholog_one2one	92.5234	92.5234		100.00	1
							
							
5S_rRNA							
CHST14	CHST14	ortholog_one2one	98.7461	83.7766	100	100.00	1
U6	U6	ortholog_one2one	93	93		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	94.1748	95.098		100.00	1
SRSF7	SRSF7	ortholog_one2one	100	72.3404	100	100.00	1
							
KDM3A	KDM3A	ortholog_one2one	98.5617	98.5617	50	100.00	1
GJC1	GJC1	ortholog_one2one	99.7475	99.7475	100	100.00	1
							
FRYL	FRYL	ortholog_one2one	99.1039	98.6129	100	100.00	1
GABBR1	GABBR1	ortholog_one2one	99.7919	99.6881	100	100.00	1
MTARC1							
							
SNORD116	SNORD116	ortholog_one2one	98.913	98.913		100.00	1
MIR203B	mml-mir-203	ortholog_one2one	72.093	56.3636		100.00	1
							
PDP1	PDP1	ortholog_one2one	93.9597	99.6441	100	100.00	1
U6	U6	ortholog_one2one	91.5888	93.3333		100.00	1
							
SNORD71	SNORD71	ortholog_one2one	97.6744	97.6744		100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	92.8854	92.5197		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	79.0476	73.4513		0.00	0
							
CHST4	CHST4	ortholog_one2one	96.3731	95.8763	100	100.00	1
5S_rRNA							
TFF1	TFF1	ortholog_one2one	82.1429	82.1429	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	91.3793	90.7534		100.00	1
							
U6							
ARFIP2	ARFIP2	ortholog_one2one	90.9091	99.7067	100	100.00	1
U7							
TM4SF4	TM4SF4	ortholog_one2one	95.0495	95.0495	100	100.00	1
DHX36	DHX36	ortholog_one2one	98.9087	98.9087	100	100.00	1
							
MIR545	mml-mir-545	ortholog_one2one	100	100		0.00	0
OR2V2							
NPAS1	NPAS1	ortholog_one2one	98.6441	98.4772	100	100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	94.9495	94.6309		100.00	1
							
SNORD94	SNORD94	ortholog_one2one	97.8102	97.8102		100.00	1
U6	U6	ortholog_one2one	94.3396	98.0392		100.00	1
5S_rRNA							
SNORD116	SNORD116	ortholog_one2one	97.8947	97.8947		100.00	1
ggo-mir-224	mml-mir-224	ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	96.0784	96.0784		100.00	1
							
U6	U6	ortholog_one2one	93.3333	93.3333		100.00	1
TRAV17	TRAV17	ortholog_one2one	92.7928	92.7928	100	100.00	1
U7	U7	ortholog_one2one	91.9355	91.9355		100.00	1
							
							
U6	U6	ortholog_one2one	92.5234	92.5234		100.00	1
PSME1	PSME1	ortholog_one2one	99.537	86.3454	25	0.00	0
TTF2	TTF2	ortholog_one2one	96.2134	95.5556	100	100.00	1
							
MIR365A	MIR365A	ortholog_one2one	98.8506	77.4775		100.00	1
5S_rRNA							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	91.3333	92.2559		100.00	1
U6	U6	ortholog_one2one	88.785	88.785		100.00	1
							
							
	mml-mir-367	ortholog_one2many	95.5882	95.5882		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	96.2264	96.2264		100.00	1
U6	U6	ortholog_one2one	88.785	91.3462		100.00	1
BLOC1S4	BLOC1S4	ortholog_one2one	96.3134	96.7593	100	100.00	1
SNORD14	SNORD14	ortholog_one2one	97.8022	97.8022		100.00	1
7SK							
U6	U6	ortholog_one2one	95.2381	95.2381		100.00	1
MARCHF7	MARCHF7	ortholog_one2one	98.5795	98.5795	100	100.00	1
PNMA1	PNMA1	ortholog_one2one	99.7167	99.7167	100	100.00	1
ABCC2	ABCC2	ortholog_one2one	95.7282	95.7282	100	100.00	1
PPP2R5E	PPP2R5E	ortholog_one2one	93.617	84.0764	100	100.00	1
	ISLR	ortholog_one2many	97.4299	98.1176	0	100.00	1
Y_RNA							
ggo-mir-766							
ZNF570	ZNF570	ortholog_one2one	93.2432	96.3351	100	100.00	1
	C16H17orf67	ortholog_one2one	77.193	97.7778	75	100.00	1
							
SNORD14							
SNORD116	SNORD116	ortholog_one2many	95.6989	96.7391		100.00	1
SNORD116	SNORD116	ortholog_one2many	95.6989	96.7391		100.00	1
U6	U6	ortholog_one2one	73.5849	77.2277		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	92.517	93.1507		100.00	1
U6	U6	ortholog_one2one	94.9495	93.0693		100.00	1
							
5S_rRNA							
							
SNORD14	SNORD14	ortholog_one2one	100	100		100.00	1
PET117							
							
MIR6775							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	92.6829	92.6829		100.00	1
KLRK1	NKG2D	ortholog_one2one	94.9074	94.9074	100	100.00	1
APLF	APLF	ortholog_one2one	95.499	95.3125	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	97.9381	97.9381		100.00	1
SNORD14							
7SK							
MIR6824							
U7	U7	ortholog_one2one	91.6667	91.6667		100.00	1
							
GPR156	GPR156	ortholog_one2one	93.8499	93.7346	100	100.00	1
							
5S_rRNA							
OR4D9	OR4D9	ortholog_one2one	92.9936	92.4051	100	0.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	88.9262	93.6396		100.00	1
							
							
SNORD83							
U6							
GGCX	GGCX	ortholog_one2one	97.4934	97.4934	100	100.00	1
SNORD14	SNORD14	ortholog_one2one	96.5909	97.7011		100.00	1
							
							
HRH3	HRH3	ortholog_one2one	98.8764	98.8764	100	100.00	1
U6	U6	ortholog_one2one	92.5234	92.5234		100.00	1
							
U6	U6	ortholog_one2one	96.1538	96.1538		100.00	1
SERTM1	SERTM1	ortholog_one2one	98.1308	98.1308	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	99.3311	99		100.00	1
SNORA79B	SNORA79B	ortholog_one2one	99.3243	99.3243		100.00	1
							
Y_RNA							
5S_rRNA							
	SHC2	ortholog_one2one	83.7838	66.5644	100	100.00	1
	TOMM20	ortholog_one2many	91.8699	77.931	0	0.00	0
		ortholog_one2many	87.8049	74.4828	0	0.00	0
							
U6	U6	ortholog_one2one	73.8318	75.9615		0.00	0
SNORD116	SNORD116	ortholog_one2one	90.2174	90.2174		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	88.5417	81.4697		100.00	1
U6	U6	ortholog_one2one	90.3846	91.2621		100.00	1
TNFAIP3	TNFAIP3	ortholog_one2one	97.9747	97.9747	100	100.00	1
CD72	CD72	ortholog_one2one	86.0724	86.0724	50	97.92	1
SNORD14							
7SK							
PHOSPHO2	PHOSPHO2	ortholog_one2one	98.3402	98.3402	100	100.00	1
							
	DYNLRB2	ortholog_one2one	96.8	96.8	75	100.00	1
U6	U6	ortholog_one2one	92.7273	92.7273		100.00	1
OR6C1	OR6C1	ortholog_one2one	95.1923	95.1923	100	100.00	1
OR10T2							
Y_RNA	Y_RNA	ortholog_one2one	94.1176	94.1176		100.00	1
POP7	POP7	ortholog_one2one	98.5714	98.5714	75	100.00	1
SNORD22	SNORD22	ortholog_one2one	89.6	91.8033		100.00	1
							
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	86.4865	89.1986		100.00	1
5S_rRNA							
U6	U6	ortholog_one2one	92.381	92.381		100.00	1
UTP14A	UTP14A	ortholog_one2one	97.1466	97.1466	100	100.00	1
							
Y_RNA							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	92.2297	91		100.00	1
SNORD22	SNORD22	ortholog_one2many	71.4286	73.1707		0.00	0
SNORD22	SNORD22	ortholog_one2many	96.8254	96.8254		100.00	1
SNORA79	SNORA79	ortholog_one2one	100	97.2222		100.00	1
	IGHV3-49	ortholog_one2one	91.4729	91.4729	25	0.00	0
	NPL	ortholog_one2one	92.1348	43.8503	0	0.00	0
OR6F1	OR6F1	ortholog_one2one	93.5065	93.5065	100	100.00	1
MIR4723							
Y_RNA	Y_RNA	ortholog_one2one	85.7143	85.7143		100.00	1
THAP1	THAP1	ortholog_one2one	99.5305	100	100	100.00	1
EXOSC7	EXOSC7	ortholog_one2one	94.1581	92.5676	100	100.00	1
MIR628	mml-mir-628	ortholog_one2one	98.9474	98.9474		100.00	1
							
5S_rRNA							
		ortholog_many2many	88.4615	88.4615	0	0.00	0
		ortholog_many2many	89.4231	89.4231	100	0.00	1
							
7SK							
UBQLNL	UBQLNL	ortholog_one2one	64.6316	85.2778	100	100.00	1
U6							
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	91.5493	88.4354		0.00	0
							
Y_RNA	Y_RNA	ortholog_one2one	83.5052	96.4286		100.00	1
							
							
U6	U6	ortholog_one2one	93.3333	91.5888		100.00	1
U7	U7	ortholog_one2one	91.9355	91.9355		100.00	1
U6	U6	ortholog_one2one	91.9192	91		0.00	0
CCDC15	CCDC15	ortholog_one2one	83.9117	87.8855	100	100.00	1
							
OR4K5	OR4K5	ortholog_one2one	93.1889	93.1889	100	100.00	1
HTR1A	HTR1A	ortholog_one2one	98.1043	98.3373	100	100.00	1
							
ggo-mir-1255a							
							
7SK							
							
Y_RNA	Y_RNA	ortholog_one2one	89.7959	88.8889		100.00	1
U6	U6	ortholog_one2one	61.9048	91.5493		100.00	1
							
MYH10	MYH10	ortholog_one2one	99.6512	99.6512	100	100.00	1
5S_rRNA							
	RPS19	ortholog_one2many	72.4138	11.831	0	0.00	0
PAXBP1	PAXBP1	ortholog_one2one	98.2684	99.0185	100	100.00	1
KIF5C	KIF5C	ortholog_one2one	98.8323	97.2832	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	91.5493	90.9091		100.00	1
							
FAM217B	FAM217B	ortholog_one2one	95.0392	95.0392	100	100.00	1
CXCR1	CXCR1	ortholog_one2one	90.5714	90.3134	100	100.00	1
SMCO4	SMCO4	ortholog_one2one	100	100	100	100.00	1
KPNA5	KPNA5	ortholog_one2one	99.6289	95.5516	100	100.00	1
U6	U6	ortholog_one2one	86.6667	88.3495		100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	86.7596	84.4068		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	90.9774	90.2985		0.00	0
SNORD42	SNORD42	ortholog_one2one	85.5072	88.0597		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	77.5735	67.6282		0.00	0
PLA2G4E	PLA2G4E	ortholog_one2one	92.0507	89.6745	100	98.36	1
U7	U7	ortholog_one2one	93.5484	93.5484		100.00	1
MIR569	mml-mir-569	ortholog_one2one	98.9583	98.9583		100.00	1
U6	U6	ortholog_one2one	97.0874	97.0874		100.00	1
MIR6837							
ADAMTS10	ADAMTS10	ortholog_one2one	99.2747	99.2747	100	100.00	1
U6	U6	ortholog_one2one	87.619	84.4037		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	94.5652	80.5556		100.00	1
							
7SK							
							
5S_rRNA							
							
							
ADCYAP1R1	ADCYAP1R1	ortholog_one2one	90.8397	88.4758	100	100.00	1
U6	U6	ortholog_one2one	90.3846	85.4545		100.00	1
							
ZNF384	ZNF384	ortholog_one2one	98.2206	90.939	100	100.00	1
	TAFA5	ortholog_one2many	36.9318	32.8283	75	98.93	0
		ortholog_one2many	36.3636	35.5556	0	0.00	0
Y_RNA	Y_RNA	ortholog_one2one	98.0392	98.0392		0.00	0
U6	U6	ortholog_one2one	93.1373	93.1373		100.00	1
SNORD42	SNORD42	ortholog_one2one	81.25	85.2459		100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	91.3043	88.9251		100.00	1
		ortholog_one2one	87.7863	89.1473		0.00	0
DRGX	DRGX	ortholog_one2one	98.4791	98.4791	100	100.00	1
SMIM38							
MIR582	mml-mir-582	ortholog_one2one	98.9796	98.9796		100.00	1
U6	U6	ortholog_one2one	94.4444	94.4444		100.00	1
SNORD42	SNORD42	ortholog_one2one	95.5224	95.5224		100.00	1
U6	U6	ortholog_one2one	90.1961	94.8454		100.00	1
	TBCA	ortholog_many2many	80.198	75	0	0.00	0
	TBCA	ortholog_many2many	80.198	75	0	0.00	0
U6	U6	ortholog_one2one	86.9159	86.9159		100.00	1
MIR30C1	mml-mir-30c-1	ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	90.1099	89.4545		100.00	1
7SK							
Y_RNA	Y_RNA	ortholog_one2one	90.625	90.625		100.00	1
							
GPR150	GPR150	ortholog_one2one	95.8525	95.6322	100	100.00	1
5S_rRNA							
U1	U1	ortholog_one2one	86.8056	88.6525		100.00	1
C2orf88	C12H2orf88	ortholog_one2one	97.8947	97.8947	100	100.00	1
ZCCHC13	ZCCHC13	ortholog_one2one	80.1205	84.1772	100	0.00	1
U7	U7	ortholog_one2one	90.3226	90.3226		100.00	1
PCNX1	PCNX1	ortholog_one2one	96.0345	95.1324	100	100.00	1
							
GJD3	GJD3	ortholog_one2one	97.2696	97.2696	100	100.00	1
SNORD42							
U6	U6	ortholog_one2one	94.3396	94.3396		100.00	1
