Gene name	Chimpanzee gene name	Chimpanzee homology type	%id. target Chimpanzee gene identical to query gene	%id. query gene identical to target Chimpanzee gene	Chimpanzee Gene-order conservation score	Chimpanzee Whole-genome alignment coverage	Chimpanzee orthology confidence [0 low, 1 high]
RBMY1F		ortholog_many2many	87.0968	92.9032	0	0.00	0
RBMY1F		ortholog_many2many	89.1129	89.8374	25	0.00	0
RBMY1F		ortholog_many2many	91.9355	90.4762	25	0.00	0
RBMY1F		ortholog_many2many	92.1371	93.6475	25	0.00	0
RBMY1F		ortholog_many2many	92.1371	90.6746	25	0.00	0
RBMY1F		ortholog_many2many	94.1532	93.5872	50	0.00	0
TSPY23P							
RBMY2UP							
RBMY1KP							
TTTY5							
TSPY22P							
RBMY2FP							
RBMY2FP							
TTTY25P							
TSPY21P							
RBMY1J		ortholog_many2many	76.6129	81.0235	0	0.00	0
RBMY1J		ortholog_many2many	85.4839	89.0756	25	0.00	0
RBMY1J		ortholog_many2many	91.9355	90.4762	25	64.31	0
RBMY1J		ortholog_many2many	94.1532	93.9638	50	0.00	0
RBMY1J		ortholog_many2many	94.5564	94.3662	25	0.00	0
RBMY1J		ortholog_many2many	87.0968	92.9032	0	0.00	0
RBMY1J		ortholog_many2many	89.1129	89.8374	25	0.00	0
RBMY1J		ortholog_many2many	91.9355	90.4762	25	0.00	0
RBMY1J		ortholog_many2many	92.1371	93.6475	0	0.00	0
RBMY1J		ortholog_many2many	92.1371	90.6746	25	82.89	1
RBMY1J		ortholog_many2many	94.1532	93.5872	0	0.00	0
							
							
CYCSP41							
							
							
OR4K11P							
							
							
							
							
CTBP2P10							
RBPMSLP							
SREK1IP1P1							
MIR548XHG							
							
FDPSP6							
							
TTTY6							
							
NEK4P1							
							
ELOCP8							
CDY13P							
							
USP9YP24							
PPIAP22							
							
SLC6A6P1							
CTBP2P9							
HSFY7P							
							
OFD1P9Y							
CHODL-AS1							
							
							
TUBAP1							
							
TMPRSS15	TMPRSS15	ortholog_one2one	98.6261	98.6261	100	100.00	1
RBMY2BP							
							
							
XKRY							
							
							
							
VN1R7P							
FAM224A							
ZNF299P							
							
SNX19P1							
							
							
SLC25A15P4							
GPX1P2							
							
							
CXADR	CXADR	ortholog_one2one	100	100	100	100.00	1
							
							
							
TTTY9B							
							
							
							
TTTY9A							
							
							
IGHV1OR21-1		ortholog_one2many	70.0855	92.1348	0	100.00	0
HSPD1P7							
MSANTD2P1							
							
C1QBPP1							
							
RPL10P1							
LINC00317							
							
							
							
							
							
LINC01689							
							
							
							
							
							
KRT18P2							
							
							
							
URB1	URB1	ortholog_one2one	98.9872	98.9872	100	100.00	1
C1R							
							
KRTAP25-1	KRTAP25-1	ortholog_one2one	96.0784	96.0784	100	100.00	1
							
RPSAP68							
RBMY3AP							
JAM2	JAM2	ortholog_one2one	96.9799	92.6282	100	100.00	1
CDY3P							
TSPY25P							
USP9YP22							
TSPY16P							
USP9YP4							
ELOCP4							
RBMY1A3P							
							
TTTY20							
TSPY8							
FAM197Y7							
							
TSPY4							
TSPY9							
FAM197Y2							
FAM197Y4							
FAM197Y4							
FAM197Y8							
FAM197Y8							
							
EEF1A1P1							
							
							
							
RPL8P2							
CLDN17	CLDN17	ortholog_one2one	98.2143	98.2143	100	100.00	1
BTF3L4P1							
							
							
RPL37P3							
THUMPD1P1							
							
PPIAP1							
LLPHP2							
KRTAP24-1	KRTAP24-1	ortholog_one2one	95.6693	95.6693	100	100.00	1
							
C1RL							
NCSTNP1							
							
RPS3AP1							
SCAF4	SCAF4	ortholog_one2one	100	100	100	100.00	1
C1RL-AS1							
ELOCP5							
CDY10P							
USP9YP3							
RBP5							
USP9YP8							
CDY11P							
OFD1P16Y							
RNU6-485P							
							
CLSTN3							
EIF4A1P1							
LINC00307							
NCAM2	NCAM2	ortholog_one2one	97.491	94.6636	100	100.00	1
MIPEP	MIPEP	ortholog_one2one	79.9439	96.2838	100	100.00	0
							
							
OR4K12P							
							
							
RPSAP64							
TPT1P1							
							
LINC01423							
							
CLDN8	CLDN8	ortholog_one2one	99.5556	99.5556	100	100.00	1
							
							
LINC02943							
							
							
HUNK-AS1							
							
HUNK	HUNK	ortholog_one2one	99.7199	99.7199	100	100.00	1
LSP1P1							
ZNF962P							
							
RPL17P51							
							
HSPD1P9							
							
C1QTNF9-AS1							
MTCO3P2							
							
PEX5							
							
							
EIF3FP1							
C21orf91	C21H21orf91	ortholog_one2one	99.6633	99.6633	100	100.00	1
RPS20P32							
FABP3P2							
MTUS2-AS1							
KPNA3	KPNA3	ortholog_one2one	100	100	100	100.00	1
LINC00308							
MORC3	MORC3	ortholog_one2one	99.6805	99.6805	100	100.00	1
OR4C12							
OR4C48P							
OR4C49P							
OR4C45							
							
							
CRYL1	CRYL1	ortholog_one2one	100	100	100	100.00	1
PAXBP1	PAXBP1	ortholog_one2many	99.8909	99.8909	75	100.00	1
PAXBP1	PAXBP1	ortholog_one2many	99.8909	99.8909	100	100.00	1
LINC00562							
RPS21P8							
							
CAB39L	CAB39L	ortholog_one2one	100	100	100	100.00	1
							
CHCHD2P11							
TIMM9P3							
LINC00457							
RAD17P2							
DNAJC15	DNAJC15	ortholog_one2one	98.6667	98.6667	100	100.00	1
GPR12	GPR12	ortholog_one2one	100	100	100	100.00	1
MTUS2-AS2							
COLEC12	COLEC12	ortholog_one2one	97.035	94.8617	100	100.00	1
							
ZNF646P1							
RPP40P2							
GAMTP2							
WASF3	WASF3	ortholog_one2one	99.8008	99.8008	100	100.00	1
NIPA2P3							
EPCIP	EPCIP	ortholog_one2one	94.9772	78.1955	100	100.00	0
							
LINC01892							
							
							
							
							
							
							
							
							
							
LINC01928							
LINC01700							
							
FDX1P2							
POSTN	POSTN	ortholog_one2one	96.7703	93.526	100	100.00	1
CHODL	CHODL	ortholog_one2one	80.2198	79.0614	100	100.00	0
SLC25A3P3							
							
							
							
							
							
COP1P1							
RAB31	RAB31	ortholog_one2one	100	100	100	100.00	1
							
							
BACH1	BACH1	ortholog_one2one	99.7283	99.7283	100	100.00	1
							
							
ZNF415P1							
							
COX6CP3							
							
							
YES1	YES1	ortholog_one2one	99.4475	96.7742	100	100.00	1
							
SPATA20P1							
							
							
							
							
PSMA6P3							
ETS2	ETS2	ortholog_one2one	100	100	100	100.00	1
RPS4XP18							
							
PPIAP57							
							
BOD1P2							
							
NAA50P1							
							
							
							
							
LINC01543							
OR8J2							
							
							
OR5T2							
							
OR5T3							
							
OR5T1							
							
							
OR8H1							
NDUFV2		ortholog_one2one	85.9438	91.453	0	0.00	0
OR8I1P							
OR8K3							
FAM8A2P							
OR8K2P							
OR8K1							
RPL5P29							
OR8J1							
OR8U8							
OR8U9							
OR8L1P							
							
KCNJ15	KCNJ15	ortholog_one2one	100	100	75	100.00	1
CELF4	CELF4	ortholog_one2one	100	100	100	100.00	1
							
MAPK6P2							
ZNF355P							
CRYZL1	CRYZL1	ortholog_one2many	97.7077	99.4169	100	100.00	1
CRYZL1	CRYZL1	ortholog_one2many	95.702	100	100	100.00	1
GNG5P5							
FNDC3A	FNDC3A	ortholog_one2one	99.7496	99.7496	100	100.00	1
							
							
							
Y_RNA							
BNIP3P43							
N6AMT1	N6AMT1	ortholog_one2one	84.5794	80.4444	100	100.00	1
							
FHP1							
							
FREM2-AS1							
LHFPL6	LHFPL6	ortholog_one2one	100	100	100	100.00	1
							
							
							
POLR3KP1							
							
ANKRD30BP1							
SLC25A5P4							
							
VN1R8P							
SPATA13-AS1							
GTF2IP2							
PRR20FP							
							
							
DNAJA1P1							
ELL2P3							
AKAP11	AKAP11	ortholog_one2one	98.7901	98.7901	100	100.00	1
							
							
							
ADAMTS5	ADAMTS5	ortholog_one2one	99.6774	99.5704	100	100.00	1
MZT1	MZT1	ortholog_one2many	100	100	100	100.00	1
MZT1		ortholog_one2many	67.0732	80.8824	0	0.00	0
SNRPGP13							
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
5_8S_rRNA							
							
MIR6724-2							
Y_RNA							
							
MIR6724-3							
							
RNA5-8SN3							
LINC00374							
MIR6724-4							
							
RNA5-8SN1							
PROSER1	PROSER1	ortholog_one2one	99.2585	99.3637	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		0.00	0
MIR6724-1							
							
AKAIN1	AKAIN1	ortholog_one2one	92.7536	84.2105	100	100.00	1
MIR3648-1							
							
RNA5-8SN2							
SNORA70	SNORA70	ortholog_one2one	98.9474	98.9474		0.00	0
MIR3118-1							
Y_RNA							
SLC14A2	SLC14A2	ortholog_one2one	98.6957	98.803	100	100.00	1
RNU6-286P							
RN7SL52P	Metazoa_SRP	ortholog_one2many	98.9437	98.9437		0.00	0
RNU6-113P	U6	ortholog_one2one	99.0099	99.0099		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	94.4444	93.578		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	97.2477	97.2477		100.00	1
RN7SKP147	7SK	ortholog_one2one	88.9344	89.6694		100.00	1
RNU6-772P	U6	ortholog_one2one	94.2857	94.2857		100.00	1
RNU2-55P							
RNU1-139P	U1	ortholog_one2one	96.3636	96.3636		100.00	1
RNU4-45P	U4	ortholog_one2one	99.2908	99.2908		100.00	1
MIR3156-3							
Y_RNA	Y_RNA	ortholog_one2one	98.0392	98.0392		100.00	1
RN7SKP236	7SK	ortholog_one2one	97.8873	95.5326		100.00	1
RN7SL163P							
MIR6130							
RNA5SP489							
MIR4759	MIR4759	ortholog_one2one	100	100		100.00	1
MIR548X	MIR548X	ortholog_one2one	100	100		100.00	1
RNU6-614P	U6	ortholog_one2many	100	100		0.00	0
U6	U6	ortholog_one2one	98.8095	98.8095		100.00	1
SNORA62	SNORA62	ortholog_one2one	65.0602	100		100.00	0
SNORA80A	SNORA80A	ortholog_one2one	98.5294	98.5294		100.00	1
							
		ortholog_one2one	98.9583	98.9583		100.00	1
C2CD2	C2CD2	ortholog_one2one	98.1322	98.1322	100	100.00	1
							
RALBP1	RALBP1	ortholog_one2one	99.6947	99.6947	100	100.00	1
RPL37P21							
ERICH6B	ERICH6B	ortholog_one2one	93.8218	98.048	100	100.00	1
LINC00547							
RPL13AP25							
MARK2P12							
							
PIBF1	PIBF1	ortholog_one2one	99.3395	99.3395	100	100.00	1
							
SS18	SS18	ortholog_one2one	99.7608	99.7608	100	100.00	1
ZBTB21	ZBTB21	ortholog_one2one	80.863	99.6532	100	100.00	1
							
U6							
ABCD1P4							
							
PABPC1P9							
SLC9B1P4							
ACTR3BP6							
UMODL1-AS1							
							
RPL34P3							
EZH2P1							
MIR802	ptr-mir-802	ortholog_one2one	98.9362	98.9362		100.00	1
RPS20P1							
PPP1R2P2							
RPL23AP3							
RIMKLBP1							
RNU6-992P	U6	ortholog_one2one	98.1481	98.1481		100.00	1
CBR1	CBR1	ortholog_one2one	100	100	100	100.00	1
FABP5P1							
BORA	BORA	ortholog_one2one	99.4633	87.6972	100	100.00	1
							
RPS9P1							
CBR3	CBR3	ortholog_one2one	99.639	99.639	100	100.00	1
RPL3P1							
EVA1C	EVA1C	ortholog_one2one	98.1859	98.8584	100	100.00	1
KLHL1	KLHL1	ortholog_one2one	99.8663	99.8663	100	100.00	1
LINC01442							
NAP1L4P3							
							
HNF4GP1							
RPL12P34							
HMGN2P39							
PLA2G12AP2							
ZDHHC20P4							
SCEL	SCEL	ortholog_one2one	97.9651	97.9651	100	100.00	1
EXOSC3P1							
		ortholog_one2many	66.1765	65.2174		100.00	0
		ortholog_one2many	13.9706	20.6522		100.00	0
RNA5SP490							
CFAP298	CFAP298	ortholog_one2one	99.6552	61.4894	100	100.00	0
OR7E23P							
							
CFAP298-TCP10L							
							
							
							
							
TPMTP1							
RPS8P3							
							
NPM1P1							
							
ANKRD12	ANKRD12	ortholog_one2one	99.418	99.418	100	100.00	1
TCP10L	TCP10L	ortholog_one2one	71.6279	91.1243	100	100.00	0
COX4I1P2							
							
							
FGFR1OP2P1							
NPM1P22							
NIPA2P5							
RPL31P53							
RPL18AP17							
SPATA2P1							
HSPD1P8							
RPL21P111							
MTCL1P1							
FREM2	FREM2	ortholog_one2one	99.3058	99.3058	100	100.00	1
BTG3	BTG3	ortholog_one2one	98.8095	84.1216	100	100.00	1
ARK2N	ARK2N	ortholog_one2one	100	100	100	100.00	1
CTAGE11P							
PRR20B							
HNRNPA1P18							
TBC1D4	TBC1D4	ortholog_one2one	99.6918	99.6918	100	100.00	1
SUMO3		ortholog_one2one	100	100	0	0.00	0
ZBTB7C-AS1							
SKA1	SKA1	ortholog_one2one	99.2157	99.2157	100	100.00	1
SAMSN1	SAMSN1	ortholog_one2one	93.5657	79.1383	100	100.00	0
							
							
							
							
VDAC1P12							
							
							
RPS3AP52							
CTAGE16P							
LINC00333							
PRR20D							
							
							
MTCO2P2							
							
SINHCAFP1							
SPRY2	SPRY2	ortholog_one2one	97.4603	90.8284	100	100.00	1
RPS24P18							
MAP1LC3P							
RPRD1A	RPRD1A	ortholog_one2one	100	100	100	100.00	1
PRR20E							
UFM1		ortholog_one2many	56.4706	69.5652	0	0.00	0
UFM1		ortholog_one2many	69.4118	86.7647	0	0.00	0
							
MTND4P1							
MTCO2P3							
OR7E111P							
							
KLF5	KLF5	ortholog_one2one	99.3435	99.3435	100	100.00	1
OR9G1							
RIT2	RIT2	ortholog_one2one	100	100	100	100.00	1
OR9G9							
							
							
							
OR9G3P							
SIM2	SIM2	ortholog_one2one	99.5502	99.5502	100	100.00	1
OR9G4							
OR9G2P							
OR5G1P							
OR5G4P							
OR5G5P							
OR5G3							
LINC02735							
							
RPL31P54							
CBY2	CBY2	ortholog_one2one	98.4375	98.4375	100	100.00	1
CTAGE1	CTAGE1	ortholog_one2one	97.3154	91.3098	100	100.00	1
HLCS-IT1							
RNA5SP491							
DPRXP5							
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
MRPL20P1							
UBE2D3P4							
RIPPLY3	RIPPLY3	ortholog_one2one	97.8947	98.4127	100	100.00	1
POLR3GP2							
WASF3-AS1							
							
HRH4	HRH4	ortholog_one2one	98.7179	98.7179	100	100.00	1
LINC00377							
BCAS2P3							
RABEPKP1							
RNU6-696P	U6	ortholog_one2one	100	100		100.00	1
UBAC2	UBAC2	ortholog_one2one	100	100	100	100.00	1
RRP1B	RRP1B	ortholog_one2one	99.3404	99.3404	100	100.00	1
							
L3MBTL4-AS1							
							
MAPK4	MAPK4	ortholog_one2one	99.8296	99.8296	100	100.00	1
RFC3	RFC3	ortholog_one2one	99.1573	99.1573	100	100.00	1
							
PDXK	PDXK	ortholog_one2one	96.1538	97.0874	100	100.00	1
							
ATP7BP1							
ARK2C	ARK2C	ortholog_one2one	100	100	100	100.00	1
ANKRD26P2							
POU4F1	POU4F1	ortholog_one2one	83.5322	100	100	100.00	1
							
RPSAP57							
							
							
PSMD10P3							
							
ZBTB7C-AS2							
SPATA13	SPATA13	ortholog_one2one	99.4518	99.2963	100	100.00	1
ST8SIA3	ST8SIA3	ortholog_one2one	99.7368	99.7368	100	100.00	1
RNF152	RNF152	ortholog_one2one	100	100	100	100.00	1
CCDC68	CCDC68	ortholog_one2one	99.403	99.403	100	100.00	1
							
RPLP0P11							
SMAD2	SMAD2	ortholog_one2one	100	100	100	100.00	1
							
TMEM97P1							
RRP1	RRP1	ortholog_one2one	99.5662	99.5662	100	100.00	1
ACTR3BP7							
							
ZNF73P							
BNIP3P2							
ZNF72BP							
							
							
							
MED15	MED15	ortholog_one2one	99.6193	99.8728	100	100.00	1
							
							
NHLRC3	NHLRC3	ortholog_one2one	100	100	100	100.00	1
GRK1							
MYL6P1							
AGPAT3	AGPAT3	ortholog_one2one	99.4681	99.4681	100	100.00	1
OLFM4	OLFM4	ortholog_one2one	99.6078	99.6078	100	100.00	1
ARF4P3							
CCT5P2							
PRR20A							
LINC00552							
LINC01078							
IPO5	IPO5	ortholog_one2one	100	98.3857	75	100.00	1
RAB27B	RAB27B	ortholog_one2one	99.5413	99.5413	100	100.00	1
							
							
TXNL1	TXNL1	ortholog_one2one	96.8858	95.8904	100	100.00	1
MRPS5P4							
RNU6-859P	U6	ortholog_one2one	99.0654	99.0654		100.00	1
RNU6-1150P	U6	ortholog_one2one	100	100		100.00	1
							
TRAPPC10	TRAPPC10	ortholog_one2one	99.6029	99.5238	100	100.00	1
CTIF	CTIF	ortholog_one2one	99.8328	99.5	100	100.00	1
TOLLIP							
TOLLIP-DT							
							
LINC02689							
BRSK2							
							
DUSP8							
KRTAP5-AS1							
KRTAP5-1							
							
ARIH2P1							
KRTAP5-2							
KRTAP5-3							
GAREM1	GAREM1	ortholog_one2one	99.4292	99.5429	100	100.00	1
KRTAP5-4							
KRTAP5-5							
							
FAM99A							
FAM99B							
LINC02708							
MOB2							
HMGN1P31							
							
							
RPL7AP66							
							
							
H2AZP1							
RPS10P30							
RPIAP1							
PWP2	PWP2	ortholog_one2one	99.7824	99.7824	100	100.00	1
OSM	OSM	ortholog_one2one	99.2064	99.2064	100	100.00	1
							
SNRPFP3							
ZBTB7C	ZBTB7C	ortholog_one2one	99.8384	99.8384	100	100.00	1
DIAPH3	DIAPH3	ortholog_one2one	99.2456	99.2456	100	100.00	1
ZNRF3-IT1							
							
							
NCF4	NCF4	ortholog_one2one	96.7552	89.1304	100	100.00	1
							
							
DYRK1A	DYRK1A	ortholog_one2one	100	98.8204	75	100.00	1
ACO2P1							
CACNA1I	CACNA1I	ortholog_one2one	99.5052	99.5052	100	100.00	1
BOD1L2	BOD1L2	ortholog_one2one	98.8372	99.4152	100	100.00	1
FBXO15	FBXO15	ortholog_one2one	99.2157	84.7571	100	100.00	1
							
WDR7-OT1							
							
							
							
							
							
							
CDH7	CDH7	ortholog_one2one	100	100	75	100.00	1
SRSF1P1							
RPS26P47							
PCDH17	PCDH17	ortholog_one2one	99.9137	97.5569	100	100.00	1
SP3P							
RPL21P110							
LINC00440							
RPS12P24							
HIGD1AP2							
HNRNPA1P31							
							
							
SERTM1	SERTM1	ortholog_one2one	100	100	100	100.00	1
							
ELOCP23							
MTND5P3							
							
SLC7A1	SLC7A1	ortholog_one2one	99.841	99.841	100	100.00	1
PRDM15	PRDM15	ortholog_one2one	99.7371	76.0695	100	100.00	0
TPGS2	TPGS2	ortholog_one2one	78.3333	77.3026	100	100.00	0
SLC15A1	SLC15A1	ortholog_one2one	98.7288	98.7288	100	100.00	1
SERTAD4-AS1							
SERTAD4							
							
							
							
ISX	ISX	ortholog_one2one	98.7755	98.7755	100	100.00	1
ST13P19							
							
HHAT							
							
LIF-AS2							
ENTHD1	ENTHD1	ortholog_one2one	99.0115	99.0115	75	100.00	1
LIF	LIF	ortholog_one2one	100	100	100	100.00	1
CBX7	CBX7	ortholog_one2one	93.6255	86.3971	100	100.00	1
							
VENTXP2							
ATP6V1G1P7							
FOXO1	FOXO1	ortholog_one2one	100	100	100	100.00	1
PNPLA3	PNPLA3	ortholog_one2many	98.3368	98.3368	25	100.00	1
PNPLA3	PNPLA3	ortholog_one2many	98.3368	98.3368	100	100.00	1
ARF4P4							
COG3	COG3	ortholog_one2one	99.8792	99.8792	100	100.00	1
							
RNU5A-8P							
MC4R	MC4R	ortholog_one2one	99.6988	99.6988	100	100.00	1
							
BPNT2P1							
							
							
LINC01903							
TMX3	TMX3	ortholog_one2one	99.5595	99.5595	100	100.00	1
							
							
EFCAB6	EFCAB6	ortholog_one2one	98.7342	98.7342	100	100.00	1
							
ADRA1D	ADRA1D	ortholog_one2one	98.2517	98.9437	100	100.00	1
RSPO4	RSPO4	ortholog_one2one	98.2906	98.2906	100	100.00	1
LINC01309							
SRGNP1							
GAPDHP34							
LRCH1	LRCH1	ortholog_one2one	99.3447	99.6058	100	100.00	1
DEFB129	DEFB129	ortholog_one2one	100	100	100	100.00	1
ANGPT4	ANGPT4	ortholog_one2one	98.8072	98.8072	100	100.00	1
							
							
							
RPL31P9							
LINC03111							
							
CTBP2P3							
							
							
							
							
DYNLT3P1							
							
							
							
DHFRP1							
BDP1P							
SHLD1	SHLD1	ortholog_one2one	96.5854	96.5854	100	100.00	1
							
CDH20	CDH20	ortholog_one2one	99.8752	99.8752	100	100.00	1
SLX4IP	SLX4IP	ortholog_one2one	96.8137	95.8738	100	100.00	1
MIR5692B							
PKNOX1	PKNOX1	ortholog_one2one	100	100	100	100.00	1
TBC1D22A	TBC1D22A	ortholog_one2one	98.8395	98.8395	100	100.00	1
EEF1A1P34							
DEFB125	DEFB125	ortholog_one2many	94.8718	94.2675	0	7.62	0
DEFB125		ortholog_one2many	87.8205	94.4828	50	99.82	1
							
SCEL-AS1							
COX5BP6							
NXT1P1							
FTLP8							
SRSF10P2							
BMP2	BMP2	ortholog_one2one	99.2424	98.7437	100	100.00	1
CDADC1	CDADC1	ortholog_one2one	100	100	100	100.00	1
							
							
MTL3P							
							
							
RPL30P14							
							
PTPN2	PTPN2	ortholog_one2one	92.2892	90.9739	75	100.00	1
							
FAM110A	FAM110A	ortholog_one2one	98.3051	98.3051	100	100.00	1
ZDHHC4P1							
DDX6P2							
INSM1							
DIS3	DIS3	ortholog_one2one	99.4781	99.4781	100	100.00	1
LIN28AP3							
DEFB128							
							
							
DEFB126	DEFB126	ortholog_one2one	90.991	93.5185	75	100.00	1
LINC03086							
BTBD3	BTBD3	ortholog_one2one	99.8084	99.8084	100	100.00	1
CBS	CBS	ortholog_one2one	99.274	99.274	100	100.00	1
RPL7P2							
EIF4E2P1							
PCSK2	PCSK2	ortholog_one2one	99.6865	99.6865	100	100.00	1
LINC00351							
							
LINC00383							
							
SINHCAFP2							
RPS3AP49							
LINC00353							
							
PEX12P1							
ZNF343	ZNF343	ortholog_one2one	98.9983	92.6562	100	100.00	1
PRR20C							
PHLPP1	PHLPP1	ortholog_one2one	99.5341	99.4183	100	100.00	1
							
TCEAL4P1							
GAPDHP69							
NUS1P4							
SLITRK6	SLITRK6	ortholog_one2one	99.0488	99.0488	100	100.00	1
							
RPL27AP8							
							
							
CYCSP35							
NUS1P3							
							
ZMYM5	ZMYM5	ortholog_one2one	98.5052	98.6527	100	100.00	1
CDH19	CDH19	ortholog_one2one	99.2228	99.2228	100	100.00	1
PA2G4P2							
							
ISM1	ISM1	ortholog_one2one	92.4569	91.2766	100	100.00	1
							
RPL3							
NALF1-IT1							
SOX1	SOX1	ortholog_one2one	100	100	100	100.00	1
CALM2P4							
CST5	CST5	ortholog_one2one	97.1831	97.1831	100	100.00	1
							
							
MYO16	MYO16	ortholog_one2one	99.2553	98.0557	100	100.00	1
							
RPL7AP13							
CENATACP1							
PGAM3P							
							
SYNDIG1	SYNDIG1	ortholog_one2one	100	100	100	100.00	1
RPS11P1							
							
XRN2	XRN2	ortholog_one2one	99.7895	99.7895	100	100.00	1
LINC02565							
							
							
RAC1P1							
RPS2P6							
							
C18orf21	C18H18orf21	ortholog_one2one	98.1818	99.0826	100	100.00	1
MRPL51P2							
							
U2AF1							
							
							
KCTD1		ortholog_one2one	24.5087	87.2428	0	0.00	0
							
SNRPB2	SNRPB2	ortholog_one2one	99.5556	99.5556	100	100.00	1
							
RPL7AP61							
DPPA3P3							
AKR1B1P4							
IRS2	IRS2	ortholog_one2one	99.4021	99.2537	100	100.00	1
SPACA7	SPACA7	ortholog_one2one	95.3846	87.7358	100	100.00	1
							
GAPDHP2							
PCMTD1P7							
CST7	CST7	ortholog_one2one	98.6207	98.6207	100	100.00	1
GYG1P2							
RIOK3P1							
STOML3	STOML3	ortholog_one2one	100	100	100	100.00	1
SLC39A6	SLC39A6	ortholog_one2one	99.0728	99.0728	100	100.00	1
							
GTSE1	GTSE1	ortholog_one2one	97.5643	97.5643	100	100.00	1
