Gene name	Mouse gene name	Mouse homology type	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene	Mouse Gene-order conservation score	Mouse Whole-genome alignment coverage	Mouse orthology confidence [0 low, 1 high]
PIGK	Pigk	ortholog_one2one	91.1839	91.6456	100	0.00	1
OR11L1	Or11l3	ortholog_one2one	79.2994	77.0898	50	0.00	0
							
STUM	Stum	ortholog_one2one	97.8571	97.1631	100	83.70	1
U1							
U1							
							
							
							
							
Metazoa_SRP							
U1							
OR9H1P	Or9s18	ortholog_one2one	78.3951	82.4675	0	0.00	0
	Ptprf	ortholog_one2one	94.1698	39.1465	100	0.00	0
CHIA	Chil4	ortholog_one2many	53.617	62.6866	100	0.00	1
CHIA	Chil5	ortholog_one2many	58.0851	63.3411	100	0.00	1
CHIA	Chia1	ortholog_one2many	76.8085	76.3214	0	0.00	0
CHIA	Chil3	ortholog_one2many	54.2553	64.0704	100	0.00	1
CHIA	Chil6	ortholog_one2many	51.0638	54.5455	100	0.00	1
							
CADM3	Cadm3	ortholog_one2one	90.4762	83.9535	100	100.00	1
CD58							
RNVU1-6							
							
KIFAP3	Kifap3	ortholog_one2one	97.9798	97.8562	100	0.00	1
OR1C1							
							
							
	Efcab14	ortholog_one2many	78.3838	73.3459	100	0.00	1
ST6GALNAC5	St6galnac5	ortholog_one2one	90.3904	89.8507	100	32.52	1
ITPKB	Itpkb	ortholog_one2one	76.9312	77.1762	100	1.37	1
RNU6-315P							
							
OR14K1							
							
HJV	Hjv	ortholog_one2one	86.1827	87.619	50	54.51	0
U7							
PAPPA2	Pappa2	ortholog_one2one	78.4358	78.4796	100	18.95	1
OR14A2	Or14a258	ortholog_one2many	73.2484	69.0691	50	0.00	0
OR14A2	Or14a257	ortholog_one2many	71.0191	67.1687	50	0.00	0
OR14A2	Or14a260	ortholog_one2many	71.6561	71.885	50	0.00	0
OR14A2	Or14a256	ortholog_one2many	68.7898	64.4776	50	0.00	0
OR14A2	Or14a259	ortholog_one2many	71.9745	70.8464	50	0.00	0
							
	Ada	ortholog_one2many	74.4681	59.6591	0	0.00	0
ARPC5	Arpc5	ortholog_one2one	97.4026	99.3377	75	0.00	1
ZBED2							
OR6F1	Or6f1	ortholog_one2one	84.7403	84.7403	25	0.00	0
MSTO1	Msto1	ortholog_one2one	77.0053	77.6978	75	0.00	1
							
							
	Nap1l4	ortholog_one2many	77.3585	42.487	0	0.00	0
							
FCGR3A	Fcgr4	ortholog_one2many	56.3177	62.6506	75	0.00	1
							
RN7SL44P							
RNU6-161P							
OR13G1	Or13g1	ortholog_one2one	84.6906	84.4156	50	0.00	0
							
HYI							
							
CATSPERE	Catspere2	ortholog_one2many	47.7534	46.5851	100	0.00	0
CATSPERE	Catspere1	ortholog_one2many	47.6489	47.6987	100	78.45	0
TXNIP	Txnip	ortholog_one2one	96.1637	94.7103	50	0.00	0
							
							
AIM2	Aim2	ortholog_one2one	53.7356	52.8249	100	27.18	1
PRKCI	Prkci	ortholog_one2one	85.3411	98.8235	100	68.91	1
							
							
							
							
							
Y_RNA							
ST6GALNAC3	St6galnac3	ortholog_one2one	85.9016	85.9016	100	60.66	1
PPT1	Ppt1	ortholog_one2one	78.209	85.6209	100	0.00	1
RNU6-817P							
ALDH1L1	Aldh1l1	ortholog_one2one	91.3567	92.5721	75	88.33	1
PSEN2	Psen2	ortholog_one2one	89.1892	95.7589	100	0.00	1
CD96	Cd96	ortholog_one2one	60.4569	57.1429	100	0.00	1
RNU6-481P	Gm22509	ortholog_one2one	81.3084	81.3084		0.00	0
							
POLR3GL							
							
GCSAML							
							
							
Y_RNA							
							
Metazoa_SRP							
CFAP126	Cfap126	ortholog_one2one	74.0113	56.2232	100	0.00	1
CHI3L2							
ASB17	Asb17	ortholog_one2one	88.4746	88.4746	100	0.00	1
	Ptp4a1	ortholog_many2many	85.8824	84.3931	0	0.00	0
	Ptp4a1	ortholog_many2many	85.8824	84.3931	0	0.00	0
SKIL	Skil	ortholog_one2one	87.2807	88.4444	100	0.00	1
							
RGL1	Rgl1	ortholog_one2one	90.1619	94.2708	100	88.69	1
COQ8A	Coq8a	ortholog_one2one	86.8624	87.1318	75	100.00	1
RN7SL715P							
ATP1A1	Atp1a1	ortholog_one2one	92.0345	93.7439	100	0.00	1
							
ANKRD34A	Ankrd34a	ortholog_one2one	95.6376	57.5758	100	0.00	1
							
Metazoa_SRP							
							
							
OR2C3							
TEX38	Tex38	ortholog_one2one	66.5	66.1692	100	51.52	1
CLDN11	Cldn11	ortholog_one2one	96.1353	96.1353	75	0.00	1
RN7SL130P							
OR2B11	Or2b11	ortholog_one2one	88.6792	88.6792	50	0.00	0
LIX1L	Lix1l	ortholog_one2one	99.1228	67.0623	100	0.00	1
IFI16	Ifi213	ortholog_many2many	11.7188	15.3584	100	0.00	0
IFI16	Ifi203	ortholog_many2many	20.1823	17.7956	100	0.00	0
IFI16	Ifi214	ortholog_many2many	8.85417	31.0502	100	0.00	0
IFI16	Ifi207	ortholog_many2many	20.1823	15.8487	100	0.00	0
IFI16	Ifi209	ortholog_many2many	18.2292	33.3333	0	0.00	0
IFI16	Ifi208	ortholog_many2many	11.9792	15.6463	0	0.00	0
IFI16	Ifi206	ortholog_many2many	20.4427	17.0467	100	0.00	0
IFI16	Ifi204	ortholog_many2many	19.401	24.0711	100	0.00	0
S100A8	S100a8	ortholog_one2one	56.9892	59.5506	100	0.00	1
MSH4	Msh4	ortholog_one2one	85.3476	83.2985	100	0.00	1
RNU7-123P							
LRP8	Lrp8	ortholog_one2one	90.8213	75.502	100	98.20	1
SDHC							
							
							
RNU6-1284P	Gm26359	ortholog_one2one	68.5185	73.2673		0.00	0
SLC7A14	Slc7a14	ortholog_one2one	93.0171	91.5694	50	9.07	0
Y_RNA							
MIR885							
S100A12							
							
CR2	Cr2	ortholog_one2one	62.3971	48.4375	50	0.00	0
MOB3C	Mob3c	ortholog_one2one	97.6852	97.6852	100	100.00	1
MEGF6	Megf6	ortholog_one2one	67.4419	73.7914	100	0.00	1
							
BTD	Btd	ortholog_one2one	78.3595	84.8771	100	100.00	1
							
RN7SL269P							
Metazoa_SRP							
RBM8A	Rbm8a	ortholog_one2many	86.1702	93.1034	100	0.00	1
RBM8A	Rbm8a2	ortholog_one2many	84.0426	90.8046	0	0.00	0
S100A9	Gm5849	ortholog_one2many	42.1053	41.0256	75	0.00	0
S100A9		ortholog_one2many	41.2281	40.1709	75	0.00	0
S100A9		ortholog_one2many	35.0877	37.7358	75	0.00	0
S100A9	S100a9	ortholog_one2many	59.6491	60.177	100	0.00	1
DENND2D	Dennd2d	ortholog_one2one	91.6667	92.0601	100	99.28	1
							
							
SLC35G2	Slc35g2	ortholog_one2one	93.2039	93.2039	100	0.00	1
NLRP3	Nlrp3	ortholog_one2one	82.8019	82.9622	25	0.00	0
C3orf33	E130311K13Rik	ortholog_one2one	75.4266	75.1701	100	0.00	1
Metazoa_SRP							
APOBEC4	Apobec4	ortholog_one2one	60.6061	58.8235	100	100.00	1
NTMT2	Ntmt2	ortholog_one2one	94.3463	94.3463	100	0.00	1
MPZ	Mpz	ortholog_one2one	91.7969	94.7581	75	0.00	1
							
NECTIN3	Nectin3	ortholog_one2one	93.0783	93.0783	100	51.26	1
							
							
PGLYRP4	Pglyrp4	ortholog_one2one	76.1394	75.7333	100	0.00	1
	Rpl6	ortholog_one2many	79.3919	79.3919	0	0.00	0
PYHIN1	Ifi213	ortholog_many2many	18.0894	15.1877	100	0.00	0
PYHIN1	Ifi203	ortholog_many2many	30.0813	16.992	100	0.00	0
PYHIN1	Ifi214	ortholog_many2many	14.8374	33.3333	100	0.00	0
PYHIN1	Ifi207	ortholog_many2many	31.0976	15.6442	100	0.00	0
PYHIN1	Ifi209	ortholog_many2many	29.878	35	0	0.00	0
PYHIN1	Ifi208	ortholog_many2many	18.6992	15.6463	0	0.00	0
PYHIN1	Ifi206	ortholog_many2many	31.9106	17.0467	100	0.00	0
PYHIN1	Ifi204	ortholog_many2many	30.8943	24.5557	100	0.00	0
GORAB	Gorab	ortholog_one2one	71.3198	76.3587	100	0.00	1
SLC6A11	Slc6a11	ortholog_one2one	79.1271	66.5072	100	18.59	1
							
U3							
SZT2	Szt2	ortholog_one2one	91.9092	92.0431	100	0.00	1
SLC33A1	Slc33a1	ortholog_one2one	93.2727	93.2727	100	1.80	1
Y_RNA							
ASTN1	Astn1	ortholog_one2one	98.1453	98.1453	100	92.69	1
							
PEX11B	Pex11b	ortholog_one2one	82.2464	87.6448	100	0.00	1
RNU6-160P							
NCK1	Nck1	ortholog_one2one	98.939	98.939	100	2.57	1
							
MAB21L3	Mab21l3	ortholog_one2one	76.2431	64.3357	75	14.62	1
OR6N2	Or6n2	ortholog_one2one	86.7508	86.7508	100	0.00	1
ZNF496	Zkscan17	ortholog_one2one	78.5349	78.8034	50	0.00	0
COLGALT2	Colgalt2	ortholog_one2one	92.8115	92.96	75	0.00	1
PGLYRP3	Pglyrp3	ortholog_one2one	71.261	70.0288	75	0.00	1
CEPT1	Cept1	ortholog_one2one	90.5405	96.6346	100	100.00	1
CAP1	Cap1	ortholog_one2one	96.2105	96.4135	100	0.00	1
RPL22L1	Rpl22l1	ortholog_one2one	77.7778	91.8033	50	0.00	0
MKNK1	Mknk1	ortholog_one2one	69.4949	82.8916	100	100.00	1
RNU1-30P							
	Itgb3bp	ortholog_one2one	25.6158	59.0909	100	0.00	0
OR6N1	Or6n1	ortholog_one2one	88.4615	88.4615	100	0.00	1
PRRX1	Prrx1	ortholog_one2one	99.5918	99.5918	100	48.56	1
U6							
							
							
SLC22A15	Slc22a15	ortholog_one2one	93.4579	91.9118	100	33.25	1
DAP3	Dap3	ortholog_one2one	56.7164	77.7494	50	0.00	0
							
Y_RNA							
OR6K6	Or6k6	ortholog_one2one	75.2187	84.0391	100	0.00	1
IL20RB	Il20rb	ortholog_one2one	77.1704	77.9221	100	61.75	1
CDC42BPA	Cdc42bpa	ortholog_one2one	90.9692	94.508	50	98.20	1
							
							
GMPS	Gmps	ortholog_one2one	97.9798	97.9798	100	21.71	1
							
	Or6k4	ortholog_one2one	85.5856	90.4762	100	0.00	1
							
ACADM	Acadm	ortholog_one2one	80.837	87.1734	100	0.00	1
SOX14	Sox14	ortholog_one2one	99.5833	99.5833	100	0.00	1
							
OR6K3							
EIF5A2	Eif5a2	ortholog_one2many	64.2857	100	75	0.00	1
							
							
ZNF124	Zfp78	ortholog_many2many	42.2857	28.9062	0	0.00	0
							
							
Y_RNA							
							
PRR9	Prr9	ortholog_one2one	81.0345	81.0345	75	0.00	1
							
MROH9	Mroh9	ortholog_one2one	59.8142	57.8002	100	0.00	1
	Nhlh2	ortholog_one2one	34.3612	57.7778	100	0.00	0
							
CR1	Cr1l	ortholog_one2one	11.8768	55.2273	75	0.00	0
SLC6A1	Slc6a1	ortholog_one2one	96.5461	97.9967	100	100.00	1
RNU1-70P							
							
HACL1	Hacl1	ortholog_one2one	87.5433	87.0912	100	100.00	1
ITGA10	Itga10	ortholog_one2one	82.9268	87.4036	100	0.00	1
							
							
NR1I3	Nr1i3	ortholog_one2one	68.2353	64.8045	100	0.00	1
CLDN18	Cldn18	ortholog_one2one	88.1226	87.1212	100	30.97	1
LRIF1	Lrif1	ortholog_one2one	69.4335	69.8013	100	100.00	1
							
SPTA1	Spta1	ortholog_one2one	80.5785	80.7453	100	0.00	1
CASQ2	Casq2	ortholog_one2one	80.7175	86.1244	100	42.26	1
							
SLC41A3	Slc41a3	ortholog_one2one	72.9045	76.6393	50	84.03	1
U3							
MFSD2A	Mfsd2a	ortholog_one2one	84.5304	85.9551	100	0.00	1
SLC2A2	Slc2a2	ortholog_one2one	81.6444	81.6444	100	0.00	1
FMO3	Fmo3	ortholog_one2one	78.5714	78.2772	100	52.16	1
	Zfp78	ortholog_many2many	40.1015	30.8594	0	0.00	0
	Mre11a	ortholog_one2many	76.7123	23.796	0	0.00	0
							
ZCWPW2	Zcwpw2	ortholog_one2one	61.5169	66.1631	100	31.92	1
DPPA4	Dppa4	ortholog_one2one	53.1561	54.0541	100	0.00	1
TSEN15	Tsen15	ortholog_one2one	63.8418	67.2619	100	0.00	1
SPRR3	Sprr3	ortholog_one2one	57.3965	40.7563	50	0.00	0
ZNF670							
	Sprr1a	ortholog_one2many	78.6885	66.6667	25	0.00	0
	Sprr1b	ortholog_one2many	74.5902	59.4771	50	0.00	0
	Fmo6	ortholog_one2one	85.5102	78.7594	100	0.00	1
	Dppa2	ortholog_one2many	45.9732	45.5149	100	0.00	0
ALG6	Alg6	ortholog_one2one	84.6154	84.6154	100	60.04	1
	Zfp874a	ortholog_many2many	30.5901	44.0716	0	0.00	0
	Zfp85	ortholog_many2many	34.6273	47.1459	0	0.00	0
	Zfp273	ortholog_many2many	37.8882	48.7026	0	0.00	0
	Zfp874b	ortholog_many2many	30.2795	43.6242	0	0.00	0
	Zfp455	ortholog_many2many	30.2795	42.2994	0	0.00	0
	Zfp708	ortholog_many2many	36.646	43.6229	0	0.00	0
	Zfp429	ortholog_many2many	29.6584	39.3814	0	0.00	0
	Zfp493	ortholog_many2many	30.7453	51.5625	0	0.00	0
	Zfp72	ortholog_many2many	36.1801	53.5632	0	0.00	0
	Zfp87	ortholog_many2many	36.4907	43.5185	0	0.00	0
	Zfp456	ortholog_many2many	29.1925	41.048	0	0.00	0
	Zfp58	ortholog_many2many	33.6957	44.3763	0	0.00	0
	Rsl1	ortholog_many2many	29.8137	39.5876	0	0.00	0
	Rslcan18	ortholog_many2many	28.4161	39.7826	0	0.00	0
							
DZIP1L	Dzip1l	ortholog_one2one	64.0474	76.8734	100	0.00	1
Y_RNA							
AZI2	Azi2	ortholog_one2one	85.0254	82.716	100	23.30	1
RNU6-1236P	Gm55756	ortholog_one2one	59.596	55.6604		0.00	0
VANGL1	Vangl1	ortholog_one2one	95.9924	95.6274	100	35.83	1
							
Y_RNA							
SMCP							
							
Y_RNA							
							
							
U7							
RN7SL654P							
FMO2	Fmo2	ortholog_one2one	84.486	84.486	100	0.00	1
							
							
Metazoa_SRP							
	Bend2	ortholog_many2many	19.1667	3.15934	0	0.00	0
C3orf85	Gm5485	ortholog_one2one	62.2222	61.5385	100	61.12	1
							
FOXD3	Foxd3	ortholog_one2one	89.5178	91.0448	100	0.00	1
U7							
KCNAB1	Kcnab1	ortholog_one2one	83.5322	87.2818	100	45.09	1
							
	Gm55498	ortholog_one2one	64.9254	64.4444		0.00	0
MYCL	Mycl	ortholog_one2one	85.8736	62.7717	100	0.00	1
C1orf21	1700025G04Rik	ortholog_one2one	96.6942	96.6942	100	6.55	1
Metazoa_SRP							
RN7SL420P							
LCE1C							
	Cmc1	ortholog_one2many	66.6667	83.0189	75	100.00	1
							
OR10Z1	Or10z1	ortholog_one2one	86.901	86.901	75	0.00	1
NGF	Ngf	ortholog_one2one	66.0194	84.6473	100	0.00	1
							
							
ATG4C	Atg4c	ortholog_one2one	81.441	81.441	75	99.85	1
							
CD53	Cd53	ortholog_one2one	56.1069	67.1233	100	23.96	1
							
KNCN	Kncn	ortholog_one2one	83.0645	83.0645	75	100.00	1
							
OR6Y1	Or6p1	ortholog_one2one	89.2744	89.2744	50	0.00	0
							
							
TSPAN2	Tspan2	ortholog_one2one	70.4082	93.6652	100	42.14	1
EOMES	Eomes	ortholog_one2one	95.3659	55.3041	50	0.00	0
							
FMO1	Fmo1	ortholog_one2one	83.0827	83.0827	100	0.00	1
							
Metazoa_SRP							
ADSS2	Adss2	ortholog_one2one	94.4072	92.5439	100	0.00	1
Y_RNA							
ROPN1B	Ropn1	ortholog_one2many	83.4906	83.4906	0	0.00	0
HRH1	Hrh1	ortholog_one2one	77.5051	77.6639	100	24.86	1
							
							
							
							
							
MORC1	Morc1	ortholog_one2one	64.6701	67.0526	100	77.00	1
							
KPRP	Kprp	ortholog_one2one	63.5579	56.0122	75	0.00	1
RNU1-96P	Gm23735	ortholog_one2one	55.4878	67.9104		0.00	0
TRIT1	Trit1	ortholog_one2one	84.0426	84.5824	100	77.61	1
EDEM3	Edem3	ortholog_one2one	95.8011	91.5523	100	0.00	1
							
OR10R2							
SPMIP3	Spmip3	ortholog_one2one	65.9864	66.8966	100	0.00	1
							
CR1L							
							
COLQ	Colq	ortholog_one2one	75.8	82.9322	100	35.94	1
							
TSHB	Tshb	ortholog_one2one	75.3165	86.2319	100	0.00	1
							
Metazoa_SRP							
OSBPL11	Osbpl11	ortholog_one2one	91.7614	85.3369	50	0.00	0
SNORD45B	Snord45b	ortholog_one2one	83.5616	85.9155		0.00	0
							
DBR1	Dbr1	ortholog_one2one	78.9077	76.1818	100	7.02	1
OR10K2							
SNORD45A							
FAAH	Faah	ortholog_one2one	82.9016	82.9016	100	10.72	1
							
SNORD45C							
							
Y_RNA							
							
							
							
	Bend2	ortholog_many2many	30.1887	2.1978	0	0.00	0
	Abhd4	ortholog_one2many	77.0833	20.8451	0	0.00	0
DOCK7	Dock7	ortholog_one2one	97.5712	98.0751	100	51.14	1
							
							
SYCP1	Sycp1	ortholog_one2one	75.6148	74.3202	100	91.25	1
KCNA3	Kcna3	ortholog_one2one	98.5263	88.6364	100	38.12	1
MIR488	Mir488	ortholog_one2one	89.1566	67.8899		100.00	1
							
							
TNIK	Tnik	ortholog_one2one	98.8962	98.8235	100	98.52	1
BRINP2	Brinp2	ortholog_one2one	95.1469	95.1469	100	0.00	1
Y_RNA							
DMBX1	Dmbx1	ortholog_one2one	90.6915	89.5013	75	100.00	1
AHCTF1	Ahctf1	ortholog_one2one	70.9934	71.6897	50	0.00	0
	Ndufb8	ortholog_one2many	80.1075	80.1075	0	0.00	0
ATG7	Atg7	ortholog_one2one	86.5772	87.0445	100	24.20	1
	Gon4l	ortholog_one2many	69.0476	24.3805	50	0.00	0
							
CD1E							
Metazoa_SRP							
							
KCNA2	Kcna2	ortholog_one2one	84.8315	60.521	100	0.00	1
RN7SL148P							
							
SLC44A5	Slc44a5	ortholog_one2one	68.2008	68.8732	100	6.99	1
RN7SL110P							
Metazoa_SRP							
							
SNX4	Snx4	ortholog_one2one	94	94	50	40.77	0
SSR3	Ssr3	ortholog_one2one	98.9189	98.9189	100	0.00	1
CD46	Cd46	ortholog_one2one	46.3542	48.7671	100	0.00	0
SIKE1	Sike1	ortholog_one2one	92.2705	92.2705	100	0.00	1
Y_RNA							
EAF1	Eaf1	ortholog_one2one	73.6695	98.1343	100	0.00	1
LCE5A	Lce1e	ortholog_one2many	76.2712	62.9371	50	0.00	0
LCE5A	Lce1g	ortholog_one2many	72.0339	61.1511	50	0.00	0
ZBTB18	Zbtb18	ortholog_one2one	99.6234	99.6234	100	100.00	1
							
SEC16B	Sec16b	ortholog_one2one	73.4213	74.1199	100	100.00	1
							
							
KCNA10	Kcna10	ortholog_one2one	92.7593	92.7593	100	100.00	1
FMO4	Fmo4	ortholog_one2one	79.5699	79.2857	100	0.00	1
U6	Gm26245	ortholog_one2one	91.5888	91.5888		0.00	0
SLC4A7	Slc4a7	ortholog_one2one	84.9881	94.6065	50	0.00	0
TIPARP	Tiparp	ortholog_one2one	92.8463	92.8463	100	11.58	1
							
CRNN	Crnn	ortholog_one2one	54.902	53.8462	75	57.48	1
							
Metazoa_SRP							
							
ANKRD35	Ankrd35	ortholog_one2one	82.8172	83.2329	100	0.00	1
PROK1	Prok1	ortholog_one2one	55.9748	84.7619	100	100.00	1
U6							
	Oxct2a	ortholog_one2many	65.0685	36.5385	0	0.00	0
	Oxct2b	ortholog_one2many	65.0685	36.5385	100	0.00	0
							
							
	Flg2	ortholog_one2one	29.801	17.1884	50	0.00	0
NSUN4							
METTL6	Mettl6	ortholog_one2one	84.7518	84.7518	100	0.00	1
Metazoa_SRP	Gm55425	ortholog_many2many	58.9744	26.9531		0.00	0
Metazoa_SRP	Gm25574	ortholog_many2many	60.6838	28.5141		0.00	0
Metazoa_SRP	Gm24576	ortholog_many2many	57.265	27.0161		0.00	0
Metazoa_SRP	Gm56405	ortholog_many2many	61.5385	28.3465		0.00	0
Metazoa_SRP	Gm24809	ortholog_many2many	60.6838	26.1993		0.00	0
Metazoa_SRP	Gm56242	ortholog_many2many	63.2479	26.7148		0.00	0
Metazoa_SRP	Gm54720	ortholog_many2many	58.1197	26.1538		0.00	0
Metazoa_SRP	Gm25072	ortholog_many2many	61.5385	30.6383		0.00	0
Metazoa_SRP	Gm55356	ortholog_many2many	61.5385	28.8		0.00	0
Metazoa_SRP	Gm25735	ortholog_many2many	62.3932	33.9535		0.00	0
Metazoa_SRP	Gm55459	ortholog_many2many	19.6581	7.25552		0.00	0
Metazoa_SRP	Gm56028	ortholog_many2many	59.8291	27.8884		0.00	0
Metazoa_SRP	Gm27956	ortholog_many2many	55.5556	26.6393		0.00	0
Metazoa_SRP	Gm54487	ortholog_many2many	62.3932	28.6275		0.00	0
Metazoa_SRP	Gm56145	ortholog_many2many	58.9744	28.0488		0.00	0
	Gon4l	ortholog_one2many	60.7843	17.8319	50	0.00	0
FLG	Flg	ortholog_one2one	2.23072	29.4118	100	100.00	0
Metazoa_SRP							
U6							
	Szrd1	ortholog_one2one	43.787	97.3684	100	0.00	0
PRRC2C	Prrc2c	ortholog_one2one	85.9941	81.7639	100	0.86	1
LAMTOR5	Lamtor5	ortholog_one2many	68.6391	80	100	100.00	1
							
							
ARMC8	Armc8	ortholog_one2one	90.8451	95.8395	100	41.34	1
HRNR	Hrnr	ortholog_one2one	37.3948	29.9619	100	0.00	0
TOMM40L	Tomm40l	ortholog_one2one	97.4026	97.4026	100	0.00	1
RNU6-454P							
CD1B							
Y_RNA							
LEKR1	Lekr1	ortholog_one2one	75.7576	76.087	100	19.39	1
NIBAN1	Niban1	ortholog_one2one	72.6293	72.7862	100	28.92	1
RPTN	Rptn	ortholog_one2one	43.1391	41.0555	100	92.67	0
PPIE	Ppie	ortholog_one2one	98.3389	98.3389	100	0.00	1
							
PIAS3	Pias3	ortholog_one2one	88.2438	96.8153	100	0.00	1
CSDE1	Csde1	ortholog_one2one	92.7624	96.3659	100	44.81	1
Metazoa_SRP							
AKT3	Akt3	ortholog_one2one	99.5825	99.5825	100	16.25	1
RNU6-232P	Gm24848	ortholog_one2many	72.5806	42.0561		0.00	0
U6							
SH3BP5	Sh3bp5	ortholog_one2one	92.3077	91.7031	75	42.03	1
VGLL4	Vgll4	ortholog_one2one	87.6289	88.8502	100	65.55	1
							
							
Metazoa_SRP							
U3							
RNU6-503P							
Metazoa_SRP							
							
MIR29C	Mir29c	ortholog_one2one	75	95.4545		0.00	0
MYOCOS							
TCHHL1	Tchhl1	ortholog_one2one	35.3333	49.8433	100	0.00	0
RASAL2	Rasal2	ortholog_one2one	93.75	95.6454	100	71.52	1
GUCA1C							
APOA2	Apoa2	ortholog_one2one	50	64.7059	100	0.00	1
ARHGEF16	Arhgef16	ortholog_one2one	81.8054	81.3464	100	0.00	1
MYOC	Myoc	ortholog_one2one	79.4059	81.8367	100	6.15	1
	Hmgb3	ortholog_one2many	92.3445	96.5	0	0.00	0
ASH1L	Ash1l	ortholog_one2one	91.779	92.0892	50	14.70	0
MIR29B2	Mir29b-2	ortholog_one2one	90	100		65.00	0
	Gm54643	ortholog_one2one	57.6923	57.6923		0.00	0
RNU7-121P							
LRRC41	Lrrc41	ortholog_one2one	94.8276	95.4151	75	100.00	1
							
							
NUDT17	Nudt17	ortholog_one2one	53.0562	73.3108	100	0.00	1
5S_rRNA	Gm55130	ortholog_one2many	68.3333	59.854		0.00	0
RNU6-622P							
	S100a11	ortholog_one2many	80	85.7143	75	0.00	1
U7							
SLC16A4	Slc16a4	ortholog_one2one	81.893	79.6	100	100.00	1
HPCAL4	Hpcal4	ortholog_one2one	99.4764	99.4764	100	27.95	1
CD1C							
							
TAMM41	Tamm41	ortholog_one2one	58.1448	76.2611	100	0.00	1
							
ANGPTL3	Angptl3	ortholog_one2one	76.7391	77.5824	100	41.49	1
TRAT1	Trat1	ortholog_one2one	68.4492	68.4492	100	0.00	1
VAMP4	Vamp4	ortholog_one2one	97.1631	97.1631	100	0.00	1
							
NT5C1A	Nt5c1a	ortholog_one2one	94.2935	95.0685	100	100.00	1
							
							
USP1	Usp1	ortholog_one2one	87.5315	88.648	75	100.00	1
ZNF148	Zfp148	ortholog_one2one	97.4811	97.4811	100	0.00	1
RNF2	Rnf2	ortholog_one2one	99.7024	99.7024	100	0.00	1
CAPN7	Capn7	ortholog_one2one	85.3363	95.2029	50	0.00	0
LHX8	Lhx8	ortholog_one2one	87.8307	95.9538	100	59.20	1
S100A10	S100a10	ortholog_one2one	69.5312	91.7526	75	0.00	1
SPATA21	Spata21	ortholog_one2one	54.3675	53.0103	100	0.00	1
HEYL	Heyl	ortholog_one2one	76.8293	77.3006	100	0.00	1
FCER1G	Fcer1g	ortholog_one2one	57.1429	74.4186	100	0.00	1
PRDM16	Prdm16	ortholog_one2one	88.6006	88.3229	100	19.54	1
MED8	Med8	ortholog_one2one	64.75	96.6418	100	0.00	1
POLR3C	Polr3c	ortholog_one2one	94.0075	94.1839	100	0.00	1
							
RETNLB	Retnlb	ortholog_one2many	62.1622	65.7143	100	0.00	1
RETNLB	Retnla	ortholog_one2many	52.2523	42.029	100	0.00	0
RETNLB	Retnlg	ortholog_one2many	59.4595	56.4103	100	0.00	1
RN7SL147P							
							
JMJD4	Jmjd4	ortholog_one2one	67.3866	73.0679	50	0.00	0
KANK4	Kank4	ortholog_one2one	74.7231	73.0315	100	24.72	1
							
NME9	Nme9	ortholog_one2one	77.8788	78.1155	100	79.30	1
							
METTL13	Mettl13	ortholog_one2one	89.9857	90.1146	100	16.18	1
							
CD1D	Cd1d2	ortholog_one2many	46.5875	46.7262	0	0.00	0
CD1D	Cd1d1	ortholog_one2many	62.3145	62.5	25	0.00	0
Metazoa_SRP							
PABPC4	Pabpc4	ortholog_one2one	93.6364	97.9398	100	0.00	1
	Eef1d	ortholog_one2many	90.6615	35.303	0	0.00	0
THEM4	Them4	ortholog_one2one	63.3333	66.087	100	90.86	1
							
CCNL1	Ccnl1	ortholog_one2one	97.5285	96.4286	100	29.96	1
MAGOH	Magoh	ortholog_one2one	100	100	100	100.00	1
	Ndufs2	ortholog_one2many	88.0658	92.4406	100	0.00	1
RNU6-371P							
CD34	Cd34	ortholog_one2one	64.359	65.7068	100	0.00	1
Y_RNA							
RNF115	Rnf115	ortholog_one2one	83.3333	93.4426	75	98.47	1
	Ell2	ortholog_one2many	77.4481	40.8451	0	0.00	0
RAD54L	Rad54l	ortholog_one2one	94.2436	94.2436	25	100.00	1
L1TD1	L1td1	ortholog_one2one	43.649	44.5755	100	0.00	0
							
MRAS	Mras	ortholog_one2one	96.6346	96.6346	100	53.02	1
SNORA55	Gm22889	ortholog_one2many	36.2963	84.4828		0.00	0
SNORA55	Gm22154	ortholog_one2many	80	82.4427		0.00	0
SNORA55	Gm24620	ortholog_one2many	81.4815	84.6154		0.00	0
SNORA55	Gm25370	ortholog_one2many	51.1111	73.4043		0.00	0
SNORA55	Gm25788	ortholog_one2many	80	82.4427		0.00	0
SNORA55	Gm23974	ortholog_one2many	78.5185	80.916		0.00	0
RBM15	Rbm15	ortholog_one2one	93.9112	94.5946	100	0.00	1
TRMT1L	Trmt1l	ortholog_one2one	87.176	87.7747	100	0.00	1
Y_RNA							
							
Metazoa_SRP							
Metazoa_SRP							
							
FBXO42	Fbxo42	ortholog_one2one	94.8611	95.258	75	96.04	1
SNAP47	Snap47	ortholog_one2one	60.2592	67.5545	75	0.00	1
RNU6-1297P							
							
ACTRT2	Actrt2	ortholog_one2one	81.4324	81.4324	100	18.33	1
Metazoa_SRP							
							
							
							
SLC12A8	Slc12a8	ortholog_one2one	80.2244	81.1348	100	85.05	1
							
							
RNU6-106P							
