Gene name	Mouse gene name	Mouse homology type	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene	Mouse Gene-order conservation score	Mouse Whole-genome alignment coverage	Mouse orthology confidence [0 low, 1 high]
OR4C45							
							
							
CRYL1	Cryl1	ortholog_one2one	84.0125	84.0125	100	100.00	1
PAXBP1	Paxbp1	ortholog_one2one	95.4198	95.2122	100	100.00	1
LINC00562							
RPS21P8							
							
CAB39L	Cab39l	ortholog_one2one	98.5163	98.5163	75	100.00	1
							
CHCHD2P11							
TIMM9P3							
LINC00457							
RAD17P2							
DNAJC15	Dnajc15	ortholog_one2one	76.6667	77.1812	100	100.00	1
GPR12	Gpr12	ortholog_one2one	93.7126	93.7126	100	100.00	1
MTUS2-AS2							
COLEC12	Colec12	ortholog_one2one	92.3181	92.3181	75	100.00	1
							
ZNF646P1							
RPP40P2							
GAMTP2							
WASF3	Wasf3	ortholog_one2one	93.6255	93.8124	100	100.00	1
NIPA2P3							
EPCIP	Epcip	ortholog_one2one	68.0365	64.7826	100	100.00	1
							
LINC01892							
							
							
							
							
							
							
							
							
							
LINC01928							
LINC01700							
							
FDX1P2							
POSTN	Postn	ortholog_one2one	89.9522	89.7375	100	100.00	1
CHODL	Chodl	ortholog_one2one	85.348	79.7945	100	96.96	1
SLC25A3P3							
							
							
							
							
							
COP1P1							
RAB31	Rab31	ortholog_one2one	94.359	94.359	100	100.00	1
							
							
BACH1	Bach1	ortholog_one2one	80.5707	80.2436	100	100.00	1
							
							
ZNF415P1							
							
COX6CP3							
							
							
YES1	Yes1	ortholog_one2one	95.9484	96.3031	0	100.00	1
							
SPATA20P1							
							
							
							
							
PSMA6P3							
ETS2	Ets2	ortholog_one2one	91.6844	91.8803	100	100.00	1
RPS4XP18							
							
PPIAP57							
							
BOD1P2							
							
NAA50P1							
							
							
							
							
LINC01543							
OR8J2							
							
							
OR5T2							
							
OR5T3							
							
OR5T1							
							
							
OR8H1							
NDUFV2	Ndufv2	ortholog_one2one	91.5663	91.9355	50	100.00	1
OR8I1P							
OR8K3							
FAM8A2P							
OR8K2P							
OR8K1							
RPL5P29							
OR8J1							
OR8U8							
OR8U9							
OR8L1P							
							
KCNJ15	Kcnj15	ortholog_one2one	96.2667	96.2667	100	100.00	1
CELF4	Celf4	ortholog_one2one	97.5309	95.7576	100	100.00	1
							
MAPK6P2							
ZNF355P							
CRYZL1	Cryzl1	ortholog_one2one	90.5444	90.8046	100	100.00	1
GNG5P5							
FNDC3A	Fndc3a	ortholog_one2one	91.0685	91.0685	50	100.00	1
							
							
							
Y_RNA							
BNIP3P43							
N6AMT1	N6amt1	ortholog_one2one	87.3832	87.3832	0	100.00	1
							
FHP1							
							
FREM2-AS1							
LHFPL6	Lhfpl6	ortholog_one2one	97	97	100	100.00	1
							
							
							
POLR3KP1							
							
ANKRD30BP1							
SLC25A5P4							
							
VN1R8P							
SPATA13-AS1							
GTF2IP2							
PRR20FP							
							
							
DNAJA1P1							
ELL2P3							
AKAP11	Akap11	ortholog_one2one	74.0663	74.34	100	100.00	1
							
							
							
ADAMTS5	Adamts5	ortholog_one2one	90.2151	90.2151	75	100.00	1
MZT1	Mzt1	ortholog_one2one	87.8049	92.3077	100	100.00	1
SNRPGP13							
Y_RNA							
5_8S_rRNA							
							
MIR6724-2							
Y_RNA							
							
MIR6724-3							
							
RNA5-8SN3							
LINC00374							
MIR6724-4							
							
RNA5-8SN1							
PROSER1	Proser1	ortholog_one2one	79.0254	81.7087	100	100.00	1
Y_RNA							
MIR6724-1							
							
AKAIN1	Akain1	ortholog_one2one	76.8116	76.8116	100	100.00	1
MIR3648-1							
							
RNA5-8SN2							
SNORA70	Gm24787	ortholog_one2many	58.9474	45.5285		0.00	0
MIR3118-1							
Y_RNA							
SLC14A2	Slc14a2	ortholog_one2one	85.4348	84.5161	75	100.00	1
RNU6-286P							
RN7SL52P							
RNU6-113P							
Y_RNA							
Y_RNA							
RN7SKP147	Gm55331	ortholog_one2one	25	67.033		0.00	0
RNU6-772P	Gm24737	ortholog_one2one	62.8571	66		0.00	0
RNU2-55P							
RNU1-139P	Gm25130	ortholog_one2many	70.9091	75		0.00	0
RNU4-45P							
MIR3156-3							
Y_RNA							
RN7SKP236							
RN7SL163P							
MIR6130							
RNA5SP489							
MIR4759							
MIR548X							
RNU6-614P	Gm22575	ortholog_many2many	68.2243	66.3636		0.00	0
RNU6-614P	Gm23097	ortholog_many2many	72.8972	74.2857		0.00	0
U6							
SNORA62	Gm54861	ortholog_one2one	48.1928	26.1438		0.00	0
SNORA80A	Gm56132	ortholog_one2many	60.2941	68.3333		0.00	0
SNORA80A	Gm24696	ortholog_one2many	80.1471	81.3433		0.00	0
							
	Snora3	ortholog_many2many	72.9167	53.0303		0.00	0
	Gm24698	ortholog_many2many	72.9167	53.8462		70.63	0
C2CD2	C2cd2	ortholog_one2one	72.2701	72.2701	75	100.00	1
							
RALBP1	Ralbp1	ortholog_one2one	91.6031	92.5926	100	100.00	1
RPL37P21							
ERICH6B	Erich6b	ortholog_one2one	33.6207	40.7666	75	100.00	0
LINC00547							
RPL13AP25							
MARK2P12							
							
PIBF1	Pibf1	ortholog_one2one	88.7715	88.8889	100	100.00	1
							
SS18	Ss18	ortholog_one2one	96.1722	96.1722	100	100.00	1
ZBTB21	Zbtb21	ortholog_one2one	86.4916	84.2779	50	100.00	1
							
U6							
ABCD1P4							
							
PABPC1P9							
SLC9B1P4							
ACTR3BP6							
UMODL1-AS1							
							
RPL34P3							
EZH2P1							
MIR802							
RPS20P1							
PPP1R2P2							
RPL23AP3							
RIMKLBP1							
RNU6-992P							
CBR1	Cbr1b	ortholog_one2many	83.7545	83.7545	100	0.00	1
CBR1	Cbr1	ortholog_one2many	87.7256	87.7256	100	100.00	1
FABP5P1							
BORA	Bora	ortholog_one2one	67.0841	71.4286	100	100.00	1
							
RPS9P1							
CBR3	Cbr3	ortholog_one2one	85.1986	85.1986	100	100.00	1
RPL3P1							
EVA1C	Eva1c	ortholog_one2one	86.1678	86.3636	100	100.00	1
KLHL1	Klhl1	ortholog_one2one	95.3209	94.9401	100	100.00	1
LINC01442							
NAP1L4P3							
							
HNF4GP1							
RPL12P34							
HMGN2P39							
PLA2G12AP2							
ZDHHC20P4							
SCEL	Scel	ortholog_one2one	63.9535	67.4847	100	100.00	1
EXOSC3P1							
							
RNA5SP490							
CFAP298	Cfap298	ortholog_one2one	92.4138	92.4138	100	100.00	1
OR7E23P							
							
CFAP298-TCP10L							
							
							
							
							
TPMTP1							
RPS8P3							
							
NPM1P1							
							
ANKRD12	Ankrd12	ortholog_one2one	81.3288	82.1656	75	100.00	1
TCP10L	Tcp10b	ortholog_one2many	20.4651	10.0457	0	5.04	0
TCP10L	Tcp10c	ortholog_one2many	20.4651	9.12863	0	22.23	0
TCP10L	Tcp10a	ortholog_one2many	20.4651	10.0457	0	41.88	0
COX4I1P2							
							
							
FGFR1OP2P1							
NPM1P22							
NIPA2P5							
RPL31P53							
RPL18AP17							
SPATA2P1							
HSPD1P8							
RPL21P111							
MTCL1P1							
FREM2	Frem2	ortholog_one2one	88.1666	88.4177	100	100.00	1
BTG3	Btg3	ortholog_one2one	93.6508	93.6508	100	100.00	1
ARK2N	Ark2n	ortholog_one2one	94.0594	95.2381	100	100.00	1
CTAGE11P							
PRR20B							
HNRNPA1P18							
TBC1D4	Tbc1d4	ortholog_one2one	90.2157	89.6631	100	100.00	1
SUMO3	Sumo3	ortholog_one2many	89.3204	81.4159	100	100.00	1
ZBTB7C-AS1							
SKA1	Ska1	ortholog_one2one	74.902	75.1969	100	100.00	1
SAMSN1	Samsn1	ortholog_one2one	82.3056	82.5269	100	100.00	1
							
							
							
							
VDAC1P12							
							
							
RPS3AP52							
CTAGE16P							
LINC00333							
PRR20D							
							
							
MTCO2P2							
							
SINHCAFP1							
SPRY2	Spry2	ortholog_one2one	96.5079	96.5079	100	100.00	1
RPS24P18							
MAP1LC3P							
RPRD1A	Rprd1a	ortholog_one2one	98.7179	98.7179	100	100.00	1
PRR20E							
UFM1	Ufm1	ortholog_one2one	100	100	100	100.00	1
							
MTND4P1							
MTCO2P3							
OR7E111P							
							
KLF5	Klf5	ortholog_one2one	89.2779	91.4798	100	100.00	1
OR9G1							
RIT2	Rit2	ortholog_one2one	91.7051	91.7051	75	100.00	1
OR9G9							
							
							
							
OR9G3P							
SIM2	Sim2	ortholog_one2one	89.3553	90.7154	100	100.00	1
OR9G4							
OR9G2P							
OR5G1P							
OR5G4P							
OR5G5P							
OR5G3							
LINC02735							
							
RPL31P54							
CBY2	Cby2	ortholog_one2one	78.7946	79.148	100	100.00	1
CTAGE1	Mia2	ortholog_one2many	71.5436	38.1532	0	2.62	0
HLCS-IT1							
RNA5SP491							
DPRXP5							
Y_RNA							
MRPL20P1							
UBE2D3P4							
RIPPLY3	Ripply3	ortholog_one2one	52.1053	65.1316	100	100.00	1
POLR3GP2							
WASF3-AS1							
							
HRH4	Hrh4	ortholog_one2one	68.4615	68.2864	100	100.00	1
LINC00377							
BCAS2P3							
RABEPKP1							
RNU6-696P	Gm22070	ortholog_one2many	82.243	82.243		0.00	0
UBAC2	Ubac2	ortholog_one2one	89.2442	88.9855	100	100.00	1
RRP1B	Rrp1b	ortholog_one2one	60.9499	63.8122	50	99.39	1
							
L3MBTL4-AS1							
							
MAPK4	Mapk4	ortholog_one2one	93.5264	94.1681	100	100.00	1
RFC3	Rfc3	ortholog_one2one	97.191	97.191	0	100.00	1
							
PDXK	Pdxk	ortholog_one2one	86.2179	86.2179	50	100.00	1
							
ATP7BP1							
ARK2C	Ark2c	ortholog_one2one	98.8439	98.5591	100	100.00	1
ANKRD26P2							
POU4F1	Pou4f1	ortholog_one2one	99.284	98.8124	100	100.00	1
							
RPSAP57							
							
							
PSMD10P3							
							
ZBTB7C-AS2							
SPATA13	Spata13	ortholog_one2one	70.556	72.4277	25	100.00	1
ST8SIA3	St8sia3	ortholog_one2one	97.8947	97.8947	100	100.00	1
RNF152	Rnf152	ortholog_one2one	97.5369	97.5369	50	100.00	1
CCDC68	Ccdc68	ortholog_one2one	72.2388	72.6727	75	100.00	1
							
RPLP0P11							
SMAD2	Smad2	ortholog_one2one	93.576	100	100	100.00	1
							
TMEM97P1							
RRP1	Rrp1	ortholog_one2one	64.859	60.5263	100	92.58	1
ACTR3BP7							
							
ZNF73P							
BNIP3P2							
ZNF72BP							
							
							
							
MED15	Med15	ortholog_one2one	91.4975	91.3815	50	100.00	1
							
							
NHLRC3	Nhlrc3	ortholog_one2one	83.8617	83.8617	100	100.00	1
GRK1							
MYL6P1							
AGPAT3	Agpat3	ortholog_one2one	92.2872	92.2872	100	100.00	1
OLFM4	Olfm4	ortholog_one2one	70.1961	70.8911	100	100.00	1
ARF4P3							
CCT5P2							
PRR20A							
LINC00552							
LINC01078							
IPO5	Ipo5	ortholog_one2one	98.268	98.268	100	100.00	1
RAB27B	Rab27b	ortholog_one2one	94.4954	94.4954	100	100.00	1
							
							
TXNL1	Txnl1	ortholog_one2one	98.6159	98.6159	50	100.00	1
MRPS5P4							
RNU6-859P							
RNU6-1150P	Gm23093	ortholog_one2many	63.6364	61.7647		0.00	0
							
TRAPPC10	Trappc10	ortholog_one2one	89.8332	89.9046	100	100.00	1
CTIF	Ctif	ortholog_one2one	93.4783	89.7271	100	100.00	1
TOLLIP							
TOLLIP-DT							
							
LINC02689							
BRSK2							
							
DUSP8							
KRTAP5-AS1							
KRTAP5-1							
							
ARIH2P1							
KRTAP5-2							
KRTAP5-3							
GAREM1	Garem1	ortholog_one2one	91.4384	91.4384	100	100.00	1
KRTAP5-4							
KRTAP5-5							
							
FAM99A							
FAM99B							
LINC02708							
MOB2							
HMGN1P31							
							
							
RPL7AP66							
							
							
H2AZP1							
RPS10P30							
RPIAP1							
PWP2	Pwp2	ortholog_one2one	89.3362	89.3362	100	100.00	1
OSM	Osm	ortholog_one2one	46.4286	44.4867	100	98.69	0
							
SNRPFP3							
ZBTB7C	Zbtb7c	ortholog_one2one	94.1842	94.1842	100	100.00	1
DIAPH3	Diaph3	ortholog_one2one	83.3194	84.8847	100	99.65	1
ZNRF3-IT1							
							
							
NCF4	Ncf4	ortholog_one2one	86.7257	86.7257	75	100.00	1
							
							
DYRK1A	Dyrk1a	ortholog_one2one	99.2042	98.0341	100	100.00	1
ACO2P1							
CACNA1I	Cacna1i	ortholog_one2one	91.6329	92.633	100	99.82	1
BOD1L2	Bod1	ortholog_one2many	81.3953	80.9249	0	99.83	1
FBXO15	Fbxo15	ortholog_one2one	55.6863	55.4688	100	100.00	1
							
WDR7-OT1							
							
							
							
							
							
							
CDH7	Cdh7	ortholog_one2one	97.9618	97.9618	100	100.00	1
SRSF1P1							
RPS26P47							
PCDH17	Pcdh17	ortholog_one2one	98.1018	98.2714	100	100.00	1
SP3P							
RPL21P110							
LINC00440							
RPS12P24							
HIGD1AP2							
HNRNPA1P31							
							
							
SERTM1	Sertm1	ortholog_one2one	96.2617	96.2617	100	100.00	1
							
ELOCP23							
MTND5P3							
							
SLC7A1	Slc7a1	ortholog_one2one	86.6455	87.6206	100	100.00	1
PRDM15	Prdm15	ortholog_one2one	91.4987	88.9267	100	100.00	1
TPGS2	Tpgs2	ortholog_one2one	84.6667	85.8108	100	100.00	1
SLC15A1	Slc15a1	ortholog_one2one	85.1695	85.0494	100	100.00	1
SERTAD4-AS1							
SERTAD4							
							
							
							
ISX	Isx	ortholog_one2one	49.7959	50.4132	50	100.00	0
ST13P19							
							
HHAT							
							
LIF-AS2							
ENTHD1	Enthd1	ortholog_one2one	55.5189	54.5307	100	100.00	1
LIF	Lif	ortholog_one2one	80.198	79.803	100	100.00	1
CBX7	Cbx7	ortholog_one2one	88.4462	88.4462	100	100.00	1
							
VENTXP2							
ATP6V1G1P7							
FOXO1	Foxo1	ortholog_one2one	92.6718	93.0982	50	100.00	1
PNPLA3	Pnpla3	ortholog_one2one	57.1726	71.6146	100	92.84	1
ARF4P4							
COG3	Cog3	ortholog_one2one	95.7729	95.7729	75	100.00	1
							
RNU5A-8P							
MC4R	Mc4r	ortholog_one2one	93.9759	93.9759	50	100.00	1
							
BPNT2P1							
							
							
LINC01903							
TMX3	Tmx3	ortholog_one2one	91.4097	91.0088	50	100.00	1
							
							
EFCAB6	Efcab6	ortholog_one2one	65.6229	64.9736	100	100.00	1
							
ADRA1D	Adra1d	ortholog_one2one	85.1399	86.6548	100	100.00	1
RSPO4	Rspo4	ortholog_one2one	82.0513	84.2105	100	100.00	1
LINC01309							
SRGNP1							
GAPDHP34							
LRCH1	Lrch1	ortholog_one2one	76.1468	81.9464	100	100.00	1
DEFB129	Defb23	ortholog_one2one	38.7978	42.7711	100	100.00	0
ANGPT4	Angpt4	ortholog_one2one	55.0696	54.4204	100	100.00	1
							
							
							
RPL31P9							
LINC03111							
							
CTBP2P3							
							
							
							
							
DYNLT3P1							
							
							
							
DHFRP1							
BDP1P							
SHLD1	Shld1	ortholog_one2one	63.9024	63.5922	100	100.00	1
							
CDH20	Cdh20	ortholog_one2one	96.2547	96.2547	50	100.00	1
SLX4IP	Slx4ip	ortholog_one2one	69.3627	68.523	100	100.00	1
MIR5692B							
PKNOX1	Pknox1	ortholog_one2one	96.1009	96.1009	100	100.00	1
TBC1D22A	Tbc1d22a	ortholog_one2one	89.942	90.1163	100	100.00	1
EEF1A1P34							
DEFB125	Defb26	ortholog_one2one	31.4103	26.3441	50	51.63	0
							
SCEL-AS1							
COX5BP6							
NXT1P1							
FTLP8							
SRSF10P2							
BMP2	Bmp2	ortholog_one2one	91.1616	91.6244	100	100.00	1
CDADC1	Cdadc1	ortholog_one2one	88.716	86.8571	50	99.47	1
							
							
MTL3P							
							
							
RPL30P14							
							
PTPN2	Ptpn2	ortholog_one2one	88.6747	90.6404	75	100.00	1
							
FAM110A	Fam110a	ortholog_one2one	85.7627	85.473	100	100.00	1
ZDHHC4P1							
DDX6P2							
INSM1	Insm1	ortholog_one2one	93.1373	91.1708	100	100.00	1
DIS3	Dis3	ortholog_one2one	91.1273	91.1273	100	100.00	1
LIN28AP3							
DEFB128	Defb20	ortholog_one2one	50.5376	48.9583	100	100.00	0
							
							
DEFB126							
LINC03086							
BTBD3	Btbd3	ortholog_one2one	86.9732	98.4816	100	100.00	1
CBS	Cbs	ortholog_one2one	83.8475	82.3529	100	100.00	1
RPL7P2							
EIF4E2P1							
PCSK2	Pcsk2	ortholog_one2one	96.7085	96.8603	100	100.00	1
LINC00351							
							
LINC00383							
							
SINHCAFP2							
RPS3AP49							
LINC00353							
							
PEX12P1							
ZNF343							
PRR20C							
PHLPP1	Phlpp1	ortholog_one2one	86.8958	88.441	100	99.69	1
							
TCEAL4P1							
GAPDHP69							
NUS1P4							
SLITRK6	Slitrk6	ortholog_one2one	89.1796	89.2857	100	100.00	1
							
RPL27AP8							
							
							
CYCSP35							
NUS1P3							
							
ZMYM5	Zmym5	ortholog_one2one	64.275	68.5805	100	100.00	1
CDH19	Cdh19	ortholog_one2one	75.1295	75.3247	75	100.00	1
PA2G4P2							
							
ISM1	Ism1	ortholog_one2one	92.8879	93.4924	100	100.00	1
							
RPL3	Rpl3	ortholog_one2one	98.5112	98.5112	100	100.00	1
NALF1-IT1							
SOX1	Sox1	ortholog_one2one	99.4885	99.4885	100	100.00	1
CALM2P4							
CST5							
							
							
MYO16	Myo16	ortholog_one2one	76.2234	74.6743	100	99.42	1
							
RPL7AP13							
CENATACP1							
PGAM3P							
							
SYNDIG1	Syndig1	ortholog_one2one	93.0233	93.0233	75	100.00	1
RPS11P1							
							
XRN2	Xrn2	ortholog_one2one	96.1053	96.0042	100	100.00	1
LINC02565							
							
							
RAC1P1							
RPS2P6							
							
C18orf21	2700062C07Rik	ortholog_one2one	72.7273	73.7327	100	100.00	1
MRPL51P2							
							
U2AF1	U2af1	ortholog_one2one	99.5833	100	100	100.00	1
							
							
KCTD1	Kctd1	ortholog_one2one	97.341	97.7933	100	100.00	1
							
SNRPB2	Snrpb2	ortholog_one2one	96	96	100	100.00	1
							
RPL7AP61							
DPPA3P3							
AKR1B1P4							
IRS2	Irs2	ortholog_one2one	85.5755	86.6768	100	100.00	1
SPACA7	Spaca7	ortholog_one2one	38.4615	41.2088	100	91.91	0
							
GAPDHP2							
PCMTD1P7							
CST7	Cst7	ortholog_one2one	71.0345	71.5278	100	100.00	1
GYG1P2							
RIOK3P1							
STOML3	Stoml3	ortholog_one2one	91.4089	92.6829	100	100.00	1
SLC39A6	Slc39a6	ortholog_one2one	87.2848	86.1438	100	100.00	1
							
GTSE1	Gtse1	ortholog_one2one	56.0217	55.8704	100	100.00	1
APMAP	Apmap	ortholog_one2one	89.4231	89.6386	100	100.00	1
LINC01043							
ANKRD10	Ankrd10	ortholog_one2one	78.0952	79.0361	100	100.00	1
NRBF2P1							
BFSP1	Bfsp1	ortholog_one2one	67.3684	66.9656	100	100.00	1
AIDAP3							
ZBTB14	Zbtb14	ortholog_one2one	99.3318	99.3318	100	100.00	1
							
SETD4	Setd4	ortholog_one2one	76.8182	76.9932	100	100.00	1
LINC01044							
							
SSR1P2							
RPL7L1P1							
NALF1	Nalf1	ortholog_one2one	88.4279	86.7238	100	100.00	1
RPL7P45							
							
MRPS18CP6							
PCCA	Pcca	ortholog_one2one	88.7363	89.2265	100	100.00	1
							
COX5BP7							
SAMM50	Samm50	ortholog_one2one	95.9488	95.9488	100	100.00	1
NPM1P2							
GALR1	Galr1	ortholog_one2one	91.6905	91.954	100	100.00	1
							
							
							
							
							
ZNF521	Zfp521	ortholog_one2one	97.4828	97.4828	100	100.00	1
PDYN-AS1							
CFTRP2							
GGTLC1	Ggt1	ortholog_one2many	76.8889	30.4577	0	72.21	0
LINC02974							
							
							
SCML2P1							
POM121L3P							
AKR1B10P2							
PLEKHB2P1							
CST2							
IMPACT	Impact	ortholog_one2one	81.875	82.3899	100	100.00	1
							
							
DSTN	Dstn	ortholog_one2one	95.7576	95.7576	100	100.00	1
TTC38	Ttc38	ortholog_one2one	86.5672	87.3118	100	98.74	1
CFTRP3							
STK35	Stk35	ortholog_one2one	87.8277	87.013	50	100.00	1
							
DUX4L35							
SDHCP1							
SCRT2	Scrt2	ortholog_one2one	92.1824	90.9968	100	100.00	1
CBLN2	Cbln2	ortholog_one2one	94.1964	94.1964	100	100.00	1
NCOA6	Ncoa6	ortholog_one2one	91.6626	91.3968	100	100.00	1
TUBGCP3	Tubgcp3	ortholog_one2one	93.495	93.7017	100	100.00	1
MTCO1P3							
COL18A1-AS2							
COL18A1-AS1							
							
							
							
TRIOBP	Triobp	ortholog_one2one	63.0867	74.0814	100	99.83	1
							
MIR6815							
SLC19A1	Slc19a1	ortholog_one2one	57.5296	66.4062	100	98.72	1
							
							
							
							
KRT8P5							
							
							
							
LINC01898							
							
							
							
MBP	Mbp	ortholog_one2one	71.7105	87.2	100	100.00	1
COL18A1	Col18a1	ortholog_one2one	77.2965	58.3427	100	100.00	1
							
DEFB127	Defb22	ortholog_many2many	19.1919	10.6145	75	0.00	0
SPTLC3	Sptlc3	ortholog_one2one	70.2899	68.9165	100	99.90	1
DUX4L32							
							
							
DUX4L33							
DEFB115	Defb28	ortholog_one2one	48.8636	48.3146	50	98.34	0
MTFR2P2							
							
PIM3	Pim3	ortholog_one2one	95.7055	95.7055	100	100.00	1
							
CST2P1							
							
							
SLC23A2	Slc23a2	ortholog_one2one	94.6154	94.9074	100	100.00	1
GRK1	Grk1	ortholog_one2one	85.968	85.8156	100	100.00	1
GTSE1-DT							
DENND6B	Dennd6b	ortholog_one2one	91.2821	91.2821	100	100.00	1
							
OBI1	Obi1	ortholog_one2one	80.854	81.3019	100	100.00	1
							
TRIM60P13							
							
AZU1P1							
BNIP3P7							
UBL3	Ubl3	ortholog_one2one	99.1453	99.1453	100	100.00	1
MOB1AP1							
LINC01040							
TIMM8BP1							
							
MLNR							
FLT3	Flt3	ortholog_one2one	86.1027	85.5	100	100.00	1
							
							
							
CERK	Cerk	ortholog_one2one	83.6127	84.5574	100	100.00	1
CST9L	Cstdc2	ortholog_one2many	37.415	41.3534	100	100.00	0
CST9L	Cst9	ortholog_one2many	44.2177	47.4453	0	0.00	0
DUX4L37							
							
							
							
LINC01734							
TASP1	Tasp1	ortholog_one2one	94.5238	94.5238	100	100.00	1
							
							
							
HNRNPA1P11							
							
KRT18P8							
							
							
FAM216B	Fam216b	ortholog_one2one	53.2374	53.6232	100	100.00	1
EIF4A3P1							
GRPEL2P1							
PPP6R2	Ppp6r2	ortholog_one2one	82.0647	82.8421	100	100.00	1
							
WFDC9	Wfdc9	ortholog_one2one	51.6854	55.4217	100	100.00	1
TMEM241	Tmem241	ortholog_one2one	82.0946	81.8182	100	100.00	1
							
KMT5AP1							
U6	Gm22575	ortholog_many2many	67.2897	65.4545		0.00	0
U6	Gm23097	ortholog_many2many	71.9626	73.3333		0.00	0
MIR4499							
MIR2276							
Metazoa_SRP							
							
RNU5A-4P							
RNA5SP26							
RNU6-56P							
RN7SKP1	Gm55256	ortholog_one2one	60.5863	62		0.00	0
SNORD116							
RNY3P9							
RN7SKP2							
MTCL2	Mtcl2	ortholog_one2one	91.4509	91.838	100	100.00	1
RNA5SP27							
RN7SL700P	Gm22876	ortholog_one2many	72.1088	71.1409		0.00	0
RNU6-60P	Gm25132	ortholog_one2many	89.3204	85.9813		0.00	0
RNY3P2							
Metazoa_SRP							
RN7SL618P							
MIR5007							
RN7SKP6							
							
RNA5SP30							
RNY4P29							
MIR3169							
RNU7-88P							
RNY3P5							
RN7SL375P							
							
RN7SL761P							
RNU6-80P							
							
	Gm54495	ortholog_one2one	57.2519	65.2174		0.00	0
							
RNY1P8							
RNU4-10P							
RNU6-66P							
RNU6-79P	Gm54833	ortholog_one2many	61.6822	66.6667		0.00	0
